,QUARTER,TIME_REMAINING,NEW YORK_ACTION,DALLAS_ACTION,NEW YORK_SCORE,DALLAS_SCORE
177,2,4:43.0,,Defensive rebound by H. Barnes,48,41
178,2,4:40.0,,J. Barea misses 2-pt layup from 3 ft (block by F. Ntilikina),48,41
179,2,4:40.0,Defensive rebound by F. Ntilikina,,48,41
180,2,4:33.0,Offensive foul by E. Freedom (drawn by S. Mejri),,48,41
181,2,4:33.0,Turnover by E. Freedom (offensive foul),,48,41
182,2,4:33.0,K. Porziņģis enters the game for W. Hernangómez,,48,41
183,2,4:13.0,,D. Smith misses 2-pt jump shot from 19 ft,48,41
184,2,4:10.0,Defensive rebound by K. Porziņģis,,48,41
185,2,4:00.0,K. Porziņģis misses 2-pt jump shot from 12 ft,,48,41
186,2,3:55.0,,Defensive rebound by D. Smith,48,41
187,2,3:49.0,,J. Barea misses 3-pt jump shot from 25 ft,48,41
188,2,3:44.0,,Offensive rebound by H. Barnes,48,41
189,2,3:43.0,,H. Barnes misses 2-pt layup from 4 ft,48,41
190,2,3:43.0,,Offensive rebound by H. Barnes,48,41
191,2,3:31.0,,H. Barnes misses 2-pt layup from 1 ft (block by K. Porziņģis),48,41
192,2,3:28.0,Defensive rebound by E. Freedom,,48,41
193,2,3:23.0,K. Porziņģis misses 2-pt layup from 1 ft,,48,41
194,2,3:21.0,,Defensive rebound by S. Mejri,48,41
195,2,3:13.0,,H. Barnes misses 2-pt jump shot from 18 ft,48,41
196,2,3:10.0,Defensive rebound by C. Lee,,48,41
197,2,3:05.0,New York full timeout,,48,41
198,2,3:05.0,,Y. Ferrell enters the game for J. Barea,48,41
199,2,3:05.0,L. Thomas enters the game for F. Ntilikina,,48,41
200,2,2:51.0,E. Freedom misses 2-pt hook shot from 5 ft,,48,41
201,2,2:50.0,Offensive rebound by E. Freedom,,48,41
202,2,2:49.0,E. Freedom misses 2-pt layup from 2 ft,,48,41
203,2,2:48.0,Offensive rebound by E. Freedom,,48,41
204,2,2:48.0,E. Freedom misses 2-pt layup from 2 ft,,48,41
205,2,2:47.0,Offensive rebound by E. Freedom,,48,41
206,2,2:46.0,E. Freedom misses 2-pt layup from 1 ft,,48,41
207,2,2:45.0,Offensive rebound by E. Freedom,,48,41
208,2,2:43.0,E. Freedom misses 2-pt layup at rim,,48,41
209,2,2:42.0,,Defensive rebound by Y. Ferrell,48,41
210,2,2:28.0,,Y. Ferrell makes 2-pt jump shot from 21 ft,48,43
211,2,2:13.0,C. Lee makes 2-pt jump shot from 18 ft,,50,43
212,2,1:51.0,,Shooting foul by J. Jack (drawn by H. Barnes),50,43
213,2,1:51.0,,H. Barnes makes free throw 1 of 2,50,44
214,2,1:51.0,,H. Barnes makes free throw 2 of 2,50,45
215,2,1:37.0,Shooting foul by H. Barnes (drawn by K. Porziņģis),,50,45
216,2,1:37.0,K. Porziņģis makes free throw 1 of 2,,51,45
217,2,1:37.0,K. Porziņģis makes free throw 2 of 2,,52,45
218,2,1:23.0,,H. Barnes makes 2-pt jump shot from 22 ft (assist by D. Smith),52,47
219,2,1:09.0,C. Lee misses 2-pt jump shot from 15 ft,,52,47
220,2,1:07.0,,Defensive rebound by S. Mejri,52,47
221,2,0:54.0,,D. Smith misses 3-pt jump shot from 25 ft,52,47
222,2,0:52.0,Defensive rebound by E. Freedom,,52,47
223,2,0:45.0,J. Jack makes 2-pt jump shot from 8 ft,,54,47
224,2,0:33.0,,S. Mejri makes 2-pt dunk at rim (assist by D. Smith),54,49
225,2,0:13.0,E. Freedom makes 2-pt jump shot from 3 ft,,56,49
226,2,0:00.0,,D. Smith makes 3-pt jump shot from 25 ft,56,52
227,3,11:47.0,,D. Smith misses 2-pt jump shot from 2 ft,56,52
228,3,11:46.0,,Offensive rebound by M. Kleber,56,52
229,3,11:45.0,,M. Kleber misses 2-pt layup from 6 ft,56,52
230,3,11:43.0,Defensive rebound by C. Lee,,56,52
231,3,11:39.0,K. Porziņģis makes 3-pt jump shot from 25 ft (assist by J. Jack),,59,52
232,3,11:26.0,,Def 3 sec tech foul by E. Freedom,59,52
233,3,11:26.0,,D. Nowitzki makes technical free throw,59,53
234,3,11:20.0,,D. Nowitzki misses 3-pt jump shot from 24 ft,59,53
235,3,11:20.0,Defensive rebound by J. Jack,,59,53
236,3,11:10.0,Turnover by J. Jack (lost ball; steal by D. Smith),,59,53
237,3,11:06.0,,D. Smith makes 2-pt layup from 2 ft,59,55
238,3,10:52.0,K. Porziņģis misses 2-pt jump shot from 13 ft,,59,55
239,3,10:48.0,,Defensive rebound by D. Nowitzki,59,55
240,3,10:38.0,,D. Smith misses 2-pt jump shot from 11 ft,59,55
241,3,10:35.0,Defensive rebound by E. Freedom,,59,55
242,3,10:28.0,C. Lee misses 3-pt jump shot from 23 ft,,59,55
243,3,10:24.0,,Defensive rebound by H. Barnes,59,55
244,3,10:19.0,,M. Kleber misses 3-pt jump shot from 23 ft,59,55
245,3,10:17.0,Defensive rebound by K. Porziņģis,,59,55
246,3,9:54.0,K. Porziņģis makes 2-pt jump shot from 13 ft,,61,55
247,3,9:38.0,,Personal foul by J. Jack (drawn by H. Barnes),61,55
248,3,9:26.0,,H. Barnes misses 2-pt layup from 1 ft,61,55
249,3,9:23.0,Defensive rebound by E. Freedom,,61,55
250,3,9:16.0,K. Porziņģis misses 2-pt hook shot from 2 ft (block by M. Kleber),,61,55
251,3,9:13.0,,Defensive rebound by D. Smith,61,55
252,3,9:10.0,,D. Smith makes 2-pt layup from 2 ft,61,57
253,3,8:54.0,K. Porziņģis makes 3-pt jump shot from 24 ft (assist by J. Jack),,64,57
254,3,8:38.0,,W. Matthews makes 2-pt jump shot from 11 ft (assist by D. Smith),64,59
255,3,8:21.0,C. Lee makes 2-pt jump shot from 20 ft (assist by J. Jack),,66,59
256,3,8:05.0,,W. Matthews misses 2-pt jump shot from 1 ft,66,59
257,3,8:04.0,Defensive rebound by E. Freedom,,66,59
258,3,7:57.0,C. Lee makes 3-pt jump shot from 25 ft (assist by K. Porziņģis),,69,59
259,3,7:55.0,,Dallas full timeout,69,59
260,3,7:41.0,,Shooting foul by L. Thomas (drawn by W. Matthews),69,59
261,3,7:41.0,,W. Matthews makes free throw 1 of 3,69,60
262,3,7:41.0,,W. Matthews makes free throw 2 of 3,69,61
263,3,7:41.0,,W. Matthews misses free throw 3 of 3,69,61
264,3,7:39.0,Defensive rebound by K. Porziņģis,,69,61
265,3,7:24.0,Turnover by J. Jack (bad pass),,69,61
266,3,7:04.0,,D. Smith makes 2-pt jump shot from 22 ft,69,63
267,3,6:52.0,C. Lee misses 2-pt jump shot from 19 ft,,69,63
268,3,6:47.0,Offensive rebound by E. Freedom,,69,63
269,3,6:47.0,E. Freedom misses 2-pt layup at rim,,69,63
270,3,6:45.0,,Defensive rebound by W. Matthews,69,63
271,3,6:41.0,,W. Matthews misses 2-pt jump shot from 18 ft,69,63
272,3,6:41.0,Defensive rebound by E. Freedom,,69,63
273,3,6:33.0,Personal foul by D. Smith (drawn by J. Jack),,69,63
274,3,6:26.0,K. Porziņģis makes 2-pt jump shot from 6 ft (assist by J. Jack),,71,63
275,3,6:04.0,,D. Smith misses 2-pt jump shot from 3 ft,71,63
276,3,6:03.0,Defensive rebound by C. Lee,,71,63
277,3,5:50.0,E. Freedom makes 2-pt hook shot from 5 ft (assist by J. Jack),,73,63
278,3,5:28.0,,H. Barnes misses 2-pt jump shot from 16 ft,73,63
279,3,5:26.0,Defensive rebound by E. Freedom,,73,63
280,3,5:22.0,Turnover by L. Thomas (step out of bounds),,73,63
281,3,5:22.0,,Y. Ferrell enters the game for D. Smith,73,63
282,3,5:22.0,,D. Harris enters the game for W. Matthews,73,63
283,3,5:09.0,,Turnover by D. Harris (bad pass; steal by L. Thomas),73,63
284,3,5:09.0,Personal foul by M. Kleber (drawn by K. Porziņģis),,73,63
285,3,5:09.0,,S. Mejri enters the game for D. Nowitzki,73,63
286,3,4:57.0,K. Porziņģis misses 2-pt jump shot from 13 ft,,73,63
287,3,4:54.0,,Defensive rebound by S. Mejri,73,63
288,3,4:40.0,,Y. Ferrell makes 2-pt jump shot from 13 ft (assist by S. Mejri),73,65
289,3,4:29.0,J. Jack misses 3-pt jump shot from 25 ft,,73,65
290,3,4:26.0,,Defensive rebound by D. Harris,73,65
291,3,4:11.0,,Turnover by H. Barnes (out of bounds lost ball),73,65
292,3,4:11.0,F. Ntilikina enters the game for K. Porziņģis,,73,65
293,3,4:11.0,D. McDermott enters the game for J. Jack,,73,65
294,3,3:52.0,F. Ntilikina misses 3-pt jump shot from 25 ft,,73,65
295,3,3:48.0,,Defensive rebound by D. Harris,73,65
296,3,3:39.0,,Turnover by H. Barnes (bad pass; steal by E. Freedom),73,65
297,3,3:34.0,D. McDermott misses 2-pt layup from 2 ft,,73,65
298,3,3:31.0,,Defensive rebound by Y. Ferrell,73,65
299,3,3:23.0,,D. Harris misses 2-pt jump shot from 6 ft,73,65
300,3,3:21.0,Defensive rebound by E. Freedom,,73,65
301,3,3:14.0,Turnover by E. Freedom (traveling),,73,65
302,3,3:04.0,,Personal foul by L. Thomas (drawn by S. Mejri),73,65
303,3,3:04.0,K. O'Quinn enters the game for E. Freedom,,73,65
304,3,2:53.0,,Y. Ferrell makes 2-pt jump shot from 21 ft (assist by D. Harris),73,67
305,3,2:52.0,New York full timeout,,73,67
306,3,2:40.0,D. McDermott misses 3-pt jump shot from 25 ft,,73,67
307,3,2:36.0,,Defensive rebound by M. Kleber,73,67
308,3,2:25.0,,Y. Ferrell misses 2-pt jump shot from 12 ft,73,67
309,3,2:22.0,Defensive rebound by L. Thomas,,73,67
310,3,2:15.0,F. Ntilikina misses 2-pt jump shot from 11 ft,,73,67
311,3,2:12.0,,Defensive rebound by D. Harris,73,67
312,3,2:09.0,,S. Mejri makes 2-pt dunk at rim (assist by D. Harris),73,69
313,3,1:44.0,C. Lee misses 3-pt jump shot from 27 ft,,73,69
314,3,1:42.0,Offensive rebound by Team,,73,69
315,3,1:42.0,,Loose ball foul by D. Harris (drawn by L. Thomas),73,69
316,3,1:42.0,,D. Powell enters the game for Y. Ferrell,73,69
317,3,1:42.0,,J. Barea enters the game for S. Mejri,73,69
318,3,1:42.0,K. Porziņģis enters the game for L. Thomas,,73,69
319,3,1:34.0,K. Porziņģis misses 3-pt jump shot from 26 ft,,73,69
320,3,1:30.0,,Defensive rebound by D. Powell,73,69
321,3,1:24.0,,H. Barnes misses 2-pt jump shot from 4 ft,73,69
322,3,1:22.0,Defensive rebound by K. Porziņģis,,73,69
323,3,1:05.0,K. O'Quinn makes 2-pt layup from 2 ft (assist by F. Ntilikina),,75,69
324,3,0:46.0,,H. Barnes makes 2-pt jump shot from 3 ft,75,71
325,3,0:31.0,K. Porziņģis misses 2-pt jump shot from 13 ft,,75,71
326,3,0:28.0,,Defensive rebound by D. Harris,75,71
327,3,0:08.0,,D. Powell misses 3-pt jump shot from 24 ft,75,71
328,3,0:04.0,Defensive rebound by F. Ntilikina,,75,71
329,3,0:00.0,C. Lee misses 2-pt jump shot from 18 ft,,75,71
330,3,0:00.0,Offensive rebound by Team,,75,71
331,4,11:47.0,F. Ntilikina makes 2-pt layup from 1 ft,,77,71
332,4,11:27.0,,D. Harris makes 2-pt jump shot from 7 ft,77,73
333,4,11:27.0,,Shooting foul by D. McDermott (drawn by D. Harris),77,73
334,4,11:27.0,,D. Harris makes free throw 1 of 1,77,74
335,4,11:15.0,F. Ntilikina misses 2-pt jump shot from 17 ft,,77,74
336,4,11:12.0,,Defensive rebound by D. Powell,77,74
337,4,11:06.0,,D. Harris misses 2-pt layup at rim (block by R. Baker),77,74
338,4,11:03.0,Defensive rebound by K. O'Quinn,,77,74
339,4,10:55.0,Shooting block foul by D. Powell (drawn by K. Porziņģis),,77,74
340,4,10:55.0,K. Porziņģis makes free throw 1 of 2,,78,74
341,4,10:55.0,K. Porziņģis makes free throw 2 of 2,,79,74
342,4,10:48.0,,Personal foul by K. Porziņģis (drawn by D. Nowitzki),79,74
343,4,10:41.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,79,74
344,4,10:36.0,Defensive rebound by K. O'Quinn,,79,74
345,4,10:24.0,F. Ntilikina misses 2-pt jump shot from 22 ft,,79,74
346,4,10:21.0,,Defensive rebound by D. Powell,79,74
347,4,10:11.0,,D. Nowitzki misses 3-pt jump shot from 24 ft,79,74
348,4,10:07.0,Defensive rebound by K. O'Quinn,,79,74
349,4,9:51.0,Shooting foul by D. Harris (drawn by K. O'Quinn),,79,74
350,4,9:51.0,K. O'Quinn misses free throw 1 of 2,,79,74
351,4,9:51.0,Offensive rebound by Team,,79,74
352,4,9:51.0,K. O'Quinn makes free throw 2 of 2,,80,74
353,4,9:42.0,,Y. Ferrell misses 2-pt jump shot from 12 ft,80,74
354,4,9:40.0,,Offensive rebound by Team,80,74
355,4,9:40.0,Loose ball foul by K. O'Quinn (drawn by D. Powell),,80,74
356,4,9:26.0,,D. Nowitzki misses 2-pt jump shot from 15 ft,80,74
357,4,9:22.0,Defensive rebound by K. Porziņģis,,80,74
358,4,9:11.0,Personal foul by D. Powell (drawn by K. Porziņģis),,80,74
359,4,9:11.0,,W. Matthews enters the game for D. Nowitzki,80,74
360,4,9:05.0,K. Porziņģis misses 2-pt jump shot from 19 ft,,80,74
361,4,9:02.0,Offensive rebound by K. O'Quinn,,80,74
362,4,8:53.0,K. Porziņģis misses 2-pt jump shot from 15 ft (block by W. Matthews),,80,74
363,4,8:50.0,Offensive rebound by F. Ntilikina,,80,74
364,4,8:43.0,D. McDermott misses 2-pt jump shot from 17 ft,,80,74
365,4,8:39.0,,Defensive rebound by J. Barea,80,74
366,4,8:35.0,,J. Barea misses 2-pt layup from 1 ft (block by F. Ntilikina),80,74
367,4,8:32.0,Defensive rebound by F. Ntilikina,,80,74
368,4,8:18.0,D. McDermott makes 2-pt layup from 2 ft (assist by K. O'Quinn),,82,74
369,4,8:18.0,,Dallas full timeout,82,74
370,4,8:18.0,,S. Mejri enters the game for D. Powell,82,74
371,4,8:18.0,,D. Smith enters the game for Y. Ferrell,82,74
372,4,8:18.0,,H. Barnes enters the game for D. Harris,82,74
373,4,7:55.0,,J. Barea misses 3-pt jump shot from 24 ft,82,74
374,4,7:53.0,Defensive rebound by K. O'Quinn,,82,74
375,4,7:39.0,F. Ntilikina makes 2-pt jump shot from 22 ft,,84,74
376,4,7:26.0,,W. Matthews misses 2-pt jump shot from 18 ft,84,74
377,4,7:23.0,Defensive rebound by F. Ntilikina,,84,74
378,4,7:08.0,K. O'Quinn makes 2-pt jump shot from 6 ft (assist by F. Ntilikina),,86,74
379,4,6:56.0,,J. Barea misses 3-pt jump shot from 24 ft,86,74
