,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,DALLAS_ACTION,MILWAUKEE_SCORE,DALLAS_SCORE
64,1,3:34.0,,D. Powell misses 2-pt dunk at rim,18,19
65,1,3:33.0,Defensive rebound by T. Maker,,18,19
66,1,3:24.0,K. Middleton makes 2-pt jump shot from 7 ft,,20,19
67,1,3:07.0,,W. Matthews makes 3-pt jump shot from 22 ft (assist by J. Barea),20,22
68,1,2:54.0,M. Brogdon misses 3-pt jump shot from 24 ft,,20,22
69,1,2:50.0,,Defensive rebound by H. Barnes,20,22
70,1,2:43.0,,D. Powell misses 3-pt jump shot from 24 ft,20,22
71,1,2:41.0,Defensive rebound by G. Antetokounmpo,,20,22
72,1,2:35.0,G. Antetokounmpo misses 2-pt jump shot from 20 ft,,20,22
73,1,2:30.0,Offensive rebound by G. Antetokounmpo,,20,22
74,1,2:30.0,G. Antetokounmpo misses 2-pt jump shot from 8 ft,,20,22
75,1,2:30.0,Offensive rebound by T. Maker,,20,22
76,1,2:25.0,Turnover by T. Maker (bad pass),,20,22
77,1,2:25.0,Milwaukee full timeout,,20,22
78,1,2:25.0,,Y. Ferrell enters the game for W. Matthews,20,22
79,1,2:25.0,,D. Nowitzki enters the game for H. Barnes,20,22
80,1,2:25.0,T. Snell enters the game for G. Antetokounmpo,,20,22
81,1,2:12.0,,D. Powell makes 2-pt dunk from 1 ft (assist by D. Harris),20,24
82,1,1:55.0,Offensive foul by M. Brogdon (drawn by D. Harris),,20,24
83,1,1:55.0,Turnover by M. Brogdon (offensive foul),,20,24
84,1,1:48.0,,Personal foul by D. Liggins (drawn by J. Barea),20,24
85,1,1:48.0,Turnover by D. Liggins (turnover),,20,24
86,1,1:48.0,,J. Barea makes free throw 1 of 2,20,25
87,1,1:48.0,,J. Barea makes free throw 2 of 2,20,26
88,1,1:31.0,T. Maker misses 3-pt jump shot from 26 ft,,20,26
89,1,1:28.0,,Defensive rebound by D. Harris,20,26
90,1,1:20.0,,D. Nowitzki makes 2-pt jump shot from 19 ft (assist by J. Barea),20,28
91,1,1:00.0,K. Middleton makes 2-pt jump shot from 6 ft,,22,28
92,1,0:41.0,,D. Powell makes 2-pt jump shot from 6 ft (assist by J. Barea),22,30
93,1,0:41.0,,Shooting foul by K. Middleton (drawn by D. Powell),22,30
94,1,0:41.0,,D. Powell makes free throw 1 of 1,22,31
95,1,0:31.0,Turnover by K. Middleton (lost ball; steal by D. Harris),,22,31
96,1,0:21.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,22,31
97,1,0:16.0,,Offensive rebound by J. Barea,22,31
98,1,0:03.0,,Personal foul by T. Snell (drawn by J. Barea),22,31
99,1,0:03.0,,J. Barea makes free throw 1 of 2,22,32
100,1,0:03.0,,W. Matthews enters the game for D. Nowitzki,22,32
101,1,0:03.0,,J. Barea makes free throw 2 of 2,22,33
102,1,0:00.0,D. Liggins makes 2-pt layup from 6 ft (assist by M. Brogdon),,24,33
103,2,11:46.0,,D. Harris misses 2-pt layup from 2 ft,24,33
104,2,11:43.0,Defensive rebound by G. Antetokounmpo,,24,33
105,2,11:40.0,M. Brogdon misses 3-pt jump shot from 24 ft,,24,33
106,2,11:35.0,,Defensive rebound by Y. Ferrell,24,33
107,2,11:19.0,,D. Nowitzki makes 3-pt jump shot from 23 ft (assist by J. Barea),24,36
108,2,11:06.0,G. Antetokounmpo misses 2-pt layup from 1 ft,,24,36
109,2,11:04.0,Offensive rebound by G. Antetokounmpo,,24,36
110,2,11:03.0,G. Antetokounmpo misses 2-pt jump shot from 7 ft,,24,36
111,2,11:03.0,,Defensive rebound by D. Powell,24,36
112,2,10:50.0,,D. Harris misses 3-pt jump shot from 23 ft,24,36
113,2,10:50.0,,Offensive rebound by D. Powell,24,36
114,2,10:35.0,,Turnover by D. Nowitzki (bad pass; steal by M. Brogdon),24,36
115,2,10:34.0,Personal foul by D. Harris (drawn by G. Antetokounmpo),,24,36
116,2,10:34.0,E. Bledsoe enters the game for D. Liggins,,24,36
117,2,10:24.0,E. Bledsoe makes 2-pt layup from 3 ft,,26,36
118,2,10:04.0,,D. Nowitzki misses 2-pt jump shot from 20 ft,26,36
119,2,10:01.0,Defensive rebound by G. Antetokounmpo,,26,36
120,2,9:54.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,26,36
121,2,9:51.0,,Defensive rebound by D. Powell,26,36
122,2,9:35.0,,D. Harris misses 3-pt jump shot from 24 ft,26,36
123,2,9:35.0,,Offensive rebound by Team,26,36
124,2,9:35.0,Loose ball foul by T. Snell (drawn by D. Powell),,26,36
125,2,9:35.0,,S. Mejri enters the game for D. Nowitzki,26,36
126,2,9:16.0,,Y. Ferrell makes 2-pt jump shot from 15 ft (assist by J. Barea),26,38
127,2,8:55.0,G. Antetokounmpo misses 2-pt jump shot from 11 ft,,26,38
128,2,8:52.0,,Defensive rebound by D. Powell,26,38
129,2,8:47.0,,S. Mejri makes 2-pt dunk at rim (assist by J. Barea),26,40
130,2,8:31.0,Personal foul by Y. Ferrell (drawn by E. Bledsoe),,26,40
131,2,8:31.0,,W. Matthews enters the game for D. Harris,26,40
132,2,8:26.0,Personal foul by Y. Ferrell (drawn by E. Bledsoe),,26,40
133,2,8:18.0,M. Brogdon makes 2-pt jump shot from 8 ft,,28,40
134,2,8:03.0,,J. Barea misses 2-pt jump shot from 12 ft,28,40
135,2,8:03.0,Defensive rebound by T. Snell,,28,40
136,2,7:58.0,Personal foul by J. Barea (drawn by E. Bledsoe),,28,40
137,2,7:58.0,,D. Smith enters the game for J. Barea,28,40
138,2,7:58.0,,H. Barnes enters the game for D. Powell,28,40
139,2,7:48.0,T. Maker misses 3-pt jump shot from 25 ft,,28,40
140,2,7:45.0,,Defensive rebound by D. Smith,28,40
141,2,7:34.0,,Y. Ferrell misses 3-pt jump shot from 27 ft,28,40
142,2,7:31.0,Defensive rebound by T. Maker,,28,40
143,2,7:20.0,M. Brogdon makes 2-pt jump shot from 8 ft (assist by G. Antetokounmpo),,30,40
144,2,7:20.0,,Dallas full timeout,30,40
145,2,7:20.0,J. Henson enters the game for T. Maker,,30,40
146,2,7:06.0,,Shooting foul by E. Bledsoe (drawn by H. Barnes),30,40
147,2,7:06.0,,H. Barnes makes free throw 1 of 2,30,41
148,2,7:06.0,,H. Barnes makes free throw 2 of 2,30,42
149,2,6:58.0,Personal foul by D. Smith (drawn by E. Bledsoe),,30,42
150,2,6:58.0,E. Bledsoe makes free throw 1 of 2,,31,42
151,2,6:58.0,E. Bledsoe makes free throw 2 of 2,,32,42
152,2,6:40.0,,Personal foul by E. Bledsoe (drawn by H. Barnes),32,42
153,2,6:30.0,,H. Barnes misses 2-pt layup from 3 ft,32,42
154,2,6:27.0,Defensive rebound by G. Antetokounmpo,,32,42
155,2,6:24.0,G. Antetokounmpo misses 2-pt layup from 1 ft (block by S. Mejri),,32,42
156,2,6:20.0,,Defensive rebound by D. Smith,32,42
157,2,6:14.0,,D. Smith makes 3-pt jump shot from 24 ft,32,45
158,2,5:52.0,Personal foul by S. Mejri (drawn by J. Henson),,32,45
159,2,5:52.0,K. Middleton enters the game for E. Bledsoe,,32,45
160,2,5:52.0,J. Henson misses free throw 1 of 2,,32,45
161,2,5:52.0,Offensive rebound by Team,,32,45
162,2,5:52.0,J. Henson misses free throw 2 of 2,,32,45
163,2,5:49.0,,Defensive rebound by S. Mejri,32,45
164,2,5:34.0,,D. Smith misses 3-pt jump shot from 25 ft,32,45
165,2,5:30.0,Defensive rebound by G. Antetokounmpo,,32,45
166,2,5:24.0,Shooting block foul by S. Mejri (drawn by J. Henson),,32,45
167,2,5:24.0,J. Henson misses free throw 1 of 2,,32,45
168,2,5:24.0,Offensive rebound by Team,,32,45
169,2,5:24.0,J. Henson misses free throw 2 of 2,,32,45
170,2,5:22.0,,Defensive rebound by S. Mejri,32,45
171,2,5:05.0,,H. Barnes makes 3-pt jump shot from 23 ft (assist by W. Matthews),32,48
172,2,5:03.0,Milwaukee full timeout,,32,48
173,2,5:01.0,Personal take foul by H. Barnes (drawn by J. Henson),,32,48
174,2,5:01.0,J. Henson misses free throw 2 of 2,,32,48
175,2,5:01.0,,Defensive rebound by S. Mejri,32,48
176,2,5:01.0,J. Henson makes free throw 1 of 2,,33,48
177,2,4:52.0,,Offensive foul by H. Barnes (drawn by M. Brogdon),33,48
178,2,4:52.0,,Turnover by H. Barnes (offensive foul),33,48
179,2,4:50.0,Personal foul by W. Matthews (drawn by J. Henson),,33,48
180,2,4:50.0,,Turnover by W. Matthews (turnover),33,48
181,2,4:50.0,J. Henson misses free throw 1 of 2,,33,48
182,2,4:50.0,Offensive rebound by Team,,33,48
183,2,4:50.0,J. Henson makes free throw 2 of 2,,34,48
184,2,4:30.0,,W. Matthews misses 2-pt jump shot from 10 ft,34,48
185,2,4:23.0,Defensive rebound by J. Henson,,34,48
186,2,4:17.0,G. Antetokounmpo makes 2-pt layup from 2 ft,,36,48
187,2,4:03.0,,Turnover by D. Smith (bad pass),36,48
188,2,3:56.0,Personal foul by D. Smith (drawn by G. Antetokounmpo),,36,48
189,2,3:56.0,G. Antetokounmpo makes free throw 1 of 2,,37,48
190,2,3:56.0,,J. Barea enters the game for D. Smith,37,48
191,2,3:56.0,,D. Nowitzki enters the game for Y. Ferrell,37,48
192,2,3:56.0,,D. Harris enters the game for S. Mejri,37,48
193,2,3:56.0,G. Antetokounmpo misses free throw 2 of 2,,37,48
194,2,3:51.0,,Defensive rebound by D. Nowitzki,37,48
195,2,3:31.0,,W. Matthews misses 2-pt jump shot from 13 ft,37,48
196,2,3:26.0,Defensive rebound by J. Henson,,37,48
197,2,3:21.0,Shooting foul by D. Harris (drawn by K. Middleton),,37,48
198,2,3:21.0,K. Middleton makes free throw 1 of 2,,38,48
199,2,3:21.0,K. Middleton makes free throw 2 of 2,,39,48
200,2,3:05.0,,J. Barea misses 3-pt jump shot from 23 ft,39,48
201,2,3:05.0,Defensive rebound by G. Antetokounmpo,,39,48
202,2,2:55.0,G. Antetokounmpo misses 2-pt jump shot from 3 ft,,39,48
203,2,2:54.0,Offensive rebound by G. Antetokounmpo,,39,48
204,2,2:53.0,Shooting foul by D. Nowitzki (drawn by G. Antetokounmpo),,39,48
205,2,2:53.0,G. Antetokounmpo misses free throw 1 of 2,,39,48
206,2,2:53.0,Offensive rebound by Team,,39,48
207,2,2:53.0,G. Antetokounmpo misses free throw 2 of 2,,39,48
208,2,2:51.0,,Defensive rebound by D. Nowitzki,39,48
209,2,2:28.0,,J. Barea makes 3-pt jump shot from 26 ft (assist by D. Nowitzki),39,51
210,2,2:15.0,M. Brogdon misses 2-pt layup from 5 ft,,39,51
211,2,2:12.0,,Defensive rebound by H. Barnes,39,51
212,2,2:05.0,,J. Barea makes 3-pt jump shot from 25 ft (assist by W. Matthews),39,54
213,2,2:03.0,Milwaukee full timeout,,39,54
214,2,1:47.0,K. Middleton misses 3-pt jump shot from 24 ft,,39,54
215,2,1:47.0,Offensive rebound by G. Antetokounmpo,,39,54
216,2,1:39.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,41,54
217,2,1:26.0,,Personal foul by M. Brogdon (drawn by D. Nowitzki),41,54
218,2,1:18.0,,D. Nowitzki makes 2-pt jump shot from 16 ft (assist by J. Barea),41,56
219,2,1:01.0,Turnover by T. Snell (lost ball; steal by D. Nowitzki),,41,56
220,2,0:48.0,,D. Harris misses 2-pt jump shot from 7 ft,41,56
221,2,0:46.0,Defensive rebound by G. Antetokounmpo,,41,56
222,2,0:38.0,Shooting foul by D. Nowitzki (drawn by J. Henson),,41,56
223,2,0:38.0,J. Henson makes free throw 1 of 2,,42,56
224,2,0:38.0,,Y. Ferrell enters the game for D. Harris,42,56
225,2,0:38.0,J. Henson misses free throw 2 of 2,,42,56
226,2,0:36.0,,Defensive rebound by J. Barea,42,56
227,2,0:17.0,,D. Nowitzki misses 2-pt jump shot from 22 ft,42,56
228,2,0:17.0,Defensive rebound by T. Snell,,42,56
229,2,0:02.0,K. Middleton makes 2-pt jump shot from 5 ft,,44,56
230,3,11:45.0,,Shooting foul by T. Snell (drawn by H. Barnes),44,56
231,3,11:45.0,,H. Barnes makes free throw 1 of 2,44,57
232,3,11:45.0,,H. Barnes makes free throw 2 of 2,44,58
233,3,11:37.0,Offensive foul by G. Antetokounmpo (drawn by D. Nowitzki),,44,58
234,3,11:37.0,Turnover by G. Antetokounmpo (offensive foul),,44,58
235,3,11:28.0,,W. Matthews makes 3-pt jump shot from 22 ft (assist by D. Smith),44,61
236,3,11:13.0,T. Snell makes 3-pt jump shot from 26 ft (assist by E. Bledsoe),,47,61
237,3,10:54.0,,M. Kleber makes 2-pt hook shot from 4 ft,47,63
238,3,10:42.0,G. Antetokounmpo makes 2-pt layup from 2 ft,,49,63
239,3,10:42.0,Shooting foul by M. Kleber (drawn by G. Antetokounmpo),,49,63
240,3,10:42.0,G. Antetokounmpo makes free throw 1 of 1,,50,63
241,3,10:33.0,,Personal block foul by K. Middleton (drawn by W. Matthews),50,63
242,3,10:23.0,,D. Smith misses 2-pt jump shot from 5 ft,50,63
243,3,10:23.0,,Offensive rebound by Team,50,63
244,3,10:17.0,,D. Smith misses 2-pt jump shot from 22 ft,50,63
245,3,10:16.0,,Offensive rebound by Team,50,63
246,3,10:16.0,,Turnover by Team (shot clock),50,63
247,3,10:02.0,G. Antetokounmpo makes 2-pt jump shot from 8 ft,,52,63
248,3,9:47.0,,Turnover by D. Smith (bad pass; steal by G. Antetokounmpo),52,63
249,3,9:47.0,Personal take foul by D. Nowitzki (drawn by G. Antetokounmpo),,52,63
250,3,9:47.0,,J. Barea enters the game for M. Kleber,52,63
251,3,9:47.0,,D. Harris enters the game for D. Smith,52,63
252,3,9:38.0,E. Bledsoe misses 2-pt jump shot from 22 ft,,52,63
253,3,9:35.0,,Defensive rebound by H. Barnes,52,63
254,3,9:27.0,,D. Nowitzki misses 2-pt jump shot from 17 ft,52,63
255,3,9:27.0,Defensive rebound by Team,,52,63
256,3,9:20.0,Turnover by G. Antetokounmpo (lost ball; steal by W. Matthews),,52,63
257,3,9:10.0,,Offensive foul by H. Barnes (drawn by E. Bledsoe),52,63
258,3,9:10.0,,Turnover by H. Barnes (offensive foul),52,63
259,3,9:00.0,E. Bledsoe misses 2-pt jump shot from 20 ft,,52,63
260,3,8:57.0,,Defensive rebound by D. Nowitzki,52,63
261,3,8:47.0,,J. Barea misses 2-pt layup from 5 ft (block by J. Henson),52,63
262,3,8:47.0,,Offensive rebound by Team,52,63
263,3,8:42.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,52,63
264,3,8:39.0,Defensive rebound by G. Antetokounmpo,,52,63
265,3,8:31.0,K. Middleton makes 2-pt layup from 1 ft (assist by E. Bledsoe),,54,63
266,3,8:29.0,,Dallas full timeout,54,63
267,3,8:12.0,,J. Barea makes 3-pt jump shot from 24 ft (assist by W. Matthews),54,66
268,3,7:50.0,E. Bledsoe misses 2-pt jump shot from 12 ft,,54,66
269,3,7:48.0,,Defensive rebound by D. Harris,54,66
270,3,7:30.0,,W. Matthews makes 3-pt jump shot from 24 ft,54,69
271,3,7:11.0,K. Middleton misses 2-pt jump shot from 19 ft,,54,69
272,3,7:08.0,,Defensive rebound by D. Nowitzki,54,69
273,3,6:54.0,,J. Barea misses 3-pt jump shot from 27 ft,54,69
274,3,6:51.0,Defensive rebound by G. Antetokounmpo,,54,69
275,3,6:49.0,,Offensive charge foul by G. Antetokounmpo (drawn by J. Barea),54,69
276,3,6:49.0,Turnover by G. Antetokounmpo (offensive foul),,54,69
277,3,6:32.0,,Personal foul by K. Middleton (drawn by W. Matthews),54,69
278,3,6:17.0,,W. Matthews makes 3-pt jump shot from 23 ft,54,72
279,3,6:09.0,Personal foul by D. Harris (drawn by E. Bledsoe),,54,72
280,3,6:09.0,,Y. Ferrell enters the game for D. Nowitzki,54,72
281,3,6:09.0,,S. Mejri enters the game for D. Harris,54,72
282,3,6:09.0,M. Brogdon enters the game for K. Middleton,,54,72
283,3,6:05.0,G. Antetokounmpo makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),,57,72
284,3,5:45.0,,W. Matthews misses 2-pt jump shot from 16 ft,57,72
285,3,5:41.0,Defensive rebound by E. Bledsoe,,57,72
286,3,5:33.0,G. Antetokounmpo misses 2-pt jump shot from 9 ft,,57,72
287,3,5:29.0,,Defensive rebound by Y. Ferrell,57,72
288,3,5:29.0,,Personal foul by G. Antetokounmpo (drawn by Y. Ferrell),57,72
289,3,5:15.0,,Turnover by J. Barea (bad pass; steal by G. Antetokounmpo),57,72
290,3,5:04.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,57,72
291,3,4:59.0,,Defensive rebound by H. Barnes,57,72
292,3,4:55.0,,Shooting foul by E. Bledsoe (drawn by J. Barea),57,72
293,3,4:55.0,,J. Barea makes free throw 1 of 3,57,73
294,3,4:55.0,,J. Barea makes free throw 2 of 3,57,74
295,3,4:55.0,,D. Powell enters the game for S. Mejri,57,74
296,3,4:55.0,T. Maker enters the game for J. Henson,,57,74
297,3,4:55.0,,J. Barea misses free throw 3 of 3,57,74
298,3,4:52.0,Defensive rebound by T. Maker,,57,74
299,3,4:40.0,E. Bledsoe misses 2-pt jump shot from 8 ft,,57,74
300,3,4:34.0,Offensive rebound by T. Maker,,57,74
301,3,4:29.0,Turnover by E. Bledsoe (lost ball; steal by H. Barnes),,57,74
302,3,4:22.0,,H. Barnes misses 2-pt dunk from 3 ft,57,74
303,3,4:20.0,,Offensive rebound by D. Powell,57,74
304,3,4:15.0,,H. Barnes misses 3-pt jump shot from 22 ft,57,74
305,3,4:11.0,Defensive rebound by T. Maker,,57,74
306,3,4:02.0,T. Snell misses 3-pt jump shot from 25 ft,,57,74
307,3,3:58.0,,Defensive rebound by H. Barnes,57,74
308,3,3:44.0,,Turnover by H. Barnes (traveling),57,74
309,3,3:44.0,,D. Smith enters the game for J. Barea,57,74
310,3,3:34.0,T. Snell makes 2-pt dunk at rim (assist by T. Maker),,59,74
311,3,3:24.0,,Personal block foul by T. Maker (drawn by Y. Ferrell),59,74
312,3,3:24.0,,Y. Ferrell makes free throw 1 of 2,59,75
313,3,3:24.0,,Y. Ferrell misses free throw 2 of 2,59,75
314,3,3:21.0,Defensive rebound by G. Antetokounmpo,,59,75
315,3,3:07.0,Shooting foul by D. Powell (drawn by G. Antetokounmpo),,59,75
316,3,3:07.0,G. Antetokounmpo makes free throw 1 of 2,,60,75
317,3,3:07.0,G. Antetokounmpo makes free throw 2 of 2,,61,75
318,3,2:52.0,,D. Powell misses 3-pt jump shot from 24 ft,61,75
319,3,2:48.0,Defensive rebound by G. Antetokounmpo,,61,75
320,3,2:43.0,G. Antetokounmpo misses 3-pt jump shot from 28 ft,,61,75
321,3,2:42.0,,Defensive rebound by Team,61,75
322,3,2:42.0,Milwaukee full timeout,,61,75
323,3,2:42.0,D. Liggins enters the game for G. Antetokounmpo,,61,75
324,3,2:28.0,,D. Smith makes 2-pt dunk at rim (assist by W. Matthews),61,77
325,3,2:11.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,61,77
326,3,2:07.0,,Defensive rebound by W. Matthews,61,77
327,3,1:58.0,,W. Matthews misses 3-pt jump shot from 24 ft,61,77
328,3,1:55.0,Defensive rebound by M. Brogdon,,61,77
329,3,1:50.0,M. Brogdon misses 2-pt jump shot from 15 ft,,61,77
330,3,1:46.0,,Defensive rebound by D. Smith,61,77
331,3,1:35.0,,W. Matthews makes 3-pt jump shot from 22 ft (assist by Y. Ferrell),61,80
332,3,1:12.0,T. Snell misses 3-pt jump shot from 22 ft,,61,80
333,3,1:09.0,,Defensive rebound by D. Smith,61,80
334,3,0:56.0,,D. Smith misses 2-pt layup from 4 ft (block by T. Maker),61,80
335,3,0:53.0,Defensive rebound by D. Liggins,,61,80
336,3,0:43.0,T. Maker misses 2-pt layup from 4 ft (block by D. Smith),,61,80
337,3,0:43.0,,Defensive rebound by Y. Ferrell,61,80
338,3,0:29.0,,Y. Ferrell makes 2-pt jump shot from 21 ft,61,82
339,3,0:06.0,Turnover by E. Bledsoe (lost ball; steal by D. Smith),,61,82
340,3,0:02.0,,Turnover by H. Barnes (lost ball; steal by D. Liggins),61,82
341,3,0:01.0,D. Liggins misses 2-pt jump shot from 4 ft,,61,82
342,3,0:01.0,,Defensive rebound by Y. Ferrell,61,82
343,4,11:44.0,M. Brogdon misses 2-pt jump shot from 15 ft,,61,82
344,4,11:41.0,,Defensive rebound by D. Powell,61,82
345,4,11:25.0,,Shooting block foul by K. Middleton (drawn by D. Powell),61,82
346,4,11:25.0,,D. Powell misses free throw 1 of 2,61,82
347,4,11:25.0,,Offensive rebound by Team,61,82
348,4,11:25.0,,D. Powell makes free throw 2 of 2,61,83
349,4,11:12.0,T. Maker misses 2-pt jump shot from 15 ft,,61,83
350,4,11:09.0,,Defensive rebound by J. Barea,61,83
351,4,10:57.0,,Turnover by Y. Ferrell (step out of bounds),61,83
352,4,10:45.0,G. Antetokounmpo misses 2-pt jump shot from 19 ft,,61,83
353,4,10:42.0,,Defensive rebound by D. Powell,61,83
354,4,10:20.0,,J. Barea makes 2-pt layup from 1 ft,61,85
355,4,10:06.0,K. Middleton makes 3-pt jump shot from 25 ft (assist by D. Liggins),,64,85
356,4,9:54.0,,Personal foul by D. Liggins (drawn by J. Barea),64,85
357,4,9:43.0,,D. Harris misses 2-pt layup from 3 ft,64,85
358,4,9:42.0,Defensive rebound by T. Maker,,64,85
359,4,9:40.0,Personal foul by J. Barea (drawn by D. Liggins),,64,85
360,4,9:31.0,M. Brogdon misses 3-pt jump shot from 26 ft,,64,85
361,4,9:27.0,,Defensive rebound by D. Harris,64,85
362,4,9:09.0,,J. Barea misses 3-pt jump shot from 24 ft,64,85
363,4,9:06.0,,Offensive rebound by D. Nowitzki,64,85
364,4,9:05.0,,J. Barea makes 3-pt jump shot from 30 ft (assist by D. Nowitzki),64,88
365,4,8:51.0,G. Antetokounmpo misses 2-pt layup from 1 ft,,64,88
366,4,8:49.0,,Defensive rebound by D. Powell,64,88
367,4,8:40.0,,Turnover by J. Barea (bad pass; steal by D. Liggins),64,88
368,4,8:32.0,T. Maker makes 2-pt layup from 1 ft (assist by K. Middleton),,66,88
369,4,8:11.0,,D. Harris makes 3-pt jump shot from 26 ft (assist by D. Nowitzki),66,91
370,4,7:51.0,G. Antetokounmpo makes 2-pt jump shot from 9 ft,,68,91
371,4,7:43.0,,Dallas full timeout,68,91
372,4,7:29.0,,Turnover by J. Barea (bad pass; steal by G. Antetokounmpo),68,91
373,4,7:22.0,K. Middleton makes 3-pt jump shot from 22 ft (assist by D. Liggins),,71,91
374,4,7:00.0,,D. Harris makes 3-pt jump shot from 28 ft,71,94
375,4,6:37.0,T. Maker misses 2-pt jump shot from 14 ft,,71,94
