,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,LA CLIPPERS_ACTION,PHILADELPHIA_SCORE,LA CLIPPERS_SCORE
170,2,5:27.0,,Shooting foul by A. Johnson (drawn by B. Griffin),49,39
171,2,5:27.0,,J. Evans enters the game for L. Williams,49,39
172,2,5:27.0,D. Šarić enters the game for B. Simmons,,49,39
173,2,5:27.0,,B. Griffin misses free throw 1 of 1,49,39
174,2,5:23.0,,Offensive rebound by W. Johnson,49,39
175,2,5:13.0,,B. Griffin makes 3-pt jump shot from 27 ft,49,42
176,2,4:58.0,Turnover by R. Covington (lost ball; steal by W. Johnson),,49,42
177,2,4:57.0,,Shooting foul by R. Covington (drawn by W. Johnson),49,42
178,2,4:57.0,,W. Johnson misses free throw 1 of 2,49,42
179,2,4:57.0,,Offensive rebound by Team,49,42
180,2,4:57.0,J. Embiid enters the game for A. Johnson,,49,42
181,2,4:57.0,,W. Johnson misses free throw 2 of 2,49,42
182,2,4:55.0,Defensive rebound by J. Embiid,,49,42
183,2,4:44.0,Turnover by T. McConnell (traveling),,49,42
184,2,4:23.0,,B. Griffin makes 2-pt layup from 2 ft,49,44
185,2,4:07.0,J. Embiid makes 2-pt layup from 2 ft (assist by T. McConnell),,51,44
186,2,4:03.0,,Turnover by D. Jordan (bad pass; steal by D. Šarić),51,44
187,2,4:02.0,Personal foul by B. Griffin (drawn by D. Šarić),,51,44
188,2,4:02.0,B. Simmons enters the game for T. McConnell,,51,44
189,2,3:51.0,J. Embiid makes 2-pt dunk from 1 ft (assist by J. Redick),,53,44
190,2,3:31.0,,Personal foul by D. Šarić (drawn by B. Griffin),53,44
191,2,3:31.0,,B. Griffin makes free throw 1 of 2,53,45
192,2,3:31.0,,L. Williams enters the game for J. Evans,53,45
193,2,3:31.0,,B. Griffin makes free throw 2 of 2,53,46
194,2,3:19.0,D. Šarić misses 3-pt jump shot from 24 ft,,53,46
195,2,3:15.0,Offensive rebound by J. Embiid,,53,46
196,2,3:14.0,J. Redick misses 3-pt jump shot from 26 ft,,53,46
197,2,3:10.0,,Defensive rebound by L. Williams,53,46
198,2,3:02.0,,W. Johnson makes 3-pt jump shot from 25 ft (assist by L. Williams),53,49
199,2,2:56.0,Turnover by B. Simmons (bad pass),,53,49
200,2,2:56.0,,LA Clippers full timeout,53,49
201,2,2:43.0,,Turnover by B. Griffin (lost ball; steal by D. Šarić),53,49
202,2,2:35.0,Personal foul by B. Griffin (drawn by J. Redick),,53,49
203,2,2:21.0,D. Šarić misses 3-pt jump shot from 26 ft,,53,49
204,2,2:17.0,,Defensive rebound by D. Jordan,53,49
205,2,2:11.0,,Turnover by B. Griffin (bad pass),53,49
206,2,1:59.0,Turnover by D. Šarić (traveling),,53,49
207,2,1:50.0,,L. Williams misses 2-pt layup from 1 ft,53,49
208,2,1:46.0,Defensive rebound by J. Embiid,,53,49
209,2,1:37.0,Personal foul by B. Griffin (drawn by J. Embiid),,53,49
210,2,1:26.0,J. Redick makes 2-pt jump shot from 19 ft (assist by J. Embiid),,55,49
211,2,1:02.0,,Shooting foul by J. Redick (drawn by B. Griffin),55,49
212,2,1:02.0,,B. Griffin makes free throw 1 of 2,55,50
213,2,1:02.0,J. Anderson enters the game for B. Simmons,,55,50
214,2,1:02.0,T. McConnell enters the game for R. Covington,,55,50
215,2,1:02.0,,B. Griffin makes free throw 2 of 2,55,51
216,2,0:44.0,,S. Dekker enters the game for B. Griffin,55,51
217,2,0:41.0,Turnover by J. Embiid (bad pass; steal by A. Rivers),,55,51
218,2,0:39.0,,Shooting foul by J. Anderson (drawn by L. Williams),55,51
219,2,0:39.0,,L. Williams makes free throw 1 of 2,55,52
220,2,0:39.0,,L. Williams makes free throw 2 of 2,55,53
221,2,0:32.0,J. Redick misses 3-pt jump shot from 23 ft,,55,53
222,2,0:29.0,,Defensive rebound by S. Dekker,55,53
223,2,0:13.0,,Offensive foul by D. Jordan (drawn by T. McConnell),55,53
224,2,0:13.0,,Turnover by D. Jordan (offensive foul),55,53
225,2,0:13.0,,S. Thornwell enters the game for D. Jordan,55,53
226,2,0:13.0,,W. Reed enters the game for L. Williams,55,53
227,2,0:13.0,,J. Evans enters the game for S. Dekker,55,53
228,2,0:04.0,J. Embiid misses 3-pt jump shot from 26 ft,,55,53
229,2,0:01.0,Offensive rebound by D. Šarić,,55,53
230,2,0:00.0,D. Šarić misses 2-pt jump shot from 17 ft,,55,53
231,2,0:00.0,Offensive rebound by Team,,55,53
232,3,11:44.0,,A. Rivers misses 2-pt jump shot from 12 ft,55,53
233,3,11:41.0,Defensive rebound by J. Embiid,,55,53
234,3,11:28.0,Turnover by J. Embiid (bad pass),,55,53
235,3,11:07.0,,B. Griffin makes 2-pt hook shot from 6 ft,55,55
236,3,11:03.0,,Offensive charge foul by B. Simmons (drawn by A. Rivers),55,55
237,3,11:03.0,Turnover by B. Simmons (offensive foul),,55,55
238,3,10:52.0,,B. Griffin misses 2-pt layup from 3 ft,55,55
239,3,10:49.0,Defensive rebound by B. Simmons,,55,55
240,3,10:44.0,R. Covington misses 3-pt jump shot from 25 ft,,55,55
241,3,10:44.0,,Defensive rebound by D. Jordan,55,55
242,3,10:33.0,,B. Griffin misses 3-pt jump shot from 26 ft,55,55
243,3,10:33.0,Defensive rebound by B. Simmons,,55,55
244,3,10:28.0,Shooting block foul by S. Thornwell (drawn by R. Covington),,55,55
245,3,10:28.0,R. Covington makes free throw 1 of 2,,56,55
246,3,10:28.0,R. Covington makes free throw 2 of 2,,57,55
247,3,10:16.0,,A. Rivers misses 2-pt jump shot from 14 ft,57,55
248,3,10:14.0,Defensive rebound by J. Embiid,,57,55
249,3,10:01.0,J. Embiid misses 3-pt jump shot from 25 ft,,57,55
250,3,9:56.0,,Defensive rebound by S. Thornwell,57,55
251,3,9:40.0,,A. Rivers misses 2-pt layup at rim,57,55
252,3,9:38.0,Defensive rebound by B. Simmons,,57,55
253,3,9:35.0,Shooting foul by W. Johnson (drawn by J. Redick),,57,55
254,3,9:35.0,J. Redick makes free throw 1 of 3,,58,55
255,3,9:35.0,J. Redick makes free throw 2 of 3,,59,55
256,3,9:35.0,J. Redick makes free throw 3 of 3,,60,55
257,3,9:19.0,,B. Griffin misses 2-pt layup from 4 ft,60,55
258,3,9:19.0,Defensive rebound by Team,,60,55
259,3,9:19.0,,Loose ball foul by D. Jordan (drawn by J. Embiid),60,55
260,3,9:02.0,J. Embiid makes 2-pt hook shot from 12 ft,,62,55
261,3,8:35.0,,S. Thornwell misses 3-pt jump shot from 25 ft,62,55
262,3,8:31.0,,Offensive rebound by B. Griffin,62,55
263,3,8:29.0,,S. Thornwell misses 3-pt jump shot from 26 ft,62,55
264,3,8:29.0,,Offensive rebound by Team,62,55
265,3,8:29.0,,W. Reed enters the game for W. Johnson,62,55
266,3,8:29.0,,L. Williams enters the game for D. Jordan,62,55
267,3,8:21.0,,Turnover by B. Griffin (bad pass; steal by B. Simmons),62,55
268,3,8:15.0,Shooting foul by W. Reed (drawn by R. Covington),,62,55
269,3,8:15.0,R. Covington makes free throw 1 of 2,,63,55
270,3,8:15.0,R. Covington makes free throw 2 of 2,,64,55
271,3,7:57.0,,S. Thornwell makes 2-pt jump shot from 7 ft (assist by A. Rivers),64,57
272,3,7:36.0,R. Covington misses 3-pt jump shot from 25 ft,,64,57
273,3,7:32.0,,Defensive rebound by W. Reed,64,57
274,3,7:22.0,,S. Thornwell misses 2-pt jump shot from 22 ft,64,57
275,3,7:19.0,Defensive rebound by B. Simmons,,64,57
276,3,7:13.0,R. Covington makes 2-pt layup from 2 ft (assist by J. Redick),,66,57
277,3,7:06.0,,LA Clippers full timeout,66,57
278,3,7:06.0,T. Luwawu-Cabarrot enters the game for J. Redick,,66,57
279,3,7:06.0,A. Johnson enters the game for J. Embiid,,66,57
280,3,6:50.0,,B. Griffin misses 3-pt jump shot from 26 ft,66,57
281,3,6:48.0,Defensive rebound by A. Johnson,,66,57
282,3,6:36.0,D. Šarić misses 3-pt jump shot from 25 ft,,66,57
283,3,6:36.0,,Defensive rebound by Team,66,57
284,3,6:18.0,,B. Griffin makes 2-pt layup from 2 ft (assist by L. Williams),66,59
285,3,6:18.0,,Shooting foul by A. Johnson (drawn by B. Griffin),66,59
286,3,6:18.0,,B. Griffin makes free throw 1 of 1,66,60
287,3,5:57.0,Turnover by D. Šarić (bad pass; steal by L. Williams),,66,60
288,3,5:50.0,,Turnover by B. Griffin (traveling),66,60
289,3,5:35.0,Turnover by R. Covington (bad pass),,66,60
290,3,5:30.0,,Shooting foul by D. Šarić (drawn by L. Williams),66,60
291,3,5:30.0,,L. Williams makes free throw 1 of 2,66,61
292,3,5:30.0,,L. Williams makes free throw 2 of 2,66,62
293,3,5:19.0,B. Simmons makes 2-pt dunk from 2 ft (assist by A. Johnson),,68,62
294,3,5:19.0,Technical foul by B. Simmons,,68,62
295,3,5:19.0,,L. Williams makes technical free throw,68,63
296,3,5:19.0,J. Redick enters the game for R. Covington,,68,63
297,3,5:10.0,,Def 3 sec tech foul by A. Johnson,68,63
298,3,5:10.0,,L. Williams makes technical free throw,68,64
299,3,5:02.0,,B. Griffin makes 3-pt jump shot from 25 ft (assist by L. Williams),68,67
300,3,4:45.0,Turnover by A. Johnson (bad pass; steal by A. Rivers),,68,67
301,3,4:41.0,,A. Rivers makes 2-pt layup from 2 ft,68,69
302,3,4:22.0,Turnover by B. Simmons (bad pass; steal by L. Williams),,68,69
303,3,4:19.0,,S. Thornwell makes 2-pt layup from 1 ft (assist by B. Griffin),68,71
304,3,4:19.0,,Shooting foul by T. Luwawu-Cabarrot (drawn by S. Thornwell),68,71
305,3,4:19.0,T. McConnell enters the game for B. Simmons,,68,71
306,3,4:19.0,,S. Thornwell misses free throw 1 of 1,68,71
307,3,4:17.0,Defensive rebound by T. Luwawu-Cabarrot,,68,71
308,3,4:09.0,T. McConnell makes 2-pt jump shot from 11 ft,,70,71
309,3,3:58.0,,L. Williams misses 2-pt jump shot from 10 ft,70,71
310,3,3:51.0,,Offensive rebound by W. Reed,70,71
311,3,3:51.0,,W. Reed makes 2-pt layup at rim,70,73
312,3,3:39.0,A. Johnson makes 2-pt layup from 2 ft (assist by T. McConnell),,72,73
313,3,3:20.0,,B. Griffin misses 2-pt layup from 1 ft,72,73
314,3,3:17.0,Defensive rebound by A. Johnson,,72,73
315,3,3:13.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 25 ft,,72,73
316,3,3:09.0,,Defensive rebound by L. Williams,72,73
317,3,2:56.0,,W. Reed makes 2-pt layup from 1 ft (assist by L. Williams),72,75
318,3,2:56.0,Philadelphia full timeout,,72,75
319,3,2:56.0,,S. Dekker enters the game for S. Thornwell,72,75
320,3,2:56.0,,J. Evans enters the game for B. Griffin,72,75
321,3,2:56.0,J. Embiid enters the game for A. Johnson,,72,75
322,3,2:44.0,Turnover by D. Šarić (traveling),,72,75
323,3,2:44.0,R. Covington enters the game for D. Šarić,,72,75
324,3,2:22.0,,Turnover by W. Reed (lost ball; steal by R. Covington),72,75
325,3,2:17.0,J. Redick misses 3-pt jump shot from 25 ft,,72,75
326,3,2:08.0,Offensive rebound by R. Covington,,72,75
327,3,2:08.0,R. Covington makes 2-pt dunk at rim,,74,75
328,3,2:01.0,,A. Rivers misses 3-pt jump shot from 26 ft,74,75
329,3,2:01.0,Defensive rebound by J. Redick,,74,75
330,3,1:42.0,,Personal take foul by R. Covington (drawn by L. Williams),74,75
331,3,1:42.0,,S. Thornwell enters the game for A. Rivers,74,75
332,3,1:42.0,J. Anderson enters the game for T. Luwawu-Cabarrot,,74,75
333,3,1:41.0,Turnover by J. Embiid (bad pass; steal by L. Williams),,74,75
334,3,1:29.0,,L. Williams misses 2-pt jump shot from 14 ft,74,75
335,3,1:26.0,Defensive rebound by T. McConnell,,74,75
336,3,1:16.0,J. Embiid makes 2-pt dunk at rim (assist by R. Covington),,76,75
337,3,1:03.0,,J. Evans makes 2-pt jump shot from 2 ft,76,77
338,3,1:03.0,,Shooting foul by T. McConnell (drawn by J. Evans),76,77
339,3,1:03.0,,J. Evans misses free throw 1 of 1,76,77
340,3,1:00.0,Defensive rebound by J. Anderson,,76,77
341,3,0:47.0,Shooting foul by W. Reed (drawn by J. Embiid),,76,77
342,3,0:47.0,J. Embiid misses free throw 1 of 2,,76,77
343,3,0:47.0,Offensive rebound by Team,,76,77
344,3,0:47.0,J. Embiid makes free throw 2 of 2,,77,77
345,3,0:28.0,,J. Evans misses 3-pt jump shot from 25 ft,77,77
346,3,0:25.0,Defensive rebound by J. Embiid,,77,77
347,3,0:21.0,Philadelphia full timeout,,77,77
348,3,0:21.0,,C. Williams enters the game for L. Williams,77,77
349,3,0:21.0,B. Simmons enters the game for T. McConnell,,77,77
350,3,0:09.0,B. Simmons misses 2-pt jump shot from 13 ft,,77,77
351,3,0:06.0,Offensive rebound by B. Simmons,,77,77
352,3,0:05.0,B. Simmons misses 2-pt jump shot from 2 ft,,77,77
353,3,0:05.0,,Defensive rebound by W. Reed,77,77
354,3,0:02.0,,S. Thornwell misses 2-pt layup from 1 ft,77,77
355,3,0:01.0,,Offensive rebound by S. Dekker,77,77
356,3,0:00.0,B. Simmons misses 3-pt jump shot from 69 ft,,77,77
357,3,0:00.0,,S. Dekker makes 2-pt layup at rim,77,79
358,3,0:00.0,Defensive rebound by Team,,77,79
359,4,11:44.0,J. Embiid makes 2-pt layup from 2 ft (assist by R. Covington),,79,79
360,4,11:24.0,,Personal foul by J. Anderson (drawn by J. Evans),79,79
361,4,11:18.0,,L. Williams makes 2-pt jump shot from 19 ft,79,81
362,4,11:01.0,B. Simmons makes 2-pt dunk from 2 ft (assist by J. Anderson),,81,81
363,4,10:44.0,,Shooting foul by J. Redick (drawn by J. Evans),81,81
364,4,10:44.0,,J. Evans makes free throw 1 of 2,81,82
365,4,10:44.0,T. Luwawu-Cabarrot enters the game for J. Redick,,81,82
366,4,10:44.0,,J. Evans misses free throw 2 of 2,81,82
367,4,10:41.0,Defensive rebound by B. Simmons,,81,82
368,4,10:33.0,Shooting foul by J. Evans (drawn by B. Simmons),,81,82
369,4,10:33.0,B. Simmons misses free throw 1 of 2,,81,82
370,4,10:33.0,Offensive rebound by Team,,81,82
371,4,10:33.0,B. Simmons makes free throw 2 of 2,,82,82
372,4,10:22.0,,L. Williams makes 2-pt layup from 2 ft,82,84
373,4,10:12.0,Shooting foul by W. Reed (drawn by J. Embiid),,82,84
374,4,10:12.0,J. Embiid makes free throw 1 of 2,,83,84
375,4,10:12.0,,D. Jordan enters the game for W. Reed,83,84
376,4,10:12.0,J. Embiid makes free throw 2 of 2,,84,84
377,4,9:58.0,,J. Evans misses 3-pt jump shot from 26 ft,84,84
378,4,9:54.0,Defensive rebound by B. Simmons,,84,84
379,4,9:41.0,Turnover by J. Embiid (bad pass),,84,84
380,4,9:30.0,,J. Evans misses 2-pt layup at rim,84,84
381,4,9:28.0,Defensive rebound by J. Embiid,,84,84
382,4,9:18.0,R. Covington misses 3-pt jump shot from 25 ft,,84,84
383,4,9:14.0,,Defensive rebound by J. Evans,84,84
384,4,9:12.0,,Shooting block foul by B. Simmons (drawn by J. Evans),84,84
385,4,9:12.0,,J. Evans makes free throw 1 of 2,84,85
386,4,9:12.0,,J. Evans makes free throw 2 of 2,84,86
