,QUARTER,TIME_REMAINING,DENVER_ACTION,CHICAGO_ACTION,DENVER_SCORE,CHICAGO_SCORE
379,4,3:16.0,Defensive rebound by R. Jefferson,,130,92
380,4,3:06.0,D. Arthur misses 3-pt jump shot from 24 ft,,130,92
381,4,3:03.0,,Defensive rebound by N. Vonleh,130,92
382,4,2:54.0,,Personal foul by D. Arthur (drawn by N. Vonleh),130,92
383,4,2:54.0,,Chicago full timeout,130,92
384,4,2:45.0,,N. Vonleh makes 3-pt jump shot from 24 ft (assist by C. Payne),130,95
385,4,2:24.0,T. Craig makes 2-pt dunk at rim (assist by R. Jefferson),,132,95
386,4,2:12.0,,A. Blakeney misses 2-pt jump shot from 7 ft,132,95
387,4,2:10.0,,Offensive rebound by A. Blakeney,132,95
388,4,2:09.0,,D. Nwaba misses 3-pt jump shot from 25 ft,132,95
389,4,2:09.0,Defensive rebound by T. Lyles,,132,95
390,4,1:52.0,M. Beasley misses 3-pt jump shot from 25 ft,,132,95
391,4,1:49.0,,Defensive rebound by N. Vonleh,132,95
392,4,1:43.0,,N. Vonleh makes 3-pt jump shot from 26 ft (assist by D. Nwaba),132,98
393,4,1:41.0,Turnover by T. Craig (bad pass),,132,98
394,4,1:35.0,,C. Felício makes 2-pt layup at rim (assist by A. Blakeney),132,100
395,4,1:28.0,Turnover by M. Beasley (lost ball; steal by C. Payne),,132,100
396,4,1:26.0,,D. Nwaba makes 2-pt dunk at rim (assist by C. Felício),132,102
397,4,1:06.0,T. Craig misses 2-pt jump shot from 16 ft,,132,102
398,4,1:02.0,Offensive rebound by T. Lyles,,132,102
399,4,1:02.0,Turnover by Team (shot clock),,132,102
400,4,0:46.0,,C. Payne misses 3-pt jump shot from 26 ft,132,102
401,4,0:44.0,Defensive rebound by T. Lyles,,132,102
402,4,0:34.0,D. Arthur makes 3-pt jump shot from 22 ft (assist by R. Jefferson),,135,102
403,4,0:20.0,,C. Felício misses 2-pt jump shot from 4 ft (block by D. Arthur),135,102
404,4,0:13.0,Defensive rebound by T. Lyles,,135,102
405,4,0:13.0,Personal foul by D. Nwaba (drawn by R. Jefferson),,135,102
