,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,PHILADELPHIA_ACTION,MILWAUKEE_SCORE,PHILADELPHIA_SCORE
116,2,9:49.0,,Personal foul by M. Dellavedova (drawn by T. McConnell),31,39
117,2,9:38.0,,Personal foul by J. Henson (drawn by J. Embiid),31,39
118,2,9:32.0,,Shooting foul by S. Kilpatrick (drawn by T. Luwawu-Cabarrot),31,39
119,2,9:32.0,,T. Luwawu-Cabarrot makes free throw 1 of 2,31,40
120,2,9:32.0,,T. Luwawu-Cabarrot makes free throw 2 of 2,31,41
121,2,9:18.0,M. Dellavedova makes 3-pt jump shot from 25 ft (assist by T. Snell),,34,41
122,2,9:01.0,,T. Booker makes 2-pt hook shot from 9 ft (assist by R. Covington),34,43
123,2,8:43.0,J. Henson misses 2-pt jump shot from 17 ft,,34,43
124,2,8:39.0,,Defensive rebound by T. Luwawu-Cabarrot,34,43
125,2,8:32.0,,J. Embiid makes 3-pt jump shot from 25 ft (assist by T. McConnell),34,46
126,2,8:32.0,Milwaukee full timeout,,34,46
127,2,8:32.0,,B. Simmons enters the game for T. McConnell,34,46
128,2,8:32.0,,A. Johnson enters the game for J. Embiid,34,46
129,2,8:32.0,,D. Šarić enters the game for T. Booker,34,46
130,2,8:32.0,K. Middleton enters the game for S. Kilpatrick,,34,46
131,2,8:32.0,S. Brown enters the game for M. Dellavedova,,34,46
132,2,8:21.0,Turnover by S. Brown (step out of bounds),,34,46
133,2,8:05.0,,R. Covington misses 3-pt jump shot from 25 ft,34,46
134,2,8:02.0,Defensive rebound by K. Middleton,,34,46
135,2,7:59.0,Personal block foul by B. Simmons (drawn by K. Middleton),,34,46
136,2,7:59.0,T. Maker enters the game for J. Henson,,34,46
137,2,7:51.0,S. Brown misses 3-pt jump shot from 22 ft,,34,46
138,2,7:44.0,,Defensive rebound by A. Johnson,34,46
139,2,7:41.0,,Personal foul by T. Maker (drawn by R. Covington),34,46
140,2,7:41.0,,Away from play foul by E. Bledsoe (drawn by T. Luwawu-Cabarrot),34,46
141,2,7:41.0,,T. Luwawu-Cabarrot makes free throw 1 of 1,34,47
142,2,7:29.0,,B. Simmons makes 2-pt hook shot from 11 ft,34,49
143,2,7:10.0,K. Middleton makes 3-pt jump shot from 26 ft (assist by E. Bledsoe),,37,49
144,2,6:52.0,,B. Simmons makes 2-pt dunk from 1 ft (assist by D. Šarić),37,51
145,2,6:22.0,Turnover by K. Middleton (bad pass; steal by D. Šarić),,37,51
146,2,6:13.0,,Shooting foul by E. Bledsoe (drawn by D. Šarić),37,51
147,2,6:13.0,,D. Šarić makes free throw 1 of 2,37,52
148,2,6:13.0,,J. Anderson enters the game for T. Luwawu-Cabarrot,37,52
149,2,6:13.0,,D. Šarić makes free throw 2 of 2,37,53
150,2,5:55.0,Turnover by K. Middleton (out of bounds lost ball),,37,53
151,2,5:47.0,,D. Šarić misses 3-pt jump shot from 25 ft,37,53
152,2,5:43.0,Defensive rebound by K. Middleton,,37,53
153,2,5:25.0,T. Snell misses 3-pt jump shot from 25 ft,,37,53
154,2,5:20.0,Offensive rebound by S. Brown,,37,53
155,2,4:58.0,T. Snell makes 2-pt layup from 3 ft,,39,53
156,2,4:48.0,,B. Simmons misses 2-pt jump shot from 7 ft,39,53
157,2,4:42.0,,Offensive rebound by A. Johnson,39,53
158,2,4:42.0,,A. Johnson misses 2-pt layup at rim,39,53
159,2,4:40.0,,Offensive rebound by A. Johnson,39,53
160,2,4:40.0,,A. Johnson makes 2-pt layup at rim,39,55
161,2,4:29.0,T. Snell makes 3-pt jump shot from 26 ft (assist by K. Middleton),,42,55
162,2,4:28.0,,Philadelphia full timeout,42,55
163,2,4:28.0,,J. Embiid enters the game for A. Johnson,42,55
164,2,4:28.0,M. Plumlee enters the game for T. Maker,,42,55
165,2,4:21.0,,Personal foul by M. Plumlee (drawn by J. Embiid),42,55
166,2,4:21.0,,J. Embiid makes free throw 1 of 2,42,56
167,2,4:21.0,,J. Embiid makes free throw 2 of 2,42,57
168,2,4:08.0,E. Bledsoe makes 2-pt jump shot from 17 ft,,44,57
169,2,3:57.0,,T. McConnell enters the game for R. Covington,44,57
170,2,3:48.0,,B. Simmons misses 2-pt jump shot from 12 ft,44,57
171,2,3:45.0,Defensive rebound by K. Middleton,,44,57
172,2,3:43.0,Shooting foul by B. Simmons (drawn by M. Plumlee),,44,57
173,2,3:43.0,M. Plumlee makes free throw 1 of 2,,45,57
174,2,3:43.0,M. Plumlee makes free throw 2 of 2,,46,57
175,2,3:23.0,,D. Šarić misses 3-pt jump shot from 25 ft,46,57
176,2,3:22.0,,Offensive rebound by Team,46,57
177,2,3:22.0,Loose ball foul by M. Plumlee (drawn by J. Embiid),,46,57
178,2,3:22.0,,J. Embiid makes free throw 1 of 2,46,58
179,2,3:22.0,,J. Embiid makes free throw 2 of 2,46,59
180,2,3:12.0,Turnover by E. Bledsoe (traveling),,46,59
181,2,3:05.0,,Turnover by B. Simmons (bad pass; steal by E. Bledsoe),46,59
182,2,3:02.0,Personal foul by B. Simmons (drawn by E. Bledsoe),,46,59
183,2,3:02.0,,T. Luwawu-Cabarrot enters the game for B. Simmons,46,59
184,2,2:54.0,K. Middleton misses 2-pt jump shot from 7 ft,,46,59
185,2,2:52.0,,Defensive rebound by J. Embiid,46,59
186,2,2:45.0,,Turnover by J. Embiid (traveling),46,59
187,2,2:27.0,E. Bledsoe misses 2-pt jump shot from 13 ft,,46,59
188,2,2:26.0,Offensive rebound by Team,,46,59
189,2,2:26.0,,Loose ball foul by J. Embiid (drawn by M. Plumlee),46,59
190,2,2:26.0,M. Plumlee makes free throw 1 of 2,,47,59
191,2,2:26.0,M. Plumlee makes free throw 2 of 2,,48,59
192,2,2:10.0,,J. Embiid makes 2-pt layup from 1 ft,48,61
193,2,1:53.0,E. Bledsoe makes 3-pt jump shot from 26 ft,,51,61
194,2,1:33.0,,J. Embiid misses 2-pt hook shot from 5 ft,51,61
195,2,1:29.0,Defensive rebound by T. Snell,,51,61
196,2,1:22.0,E. Bledsoe misses 2-pt jump shot from 8 ft,,51,61
197,2,1:20.0,,Defensive rebound by D. Šarić,51,61
198,2,1:14.0,,J. Anderson misses 3-pt jump shot from 22 ft,51,61
199,2,1:11.0,Defensive rebound by M. Plumlee,,51,61
200,2,1:01.0,T. Snell makes 2-pt jump shot from 13 ft (assist by E. Bledsoe),,53,61
201,2,0:45.0,,T. Luwawu-Cabarrot misses 2-pt layup from 1 ft,53,61
202,2,0:42.0,,Offensive rebound by J. Anderson,53,61
203,2,0:42.0,,J. Anderson misses 2-pt layup at rim,53,61
204,2,0:40.0,,Offensive rebound by J. Anderson,53,61
205,2,0:34.0,,J. Embiid misses 2-pt jump shot from 13 ft,53,61
206,2,0:29.0,Defensive rebound by K. Middleton,,53,61
207,2,0:10.0,K. Middleton makes 2-pt dunk from 1 ft,,55,61
208,2,0:01.0,,T. McConnell misses 2-pt jump shot from 7 ft,55,61
209,2,0:01.0,,Offensive rebound by J. Anderson,55,61
210,2,0:00.0,,J. Anderson misses 2-pt layup at rim,55,61
211,2,0:00.0,Defensive rebound by M. Plumlee,,55,61
212,3,11:49.0,S. Brown misses 3-pt jump shot from 23 ft,,55,61
213,3,11:45.0,,Defensive rebound by J. Embiid,55,61
214,3,11:34.0,,D. Šarić makes 2-pt layup at rim (assist by B. Simmons),55,63
215,3,11:27.0,Turnover by T. Snell (bad pass; steal by B. Simmons),,55,63
216,3,11:27.0,,Personal foul by K. Middleton (drawn by B. Simmons),55,63
217,3,11:15.0,,Turnover by D. Šarić (bad pass; steal by E. Bledsoe),55,63
218,3,11:10.0,Shooting foul by T. Luwawu-Cabarrot (drawn by J. Henson),,55,63
219,3,11:10.0,J. Henson makes free throw 1 of 2,,56,63
220,3,11:10.0,J. Henson makes free throw 2 of 2,,57,63
221,3,10:58.0,,T. Luwawu-Cabarrot makes 3-pt jump shot from 25 ft (assist by B. Simmons),57,66
222,3,10:46.0,E. Bledsoe misses 2-pt jump shot from 16 ft,,57,66
223,3,10:43.0,,Defensive rebound by B. Simmons,57,66
224,3,10:31.0,,D. Šarić makes 2-pt layup from 2 ft,57,68
225,3,10:16.0,K. Middleton makes 2-pt jump shot from 16 ft,,59,68
226,3,10:07.0,,Personal foul by J. Henson (drawn by J. Embiid),59,68
227,3,9:58.0,,D. Šarić makes 2-pt layup at rim (assist by B. Simmons),59,70
228,3,9:32.0,K. Middleton misses 2-pt jump shot from 19 ft,,59,70
229,3,9:29.0,,Defensive rebound by B. Simmons,59,70
230,3,9:16.0,,Turnover by J. Embiid (lost ball; steal by K. Middleton),59,70
231,3,9:12.0,E. Bledsoe makes 2-pt layup from 1 ft (assist by K. Middleton),,61,70
232,3,9:12.0,Shooting foul by R. Covington (drawn by E. Bledsoe),,61,70
233,3,9:12.0,E. Bledsoe makes free throw 1 of 1,,62,70
234,3,8:56.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 26 ft,62,70
235,3,8:52.0,Defensive rebound by J. Henson,,62,70
236,3,8:49.0,E. Bledsoe misses 2-pt jump shot from 16 ft,,62,70
237,3,8:44.0,,Defensive rebound by D. Šarić,62,70
238,3,8:38.0,,D. Šarić misses 3-pt jump shot from 25 ft,62,70
239,3,8:26.0,,Offensive rebound by R. Covington,62,70
240,3,8:23.0,,R. Covington makes 3-pt jump shot from 26 ft,62,73
241,3,8:14.0,J. Henson misses 2-pt dunk from 2 ft,,62,73
242,3,8:11.0,Offensive rebound by J. Henson,,62,73
243,3,8:10.0,J. Henson makes 2-pt layup from 1 ft,,64,73
244,3,7:56.0,,Turnover by B. Simmons (bad pass; steal by T. Snell),64,73
245,3,7:50.0,T. Snell makes 3-pt jump shot from 25 ft (assist by K. Middleton),,67,73
246,3,7:48.0,,Philadelphia full timeout,67,73
247,3,7:37.0,,B. Simmons misses 2-pt layup from 3 ft (block by J. Henson),67,73
248,3,7:34.0,,Offensive rebound by D. Šarić,67,73
249,3,7:30.0,,T. Luwawu-Cabarrot misses 2-pt layup from 3 ft,67,73
250,3,7:29.0,Defensive rebound by Team,,67,73
251,3,7:19.0,K. Middleton makes 2-pt jump shot from 18 ft (assist by J. Henson),,69,73
252,3,6:58.0,,Turnover by J. Embiid (bad pass),69,73
253,3,6:58.0,,J. Anderson enters the game for T. Luwawu-Cabarrot,69,73
254,3,6:58.0,,A. Johnson enters the game for J. Embiid,69,73
255,3,6:58.0,,T. McConnell enters the game for R. Covington,69,73
256,3,6:49.0,J. Henson makes 2-pt hook shot from 5 ft (assist by K. Middleton),,71,73
257,3,6:32.0,,J. Anderson misses 3-pt jump shot from 27 ft,71,73
258,3,6:28.0,Defensive rebound by K. Middleton,,71,73
259,3,6:23.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,71,73
260,3,6:19.0,,Defensive rebound by B. Simmons,71,73
261,3,6:13.0,,Turnover by B. Simmons (bad pass; steal by E. Bledsoe),71,73
262,3,6:05.0,K. Middleton misses 2-pt jump shot from 15 ft,,71,73
263,3,5:56.0,,Defensive rebound by B. Simmons,71,73
264,3,5:56.0,,J. Anderson misses 2-pt layup from 5 ft,71,73
265,3,5:56.0,,Offensive rebound by A. Johnson,71,73
266,3,5:56.0,,Shooting foul by S. Brown (drawn by A. Johnson),71,73
267,3,5:56.0,,A. Johnson makes free throw 1 of 2,71,74
268,3,5:56.0,T. Maker enters the game for J. Henson,,71,74
269,3,5:56.0,,A. Johnson makes free throw 2 of 2,71,75
270,3,5:40.0,Turnover by E. Bledsoe (bad pass),,71,75
271,3,5:32.0,,Turnover by A. Johnson (bad pass; steal by T. Snell),71,75
272,3,5:19.0,K. Middleton misses 2-pt jump shot from 1 ft,,71,75
273,3,5:18.0,,Defensive rebound by Team,71,75
274,3,5:13.0,,Turnover by B. Simmons (bad pass; steal by E. Bledsoe),71,75
275,3,5:04.0,E. Bledsoe makes 2-pt jump shot from 16 ft (assist by T. Maker),,73,75
276,3,4:50.0,,Turnover by D. Šarić (out of bounds lost ball),73,75
277,3,4:36.0,T. Maker misses 3-pt jump shot from 22 ft,,73,75
278,3,4:33.0,,Defensive rebound by B. Simmons,73,75
279,3,4:25.0,,B. Simmons misses 2-pt hook shot from 2 ft,73,75
280,3,4:24.0,Defensive rebound by K. Middleton,,73,75
281,3,4:22.0,,J. Embiid enters the game for J. Anderson,73,75
282,3,4:22.0,,R. Covington enters the game for A. Johnson,73,75
283,3,4:22.0,,T. Booker enters the game for D. Šarić,73,75
284,3,4:09.0,Personal foul by T. McConnell (drawn by E. Bledsoe),,73,75
285,3,4:09.0,M. Dellavedova enters the game for T. Snell,,73,75
286,3,4:07.0,T. Maker makes 2-pt jump shot from 18 ft (assist by K. Middleton),,75,75
287,3,3:47.0,,B. Simmons makes 2-pt layup at rim (assist by J. Embiid),75,77
288,3,3:30.0,Shooting foul by J. Embiid (drawn by T. Maker),,75,77
289,3,3:30.0,T. Maker makes free throw 1 of 2,,76,77
290,3,3:30.0,T. Maker makes free throw 2 of 2,,77,77
291,3,3:30.0,,Violation by B. Simmons (lane),77,77
292,3,3:15.0,,J. Embiid makes 2-pt layup from 1 ft (assist by B. Simmons),77,79
293,3,3:15.0,,Shooting foul by M. Dellavedova (drawn by J. Embiid),77,79
294,3,3:15.0,,J. Young enters the game for B. Simmons,77,79
295,3,3:15.0,,J. Embiid misses free throw 1 of 1,77,79
296,3,3:15.0,Defensive rebound by K. Middleton,,77,79
297,3,3:04.0,Personal foul by T. McConnell (drawn by E. Bledsoe),,77,79
298,3,3:04.0,E. Bledsoe misses free throw 1 of 2,,77,79
299,3,3:04.0,Offensive rebound by Team,,77,79
300,3,3:04.0,E. Bledsoe makes free throw 2 of 2,,78,79
301,3,2:49.0,,T. McConnell misses 2-pt jump shot from 14 ft (block by E. Bledsoe),78,79
302,3,2:45.0,,Offensive rebound by T. McConnell,78,79
303,3,2:43.0,,J. Embiid makes 2-pt dunk from 1 ft (assist by T. McConnell),78,81
304,3,2:20.0,E. Bledsoe misses 2-pt layup from 3 ft (block by J. Embiid),,78,81
305,3,2:20.0,Offensive rebound by Team,,78,81
306,3,2:20.0,Milwaukee full timeout,,78,81
307,3,2:18.0,T. Maker makes 2-pt dunk from 1 ft (assist by M. Dellavedova),,80,81
308,3,1:47.0,,J. Embiid misses 3-pt jump shot from 26 ft (block by T. Maker),80,81
309,3,1:47.0,,Offensive rebound by Team,80,81
310,3,1:47.0,,Turnover by Team (shot clock),80,81
311,3,1:33.0,T. Maker misses 2-pt jump shot from 8 ft,,80,81
312,3,1:30.0,Offensive rebound by K. Middleton,,80,81
313,3,1:29.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,80,81
314,3,1:26.0,,Defensive rebound by T. McConnell,80,81
315,3,1:19.0,J. Terry enters the game for E. Bledsoe,,80,81
316,3,1:06.0,,J. Embiid makes 2-pt layup from 2 ft (assist by T. McConnell),80,83
317,3,1:06.0,,Shooting foul by M. Dellavedova (drawn by J. Embiid),80,83
318,3,1:06.0,,J. Embiid makes free throw 1 of 1,80,84
319,3,0:46.0,T. Maker misses 2-pt jump shot from 15 ft,,80,84
320,3,0:44.0,,Defensive rebound by J. Embiid,80,84
321,3,0:40.0,,J. Young misses 3-pt jump shot from 22 ft,80,84
322,3,0:37.0,Defensive rebound by M. Dellavedova,,80,84
323,3,0:32.0,J. Terry misses 3-pt jump shot from 22 ft,,80,84
324,3,0:28.0,,Defensive rebound by R. Covington,80,84
325,3,0:07.0,,Turnover by J. Embiid (bad pass),80,84
326,3,0:07.0,T. Snell enters the game for K. Middleton,,80,84
327,4,11:48.0,,Turnover by R. Covington (traveling),80,84
328,4,11:34.0,M. Dellavedova misses 3-pt jump shot from 25 ft,,80,84
329,4,11:30.0,,Defensive rebound by J. Embiid,80,84
330,4,11:25.0,,R. Covington misses 3-pt jump shot from 25 ft,80,84
331,4,11:21.0,Defensive rebound by M. Plumlee,,80,84
332,4,11:12.0,Turnover by M. Plumlee (lost ball; steal by R. Covington),,80,84
333,4,11:06.0,,T. McConnell misses 2-pt layup from 2 ft,80,84
334,4,11:04.0,Defensive rebound by T. Snell,,80,84
335,4,11:02.0,M. Plumlee makes 2-pt dunk at rim (assist by M. Dellavedova),,82,84
336,4,10:47.0,,T. Luwawu-Cabarrot makes 3-pt jump shot from 23 ft (assist by T. McConnell),82,87
337,4,10:23.0,M. Dellavedova misses 2-pt layup from 3 ft,,82,87
338,4,10:21.0,Offensive rebound by M. Plumlee,,82,87
339,4,10:18.0,J. Terry misses 3-pt jump shot from 26 ft,,82,87
340,4,10:18.0,,Defensive rebound by T. Booker,82,87
341,4,10:05.0,,T. Booker makes 2-pt layup from 1 ft (assist by R. Covington),82,89
342,4,10:05.0,,Shooting foul by J. Terry (drawn by T. Booker),82,89
343,4,10:05.0,,A. Johnson enters the game for J. Embiid,82,89
344,4,10:05.0,K. Middleton enters the game for J. Terry,,82,89
345,4,10:05.0,,T. Booker misses free throw 1 of 1,82,89
346,4,10:03.0,Defensive rebound by M. Plumlee,,82,89
347,4,9:53.0,Turnover by M. Dellavedova (bad pass),,82,89
348,4,9:43.0,,Turnover by T. McConnell (bad pass; steal by M. Dellavedova),82,89
349,4,9:39.0,Turnover by M. Dellavedova (bad pass; steal by R. Covington),,82,89
350,4,9:36.0,,T. McConnell makes 2-pt layup from 1 ft (assist by T. Booker),82,91
351,4,9:36.0,,Shooting foul by M. Dellavedova (drawn by T. McConnell),82,91
352,4,9:36.0,,T. McConnell makes free throw 1 of 1,82,92
353,4,9:20.0,Turnover by M. Plumlee (traveling),,82,92
354,4,9:20.0,,B. Simmons enters the game for T. McConnell,82,92
355,4,9:07.0,,R. Covington makes 2-pt jump shot from 3 ft (assist by B. Simmons),82,94
356,4,9:06.0,Milwaukee full timeout,,82,94
357,4,9:06.0,,D. Šarić enters the game for T. Booker,82,94
358,4,9:06.0,S. Brown enters the game for M. Dellavedova,,82,94
359,4,9:06.0,J. Henson enters the game for M. Plumlee,,82,94
360,4,8:58.0,T. Snell misses 2-pt layup from 2 ft (block by A. Johnson),,82,94
361,4,8:58.0,Offensive rebound by T. Snell,,82,94
362,4,8:58.0,Personal foul by D. Šarić (drawn by T. Snell),,82,94
363,4,8:42.0,Turnover by Team (shot clock),,82,94
364,4,8:41.0,E. Bledsoe misses 3-pt jump shot from 23 ft,,82,94
365,4,8:41.0,Offensive rebound by Team,,82,94
366,4,8:26.0,,T. Luwawu-Cabarrot makes 3-pt jump shot from 25 ft (assist by B. Simmons),82,97
367,4,8:06.0,Personal foul by B. Simmons (drawn by K. Middleton),,82,97
368,4,8:06.0,,T. McConnell enters the game for R. Covington,82,97
369,4,8:01.0,S. Brown makes 3-pt jump shot from 27 ft (assist by K. Middleton),,85,97
370,4,7:44.0,,B. Simmons misses 2-pt jump shot from 14 ft,85,97
371,4,7:41.0,Defensive rebound by K. Middleton,,85,97
372,4,7:35.0,K. Middleton makes 2-pt jump shot from 17 ft,,87,97
373,4,7:34.0,,Philadelphia full timeout,87,97
374,4,7:16.0,,Turnover by D. Šarić (lost ball; steal by E. Bledsoe),87,97
