,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,ORLANDO_ACTION,SAN ANTONIO_SCORE,ORLANDO_SCORE
44,1,5:32.0,,E. Fournier misses 2-pt layup from 2 ft,9,13
45,1,5:32.0,Defensive rebound by R. Gay,,9,13
46,1,5:19.0,L. Aldridge makes 2-pt jump shot from 4 ft (assist by K. Anderson),,11,13
47,1,5:12.0,M. Ginóbili enters the game for D. Murray,,11,13
48,1,5:12.0,P. Mills enters the game for D. Green,,11,13
49,1,5:03.0,,Turnover by N. Vučević (bad pass; steal by M. Ginóbili),11,13
50,1,5:01.0,M. Ginóbili misses 2-pt layup from 4 ft (block by T. Ross),,11,13
51,1,5:01.0,,Defensive rebound by D. Augustin,11,13
52,1,4:56.0,M. Ginóbili misses 2-pt jump shot from 12 ft,,11,13
53,1,4:53.0,,Defensive rebound by T. Ross,11,13
54,1,4:51.0,,D. Augustin misses 2-pt layup from 3 ft,11,13
55,1,4:51.0,,Offensive rebound by E. Fournier,11,13
56,1,4:51.0,,J. Simmons enters the game for T. Ross,11,13
57,1,4:44.0,,J. Simmons makes 2-pt dunk from 1 ft (assist by A. Gordon),11,15
58,1,4:23.0,M. Ginóbili misses 3-pt jump shot from 23 ft,,11,15
59,1,4:20.0,,Defensive rebound by D. Augustin,11,15
60,1,4:06.0,,E. Fournier makes 3-pt jump shot from 25 ft (assist by D. Augustin),11,18
61,1,3:47.0,Personal foul by J. Simmons (drawn by R. Gay),,11,18
62,1,3:47.0,B. Forbes enters the game for K. Anderson,,11,18
63,1,3:36.0,L. Aldridge makes 3-pt jump shot from 26 ft (assist by R. Gay),,14,18
64,1,3:15.0,,E. Fournier makes 2-pt jump shot from 19 ft (assist by N. Vučević),14,20
65,1,3:15.0,,Shooting foul by M. Ginóbili (drawn by E. Fournier),14,20
66,1,3:15.0,,E. Fournier misses free throw 1 of 1,14,20
67,1,3:15.0,Defensive rebound by L. Aldridge,,14,20
68,1,3:15.0,,S. Mack enters the game for D. Augustin,14,20
69,1,2:59.0,L. Aldridge misses 2-pt jump shot from 8 ft,,14,20
70,1,2:46.0,,Defensive rebound by S. Mack,14,20
71,1,2:44.0,,A. Gordon makes 2-pt layup from 2 ft (assist by S. Mack),14,22
72,1,2:30.0,P. Mills makes 2-pt layup from 2 ft (assist by R. Gay),,16,22
73,1,2:21.0,,N. Vučević makes 3-pt jump shot from 25 ft (assist by S. Mack),16,25
74,1,2:11.0,Shooting foul by S. Mack (drawn by P. Mills),,16,25
75,1,2:11.0,,Orlando full timeout,16,25
76,1,2:11.0,,B. Biyombo enters the game for A. Gordon,16,25
77,1,2:11.0,,J. Isaac enters the game for N. Vučević,16,25
78,1,2:11.0,P. Gasol enters the game for L. Aldridge,,16,25
79,1,2:11.0,P. Mills makes free throw 1 of 2,,17,25
80,1,2:11.0,P. Mills makes free throw 2 of 2,,18,25
81,1,1:46.0,,E. Fournier makes 3-pt jump shot from 26 ft (assist by S. Mack),18,28
82,1,1:33.0,P. Mills misses 2-pt jump shot from 21 ft,,18,28
83,1,1:30.0,,Defensive rebound by J. Simmons,18,28
84,1,1:12.0,,Shooting foul by B. Forbes (drawn by J. Simmons),18,28
85,1,1:12.0,,J. Simmons misses free throw 2 of 2,18,28
86,1,1:12.0,Defensive rebound by R. Gay,,18,28
87,1,1:12.0,,J. Simmons misses free throw 1 of 2,18,28
88,1,1:12.0,,Offensive rebound by Team,18,28
89,1,0:57.0,M. Ginóbili misses 3-pt jump shot from 26 ft,,18,28
90,1,0:55.0,,Defensive rebound by J. Simmons,18,28
91,1,0:42.0,,J. Simmons makes 2-pt jump shot from 18 ft,18,30
92,1,0:27.0,R. Gay misses 2-pt jump shot from 7 ft (block by B. Biyombo),,18,30
93,1,0:27.0,Offensive rebound by Team,,18,30
94,1,0:24.0,M. Ginóbili misses 3-pt jump shot from 24 ft,,18,30
95,1,0:24.0,,Defensive rebound by B. Biyombo,18,30
96,1,0:03.0,,J. Simmons makes 2-pt layup from 1 ft,18,32
97,1,0:00.0,M. Ginóbili misses 3-pt jump shot from 25 ft,,18,32
98,1,0:00.0,Offensive rebound by Team,,18,32
99,2,11:47.0,,Personal foul by B. Forbes (drawn by J. Simmons),18,32
100,2,11:41.0,,J. Simmons makes 2-pt jump shot from 8 ft,18,34
101,2,11:24.0,B. Forbes misses 2-pt jump shot from 18 ft,,18,34
102,2,11:22.0,Offensive rebound by R. Gay,,18,34
103,2,11:21.0,,Offensive charge foul by R. Gay (drawn by J. Isaac),18,34
104,2,11:21.0,Turnover by R. Gay (offensive foul),,18,34
105,2,11:21.0,D. Green enters the game for B. Forbes,,18,34
106,2,11:03.0,,Turnover by B. Biyombo (offensive goaltending),18,34
107,2,10:55.0,Shooting foul by B. Biyombo (drawn by P. Gasol),,18,34
108,2,10:55.0,P. Gasol makes free throw 1 of 2,,19,34
109,2,10:55.0,D. Murray enters the game for P. Mills,,19,34
110,2,10:55.0,D. Bertāns enters the game for R. Gay,,19,34
111,2,10:55.0,P. Gasol makes free throw 2 of 2,,20,34
112,2,10:44.0,,J. Simmons misses 3-pt jump shot from 25 ft,20,34
113,2,10:35.0,Defensive rebound by D. Green,,20,34
114,2,10:29.0,Turnover by D. Green (lost ball; steal by S. Mack),,20,34
115,2,10:29.0,,Personal foul by M. Ginóbili (drawn by J. Isaac),20,34
116,2,10:29.0,,J. Isaac makes clear path free throw 2 of 2,20,35
117,2,10:29.0,,J. Isaac makes clear path free throw 1 of 2,20,36
118,2,10:16.0,,T. Ross makes 2-pt layup from 1 ft (assist by J. Simmons),20,38
119,2,10:02.0,Personal foul by J. Simmons (drawn by M. Ginóbili),,20,38
120,2,10:02.0,M. Ginóbili makes free throw 2 of 2,,23,38
121,2,10:02.0,M. Ginóbili makes free throw 1 of 2,,24,38
122,2,9:46.0,,J. Simmons misses 2-pt jump shot from 15 ft,24,38
123,2,9:41.0,Defensive rebound by D. Bertāns,,24,38
124,2,9:34.0,M. Ginóbili makes 2-pt layup from 2 ft (assist by D. Murray),,22,38
125,2,9:30.0,,Turnover by S. Mack (bad pass),22,38
126,2,9:15.0,Turnover by D. Green (traveling),,22,38
127,2,9:14.0,B. Paul enters the game for M. Ginóbili,,22,38
128,2,9:03.0,,S. Mack makes 2-pt jump shot from 17 ft,24,40
129,2,8:48.0,D. Green misses 3-pt jump shot from 25 ft,,24,40
130,2,8:48.0,,Defensive rebound by J. Isaac,24,40
131,2,8:36.0,,Turnover by T. Ross (lost ball; steal by B. Paul),24,40
132,2,8:33.0,Turnover by D. Green (bad pass),,24,40
133,2,8:21.0,,Shooting foul by B. Paul (drawn by B. Biyombo),24,40
134,2,8:21.0,,B. Biyombo makes free throw 1 of 2,24,41
135,2,8:21.0,,B. Biyombo misses free throw 2 of 2,24,41
136,2,8:18.0,Defensive rebound by P. Gasol,,24,41
137,2,8:05.0,P. Gasol misses 2-pt jump shot from 7 ft,,24,41
138,2,8:02.0,,Defensive rebound by B. Biyombo,24,41
139,2,7:56.0,,S. Mack makes 2-pt layup from 1 ft,24,43
140,2,7:41.0,Shooting foul by T. Ross (drawn by D. Green),,24,43
141,2,7:41.0,D. Green misses free throw 1 of 2,,24,43
142,2,7:41.0,Offensive rebound by Team,,24,43
143,2,7:41.0,L. Aldridge enters the game for P. Gasol,,24,43
144,2,7:41.0,K. Anderson enters the game for D. Bertāns,,24,43
145,2,7:41.0,D. Green makes free throw 2 of 2,,25,43
146,2,7:29.0,,S. Mack misses 2-pt jump shot from 8 ft,25,43
147,2,7:26.0,Defensive rebound by L. Aldridge,,25,43
148,2,7:10.0,D. Murray misses 2-pt jump shot from 7 ft,,25,43
149,2,7:10.0,Offensive rebound by K. Anderson,,25,43
150,2,7:04.0,D. Green misses 3-pt jump shot from 25 ft,,25,43
151,2,7:04.0,,Defensive rebound by J. Isaac,25,43
152,2,6:57.0,,J. Simmons makes 2-pt jump shot from 17 ft,25,45
153,2,6:42.0,Turnover by L. Aldridge (bad pass; steal by T. Ross),,25,45
154,2,6:42.0,,Turnover by T. Ross (bad pass; steal by D. Green),25,45
155,2,6:31.0,D. Murray misses 2-pt layup from 5 ft (block by J. Isaac),,25,45
156,2,6:31.0,,Defensive rebound by T. Ross,25,45
157,2,6:26.0,,J. Simmons misses 2-pt layup from 2 ft (block by B. Paul),25,45
158,2,6:26.0,Defensive rebound by D. Murray,,25,45
159,2,6:13.0,Turnover by D. Murray (bad pass; steal by J. Isaac),,25,45
160,2,6:10.0,,S. Mack makes 2-pt layup at rim (assist by J. Isaac),25,47
161,2,5:50.0,San Antonio full timeout,,25,47
162,2,5:50.0,,A. Gordon enters the game for S. Mack,25,47
163,2,5:50.0,,D. Augustin enters the game for J. Simmons,25,47
164,2,5:50.0,B. Forbes enters the game for D. Murray,,25,47
165,2,5:50.0,P. Mills enters the game for D. Green,,25,47
166,2,5:50.0,R. Gay enters the game for B. Paul,,25,47
167,2,5:42.0,L. Aldridge makes 2-pt jump shot from 7 ft,,27,47
168,2,5:13.0,,J. Isaac makes 2-pt jump shot from 12 ft,27,49
169,2,5:06.0,P. Mills misses 2-pt jump shot from 20 ft,,27,49
170,2,5:06.0,Offensive rebound by K. Anderson,,27,49
171,2,5:01.0,R. Gay makes 2-pt jump shot from 5 ft (assist by B. Forbes),,29,49
172,2,4:44.0,,J. Isaac misses 3-pt jump shot from 25 ft,29,49
173,2,4:39.0,Defensive rebound by R. Gay,,29,49
174,2,4:24.0,P. Mills misses 2-pt jump shot at rim,,29,49
175,2,4:24.0,,Defensive rebound by B. Biyombo,29,49
176,2,4:18.0,,A. Gordon makes 3-pt jump shot from 25 ft,29,52
177,2,3:59.0,L. Aldridge misses 2-pt jump shot from 17 ft,,29,52
178,2,3:56.0,,Defensive rebound by T. Ross,29,52
179,2,3:50.0,,J. Isaac misses 3-pt jump shot from 22 ft,29,52
180,2,3:43.0,,Offensive rebound by B. Biyombo,29,52
181,2,3:43.0,,B. Biyombo makes 2-pt layup from 2 ft,29,54
182,2,3:28.0,B. Forbes misses 3-pt jump shot from 25 ft,,29,54
183,2,3:25.0,,Defensive rebound by B. Biyombo,29,54
184,2,3:11.0,,B. Biyombo misses 2-pt layup from 2 ft (block by R. Gay),29,54
185,2,3:06.0,,Offensive rebound by J. Isaac,29,54
186,2,3:05.0,,J. Isaac misses 2-pt layup from 3 ft (block by R. Gay),29,54
187,2,3:05.0,Defensive rebound by P. Mills,,29,54
188,2,3:01.0,B. Forbes misses 2-pt jump shot from 12 ft,,29,54
189,2,2:57.0,,Defensive rebound by B. Biyombo,29,54
190,2,2:50.0,Offensive charge foul by B. Biyombo (drawn by P. Mills),,29,54
191,2,2:50.0,,Turnover by B. Biyombo (offensive foul),29,54
192,2,2:50.0,,Orlando full timeout,29,54
193,2,2:50.0,,E. Fournier enters the game for J. Isaac,29,54
194,2,2:50.0,,N. Vučević enters the game for B. Biyombo,29,54
195,2,2:50.0,,J. Simmons enters the game for T. Ross,29,54
196,2,2:33.0,P. Mills misses 3-pt jump shot from 25 ft,,29,54
197,2,2:30.0,Offensive rebound by B. Forbes,,29,54
198,2,2:27.0,K. Anderson makes 2-pt layup from 1 ft,,31,54
199,2,2:12.0,,E. Fournier makes 2-pt jump shot from 15 ft (assist by J. Simmons),31,56
200,2,1:56.0,P. Mills misses 3-pt jump shot from 26 ft,,31,56
201,2,1:55.0,,Defensive rebound by Team,31,56
202,2,1:36.0,,N. Vučević misses 2-pt jump shot from 12 ft,31,56
203,2,1:31.0,Defensive rebound by L. Aldridge,,31,56
204,2,1:27.0,R. Gay misses 3-pt jump shot from 26 ft,,31,56
205,2,1:23.0,Offensive rebound by R. Gay,,31,56
206,2,1:20.0,B. Forbes misses 3-pt jump shot from 24 ft,,31,56
207,2,1:17.0,,Defensive rebound by E. Fournier,31,56
208,2,1:06.0,,Turnover by E. Fournier (lost ball; steal by K. Anderson),31,56
209,2,0:56.0,Turnover by P. Mills (bad pass; steal by D. Augustin),,31,56
210,2,0:53.0,,D. Augustin makes 2-pt layup from 2 ft,31,58
211,2,0:39.0,B. Forbes makes 3-pt jump shot from 22 ft (assist by P. Mills),,34,58
212,2,0:30.0,,J. Isaac enters the game for J. Simmons,34,58
213,2,0:21.0,,N. Vučević makes 3-pt jump shot from 25 ft (assist by D. Augustin),34,61
214,2,0:11.0,Personal foul by D. Augustin (drawn by P. Mills),,34,61
215,2,0:00.0,L. Aldridge misses 2-pt layup from 2 ft,,34,61
216,2,0:00.0,Offensive rebound by Team,,34,61
217,3,11:43.0,,T. Ross misses 3-pt jump shot from 24 ft,34,61
218,3,11:39.0,Defensive rebound by L. Aldridge,,34,61
219,3,11:18.0,D. Green misses 3-pt jump shot from 23 ft,,34,61
220,3,11:18.0,Offensive rebound by L. Aldridge,,34,61
221,3,11:16.0,Shooting foul by E. Fournier (drawn by L. Aldridge),,34,61
222,3,11:16.0,L. Aldridge makes free throw 1 of 2,,35,61
223,3,11:16.0,L. Aldridge makes free throw 2 of 2,,36,61
224,3,10:59.0,,A. Gordon makes 2-pt jump shot from 14 ft,36,63
225,3,10:43.0,L. Aldridge makes 2-pt layup from 2 ft (assist by P. Gasol),,38,63
226,3,10:26.0,,A. Gordon makes 2-pt jump shot from 20 ft,38,65
227,3,10:09.0,L. Aldridge makes 2-pt layup from 1 ft (assist by K. Anderson),,40,65
228,3,10:00.0,,D. Augustin makes 2-pt layup from 1 ft,40,67
229,3,9:39.0,K. Anderson misses 2-pt layup from 3 ft,,40,67
230,3,9:36.0,,Defensive rebound by N. Vučević,40,67
231,3,9:30.0,,E. Fournier misses 2-pt layup from 2 ft,40,67
232,3,9:28.0,Defensive rebound by P. Gasol,,40,67
233,3,9:22.0,Turnover by P. Gasol (bad pass),,40,67
234,3,9:03.0,,A. Gordon misses 3-pt jump shot from 25 ft,40,67
235,3,9:01.0,Defensive rebound by K. Anderson,,40,67
236,3,8:54.0,Turnover by D. Green (bad pass; steal by D. Augustin),,40,67
237,3,8:30.0,,N. Vučević makes 2-pt layup from 2 ft,40,69
238,3,8:30.0,San Antonio full timeout,,40,69
239,3,8:30.0,P. Mills enters the game for D. Murray,,40,69
240,3,8:15.0,P. Mills misses 2-pt hook shot from 1 ft,,40,69
241,3,8:12.0,,Defensive rebound by A. Gordon,40,69
242,3,8:04.0,,A. Gordon misses 2-pt jump shot from 18 ft,40,69
243,3,8:00.0,,Offensive rebound by T. Ross,40,69
244,3,7:58.0,,E. Fournier makes 3-pt jump shot from 25 ft (assist by D. Augustin),40,72
245,3,7:45.0,Shooting foul by D. Augustin (drawn by K. Anderson),,40,72
246,3,7:45.0,K. Anderson makes free throw 1 of 2,,41,72
247,3,7:45.0,K. Anderson makes free throw 2 of 2,,42,72
248,3,7:29.0,,T. Ross misses 2-pt jump shot from 9 ft (block by L. Aldridge),42,72
249,3,7:23.0,Defensive rebound by P. Mills,,42,72
250,3,7:19.0,L. Aldridge misses 3-pt jump shot from 24 ft,,42,72
251,3,7:16.0,,Defensive rebound by A. Gordon,42,72
252,3,7:09.0,,Turnover by N. Vučević (bad pass; steal by P. Mills),42,72
253,3,6:59.0,Personal foul by A. Gordon (drawn by P. Gasol),,42,72
254,3,6:50.0,P. Gasol makes 2-pt jump shot from 16 ft (assist by P. Mills),,44,72
255,3,6:36.0,,E. Fournier makes 2-pt layup from 2 ft (assist by D. Augustin),44,74
256,3,6:20.0,P. Mills misses 2-pt jump shot from 17 ft,,44,74
257,3,6:18.0,Offensive rebound by K. Anderson,,44,74
258,3,6:14.0,K. Anderson misses 2-pt jump shot from 3 ft (block by N. Vučević),,44,74
259,3,6:14.0,P. Gasol makes 2-pt layup from 1 ft,,46,74
260,3,6:13.0,Offensive rebound by P. Gasol,,46,74
261,3,6:02.0,,Personal foul by K. Anderson (drawn by N. Vučević),46,74
262,3,6:02.0,M. Ginóbili enters the game for K. Anderson,,46,74
263,3,6:02.0,R. Gay enters the game for D. Green,,46,74
264,3,6:02.0,B. Paul enters the game for P. Gasol,,46,74
265,3,5:53.0,,N. Vučević misses 2-pt layup at rim (block by R. Gay),46,74
266,3,5:51.0,Defensive rebound by R. Gay,,46,74
267,3,5:45.0,Personal foul by D. Augustin (drawn by R. Gay),,46,74
268,3,5:43.0,Turnover by P. Mills (bad pass),,46,74
269,3,5:34.0,,N. Vučević makes 3-pt jump shot from 25 ft (assist by E. Fournier),46,77
270,3,5:19.0,P. Mills misses 3-pt jump shot from 25 ft,,46,77
271,3,5:16.0,Offensive rebound by L. Aldridge,,46,77
272,3,5:07.0,R. Gay misses 2-pt jump shot from 9 ft,,46,77
273,3,4:59.0,Offensive rebound by L. Aldridge,,46,77
274,3,4:59.0,L. Aldridge makes 2-pt layup at rim,,48,77
275,3,4:50.0,,E. Fournier makes 2-pt layup from 2 ft,48,79
276,3,4:37.0,B. Paul misses 3-pt jump shot from 25 ft,,48,79
277,3,4:33.0,,Defensive rebound by D. Augustin,48,79
278,3,4:28.0,,A. Gordon makes 3-pt jump shot from 25 ft (assist by N. Vučević),48,82
279,3,4:11.0,P. Mills misses 2-pt hook shot from 8 ft,,48,82
280,3,4:09.0,Offensive rebound by L. Aldridge,,48,82
281,3,4:09.0,Shooting foul by N. Vučević (drawn by L. Aldridge),,48,82
282,3,4:09.0,L. Aldridge makes free throw 1 of 2,,49,82
283,3,4:09.0,,J. Simmons enters the game for T. Ross,49,82
284,3,4:09.0,L. Aldridge makes free throw 2 of 2,,50,82
285,3,3:58.0,,Turnover by A. Gordon (bad pass),50,82
286,3,3:44.0,M. Ginóbili misses 2-pt layup from 8 ft,,50,82
287,3,3:39.0,,Defensive rebound by E. Fournier,50,82
288,3,3:31.0,,A. Gordon misses 3-pt jump shot from 22 ft,50,82
289,3,3:29.0,Defensive rebound by L. Aldridge,,50,82
290,3,3:26.0,Turnover by P. Mills (bad pass; steal by E. Fournier),,50,82
291,3,3:17.0,,E. Fournier makes 3-pt jump shot from 25 ft (assist by D. Augustin),50,85
292,3,3:17.0,,Shooting foul by P. Mills (drawn by E. Fournier),50,85
293,3,3:17.0,,E. Fournier makes free throw 1 of 1,50,86
294,3,2:53.0,P. Mills makes 2-pt layup from 9 ft (assist by R. Gay),,52,86
295,3,2:36.0,,A. Gordon misses 2-pt layup from 1 ft,52,86
296,3,2:28.0,,Offensive rebound by A. Gordon,52,86
297,3,2:28.0,,A. Gordon makes 2-pt layup at rim,52,88
298,3,2:14.0,M. Ginóbili misses 2-pt jump shot from 10 ft,,52,88
299,3,2:12.0,,Defensive rebound by A. Gordon,52,88
300,3,2:07.0,,Turnover by N. Vučević (traveling),52,88
301,3,2:07.0,,Orlando full timeout,52,88
302,3,2:07.0,,S. Mack enters the game for D. Augustin,52,88
303,3,1:54.0,Shooting foul by J. Simmons (drawn by M. Ginóbili),,52,88
304,3,1:54.0,M. Ginóbili makes free throw 1 of 2,,53,88
305,3,1:54.0,M. Ginóbili makes free throw 2 of 2,,54,88
306,3,1:43.0,,Shooting foul by R. Gay (drawn by J. Simmons),54,88
307,3,1:43.0,,J. Simmons misses free throw 1 of 2,54,88
308,3,1:43.0,,Offensive rebound by Team,54,88
309,3,1:43.0,,J. Isaac enters the game for A. Gordon,54,88
310,3,1:43.0,,B. Biyombo enters the game for N. Vučević,54,88
311,3,1:43.0,,J. Simmons makes free throw 2 of 2,54,89
312,3,1:33.0,P. Mills makes 3-pt jump shot from 25 ft,,57,89
313,3,1:33.0,Shooting foul by B. Biyombo (drawn by P. Mills),,57,89
314,3,1:33.0,P. Mills makes free throw 1 of 1,,58,89
315,3,1:21.0,,B. Biyombo misses 2-pt jump shot from 9 ft,58,89
316,3,1:21.0,Defensive rebound by L. Aldridge,,58,89
317,3,1:11.0,Turnover by M. Ginóbili (bad pass; steal by J. Isaac),,58,89
318,3,1:11.0,,Personal foul by M. Ginóbili (drawn by J. Isaac),58,89
319,3,1:11.0,,J. Isaac makes free throw 2 of 2,58,90
320,3,1:11.0,,J. Isaac makes free throw 1 of 2,58,91
321,3,0:59.0,P. Mills misses 2-pt jump shot from 21 ft,,58,91
322,3,0:56.0,,Defensive rebound by E. Fournier,58,91
323,3,0:44.0,,J. Simmons makes 2-pt jump shot from 16 ft,58,93
324,3,0:34.0,L. Aldridge makes 2-pt layup from 2 ft (assist by P. Mills),,60,93
325,3,0:28.0,,J. Simmons makes 2-pt jump shot from 14 ft,60,95
326,3,0:21.0,B. Paul makes 2-pt layup from 1 ft (assist by R. Gay),,62,95
327,3,0:04.0,,J. Simmons misses 2-pt jump shot from 16 ft,62,95
328,3,0:04.0,Defensive rebound by L. Aldridge,,62,95
329,3,0:00.0,P. Mills makes 2-pt layup from 1 ft,,64,95
330,4,11:48.0,D. White misses 2-pt jump shot from 13 ft,,64,95
331,4,11:44.0,Offensive rebound by P. Gasol,,64,95
332,4,11:42.0,D. Bertāns misses 2-pt layup from 2 ft (block by B. Biyombo),,64,95
333,4,11:42.0,Offensive rebound by P. Gasol,,64,95
334,4,11:34.0,P. Gasol makes 2-pt layup from 1 ft,,66,95
335,4,11:33.0,,Personal foul by D. Bertāns (drawn by J. Isaac),66,95
336,4,11:26.0,,S. Mack misses 3-pt jump shot from 22 ft,66,95
337,4,11:26.0,,Offensive rebound by Team,66,95
338,4,11:26.0,Loose ball foul by D. Bertāns (drawn by J. Isaac),,66,95
339,4,11:19.0,,Personal foul by B. Paul (drawn by M. Hezonja),66,95
340,4,11:10.0,,B. Biyombo makes 2-pt dunk from 1 ft (assist by J. Simmons),66,97
341,4,10:50.0,D. Bertāns makes 3-pt jump shot from 25 ft (assist by B. Paul),,69,97
342,4,10:34.0,,J. Simmons misses 2-pt jump shot from 13 ft (block by B. Forbes),69,97
343,4,10:31.0,Defensive rebound by P. Gasol,,69,97
344,4,10:30.0,B. Paul makes 2-pt layup from 2 ft (assist by D. White),,71,97
345,4,10:07.0,,B. Biyombo misses 2-pt jump shot from 12 ft,71,97
346,4,10:02.0,Defensive rebound by D. White,,71,97
347,4,9:57.0,B. Forbes makes 2-pt jump shot from 9 ft (assist by D. White),,73,97
348,4,9:56.0,,Orlando full timeout,73,97
349,4,9:53.0,,Personal foul by B. Paul (drawn by J. Isaac),73,97
350,4,9:35.0,,M. Hezonja makes 2-pt hook shot from 5 ft (assist by S. Mack),73,99
351,4,9:14.0,D. Bertāns misses 3-pt jump shot from 24 ft,,73,99
352,4,9:11.0,,Defensive rebound by J. Simmons,73,99
353,4,8:58.0,,Turnover by M. Hezonja (traveling),73,99
354,4,8:45.0,D. White misses 2-pt layup from 2 ft,,73,99
355,4,8:42.0,Offensive rebound by D. White,,73,99
356,4,8:42.0,Personal foul by B. Biyombo (drawn by D. White),,73,99
357,4,8:39.0,Shooting foul by J. Isaac (drawn by D. White),,73,99
358,4,8:39.0,D. White makes free throw 1 of 2,,74,99
359,4,8:39.0,D. White misses free throw 2 of 2,,74,99
360,4,8:36.0,,Defensive rebound by B. Biyombo,74,99
361,4,8:20.0,,J. Simmons makes 2-pt layup from 2 ft,74,101
362,4,8:05.0,B. Forbes misses 3-pt jump shot from 25 ft,,74,101
363,4,8:03.0,,Defensive rebound by J. Isaac,74,101
364,4,7:51.0,,M. Hezonja makes 3-pt jump shot from 25 ft (assist by S. Mack),74,104
365,4,7:22.0,Turnover by Team (shot clock),,74,104
366,4,7:15.0,,Offensive foul by J. Isaac (drawn by B. Forbes),74,104
367,4,7:15.0,,Turnover by J. Isaac (offensive foul),74,104
368,4,7:05.0,Personal foul by M. Hezonja (drawn by B. Paul),,74,104
369,4,7:05.0,,Turnover by M. Hezonja (turnover),74,104
370,4,7:05.0,,W. Iwundu enters the game for S. Mack,74,104
371,4,7:02.0,Turnover by B. Paul (bad pass; steal by M. Hezonja),,74,104
372,4,6:57.0,,M. Hezonja makes 2-pt dunk from 1 ft,74,106
373,4,6:47.0,B. Forbes misses 2-pt jump shot from 21 ft,,74,106
374,4,6:43.0,,Defensive rebound by J. Simmons,74,106
375,4,6:32.0,,Shooting foul by D. White (drawn by B. Biyombo),74,106
376,4,6:32.0,,B. Biyombo misses free throw 1 of 2,74,106
377,4,6:32.0,,Offensive rebound by Team,74,106
378,4,6:32.0,San Antonio full timeout,,74,106
379,4,6:32.0,,S. Mack enters the game for J. Simmons,74,106
380,4,6:32.0,,B. Biyombo misses free throw 2 of 2,74,106
381,4,6:29.0,Defensive rebound by B. Paul,,74,106
382,4,6:16.0,B. Forbes misses 2-pt layup from 12 ft,,74,106
