,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,ORLANDO_ACTION,LA CLIPPERS_SCORE,ORLANDO_SCORE
27,1,8:18.0,,N. Vučević misses 2-pt hook shot from 12 ft,4,2
28,1,8:16.0,Defensive rebound by D. Jordan,,4,2
29,1,8:09.0,M. Teodosić misses 3-pt jump shot from 25 ft,,4,2
30,1,8:06.0,,Defensive rebound by M. Hezonja,4,2
31,1,7:57.0,,M. Hezonja makes 2-pt layup from 2 ft (assist by J. Simmons),4,4
32,1,7:57.0,,Shooting foul by W. Johnson (drawn by M. Hezonja),4,4
33,1,7:57.0,,M. Hezonja makes free throw 1 of 1,4,5
34,1,7:43.0,A. Rivers misses 3-pt jump shot from 26 ft,,4,5
35,1,7:39.0,,Defensive rebound by J. Simmons,4,5
36,1,7:37.0,,Shooting foul by J. Wilson (drawn by J. Simmons),4,5
37,1,7:37.0,,J. Simmons makes free throw 1 of 2,4,6
38,1,7:37.0,,J. Simmons misses free throw 2 of 2,4,6
39,1,7:34.0,Defensive rebound by D. Jordan,,4,6
40,1,7:13.0,A. Rivers makes 2-pt layup from 5 ft,,6,6
41,1,7:03.0,,M. Hezonja makes 3-pt jump shot from 26 ft,6,9
42,1,6:48.0,A. Rivers misses 3-pt jump shot from 25 ft,,6,9
43,1,6:45.0,,Defensive rebound by N. Vučević,6,9
44,1,6:27.0,,J. Simmons misses 3-pt jump shot from 27 ft,6,9
45,1,6:24.0,Defensive rebound by D. Jordan,,6,9
46,1,6:16.0,A. Rivers misses 2-pt layup from 4 ft,,6,9
47,1,6:14.0,,Defensive rebound by N. Vučević,6,9
48,1,6:10.0,,Turnover by E. Payton (bad pass; steal by D. Jordan),6,9
49,1,5:57.0,M. Teodosić misses 2-pt layup from 2 ft (block by N. Vučević),,6,9
50,1,5:57.0,Offensive rebound by Team,,6,9
51,1,5:57.0,,Orlando full timeout,6,9
52,1,5:57.0,S. Dekker enters the game for J. Wilson,,6,9
53,1,5:57.0,L. Williams enters the game for M. Teodosić,,6,9
54,1,5:54.0,D. Jordan makes 2-pt dunk from 3 ft (assist by W. Johnson),,8,9
55,1,5:34.0,,J. Simmons misses 2-pt layup from 4 ft (block by D. Jordan),8,9
56,1,5:34.0,,Offensive rebound by Team,8,9
57,1,5:34.0,L. Williams makes technical free throw,,9,9
58,1,5:26.0,,N. Vučević makes 2-pt layup from 3 ft (assist by W. Iwundu),9,11
59,1,5:07.0,Turnover by L. Williams (bad pass; steal by N. Vučević),,9,11
60,1,5:02.0,,E. Payton makes 2-pt layup from 2 ft (assist by M. Hezonja),9,13
61,1,4:47.0,A. Rivers makes 2-pt dunk from 3 ft (assist by D. Jordan),,11,13
62,1,4:27.0,,N. Vučević misses 2-pt hook shot from 12 ft,11,13
63,1,4:24.0,Defensive rebound by D. Jordan,,11,13
64,1,4:19.0,Turnover by A. Rivers (bad pass; steal by M. Hezonja),,11,13
65,1,4:03.0,,Turnover by J. Simmons (bad pass; steal by L. Williams),11,13
66,1,3:59.0,L. Williams misses 2-pt layup from 3 ft,,11,13
67,1,3:56.0,,Defensive rebound by W. Iwundu,11,13
68,1,3:52.0,,N. Vučević makes 2-pt jump shot from 13 ft (assist by J. Simmons),11,15
69,1,3:27.0,D. Jordan misses 2-pt hook shot from 8 ft,,11,15
70,1,3:24.0,,Defensive rebound by M. Hezonja,11,15
71,1,3:20.0,,N. Vučević misses 3-pt jump shot from 25 ft,11,15
72,1,3:15.0,,Offensive rebound by E. Payton,11,15
73,1,3:15.0,,E. Payton makes 2-pt layup from 1 ft,11,17
74,1,3:03.0,A. Rivers misses 3-pt jump shot from 25 ft,,11,17
75,1,2:59.0,,Defensive rebound by J. Simmons,11,17
76,1,2:50.0,,N. Vučević makes 2-pt layup from 2 ft (assist by M. Hezonja),11,19
77,1,2:50.0,LA Clippers full timeout,,11,19
78,1,2:50.0,,B. Biyombo enters the game for N. Vučević,11,19
79,1,2:50.0,,D. Augustin enters the game for W. Iwundu,11,19
80,1,2:50.0,J. Evans enters the game for A. Rivers,,11,19
81,1,2:50.0,S. Thornwell enters the game for W. Johnson,,11,19
82,1,2:34.0,S. Thornwell misses 2-pt layup from 3 ft,,11,19
83,1,2:30.0,,Defensive rebound by B. Biyombo,11,19
84,1,2:27.0,,E. Payton misses 2-pt layup from 2 ft,11,19
85,1,2:24.0,Defensive rebound by D. Jordan,,11,19
86,1,2:21.0,S. Dekker misses 2-pt layup from 3 ft,,11,19
87,1,2:18.0,,Defensive rebound by J. Simmons,11,19
88,1,2:14.0,,Personal foul by J. Evans (drawn by D. Augustin),11,19
89,1,2:03.0,,M. Hezonja misses 3-pt jump shot from 22 ft,11,19
90,1,1:59.0,Defensive rebound by D. Jordan,,11,19
91,1,1:53.0,D. Jordan makes 2-pt dunk from 1 ft (assist by L. Williams),,13,19
92,1,1:29.0,,M. Hezonja makes 2-pt jump shot from 8 ft,13,21
93,1,1:10.0,S. Dekker misses 2-pt layup from 2 ft (block by M. Hezonja),,13,21
94,1,1:06.0,,Defensive rebound by M. Hezonja,13,21
95,1,1:00.0,,D. Augustin makes 3-pt jump shot from 24 ft (assist by J. Simmons),13,24
96,1,0:48.0,L. Williams misses 2-pt jump shot from 11 ft,,13,24
97,1,0:45.0,Offensive rebound by Team,,13,24
98,1,0:45.0,,S. Mack enters the game for E. Payton,13,24
99,1,0:45.0,,M. Speights enters the game for M. Hezonja,13,24
100,1,0:45.0,M. Harrell enters the game for D. Jordan,,13,24
101,1,0:40.0,L. Williams misses 2-pt jump shot from 17 ft,,13,24
102,1,0:37.0,Offensive rebound by M. Harrell,,13,24
103,1,0:29.0,M. Harrell misses 2-pt hook shot from 9 ft,,13,24
104,1,0:25.0,,Defensive rebound by J. Simmons,13,24
105,1,0:08.0,,J. Simmons misses 3-pt jump shot from 25 ft,13,24
106,1,0:06.0,Defensive rebound by M. Harrell,,13,24
107,2,11:48.0,J. Evans misses 2-pt jump shot from 8 ft,,13,24
108,2,11:45.0,,Defensive rebound by B. Biyombo,13,24
109,2,11:32.0,,Turnover by D. Augustin (bad pass; steal by J. Evans),13,24
110,2,11:25.0,J. Evans misses 2-pt layup from 4 ft,,13,24
111,2,11:22.0,Offensive rebound by M. Harrell,,13,24
112,2,11:19.0,S. Thornwell makes 3-pt jump shot from 25 ft (assist by L. Williams),,16,24
113,2,11:02.0,,S. Mack misses 2-pt layup from 2 ft,16,24
114,2,10:59.0,Defensive rebound by S. Thornwell,,16,24
115,2,10:55.0,Shooting foul by W. Iwundu (drawn by L. Williams),,16,24
116,2,10:55.0,L. Williams misses free throw 1 of 2,,16,24
117,2,10:55.0,Offensive rebound by Team,,16,24
118,2,10:55.0,L. Williams makes free throw 2 of 2,,17,24
119,2,10:44.0,,Shooting foul by M. Harrell (drawn by D. Augustin),17,24
120,2,10:44.0,,D. Augustin makes free throw 1 of 2,17,25
121,2,10:44.0,,D. Augustin misses free throw 2 of 2,17,25
122,2,10:41.0,Defensive rebound by J. Evans,,17,25
123,2,10:29.0,S. Dekker misses 3-pt jump shot from 25 ft,,17,25
124,2,10:26.0,,Defensive rebound by B. Biyombo,17,25
125,2,10:18.0,,D. Augustin misses 2-pt layup from 2 ft,17,25
126,2,10:15.0,Defensive rebound by S. Dekker,,17,25
127,2,10:10.0,L. Williams misses 2-pt layup from 1 ft,,17,25
128,2,10:10.0,,Defensive rebound by Team,17,25
129,2,10:01.0,,Personal foul by S. Thornwell (drawn by D. Augustin),17,25
130,2,9:56.0,,D. Augustin misses 2-pt layup from 2 ft (block by S. Dekker),17,25
131,2,9:52.0,Defensive rebound by S. Thornwell,,17,25
132,2,9:46.0,J. Evans misses 2-pt jump shot from 20 ft,,17,25
133,2,9:42.0,,Defensive rebound by W. Iwundu,17,25
134,2,9:22.0,,B. Biyombo makes 2-pt dunk from 1 ft (assist by M. Speights),17,27
135,2,9:01.0,M. Harrell makes 2-pt layup from 1 ft (assist by L. Williams),,19,27
136,2,8:51.0,,W. Iwundu misses 2-pt jump shot from 11 ft,19,27
137,2,8:51.0,Defensive rebound by J. Evans,,19,27
138,2,8:45.0,Shooting foul by D. Augustin (drawn by J. Evans),,19,27
139,2,8:45.0,J. Evans makes free throw 1 of 2,,20,27
140,2,8:45.0,J. Wilson enters the game for S. Thornwell,,20,27
141,2,8:45.0,A. Rivers enters the game for S. Dekker,,20,27
142,2,8:45.0,J. Evans makes free throw 2 of 2,,21,27
143,2,8:22.0,,S. Mack misses 2-pt layup from 2 ft,21,27
144,2,8:21.0,,Offensive rebound by B. Biyombo,21,27
145,2,8:21.0,,B. Biyombo makes 2-pt dunk at rim,21,29
146,2,8:15.0,Turnover by L. Williams (bad pass),,21,29
147,2,8:15.0,M. Teodosić enters the game for J. Evans,,21,29
148,2,8:05.0,,S. Mack makes 2-pt layup at rim,21,31
149,2,8:05.0,LA Clippers full timeout,,21,31
150,2,7:46.0,M. Teodosić misses 3-pt jump shot from 25 ft,,21,31
151,2,7:41.0,,Defensive rebound by B. Biyombo,21,31
152,2,7:27.0,,M. Speights makes 2-pt jump shot from 10 ft,21,33
153,2,7:07.0,M. Harrell makes 2-pt layup from 1 ft (assist by J. Wilson),,23,33
154,2,6:45.0,,W. Iwundu misses 2-pt jump shot from 18 ft,23,33
155,2,6:44.0,Defensive rebound by Team,,23,33
156,2,6:44.0,,M. Hezonja enters the game for M. Speights,23,33
157,2,6:44.0,D. Jordan enters the game for M. Harrell,,23,33
158,2,6:36.0,L. Williams makes 3-pt jump shot from 25 ft (assist by D. Jordan),,26,33
159,2,6:32.0,,Orlando full timeout,26,33
160,2,6:32.0,,N. Vučević enters the game for B. Biyombo,26,33
161,2,6:32.0,,J. Simmons enters the game for D. Augustin,26,33
162,2,6:17.0,,Personal foul by J. Wilson (drawn by N. Vučević),26,33
163,2,6:05.0,,Turnover by N. Vučević (traveling),26,33
164,2,5:53.0,L. Williams makes 3-pt jump shot from 25 ft (assist by M. Teodosić),,29,33
165,2,5:35.0,,Turnover by M. Hezonja (lost ball; steal by D. Jordan),29,33
166,2,5:29.0,A. Rivers makes 3-pt jump shot from 26 ft (assist by M. Teodosić),,32,33
167,2,5:10.0,,Turnover by M. Hezonja (bad pass; steal by A. Rivers),32,33
168,2,5:00.0,J. Wilson makes 3-pt jump shot from 25 ft (assist by M. Teodosić),,35,33
169,2,4:59.0,,Orlando full timeout,35,33
170,2,4:59.0,,E. Payton enters the game for S. Mack,35,33
171,2,4:42.0,,N. Vučević misses 2-pt jump shot from 21 ft,35,33
172,2,4:39.0,Defensive rebound by D. Jordan,,35,33
173,2,4:32.0,L. Williams misses 3-pt jump shot from 25 ft,,35,33
174,2,4:26.0,,Defensive rebound by W. Iwundu,35,33
175,2,4:15.0,,E. Payton misses 2-pt jump shot from 12 ft,35,33
176,2,4:13.0,,Offensive rebound by Team,35,33
177,2,4:07.0,,J. Simmons misses 3-pt jump shot from 25 ft,35,33
178,2,4:02.0,Defensive rebound by M. Teodosić,,35,33
179,2,3:55.0,L. Williams misses 2-pt layup from 5 ft (block by N. Vučević),,35,33
180,2,3:52.0,,Defensive rebound by N. Vučević,35,33
181,2,3:52.0,,Shooting foul by M. Teodosić (drawn by M. Hezonja),35,33
182,2,3:52.0,,M. Hezonja makes free throw 1 of 2,35,34
183,2,3:52.0,,M. Hezonja makes free throw 2 of 2,35,35
184,2,3:46.0,A. Rivers misses 2-pt layup from 4 ft (block by M. Hezonja),,35,35
185,2,3:43.0,,Defensive rebound by J. Simmons,35,35
186,2,3:36.0,,J. Simmons misses 2-pt jump shot from 17 ft,35,35
187,2,3:32.0,Defensive rebound by D. Jordan,,35,35
188,2,3:12.0,Shooting foul by N. Vučević (drawn by L. Williams),,35,35
189,2,3:12.0,L. Williams makes free throw 1 of 2,,36,35
190,2,3:12.0,L. Williams makes free throw 2 of 2,,37,35
191,2,3:01.0,,W. Iwundu misses 2-pt layup from 3 ft (block by D. Jordan),37,35
192,2,2:56.0,Defensive rebound by D. Jordan,,37,35
193,2,2:52.0,D. Jordan makes 2-pt dunk from 3 ft (assist by L. Williams),,39,35
194,2,2:39.0,,E. Payton misses 2-pt layup from 3 ft (block by A. Rivers),39,35
195,2,2:36.0,Defensive rebound by A. Rivers,,39,35
196,2,2:33.0,L. Williams misses 3-pt jump shot from 22 ft,,39,35
197,2,2:33.0,,Defensive rebound by M. Hezonja,39,35
198,2,2:26.0,,W. Iwundu makes 2-pt layup at rim (assist by M. Hezonja),39,37
199,2,2:11.0,M. Teodosić misses 2-pt jump shot from 18 ft,,39,37
200,2,2:08.0,,Defensive rebound by N. Vučević,39,37
201,2,1:49.0,,M. Hezonja makes 2-pt dunk from 1 ft (assist by N. Vučević),39,39
202,2,1:31.0,A. Rivers misses 2-pt layup from 2 ft,,39,39
203,2,1:28.0,,Defensive rebound by N. Vučević,39,39
204,2,1:21.0,,E. Payton misses 3-pt jump shot from 27 ft,39,39
205,2,1:18.0,Defensive rebound by A. Rivers,,39,39
206,2,1:06.0,A. Rivers makes 2-pt dunk from 1 ft (assist by D. Jordan),,41,39
207,2,0:46.0,,M. Hezonja misses 3-pt jump shot from 26 ft,41,39
208,2,0:43.0,Defensive rebound by M. Teodosić,,41,39
209,2,0:34.0,L. Williams makes 2-pt layup from 2 ft,,43,39
210,2,0:30.0,,E. Payton misses 2-pt layup from 2 ft (block by M. Teodosić),43,39
211,2,0:27.0,Defensive rebound by L. Williams,,43,39
212,2,0:24.0,L. Williams misses 2-pt layup from 2 ft (block by M. Hezonja),,43,39
213,2,0:22.0,Offensive rebound by L. Williams,,43,39
214,2,0:21.0,L. Williams makes 2-pt layup from 1 ft,,45,39
215,2,0:07.0,,Shooting foul by A. Rivers (drawn by J. Simmons),45,39
216,2,0:07.0,J. Evans enters the game for A. Rivers,,45,39
217,2,0:07.0,LA Clippers full timeout,,45,39
218,2,0:07.0,,J. Simmons makes free throw 1 of 2,45,40
219,2,0:07.0,,J. Simmons misses free throw 2 of 2,45,40
220,2,0:04.0,,Offensive rebound by Team,45,40
221,2,0:04.0,,D. Augustin enters the game for E. Payton,45,40
222,2,0:04.0,S. Thornwell enters the game for M. Teodosić,,45,40
223,2,0:04.0,C. Williams enters the game for L. Williams,,45,40
224,2,0:03.0,,N. Vučević misses 2-pt jump shot from 22 ft,45,40
225,2,0:00.0,,Offensive rebound by Team,45,40
226,3,11:50.0,J. Wilson makes 3-pt jump shot from 26 ft (assist by M. Teodosić),,48,40
227,3,11:29.0,,N. Vučević makes 2-pt jump shot from 17 ft (assist by J. Simmons),48,42
228,3,11:02.0,D. Jordan misses 2-pt layup from 2 ft,,48,42
229,3,10:59.0,,Defensive rebound by N. Vučević,48,42
230,3,10:49.0,,Turnover by N. Vučević (lost ball; steal by C. Williams),48,42
231,3,10:47.0,Shooting foul by M. Hezonja (drawn by J. Wilson),,48,42
232,3,10:47.0,J. Wilson makes free throw 1 of 2,,49,42
233,3,10:47.0,J. Wilson misses free throw 2 of 2,,49,42
234,3,10:42.0,,Defensive rebound by M. Hezonja,49,42
235,3,10:35.0,,J. Simmons makes 3-pt jump shot from 25 ft (assist by E. Payton),49,45
236,3,10:25.0,Turnover by M. Teodosić (bad pass; steal by N. Vučević),,49,45
237,3,10:15.0,,E. Payton misses 3-pt jump shot from 23 ft,49,45
238,3,10:11.0,Defensive rebound by M. Teodosić,,49,45
239,3,10:02.0,M. Teodosić makes 3-pt jump shot from 26 ft,,52,45
240,3,9:41.0,,J. Simmons misses 2-pt jump shot from 15 ft (block by W. Johnson),52,45
241,3,9:38.0,Defensive rebound by J. Wilson,,52,45
242,3,9:29.0,W. Johnson misses 2-pt jump shot from 9 ft,,52,45
243,3,9:26.0,,Defensive rebound by E. Payton,52,45
244,3,9:20.0,,J. Simmons misses 3-pt jump shot from 25 ft,52,45
245,3,9:16.0,,Offensive rebound by N. Vučević,52,45
246,3,9:12.0,,W. Iwundu makes 2-pt jump shot from 17 ft (assist by E. Payton),52,47
247,3,8:50.0,C. Williams misses 2-pt jump shot from 7 ft,,52,47
248,3,8:48.0,,Defensive rebound by J. Simmons,52,47
249,3,8:41.0,,W. Iwundu misses 3-pt jump shot from 24 ft,52,47
250,3,8:38.0,Defensive rebound by M. Teodosić,,52,47
251,3,8:28.0,D. Jordan makes 2-pt layup at rim (assist by M. Teodosić),,54,47
252,3,8:15.0,,E. Payton makes 3-pt jump shot from 25 ft (assist by N. Vučević),54,50
253,3,7:59.0,M. Teodosić misses 2-pt jump shot from 20 ft,,54,50
254,3,7:57.0,,Defensive rebound by N. Vučević,54,50
255,3,7:41.0,,J. Simmons makes 3-pt jump shot from 22 ft (assist by M. Hezonja),54,53
256,3,7:40.0,LA Clippers full timeout,,54,53
257,3,7:40.0,L. Williams enters the game for W. Johnson,,54,53
258,3,7:30.0,Personal foul by M. Hezonja (drawn by J. Wilson),,54,53
259,3,7:23.0,Offensive foul by D. Jordan (drawn by W. Iwundu),,54,53
260,3,7:23.0,Turnover by D. Jordan (offensive foul),,54,53
261,3,6:58.0,,M. Hezonja misses 3-pt jump shot from 25 ft,54,53
262,3,6:53.0,Defensive rebound by C. Williams,,54,53
263,3,6:47.0,J. Wilson misses 3-pt jump shot from 23 ft,,54,53
264,3,6:43.0,,Defensive rebound by E. Payton,54,53
265,3,6:42.0,,Personal foul by M. Teodosić (drawn by E. Payton),54,53
266,3,6:42.0,J. Evans enters the game for M. Teodosić,,54,53
267,3,6:36.0,,N. Vučević makes 2-pt jump shot from 18 ft,54,55
268,3,6:26.0,L. Williams makes 2-pt layup from 2 ft,,56,55
269,3,6:07.0,,N. Vučević misses 3-pt jump shot from 25 ft,56,55
270,3,6:04.0,Defensive rebound by J. Wilson,,56,55
271,3,6:01.0,L. Williams misses 2-pt jump shot from 3 ft,,56,55
272,3,6:00.0,Offensive rebound by D. Jordan,,56,55
273,3,5:59.0,D. Jordan misses 2-pt layup at rim,,56,55
274,3,5:58.0,Offensive rebound by D. Jordan,,56,55
275,3,5:58.0,D. Jordan makes 2-pt layup at rim,,58,55
276,3,5:45.0,,J. Simmons makes 2-pt layup from 3 ft,58,57
277,3,5:23.0,D. Jordan misses 2-pt layup from 3 ft,,58,57
278,3,5:23.0,Offensive rebound by D. Jordan,,58,57
279,3,5:16.0,D. Jordan misses 2-pt layup at rim,,58,57
280,3,5:16.0,,Defensive rebound by M. Hezonja,58,57
281,3,5:00.0,,Turnover by J. Simmons (bad pass; steal by J. Evans),58,57
282,3,4:37.0,Turnover by Team (shot clock),,58,57
283,3,4:37.0,S. Dekker enters the game for J. Wilson,,58,57
284,3,4:15.0,,M. Hezonja misses 2-pt jump shot from 18 ft,58,57
285,3,4:12.0,Defensive rebound by D. Jordan,,58,57
286,3,4:07.0,L. Williams makes 2-pt jump shot from 18 ft,,60,57
287,3,4:05.0,,Orlando full timeout,60,57
288,3,4:05.0,,D. Augustin enters the game for M. Hezonja,60,57
289,3,4:05.0,,M. Speights enters the game for N. Vučević,60,57
290,3,4:05.0,,B. Biyombo enters the game for W. Iwundu,60,57
291,3,3:49.0,,M. Speights misses 3-pt jump shot from 25 ft,60,57
292,3,3:46.0,Defensive rebound by D. Jordan,,60,57
293,3,3:30.0,D. Jordan makes 2-pt layup from 1 ft (assist by L. Williams),,62,57
294,3,3:06.0,,M. Speights makes 2-pt hook shot from 5 ft,62,59
295,3,2:54.0,S. Dekker makes 3-pt jump shot from 26 ft (assist by L. Williams),,65,59
296,3,2:43.0,,M. Speights misses 3-pt jump shot from 27 ft,65,59
297,3,2:40.0,Defensive rebound by D. Jordan,,65,59
298,3,2:34.0,S. Dekker makes 2-pt layup from 2 ft (assist by L. Williams),,67,59
299,3,2:34.0,,Orlando full timeout,67,59
300,3,2:34.0,,S. Mack enters the game for E. Payton,67,59
301,3,2:09.0,,D. Augustin makes 3-pt jump shot from 23 ft (assist by J. Simmons),67,62
302,3,1:54.0,D. Jordan makes 2-pt dunk from 1 ft (assist by S. Dekker),,69,62
303,3,1:41.0,,Turnover by D. Augustin (lost ball; steal by C. Williams),69,62
304,3,1:34.0,L. Williams makes 2-pt jump shot from 11 ft (assist by J. Evans),,71,62
305,3,1:18.0,,J. Simmons makes 2-pt layup from 4 ft,71,64
306,3,1:12.0,C. Williams makes 3-pt jump shot from 23 ft (assist by J. Evans),,74,64
307,3,1:11.0,,Orlando full timeout,74,64
308,3,0:57.0,,B. Biyombo makes 2-pt layup from 2 ft (assist by J. Simmons),74,66
309,3,0:57.0,,Shooting foul by C. Williams (drawn by B. Biyombo),74,66
310,3,0:57.0,,B. Biyombo misses free throw 1 of 1,74,66
311,3,0:54.0,Defensive rebound by S. Dekker,,74,66
312,3,0:44.0,S. Dekker misses 2-pt dunk from 2 ft (block by B. Biyombo),,74,66
313,3,0:40.0,,Defensive rebound by S. Mack,74,66
314,3,0:40.0,Offensive charge foul by J. Simmons (drawn by J. Evans),,74,66
315,3,0:40.0,,Turnover by J. Simmons (offensive foul),74,66
316,3,0:40.0,M. Harrell enters the game for D. Jordan,,74,66
317,3,0:29.0,J. Evans misses 2-pt jump shot from 21 ft,,74,66
318,3,0:26.0,,Defensive rebound by B. Biyombo,74,66
319,3,0:05.0,,Shooting foul by J. Evans (drawn by J. Simmons),74,66
320,3,0:05.0,,J. Simmons makes free throw 1 of 2,74,67
321,3,0:05.0,,J. Simmons makes free throw 2 of 2,74,68
322,3,0:00.0,L. Williams misses 3-pt jump shot from 26 ft,,74,68
323,3,0:00.0,Offensive rebound by Team,,74,68
324,4,11:37.0,,M. Speights misses 2-pt jump shot from 8 ft,74,68
325,4,11:34.0,Defensive rebound by M. Teodosić,,74,68
326,4,11:19.0,M. Harrell makes 2-pt dunk from 1 ft (assist by M. Teodosić),,76,68
327,4,10:59.0,,S. Mack misses 2-pt jump shot from 14 ft,76,68
328,4,10:57.0,Defensive rebound by C. Williams,,76,68
329,4,10:41.0,J. Evans misses 3-pt jump shot from 26 ft,,76,68
330,4,10:37.0,,Defensive rebound by B. Biyombo,76,68
331,4,10:29.0,,S. Mack misses 2-pt jump shot from 9 ft,76,68
332,4,10:23.0,,Offensive rebound by S. Mack,76,68
333,4,10:22.0,,Turnover by S. Mack (bad pass; steal by M. Teodosić),76,68
334,4,10:22.0,Shooting foul by B. Biyombo (drawn by M. Harrell),,76,68
335,4,10:22.0,M. Harrell misses free throw 1 of 2,,76,68
336,4,10:22.0,Offensive rebound by Team,,76,68
337,4,10:22.0,M. Harrell makes free throw 2 of 2,,77,68
338,4,10:13.0,,W. Iwundu makes 2-pt dunk from 2 ft (assist by S. Mack),77,70
339,4,9:52.0,M. Teodosić makes 3-pt jump shot from 26 ft (assist by M. Harrell),,80,70
340,4,9:28.0,,M. Speights misses 3-pt jump shot from 26 ft,80,70
341,4,9:25.0,Defensive rebound by C. Williams,,80,70
342,4,9:14.0,M. Harrell misses 2-pt hook shot from 9 ft,,80,70
343,4,9:12.0,,Defensive rebound by S. Mack,80,70
344,4,9:05.0,,Shooting foul by J. Evans (drawn by S. Mack),80,70
345,4,9:05.0,,S. Mack misses free throw 1 of 2,80,70
346,4,9:05.0,,Offensive rebound by Team,80,70
347,4,9:05.0,,J. Simmons enters the game for M. Speights,80,70
348,4,9:05.0,,M. Hezonja enters the game for W. Iwundu,80,70
349,4,9:05.0,,S. Mack makes free throw 2 of 2,80,71
350,4,8:55.0,J. Evans makes 2-pt layup from 1 ft,,82,71
351,4,8:34.0,,J. Simmons misses 2-pt hook shot from 7 ft,82,71
352,4,8:31.0,Defensive rebound by M. Harrell,,82,71
353,4,8:17.0,M. Harrell misses 2-pt layup from 4 ft,,82,71
354,4,8:14.0,,Defensive rebound by B. Biyombo,82,71
355,4,8:08.0,,D. Augustin misses 3-pt jump shot from 26 ft,82,71
356,4,8:04.0,Defensive rebound by M. Teodosić,,82,71
357,4,7:56.0,C. Williams misses 3-pt jump shot from 23 ft,,82,71
358,4,7:55.0,,Defensive rebound by Team,82,71
359,4,7:55.0,Loose ball foul by S. Dekker (drawn by J. Simmons),,82,71
360,4,7:55.0,,N. Vučević enters the game for B. Biyombo,82,71
361,4,7:55.0,L. Williams enters the game for M. Teodosić,,82,71
362,4,7:36.0,,S. Mack makes 2-pt layup from 3 ft (assist by N. Vučević),82,73
363,4,7:31.0,L. Williams makes 2-pt layup from 1 ft,,84,73
364,4,7:15.0,,N. Vučević makes 2-pt jump shot from 17 ft (assist by D. Augustin),84,75
365,4,7:06.0,,E. Payton enters the game for D. Augustin,84,75
366,4,7:06.0,D. Jordan enters the game for M. Harrell,,84,75
367,4,7:01.0,L. Williams makes 2-pt jump shot from 20 ft,,86,75
368,4,6:51.0,,Orlando full timeout,86,75
369,4,6:40.0,,Personal foul by C. Williams (drawn by J. Simmons),86,75
370,4,6:30.0,,S. Mack makes 3-pt jump shot from 25 ft (assist by E. Payton),86,78
371,4,6:14.0,S. Dekker makes 2-pt jump shot from 17 ft,,88,78
372,4,5:58.0,,J. Simmons misses 2-pt jump shot from 13 ft,88,78
373,4,5:56.0,Defensive rebound by D. Jordan,,88,78
374,4,5:41.0,S. Dekker makes 3-pt jump shot from 25 ft (assist by J. Evans),,91,78
375,4,5:28.0,,Shooting foul by J. Evans (drawn by E. Payton),91,78
376,4,5:28.0,,E. Payton misses free throw 2 of 2,91,78
377,4,5:28.0,Defensive rebound by D. Jordan,,91,78
378,4,5:28.0,,E. Payton makes free throw 1 of 2,91,79
379,4,5:16.0,D. Jordan makes 2-pt dunk from 2 ft (assist by L. Williams),,93,79
380,4,4:59.0,,N. Vučević makes 2-pt jump shot from 13 ft (assist by J. Simmons),93,81
381,4,4:38.0,L. Williams makes 3-pt jump shot from 26 ft,,96,81
382,4,4:22.0,,Shooting foul by S. Dekker (drawn by E. Payton),96,81
