,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,MEMPHIS_ACTION,WASHINGTON_SCORE,MEMPHIS_SCORE
393,4,7:52.0,,T. Evans makes 2-pt layup from 1 ft,91,80
394,4,7:51.0,Washington full timeout,,91,80
395,4,7:51.0,,M. Gasol enters the game for J. Martin,91,80
396,4,7:51.0,J. Wall enters the game for K. Oubre,,91,80
397,4,7:51.0,B. Beal enters the game for J. Meeks,,91,80
398,4,7:38.0,I. Mahinmi misses 2-pt hook shot from 7 ft,,91,80
399,4,7:35.0,,Defensive rebound by M. Gasol,91,80
400,4,7:29.0,,T. Evans misses 2-pt layup at rim (block by T. Satoranský),91,80
401,4,7:25.0,,Offensive rebound by B. Wright,91,80
402,4,7:24.0,,M. Gasol misses 3-pt jump shot from 25 ft,91,80
403,4,7:20.0,Defensive rebound by B. Beal,,91,80
404,4,7:11.0,J. Wall misses 2-pt jump shot from 15 ft,,91,80
405,4,7:08.0,Offensive rebound by T. Satoranský,,91,80
406,4,6:51.0,Turnover by M. Scott (bad pass; steal by B. McLemore),,91,80
407,4,6:40.0,,B. McLemore makes 2-pt layup at rim,91,82
408,4,6:25.0,B. Beal misses 3-pt jump shot from 25 ft,,91,82
409,4,6:19.0,Offensive rebound by J. Wall,,91,82
410,4,6:13.0,T. Satoranský misses 3-pt jump shot from 25 ft,,91,82
411,4,6:09.0,,Defensive rebound by M. Gasol,91,82
412,4,5:57.0,,Personal foul by M. Scott (drawn by M. Gasol),91,82
413,4,5:57.0,,M. Chalmers enters the game for T. Evans,91,82
414,4,5:57.0,M. Morris enters the game for I. Mahinmi,,91,82
415,4,5:57.0,M. Gortat enters the game for M. Scott,,91,82
416,4,5:45.0,,Shooting foul by M. Morris (drawn by J. Ennis),91,82
417,4,5:45.0,,J. Ennis makes free throw 1 of 2,91,83
418,4,5:45.0,,J. Ennis makes free throw 2 of 2,91,84
419,4,5:28.0,Personal foul by B. McLemore (drawn by B. Beal),,91,84
420,4,5:23.0,Shooting foul by B. McLemore (drawn by B. Beal),,91,84
421,4,5:23.0,B. Beal makes free throw 1 of 2,,92,84
422,4,5:23.0,B. Beal makes free throw 2 of 2,,93,84
423,4,5:06.0,,Turnover by J. Ennis (bad pass; steal by J. Wall),93,84
424,4,4:50.0,J. Wall misses 2-pt jump shot from 15 ft (block by J. Ennis),,93,84
425,4,4:47.0,Offensive rebound by J. Wall,,93,84
426,4,4:45.0,B. Beal misses 3-pt jump shot from 26 ft,,93,84
427,4,4:43.0,,Defensive rebound by Team,93,84
428,4,4:43.0,,J. Green enters the game for B. Wright,93,84
429,4,4:20.0,,Turnover by M. Gasol (lost ball; steal by J. Wall),93,84
430,4,4:17.0,Shooting foul by B. McLemore (drawn by B. Beal),,93,84
431,4,4:17.0,B. Beal makes free throw 1 of 2,,94,84
432,4,4:17.0,B. Beal makes free throw 2 of 2,,95,84
433,4,4:07.0,,M. Chalmers misses 3-pt jump shot from 25 ft,95,84
434,4,4:01.0,Defensive rebound by M. Morris,,95,84
435,4,3:51.0,M. Gortat misses 2-pt layup from 1 ft (block by M. Gasol),,95,84
436,4,3:48.0,,Defensive rebound by M. Chalmers,95,84
437,4,3:48.0,,Shooting foul by M. Morris (drawn by J. Ennis),95,84
438,4,3:48.0,,J. Ennis misses free throw 1 of 2,95,84
439,4,3:48.0,,Offensive rebound by Team,95,84
440,4,3:48.0,,T. Evans enters the game for B. McLemore,95,84
441,4,3:48.0,,J. Ennis makes free throw 2 of 2,95,85
442,4,3:23.0,J. Wall misses 2-pt jump shot from 16 ft,,95,85
443,4,3:19.0,,Defensive rebound by M. Chalmers,95,85
444,4,3:12.0,,T. Evans misses 3-pt jump shot from 26 ft,95,85
445,4,3:07.0,,Offensive rebound by J. Ennis,95,85
446,4,3:07.0,,J. Ennis makes 2-pt layup at rim,95,87
447,4,2:50.0,M. Gortat makes 2-pt dunk at rim (assist by J. Wall),,97,87
448,4,2:38.0,,M. Gasol makes 2-pt dunk at rim (assist by T. Evans),97,89
449,4,2:13.0,J. Wall misses 3-pt jump shot from 27 ft,,97,89
450,4,2:12.0,,Defensive rebound by Team,97,89
451,4,2:12.0,,Memphis full timeout,97,89
452,4,2:01.0,,T. Evans makes 2-pt layup at rim,97,91
453,4,1:36.0,B. Beal misses 2-pt jump shot from 17 ft,,97,91
454,4,1:36.0,Offensive rebound by Team,,97,91
455,4,1:36.0,Turnover by Team (shot clock),,97,91
456,4,1:19.0,,J. Green makes 3-pt jump shot from 23 ft (assist by M. Gasol),97,94
457,4,1:00.0,J. Wall misses 2-pt jump shot from 21 ft,,97,94
458,4,0:56.0,,Defensive rebound by M. Gasol,97,94
459,4,0:51.0,,M. Chalmers misses 2-pt jump shot from 6 ft,97,94
460,4,0:45.0,Defensive rebound by M. Morris,,97,94
461,4,0:30.0,Personal foul by T. Evans (drawn by M. Gortat),,97,94
462,4,0:30.0,M. Gortat misses free throw 1 of 2,,97,94
463,4,0:30.0,Offensive rebound by Team,,97,94
464,4,0:30.0,M. Gortat makes free throw 2 of 2,,98,94
465,4,0:30.0,,Memphis full timeout,98,94
466,4,0:30.0,,Memphis full timeout,98,94
467,4,0:27.0,,T. Evans misses 3-pt jump shot from 26 ft,98,94
468,4,0:24.0,,Offensive rebound by Team,98,94
469,4,0:20.0,,Personal foul by M. Gortat (drawn by M. Gasol),98,94
470,4,0:18.0,,T. Evans makes 3-pt jump shot from 25 ft (assist by M. Chalmers),98,97
471,4,0:17.0,Washington full timeout,,98,97
472,4,0:17.0,M. Scott enters the game for M. Gortat,,98,97
473,4,0:13.0,Personal foul by M. Chalmers (drawn by B. Beal),,98,97
474,4,0:13.0,B. Beal makes free throw 1 of 2,,99,97
475,4,0:13.0,K. Oubre enters the game for M. Scott,,99,97
476,4,0:13.0,B. Beal makes free throw 2 of 2,,100,97
477,4,0:05.0,,T. Evans misses 3-pt jump shot from 25 ft,100,97
478,4,0:03.0,Defensive rebound by M. Morris,,100,97
479,4,0:03.0,Personal foul by M. Gasol (drawn by M. Morris),,100,97
480,4,0:03.0,M. Morris makes free throw 1 of 2,,101,97
481,4,0:03.0,M. Morris makes free throw 2 of 2,,102,97
482,4,0:00.0,,T. Evans makes 3-pt jump shot from 27 ft (assist by J. Green),102,100
