,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,INDIANA_ACTION,NEW ORLEANS_SCORE,INDIANA_SCORE
387,4,3:54.0,A. Davis makes 2-pt jump shot from 3 ft,,110,105
388,4,3:38.0,,M. Turner misses 2-pt layup from 1 ft,110,105
389,4,3:35.0,Defensive rebound by A. Davis,,110,105
390,4,3:23.0,D. Cousins misses 3-pt jump shot from 27 ft,,110,105
391,4,3:21.0,,Defensive rebound by B. Bogdanović,110,105
392,4,3:11.0,,B. Bogdanović misses 2-pt jump shot from 10 ft,110,105
393,4,3:08.0,Defensive rebound by D. Cousins,,110,105
394,4,2:53.0,Turnover by D. Cousins (turnover),,110,105
395,4,2:53.0,Loose ball foul by D. Cousins (drawn by T. Young),,110,105
396,4,2:53.0,,T. Young makes free throw 1 of 2,110,106
397,4,2:53.0,,T. Young makes free throw 2 of 2,110,107
398,4,2:38.0,A. Davis misses 2-pt jump shot from 21 ft,,110,107
399,4,2:34.0,,Defensive rebound by V. Oladipo,110,107
400,4,2:31.0,,Turnover by V. Oladipo (lost ball; steal by J. Nelson),110,107
401,4,2:20.0,Shooting foul by D. Collison (drawn by J. Nelson),,110,107
402,4,2:20.0,J. Nelson misses free throw 1 of 2,,110,107
403,4,2:20.0,Offensive rebound by Team,,110,107
404,4,2:20.0,J. Nelson makes free throw 2 of 2,,111,107
405,4,2:07.0,,V. Oladipo misses 2-pt jump shot from 12 ft,111,107
406,4,2:05.0,Defensive rebound by A. Davis,,111,107
407,4,1:44.0,J. Nelson misses 2-pt jump shot from 9 ft,,111,107
408,4,1:41.0,,Defensive rebound by M. Turner,111,107
409,4,1:31.0,,D. Collison makes 3-pt jump shot from 23 ft (assist by B. Bogdanović),111,110
410,4,1:10.0,A. Davis makes 2-pt jump shot from 15 ft,,113,110
411,4,1:10.0,,Indiana full timeout,113,110
412,4,0:59.0,,B. Bogdanović makes 2-pt layup from 1 ft,113,112
413,4,0:37.0,Turnover by D. Cousins (step out of bounds),,113,112
414,4,0:28.0,,M. Turner misses 2-pt jump shot from 19 ft,113,112
415,4,0:24.0,Defensive rebound by T. Allen,,113,112
416,4,0:20.0,Personal take foul by B. Bogdanović (drawn by J. Holiday),,113,112
417,4,0:20.0,J. Holiday makes free throw 1 of 2,,114,112
418,4,0:20.0,J. Holiday misses free throw 2 of 2,,114,112
419,4,0:18.0,Offensive rebound by A. Davis,,114,112
420,4,0:18.0,New Orleans full timeout,,114,112
421,4,0:18.0,D. Miller enters the game for T. Allen,,114,112
422,4,0:16.0,Personal foul by V. Oladipo (drawn by J. Holiday),,114,112
423,4,0:16.0,J. Holiday makes free throw 1 of 2,,115,112
424,4,0:16.0,T. Allen enters the game for D. Miller,,115,112
425,4,0:16.0,,A. Poythress enters the game for B. Bogdanović,115,112
426,4,0:16.0,J. Holiday misses free throw 2 of 2,,115,112
427,4,0:15.0,Offensive rebound by D. Cousins,,115,112
428,4,0:15.0,D. Cousins makes 2-pt layup at rim,,117,112
429,4,0:15.0,,Indiana full timeout,117,112
430,4,0:15.0,,B. Bogdanović enters the game for A. Poythress,117,112
431,4,0:15.0,E. Moore enters the game for D. Cousins,,117,112
432,4,0:10.0,,V. Oladipo misses 2-pt jump shot from 12 ft,117,112
433,4,0:07.0,,Offensive rebound by M. Turner,117,112
434,4,0:07.0,,M. Turner misses 2-pt layup from 1 ft (block by A. Davis),117,112
435,4,0:07.0,Defensive rebound by T. Allen,,117,112
