,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,MIAMI_ACTION,OKLAHOMA CITY_SCORE,MIAMI_SCORE
60,1,5:54.0,,J. Winslow misses 2-pt layup from 3 ft,5,18
61,1,5:52.0,,Offensive rebound by K. Olynyk,5,18
62,1,5:51.0,,K. Olynyk makes 2-pt layup from 3 ft,5,20
63,1,5:35.0,C. Anthony misses 2-pt jump shot from 13 ft,,5,20
64,1,5:35.0,,Defensive rebound by Team,5,20
65,1,5:34.0,Á. Abrines enters the game for P. George,,5,20
66,1,5:18.0,,T. Johnson misses 3-pt jump shot from 25 ft,5,20
67,1,5:17.0,Defensive rebound by Team,,5,20
68,1,5:17.0,,D. Wade enters the game for J. Richardson,5,20
69,1,5:04.0,Turnover by R. Westbrook (bad pass; steal by T. Johnson),,5,20
70,1,4:58.0,,K. Olynyk makes 3-pt jump shot from 24 ft (assist by T. Johnson),5,23
71,1,4:47.0,Á. Abrines makes 3-pt jump shot from 25 ft (assist by R. Westbrook),,8,23
72,1,4:24.0,,Turnover by G. Dragić (bad pass; steal by C. Brewer),8,23
73,1,4:21.0,C. Brewer makes 2-pt dunk from 1 ft,,10,23
74,1,4:05.0,,D. Wade misses 2-pt jump shot from 9 ft,10,23
75,1,4:03.0,Defensive rebound by C. Brewer,,10,23
76,1,3:59.0,R. Westbrook misses 2-pt jump shot from 14 ft,,10,23
77,1,3:57.0,Offensive rebound by S. Adams,,10,23
78,1,3:54.0,Turnover by S. Adams (lost ball; steal by T. Johnson),,10,23
79,1,3:50.0,,G. Dragić misses 2-pt layup from 2 ft (block by C. Anthony),10,23
80,1,3:49.0,Defensive rebound by Á. Abrines,,10,23
81,1,3:49.0,Personal foul by K. Olynyk (drawn by Á. Abrines),,10,23
82,1,3:49.0,Á. Abrines makes free throw 1 of 2,,11,23
83,1,3:49.0,,W. Ellington enters the game for T. Johnson,11,23
84,1,3:49.0,Á. Abrines makes free throw 2 of 2,,12,23
85,1,3:29.0,,G. Dragić misses 2-pt jump shot from 13 ft,12,23
86,1,3:27.0,Defensive rebound by R. Westbrook,,12,23
87,1,3:23.0,C. Anthony makes 2-pt dunk at rim (assist by R. Westbrook),,14,23
88,1,3:23.0,,Miami full timeout,14,23
89,1,3:23.0,,J. Richardson enters the game for G. Dragić,14,23
90,1,3:12.0,,J. Winslow makes 2-pt layup at rim (assist by D. Wade),14,25
91,1,2:55.0,C. Anthony makes 2-pt jump shot from 21 ft,,16,25
92,1,2:36.0,,K. Olynyk misses 3-pt jump shot from 24 ft,16,25
93,1,2:35.0,Defensive rebound by Team,,16,25
94,1,2:35.0,R. Felton enters the game for R. Westbrook,,16,25
95,1,2:35.0,J. Grant enters the game for C. Brewer,,16,25
96,1,2:35.0,P. George enters the game for S. Adams,,16,25
97,1,2:16.0,C. Anthony misses 2-pt jump shot from 11 ft,,16,25
98,1,2:13.0,,Defensive rebound by K. Olynyk,16,25
99,1,1:57.0,,J. Richardson misses 2-pt layup from 2 ft (block by J. Grant),16,25
100,1,1:54.0,Defensive rebound by P. George,,16,25
101,1,1:36.0,R. Felton makes 3-pt jump shot from 22 ft (assist by C. Anthony),,19,25
102,1,1:15.0,,Personal foul by R. Felton (drawn by K. Olynyk),19,25
103,1,1:15.0,P. Patterson enters the game for C. Anthony,,19,25
104,1,1:07.0,,Shooting foul by P. George (drawn by D. Wade),19,25
105,1,1:07.0,,D. Wade misses free throw 1 of 2,19,25
106,1,1:07.0,,Offensive rebound by Team,19,25
107,1,1:07.0,,D. Wade makes free throw 2 of 2,19,26
108,1,0:54.0,P. George makes 2-pt jump shot from 18 ft,,21,26
109,1,0:37.0,,K. Olynyk misses 3-pt jump shot from 25 ft,21,26
110,1,0:35.0,,Offensive rebound by Team,21,26
111,1,0:31.0,,Turnover by J. Richardson (bad pass; steal by P. Patterson),21,26
112,1,0:12.0,P. George misses 2-pt jump shot from 16 ft,,21,26
113,1,0:10.0,,Defensive rebound by K. Olynyk,21,26
114,1,0:03.0,,Shooting foul by Á. Abrines (drawn by J. Richardson),21,26
115,1,0:03.0,,J. Richardson misses free throw 1 of 2,21,26
116,1,0:03.0,,Offensive rebound by Team,21,26
117,1,0:03.0,,B. Adebayo enters the game for K. Olynyk,21,26
118,1,0:03.0,,J. Richardson makes free throw 2 of 2,21,27
119,1,0:00.0,R. Felton misses 3-pt jump shot from 30 ft,,21,27
120,1,0:00.0,Offensive rebound by Team,,21,27
121,2,11:46.0,,Turnover by K. Olynyk (traveling),21,27
122,2,11:32.0,J. Grant misses 2-pt layup from 1 ft,,21,27
123,2,11:31.0,Offensive rebound by Team,,21,27
124,2,11:22.0,Shooting foul by K. Olynyk (drawn by J. Grant),,21,27
125,2,11:22.0,J. Grant makes free throw 1 of 2,,22,27
126,2,11:22.0,,B. Adebayo enters the game for K. Olynyk,22,27
127,2,11:22.0,J. Grant misses free throw 2 of 2,,22,27
128,2,11:19.0,,Defensive rebound by J. Richardson,22,27
129,2,11:06.0,,J. Richardson makes 2-pt jump shot from 15 ft (assist by D. Wade),22,29
130,2,10:49.0,J. Grant misses 2-pt dunk at rim,,22,29
131,2,10:47.0,,Defensive rebound by J. Richardson,22,29
132,2,10:37.0,,J. Winslow makes 2-pt layup from 1 ft (assist by J. Richardson),22,31
133,2,10:26.0,Shooting foul by B. Adebayo (drawn by J. Grant),,22,31
134,2,10:26.0,J. Grant makes free throw 1 of 2,,23,31
135,2,10:26.0,J. Grant makes free throw 2 of 2,,24,31
136,2,10:10.0,,Turnover by D. Wade (bad pass; steal by P. George),24,31
137,2,10:01.0,P. Patterson makes 3-pt jump shot from 22 ft (assist by P. George),,27,31
138,2,9:46.0,,J. Richardson misses 2-pt layup at rim,27,31
139,2,9:45.0,,Offensive rebound by B. Adebayo,27,31
140,2,9:43.0,,Shooting foul by J. Grant (drawn by B. Adebayo),27,31
141,2,9:43.0,,B. Adebayo makes free throw 1 of 2,27,32
142,2,9:43.0,,B. Adebayo makes free throw 2 of 2,27,33
143,2,9:33.0,Turnover by R. Felton (bad pass),,27,33
144,2,9:33.0,R. Westbrook enters the game for Á. Abrines,,27,33
145,2,9:15.0,,D. Wade misses 3-pt jump shot from 25 ft,27,33
146,2,9:12.0,Defensive rebound by R. Westbrook,,27,33
147,2,9:06.0,R. Westbrook makes 2-pt jump shot from 19 ft,,29,33
148,2,8:49.0,,Turnover by J. Winslow (step out of bounds),29,33
149,2,8:49.0,Á. Abrines enters the game for P. George,,29,33
150,2,8:37.0,P. Patterson misses 3-pt jump shot from 23 ft,,29,33
151,2,8:35.0,,Defensive rebound by D. Wade,29,33
152,2,8:28.0,,B. Adebayo misses 2-pt jump shot from 4 ft,29,33
153,2,8:25.0,Defensive rebound by R. Felton,,29,33
154,2,8:17.0,R. Felton misses 2-pt layup from 2 ft (block by D. Wade),,29,33
155,2,8:14.0,,Defensive rebound by J. Winslow,29,33
156,2,8:11.0,,D. Wade makes 2-pt layup from 1 ft (assist by W. Ellington),29,35
157,2,7:52.0,R. Westbrook makes 3-pt jump shot from 24 ft (assist by P. Patterson),,32,35
158,2,7:27.0,,Shooting foul by R. Westbrook (drawn by B. Adebayo),32,35
159,2,7:27.0,,B. Adebayo makes free throw 1 of 2,32,36
160,2,7:27.0,,J. Johnson enters the game for J. Richardson,32,36
161,2,7:27.0,,T. Johnson enters the game for D. Wade,32,36
162,2,7:27.0,C. Anthony enters the game for R. Felton,,32,36
163,2,7:27.0,C. Brewer enters the game for J. Grant,,32,36
164,2,7:27.0,,B. Adebayo makes free throw 2 of 2,32,37
165,2,7:19.0,Personal foul by W. Ellington (drawn by Á. Abrines),,32,37
166,2,7:19.0,S. Adams enters the game for Á. Abrines,,32,37
167,2,7:19.0,P. George enters the game for P. Patterson,,32,37
168,2,7:11.0,R. Westbrook misses 2-pt jump shot from 17 ft,,32,37
169,2,7:08.0,,Defensive rebound by J. Winslow,32,37
170,2,6:55.0,,J. Johnson makes 2-pt layup from 1 ft (assist by J. Winslow),32,39
171,2,6:46.0,C. Anthony misses 3-pt jump shot from 24 ft,,32,39
172,2,6:45.0,Offensive rebound by R. Westbrook,,32,39
173,2,6:34.0,R. Westbrook misses 2-pt jump shot from 11 ft,,32,39
174,2,6:32.0,,Defensive rebound by B. Adebayo,32,39
175,2,6:27.0,,T. Johnson misses 3-pt jump shot from 23 ft,32,39
176,2,6:23.0,Defensive rebound by R. Westbrook,,32,39
177,2,6:19.0,S. Adams misses 2-pt jump shot from 5 ft,,32,39
178,2,6:19.0,,Defensive rebound by Team,32,39
179,2,6:19.0,,Miami full timeout,32,39
180,2,6:19.0,,H. Whiteside enters the game for W. Ellington,32,39
181,2,6:19.0,,G. Dragić enters the game for B. Adebayo,32,39
182,2,6:08.0,,J. Johnson misses 2-pt dunk from 1 ft (block by S. Adams),32,39
183,2,6:06.0,Defensive rebound by P. George,,32,39
184,2,6:02.0,P. George misses 3-pt jump shot from 25 ft,,32,39
185,2,5:59.0,Offensive rebound by R. Westbrook,,32,39
186,2,5:52.0,P. George makes 3-pt jump shot from 24 ft (assist by R. Westbrook),,35,39
187,2,5:24.0,,H. Whiteside makes 2-pt dunk at rim (assist by G. Dragić),35,41
188,2,5:01.0,Shooting foul by T. Johnson (drawn by R. Westbrook),,35,41
189,2,5:01.0,R. Westbrook makes free throw 1 of 2,,36,41
190,2,5:01.0,R. Westbrook misses free throw 2 of 2,,36,41
191,2,4:58.0,,Defensive rebound by J. Johnson,36,41
192,2,4:42.0,,Personal foul by C. Brewer (drawn by H. Whiteside),36,41
193,2,4:36.0,Violation by C. Anthony (kicked ball),,36,41
194,2,4:21.0,,J. Winslow makes 2-pt dunk at rim (assist by T. Johnson),36,43
195,2,4:01.0,P. George makes 3-pt jump shot from 25 ft (assist by R. Westbrook),,39,43
196,2,3:40.0,,H. Whiteside makes 2-pt jump shot from 9 ft (assist by G. Dragić),39,45
197,2,3:40.0,,Shooting foul by C. Brewer (drawn by H. Whiteside),39,45
198,2,3:40.0,,H. Whiteside misses free throw 1 of 1,39,45
199,2,3:40.0,Defensive rebound by R. Westbrook,,39,45
200,2,3:34.0,R. Westbrook misses 2-pt layup from 1 ft (block by H. Whiteside),,39,45
201,2,3:32.0,,Defensive rebound by T. Johnson,39,45
202,2,3:17.0,,H. Whiteside makes 2-pt hook shot from 5 ft,39,47
203,2,3:10.0,P. George makes 3-pt jump shot from 25 ft (assist by R. Westbrook),,42,47
204,2,2:57.0,,J. Winslow misses 3-pt jump shot from 22 ft,42,47
205,2,2:56.0,Defensive rebound by Team,,42,47
206,2,2:55.0,,Loose ball foul by H. Whiteside (drawn by S. Adams),42,47
207,2,2:55.0,Oklahoma City full timeout,,42,47
208,2,2:55.0,,B. Adebayo enters the game for J. Winslow,42,47
209,2,2:55.0,,J. Richardson enters the game for H. Whiteside,42,47
210,2,2:55.0,Á. Abrines enters the game for C. Brewer,,42,47
211,2,2:55.0,S. Adams makes free throw 1 of 2,,43,47
212,2,2:55.0,S. Adams misses free throw 2 of 2,,43,47
213,2,2:52.0,,Defensive rebound by J. Johnson,43,47
214,2,2:39.0,,B. Adebayo makes 2-pt dunk at rim (assist by G. Dragić),43,49
215,2,2:19.0,C. Anthony makes 2-pt jump shot from 11 ft,,45,49
216,2,2:04.0,,G. Dragić misses 2-pt jump shot from 19 ft,45,49
217,2,2:00.0,Defensive rebound by C. Anthony,,45,49
218,2,1:56.0,C. Anthony misses 3-pt jump shot from 25 ft,,45,49
219,2,1:52.0,,Defensive rebound by B. Adebayo,45,49
220,2,1:44.0,,J. Richardson misses 3-pt jump shot from 26 ft,45,49
221,2,1:42.0,Defensive rebound by R. Westbrook,,45,49
222,2,1:36.0,R. Westbrook makes 2-pt layup from 1 ft,,47,49
223,2,1:10.0,,J. Richardson makes 2-pt jump shot from 8 ft,47,51
224,2,0:54.0,P. George misses 2-pt jump shot from 18 ft,,47,51
225,2,0:52.0,,Defensive rebound by J. Johnson,47,51
226,2,0:45.0,,G. Dragić misses 3-pt jump shot from 24 ft,47,51
227,2,0:43.0,Defensive rebound by R. Westbrook,,47,51
228,2,0:39.0,Personal foul by J. Richardson (drawn by R. Westbrook),,47,51
229,2,0:39.0,R. Westbrook makes free throw 1 of 2,,48,51
230,2,0:39.0,,D. Wade enters the game for J. Johnson,48,51
231,2,0:39.0,C. Brewer enters the game for Á. Abrines,,48,51
232,2,0:39.0,R. Westbrook makes free throw 2 of 2,,49,51
233,2,0:20.0,,B. Adebayo misses 2-pt jump shot from 6 ft,49,51
234,2,0:19.0,,Offensive rebound by D. Wade,49,51
235,2,0:17.0,,Personal foul by C. Brewer (drawn by D. Wade),49,51
236,2,0:17.0,,D. Wade makes free throw 1 of 2,49,52
237,2,0:17.0,,J. Winslow enters the game for G. Dragić,49,52
238,2,0:17.0,,D. Wade misses free throw 2 of 2,49,52
239,2,0:17.0,Defensive rebound by R. Westbrook,,49,52
240,2,0:00.0,P. George misses 3-pt jump shot from 24 ft,,49,52
241,2,0:00.0,Offensive rebound by Team,,49,52
242,3,11:46.0,,J. Johnson makes 2-pt dunk at rim (assist by G. Dragić),49,54
243,3,11:33.0,R. Westbrook misses 2-pt jump shot from 16 ft,,49,54
244,3,11:32.0,Offensive rebound by R. Westbrook,,49,54
245,3,11:29.0,C. Anthony makes 3-pt jump shot from 25 ft (assist by S. Adams),,52,54
246,3,11:00.0,,J. Richardson makes 3-pt jump shot from 26 ft (assist by T. Johnson),52,57
247,3,10:43.0,P. George makes 2-pt layup from 2 ft (assist by R. Westbrook),,54,57
248,3,10:26.0,,Turnover by G. Dragić (step out of bounds),54,57
249,3,10:14.0,Turnover by R. Westbrook (bad pass),,54,57
250,3,10:02.0,,G. Dragić misses 2-pt layup from 1 ft,54,57
251,3,10:01.0,,Offensive rebound by H. Whiteside,54,57
252,3,10:01.0,,H. Whiteside makes 2-pt layup from 4 ft,54,59
253,3,9:44.0,R. Westbrook makes 3-pt jump shot from 24 ft (assist by C. Anthony),,57,59
254,3,9:29.0,,J. Johnson makes 2-pt jump shot from 9 ft,57,61
255,3,9:17.0,P. George makes 3-pt jump shot from 25 ft (assist by R. Westbrook),,60,61
256,3,8:58.0,,T. Johnson makes 2-pt jump shot from 11 ft,60,63
257,3,8:51.0,R. Westbrook misses 2-pt layup from 2 ft,,60,63
258,3,8:44.0,,Defensive rebound by J. Richardson,60,63
259,3,8:42.0,,T. Johnson makes 2-pt layup at rim,60,65
260,3,8:42.0,Oklahoma City full timeout,,60,65
261,3,8:31.0,Shooting foul by H. Whiteside (drawn by P. George),,60,65
262,3,8:31.0,,Technical foul by H. Whiteside,60,65
263,3,8:31.0,P. George makes technical free throw,,61,65
264,3,8:31.0,P. George makes free throw 1 of 2,,62,65
265,3,8:31.0,P. George makes free throw 2 of 2,,63,65
266,3,8:17.0,,G. Dragić misses 2-pt jump shot from 11 ft,63,65
267,3,8:14.0,Defensive rebound by R. Westbrook,,63,65
268,3,8:10.0,C. Anthony misses 3-pt jump shot from 24 ft,,63,65
269,3,8:05.0,Offensive rebound by S. Adams,,63,65
270,3,8:05.0,S. Adams makes 2-pt dunk at rim,,65,65
271,3,7:49.0,,T. Johnson misses 2-pt layup from 1 ft,65,65
272,3,7:48.0,Defensive rebound by R. Westbrook,,65,65
273,3,7:42.0,Turnover by R. Westbrook (bad pass; steal by J. Richardson),,65,65
274,3,7:38.0,,J. Richardson makes 2-pt dunk at rim,65,67
275,3,7:21.0,R. Westbrook misses 3-pt jump shot from 27 ft,,65,67
276,3,7:18.0,,Defensive rebound by J. Johnson,65,67
277,3,7:16.0,Offensive charge foul by J. Johnson (drawn by R. Westbrook),,65,67
278,3,7:16.0,,Turnover by J. Johnson (offensive foul),65,67
279,3,7:02.0,P. George misses 3-pt jump shot from 25 ft,,65,67
280,3,6:59.0,,Defensive rebound by H. Whiteside,65,67
281,3,6:55.0,,H. Whiteside makes 2-pt dunk at rim (assist by J. Richardson),65,69
282,3,6:31.0,S. Adams misses 2-pt hook shot from 9 ft,,65,69
283,3,6:27.0,,Defensive rebound by H. Whiteside,65,69
284,3,6:20.0,,Turnover by T. Johnson (lost ball; steal by R. Westbrook),65,69
285,3,6:15.0,R. Westbrook misses 2-pt jump shot from 19 ft,,65,69
286,3,6:13.0,,Defensive rebound by Team,65,69
287,3,6:02.0,,J. Winslow enters the game for J. Richardson,65,69
288,3,5:58.0,,H. Whiteside misses 2-pt jump shot from 10 ft,65,69
289,3,5:55.0,Defensive rebound by R. Westbrook,,65,69
290,3,5:52.0,C. Brewer misses 3-pt jump shot from 23 ft,,65,69
291,3,5:49.0,,Defensive rebound by H. Whiteside,65,69
292,3,5:36.0,,H. Whiteside makes 2-pt layup from 1 ft (assist by G. Dragić),65,71
293,3,5:16.0,R. Westbrook misses 3-pt jump shot from 24 ft,,65,71
294,3,5:15.0,,Defensive rebound by Team,65,71
295,3,5:15.0,Loose ball foul by S. Adams (drawn by H. Whiteside),,65,71
296,3,5:15.0,J. Grant enters the game for C. Anthony,,65,71
297,3,4:53.0,,J. Johnson makes 2-pt jump shot from 9 ft,65,73
298,3,4:45.0,S. Adams makes 2-pt layup at rim (assist by R. Westbrook),,67,73
299,3,4:37.0,,Miami full timeout,67,73
300,3,4:37.0,,B. Adebayo enters the game for J. Johnson,67,73
301,3,4:37.0,,D. Wade enters the game for H. Whiteside,67,73
302,3,4:37.0,T. Ferguson enters the game for C. Brewer,,67,73
303,3,4:24.0,,Turnover by D. Wade (bad pass; steal by S. Adams),67,73
304,3,4:07.0,P. George misses 3-pt jump shot from 24 ft,,67,73
305,3,4:03.0,,Defensive rebound by T. Johnson,67,73
306,3,4:02.0,,Turnover by T. Johnson (bad pass),67,73
307,3,3:54.0,R. Westbrook makes 2-pt layup at rim,,69,73
308,3,3:28.0,,D. Wade misses 2-pt jump shot from 12 ft,69,73
309,3,3:26.0,,Offensive rebound by Team,69,73
310,3,3:26.0,Loose ball foul by T. Ferguson (drawn by B. Adebayo),,69,73
311,3,3:13.0,,J. Winslow misses 2-pt layup at rim,69,73
312,3,3:12.0,,Offensive rebound by J. Winslow,69,73
313,3,3:11.0,,T. Johnson makes 3-pt jump shot from 25 ft (assist by J. Winslow),69,76
314,3,2:47.0,R. Westbrook makes 2-pt jump shot from 6 ft,,71,76
315,3,2:33.0,,D. Wade misses 2-pt jump shot from 20 ft,71,76
316,3,2:29.0,Defensive rebound by R. Westbrook,,71,76
317,3,2:26.0,T. Ferguson makes 3-pt jump shot from 23 ft (assist by R. Westbrook),,74,76
318,3,2:05.0,,T. Johnson misses 2-pt jump shot from 12 ft,74,76
319,3,2:03.0,Defensive rebound by R. Westbrook,,74,76
320,3,1:59.0,J. Grant makes 2-pt layup at rim (assist by R. Westbrook),,76,76
321,3,1:41.0,,J. Winslow makes 2-pt layup from 1 ft,76,78
322,3,1:41.0,Violation by J. Grant (def goaltending),,76,78
323,3,1:30.0,R. Westbrook misses 3-pt jump shot from 25 ft,,76,78
324,3,1:27.0,,Defensive rebound by G. Dragić,76,78
325,3,1:18.0,,T. Johnson makes 3-pt jump shot from 22 ft (assist by G. Dragić),76,81
326,3,0:49.0,P. George misses 3-pt jump shot from 24 ft,,76,81
327,3,0:45.0,,Defensive rebound by G. Dragić,76,81
328,3,0:37.0,,G. Dragić misses 3-pt jump shot from 25 ft,76,81
329,3,0:35.0,Defensive rebound by J. Grant,,76,81
330,3,0:27.0,R. Westbrook misses 2-pt jump shot from 4 ft,,76,81
331,3,0:25.0,,Defensive rebound by B. Adebayo,76,81
332,3,0:04.0,,D. Wade misses 3-pt jump shot from 24 ft,76,81
333,3,0:01.0,Defensive rebound by R. Westbrook,,76,81
334,3,0:00.0,Turnover by P. George (lost ball; steal by D. Wade),,76,81
335,4,11:43.0,R. Felton makes 3-pt jump shot from 25 ft (assist by P. Patterson),,79,81
336,4,11:24.0,,W. Ellington makes 3-pt jump shot from 25 ft (assist by K. Olynyk),79,84
337,4,10:59.0,P. Patterson makes 3-pt jump shot from 25 ft (assist by R. Felton),,82,84
338,4,10:59.0,Shooting foul by K. Olynyk (drawn by P. Patterson),,82,84
339,4,10:59.0,P. Patterson makes free throw 1 of 1,,83,84
340,4,10:44.0,,K. Olynyk misses 2-pt layup at rim,83,84
341,4,10:41.0,Defensive rebound by J. Grant,,83,84
342,4,10:28.0,C. Brewer makes 2-pt layup from 1 ft,,85,84
343,4,10:02.0,,D. Wade misses 2-pt jump shot from 8 ft,85,84
344,4,9:59.0,Defensive rebound by C. Brewer,,85,84
345,4,9:42.0,R. Felton misses 3-pt jump shot from 26 ft,,85,84
346,4,9:39.0,,Defensive rebound by K. Olynyk,85,84
347,4,9:29.0,,J. Richardson misses 3-pt jump shot from 24 ft,85,84
348,4,9:25.0,,Offensive rebound by J. Winslow,85,84
349,4,9:24.0,,W. Ellington misses 3-pt jump shot from 25 ft,85,84
350,4,9:20.0,Defensive rebound by P. Patterson,,85,84
351,4,9:12.0,T. Ferguson misses 3-pt jump shot from 25 ft,,85,84
352,4,9:08.0,,Defensive rebound by K. Olynyk,85,84
353,4,9:04.0,,J. Winslow makes 2-pt layup at rim,85,86
354,4,8:41.0,Shooting foul by J. Richardson (drawn by J. Grant),,85,86
355,4,8:41.0,J. Grant makes free throw 1 of 2,,86,86
356,4,8:41.0,J. Grant misses free throw 2 of 2,,86,86
357,4,8:38.0,,Defensive rebound by J. Winslow,86,86
358,4,8:23.0,,W. Ellington misses 3-pt jump shot from 25 ft,86,86
359,4,8:22.0,Defensive rebound by P. Patterson,,86,86
360,4,8:22.0,Oklahoma City full timeout,,86,86
361,4,8:22.0,R. Westbrook enters the game for T. Ferguson,,86,86
362,4,8:10.0,R. Felton misses 2-pt jump shot from 13 ft,,86,86
363,4,8:05.0,,Defensive rebound by J. Winslow,86,86
364,4,7:53.0,,Turnover by D. Wade (bad pass; steal by J. Grant),86,86
365,4,7:46.0,J. Grant makes 2-pt layup at rim (assist by R. Westbrook),,88,86
366,4,7:46.0,Shooting foul by K. Olynyk (drawn by J. Grant),,88,86
367,4,7:46.0,J. Grant makes free throw 1 of 1,,89,86
368,4,7:24.0,,W. Ellington misses 3-pt jump shot from 24 ft,89,86
369,4,7:20.0,Defensive rebound by J. Grant,,89,86
370,4,7:02.0,Turnover by R. Westbrook (lost ball; steal by W. Ellington),,89,86
371,4,6:56.0,,W. Ellington misses 2-pt layup at rim (block by J. Grant),89,86
372,4,6:55.0,,Offensive rebound by J. Winslow,89,86
373,4,6:54.0,,J. Winslow makes 2-pt layup at rim,89,88
374,4,6:47.0,R. Felton makes 2-pt layup at rim (assist by C. Brewer),,91,88
375,4,6:47.0,Shooting foul by J. Winslow (drawn by R. Felton),,91,88
376,4,6:47.0,,J. Johnson enters the game for K. Olynyk,91,88
377,4,6:47.0,C. Anthony enters the game for P. Patterson,,91,88
378,4,6:47.0,R. Felton makes free throw 1 of 1,,92,88
379,4,6:42.0,,Miami full timeout,92,88
380,4,6:42.0,,G. Dragić enters the game for W. Ellington,92,88
381,4,6:42.0,,T. Johnson enters the game for D. Wade,92,88
382,4,6:42.0,P. George enters the game for R. Felton,,92,88
383,4,6:31.0,,Shooting foul by R. Westbrook (drawn by J. Johnson),92,88
384,4,6:31.0,,J. Johnson misses free throw 1 of 2,92,88
385,4,6:31.0,,Offensive rebound by Team,92,88
386,4,6:31.0,,H. Whiteside enters the game for J. Richardson,92,88
387,4,6:31.0,,J. Johnson makes free throw 2 of 2,92,89
