,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,WASHINGTON_ACTION,OKLAHOMA CITY_SCORE,WASHINGTON_SCORE
390,4,9:31.0,,O. Porter makes 2-pt jump shot from 18 ft (assist by B. Beal),78,79
391,4,9:02.0,Turnover by Team (shot clock),,78,79
392,4,9:02.0,R. Westbrook enters the game for R. Felton,,78,79
393,4,8:43.0,,Shooting foul by P. Patterson (drawn by M. Scott),78,79
394,4,8:43.0,,M. Scott makes free throw 1 of 2,78,80
395,4,8:43.0,S. Adams enters the game for J. Grant,,78,80
396,4,8:43.0,,M. Scott makes free throw 2 of 2,78,81
397,4,8:33.0,Turnover by R. Westbrook (bad pass),,78,81
398,4,8:27.0,,Shooting foul by Á. Abrines (drawn by K. Oubre),78,81
399,4,8:27.0,,K. Oubre makes free throw 1 of 2,78,82
400,4,8:27.0,,K. Oubre makes free throw 2 of 2,78,83
401,4,8:19.0,J. Huestis makes 3-pt jump shot from 22 ft (assist by R. Westbrook),,81,83
402,4,8:03.0,,B. Beal misses 2-pt jump shot from 18 ft,81,83
403,4,8:00.0,Defensive rebound by P. Patterson,,81,83
404,4,7:55.0,P. Patterson misses 3-pt jump shot from 26 ft,,81,83
405,4,7:51.0,,Defensive rebound by B. Beal,81,83
406,4,7:39.0,,Turnover by O. Porter (bad pass),81,83
407,4,7:31.0,Shooting foul by M. Scott (drawn by Á. Abrines),,81,83
408,4,7:31.0,Á. Abrines makes free throw 1 of 2,,82,83
409,4,7:31.0,,M. Morris enters the game for T. Frazier,82,83
410,4,7:31.0,C. Anthony enters the game for P. Patterson,,82,83
411,4,7:31.0,Á. Abrines makes free throw 2 of 2,,83,83
412,4,7:14.0,,B. Beal misses 2-pt jump shot from 16 ft,83,83
413,4,7:11.0,Defensive rebound by R. Westbrook,,83,83
414,4,7:08.0,R. Westbrook misses 3-pt jump shot from 25 ft,,83,83
415,4,7:04.0,,Defensive rebound by M. Scott,83,83
416,4,6:55.0,,M. Scott makes 3-pt jump shot from 26 ft (assist by B. Beal),83,86
417,4,6:43.0,Á. Abrines makes 3-pt jump shot from 26 ft (assist by R. Westbrook),,86,86
418,4,6:29.0,,Turnover by B. Beal (bad pass; steal by R. Westbrook),86,86
419,4,6:27.0,R. Westbrook misses 2-pt layup from 3 ft (block by B. Beal),,86,86
420,4,6:27.0,Offensive rebound by Team,,86,86
421,4,6:27.0,,Washington full timeout,86,86
422,4,6:24.0,Turnover by C. Anthony (bad pass; steal by O. Porter),,86,86
423,4,6:04.0,,M. Scott misses 3-pt jump shot from 26 ft,86,86
424,4,6:01.0,Defensive rebound by C. Anthony,,86,86
425,4,5:45.0,Á. Abrines misses 3-pt jump shot from 27 ft,,86,86
426,4,5:41.0,Offensive rebound by S. Adams,,86,86
427,4,5:38.0,S. Adams makes 2-pt layup from 1 ft,,88,86
428,4,5:16.0,,K. Oubre misses 2-pt layup from 3 ft (block by J. Huestis),88,86
429,4,5:13.0,Defensive rebound by Á. Abrines,,88,86
430,4,5:09.0,C. Anthony misses 2-pt jump shot from 17 ft,,88,86
431,4,5:04.0,,Defensive rebound by M. Morris,88,86
432,4,4:58.0,,K. Oubre misses 3-pt jump shot from 25 ft,88,86
433,4,4:55.0,Defensive rebound by C. Anthony,,88,86
434,4,4:46.0,C. Anthony makes 2-pt layup from 1 ft,,90,86
435,4,4:45.0,,Washington full timeout,90,86
436,4,4:45.0,,M. Gortat enters the game for K. Oubre,90,86
437,4,4:45.0,,T. Satoranský enters the game for M. Scott,90,86
438,4,4:45.0,P. George enters the game for Á. Abrines,,90,86
439,4,4:20.0,,O. Porter makes 2-pt layup at rim (assist by B. Beal),90,88
440,4,4:00.0,R. Westbrook misses 2-pt layup from 3 ft,,90,88
441,4,4:00.0,,Defensive rebound by Team,90,88
442,4,3:41.0,,M. Morris makes 2-pt jump shot from 13 ft (assist by B. Beal),90,90
443,4,3:20.0,R. Westbrook misses 3-pt jump shot from 27 ft,,90,90
444,4,3:15.0,,Defensive rebound by M. Gortat,90,90
445,4,2:55.0,,T. Satoranský misses 3-pt jump shot from 26 ft,90,90
446,4,2:51.0,Defensive rebound by S. Adams,,90,90
447,4,2:35.0,C. Anthony makes 2-pt layup from 3 ft,,92,90
448,4,2:20.0,,M. Morris makes 2-pt dunk from 2 ft (assist by T. Satoranský),92,92
449,4,1:59.0,S. Adams makes 2-pt layup from 6 ft (assist by R. Westbrook),,94,92
450,4,1:39.0,,M. Gortat misses 2-pt layup from 2 ft,94,92
451,4,1:38.0,Defensive rebound by R. Westbrook,,94,92
452,4,1:34.0,C. Anthony misses 3-pt jump shot from 25 ft,,94,92
453,4,1:30.0,,Defensive rebound by T. Satoranský,94,92
454,4,1:29.0,,Personal foul by S. Adams (drawn by B. Beal),94,92
455,4,1:22.0,,O. Porter makes 2-pt jump shot from 17 ft,94,94
456,4,1:05.0,R. Westbrook makes 2-pt layup from 2 ft,,96,94
457,4,0:56.0,,B. Beal makes 2-pt layup from 2 ft,96,96
458,4,0:39.0,Turnover by J. Huestis (bad pass; steal by T. Satoranský),,96,96
459,4,0:39.0,,Personal foul by J. Huestis (drawn by T. Satoranský),96,96
460,4,0:39.0,,T. Satoranský makes free throw 1 of 2,96,97
461,4,0:39.0,,T. Satoranský makes free throw 2 of 2,96,98
462,4,0:39.0,Oklahoma City full timeout,,96,98
463,4,0:31.0,C. Anthony misses 2-pt jump shot from 14 ft,,96,98
464,4,0:28.0,,Defensive rebound by O. Porter,96,98
465,4,0:28.0,,Personal take foul by S. Adams (drawn by O. Porter),96,98
466,4,0:28.0,,O. Porter makes free throw 1 of 2,96,99
467,4,0:28.0,,O. Porter makes free throw 2 of 2,96,100
468,4,0:28.0,Oklahoma City full timeout,,96,100
469,4,0:27.0,Personal foul by T. Satoranský (drawn by R. Westbrook),,96,100
470,4,0:24.0,C. Anthony misses 3-pt jump shot from 23 ft,,96,100
471,4,0:22.0,Offensive rebound by J. Huestis,,96,100
472,4,0:17.0,J. Huestis misses 2-pt layup from 3 ft,,96,100
473,4,0:17.0,,Defensive rebound by M. Gortat,96,100
474,4,0:17.0,,Personal foul by J. Huestis (drawn by M. Morris),96,100
475,4,0:17.0,,M. Morris makes free throw 1 of 2,96,101
476,4,0:17.0,,M. Morris makes free throw 2 of 2,96,102
477,4,0:11.0,C. Anthony misses 3-pt jump shot from 25 ft,,96,102
478,4,0:05.0,,Defensive rebound by O. Porter,96,102
