,QUARTER,TIME_REMAINING,ATLANTA_ACTION,HOUSTON_ACTION,ATLANTA_SCORE,HOUSTON_SCORE
61,1,3:43.0,T. Dorsey misses 3-pt jump shot from 25 ft,,15,24
62,1,3:40.0,,Defensive rebound by J. Johnson,15,24
63,1,3:33.0,,N. Hilário makes 2-pt layup from 3 ft (assist by J. Harden),15,26
64,1,3:12.0,Turnover by J. Magette (lost ball; steal by N. Hilário),,15,26
65,1,3:07.0,,N. Hilário misses 2-pt layup from 1 ft,15,26
66,1,3:07.0,,Offensive rebound by G. Green,15,26
67,1,3:07.0,,G. Green makes 2-pt layup at rim,15,28
68,1,3:07.0,Violation by D. Lee (def goaltending),,15,28
69,1,2:53.0,T. Prince makes 3-pt jump shot from 25 ft (assist by J. Magette),,18,28
70,1,2:40.0,,T. Ariza misses 3-pt jump shot from 26 ft,18,28
71,1,2:40.0,Defensive rebound by D. Lee,,18,28
72,1,2:30.0,D. Lee misses 2-pt jump shot from 19 ft,,18,28
73,1,2:30.0,,Defensive rebound by J. Harden,18,28
74,1,2:19.0,,J. Harden misses 3-pt jump shot from 26 ft,18,28
75,1,2:19.0,Defensive rebound by M. Muscala,,18,28
76,1,2:08.0,T. Prince misses 3-pt jump shot from 25 ft,,18,28
77,1,2:04.0,,Defensive rebound by J. Harden,18,28
78,1,1:57.0,,Turnover by N. Hilário (lost ball; steal by D. Lee),18,28
79,1,1:47.0,T. Prince misses 2-pt layup from 1 ft,,18,28
80,1,1:45.0,,Defensive rebound by G. Green,18,28
81,1,1:40.0,,J. Harden makes 2-pt layup from 2 ft,18,30
82,1,1:16.0,M. Muscala misses 2-pt jump shot from 9 ft,,18,30
83,1,1:13.0,,Defensive rebound by J. Harden,18,30
84,1,1:10.0,,T. Ariza makes 3-pt jump shot from 23 ft (assist by J. Johnson),18,33
85,1,0:50.0,J. Magette misses 3-pt jump shot from 25 ft,,18,33
86,1,0:47.0,Offensive rebound by M. Muscala,,18,33
87,1,0:47.0,M. Muscala makes 2-pt layup from 1 ft,,20,33
88,1,0:36.0,,G. Green misses 3-pt jump shot from 25 ft,20,33
89,1,0:32.0,Defensive rebound by T. Dorsey,,20,33
90,1,0:19.0,T. Dorsey misses 3-pt jump shot from 24 ft,,20,33
91,1,0:15.0,,Defensive rebound by G. Green,20,33
92,1,0:01.0,Offensive charge foul by J. Harden (drawn by D. Lee),,20,33
93,1,0:01.0,,Turnover by J. Harden (offensive foul),20,33
94,2,11:42.0,,E. Gordon misses 3-pt jump shot from 26 ft,20,33
95,2,11:40.0,Defensive rebound by J. Collins,,20,33
96,2,11:25.0,T. Dorsey makes 3-pt jump shot from 24 ft (assist by J. Collins),,23,33
97,2,11:14.0,,G. Green makes 3-pt jump shot from 22 ft (assist by E. Gordon),23,36
98,2,11:01.0,Personal foul by N. Hilário (drawn by T. Dorsey),,23,36
99,2,10:51.0,J. Magette misses 2-pt jump shot from 9 ft (block by N. Hilário),,23,36
100,2,10:48.0,,Defensive rebound by N. Hilário,23,36
101,2,10:42.0,,Turnover by E. Gordon (traveling),23,36
102,2,10:28.0,T. Dorsey misses 3-pt jump shot from 23 ft,,23,36
103,2,10:26.0,,Defensive rebound by G. Green,23,36
104,2,10:13.0,,N. Hilário misses 2-pt hook shot from 9 ft,23,36
105,2,10:09.0,Defensive rebound by T. Dorsey,,23,36
106,2,9:55.0,A. White misses 2-pt jump shot from 13 ft,,23,36
107,2,9:52.0,,Defensive rebound by N. Hilário,23,36
108,2,9:47.0,,J. Johnson misses 3-pt jump shot from 25 ft,23,36
109,2,9:45.0,Defensive rebound by J. Collins,,23,36
110,2,9:29.0,A. White misses 2-pt layup from 2 ft,,23,36
111,2,9:26.0,,Defensive rebound by J. Johnson,23,36
112,2,9:22.0,,Personal foul by J. Magette (drawn by N. Hilário),23,36
113,2,9:22.0,D. Lee enters the game for T. Dorsey,,23,36
114,2,9:22.0,I. Taylor enters the game for J. Magette,,23,36
115,2,9:22.0,D. Dedmon enters the game for M. Muscala,,23,36
116,2,9:10.0,,Turnover by P. Tucker (traveling),23,36
117,2,9:00.0,I. Taylor misses 2-pt jump shot from 12 ft,,23,36
118,2,8:58.0,,Defensive rebound by J. Johnson,23,36
119,2,8:48.0,,P. Tucker makes 3-pt jump shot from 24 ft (assist by J. Johnson),23,39
120,2,8:22.0,A. White misses 3-pt jump shot from 25 ft (block by E. Gordon),,23,39
121,2,8:18.0,,Defensive rebound by G. Green,23,39
122,2,8:16.0,,G. Green makes 2-pt layup from 2 ft,23,41
123,2,7:57.0,Turnover by D. Lee (bad pass; steal by E. Gordon),,23,41
124,2,7:52.0,,G. Green makes 3-pt jump shot from 26 ft (assist by E. Gordon),23,44
125,2,7:50.0,Atlanta full timeout,,23,44
126,2,7:50.0,,C. Capela enters the game for N. Hilário,23,44
127,2,7:50.0,T. Prince enters the game for A. White,,23,44
128,2,7:38.0,T. Prince makes 2-pt layup from 1 ft (assist by I. Taylor),,25,44
129,2,7:14.0,,J. Johnson misses 2-pt jump shot from 18 ft,25,44
130,2,7:11.0,Defensive rebound by D. Lee,,25,44
131,2,6:50.0,T. Prince makes 2-pt layup at rim,,27,44
132,2,6:43.0,,Personal foul by I. Taylor (drawn by E. Gordon),27,44
133,2,6:35.0,,J. Johnson makes 3-pt jump shot from 24 ft (assist by E. Gordon),27,47
134,2,6:15.0,I. Taylor makes 3-pt jump shot from 25 ft,,30,47
135,2,6:03.0,,Shooting foul by D. Lee (drawn by E. Gordon),30,47
136,2,6:03.0,,E. Gordon makes free throw 1 of 2,30,48
137,2,6:03.0,,J. Harden enters the game for G. Green,30,48
138,2,6:03.0,A. White enters the game for D. Lee,,30,48
139,2,6:03.0,M. Muscala enters the game for J. Collins,,30,48
140,2,6:03.0,,E. Gordon makes free throw 2 of 2,30,49
141,2,5:50.0,Def 3 sec tech foul by J. Harden,,30,49
142,2,5:50.0,T. Prince makes technical free throw,,31,49
143,2,5:44.0,Turnover by D. Dedmon (bad pass; steal by C. Capela),,31,49
144,2,5:35.0,,J. Johnson makes 3-pt jump shot from 25 ft (assist by J. Harden),31,52
145,2,5:21.0,Turnover by I. Taylor (out of bounds lost ball),,31,52
146,2,5:10.0,,E. Gordon makes 3-pt jump shot from 26 ft (assist by J. Harden),31,55
147,2,4:55.0,T. Prince makes 2-pt jump shot from 8 ft,,33,55
148,2,4:39.0,,C. Capela makes 2-pt dunk from 1 ft (assist by J. Harden),33,57
149,2,4:39.0,Atlanta full timeout,,33,57
150,2,4:39.0,,T. Ariza enters the game for J. Johnson,33,57
151,2,4:39.0,T. Dorsey enters the game for A. White,,33,57
152,2,4:18.0,M. Muscala makes 2-pt layup from 1 ft (assist by T. Prince),,35,57
153,2,4:01.0,,Turnover by E. Gordon (bad pass; steal by T. Prince),35,57
154,2,3:57.0,T. Prince makes 2-pt layup from 1 ft,,37,57
155,2,3:47.0,,T. Ariza misses 3-pt jump shot from 25 ft,37,57
156,2,3:43.0,Defensive rebound by M. Muscala,,37,57
157,2,3:31.0,I. Taylor makes 2-pt layup from 1 ft,,39,57
158,2,3:11.0,,P. Tucker makes 3-pt jump shot from 25 ft (assist by E. Gordon),39,60
159,2,2:50.0,T. Cavanaugh enters the game for D. Dedmon,,39,60
160,2,2:44.0,I. Taylor misses 3-pt jump shot from 29 ft,,39,60
161,2,2:41.0,,Defensive rebound by J. Harden,39,60
162,2,2:36.0,,T. Ariza misses 2-pt layup at rim,39,60
163,2,2:36.0,,Offensive rebound by C. Capela,39,60
164,2,2:33.0,,C. Capela makes 2-pt hook shot from 7 ft,39,62
165,2,2:14.0,M. Muscala misses 2-pt jump shot from 15 ft,,39,62
166,2,2:12.0,,Defensive rebound by J. Harden,39,62
167,2,2:08.0,,P. Tucker makes 3-pt jump shot from 22 ft (assist by J. Harden),39,65
168,2,1:50.0,T. Dorsey misses 2-pt jump shot from 10 ft,,39,65
169,2,1:47.0,Offensive rebound by T. Cavanaugh,,39,65
170,2,1:46.0,T. Cavanaugh misses 2-pt layup from 2 ft,,39,65
171,2,1:44.0,Offensive rebound by T. Dorsey,,39,65
172,2,1:42.0,T. Dorsey makes 2-pt layup at rim,,41,65
173,2,1:30.0,,T. Ariza misses 3-pt jump shot from 25 ft,41,65
174,2,1:26.0,Defensive rebound by I. Taylor,,41,65
175,2,1:22.0,Shooting foul by J. Harden (drawn by I. Taylor),,41,65
176,2,1:22.0,I. Taylor misses free throw 1 of 2,,41,65
177,2,1:22.0,Offensive rebound by Team,,41,65
178,2,1:22.0,I. Taylor makes free throw 2 of 2,,42,65
179,2,1:07.0,,P. Tucker misses 3-pt jump shot from 22 ft,42,65
180,2,1:04.0,,Offensive rebound by C. Capela,42,65
181,2,1:03.0,,J. Harden misses 3-pt jump shot from 26 ft,42,65
182,2,0:59.0,Defensive rebound by T. Cavanaugh,,42,65
183,2,0:49.0,I. Taylor misses 2-pt jump shot from 15 ft,,42,65
184,2,0:46.0,,Defensive rebound by E. Gordon,42,65
185,2,0:42.0,,C. Capela makes 2-pt dunk from 2 ft (assist by J. Harden),42,67
186,2,0:35.0,T. Prince makes 3-pt jump shot from 26 ft,,45,67
187,2,0:31.0,,J. Harden misses 3-pt jump shot from 26 ft,45,67
188,2,0:28.0,Defensive rebound by T. Prince,,45,67
189,2,0:17.0,Turnover by T. Cavanaugh (bad pass),,45,67
190,2,0:00.0,,J. Harden misses 2-pt layup at rim,45,67
191,2,0:00.0,,Offensive rebound by C. Capela,45,67
192,2,0:00.0,,C. Capela makes 2-pt layup at rim,45,69
193,3,11:48.0,,J. Harden misses 2-pt layup from 1 ft,45,69
194,3,11:46.0,Defensive rebound by J. Collins,,45,69
195,3,11:42.0,D. Dedmon makes 2-pt dunk from 2 ft (assist by I. Taylor),,47,69
196,3,11:29.0,,T. Ariza misses 3-pt jump shot from 23 ft,47,69
197,3,11:27.0,,Offensive rebound by Team,47,69
198,3,11:18.0,,Turnover by J. Harden (bad pass; steal by I. Taylor),47,69
199,3,11:13.0,D. Lee misses 3-pt jump shot from 25 ft,,47,69
200,3,11:08.0,,Defensive rebound by C. Capela,47,69
201,3,11:02.0,,P. Tucker misses 3-pt jump shot from 22 ft,47,69
202,3,11:00.0,Defensive rebound by Team,,47,69
203,3,10:40.0,D. Lee misses 2-pt layup from 4 ft (block by C. Capela),,47,69
204,3,10:37.0,,Defensive rebound by J. Harden,47,69
205,3,10:32.0,,E. Gordon makes 3-pt jump shot from 24 ft,47,72
206,3,10:10.0,I. Taylor makes 3-pt jump shot from 24 ft,,50,72
207,3,9:53.0,,Personal foul by I. Taylor (drawn by E. Gordon),50,72
208,3,9:46.0,,P. Tucker misses 3-pt jump shot from 25 ft,50,72
209,3,9:44.0,Defensive rebound by D. Lee,,50,72
210,3,9:29.0,Turnover by J. Collins (turnover),,50,72
211,3,9:19.0,,J. Harden misses 3-pt jump shot from 26 ft,50,72
212,3,9:16.0,Defensive rebound by D. Dedmon,,50,72
213,3,9:07.0,T. Prince makes 2-pt layup from 2 ft (assist by I. Taylor),,52,72
214,3,8:50.0,,C. Capela makes 2-pt layup at rim (assist by J. Harden),52,74
215,3,8:30.0,I. Taylor makes 2-pt layup from 2 ft,,54,74
216,3,8:17.0,,E. Gordon misses 3-pt jump shot from 26 ft,54,74
217,3,8:14.0,Defensive rebound by D. Lee,,54,74
218,3,8:09.0,D. Lee misses 3-pt jump shot from 25 ft,,54,74
219,3,8:07.0,,Defensive rebound by T. Ariza,54,74
220,3,8:00.0,,J. Harden misses 3-pt jump shot from 27 ft,54,74
221,3,7:57.0,Defensive rebound by J. Collins,,54,74
222,3,7:53.0,Atlanta full timeout,,54,74
223,3,7:47.0,Turnover by J. Collins (traveling),,54,74
224,3,7:34.0,,J. Harden makes 2-pt layup from 2 ft,54,76
225,3,7:16.0,Shooting foul by T. Ariza (drawn by T. Prince),,54,76
226,3,7:16.0,T. Prince makes free throw 1 of 2,,55,76
227,3,7:16.0,T. Prince makes free throw 2 of 2,,56,76
228,3,7:05.0,,Personal foul by D. Dedmon (drawn by P. Tucker),56,76
229,3,7:05.0,,G. Green enters the game for P. Tucker,56,76
230,3,6:51.0,,E. Gordon misses 3-pt jump shot from 26 ft,56,76
231,3,6:46.0,Defensive rebound by J. Collins,,56,76
232,3,6:37.0,Turnover by T. Prince (bad pass; steal by J. Harden),,56,76
233,3,6:25.0,,E. Gordon makes 2-pt layup at rim,56,78
234,3,6:07.0,J. Collins misses 2-pt dunk from 2 ft,,56,78
235,3,6:05.0,,Defensive rebound by J. Harden,56,78
236,3,6:02.0,,T. Ariza misses 2-pt layup from 1 ft,56,78
237,3,6:02.0,Defensive rebound by D. Dedmon,,56,78
238,3,5:56.0,J. Collins makes 2-pt dunk from 1 ft (assist by D. Dedmon),,58,78
239,3,5:40.0,,Turnover by C. Capela (offensive goaltending),58,78
240,3,5:40.0,,J. Johnson enters the game for E. Gordon,58,78
241,3,5:40.0,M. Muscala enters the game for J. Collins,,58,78
242,3,5:30.0,I. Taylor makes 2-pt layup from 2 ft,,60,78
243,3,5:08.0,,J. Johnson misses 3-pt jump shot from 25 ft,60,78
244,3,5:05.0,Defensive rebound by T. Prince,,60,78
245,3,5:01.0,T. Prince makes 2-pt layup at rim,,62,78
246,3,4:49.0,,Personal foul by D. Lee (drawn by J. Harden),62,78
247,3,4:49.0,T. Dorsey enters the game for D. Lee,,62,78
248,3,4:33.0,,J. Harden misses 2-pt layup at rim (block by D. Dedmon),62,78
249,3,4:33.0,,Offensive rebound by Team,62,78
250,3,4:32.0,,Turnover by T. Ariza (bad pass; steal by T. Prince),62,78
251,3,4:27.0,D. Dedmon misses 3-pt jump shot from 23 ft,,62,78
252,3,4:24.0,,Defensive rebound by T. Ariza,62,78
253,3,4:08.0,,J. Harden makes 3-pt jump shot from 23 ft,62,81
254,3,3:47.0,D. Dedmon misses 3-pt jump shot from 23 ft,,62,81
255,3,3:44.0,Offensive rebound by M. Muscala,,62,81
256,3,3:42.0,D. Dedmon makes 2-pt dunk from 1 ft (assist by M. Muscala),,64,81
257,3,3:26.0,,Personal foul by I. Taylor (drawn by T. Ariza),64,81
258,3,3:26.0,,N. Hilário enters the game for C. Capela,64,81
259,3,3:26.0,A. White enters the game for D. Dedmon,,64,81
260,3,3:26.0,J. Magette enters the game for I. Taylor,,64,81
261,3,3:20.0,,J. Harden makes 2-pt dunk from 1 ft (assist by N. Hilário),64,83
262,3,3:02.0,T. Prince misses 2-pt layup from 1 ft,,64,83
263,3,2:59.0,Offensive rebound by T. Prince,,64,83
264,3,2:58.0,M. Muscala makes 2-pt layup from 2 ft (assist by T. Prince),,66,83
265,3,2:48.0,,T. Ariza misses 2-pt layup from 1 ft,66,83
266,3,2:46.0,Defensive rebound by M. Muscala,,66,83
267,3,2:41.0,M. Muscala makes 2-pt dunk from 1 ft (assist by J. Magette),,68,83
268,3,2:19.0,,J. Harden makes 2-pt jump shot from 12 ft,68,85
269,3,1:56.0,T. Prince makes 3-pt jump shot from 25 ft (assist by M. Muscala),,71,85
270,3,1:42.0,,G. Green makes 2-pt dunk at rim (assist by J. Harden),71,87
271,3,1:16.0,J. Magette misses 3-pt jump shot from 24 ft,,71,87
272,3,1:10.0,,Defensive rebound by J. Harden,71,87
273,3,1:08.0,,J. Harden makes 2-pt dunk at rim,71,89
274,3,0:52.0,Personal foul by N. Hilário (drawn by A. White),,71,89
275,3,0:52.0,,Houston full timeout,71,89
276,3,0:52.0,,E. Gordon enters the game for T. Ariza,71,89
277,3,0:41.0,T. Dorsey misses 2-pt layup at rim,,71,89
278,3,0:39.0,,Defensive rebound by J. Harden,71,89
279,3,0:34.0,,Personal foul by J. Magette (drawn by J. Harden),71,89
280,3,0:34.0,,J. Harden makes free throw 1 of 2,71,90
281,3,0:34.0,,J. Harden makes free throw 2 of 2,71,91
282,3,0:28.0,M. Muscala misses 3-pt jump shot from 28 ft,,71,91
283,3,0:24.0,,Defensive rebound by G. Green,71,91
284,3,0:08.0,,G. Green makes 3-pt jump shot from 25 ft (assist by J. Harden),71,94
285,3,0:00.0,M. Muscala makes 3-pt jump shot from 27 ft (assist by J. Magette),,74,94
286,4,11:43.0,D. Lee misses 3-pt jump shot from 23 ft,,74,94
287,4,11:40.0,Offensive rebound by Team,,74,94
288,4,11:33.0,Personal foul by J. Johnson (drawn by M. Muscala),,74,94
289,4,11:19.0,D. Lee makes 2-pt layup from 2 ft (assist by T. Dorsey),,76,94
290,4,10:59.0,,G. Green misses 3-pt jump shot from 25 ft,76,94
291,4,10:56.0,Defensive rebound by J. Collins,,76,94
292,4,10:45.0,J. Magette misses 3-pt jump shot from 27 ft,,76,94
293,4,10:42.0,,Defensive rebound by N. Hilário,76,94
294,4,10:37.0,,P. Tucker misses 3-pt jump shot from 22 ft,76,94
295,4,10:34.0,Defensive rebound by J. Magette,,76,94
296,4,10:23.0,T. Dorsey misses 3-pt jump shot from 26 ft,,76,94
297,4,10:21.0,,Defensive rebound by Team,76,94
298,4,10:21.0,D. Dedmon enters the game for M. Muscala,,76,94
299,4,10:13.0,,E. Gordon makes 2-pt jump shot from 16 ft,76,96
300,4,9:54.0,J. Collins makes 2-pt layup from 1 ft (assist by D. Lee),,78,96
301,4,9:31.0,,G. Green misses 3-pt jump shot from 22 ft,78,96
302,4,9:28.0,Defensive rebound by J. Collins,,78,96
303,4,9:16.0,T. Dorsey misses 2-pt layup at rim,,78,96
304,4,9:16.0,,Defensive rebound by Team,78,96
305,4,9:16.0,I. Taylor enters the game for J. Magette,,78,96
306,4,9:01.0,,J. Johnson makes 2-pt jump shot from 10 ft (assist by G. Green),78,98
307,4,8:45.0,Shooting foul by N. Hilário (drawn by J. Collins),,78,98
308,4,8:45.0,J. Collins makes free throw 1 of 2,,79,98
309,4,8:45.0,,C. Capela enters the game for N. Hilário,79,98
310,4,8:45.0,T. Prince enters the game for D. Lee,,79,98
311,4,8:45.0,J. Collins makes free throw 2 of 2,,80,98
312,4,8:29.0,,P. Tucker misses 3-pt jump shot from 23 ft,80,98
313,4,8:25.0,Defensive rebound by T. Dorsey,,80,98
314,4,8:18.0,T. Prince misses 3-pt jump shot from 25 ft,,80,98
315,4,8:15.0,,Defensive rebound by J. Johnson,80,98
316,4,8:09.0,,J. Johnson misses 2-pt jump shot from 8 ft,80,98
317,4,8:05.0,Defensive rebound by D. Dedmon,,80,98
318,4,7:58.0,T. Dorsey misses 3-pt jump shot from 25 ft,,80,98
319,4,7:52.0,,Defensive rebound by C. Capela,80,98
320,4,7:45.0,,G. Green makes 3-pt jump shot from 25 ft,80,101
321,4,7:31.0,Personal foul by P. Tucker (drawn by J. Collins),,80,101
322,4,7:18.0,I. Taylor misses 3-pt jump shot from 26 ft,,80,101
323,4,7:13.0,D. Dedmon misses 2-pt layup from 1 ft,,80,101
324,4,7:13.0,Offensive rebound by D. Dedmon,,80,101
325,4,7:13.0,Offensive rebound by D. Dedmon,,80,101
326,4,7:12.0,D. Dedmon makes 2-pt layup from 1 ft,,82,101
327,4,7:04.0,,Personal foul by I. Taylor (drawn by E. Gordon),82,101
328,4,7:04.0,M. Muscala enters the game for J. Collins,,82,101
329,4,6:58.0,,E. Gordon makes 2-pt layup from 1 ft,82,103
330,4,6:46.0,T. Dorsey makes 3-pt jump shot from 25 ft (assist by M. Muscala),,85,103
331,4,6:39.0,,Personal foul by T. Dorsey (drawn by J. Johnson),85,103
332,4,6:39.0,,Houston full timeout,85,103
333,4,6:39.0,,T. Ariza enters the game for P. Tucker,85,103
334,4,6:29.0,,E. Gordon makes 2-pt layup from 1 ft (assist by J. Johnson),85,105
335,4,6:15.0,Turnover by T. Prince (bad pass),,85,105
336,4,5:59.0,,J. Johnson misses 3-pt jump shot from 25 ft,85,105
337,4,5:56.0,Defensive rebound by T. Prince,,85,105
338,4,5:43.0,I. Taylor makes 2-pt layup from 1 ft,,87,105
339,4,5:34.0,,T. Ariza misses 3-pt jump shot from 23 ft,87,105
340,4,5:31.0,Defensive rebound by D. Dedmon,,87,105
341,4,5:28.0,Shooting foul by G. Green (drawn by I. Taylor),,87,105
342,4,5:28.0,I. Taylor makes free throw 1 of 2,,88,105
343,4,5:28.0,,T. Black enters the game for C. Capela,88,105
344,4,5:28.0,D. Lee enters the game for T. Dorsey,,88,105
345,4,5:28.0,I. Taylor makes free throw 2 of 2,,89,105
346,4,5:08.0,,G. Green makes 3-pt jump shot from 25 ft (assist by J. Johnson),89,108
347,4,4:48.0,T. Prince misses 3-pt jump shot from 25 ft,,89,108
348,4,4:45.0,,Defensive rebound by T. Black,89,108
349,4,4:40.0,,E. Gordon misses 3-pt jump shot from 26 ft,89,108
350,4,4:37.0,Defensive rebound by D. Lee,,89,108
351,4,4:26.0,Turnover by M. Muscala (out of bounds lost ball),,89,108
352,4,4:18.0,,T. Ariza misses 3-pt jump shot from 23 ft,89,108
353,4,4:15.0,Defensive rebound by M. Muscala,,89,108
354,4,4:07.0,D. Lee makes 2-pt jump shot from 2 ft,,91,108
355,4,3:52.0,,T. Ariza misses 3-pt jump shot from 25 ft,91,108
356,4,3:50.0,Defensive rebound by D. Dedmon,,91,108
357,4,3:38.0,I. Taylor misses 2-pt layup from 1 ft,,91,108
358,4,3:37.0,,Defensive rebound by E. Gordon,91,108
359,4,3:31.0,,E. Gordon makes 3-pt jump shot from 25 ft (assist by G. Green),91,111
360,4,3:29.0,Atlanta full timeout,,91,111
361,4,3:29.0,,Z. Qi enters the game for T. Ariza,91,111
362,4,3:29.0,,R. Hunter enters the game for E. Gordon,91,111
363,4,3:29.0,A. White enters the game for T. Prince,,91,111
364,4,3:29.0,J. Magette enters the game for D. Dedmon,,91,111
365,4,3:29.0,T. Cavanaugh enters the game for I. Taylor,,91,111
366,4,3:29.0,T. Dorsey enters the game for D. Lee,,91,111
367,4,3:18.0,Personal foul by T. Black (drawn by M. Muscala),,91,111
368,4,3:18.0,M. Muscala makes free throw 1 of 2,,92,111
369,4,3:18.0,M. Muscala makes free throw 2 of 2,,93,111
370,4,3:05.0,,G. Green makes 2-pt dunk at rim (assist by T. Black),93,113
371,4,2:47.0,Turnover by T. Dorsey (bad pass; steal by G. Green),,93,113
372,4,2:42.0,,Turnover by G. Green (bad pass),93,113
373,4,2:17.0,T. Dorsey misses 2-pt jump shot from 22 ft,,93,113
374,4,2:13.0,,Defensive rebound by T. Black,93,113
375,4,2:06.0,,Shooting foul by T. Dorsey (drawn by J. Johnson),93,113
376,4,2:06.0,,J. Johnson makes free throw 1 of 2,93,114
377,4,2:06.0,,J. Johnson misses free throw 2 of 2,93,114
378,4,1:59.0,,Z. Qi misses 2-pt layup at rim,93,114
379,4,1:59.0,,Offensive rebound by Z. Qi,93,114
380,4,1:59.0,,Offensive rebound by Z. Qi,93,114
381,4,1:59.0,,Z. Qi makes 2-pt layup at rim,93,116
382,4,1:44.0,M. Muscala misses 3-pt jump shot from 25 ft,,93,116
383,4,1:41.0,,Defensive rebound by G. Green,93,116
384,4,1:35.0,,G. Green makes 2-pt layup at rim,93,118
385,4,1:23.0,T. Dorsey makes 3-pt jump shot from 25 ft (assist by J. Magette),,96,118
386,4,1:13.0,,Turnover by J. Johnson (bad pass; steal by J. Magette),96,118
387,4,1:08.0,T. Dorsey makes 3-pt jump shot from 25 ft (assist by J. Magette),,99,118
