,QUARTER,TIME_REMAINING,UTAH_ACTION,PHOENIX_ACTION,UTAH_SCORE,PHOENIX_SCORE
100,2,11:43.0,Offensive rebound by D. Favors,,28,23
101,2,11:39.0,Personal block foul by J. Dudley (drawn by A. Burks),,28,23
102,2,11:31.0,R. Rubio misses 2-pt jump shot from 12 ft,,28,23
103,2,11:29.0,,Defensive rebound by T. Daniels,28,23
104,2,11:08.0,,T. Ulis misses 3-pt jump shot from 22 ft,28,23
105,2,11:05.0,Defensive rebound by R. O'Neale,,28,23
106,2,10:50.0,R. Rubio misses 2-pt jump shot from 11 ft,,28,23
107,2,10:48.0,,Defensive rebound by Team,28,23
108,2,10:48.0,,D. Booker enters the game for D. House,28,23
109,2,10:28.0,,D. Booker misses 2-pt jump shot from 10 ft,28,23
110,2,10:25.0,Defensive rebound by R. Rubio,,28,23
111,2,10:06.0,J. Johnson makes 2-pt jump shot from 3 ft (assist by R. Rubio),,30,23
112,2,9:51.0,,D. Booker misses 2-pt layup from 2 ft,30,23
113,2,9:49.0,,Offensive rebound by D. Booker,30,23
114,2,9:47.0,,T. Ulis makes 2-pt jump shot from 13 ft (assist by D. Booker),30,25
115,2,9:31.0,R. O'Neale makes 2-pt layup at rim (assist by R. Rubio),,32,25
116,2,9:25.0,,D. Booker misses 3-pt jump shot from 24 ft,32,25
117,2,9:22.0,Defensive rebound by R. Rubio,,32,25
118,2,9:08.0,J. Johnson makes 2-pt jump shot from 5 ft,,34,25
119,2,8:50.0,,Turnover by D. Bender (bad pass; steal by R. O'Neale),34,25
120,2,8:47.0,R. O'Neale makes 2-pt layup at rim,,36,25
121,2,8:47.0,,Phoenix full timeout,36,25
122,2,8:47.0,,M. Chriss enters the game for J. Dudley,36,25
123,2,8:47.0,,J. Jackson enters the game for T. Daniels,36,25
124,2,8:47.0,D. Mitchell enters the game for A. Burks,,36,25
125,2,8:31.0,,Shooting foul by R. O'Neale (drawn by M. Chriss),36,25
126,2,8:31.0,,M. Chriss misses free throw 1 of 2,36,25
127,2,8:31.0,,Offensive rebound by Team,36,25
128,2,8:31.0,,M. Chriss makes free throw 2 of 2,36,26
129,2,8:17.0,Turnover by D. Mitchell (bad pass; steal by M. Chriss),,36,26
130,2,8:15.0,,Personal foul by R. O'Neale (drawn by D. Booker),36,26
131,2,8:15.0,R. Gobert enters the game for D. Favors,,36,26
132,2,8:15.0,,T. Chandler enters the game for D. Bender,36,26
133,2,7:59.0,,J. Jackson makes 2-pt jump shot from 6 ft,36,28
134,2,7:43.0,R. O'Neale misses 2-pt jump shot from 9 ft,,36,28
135,2,7:41.0,,Defensive rebound by M. Chriss,36,28
136,2,7:28.0,,T. Ulis misses 2-pt jump shot from 9 ft,36,28
137,2,7:24.0,Defensive rebound by R. O'Neale,,36,28
138,2,7:11.0,R. O'Neale misses 3-pt jump shot from 25 ft,,36,28
139,2,7:08.0,,Defensive rebound by T. Ulis,36,28
140,2,6:52.0,,D. Booker misses 3-pt jump shot from 24 ft,36,28
141,2,6:49.0,Defensive rebound by R. Rubio,,36,28
142,2,6:28.0,R. Rubio makes 3-pt jump shot from 25 ft (assist by J. Johnson),,39,28
143,2,6:09.0,,M. Chriss misses 2-pt hook shot from 9 ft,39,28
144,2,6:06.0,Defensive rebound by R. O'Neale,,39,28
145,2,5:58.0,D. Mitchell misses 2-pt layup from 4 ft (block by D. Booker),,39,28
146,2,5:58.0,,Defensive rebound by Team,39,28
147,2,5:58.0,,T. Warren enters the game for T. Ulis,39,28
148,2,5:58.0,J. Ingles enters the game for R. O'Neale,,39,28
149,2,5:37.0,,J. Jackson misses 2-pt layup at rim,39,28
150,2,5:33.0,,Offensive rebound by T. Chandler,39,28
151,2,5:33.0,,T. Chandler makes 2-pt layup at rim,39,30
152,2,5:16.0,R. Gobert makes 2-pt layup from 1 ft (assist by R. Rubio),,41,30
153,2,5:07.0,,J. Jackson misses 3-pt jump shot from 23 ft,41,30
154,2,5:04.0,,Offensive rebound by D. Booker,41,30
155,2,5:03.0,,J. Jackson makes 3-pt jump shot from 23 ft (assist by D. Booker),41,33
156,2,4:48.0,D. Mitchell makes 3-pt jump shot from 25 ft (assist by R. Rubio),,44,33
157,2,4:48.0,Shooting foul by D. Booker (drawn by D. Mitchell),,44,33
158,2,4:48.0,D. Favors enters the game for J. Johnson,,44,33
159,2,4:48.0,D. Mitchell makes free throw 1 of 1,,45,33
160,2,4:31.0,,Turnover by M. Chriss (lost ball; steal by R. Rubio),45,33
161,2,4:26.0,D. Mitchell makes 2-pt layup at rim (assist by R. Rubio),,47,33
162,2,4:13.0,,Offensive foul by D. Booker (drawn by R. Rubio),47,33
163,2,4:13.0,,Turnover by D. Booker (offensive foul),47,33
164,2,4:13.0,,T. Ulis enters the game for D. Booker,47,33
165,2,4:13.0,,T. Daniels enters the game for T. Warren,47,33
166,2,3:56.0,R. Rubio misses 2-pt layup from 1 ft,,47,33
167,2,3:55.0,,Defensive rebound by M. Chriss,47,33
168,2,3:48.0,,J. Jackson misses 2-pt jump shot from 18 ft,47,33
169,2,3:44.0,Defensive rebound by R. Gobert,,47,33
170,2,3:39.0,,Violation by T. Daniels (kicked ball),47,33
171,2,3:39.0,Utah full timeout,,47,33
172,2,3:39.0,,T. Warren enters the game for J. Jackson,47,33
173,2,3:37.0,D. Mitchell makes 3-pt jump shot from 26 ft (assist by R. Rubio),,50,33
174,2,3:19.0,,Turnover by M. Chriss (lost ball; steal by D. Mitchell),50,33
175,2,3:13.0,R. Rubio makes 3-pt jump shot from 26 ft (assist by J. Ingles),,53,33
176,2,2:59.0,,Offensive foul by M. Chriss (drawn by D. Mitchell),53,33
177,2,2:59.0,,Turnover by M. Chriss (offensive foul),53,33
178,2,2:59.0,,D. Bender enters the game for M. Chriss,53,33
179,2,2:59.0,,D. Booker enters the game for T. Ulis,53,33
180,2,2:45.0,R. Gobert misses 2-pt layup from 2 ft,,53,33
181,2,2:45.0,,Defensive rebound by D. Booker,53,33
182,2,2:45.0,,Personal foul by R. Rubio (drawn by D. Booker),53,33
183,2,2:31.0,,D. Bender makes 3-pt jump shot from 22 ft (assist by T. Warren),53,36
184,2,2:19.0,J. Ingles makes 3-pt jump shot from 25 ft (assist by R. Rubio),,56,36
185,2,2:09.0,,Personal foul by R. Rubio (drawn by D. Booker),56,36
186,2,1:57.0,,Turnover by D. Booker (bad pass; steal by R. Rubio),56,36
187,2,1:48.0,R. Rubio misses 2-pt jump shot from 13 ft,,56,36
188,2,1:45.0,,Defensive rebound by D. Bender,56,36
189,2,1:36.0,,T. Daniels misses 3-pt jump shot from 25 ft,56,36
190,2,1:34.0,Defensive rebound by R. Rubio,,56,36
191,2,1:30.0,Personal foul by T. Daniels (drawn by R. Gobert),,56,36
192,2,1:22.0,D. Favors misses 2-pt hook shot from 4 ft,,56,36
193,2,1:20.0,,Defensive rebound by T. Chandler,56,36
194,2,1:12.0,,T. Chandler makes 2-pt dunk at rim (assist by D. Booker),56,38
195,2,0:51.0,D. Mitchell makes 2-pt layup from 10 ft,,58,38
196,2,0:51.0,Shooting foul by D. Bender (drawn by D. Mitchell),,58,38
197,2,0:51.0,D. Mitchell makes free throw 1 of 1,,59,38
198,2,0:39.0,,D. Booker misses 3-pt jump shot from 25 ft,59,38
199,2,0:35.0,Defensive rebound by D. Favors,,59,38
200,2,0:24.0,D. Favors misses 3-pt jump shot from 23 ft,,59,38
201,2,0:22.0,,Defensive rebound by Team,59,38
202,2,0:09.0,,D. Booker makes 2-pt layup at rim,59,40
203,2,0:02.0,J. Ingles makes 3-pt jump shot from 28 ft (assist by D. Mitchell),,62,40
204,3,11:47.0,D. Favors misses 2-pt layup at rim,,62,40
205,3,11:44.0,Offensive rebound by D. Favors,,62,40
206,3,11:44.0,D. Favors makes 2-pt layup at rim,,64,40
207,3,11:27.0,,D. Booker misses 2-pt jump shot from 5 ft,64,40
208,3,11:25.0,Defensive rebound by R. Gobert,,64,40
209,3,11:22.0,Personal block foul by D. Booker (drawn by J. Ingles),,64,40
210,3,11:16.0,Turnover by R. Gobert (bad pass; steal by T. Chandler),,64,40
211,3,11:14.0,,Personal foul by R. Rubio (drawn by D. Booker),64,40
212,3,11:07.0,,Personal block foul by R. Rubio (drawn by J. Jackson),64,40
213,3,11:07.0,R. O'Neale enters the game for R. Rubio,,64,40
214,3,11:00.0,,Shooting foul by R. O'Neale (drawn by D. Booker),64,40
215,3,11:00.0,,D. Booker makes free throw 1 of 2,64,41
216,3,11:00.0,,D. Booker makes free throw 2 of 2,64,42
217,3,10:45.0,R. O'Neale makes 2-pt layup from 1 ft,,66,42
218,3,10:37.0,,M. Chriss misses 3-pt jump shot from 25 ft,66,42
219,3,10:34.0,Defensive rebound by R. Gobert,,66,42
220,3,10:25.0,J. Ingles makes 2-pt layup at rim,,68,42
221,3,10:15.0,,T. Warren makes 2-pt layup from 1 ft,68,44
222,3,10:00.0,D. Favors misses 2-pt jump shot from 19 ft,,68,44
223,3,9:56.0,,Defensive rebound by T. Warren,68,44
224,3,9:47.0,,M. Chriss misses 2-pt hook shot at rim (block by R. Gobert),68,44
225,3,9:47.0,,Offensive rebound by Team,68,44
226,3,9:47.0,,T. Daniels enters the game for J. Jackson,68,44
227,3,9:45.0,,D. Booker misses 3-pt jump shot from 26 ft,68,44
228,3,9:41.0,Defensive rebound by D. Favors,,68,44
229,3,9:33.0,Personal foul by T. Warren (drawn by J. Ingles),,68,44
230,3,9:24.0,Personal foul by T. Warren (drawn by J. Ingles),,68,44
231,3,9:16.0,D. Mitchell misses 3-pt jump shot from 24 ft,,68,44
232,3,9:12.0,Offensive rebound by D. Favors,,68,44
233,3,9:10.0,D. Mitchell makes 3-pt jump shot from 24 ft (assist by D. Favors),,71,44
234,3,9:00.0,,D. Booker makes 2-pt jump shot from 11 ft,71,46
235,3,8:42.0,D. Mitchell makes 2-pt layup from 2 ft,,73,46
236,3,8:32.0,,Turnover by T. Chandler (bad pass; steal by R. O'Neale),73,46
237,3,8:32.0,Personal foul by T. Daniels (drawn by D. Mitchell),,73,46
238,3,8:32.0,,D. Bender enters the game for M. Chriss,73,46
239,3,8:32.0,,J. Dudley enters the game for T. Chandler,73,46
240,3,8:25.0,J. Ingles makes 3-pt jump shot from 24 ft (assist by D. Mitchell),,76,46
241,3,8:11.0,,D. Booker misses 2-pt layup at rim,76,46
242,3,8:10.0,Defensive rebound by D. Mitchell,,76,46
243,3,8:03.0,R. Gobert makes 2-pt layup from 1 ft (assist by D. Mitchell),,78,46
244,3,8:03.0,Shooting foul by T. Daniels (drawn by R. Gobert),,78,46
245,3,8:03.0,J. Johnson enters the game for D. Favors,,78,46
246,3,8:03.0,R. Gobert misses free throw 1 of 1,,78,46
247,3,8:00.0,,Defensive rebound by D. Bender,78,46
248,3,7:50.0,,D. Booker makes 2-pt layup at rim (assist by D. Bender),78,48
249,3,7:32.0,J. Johnson makes 3-pt jump shot from 23 ft (assist by R. O'Neale),,81,48
250,3,7:20.0,,D. Bender misses 3-pt jump shot from 26 ft,81,48
251,3,7:18.0,Defensive rebound by J. Johnson,,81,48
252,3,7:12.0,J. Johnson misses 2-pt jump shot from 17 ft,,81,48
253,3,7:08.0,,Defensive rebound by D. Booker,81,48
254,3,7:02.0,,T. Daniels misses 3-pt jump shot from 29 ft,81,48
255,3,6:59.0,Defensive rebound by J. Johnson,,81,48
256,3,6:46.0,R. O'Neale misses 3-pt jump shot from 22 ft,,81,48
257,3,6:44.0,Offensive rebound by R. Gobert,,81,48
258,3,6:42.0,D. Mitchell makes 3-pt jump shot from 25 ft (assist by R. Gobert),,84,48
259,3,6:41.0,,Phoenix full timeout,84,48
260,3,6:41.0,,T. Ulis enters the game for T. Warren,84,48
261,3,6:34.0,,D. Booker misses 2-pt jump shot from 3 ft (block by R. Gobert),84,48
262,3,6:34.0,,Offensive rebound by Team,84,48
263,3,6:29.0,,D. Booker makes 2-pt jump shot from 10 ft (assist by J. Dudley),84,50
264,3,6:05.0,J. Johnson misses 3-pt jump shot from 23 ft,,84,50
265,3,6:01.0,,Defensive rebound by D. Bender,84,50
266,3,5:55.0,,D. Booker misses 2-pt layup from 5 ft,84,50
267,3,5:52.0,Defensive rebound by J. Johnson,,84,50
268,3,5:49.0,D. Mitchell misses 3-pt jump shot from 22 ft,,84,50
269,3,5:47.0,Offensive rebound by J. Ingles,,84,50
270,3,5:39.0,J. Ingles misses 3-pt jump shot from 24 ft,,84,50
271,3,5:37.0,,Defensive rebound by Team,84,50
272,3,5:37.0,Loose ball foul by R. Gobert (drawn by J. Dudley),,84,50
273,3,5:15.0,,D. Booker makes 2-pt layup at rim (assist by D. Bender),84,52
274,3,4:49.0,J. Ingles misses 2-pt jump shot from 21 ft,,84,52
275,3,4:49.0,,Defensive rebound by Team,84,52
276,3,4:24.0,,D. Booker misses 2-pt jump shot from 14 ft,84,52
277,3,4:21.0,Defensive rebound by D. Mitchell,,84,52
278,3,4:09.0,R. Gobert makes 2-pt dunk at rim (assist by J. Johnson),,86,52
279,3,4:00.0,,Offensive foul by T. Daniels (drawn by J. Ingles),86,52
280,3,4:00.0,,Turnover by T. Daniels (offensive foul),86,52
281,3,4:00.0,,J. Jackson enters the game for T. Daniels,86,52
282,3,3:51.0,Turnover by R. Gobert (bad pass),,86,52
283,3,3:40.0,,D. Bender makes 3-pt jump shot from 25 ft (assist by T. Ulis),86,55
284,3,3:13.0,R. O'Neale misses 2-pt jump shot from 11 ft,,86,55
285,3,3:10.0,,Defensive rebound by D. Bender,86,55
286,3,2:59.0,,T. Ulis makes 2-pt layup from 1 ft (assist by D. Bender),86,57
287,3,2:42.0,Turnover by R. Gobert (lost ball; steal by J. Jackson),,86,57
288,3,2:38.0,,J. Jackson makes 2-pt dunk at rim,86,59
289,3,2:38.0,Utah full timeout,,86,59
290,3,2:38.0,A. Burks enters the game for R. Gobert,,86,59
291,3,2:38.0,D. Favors enters the game for D. Mitchell,,86,59
292,3,2:38.0,R. Rubio enters the game for J. Ingles,,86,59
293,3,2:22.0,J. Johnson misses 3-pt jump shot from 23 ft,,86,59
294,3,2:21.0,,Defensive rebound by J. Jackson,86,59
295,3,2:19.0,,J. Jackson makes 2-pt layup from 1 ft,86,61
296,3,2:19.0,,Shooting foul by A. Burks (drawn by J. Jackson),86,61
297,3,2:19.0,,J. Jackson makes free throw 1 of 1,86,62
298,3,1:57.0,D. Favors makes 2-pt layup at rim (assist by R. Rubio),,88,62
299,3,1:39.0,,J. Jackson makes 2-pt dunk at rim (assist by D. Booker),88,64
300,3,1:22.0,Shooting foul by T. Ulis (drawn by R. Rubio),,88,64
301,3,1:22.0,R. Rubio makes free throw 1 of 2,,89,64
302,3,1:22.0,R. Rubio makes free throw 2 of 2,,90,64
303,3,1:11.0,,Shooting foul by R. O'Neale (drawn by J. Jackson),90,64
304,3,1:11.0,,J. Jackson makes free throw 1 of 2,90,65
305,3,1:11.0,,J. Jackson makes free throw 2 of 2,90,66
306,3,0:54.0,D. Favors makes 2-pt dunk at rim (assist by R. O'Neale),,92,66
307,3,0:51.0,,Personal foul by R. O'Neale (drawn by D. Booker),92,66
308,3,0:51.0,,D. Booker makes free throw 1 of 2,92,67
309,3,0:51.0,J. Ingles enters the game for R. O'Neale,,92,67
310,3,0:51.0,,D. Booker makes free throw 2 of 2,92,68
311,3,0:39.0,Personal block foul by J. Jackson (drawn by D. Favors),,92,68
312,3,0:39.0,D. Favors makes free throw 1 of 2,,93,68
313,3,0:39.0,D. Favors makes free throw 2 of 2,,94,68
314,3,0:30.0,,D. Booker makes 2-pt layup from 1 ft,94,70
315,3,0:14.0,J. Johnson misses 2-pt jump shot from 17 ft,,94,70
316,3,0:12.0,Offensive rebound by Team,,94,70
317,3,0:12.0,,Loose ball foul by J. Dudley (drawn by D. Favors),94,70
318,3,0:12.0,D. Favors misses free throw 1 of 2,,94,70
319,3,0:12.0,Offensive rebound by Team,,94,70
320,3,0:12.0,D. Mitchell enters the game for R. Rubio,,94,70
321,3,0:12.0,D. Favors misses free throw 2 of 2,,94,70
322,3,0:12.0,,Defensive rebound by D. Bender,94,70
323,3,0:06.0,,D. Booker misses 2-pt jump shot from 17 ft,94,70
324,3,0:03.0,,Offensive rebound by D. Bender,94,70
325,3,0:00.0,,T. Ulis makes 3-pt jump shot from 31 ft (assist by D. Bender),94,73
326,4,11:39.0,,D. Booker misses 2-pt layup at rim,94,73
327,4,11:38.0,Defensive rebound by Team,,94,73
328,4,11:21.0,D. Mitchell misses 2-pt jump shot from 9 ft,,94,73
329,4,11:20.0,Offensive rebound by D. Mitchell,,94,73
330,4,11:20.0,Shooting foul by D. Bender (drawn by D. Mitchell),,94,73
331,4,11:20.0,D. Mitchell makes free throw 1 of 2,,95,73
332,4,11:20.0,D. Mitchell makes free throw 2 of 2,,96,73
333,4,11:10.0,,D. Bender misses 3-pt jump shot from 26 ft,96,73
334,4,11:06.0,,Offensive rebound by J. Jackson,96,73
335,4,11:05.0,,D. Booker misses 3-pt jump shot from 26 ft,96,73
336,4,11:05.0,,Offensive rebound by Team,96,73
337,4,11:05.0,Loose ball foul by R. Gobert (drawn by D. Bender),,96,73
338,4,10:59.0,,T. Ulis makes 2-pt jump shot from 8 ft,96,75
339,4,10:35.0,A. Burks misses 3-pt jump shot from 22 ft,,96,75
340,4,10:33.0,Offensive rebound by R. Gobert,,96,75
341,4,10:33.0,Personal foul by J. Dudley (drawn by R. Gobert),,96,75
342,4,10:27.0,Personal foul by D. Booker (drawn by D. Mitchell),,96,75
343,4,10:17.0,D. Mitchell misses 2-pt layup at rim (block by D. Bender),,96,75
344,4,10:13.0,Offensive rebound by R. Gobert,,96,75
345,4,10:12.0,R. Gobert makes 2-pt layup at rim,,98,75
346,4,10:07.0,,T. Warren enters the game for T. Ulis,98,75
347,4,10:00.0,,D. Bender misses 3-pt jump shot from 24 ft,98,75
348,4,9:57.0,Defensive rebound by A. Burks,,98,75
349,4,9:45.0,D. Mitchell makes 3-pt jump shot from 25 ft (assist by A. Burks),,101,75
350,4,9:32.0,,J. Jackson makes 2-pt jump shot from 8 ft,101,77
351,4,9:16.0,D. Mitchell makes 2-pt jump shot from 17 ft,,103,77
352,4,9:03.0,,Turnover by D. Booker (bad pass; steal by D. Mitchell),103,77
353,4,8:53.0,J. Johnson makes 2-pt jump shot from 15 ft (assist by A. Burks),,105,77
354,4,8:53.0,,Phoenix full timeout,105,77
355,4,8:53.0,,J. Gray enters the game for D. Booker,105,77
356,4,8:53.0,J. Ingles enters the game for A. Burks,,105,77
357,4,8:40.0,,J. Jackson misses 2-pt jump shot from 5 ft (block by R. Gobert),105,77
358,4,8:38.0,Defensive rebound by D. Mitchell,,105,77
359,4,8:32.0,Turnover by D. Mitchell (bad pass; steal by J. Gray),,105,77
360,4,8:22.0,,J. Jackson misses 2-pt jump shot from 14 ft,105,77
361,4,8:19.0,Defensive rebound by J. Johnson,,105,77
362,4,8:02.0,J. Johnson makes 3-pt jump shot from 25 ft (assist by D. Mitchell),,108,77
363,4,7:52.0,,Personal block foul by J. Johnson (drawn by J. Dudley),108,77
364,4,7:44.0,,Turnover by D. Bender (out of bounds lost ball),108,77
365,4,7:44.0,R. Neto enters the game for R. Rubio,,108,77
366,4,7:44.0,J. Jerebko enters the game for J. Johnson,,108,77
367,4,7:33.0,D. Mitchell makes 2-pt layup at rim,,110,77
368,4,7:26.0,,Turnover by J. Jackson (traveling),110,77
369,4,7:08.0,D. Mitchell makes 2-pt jump shot from 16 ft,,112,77
370,4,6:54.0,,Shooting foul by R. Gobert (drawn by D. Bender),112,77
371,4,6:54.0,,D. Bender makes free throw 1 of 2,112,78
372,4,6:54.0,A. Burks enters the game for R. Gobert,,112,78
373,4,6:54.0,E. Udoh enters the game for D. Mitchell,,112,78
374,4,6:54.0,,D. Bender makes free throw 2 of 2,112,79
375,4,6:43.0,A. Burks makes 2-pt jump shot from 12 ft,,114,79
376,4,6:25.0,,J. Jackson misses 3-pt jump shot from 26 ft,114,79
377,4,6:22.0,Defensive rebound by J. Jerebko,,114,79
378,4,6:10.0,Turnover by E. Udoh (bad pass; steal by J. Jackson),,114,79
379,4,6:07.0,,Personal take foul by E. Udoh (drawn by J. Jackson),114,79
380,4,6:07.0,,A. Peters enters the game for J. Dudley,114,79
381,4,6:07.0,R. O'Neale enters the game for J. Ingles,,114,79
382,4,5:55.0,,J. Jackson makes 2-pt dunk at rim (assist by D. Bender),114,81
383,4,5:43.0,R. Neto makes 2-pt jump shot from 16 ft,,116,81
