,QUARTER,TIME_REMAINING,DETROIT_ACTION,ATLANTA_ACTION,DETROIT_SCORE,ATLANTA_SCORE
33,1,6:41.0,,E. İlyasova makes 3-pt jump shot from 25 ft (assist by J. Collins),11,18
34,1,6:26.0,T. Harris makes 2-pt jump shot from 19 ft,,13,18
35,1,6:12.0,,J. Collins makes 2-pt layup from 2 ft (assist by K. Bazemore),13,20
36,1,6:12.0,,Shooting foul by A. Drummond (drawn by J. Collins),13,20
37,1,6:12.0,,J. Collins misses free throw 1 of 1,13,20
38,1,6:12.0,I. Smith enters the game for R. Jackson,,13,20
39,1,6:12.0,Offensive rebound by A. Drummond,,13,20
40,1,5:55.0,R. Bullock misses 3-pt jump shot from 24 ft,,13,20
41,1,5:52.0,Offensive rebound by A. Drummond,,13,20
42,1,5:49.0,A. Bradley misses 2-pt layup from 1 ft (block by K. Bazemore),,13,20
43,1,5:43.0,Offensive rebound by A. Drummond,,13,20
44,1,5:41.0,A. Drummond makes 2-pt layup from 1 ft,,15,20
45,1,5:32.0,,Shooting foul by I. Smith (drawn by D. Schröder),15,20
46,1,5:32.0,,D. Schröder misses free throw 2 of 2,15,20
47,1,5:32.0,Defensive rebound by A. Drummond,,15,20
48,1,5:32.0,,D. Schröder makes free throw 1 of 2,15,21
49,1,5:32.0,,M. Belinelli enters the game for K. Bazemore,15,21
50,1,5:20.0,R. Bullock misses 2-pt layup from 6 ft,,15,21
51,1,5:20.0,,Defensive rebound by E. İlyasova,15,21
52,1,5:11.0,,Personal foul by I. Smith (drawn by E. İlyasova),15,21
53,1,5:04.0,,D. Schröder misses 2-pt layup from 1 ft,15,21
54,1,5:00.0,,Offensive rebound by J. Collins,15,21
55,1,4:59.0,,J. Collins makes 2-pt layup from 2 ft,15,23
56,1,4:50.0,Shooting foul by J. Collins (drawn by A. Drummond),,15,23
57,1,4:42.0,T. Harris makes 2-pt jump shot from 14 ft (assist by I. Smith),,17,23
58,1,4:29.0,,Shooting foul by I. Smith (drawn by D. Schröder),17,23
59,1,4:29.0,,D. Schröder misses free throw 1 of 2,17,23
60,1,4:29.0,,Offensive rebound by Team,17,23
61,1,4:29.0,,D. Bembry enters the game for T. Prince,17,23
62,1,4:29.0,R. Jackson enters the game for I. Smith,,17,23
63,1,4:29.0,,D. Schröder makes free throw 2 of 2,17,24
64,1,4:18.0,R. Jackson makes 2-pt layup from 1 ft,,19,24
65,1,4:02.0,,J. Collins makes 2-pt layup from 2 ft (assist by D. Schröder),19,26
66,1,3:47.0,R. Jackson misses 3-pt jump shot from 25 ft,,19,26
67,1,3:44.0,,Defensive rebound by J. Collins,19,26
68,1,3:29.0,,J. Collins misses 2-pt jump shot from 17 ft,19,26
69,1,3:26.0,Defensive rebound by A. Drummond,,19,26
70,1,3:19.0,A. Bradley misses 2-pt layup from 3 ft (block by D. Bembry),,19,26
71,1,3:19.0,Offensive rebound by Team,,19,26
72,1,3:19.0,,L. Babbitt enters the game for E. İlyasova,19,26
73,1,3:19.0,,I. Taylor enters the game for J. Collins,19,26
74,1,3:19.0,L. Kennard enters the game for R. Bullock,,19,26
75,1,3:19.0,,M. Plumlee enters the game for D. Schröder,19,26
76,1,3:15.0,T. Harris makes 3-pt jump shot from 25 ft (assist by A. Bradley),,22,26
77,1,3:05.0,,Atlanta full timeout,22,26
78,1,3:05.0,L. Galloway enters the game for A. Bradley,,22,26
79,1,2:59.0,,M. Belinelli makes 2-pt jump shot from 21 ft (assist by I. Taylor),22,28
80,1,2:43.0,T. Harris makes 2-pt jump shot from 15 ft (assist by L. Kennard),,24,28
81,1,2:21.0,,Turnover by D. Bembry (bad pass),24,28
82,1,2:06.0,L. Galloway makes 3-pt jump shot from 23 ft (assist by R. Jackson),,27,28
83,1,1:44.0,,Turnover by D. Bembry (bad pass; steal by A. Drummond),27,28
84,1,1:31.0,Turnover by L. Kennard (out of bounds lost ball),,27,28
85,1,1:11.0,,D. Bembry misses 2-pt jump shot from 11 ft (block by L. Kennard),27,28
86,1,1:08.0,,Offensive rebound by I. Taylor,27,28
87,1,1:07.0,,Turnover by Team (shot clock),27,28
88,1,1:07.0,S. Johnson enters the game for L. Kennard,,27,28
89,1,0:58.0,R. Jackson makes 3-pt jump shot from 25 ft,,30,28
90,1,0:44.0,,Personal foul by T. Harris (drawn by M. Plumlee),30,28
91,1,0:44.0,,M. Plumlee misses free throw 1 of 2,30,28
92,1,0:44.0,,Offensive rebound by Team,30,28
93,1,0:44.0,A. Tolliver enters the game for T. Harris,,30,28
94,1,0:44.0,,M. Plumlee misses free throw 2 of 2,30,28
95,1,0:40.0,Defensive rebound by L. Galloway,,30,28
96,1,0:25.0,Turnover by R. Jackson (bad pass; steal by I. Taylor),,30,28
97,1,0:03.0,,M. Belinelli makes 3-pt jump shot from 22 ft (assist by I. Taylor),30,31
98,1,0:02.0,Turnover by A. Tolliver (bad pass),,30,31
99,1,0:00.0,,L. Babbitt misses 2-pt jump shot from 14 ft,30,31
100,1,0:00.0,,Offensive rebound by Team,30,31
101,2,11:35.0,S. Johnson misses 3-pt jump shot from 24 ft,,30,31
102,2,11:33.0,,Defensive rebound by Team,30,31
103,2,11:25.0,Offensive charge foul by I. Taylor (drawn by E. Moreland),,30,31
104,2,11:25.0,,Turnover by I. Taylor (offensive foul),30,31
105,2,11:10.0,L. Galloway makes 3-pt jump shot from 25 ft (assist by E. Moreland),,33,31
106,2,10:58.0,,Personal foul by A. Tolliver (drawn by M. Plumlee),33,31
107,2,10:58.0,,J. Collins enters the game for M. Belinelli,33,31
108,2,10:58.0,,K. Bazemore enters the game for M. Plumlee,33,31
109,2,10:45.0,,D. Bembry misses 2-pt jump shot from 11 ft,33,31
110,2,10:41.0,Defensive rebound by S. Johnson,,33,31
111,2,10:28.0,L. Galloway misses 2-pt jump shot from 18 ft,,33,31
112,2,10:25.0,,Defensive rebound by J. Collins,33,31
113,2,10:16.0,,L. Babbitt misses 3-pt jump shot from 23 ft,33,31
114,2,10:13.0,Defensive rebound by A. Tolliver,,33,31
115,2,10:05.0,A. Tolliver makes 3-pt jump shot from 25 ft (assist by L. Galloway),,36,31
116,2,9:39.0,,J. Collins misses 2-pt jump shot from 12 ft,36,31
117,2,9:36.0,Defensive rebound by E. Moreland,,36,31
118,2,9:26.0,L. Kennard misses 2-pt jump shot from 16 ft,,36,31
119,2,9:23.0,Offensive rebound by Team,,36,31
120,2,9:23.0,,D. Schröder enters the game for D. Bembry,36,31
121,2,9:16.0,S. Johnson makes 2-pt jump shot from 11 ft,,38,31
122,2,9:14.0,,Atlanta full timeout,38,31
123,2,9:14.0,,T. Prince enters the game for L. Babbitt,38,31
124,2,9:03.0,,K. Bazemore misses 2-pt layup from 3 ft,38,31
125,2,9:02.0,Defensive rebound by Team,,38,31
126,2,8:44.0,A. Tolliver misses 2-pt layup from 1 ft,,38,31
127,2,8:44.0,Offensive rebound by E. Moreland,,38,31
128,2,8:41.0,Shooting foul by K. Bazemore (drawn by E. Moreland),,38,31
129,2,8:41.0,E. Moreland misses free throw 1 of 2,,38,31
130,2,8:41.0,Offensive rebound by Team,,38,31
131,2,8:41.0,E. Moreland misses free throw 2 of 2,,38,31
132,2,8:38.0,,Defensive rebound by J. Collins,38,31
133,2,8:23.0,,K. Bazemore misses 3-pt jump shot from 24 ft,38,31
134,2,8:21.0,,E. İlyasova enters the game for I. Taylor,38,31
135,2,8:21.0,Defensive rebound by Team,,38,31
136,2,8:07.0,Turnover by L. Kennard (bad pass; steal by J. Collins),,38,31
137,2,7:50.0,,K. Bazemore misses 3-pt jump shot from 26 ft,38,31
138,2,7:46.0,,Offensive rebound by E. İlyasova,38,31
139,2,7:43.0,,E. İlyasova misses 3-pt jump shot from 25 ft,38,31
140,2,7:38.0,,Offensive rebound by K. Bazemore,38,31
141,2,7:37.0,,K. Bazemore misses 2-pt layup from 3 ft,38,31
142,2,7:35.0,Defensive rebound by L. Kennard,,38,31
143,2,7:18.0,L. Kennard misses 3-pt jump shot from 23 ft,,38,31
144,2,7:15.0,,Defensive rebound by D. Schröder,38,31
145,2,7:02.0,,J. Collins makes 2-pt dunk from 1 ft (assist by E. İlyasova),38,33
146,2,6:53.0,L. Galloway makes 3-pt jump shot from 25 ft,,41,33
147,2,6:28.0,,E. İlyasova makes 2-pt hook shot from 7 ft (assist by D. Schröder),41,35
148,2,6:20.0,Detroit full timeout,,41,35
149,2,6:20.0,,M. Plumlee enters the game for J. Collins,41,35
150,2,6:20.0,A. Drummond enters the game for L. Galloway,,41,35
151,2,6:20.0,R. Jackson enters the game for L. Kennard,,41,35
152,2,6:20.0,A. Bradley enters the game for E. Moreland,,41,35
153,2,6:07.0,A. Bradley makes 2-pt layup at rim (assist by A. Drummond),,43,35
154,2,5:53.0,,Turnover by D. Schröder (bad pass),43,35
155,2,5:42.0,Turnover by R. Jackson (bad pass; steal by M. Plumlee),,43,35
156,2,5:32.0,,D. Schröder makes 2-pt jump shot from 15 ft (assist by T. Prince),43,37
157,2,5:15.0,A. Bradley misses 2-pt jump shot from 20 ft,,43,37
158,2,5:11.0,,Defensive rebound by K. Bazemore,43,37
159,2,5:09.0,,D. Schröder makes 3-pt jump shot from 24 ft (assist by K. Bazemore),43,40
160,2,4:46.0,R. Jackson misses 2-pt jump shot from 12 ft (block by K. Bazemore),,43,40
161,2,4:46.0,Offensive rebound by Team,,43,40
162,2,4:46.0,R. Bullock enters the game for S. Johnson,,43,40
163,2,4:46.0,T. Harris enters the game for A. Tolliver,,43,40
164,2,4:36.0,A. Bradley makes 2-pt jump shot from 10 ft (assist by A. Drummond),,45,40
165,2,4:15.0,,Turnover by D. Schröder (bad pass; steal by R. Bullock),45,40
166,2,4:14.0,Personal take foul by D. Schröder (drawn by R. Jackson),,45,40
167,2,4:07.0,A. Bradley misses 2-pt jump shot from 13 ft,,45,40
168,2,4:04.0,,Defensive rebound by T. Prince,45,40
169,2,3:58.0,,K. Bazemore makes 3-pt jump shot from 25 ft (assist by T. Prince),45,43
170,2,3:49.0,Detroit full timeout,,45,43
171,2,3:49.0,,M. Belinelli enters the game for K. Bazemore,45,43
172,2,3:34.0,A. Bradley makes 2-pt layup from 2 ft (assist by A. Drummond),,47,43
173,2,3:13.0,,Turnover by E. İlyasova (traveling),47,43
174,2,3:04.0,T. Harris makes 2-pt jump shot from 14 ft (assist by A. Drummond),,49,43
175,2,2:51.0,,D. Schröder makes 2-pt jump shot from 17 ft,49,45
176,2,2:35.0,A. Drummond makes 2-pt dunk from 1 ft (assist by A. Bradley),,51,45
177,2,2:18.0,,Shooting foul by R. Jackson (drawn by T. Prince),51,45
178,2,2:18.0,,T. Prince misses free throw 1 of 2,51,45
179,2,2:18.0,,Offensive rebound by Team,51,45
180,2,2:18.0,L. Galloway enters the game for R. Jackson,,51,45
181,2,2:18.0,,T. Prince makes free throw 2 of 2,51,46
182,2,2:06.0,T. Harris misses 2-pt layup from 2 ft,,51,46
183,2,2:03.0,,Defensive rebound by T. Prince,51,46
184,2,1:58.0,,T. Prince misses 2-pt layup from 3 ft (block by A. Drummond),51,46
185,2,1:55.0,Defensive rebound by L. Galloway,,51,46
186,2,1:52.0,A. Bradley makes 3-pt jump shot from 24 ft (assist by L. Galloway),,54,46
187,2,1:35.0,,D. Schröder misses 2-pt jump shot from 20 ft,54,46
188,2,1:32.0,Defensive rebound by A. Drummond,,54,46
189,2,1:21.0,A. Drummond misses 2-pt dunk from 2 ft,,54,46
190,2,1:18.0,Offensive rebound by A. Drummond,,54,46
191,2,1:17.0,A. Drummond misses 2-pt layup from 1 ft,,54,46
192,2,1:17.0,Offensive rebound by A. Drummond,,54,46
193,2,1:14.0,A. Drummond misses 2-pt layup at rim,,54,46
194,2,1:14.0,,Defensive rebound by T. Prince,54,46
195,2,1:08.0,,T. Prince misses 3-pt jump shot from 25 ft,54,46
196,2,1:05.0,Defensive rebound by A. Drummond,,54,46
197,2,0:58.0,L. Galloway misses 3-pt jump shot from 25 ft,,54,46
198,2,0:58.0,,Defensive rebound by M. Plumlee,54,46
199,2,0:47.0,,M. Belinelli misses 3-pt jump shot from 26 ft,54,46
200,2,0:44.0,Defensive rebound by A. Drummond,,54,46
201,2,0:33.0,R. Bullock makes 3-pt jump shot from 24 ft (assist by T. Harris),,57,46
202,2,0:16.0,,Turnover by T. Prince (lost ball; steal by T. Harris),57,46
203,2,0:11.0,A. Bradley misses 2-pt layup from 1 ft,,57,46
204,2,0:09.0,Offensive rebound by L. Galloway,,57,46
205,2,0:01.0,L. Galloway makes 2-pt jump shot from 19 ft,,59,46
206,3,11:38.0,A. Bradley makes 2-pt jump shot from 12 ft (assist by A. Drummond),,61,46
207,3,11:21.0,,E. İlyasova misses 2-pt jump shot from 7 ft,61,46
208,3,11:19.0,Defensive rebound by A. Drummond,,61,46
209,3,11:11.0,R. Jackson makes 2-pt jump shot from 2 ft,,63,46
210,3,10:57.0,,T. Prince misses 3-pt jump shot from 25 ft,63,46
211,3,10:54.0,Defensive rebound by A. Drummond,,63,46
212,3,10:51.0,Turnover by R. Jackson (bad pass; steal by D. Schröder),,63,46
213,3,10:42.0,,T. Prince misses 3-pt jump shot from 22 ft,63,46
214,3,10:39.0,Defensive rebound by A. Drummond,,63,46
215,3,10:28.0,A. Bradley makes 3-pt jump shot from 25 ft (assist by T. Harris),,66,46
216,3,10:17.0,,Personal foul by A. Bradley (drawn by D. Schröder),66,46
217,3,10:02.0,,E. İlyasova makes 2-pt jump shot from 11 ft (assist by D. Schröder),66,48
218,3,9:39.0,A. Drummond misses 2-pt hook shot from 9 ft,,66,48
219,3,9:36.0,Shooting foul by K. Bazemore (drawn by A. Drummond),,66,48
220,3,9:36.0,A. Drummond makes free throw 1 of 2,,67,48
221,3,9:36.0,A. Drummond makes free throw 2 of 2,,68,48
222,3,9:35.0,Offensive rebound by A. Drummond,,68,48
223,3,9:21.0,,Shooting foul by R. Bullock (drawn by K. Bazemore),68,48
224,3,9:21.0,,K. Bazemore makes free throw 1 of 2,68,49
225,3,9:21.0,,K. Bazemore makes free throw 2 of 2,68,50
226,3,9:10.0,Shooting foul by D. Schröder (drawn by A. Bradley),,68,50
227,3,9:10.0,A. Bradley makes free throw 1 of 2,,69,50
228,3,9:10.0,A. Bradley makes free throw 2 of 2,,70,50
229,3,9:00.0,,T. Prince misses 3-pt jump shot from 25 ft,70,50
230,3,8:57.0,,Offensive rebound by E. İlyasova,70,50
231,3,8:48.0,,Turnover by T. Prince (bad pass),70,50
232,3,8:39.0,R. Jackson misses 3-pt jump shot from 25 ft,,70,50
233,3,8:35.0,,Defensive rebound by T. Prince,70,50
234,3,8:24.0,,D. Schröder misses 3-pt jump shot from 22 ft,70,50
235,3,8:20.0,Defensive rebound by T. Harris,,70,50
236,3,8:05.0,A. Bradley misses 2-pt jump shot from 22 ft,,70,50
237,3,8:04.0,,Defensive rebound by Team,70,50
238,3,8:04.0,,J. Collins enters the game for M. Plumlee,70,50
239,3,7:51.0,,E. İlyasova makes 2-pt jump shot from 12 ft (assist by D. Schröder),70,52
240,3,7:35.0,Shooting foul by T. Prince (drawn by T. Harris),,70,52
241,3,7:35.0,T. Harris makes free throw 1 of 2,,71,52
242,3,7:35.0,T. Harris makes free throw 2 of 2,,72,52
243,3,7:22.0,,Personal foul by R. Bullock (drawn by T. Prince),72,52
244,3,7:13.0,,J. Collins makes 2-pt layup at rim (assist by K. Bazemore),72,54
245,3,6:57.0,A. Bradley misses 2-pt layup from 1 ft,,72,54
246,3,6:54.0,,Defensive rebound by D. Schröder,72,54
247,3,6:42.0,,Turnover by K. Bazemore (bad pass; steal by A. Bradley),72,54
248,3,6:35.0,A. Drummond makes 2-pt layup from 2 ft (assist by R. Jackson),,74,54
249,3,6:34.0,,Atlanta full timeout,74,54
250,3,6:34.0,,M. Delaney enters the game for K. Bazemore,74,54
251,3,6:34.0,I. Smith enters the game for R. Jackson,,74,54
252,3,6:24.0,,E. İlyasova misses 3-pt jump shot from 24 ft,74,54
253,3,6:21.0,Defensive rebound by A. Bradley,,74,54
254,3,6:08.0,R. Bullock makes 2-pt jump shot from 10 ft (assist by A. Drummond),,76,54
255,3,5:54.0,,T. Prince misses 2-pt jump shot from 15 ft,76,54
256,3,5:51.0,Defensive rebound by T. Harris,,76,54
257,3,5:44.0,Turnover by I. Smith (bad pass),,76,54
258,3,5:29.0,,M. Delaney misses 3-pt jump shot from 25 ft,76,54
259,3,5:26.0,Defensive rebound by I. Smith,,76,54
260,3,5:19.0,T. Harris misses 3-pt jump shot from 24 ft,,76,54
261,3,5:19.0,Offensive rebound by Team,,76,54
262,3,5:18.0,,Loose ball foul by D. Schröder (drawn by A. Drummond),76,54
263,3,5:18.0,,D. Bembry enters the game for T. Prince,76,54
264,3,5:02.0,R. Bullock misses 3-pt jump shot from 23 ft,,76,54
265,3,4:59.0,,Defensive rebound by J. Collins,76,54
266,3,4:51.0,,J. Collins makes 2-pt dunk from 1 ft (assist by D. Schröder),76,56
267,3,4:39.0,Turnover by A. Drummond (bad pass),,76,56
268,3,4:27.0,,E. İlyasova makes 2-pt layup at rim (assist by D. Schröder),76,58
269,3,4:27.0,Detroit full timeout,,76,58
270,3,4:02.0,A. Drummond misses 2-pt hook shot from 3 ft,,76,58
271,3,4:02.0,Offensive rebound by Team,,76,58
272,3,3:55.0,Turnover by A. Bradley (step out of bounds),,76,58
273,3,3:42.0,,M. Delaney misses 3-pt jump shot from 22 ft,76,58
274,3,3:39.0,Defensive rebound by R. Bullock,,76,58
275,3,3:29.0,I. Smith misses 2-pt jump shot from 4 ft,,76,58
276,3,3:27.0,Offensive rebound by A. Drummond,,76,58
277,3,3:27.0,A. Drummond misses 2-pt layup from 2 ft,,76,58
278,3,3:27.0,,Defensive rebound by M. Delaney,76,58
279,3,3:27.0,,Personal foul by I. Smith (drawn by M. Delaney),76,58
280,3,3:27.0,L. Galloway enters the game for A. Bradley,,76,58
281,3,3:09.0,,D. Bembry misses 3-pt jump shot from 22 ft,76,58
282,3,3:04.0,,Offensive rebound by J. Collins,76,58
283,3,2:56.0,,E. İlyasova makes 2-pt layup from 3 ft (assist by D. Schröder),76,60
284,3,2:56.0,,Shooting foul by L. Galloway (drawn by E. İlyasova),76,60
285,3,2:56.0,E. Moreland enters the game for A. Drummond,,76,60
286,3,2:56.0,,E. İlyasova makes free throw 1 of 1,76,61
287,3,2:39.0,I. Smith makes 2-pt jump shot from 13 ft (assist by L. Galloway),,78,61
288,3,2:23.0,,D. Schröder misses 2-pt jump shot from 11 ft,78,61
289,3,2:20.0,Defensive rebound by E. Moreland,,78,61
290,3,2:17.0,I. Smith makes 2-pt layup from 1 ft,,80,61
291,3,2:17.0,,Atlanta full timeout,80,61
292,3,2:17.0,,L. Babbitt enters the game for E. İlyasova,80,61
293,3,2:17.0,,M. Plumlee enters the game for D. Schröder,80,61
294,3,2:17.0,,I. Taylor enters the game for J. Collins,80,61
295,3,2:17.0,,K. Bazemore enters the game for D. Bembry,80,61
296,3,2:17.0,L. Kennard enters the game for R. Bullock,,80,61
297,3,2:04.0,,Personal foul by T. Harris (drawn by L. Babbitt),80,61
298,3,2:04.0,,L. Babbitt makes free throw 1 of 2,80,62
299,3,2:04.0,,L. Babbitt makes free throw 2 of 2,80,63
300,3,1:50.0,T. Harris misses 3-pt jump shot from 25 ft,,80,63
301,3,1:47.0,,Defensive rebound by M. Delaney,80,63
302,3,1:37.0,,Personal foul by L. Kennard (drawn by I. Taylor),80,63
303,3,1:37.0,,I. Taylor makes free throw 1 of 2,80,64
304,3,1:37.0,,I. Taylor misses free throw 2 of 2,80,64
305,3,1:34.0,Defensive rebound by E. Moreland,,80,64
306,3,1:23.0,T. Harris makes 2-pt jump shot from 14 ft,,82,64
307,3,1:07.0,,I. Taylor misses 3-pt jump shot from 25 ft,82,64
308,3,1:04.0,Defensive rebound by T. Harris,,82,64
309,3,0:52.0,L. Galloway makes 3-pt jump shot from 24 ft (assist by L. Kennard),,85,64
310,3,0:37.0,Offensive charge foul by I. Taylor (drawn by E. Moreland),,85,64
311,3,0:37.0,,Turnover by I. Taylor (offensive foul),85,64
312,3,0:26.0,I. Smith misses 2-pt jump shot from 21 ft,,85,64
313,3,0:23.0,,Defensive rebound by M. Plumlee,85,64
314,3,0:09.0,,K. Bazemore misses 3-pt jump shot from 25 ft,85,64
315,3,0:04.0,Defensive rebound by E. Moreland,,85,64
316,3,0:01.0,I. Smith misses 2-pt jump shot from 20 ft,,85,64
317,3,0:01.0,Offensive rebound by Team,,85,64
318,4,11:49.0,,Turnover by M. Plumlee (lost ball; steal by L. Galloway),85,64
319,4,11:44.0,L. Kennard misses 2-pt jump shot from 20 ft,,85,64
320,4,11:43.0,,Defensive rebound by M. Delaney,85,64
321,4,11:43.0,,Personal foul by E. Moreland (drawn by M. Delaney),85,64
322,4,11:32.0,,L. Babbitt makes 3-pt jump shot from 25 ft (assist by K. Bazemore),85,67
323,4,11:09.0,L. Galloway makes 3-pt jump shot from 24 ft (assist by R. Jackson),,88,67
324,4,10:52.0,,K. Bazemore misses 2-pt jump shot from 15 ft,88,67
325,4,10:50.0,Defensive rebound by E. Moreland,,88,67
326,4,10:46.0,L. Galloway misses 3-pt jump shot from 24 ft,,88,67
327,4,10:41.0,Offensive rebound by E. Moreland,,88,67
328,4,10:32.0,L. Kennard misses 3-pt jump shot from 25 ft,,88,67
329,4,10:29.0,,Defensive rebound by K. Bazemore,88,67
330,4,10:23.0,,Turnover by K. Bazemore (lost ball; steal by L. Kennard),88,67
331,4,10:17.0,L. Galloway misses 3-pt jump shot from 25 ft,,88,67
332,4,10:13.0,,Defensive rebound by K. Bazemore,88,67
333,4,10:05.0,,Personal foul by L. Galloway (drawn by M. Plumlee),88,67
334,4,10:05.0,,T. Dorsey enters the game for M. Delaney,88,67
335,4,10:05.0,,J. Collins enters the game for M. Plumlee,88,67
336,4,10:05.0,,D. Bembry enters the game for K. Bazemore,88,67
337,4,9:54.0,,T. Dorsey misses 3-pt jump shot from 24 ft,88,67
338,4,9:49.0,Defensive rebound by E. Moreland,,88,67
339,4,9:36.0,Personal foul by J. Collins (drawn by E. Moreland),,88,67
340,4,9:29.0,Turnover by R. Jackson (bad pass; steal by I. Taylor),,88,67
341,4,9:24.0,,J. Collins misses 2-pt dunk from 1 ft,88,67
342,4,9:24.0,Defensive rebound by Team,,88,67
343,4,9:12.0,A. Tolliver misses 3-pt jump shot from 23 ft,,88,67
344,4,9:09.0,,Defensive rebound by L. Babbitt,88,67
345,4,9:05.0,,Shooting foul by L. Kennard (drawn by I. Taylor),88,67
346,4,9:05.0,,I. Taylor makes free throw 1 of 2,88,68
347,4,9:05.0,,I. Taylor misses free throw 2 of 2,88,68
348,4,9:02.0,Defensive rebound by E. Moreland,,88,68
349,4,8:45.0,E. Moreland misses 2-pt jump shot from 7 ft (block by T. Dorsey),,88,68
350,4,8:40.0,Offensive rebound by E. Moreland,,88,68
351,4,8:38.0,E. Moreland misses 2-pt layup from 10 ft (block by J. Collins),,88,68
352,4,8:33.0,Offensive rebound by A. Tolliver,,88,68
353,4,8:32.0,L. Galloway misses 3-pt jump shot from 26 ft,,88,68
354,4,8:30.0,,Defensive rebound by L. Babbitt,88,68
355,4,8:22.0,,Turnover by I. Taylor (bad pass; steal by L. Kennard),88,68
356,4,8:17.0,R. Jackson misses 2-pt layup from 2 ft,,88,68
357,4,8:14.0,Offensive rebound by L. Kennard,,88,68
358,4,8:13.0,L. Kennard makes 2-pt layup from 2 ft,,90,68
359,4,7:48.0,,Turnover by T. Dorsey (lost ball; steal by L. Galloway),90,68
360,4,7:46.0,Shooting foul by D. Bembry (drawn by L. Kennard),,90,68
361,4,7:46.0,L. Kennard makes free throw 1 of 2,,91,68
362,4,7:46.0,,M. Delaney enters the game for L. Babbitt,91,68
363,4,7:46.0,,T. Cavanaugh enters the game for I. Taylor,91,68
364,4,7:46.0,L. Kennard makes free throw 2 of 2,,92,68
365,4,7:28.0,,Turnover by M. Delaney (bad pass; steal by E. Moreland),92,68
366,4,7:19.0,Turnover by A. Tolliver (bad pass; steal by T. Dorsey),,92,68
367,4,7:16.0,,Shooting foul by R. Jackson (drawn by J. Collins),92,68
368,4,7:16.0,,J. Collins misses free throw 1 of 2,92,68
369,4,7:16.0,,Offensive rebound by Team,92,68
370,4,7:16.0,,J. Collins makes free throw 2 of 2,92,69
371,4,6:55.0,A. Tolliver misses 3-pt jump shot from 22 ft,,92,69
372,4,6:52.0,,Defensive rebound by J. Collins,92,69
373,4,6:41.0,,T. Cavanaugh makes 2-pt jump shot from 20 ft (assist by M. Delaney),92,71
374,4,6:25.0,Turnover by L. Galloway (traveling),,92,71
375,4,6:25.0,,Atlanta full timeout,92,71
376,4,6:25.0,A. Drummond enters the game for R. Jackson,,92,71
377,4,6:25.0,S. Johnson enters the game for E. Moreland,,92,71
378,4,6:02.0,,J. Collins makes 2-pt dunk at rim,92,73
379,4,5:39.0,L. Kennard misses 3-pt jump shot from 24 ft,,92,73
380,4,5:36.0,,Defensive rebound by T. Cavanaugh,92,73
