,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,HOUSTON_ACTION,WASHINGTON_SCORE,HOUSTON_SCORE
387,4,2:35.0,K. Oubre misses 3-pt jump shot from 25 ft,,97,116
388,4,2:33.0,Offensive rebound by M. Scott,,97,116
389,4,2:30.0,Shooting foul by G. Green (drawn by K. Oubre),,97,116
390,4,2:30.0,K. Oubre makes free throw 1 of 2,,98,116
391,4,2:30.0,K. Oubre makes free throw 2 of 2,,99,116
392,4,2:13.0,,J. Johnson makes 2-pt jump shot from 13 ft,99,118
393,4,1:55.0,T. Frazier misses 2-pt jump shot from 21 ft,,99,118
394,4,1:53.0,,Defensive rebound by G. Green,99,118
395,4,1:46.0,,T. Quarterman makes 2-pt jump shot from 6 ft (assist by G. Green),99,120
396,4,1:35.0,Shooting foul by T. Quarterman (drawn by K. Oubre),,99,120
397,4,1:35.0,K. Oubre misses free throw 1 of 2,,99,120
398,4,1:35.0,Offensive rebound by Team,,99,120
399,4,1:35.0,K. Oubre misses free throw 2 of 2,,99,120
400,4,1:35.0,,Defensive rebound by J. Johnson,99,120
401,4,1:26.0,,Turnover by J. Johnson (lost ball; steal by K. Oubre),99,120
402,4,1:23.0,J. Meeks makes 2-pt layup at rim (assist by K. Oubre),,101,120
403,4,1:04.0,,L. Mbah a Moute misses 3-pt jump shot from 25 ft,101,120
404,4,1:01.0,Defensive rebound by T. Frazier,,101,120
405,4,0:53.0,J. Meeks makes 3-pt jump shot from 22 ft (assist by M. Scott),,104,120
406,4,0:32.0,,J. Johnson misses 3-pt jump shot from 25 ft,104,120
407,4,0:30.0,Defensive rebound by K. Oubre,,104,120
408,4,0:29.0,Turnover by K. Oubre (lost ball; steal by G. Green),,104,120
409,4,0:05.0,,Turnover by Team (shot clock),104,120
410,4,0:02.0,K. Oubre misses 3-pt jump shot from 27 ft,,104,120
411,4,0:01.0,,Defensive rebound by T. Black,104,120
