,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,DETROIT_ACTION,CHARLOTTE_SCORE,DETROIT_SCORE
39,1,6:00.0,,I. Smith misses 2-pt layup from 3 ft,12,18
40,1,6:00.0,,Offensive rebound by Team,12,18
41,1,6:00.0,Personal foul by A. Drummond (drawn by D. Howard),,12,18
42,1,6:00.0,,Turnover by A. Drummond (turnover),12,18
43,1,5:51.0,Personal foul by T. Harris (drawn by K. Walker),,12,18
44,1,5:45.0,Turnover by M. Kidd-Gilchrist (bad pass),,12,18
45,1,5:33.0,,I. Smith misses 2-pt jump shot from 8 ft,12,18
46,1,5:27.0,Defensive rebound by M. Williams,,12,18
47,1,5:23.0,M. Kidd-Gilchrist makes 2-pt layup at rim,,14,18
48,1,5:08.0,,T. Harris misses 2-pt jump shot from 13 ft,14,18
49,1,5:06.0,Defensive rebound by D. Howard,,14,18
50,1,5:00.0,K. Walker makes 2-pt layup at rim,,16,18
51,1,5:00.0,,Violation by A. Drummond (def goaltending),16,18
52,1,5:00.0,Shooting foul by I. Smith (drawn by K. Walker),,16,18
53,1,5:00.0,K. Walker makes free throw 1 of 1,,17,18
54,1,4:40.0,,A. Bradley misses 2-pt jump shot from 17 ft,17,18
55,1,4:36.0,Defensive rebound by D. Howard,,17,18
56,1,4:30.0,M. Williams makes 3-pt jump shot from 27 ft (assist by K. Walker),,20,18
57,1,4:21.0,,Detroit full timeout,20,18
58,1,4:21.0,,L. Kennard enters the game for R. Bullock,20,18
59,1,4:21.0,F. Kaminsky enters the game for M. Williams,,20,18
60,1,4:10.0,,A. Bradley makes 2-pt jump shot from 18 ft (assist by T. Harris),20,20
61,1,3:54.0,N. Batum makes 3-pt jump shot from 25 ft (assist by K. Walker),,23,20
62,1,3:36.0,,Offensive foul by T. Harris (drawn by M. Kidd-Gilchrist),23,20
63,1,3:36.0,,Turnover by T. Harris (offensive foul),23,20
64,1,3:36.0,,A. Tolliver enters the game for T. Harris,23,20
65,1,3:23.0,N. Batum misses 2-pt jump shot from 11 ft,,23,20
66,1,3:20.0,,Defensive rebound by A. Bradley,23,20
67,1,3:09.0,,A. Bradley misses 2-pt jump shot from 12 ft,23,20
68,1,3:05.0,Defensive rebound by F. Kaminsky,,23,20
69,1,2:58.0,K. Walker misses 2-pt layup from 3 ft,,23,20
70,1,2:55.0,,Defensive rebound by A. Drummond,23,20
71,1,2:43.0,,A. Tolliver makes 3-pt jump shot from 24 ft (assist by A. Bradley),23,23
72,1,2:24.0,M. Kidd-Gilchrist misses 2-pt jump shot from 4 ft,,23,23
73,1,2:22.0,,Defensive rebound by A. Drummond,23,23
74,1,2:07.0,,A. Bradley makes 2-pt jump shot from 17 ft,23,25
75,1,1:49.0,Shooting foul by A. Drummond (drawn by M. Kidd-Gilchrist),,23,25
76,1,1:49.0,M. Kidd-Gilchrist misses free throw 1 of 2,,23,25
77,1,1:49.0,Offensive rebound by Team,,23,25
78,1,1:49.0,,D. Buycks enters the game for A. Drummond,23,25
79,1,1:49.0,,E. Moreland enters the game for I. Smith,23,25
80,1,1:49.0,J. Lamb enters the game for N. Batum,,23,25
81,1,1:49.0,M. Carter-Williams enters the game for K. Walker,,23,25
82,1,1:49.0,M. Kidd-Gilchrist misses free throw 2 of 2,,23,25
83,1,1:46.0,,Defensive rebound by E. Moreland,23,25
84,1,1:34.0,,A. Tolliver misses 3-pt jump shot from 24 ft,23,25
85,1,1:31.0,Defensive rebound by D. Howard,,23,25
86,1,1:16.0,M. Kidd-Gilchrist misses 2-pt hook shot from 6 ft,,23,25
87,1,1:11.0,Offensive rebound by D. Howard,,23,25
88,1,1:11.0,D. Howard makes 2-pt dunk at rim,,25,25
89,1,1:00.0,,L. Kennard misses 3-pt jump shot from 25 ft,25,25
90,1,0:56.0,Defensive rebound by M. Kidd-Gilchrist,,25,25
91,1,0:47.0,D. Howard misses 2-pt layup from 3 ft,,25,25
92,1,0:45.0,,Defensive rebound by L. Kennard,25,25
93,1,0:40.0,,E. Moreland makes 2-pt layup from 2 ft (assist by L. Kennard),25,27
94,1,0:32.0,Offensive foul by M. Carter-Williams (drawn by A. Tolliver),,25,27
95,1,0:32.0,Turnover by M. Carter-Williams (offensive foul),,25,27
96,1,0:32.0,T. Graham enters the game for D. Howard,,25,27
97,1,0:32.0,J. O'Bryant enters the game for M. Kidd-Gilchrist,,25,27
98,1,0:22.0,,A. Bradley misses 3-pt jump shot from 23 ft,25,27
99,1,0:19.0,Defensive rebound by J. O'Bryant,,25,27
100,1,0:00.0,J. O'Bryant makes 2-pt layup from 2 ft (assist by J. Lamb),,27,27
101,2,11:45.0,T. Graham makes 2-pt jump shot from 2 ft,,29,27
102,2,11:22.0,,D. Buycks misses 2-pt jump shot from 17 ft,29,27
103,2,11:17.0,Defensive rebound by J. O'Bryant,,29,27
104,2,11:08.0,J. O'Bryant makes 2-pt jump shot from 12 ft,,31,27
105,2,10:56.0,,D. Buycks makes 2-pt layup from 1 ft (assist by E. Moreland),31,29
106,2,10:34.0,J. O'Bryant misses 2-pt jump shot from 14 ft,,31,29
107,2,10:32.0,,Defensive rebound by L. Kennard,31,29
108,2,10:24.0,,R. Bullock makes 2-pt layup from 2 ft (assist by A. Tolliver),31,31
109,2,10:04.0,F. Kaminsky misses 3-pt jump shot from 28 ft,,31,31
110,2,10:01.0,,Defensive rebound by L. Kennard,31,31
111,2,9:49.0,,L. Kennard makes 2-pt layup from 1 ft,31,33
112,2,9:29.0,J. O'Bryant misses 2-pt jump shot from 19 ft,,31,33
113,2,9:25.0,,Defensive rebound by D. Buycks,31,33
114,2,9:22.0,,Turnover by D. Buycks (lost ball; steal by M. Carter-Williams),31,33
115,2,9:16.0,F. Kaminsky makes 3-pt jump shot from 25 ft (assist by T. Graham),,34,33
116,2,9:01.0,,Turnover by D. Buycks (bad pass; steal by J. Lamb),34,33
117,2,8:53.0,J. Lamb misses 2-pt layup from 4 ft,,34,33
118,2,8:46.0,,Defensive rebound by E. Moreland,34,33
119,2,8:35.0,,Turnover by L. Kennard (bad pass; steal by J. Lamb),34,33
120,2,8:26.0,F. Kaminsky misses 3-pt jump shot from 25 ft,,34,33
121,2,8:22.0,,Defensive rebound by E. Moreland,34,33
122,2,8:13.0,,D. Buycks misses 2-pt jump shot from 22 ft,34,33
123,2,8:10.0,Defensive rebound by J. O'Bryant,,34,33
124,2,7:50.0,F. Kaminsky misses 2-pt jump shot from 9 ft,,34,33
125,2,7:48.0,,Defensive rebound by E. Moreland,34,33
126,2,7:40.0,,R. Bullock makes 2-pt layup from 2 ft (assist by A. Tolliver),34,35
127,2,7:16.0,J. O'Bryant makes 2-pt layup from 2 ft (assist by T. Graham),,36,35
128,2,7:09.0,,Detroit full timeout,36,35
129,2,7:09.0,,I. Smith enters the game for D. Buycks,36,35
130,2,7:09.0,,A. Drummond enters the game for E. Moreland,36,35
131,2,7:09.0,N. Batum enters the game for M. Carter-Williams,,36,35
132,2,7:09.0,K. Walker enters the game for T. Graham,,36,35
133,2,7:02.0,,A. Tolliver makes 3-pt jump shot from 24 ft (assist by I. Smith),36,38
134,2,6:38.0,F. Kaminsky misses 2-pt jump shot from 3 ft (block by A. Drummond),,36,38
135,2,6:38.0,Offensive rebound by Team,,36,38
136,2,6:37.0,N. Batum misses 3-pt jump shot from 24 ft,,36,38
137,2,6:37.0,,Defensive rebound by R. Bullock,36,38
138,2,6:23.0,,A. Tolliver makes 3-pt jump shot from 23 ft (assist by A. Drummond),36,41
139,2,6:05.0,Turnover by J. Lamb (bad pass; steal by A. Drummond),,36,41
140,2,6:01.0,,A. Drummond misses 2-pt layup from 2 ft,36,41
141,2,5:59.0,Defensive rebound by F. Kaminsky,,36,41
142,2,5:53.0,J. Lamb misses 2-pt layup from 8 ft,,36,41
143,2,5:53.0,,Defensive rebound by A. Drummond,36,41
144,2,5:42.0,,R. Bullock misses 3-pt jump shot from 23 ft,36,41
145,2,5:39.0,Defensive rebound by J. O'Bryant,,36,41
146,2,5:29.0,J. Lamb misses 2-pt layup from 3 ft,,36,41
147,2,5:26.0,,Defensive rebound by I. Smith,36,41
148,2,5:24.0,,R. Bullock makes 3-pt jump shot from 29 ft (assist by I. Smith),36,44
149,2,5:23.0,Technical foul by J. Lamb,,36,44
150,2,5:23.0,,L. Kennard makes technical free throw,36,45
151,2,5:23.0,,A. Bradley enters the game for L. Kennard,36,45
152,2,5:23.0,M. Williams enters the game for J. O'Bryant,,36,45
153,2,5:23.0,D. Howard enters the game for F. Kaminsky,,36,45
154,2,5:11.0,J. Lamb makes 3-pt jump shot from 26 ft (assist by N. Batum),,39,45
155,2,4:49.0,,R. Bullock misses 3-pt jump shot from 25 ft,39,45
156,2,4:41.0,Defensive rebound by D. Howard,,39,45
157,2,4:36.0,Turnover by N. Batum (bad pass; steal by R. Bullock),,39,45
158,2,4:34.0,,Turnover by R. Bullock (out of bounds lost ball),39,45
159,2,4:34.0,,T. Harris enters the game for A. Tolliver,39,45
160,2,4:34.0,M. Kidd-Gilchrist enters the game for J. Lamb,,39,45
161,2,4:15.0,N. Batum misses 2-pt layup from 3 ft,,39,45
162,2,4:11.0,,Defensive rebound by A. Drummond,39,45
163,2,4:09.0,,T. Harris misses 2-pt jump shot from 17 ft,39,45
164,2,4:06.0,Defensive rebound by D. Howard,,39,45
165,2,3:55.0,M. Kidd-Gilchrist misses 2-pt jump shot from 14 ft,,39,45
166,2,3:51.0,Offensive rebound by N. Batum,,39,45
167,2,3:49.0,N. Batum makes 2-pt layup from 2 ft,,41,45
168,2,3:40.0,,Personal foul by N. Batum (drawn by A. Bradley),41,45
169,2,3:33.0,,I. Smith makes 2-pt layup from 2 ft,41,47
170,2,3:18.0,Turnover by D. Howard (traveling),,41,47
171,2,3:10.0,,T. Harris misses 2-pt jump shot from 11 ft,41,47
172,2,3:05.0,Defensive rebound by N. Batum,,41,47
173,2,3:00.0,Personal foul by A. Drummond (drawn by D. Howard),,41,47
174,2,3:00.0,,E. Moreland enters the game for A. Drummond,41,47
175,2,2:55.0,Shooting foul by T. Harris (drawn by M. Williams),,41,47
176,2,2:55.0,Charlotte full timeout,,41,47
177,2,2:55.0,,A. Tolliver enters the game for T. Harris,41,47
178,2,2:55.0,M. Williams makes free throw 1 of 3,,42,47
179,2,2:55.0,M. Williams misses free throw 2 of 3,,42,47
180,2,2:55.0,Offensive rebound by Team,,42,47
181,2,2:55.0,M. Williams makes free throw 3 of 3,,43,47
182,2,2:35.0,,R. Bullock makes 3-pt jump shot from 24 ft (assist by I. Smith),43,50
183,2,2:14.0,M. Williams makes 3-pt jump shot from 25 ft (assist by N. Batum),,46,50
184,2,1:51.0,,I. Smith misses 2-pt jump shot from 17 ft,46,50
185,2,1:48.0,Defensive rebound by D. Howard,,46,50
186,2,1:43.0,Personal foul by A. Tolliver (drawn by K. Walker),,46,50
187,2,1:39.0,Turnover by M. Williams (bad pass; steal by R. Bullock),,46,50
188,2,1:33.0,,A. Tolliver makes 2-pt dunk from 2 ft (assist by R. Bullock),46,52
189,2,1:19.0,Shooting foul by E. Moreland (drawn by D. Howard),,46,52
190,2,1:19.0,D. Howard misses free throw 1 of 2,,46,52
191,2,1:19.0,Offensive rebound by Team,,46,52
192,2,1:19.0,D. Howard misses free throw 2 of 2,,46,52
193,2,1:16.0,,Defensive rebound by E. Moreland,46,52
194,2,1:05.0,,I. Smith misses 2-pt jump shot from 14 ft,46,52
195,2,1:01.0,Defensive rebound by K. Walker,,46,52
196,2,0:49.0,D. Howard makes 2-pt layup from 2 ft,,48,52
197,2,0:37.0,,I. Smith makes 2-pt jump shot from 2 ft (assist by A. Tolliver),48,54
198,2,0:23.0,D. Howard makes 2-pt hook shot at rim,,50,54
199,2,0:05.0,,I. Smith makes 2-pt jump shot from 13 ft,50,56
200,2,0:00.0,K. Walker misses 2-pt jump shot from 10 ft,,50,56
201,2,0:00.0,Offensive rebound by Team,,50,56
202,3,11:48.0,D. Howard makes 2-pt hook shot from 3 ft,,52,56
203,3,11:36.0,,T. Harris makes 2-pt jump shot from 15 ft,52,58
204,3,11:21.0,K. Walker makes 2-pt layup at rim,,54,58
205,3,11:06.0,,A. Bradley misses 3-pt jump shot from 25 ft,54,58
206,3,11:04.0,Defensive rebound by D. Howard,,54,58
207,3,10:57.0,M. Williams makes 3-pt jump shot from 26 ft (assist by N. Batum),,57,58
208,3,10:56.0,,Detroit full timeout,57,58
209,3,10:39.0,,I. Smith makes 2-pt layup from 4 ft,57,60
210,3,10:24.0,N. Batum misses 3-pt jump shot from 25 ft,,57,60
211,3,10:18.0,Offensive rebound by M. Williams,,57,60
212,3,10:17.0,K. Walker misses 3-pt jump shot from 26 ft,,57,60
213,3,10:11.0,Offensive rebound by N. Batum,,57,60
214,3,10:09.0,K. Walker misses 3-pt jump shot from 26 ft,,57,60
215,3,10:07.0,,Defensive rebound by T. Harris,57,60
216,3,10:00.0,,R. Bullock makes 3-pt jump shot from 28 ft (assist by T. Harris),57,63
217,3,9:31.0,N. Batum misses 2-pt jump shot from 14 ft,,57,63
218,3,9:25.0,,Defensive rebound by T. Harris,57,63
219,3,9:14.0,,A. Bradley misses 2-pt jump shot from 20 ft,57,63
220,3,9:11.0,Defensive rebound by D. Howard,,57,63
221,3,9:05.0,K. Walker makes 2-pt layup from 1 ft,,59,63
222,3,8:45.0,,I. Smith misses 2-pt jump shot from 17 ft,59,63
223,3,8:40.0,Defensive rebound by M. Kidd-Gilchrist,,59,63
224,3,8:40.0,Shooting foul by R. Bullock (drawn by M. Kidd-Gilchrist),,59,63
225,3,8:40.0,M. Kidd-Gilchrist makes free throw 2 of 2,,60,63
226,3,8:40.0,M. Kidd-Gilchrist makes free throw 1 of 2,,61,63
227,3,8:16.0,,A. Drummond misses 2-pt jump shot from 11 ft (block by D. Howard),61,63
228,3,8:16.0,,Offensive rebound by I. Smith,61,63
229,3,8:15.0,,I. Smith makes 2-pt layup from 1 ft,61,65
230,3,7:58.0,K. Walker makes 2-pt layup from 3 ft,,63,65
231,3,7:39.0,,A. Bradley misses 2-pt layup from 6 ft,63,65
232,3,7:36.0,Defensive rebound by N. Batum,,63,65
233,3,7:32.0,M. Williams misses 3-pt jump shot from 26 ft,,63,65
234,3,7:27.0,,Defensive rebound by A. Bradley,63,65
235,3,7:21.0,,Turnover by I. Smith (lost ball; steal by M. Kidd-Gilchrist),63,65
236,3,7:15.0,M. Williams makes 2-pt layup from 1 ft,,65,65
237,3,6:59.0,,A. Drummond misses 2-pt layup from 2 ft (block by D. Howard),65,65
238,3,6:56.0,Defensive rebound by N. Batum,,65,65
239,3,6:53.0,D. Howard makes 2-pt layup from 1 ft (assist by M. Kidd-Gilchrist),,67,65
240,3,6:53.0,Shooting foul by T. Harris (drawn by D. Howard),,67,65
241,3,6:53.0,,A. Tolliver enters the game for T. Harris,67,65
242,3,6:53.0,D. Howard misses free throw 1 of 1,,67,65
243,3,6:47.0,,Defensive rebound by R. Bullock,67,65
244,3,6:39.0,,A. Bradley misses 2-pt layup from 1 ft,67,65
245,3,6:37.0,Defensive rebound by D. Howard,,67,65
246,3,6:33.0,M. Kidd-Gilchrist makes 2-pt layup at rim,,69,65
247,3,6:33.0,Shooting foul by I. Smith (drawn by M. Kidd-Gilchrist),,69,65
248,3,6:33.0,M. Kidd-Gilchrist misses free throw 1 of 1,,69,65
249,3,6:22.0,,Defensive rebound by A. Drummond,69,65
250,3,6:21.0,,Shooting foul by D. Howard (drawn by A. Bradley),69,65
251,3,6:21.0,,A. Bradley misses free throw 1 of 2,69,65
252,3,6:21.0,,Offensive rebound by Team,69,65
253,3,6:21.0,,A. Bradley makes free throw 2 of 2,69,66
254,3,6:10.0,N. Batum makes 2-pt jump shot from 12 ft (assist by M. Williams),,71,66
255,3,5:50.0,,A. Bradley makes 2-pt layup from 2 ft (assist by A. Drummond),71,68
256,3,5:28.0,Turnover by N. Batum (traveling),,71,68
257,3,5:18.0,,I. Smith makes 2-pt jump shot from 9 ft,71,70
258,3,4:51.0,M. Williams makes 2-pt layup from 1 ft (assist by N. Batum),,73,70
259,3,4:24.0,,A. Drummond misses 2-pt jump shot from 6 ft,73,70
260,3,4:22.0,Defensive rebound by D. Howard,,73,70
261,3,4:16.0,Turnover by M. Williams (bad pass; steal by A. Bradley),,73,70
262,3,4:06.0,,Turnover by A. Bradley (bad pass; steal by N. Batum),73,70
263,3,4:03.0,K. Walker makes 2-pt layup from 3 ft,,75,70
264,3,4:03.0,,Detroit full timeout,75,70
265,3,4:03.0,,D. Buycks enters the game for I. Smith,75,70
266,3,4:03.0,,L. Kennard enters the game for R. Bullock,75,70
267,3,4:03.0,F. Kaminsky enters the game for M. Williams,,75,70
268,3,4:03.0,J. Lamb enters the game for M. Kidd-Gilchrist,,75,70
269,3,3:49.0,,L. Kennard misses 2-pt jump shot from 17 ft,75,70
270,3,3:46.0,Defensive rebound by K. Walker,,75,70
271,3,3:41.0,K. Walker misses 2-pt layup from 4 ft (block by A. Tolliver),,75,70
272,3,3:37.0,,Defensive rebound by D. Buycks,75,70
273,3,3:32.0,,A. Tolliver makes 3-pt jump shot from 26 ft (assist by D. Buycks),75,73
274,3,3:08.0,N. Batum misses 2-pt jump shot from 9 ft,,75,73
275,3,3:05.0,,Defensive rebound by D. Buycks,75,73
276,3,2:58.0,,D. Buycks makes 2-pt jump shot from 13 ft,75,75
277,3,2:39.0,K. Walker makes 2-pt layup from 3 ft (assist by F. Kaminsky),,77,75
278,3,2:27.0,M. Carter-Williams enters the game for N. Batum,,77,75
279,3,2:27.0,T. Graham enters the game for K. Walker,,77,75
280,3,2:16.0,,D. Buycks makes 2-pt jump shot from 10 ft,77,77
281,3,1:56.0,J. Lamb misses 3-pt jump shot from 27 ft,,77,77
282,3,1:53.0,Offensive rebound by D. Howard,,77,77
283,3,1:46.0,Shooting foul by D. Buycks (drawn by M. Carter-Williams),,77,77
284,3,1:46.0,M. Carter-Williams makes free throw 1 of 2,,78,77
285,3,1:46.0,,R. Bullock enters the game for A. Bradley,78,77
286,3,1:46.0,M. Carter-Williams misses free throw 2 of 2,,78,77
287,3,1:44.0,,Defensive rebound by A. Drummond,78,77
288,3,1:32.0,,L. Kennard misses 2-pt layup from 2 ft,78,77
289,3,1:30.0,Defensive rebound by D. Howard,,78,77
290,3,1:08.0,F. Kaminsky makes 2-pt jump shot from 2 ft,,80,77
291,3,1:00.0,,Personal foul by M. Carter-Williams (drawn by D. Buycks),80,77
292,3,0:49.0,,Turnover by A. Drummond (bad pass; steal by D. Howard),80,77
293,3,0:31.0,D. Howard misses 2-pt layup from 7 ft (block by A. Tolliver),,80,77
294,3,0:27.0,Offensive rebound by J. Lamb,,80,77
295,3,0:25.0,J. Lamb makes 2-pt layup from 1 ft,,82,77
296,3,0:10.0,,A. Tolliver makes 3-pt jump shot from 26 ft (assist by A. Drummond),82,80
297,3,0:01.0,Shooting foul by D. Buycks (drawn by J. Lamb),,82,80
298,3,0:01.0,J. Lamb makes free throw 1 of 2,,83,80
299,3,0:01.0,J. Lamb makes free throw 2 of 2,,84,80
300,3,0:01.0,,D. Buycks misses 3-pt jump shot from 71 ft,84,80
301,3,0:01.0,,Offensive rebound by Team,84,80
302,4,11:41.0,,Turnover by D. Buycks (out of bounds lost ball),84,80
303,4,11:30.0,Shooting foul by L. Kennard (drawn by J. O'Bryant),,84,80
304,4,11:30.0,J. O'Bryant makes free throw 1 of 2,,85,80
305,4,11:30.0,J. O'Bryant makes free throw 2 of 2,,86,80
306,4,11:17.0,,R. Bullock misses 2-pt jump shot from 12 ft,86,80
307,4,11:13.0,Defensive rebound by F. Kaminsky,,86,80
308,4,11:04.0,J. Lamb misses 2-pt jump shot from 6 ft,,86,80
309,4,11:00.0,Offensive rebound by J. Lamb,,86,80
310,4,10:58.0,F. Kaminsky misses 3-pt jump shot from 27 ft,,86,80
311,4,10:53.0,,Defensive rebound by E. Moreland,86,80
312,4,10:37.0,,Turnover by L. Kennard (bad pass; steal by M. Carter-Williams),86,80
313,4,10:29.0,M. Carter-Williams makes 3-pt jump shot from 29 ft (assist by J. O'Bryant),,89,80
314,4,10:11.0,,R. Bullock makes 2-pt layup at rim (assist by E. Moreland),89,82
315,4,10:00.0,Shooting foul by D. Buycks (drawn by J. O'Bryant),,89,82
316,4,10:00.0,J. O'Bryant makes free throw 1 of 2,,90,82
317,4,10:00.0,,T. Harris enters the game for E. Moreland,90,82
318,4,10:00.0,J. O'Bryant misses free throw 2 of 2,,90,82
319,4,9:57.0,,Defensive rebound by R. Bullock,90,82
320,4,9:37.0,,D. Buycks misses 2-pt jump shot from 21 ft,90,82
321,4,9:35.0,Defensive rebound by T. Graham,,90,82
322,4,9:26.0,Def 3 sec tech foul by T. Harris,,90,82
323,4,9:26.0,J. Lamb makes technical free throw,,91,82
324,4,9:26.0,,I. Smith enters the game for D. Buycks,91,82
325,4,9:17.0,Turnover by M. Carter-Williams (traveling),,91,82
326,4,9:05.0,,L. Kennard makes 2-pt jump shot from 21 ft (assist by I. Smith),91,84
327,4,8:47.0,M. Carter-Williams misses 2-pt jump shot from 5 ft (block by T. Harris),,91,84
328,4,8:47.0,Offensive rebound by F. Kaminsky,,91,84
329,4,8:42.0,T. Graham misses 2-pt jump shot from 15 ft,,91,84
330,4,8:42.0,,Defensive rebound by L. Kennard,91,84
331,4,8:37.0,,Personal foul by T. Graham (drawn by T. Harris),91,84
332,4,8:24.0,,T. Harris misses 2-pt jump shot from 11 ft,91,84
333,4,8:21.0,,Offensive rebound by T. Harris,91,84
334,4,8:21.0,,Shooting foul by T. Graham (drawn by T. Harris),91,84
335,4,8:21.0,,T. Harris makes free throw 1 of 2,91,85
336,4,8:21.0,,A. Bradley enters the game for R. Bullock,91,85
337,4,8:21.0,K. Walker enters the game for M. Carter-Williams,,91,85
338,4,8:21.0,M. Kidd-Gilchrist enters the game for T. Graham,,91,85
339,4,8:21.0,,T. Harris misses free throw 2 of 2,91,85
340,4,8:17.0,Defensive rebound by F. Kaminsky,,91,85
341,4,8:02.0,M. Kidd-Gilchrist misses 2-pt jump shot from 18 ft,,91,85
342,4,7:58.0,,Defensive rebound by I. Smith,91,85
343,4,7:51.0,,Turnover by T. Harris (lost ball; steal by F. Kaminsky),91,85
344,4,7:44.0,J. Lamb makes 2-pt layup from 2 ft (assist by K. Walker),,93,85
345,4,7:44.0,Shooting foul by A. Tolliver (drawn by J. Lamb),,93,85
346,4,7:44.0,M. Williams enters the game for J. O'Bryant,,93,85
347,4,7:44.0,J. Lamb makes free throw 1 of 1,,94,85
348,4,7:33.0,,T. Harris misses 3-pt jump shot from 25 ft,94,85
349,4,7:29.0,Defensive rebound by K. Walker,,94,85
350,4,7:23.0,K. Walker makes 2-pt jump shot from 14 ft,,96,85
351,4,7:22.0,,Detroit full timeout,96,85
352,4,7:22.0,,A. Drummond enters the game for A. Tolliver,96,85
353,4,7:10.0,,T. Harris makes 2-pt layup from 2 ft,96,87
354,4,7:10.0,,Shooting foul by F. Kaminsky (drawn by T. Harris),96,87
355,4,7:10.0,D. Howard enters the game for F. Kaminsky,,96,87
356,4,7:10.0,,T. Harris makes free throw 1 of 1,96,88
357,4,6:57.0,K. Walker makes 2-pt layup from 2 ft,,98,88
358,4,6:42.0,N. Batum enters the game for J. Lamb,,98,88
359,4,6:38.0,,Turnover by A. Bradley (traveling),98,88
360,4,6:18.0,K. Walker misses 3-pt jump shot from 25 ft,,98,88
361,4,6:17.0,,Defensive rebound by Team,98,88
362,4,6:06.0,,A. Bradley misses 2-pt layup from 3 ft,98,88
363,4,6:06.0,Defensive rebound by Team,,98,88
364,4,5:55.0,M. Kidd-Gilchrist makes 2-pt jump shot from 12 ft (assist by K. Walker),,100,88
365,4,5:36.0,,Turnover by A. Bradley (turnover; steal by N. Batum),100,88
366,4,5:25.0,D. Howard makes 2-pt layup from 2 ft (assist by K. Walker),,102,88
367,4,5:25.0,Shooting foul by T. Harris (drawn by D. Howard),,102,88
368,4,5:25.0,D. Howard makes free throw 1 of 1,,103,88
369,4,5:10.0,,A. Drummond misses 2-pt layup from 5 ft,103,88
370,4,5:08.0,Defensive rebound by N. Batum,,103,88
371,4,4:58.0,K. Walker makes 3-pt jump shot from 27 ft,,106,88
372,4,4:57.0,,Detroit full timeout,106,88
373,4,4:47.0,,Personal foul by N. Batum (drawn by A. Bradley),106,88
374,4,4:32.0,,T. Harris makes 3-pt jump shot from 27 ft (assist by A. Drummond),106,91
375,4,4:14.0,M. Kidd-Gilchrist misses 2-pt jump shot from 10 ft,,106,91
376,4,4:12.0,,Defensive rebound by T. Harris,106,91
377,4,4:07.0,,T. Harris makes 3-pt jump shot from 26 ft (assist by I. Smith),106,94
