,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,HOUSTON_ACTION,MILWAUKEE_SCORE,HOUSTON_SCORE
383,4,7:17.0,,Defensive rebound by T. Black,83,93
384,4,7:03.0,,T. Black makes 2-pt layup from 1 ft (assist by C. Paul),83,95
385,4,6:43.0,E. Bledsoe makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),,85,95
386,4,6:28.0,,Personal foul by T. Maker (drawn by C. Paul),85,95
387,4,6:28.0,,J. Harden enters the game for C. Paul,85,95
388,4,6:23.0,,J. Harden misses 3-pt jump shot from 24 ft,85,95
389,4,6:21.0,Defensive rebound by G. Antetokounmpo,,85,95
390,4,5:59.0,M. Brogdon makes 3-pt jump shot from 23 ft (assist by G. Antetokounmpo),,88,95
391,4,5:42.0,,J. Harden makes 3-pt jump shot from 24 ft,88,98
392,4,5:42.0,,Shooting foul by M. Brogdon (drawn by J. Harden),88,98
393,4,5:42.0,J. Henson enters the game for T. Maker,,88,98
394,4,5:42.0,,J. Harden makes free throw 1 of 1,88,99
395,4,5:24.0,Shooting foul by J. Harden (drawn by E. Bledsoe),,88,99
396,4,5:24.0,E. Bledsoe makes free throw 1 of 2,,89,99
397,4,5:24.0,E. Bledsoe misses free throw 2 of 2,,89,99
398,4,5:24.0,,Defensive rebound by T. Ariza,89,99
399,4,5:12.0,,T. Black makes 2-pt dunk at rim (assist by J. Harden),89,101
400,4,4:56.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,89,101
401,4,4:53.0,,Defensive rebound by T. Ariza,89,101
402,4,4:45.0,,J. Harden misses 3-pt jump shot from 29 ft (block by M. Brogdon),89,101
403,4,4:44.0,Defensive rebound by M. Brogdon,,89,101
404,4,4:39.0,M. Brogdon makes 2-pt dunk at rim,,91,101
405,4,4:18.0,,E. Gordon makes 2-pt layup at rim,91,103
406,4,4:03.0,Personal foul by T. Black (drawn by K. Middleton),,91,103
407,4,4:03.0,K. Middleton makes free throw 1 of 2,,92,103
408,4,4:03.0,K. Middleton makes free throw 2 of 2,,93,103
409,4,3:39.0,,Turnover by E. Gordon (bad pass; steal by K. Middleton),93,103
410,4,3:39.0,Personal foul by E. Gordon (drawn by K. Middleton),,93,103
411,4,3:39.0,K. Middleton makes free throw 1 of 2,,94,103
412,4,3:39.0,,C. Paul enters the game for E. Gordon,94,103
413,4,3:39.0,K. Middleton makes free throw 2 of 2,,95,103
414,4,3:27.0,,Turnover by J. Harden (bad pass; steal by G. Antetokounmpo),95,103
415,4,3:22.0,G. Antetokounmpo misses 2-pt layup from 2 ft,,95,103
416,4,3:20.0,Offensive rebound by G. Antetokounmpo,,95,103
417,4,3:17.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,97,103
418,4,3:14.0,,Houston full timeout,97,103
419,4,2:56.0,,Turnover by C. Paul (bad pass),97,103
420,4,2:42.0,G. Antetokounmpo makes 2-pt layup at rim (assist by J. Henson),,99,103
421,4,2:24.0,,T. Ariza makes 3-pt jump shot from 23 ft (assist by C. Paul),99,106
422,4,1:57.0,E. Bledsoe misses 2-pt jump shot from 21 ft,,99,106
423,4,1:57.0,,Defensive rebound by Team,99,106
424,4,1:57.0,Loose ball foul by G. Antetokounmpo (drawn by P. Tucker),,99,106
425,4,1:39.0,,Personal foul by E. Bledsoe (drawn by J. Harden),99,106
426,4,1:39.0,,J. Harden makes free throw 1 of 2,99,107
427,4,1:39.0,,J. Harden misses free throw 2 of 2,99,107
428,4,1:39.0,Defensive rebound by G. Antetokounmpo,,99,107
429,4,1:28.0,K. Middleton makes 2-pt jump shot from 8 ft,,101,107
430,4,1:06.0,,C. Paul makes 2-pt jump shot from 14 ft,101,109
431,4,0:56.0,K. Middleton makes 3-pt jump shot from 27 ft,,104,109
432,4,0:33.0,,C. Paul makes 2-pt jump shot from 19 ft,104,111
433,4,0:33.0,Milwaukee full timeout,,104,111
434,4,0:33.0,Personal foul by T. Ariza (drawn by J. Henson),,104,111
435,4,0:33.0,J. Henson makes free throw 1 of 2,,105,111
436,4,0:33.0,G. Payton enters the game for E. Bledsoe,,105,111
437,4,0:33.0,D. Liggins enters the game for K. Middleton,,105,111
438,4,0:33.0,J. Henson makes free throw 2 of 2,,106,111
439,4,0:33.0,,Personal take foul by M. Brogdon (drawn by T. Black),106,111
440,4,0:33.0,,T. Black misses free throw 1 of 2,106,111
441,4,0:33.0,,Offensive rebound by Team,106,111
442,4,0:33.0,E. Bledsoe enters the game for G. Payton,,106,111
443,4,0:33.0,K. Middleton enters the game for D. Liggins,,106,111
444,4,0:33.0,,T. Black misses free throw 2 of 2,106,111
445,4,0:33.0,Defensive rebound by J. Henson,,106,111
446,4,0:33.0,Milwaukee full timeout,,106,111
447,4,0:23.0,G. Antetokounmpo misses 3-pt jump shot from 25 ft,,106,111
448,4,0:22.0,,Defensive rebound by T. Ariza,106,111
449,4,0:21.0,,Personal take foul by M. Brogdon (drawn by J. Harden),106,111
450,4,0:21.0,,J. Harden makes free throw 1 of 2,106,112
451,4,0:21.0,,J. Harden misses free throw 2 of 2,106,112
452,4,0:21.0,Defensive rebound by J. Henson,,106,112
453,4,0:14.0,K. Middleton makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,109,112
454,4,0:13.0,,Personal take foul by G. Antetokounmpo (drawn by C. Paul),109,112
455,4,0:13.0,,C. Paul makes free throw 1 of 2,109,113
456,4,0:13.0,,C. Paul makes free throw 2 of 2,109,114
457,4,0:02.0,E. Bledsoe misses 3-pt jump shot from 24 ft,,109,114
458,4,0:02.0,Offensive rebound by G. Antetokounmpo,,109,114
459,4,0:02.0,G. Antetokounmpo makes 2-pt layup at rim,,111,114
460,4,0:02.0,Shooting foul by P. Tucker (drawn by G. Antetokounmpo),,111,114
461,4,0:02.0,T. Maker enters the game for E. Bledsoe,,111,114
462,4,0:02.0,G. Antetokounmpo misses free throw 1 of 1,,111,114
463,4,0:02.0,,Defensive rebound by T. Ariza,111,114
464,4,0:01.0,,Personal take foul by K. Middleton (drawn by T. Ariza),111,114
465,4,0:01.0,,T. Ariza makes free throw 1 of 2,111,115
466,4,0:01.0,,T. Ariza misses free throw 2 of 2,111,115
467,4,0:00.0,Defensive rebound by J. Henson,,111,115
