,QUARTER,TIME_REMAINING,MIAMI_ACTION,NEW ORLEANS_ACTION,MIAMI_SCORE,NEW ORLEANS_SCORE
35,1,8:17.0,J. Johnson misses 2-pt jump shot from 6 ft,,12,6
36,1,8:13.0,,Defensive rebound by A. Davis,12,6
37,1,8:08.0,,J. Holiday makes 3-pt jump shot from 26 ft (assist by E. Moore),12,9
38,1,7:48.0,Turnover by H. Whiteside (traveling),,12,9
39,1,7:33.0,,A. Davis makes 2-pt jump shot from 14 ft (assist by R. Rondo),12,11
40,1,7:17.0,G. Dragić misses 2-pt layup from 1 ft,,12,11
41,1,7:13.0,,Defensive rebound by A. Davis,12,11
42,1,7:08.0,,A. Davis makes 3-pt jump shot from 25 ft,12,14
43,1,6:50.0,J. Richardson makes 2-pt jump shot from 13 ft,,14,14
44,1,6:40.0,,Turnover by R. Rondo (bad pass; steal by J. Johnson),14,14
45,1,6:32.0,Turnover by G. Dragić (out of bounds lost ball),,14,14
46,1,6:32.0,,New Orleans full timeout,14,14
47,1,6:32.0,W. Ellington enters the game for J. Richardson,,14,14
48,1,6:23.0,,Personal foul by J. Johnson (drawn by A. Davis),14,14
49,1,6:10.0,,A. Davis misses 3-pt jump shot from 25 ft,14,14
50,1,6:02.0,Defensive rebound by H. Whiteside,,14,14
51,1,5:55.0,J. Johnson misses 3-pt jump shot from 26 ft,,14,14
52,1,5:50.0,,Defensive rebound by E. Okafor,14,14
53,1,5:42.0,,A. Davis misses 2-pt jump shot from 12 ft,14,14
54,1,5:37.0,Defensive rebound by G. Dragić,,14,14
55,1,5:35.0,G. Dragić makes 2-pt layup from 1 ft,,16,14
56,1,5:17.0,,E. Okafor misses 2-pt jump shot from 13 ft,16,14
57,1,5:14.0,Defensive rebound by H. Whiteside,,16,14
58,1,5:02.0,,N. Mirotić enters the game for R. Rondo,16,14
59,1,5:02.0,,D. Miller enters the game for E. Okafor,16,14
60,1,5:02.0,D. Wade enters the game for T. Johnson,,16,14
61,1,4:52.0,Shooting foul by D. Miller (drawn by H. Whiteside),,16,14
62,1,4:52.0,H. Whiteside misses free throw 1 of 2,,16,14
63,1,4:52.0,Offensive rebound by Team,,16,14
64,1,4:52.0,H. Whiteside misses free throw 2 of 2,,16,14
65,1,4:49.0,,Defensive rebound by N. Mirotić,16,14
66,1,4:45.0,,Personal foul by W. Ellington (drawn by A. Davis),16,14
67,1,4:45.0,,A. Davis makes free throw 1 of 2,16,15
68,1,4:45.0,,A. Davis makes free throw 2 of 2,16,16
69,1,4:27.0,H. Whiteside makes 2-pt dunk at rim (assist by J. Johnson),,18,16
70,1,4:20.0,,Personal foul by G. Dragić (drawn by J. Holiday),18,16
71,1,4:20.0,,J. Holiday makes free throw 1 of 2,18,17
72,1,4:20.0,,I. Clark enters the game for E. Moore,18,17
73,1,4:20.0,,J. Holiday makes free throw 2 of 2,18,18
74,1,4:09.0,H. Whiteside makes 2-pt layup from 1 ft (assist by G. Dragić),,20,18
75,1,4:09.0,Shooting foul by J. Holiday (drawn by H. Whiteside),,20,18
76,1,4:09.0,H. Whiteside misses free throw 1 of 1,,20,18
77,1,4:03.0,,Defensive rebound by J. Holiday,20,18
78,1,4:00.0,,A. Davis misses 2-pt hook shot from 5 ft,20,18
79,1,3:56.0,Defensive rebound by D. Wade,,20,18
80,1,3:54.0,G. Dragić makes 2-pt layup from 1 ft,,22,18
81,1,3:44.0,,J. Holiday misses 2-pt layup from 1 ft,22,18
82,1,3:39.0,,Offensive rebound by J. Holiday,22,18
83,1,3:39.0,,J. Holiday misses 2-pt layup at rim,22,18
84,1,3:39.0,,Offensive rebound by I. Clark,22,18
85,1,3:39.0,B. Adebayo enters the game for H. Whiteside,,22,18
86,1,3:37.0,,I. Clark makes 2-pt layup from 1 ft (assist by J. Holiday),22,20
87,1,3:18.0,W. Ellington misses 3-pt jump shot from 26 ft,,22,20
88,1,3:15.0,,Defensive rebound by A. Davis,22,20
89,1,3:12.0,,N. Mirotić misses 3-pt jump shot from 25 ft,22,20
90,1,3:12.0,,Offensive rebound by J. Holiday,22,20
91,1,3:05.0,,D. Miller misses 3-pt jump shot from 26 ft,22,20
92,1,3:05.0,Defensive rebound by G. Dragić,,22,20
93,1,2:55.0,Turnover by B. Adebayo (lost ball; steal by A. Davis),,22,20
94,1,2:41.0,,A. Davis misses 2-pt layup from 1 ft,22,20
95,1,2:41.0,,Offensive rebound by Team,22,20
96,1,2:41.0,Miami full timeout,,22,20
97,1,2:41.0,,C. Diallo enters the game for J. Holiday,22,20
98,1,2:41.0,,R. Rondo enters the game for A. Davis,22,20
99,1,2:41.0,J. Richardson enters the game for G. Dragić,,22,20
100,1,2:25.0,,Turnover by I. Clark (bad pass),22,20
101,1,2:15.0,D. Wade makes 2-pt jump shot from 19 ft (assist by J. Johnson),,24,20
102,1,2:00.0,,N. Mirotić misses 3-pt jump shot from 26 ft,24,20
103,1,1:54.0,Defensive rebound by B. Adebayo,,24,20
104,1,1:49.0,Shooting foul by I. Clark (drawn by J. Johnson),,24,20
105,1,1:49.0,J. Johnson makes free throw 1 of 2,,25,20
106,1,1:49.0,J. Johnson misses free throw 2 of 2,,25,20
107,1,1:46.0,,Defensive rebound by R. Rondo,25,20
108,1,1:34.0,,I. Clark makes 2-pt jump shot from 19 ft (assist by D. Miller),25,22
109,1,1:18.0,D. Wade misses 2-pt jump shot from 8 ft,,25,22
110,1,1:10.0,Offensive rebound by D. Wade,,25,22
111,1,1:10.0,D. Wade makes 2-pt layup at rim,,27,22
112,1,1:02.0,,Turnover by D. Miller (bad pass; steal by W. Ellington),27,22
113,1,0:58.0,D. Wade misses 2-pt layup from 1 ft,,27,22
114,1,0:53.0,,Defensive rebound by C. Diallo,27,22
115,1,0:51.0,,Personal foul by B. Adebayo (drawn by N. Mirotić),27,22
116,1,0:51.0,,N. Mirotić misses free throw 1 of 2,27,22
117,1,0:51.0,,Offensive rebound by Team,27,22
118,1,0:51.0,,N. Mirotić misses free throw 2 of 2,27,22
119,1,0:50.0,Defensive rebound by J. Johnson,,27,22
120,1,0:36.0,J. Johnson misses 2-pt jump shot from 3 ft,,27,22
121,1,0:32.0,,Defensive rebound by C. Diallo,27,22
122,1,0:23.0,,C. Diallo misses 2-pt hook shot from 4 ft,27,22
123,1,0:19.0,Defensive rebound by W. Ellington,,27,22
124,1,0:06.0,D. Wade misses 2-pt jump shot from 14 ft,,27,22
125,1,0:01.0,,Defensive rebound by N. Mirotić,27,22
126,2,11:53.0,,Personal foul by L. Babbitt (drawn by N. Mirotić),27,22
127,2,11:46.0,,D. Miller misses 3-pt jump shot from 25 ft,27,22
128,2,11:42.0,Defensive rebound by B. Adebayo,,27,22
129,2,11:27.0,D. Wade misses 2-pt layup from 1 ft (block by C. Diallo),,27,22
130,2,11:22.0,,Defensive rebound by N. Mirotić,27,22
131,2,11:19.0,,I. Clark makes 3-pt jump shot from 26 ft (assist by N. Mirotić),27,25
132,2,11:08.0,L. Babbitt misses 3-pt jump shot from 25 ft,,27,25
133,2,11:03.0,,Defensive rebound by N. Mirotić,27,25
134,2,10:55.0,,D. Miller misses 3-pt jump shot from 26 ft,27,25
135,2,10:55.0,Defensive rebound by B. Adebayo,,27,25
136,2,10:44.0,D. Wade makes 2-pt jump shot from 10 ft,,29,25
137,2,10:27.0,,I. Clark makes 2-pt jump shot from 20 ft (assist by R. Rondo),29,27
138,2,10:13.0,,W. Lemon enters the game for R. Rondo,29,27
139,2,10:04.0,B. Adebayo makes 2-pt dunk at rim (assist by D. Wade),,31,27
140,2,9:55.0,,W. Lemon misses 2-pt layup from 3 ft (block by J. Richardson),31,27
141,2,9:55.0,,Offensive rebound by Team,31,27
142,2,9:48.0,,W. Lemon misses 2-pt layup from 4 ft (block by J. Richardson),31,27
143,2,9:42.0,Defensive rebound by B. Adebayo,,31,27
144,2,9:41.0,Shooting foul by N. Mirotić (drawn by B. Adebayo),,31,27
145,2,9:41.0,B. Adebayo misses free throw 1 of 2,,31,27
146,2,9:41.0,Offensive rebound by Team,,31,27
147,2,9:41.0,B. Adebayo misses free throw 2 of 2,,31,27
148,2,9:38.0,,Defensive rebound by C. Diallo,31,27
149,2,9:28.0,,C. Diallo misses 2-pt jump shot from 20 ft,31,27
150,2,9:23.0,Defensive rebound by D. Wade,,31,27
151,2,9:17.0,Turnover by D. Wade (bad pass; steal by I. Clark),,31,27
152,2,9:14.0,,I. Clark makes 2-pt layup from 2 ft,31,29
153,2,8:52.0,Shooting foul by I. Clark (drawn by W. Ellington),,31,29
154,2,8:52.0,W. Ellington makes free throw 1 of 3,,32,29
155,2,8:52.0,W. Ellington makes free throw 2 of 3,,33,29
156,2,8:52.0,,A. Davis enters the game for C. Diallo,33,29
157,2,8:52.0,T. Johnson enters the game for D. Wade,,33,29
158,2,8:52.0,H. Whiteside enters the game for B. Adebayo,,33,29
159,2,8:52.0,W. Ellington makes free throw 3 of 3,,34,29
160,2,8:40.0,,I. Clark makes 2-pt jump shot from 11 ft,34,31
161,2,8:29.0,J. Richardson makes 2-pt jump shot from 9 ft,,36,31
162,2,8:17.0,,Personal foul by T. Johnson (drawn by W. Lemon),36,31
163,2,8:17.0,J. Winslow enters the game for J. Richardson,,36,31
164,2,8:12.0,,A. Davis makes 2-pt jump shot from 9 ft (assist by W. Lemon),36,33
165,2,7:46.0,H. Whiteside makes 2-pt layup from 3 ft (assist by T. Johnson),,38,33
166,2,7:31.0,,Shooting foul by L. Babbitt (drawn by A. Davis),38,33
167,2,7:31.0,,A. Davis makes free throw 1 of 2,38,34
168,2,7:31.0,,E. Okafor enters the game for N. Mirotić,38,34
169,2,7:31.0,G. Dragić enters the game for W. Ellington,,38,34
170,2,7:31.0,,A. Davis makes free throw 2 of 2,38,35
171,2,7:15.0,H. Whiteside makes 2-pt hook shot from 4 ft,,40,35
172,2,7:02.0,,A. Davis misses 2-pt jump shot from 9 ft,40,35
173,2,6:57.0,Defensive rebound by G. Dragić,,40,35
174,2,6:50.0,G. Dragić makes 2-pt jump shot from 5 ft,,42,35
175,2,6:35.0,,W. Lemon misses 2-pt layup from 1 ft,42,35
176,2,6:31.0,Defensive rebound by L. Babbitt,,42,35
177,2,6:28.0,T. Johnson makes 2-pt layup from 2 ft,,44,35
178,2,6:20.0,,I. Clark makes 3-pt jump shot from 25 ft,44,38
179,2,6:10.0,Miami full timeout,,44,38
180,2,6:10.0,,E. Moore enters the game for D. Miller,44,38
181,2,6:10.0,,J. Holiday enters the game for W. Lemon,44,38
182,2,6:10.0,J. Johnson enters the game for L. Babbitt,,44,38
183,2,5:56.0,G. Dragić makes 3-pt jump shot from 27 ft (assist by T. Johnson),,47,38
184,2,5:43.0,,I. Clark misses 3-pt jump shot from 26 ft,47,38
185,2,5:40.0,,Offensive rebound by E. Moore,47,38
186,2,5:34.0,,J. Holiday makes 2-pt jump shot from 19 ft,47,40
187,2,5:18.0,H. Whiteside makes 2-pt dunk at rim (assist by G. Dragić),,49,40
188,2,5:04.0,,Turnover by A. Davis (bad pass; steal by G. Dragić),49,40
189,2,5:00.0,J. Johnson misses 2-pt dunk from 1 ft (block by E. Okafor),,49,40
190,2,4:59.0,,Defensive rebound by E. Moore,49,40
191,2,4:50.0,,J. Holiday makes 2-pt jump shot from 8 ft,49,42
192,2,4:32.0,G. Dragić misses 2-pt jump shot from 12 ft,,49,42
193,2,4:29.0,Offensive rebound by J. Winslow,,49,42
194,2,4:28.0,J. Winslow misses 2-pt layup from 1 ft (block by A. Davis),,49,42
195,2,4:28.0,,Defensive rebound by I. Clark,49,42
196,2,4:22.0,,I. Clark makes 3-pt jump shot from 25 ft (assist by E. Okafor),49,45
197,2,4:04.0,G. Dragić misses 2-pt jump shot from 4 ft,,49,45
198,2,4:04.0,Offensive rebound by H. Whiteside,,49,45
199,2,4:03.0,H. Whiteside misses 2-pt layup at rim (block by E. Okafor),,49,45
200,2,4:02.0,H. Whiteside misses 2-pt layup at rim (block by E. Okafor),,49,45
201,2,4:02.0,Offensive rebound by H. Whiteside,,49,45
202,2,4:00.0,Offensive rebound by H. Whiteside,,49,45
203,2,3:58.0,H. Whiteside makes 2-pt layup at rim,,51,45
204,2,3:58.0,Shooting foul by A. Davis (drawn by H. Whiteside),,51,45
205,2,3:58.0,,N. Mirotić enters the game for E. Okafor,51,45
206,2,3:58.0,J. Richardson enters the game for J. Winslow,,51,45
207,2,3:58.0,H. Whiteside misses free throw 1 of 1,,51,45
208,2,3:44.0,,Defensive rebound by E. Moore,51,45
209,2,3:41.0,,J. Holiday makes 2-pt jump shot from 19 ft,51,47
210,2,3:34.0,J. Johnson misses 2-pt jump shot from 13 ft,,51,47
211,2,3:34.0,,Defensive rebound by J. Holiday,51,47
212,2,3:23.0,,J. Holiday misses 3-pt jump shot from 24 ft,51,47
213,2,3:23.0,Defensive rebound by H. Whiteside,,51,47
214,2,3:14.0,J. Richardson misses 3-pt jump shot from 23 ft,,51,47
215,2,3:12.0,,Defensive rebound by A. Davis,51,47
216,2,3:08.0,,Turnover by J. Holiday (bad pass; steal by J. Richardson),51,47
217,2,2:56.0,H. Whiteside misses 2-pt hook shot from 9 ft (block by A. Davis),,51,47
218,2,2:56.0,,Defensive rebound by Team,51,47
219,2,2:56.0,,New Orleans full timeout,51,47
220,2,2:56.0,D. Wade enters the game for T. Johnson,,51,47
221,2,2:45.0,,A. Davis makes 2-pt dunk at rim (assist by J. Holiday),51,49
222,2,2:45.0,,Shooting foul by D. Wade (drawn by A. Davis),51,49
223,2,2:45.0,,A. Davis makes free throw 1 of 1,51,50
224,2,2:33.0,D. Wade makes 2-pt hook shot from 10 ft,,53,50
225,2,2:24.0,,E. Moore misses 2-pt jump shot from 6 ft,53,50
226,2,2:21.0,Defensive rebound by H. Whiteside,,53,50
227,2,2:14.0,H. Whiteside makes 2-pt dunk at rim (assist by G. Dragić),,55,50
228,2,2:02.0,,J. Holiday misses 2-pt layup from 1 ft (block by J. Johnson),55,50
229,2,1:58.0,Defensive rebound by J. Johnson,,55,50
230,2,1:57.0,G. Dragić misses 2-pt layup at rim,,55,50
231,2,1:54.0,Offensive rebound by J. Richardson,,55,50
232,2,1:42.0,Turnover by J. Richardson (bad pass; steal by A. Davis),,55,50
233,2,1:39.0,,A. Davis makes 2-pt layup from 1 ft,55,52
234,2,1:39.0,,Shooting foul by G. Dragić (drawn by A. Davis),55,52
235,2,1:39.0,T. Johnson enters the game for G. Dragić,,55,52
236,2,1:39.0,,A. Davis makes free throw 1 of 1,55,53
237,2,1:22.0,H. Whiteside makes 2-pt hook shot from 6 ft (assist by T. Johnson),,57,53
238,2,1:12.0,,E. Moore makes 2-pt jump shot from 4 ft (assist by J. Holiday),57,55
239,2,1:00.0,J. Richardson makes 2-pt jump shot from 9 ft,,59,55
240,2,0:55.0,,J. Holiday misses 2-pt jump shot from 10 ft,59,55
241,2,0:53.0,,Offensive rebound by A. Davis,59,55
242,2,0:53.0,,A. Davis makes 2-pt dunk at rim,59,57
243,2,0:32.0,J. Richardson misses 3-pt jump shot from 27 ft,,59,57
244,2,0:29.0,,Defensive rebound by Team,59,57
245,2,0:29.0,B. Adebayo enters the game for H. Whiteside,,59,57
246,2,0:12.0,,A. Davis misses 2-pt layup from 3 ft,59,57
247,2,0:08.0,Defensive rebound by T. Johnson,,59,57
248,2,0:00.0,D. Wade misses 3-pt jump shot from 27 ft,,59,57
249,2,0:00.0,Offensive rebound by Team,,59,57
250,3,11:44.0,,Turnover by J. Holiday (bad pass; steal by J. Richardson),59,57
251,3,11:39.0,G. Dragić makes 2-pt layup at rim (assist by J. Winslow),,61,57
252,3,11:25.0,,Turnover by A. Davis (lost ball; steal by J. Winslow),61,57
253,3,11:22.0,Shooting foul by A. Davis (drawn by J. Winslow),,61,57
254,3,11:22.0,J. Winslow misses free throw 1 of 2,,61,57
255,3,11:22.0,Offensive rebound by Team,,61,57
256,3,11:22.0,J. Winslow makes free throw 2 of 2,,62,57
257,3,11:14.0,,Shooting foul by H. Whiteside (drawn by J. Holiday),62,57
258,3,11:14.0,,J. Holiday makes free throw 1 of 2,62,58
259,3,11:14.0,,J. Holiday makes free throw 2 of 2,62,59
260,3,10:52.0,J. Winslow misses 2-pt hook shot from 8 ft,,62,59
261,3,10:49.0,,Defensive rebound by E. Okafor,62,59
262,3,10:44.0,,R. Rondo misses 2-pt layup from 1 ft,62,59
263,3,10:40.0,Defensive rebound by T. Johnson,,62,59
264,3,10:37.0,T. Johnson misses 3-pt jump shot from 24 ft,,62,59
265,3,10:37.0,,Defensive rebound by A. Davis,62,59
266,3,10:27.0,,J. Holiday misses 2-pt jump shot from 5 ft,62,59
267,3,10:20.0,,Offensive rebound by E. Okafor,62,59
268,3,10:20.0,,E. Okafor misses 2-pt layup at rim,62,59
269,3,10:19.0,Defensive rebound by J. Winslow,,62,59
270,3,10:17.0,J. Winslow misses 2-pt hook shot from 2 ft (block by A. Davis),,62,59
271,3,10:16.0,,Defensive rebound by E. Okafor,62,59
272,3,10:09.0,,A. Davis makes 2-pt dunk from 1 ft (assist by R. Rondo),62,61
273,3,9:51.0,J. Richardson misses 2-pt layup from 1 ft (block by A. Davis),,62,61
274,3,9:50.0,,Defensive rebound by E. Okafor,62,61
275,3,9:36.0,,R. Rondo misses 3-pt jump shot from 25 ft,62,61
276,3,9:34.0,Defensive rebound by Team,,62,61
277,3,9:19.0,H. Whiteside makes 2-pt jump shot from 13 ft (assist by J. Richardson),,64,61
278,3,9:05.0,,Turnover by R. Rondo (bad pass),64,61
279,3,8:48.0,G. Dragić makes 2-pt jump shot from 8 ft,,66,61
280,3,8:39.0,,A. Davis misses 3-pt jump shot from 25 ft,66,61
281,3,8:39.0,,Offensive rebound by R. Rondo,66,61
282,3,8:35.0,,A. Davis makes 2-pt dunk at rim (assist by R. Rondo),66,63
283,3,8:35.0,,Shooting foul by H. Whiteside (drawn by A. Davis),66,63
284,3,8:35.0,,A. Davis makes free throw 1 of 1,66,64
285,3,8:29.0,Shooting foul by E. Okafor (drawn by T. Johnson),,66,64
286,3,8:29.0,T. Johnson makes free throw 1 of 2,,67,64
287,3,8:29.0,T. Johnson makes free throw 2 of 2,,68,64
288,3,8:18.0,,A. Davis misses 3-pt jump shot from 26 ft,68,64
289,3,8:14.0,Defensive rebound by H. Whiteside,,68,64
290,3,8:04.0,J. Winslow misses 2-pt dunk from 1 ft (block by E. Okafor),,68,64
291,3,7:59.0,,Defensive rebound by A. Davis,68,64
292,3,7:56.0,,R. Rondo makes 2-pt hook shot from 3 ft,68,66
293,3,7:42.0,G. Dragić misses 2-pt jump shot from 13 ft,,68,66
294,3,7:38.0,,Defensive rebound by A. Davis,68,66
295,3,7:30.0,,R. Rondo makes 2-pt layup from 4 ft,68,68
296,3,7:08.0,J. Winslow makes 3-pt jump shot from 25 ft (assist by J. Richardson),,71,68
297,3,6:49.0,,Turnover by J. Holiday (bad pass; steal by J. Richardson),71,68
298,3,6:45.0,J. Richardson makes 2-pt layup from 1 ft,,73,68
299,3,6:38.0,,A. Davis makes 2-pt jump shot from 17 ft (assist by E. Moore),73,70
300,3,6:37.0,Miami full timeout,,73,70
301,3,6:37.0,,N. Mirotić enters the game for E. Okafor,73,70
302,3,6:23.0,Turnover by H. Whiteside (lost ball; steal by A. Davis),,73,70
303,3,6:18.0,,Turnover by R. Rondo (bad pass; steal by J. Richardson),73,70
304,3,6:16.0,Personal foul by R. Rondo (drawn by J. Winslow),,73,70
305,3,6:16.0,W. Ellington enters the game for J. Richardson,,73,70
306,3,6:08.0,J. Winslow misses 2-pt jump shot from 10 ft,,73,70
307,3,6:04.0,,Defensive rebound by A. Davis,73,70
308,3,5:57.0,,E. Moore misses 3-pt jump shot from 23 ft,73,70
309,3,5:55.0,,Offensive rebound by Team,73,70
310,3,5:55.0,Loose ball foul by H. Whiteside (drawn by A. Davis),,73,70
311,3,5:55.0,,D. Miller enters the game for R. Rondo,73,70
312,3,5:55.0,B. Adebayo enters the game for H. Whiteside,,73,70
313,3,5:43.0,,A. Davis misses 2-pt jump shot from 17 ft,73,70
314,3,5:38.0,Defensive rebound by B. Adebayo,,73,70
315,3,5:25.0,T. Johnson makes 3-pt jump shot from 25 ft,,76,70
316,3,5:08.0,,Turnover by J. Holiday (bad pass; steal by J. Winslow),76,70
317,3,5:06.0,G. Dragić makes 2-pt layup from 3 ft (assist by J. Winslow),,78,70
318,3,5:06.0,,New Orleans full timeout,78,70
319,3,5:06.0,,I. Clark enters the game for D. Miller,78,70
320,3,4:53.0,,E. Moore misses 2-pt layup from 2 ft,78,70
321,3,4:49.0,Defensive rebound by B. Adebayo,,78,70
322,3,4:38.0,T. Johnson misses 2-pt jump shot from 17 ft,,78,70
323,3,4:33.0,,Defensive rebound by N. Mirotić,78,70
324,3,4:25.0,,N. Mirotić makes 3-pt jump shot from 25 ft (assist by J. Holiday),78,73
325,3,4:11.0,T. Johnson misses 2-pt layup from 1 ft (block by A. Davis),,78,73
326,3,4:11.0,Offensive rebound by Team,,78,73
327,3,4:02.0,Turnover by W. Ellington (bad pass; steal by I. Clark),,78,73
328,3,3:56.0,,E. Moore makes 2-pt layup at rim (assist by I. Clark),78,75
329,3,3:42.0,B. Adebayo makes 2-pt layup from 1 ft (assist by G. Dragić),,80,75
330,3,3:31.0,,E. Moore misses 2-pt jump shot from 9 ft,80,75
331,3,3:31.0,Defensive rebound by J. Winslow,,80,75
332,3,3:25.0,G. Dragić makes 2-pt layup from 1 ft (assist by J. Winslow),,82,75
333,3,3:17.0,,A. Davis makes 2-pt dunk at rim (assist by J. Holiday),82,77
334,3,2:53.0,Shooting foul by N. Mirotić (drawn by B. Adebayo),,82,77
335,3,2:53.0,B. Adebayo makes free throw 1 of 2,,83,77
336,3,2:53.0,,R. Rondo enters the game for J. Holiday,83,77
337,3,2:53.0,,C. Diallo enters the game for A. Davis,83,77
338,3,2:53.0,J. Johnson enters the game for G. Dragić,,83,77
339,3,2:53.0,D. Wade enters the game for T. Johnson,,83,77
340,3,2:53.0,J. Richardson enters the game for J. Winslow,,83,77
341,3,2:53.0,B. Adebayo makes free throw 2 of 2,,84,77
342,3,2:37.0,,I. Clark misses 3-pt jump shot from 26 ft,84,77
343,3,2:34.0,Defensive rebound by J. Johnson,,84,77
344,3,2:17.0,J. Richardson misses 2-pt layup from 1 ft,,84,77
345,3,2:13.0,,Defensive rebound by R. Rondo,84,77
346,3,2:11.0,,N. Mirotić misses 3-pt jump shot from 27 ft,84,77
347,3,2:11.0,Defensive rebound by J. Richardson,,84,77
348,3,1:52.0,D. Wade misses 2-pt jump shot from 15 ft,,84,77
349,3,1:48.0,,Defensive rebound by N. Mirotić,84,77
350,3,1:45.0,,E. Moore makes 3-pt jump shot from 26 ft (assist by R. Rondo),84,80
351,3,1:26.0,J. Richardson makes 2-pt jump shot from 18 ft (assist by B. Adebayo),,86,80
352,3,1:15.0,,N. Mirotić makes 2-pt jump shot from 20 ft (assist by C. Diallo),86,82
353,3,0:59.0,J. Johnson makes 3-pt jump shot from 23 ft (assist by B. Adebayo),,89,82
354,3,0:53.0,,Turnover by E. Moore (traveling),89,82
355,3,0:53.0,,D. Miller enters the game for E. Moore,89,82
356,3,0:39.0,W. Ellington misses 3-pt jump shot from 27 ft,,89,82
357,3,0:37.0,,Defensive rebound by Team,89,82
358,3,0:37.0,Loose ball foul by B. Adebayo (drawn by D. Miller),,89,82
359,3,0:32.0,,N. Mirotić misses 3-pt jump shot from 28 ft,89,82
360,3,0:26.0,Defensive rebound by B. Adebayo,,89,82
361,3,0:17.0,D. Wade misses 2-pt jump shot from 8 ft,,89,82
362,3,0:17.0,,Defensive rebound by D. Miller,89,82
363,3,0:00.0,,R. Rondo misses 2-pt layup from 1 ft,89,82
364,3,0:00.0,,Offensive rebound by N. Mirotić,89,82
365,3,0:00.0,,N. Mirotić makes 2-pt layup at rim,89,84
366,4,11:47.0,Turnover by D. Wade (bad pass; steal by C. Diallo),,89,84
367,4,11:30.0,,C. Diallo misses 2-pt layup from 1 ft,89,84
368,4,11:25.0,Defensive rebound by D. Wade,,89,84
369,4,11:13.0,W. Ellington makes 3-pt jump shot from 26 ft (assist by J. Johnson),,92,84
370,4,10:51.0,,Shooting foul by B. Adebayo (drawn by C. Diallo),92,84
371,4,10:51.0,,C. Diallo misses free throw 1 of 2,92,84
372,4,10:51.0,,Offensive rebound by Team,92,84
373,4,10:51.0,H. Whiteside enters the game for B. Adebayo,,92,84
374,4,10:51.0,,C. Diallo makes free throw 2 of 2,92,85
375,4,10:43.0,J. Johnson misses 2-pt layup from 2 ft,,92,85
376,4,10:41.0,Offensive rebound by H. Whiteside,,92,85
377,4,10:41.0,,E. Okafor enters the game for C. Diallo,92,85
378,4,10:36.0,D. Wade misses 2-pt jump shot from 15 ft,,92,85
379,4,10:36.0,,Defensive rebound by N. Mirotić,92,85
380,4,10:13.0,,R. Rondo misses 2-pt layup at rim,92,85
381,4,10:13.0,,Offensive rebound by E. Okafor,92,85
382,4,10:07.0,,E. Okafor makes 2-pt layup at rim,92,87
