,QUARTER,TIME_REMAINING,CHICAGO_ACTION,DALLAS_ACTION,CHICAGO_SCORE,DALLAS_SCORE
377,4,2:49.0,L. Markkanen makes 2-pt dunk at rim,,107,102
378,4,2:31.0,,H. Barnes misses 2-pt layup from 1 ft,107,102
379,4,2:31.0,,Offensive rebound by H. Barnes,107,102
380,4,2:27.0,,H. Barnes makes 2-pt layup at rim,107,104
381,4,2:15.0,K. Dunn makes 3-pt jump shot from 25 ft,,110,104
382,4,1:50.0,,Turnover by H. Barnes (bad pass; steal by K. Dunn),110,104
383,4,1:48.0,Turnover by K. Dunn (bad pass; steal by D. Powell),,110,104
384,4,1:45.0,,Turnover by D. Powell (bad pass),110,104
385,4,1:45.0,,J. Barea enters the game for Y. Ferrell,110,104
386,4,1:45.0,N. Mirotić enters the game for B. Portis,,110,104
387,4,1:34.0,K. Dunn makes 2-pt jump shot from 13 ft,,112,104
388,4,1:24.0,,Turnover by D. Smith (palming),112,104
389,4,1:08.0,N. Mirotić makes 2-pt layup at rim (assist by K. Dunn),,114,104
390,4,1:08.0,,Dallas full timeout,114,104
391,4,1:06.0,,Shooting foul by J. Holiday (drawn by W. Matthews),114,104
392,4,1:06.0,,W. Matthews makes free throw 1 of 3,114,105
393,4,1:06.0,,W. Matthews makes free throw 2 of 3,114,106
394,4,1:06.0,,Y. Ferrell enters the game for J. Barea,114,106
395,4,1:06.0,D. Valentine enters the game for D. Nwaba,,114,106
396,4,1:06.0,,W. Matthews makes free throw 3 of 3,114,107
397,4,1:05.0,Personal foul by D. Powell (drawn by D. Valentine),,114,107
398,4,1:00.0,Personal take foul by D. Powell (drawn by J. Holiday),,114,107
399,4,1:00.0,J. Holiday makes free throw 1 of 2,,115,107
400,4,1:00.0,D. Nwaba enters the game for D. Valentine,,115,107
401,4,1:00.0,J. Holiday makes free throw 2 of 2,,116,107
402,4,0:55.0,,D. Powell makes 2-pt layup at rim (assist by Y. Ferrell),116,109
403,4,0:55.0,,Shooting foul by J. Holiday (drawn by D. Powell),116,109
404,4,0:55.0,D. Valentine enters the game for D. Nwaba,,116,109
405,4,0:55.0,,D. Powell makes free throw 1 of 1,116,110
406,4,0:49.0,Personal foul by D. Powell (drawn by D. Valentine),,116,110
407,4,0:49.0,,M. Kleber enters the game for D. Powell,116,110
408,4,0:49.0,D. Valentine makes free throw 1 of 2,,117,110
409,4,0:49.0,D. Valentine makes free throw 2 of 2,,118,110
410,4,0:44.0,,D. Smith makes 2-pt layup from 1 ft,118,112
411,4,0:43.0,Personal take foul by Y. Ferrell (drawn by J. Holiday),,118,112
412,4,0:43.0,J. Holiday makes free throw 1 of 2,,119,112
413,4,0:43.0,D. Nwaba enters the game for D. Valentine,,119,112
414,4,0:43.0,J. Holiday makes free throw 2 of 2,,120,112
415,4,0:31.0,,Y. Ferrell misses 2-pt layup from 1 ft,120,112
416,4,0:28.0,,Offensive rebound by H. Barnes,120,112
417,4,0:28.0,,H. Barnes makes 2-pt layup from 1 ft,120,114
418,4,0:27.0,Personal foul by M. Kleber (drawn by K. Dunn),,120,114
419,4,0:27.0,K. Dunn makes free throw 1 of 2,,121,114
420,4,0:27.0,K. Dunn makes free throw 2 of 2,,122,114
421,4,0:19.0,,D. Smith makes 3-pt jump shot from 25 ft,122,117
422,4,0:19.0,Chicago full timeout,,122,117
423,4,0:19.0,D. Valentine enters the game for D. Nwaba,,122,117
424,4,0:18.0,Personal take foul by H. Barnes (drawn by J. Holiday),,122,117
425,4,0:18.0,J. Holiday makes free throw 1 of 2,,123,117
426,4,0:18.0,D. Nwaba enters the game for D. Valentine,,123,117
427,4,0:18.0,J. Holiday makes free throw 2 of 2,,124,117
428,4,0:14.0,,M. Kleber makes 2-pt dunk at rim (assist by D. Smith),124,119
429,4,0:14.0,Turnover by N. Mirotić (bad pass; steal by D. Smith),,124,119
430,4,0:13.0,,D. Smith makes 2-pt dunk at rim,124,121
431,4,0:11.0,Personal take foul by M. Kleber (drawn by K. Dunn),,124,121
432,4,0:11.0,K. Dunn makes free throw 1 of 2,,125,121
433,4,0:11.0,K. Dunn misses free throw 2 of 2,,125,121
434,4,0:11.0,Turnover by N. Mirotić (turnover),,125,121
435,4,0:07.0,,D. Smith misses 3-pt jump shot from 24 ft,125,121
436,4,0:04.0,,Offensive rebound by H. Barnes,125,121
437,4,0:03.0,,D. Smith makes 3-pt jump shot from 24 ft (assist by H. Barnes),125,124
438,4,0:03.0,Chicago full timeout,,125,124
439,4,0:03.0,D. Valentine enters the game for D. Nwaba,,125,124
440,4,0:02.0,Personal take foul by Y. Ferrell (drawn by J. Holiday),,125,124
441,4,0:02.0,J. Holiday makes free throw 1 of 2,,126,124
442,4,0:02.0,D. Nwaba enters the game for D. Valentine,,126,124
443,4,0:02.0,J. Holiday makes free throw 2 of 2,,127,124
444,4,0:00.0,,Y. Ferrell misses 3-pt jump shot from 24 ft,127,124
445,4,0:00.0,,Offensive rebound by Team,127,124
