,QUARTER,TIME_REMAINING,PHOENIX_ACTION,NEW YORK_ACTION,PHOENIX_SCORE,NEW YORK_SCORE
125,2,10:21.0,T. Ulis misses 2-pt jump shot from 15 ft,,19,40
126,2,10:19.0,Offensive rebound by A. Len,,19,40
127,2,10:18.0,A. Len misses 2-pt layup from 1 ft,,19,40
128,2,10:14.0,Offensive rebound by J. Jackson,,19,40
129,2,10:14.0,J. Jackson makes 2-pt layup at rim,,21,40
130,2,9:59.0,,F. Ntilikina misses 2-pt jump shot from 6 ft,21,40
131,2,9:57.0,Defensive rebound by J. Jackson,,21,40
132,2,9:44.0,A. Len makes 2-pt dunk at rim (assist by J. Jackson),,23,40
133,2,9:44.0,,New York full timeout,23,40
134,2,9:44.0,T. Chandler enters the game for A. Len,,23,40
135,2,9:44.0,M. Chriss enters the game for D. Bender,,23,40
136,2,9:27.0,,K. O'Quinn makes 2-pt jump shot from 4 ft (assist by F. Ntilikina),23,42
137,2,9:15.0,T. Daniels makes 3-pt jump shot from 28 ft (assist by T. Ulis),,26,42
138,2,8:51.0,,C. Lee misses 2-pt jump shot from 14 ft,26,42
139,2,8:48.0,Defensive rebound by M. Chriss,,26,42
140,2,8:43.0,T. Daniels makes 3-pt jump shot from 27 ft (assist by T. Ulis),,29,42
141,2,8:13.0,,K. O'Quinn misses 2-pt jump shot from 7 ft,29,42
142,2,8:10.0,Defensive rebound by T. Chandler,,29,42
143,2,7:47.0,M. Chriss misses 2-pt jump shot from 9 ft,,29,42
144,2,7:45.0,,Defensive rebound by L. Thomas,29,42
145,2,7:27.0,,L. Thomas misses 3-pt jump shot from 25 ft,29,42
146,2,7:27.0,Defensive rebound by T. Daniels,,29,42
147,2,7:27.0,,Loose ball foul by M. Beasley (drawn by T. Daniels),29,42
148,2,7:27.0,,J. Jack enters the game for K. O'Quinn,29,42
149,2,7:27.0,,E. Freedom enters the game for F. Ntilikina,29,42
150,2,7:27.0,,D. McDermott enters the game for L. Thomas,29,42
151,2,7:15.0,J. Jackson makes 2-pt jump shot from 19 ft,,31,42
152,2,6:53.0,,C. Lee misses 3-pt jump shot from 25 ft,31,42
153,2,6:50.0,Defensive rebound by T. Chandler,,31,42
154,2,6:36.0,Personal foul by C. Lee (drawn by J. Jackson),,31,42
155,2,6:36.0,,K. Porziņģis enters the game for M. Beasley,31,42
156,2,6:31.0,Shooting foul by D. McDermott (drawn by T. Chandler),,31,42
157,2,6:31.0,T. Chandler misses free throw 1 of 2,,31,42
158,2,6:31.0,Offensive rebound by Team,,31,42
159,2,6:31.0,T. Chandler makes free throw 2 of 2,,32,42
160,2,6:20.0,,Personal foul by M. Chriss (drawn by K. Porziņģis),32,42
161,2,6:20.0,D. Bender enters the game for M. Chriss,,32,42
162,2,6:10.0,,K. Porziņģis makes 2-pt jump shot from 11 ft (assist by J. Jack),32,44
163,2,5:49.0,T. Ulis misses 2-pt jump shot from 18 ft,,32,44
164,2,5:46.0,Offensive rebound by T. Ulis,,32,44
165,2,5:44.0,T. Ulis misses 2-pt layup from 1 ft,,32,44
166,2,5:42.0,Offensive rebound by T. Ulis,,32,44
167,2,5:40.0,T. Chandler misses 2-pt layup from 1 ft,,32,44
168,2,5:40.0,,Defensive rebound by J. Jack,32,44
169,2,5:36.0,,K. Porziņģis makes 2-pt dunk from 1 ft (assist by J. Jack),32,46
170,2,5:17.0,T. Daniels misses 3-pt jump shot from 23 ft,,32,46
171,2,5:14.0,,Defensive rebound by K. Porziņģis,32,46
172,2,5:09.0,,E. Freedom makes 2-pt layup from 1 ft (assist by J. Jack),32,48
173,2,5:04.0,,C. Lee makes 2-pt layup at rim,32,50
174,2,4:54.0,Turnover by D. Bender (lost ball; steal by C. Lee),,32,50
175,2,4:47.0,T. Daniels misses 3-pt jump shot from 26 ft,,32,50
176,2,4:47.0,,Defensive rebound by E. Freedom,32,50
177,2,4:47.0,,Personal foul by T. Ulis (drawn by J. Jack),32,50
178,2,4:47.0,M. James enters the game for T. Ulis,,32,50
179,2,4:47.0,D. Booker enters the game for T. Daniels,,32,50
180,2,4:47.0,A. Len enters the game for T. Chandler,,32,50
181,2,4:36.0,,Shooting foul by D. Booker (drawn by K. Porziņģis),32,50
182,2,4:36.0,,K. Porziņģis misses free throw 1 of 2,32,50
183,2,4:36.0,,Offensive rebound by Team,32,50
184,2,4:36.0,,T. Hardaway enters the game for C. Lee,32,50
185,2,4:36.0,,K. Porziņģis makes free throw 2 of 2,32,51
186,2,4:30.0,J. Jackson misses 2-pt jump shot from 7 ft,,32,51
187,2,4:26.0,,Defensive rebound by J. Jack,32,51
188,2,4:24.0,,D. McDermott misses 3-pt jump shot from 26 ft,32,51
189,2,4:23.0,,Offensive rebound by Team,32,51
190,2,4:23.0,Loose ball foul by A. Len (drawn by K. Porziņģis),,32,51
191,2,4:18.0,,Shooting foul by A. Len (drawn by K. Porziņģis),32,51
192,2,4:18.0,,K. Porziņģis misses free throw 1 of 2,32,51
193,2,4:18.0,,Offensive rebound by Team,32,51
194,2,4:18.0,,K. Porziņģis makes free throw 2 of 2,32,52
195,2,4:07.0,D. Booker makes 2-pt jump shot from 20 ft (assist by D. Bender),,34,52
196,2,3:50.0,,D. McDermott makes 2-pt dunk at rim (assist by T. Hardaway),34,54
197,2,3:50.0,Phoenix full timeout,,34,54
198,2,3:28.0,J. Jackson makes 2-pt layup at rim,,36,54
199,2,3:18.0,,Personal foul by J. Jackson (drawn by K. Porziņģis),36,54
200,2,3:18.0,,K. Porziņģis makes free throw 1 of 2,36,55
201,2,3:18.0,,K. Porziņģis makes free throw 2 of 2,36,56
202,2,3:14.0,D. Booker makes 2-pt layup from 2 ft,,38,56
203,2,3:14.0,Shooting foul by D. McDermott (drawn by D. Booker),,38,56
204,2,3:14.0,D. Booker makes free throw 1 of 1,,39,56
205,2,2:54.0,,E. Freedom makes 2-pt dunk at rim (assist by J. Jack),39,58
206,2,2:35.0,D. Booker misses 3-pt jump shot from 26 ft,,39,58
207,2,2:33.0,Offensive rebound by A. Len,,39,58
208,2,2:33.0,Shooting foul by E. Freedom (drawn by A. Len),,39,58
209,2,2:33.0,A. Len makes free throw 1 of 2,,40,58
210,2,2:33.0,A. Len makes free throw 2 of 2,,41,58
211,2,2:17.0,,K. Porziņģis misses 2-pt layup from 2 ft,41,58
212,2,2:15.0,Defensive rebound by D. Bender,,41,58
213,2,2:11.0,M. James misses 3-pt jump shot from 29 ft,,41,58
214,2,2:05.0,,Defensive rebound by E. Freedom,41,58
215,2,2:03.0,,D. McDermott misses 3-pt jump shot from 25 ft,41,58
216,2,2:03.0,Defensive rebound by Team,,41,58
217,2,2:03.0,,Loose ball foul by E. Freedom (drawn by D. Booker),41,58
218,2,2:03.0,D. Booker makes free throw 1 of 2,,42,58
219,2,2:03.0,D. Jones enters the game for J. Jackson,,42,58
220,2,2:03.0,D. Booker makes free throw 2 of 2,,43,58
221,2,1:50.0,,J. Jack misses 2-pt jump shot from 11 ft,43,58
222,2,1:48.0,Defensive rebound by D. Bender,,43,58
223,2,1:44.0,Shooting foul by E. Freedom (drawn by D. Booker),,43,58
224,2,1:44.0,D. Booker makes free throw 1 of 2,,44,58
225,2,1:44.0,,K. O'Quinn enters the game for E. Freedom,44,58
226,2,1:44.0,D. Booker makes free throw 2 of 2,,45,58
227,2,1:31.0,,K. Porziņģis misses 2-pt jump shot from 9 ft,45,58
228,2,1:29.0,Defensive rebound by Team,,45,58
229,2,1:22.0,M. James misses 2-pt dunk from 1 ft (block by K. O'Quinn),,45,58
230,2,1:19.0,,Defensive rebound by J. Jack,45,58
231,2,1:07.0,,D. McDermott makes 3-pt jump shot from 23 ft (assist by T. Hardaway),45,61
232,2,0:49.0,D. Booker misses 3-pt jump shot from 26 ft,,45,61
233,2,0:46.0,Offensive rebound by D. Jones,,45,61
234,2,0:38.0,D. Bender makes 3-pt jump shot from 25 ft (assist by M. James),,48,61
235,2,0:35.0,,Personal foul by D. Bender (drawn by T. Hardaway),48,61
236,2,0:35.0,,T. Hardaway makes free throw 1 of 2,48,62
237,2,0:35.0,,T. Hardaway makes free throw 2 of 2,48,63
238,2,0:30.0,D. Booker makes 2-pt layup from 1 ft,,50,63
239,2,0:17.0,,Personal foul by D. Booker (drawn by T. Hardaway),50,63
240,2,0:17.0,,T. Hardaway makes free throw 1 of 2,50,64
241,2,0:17.0,,T. Hardaway makes free throw 2 of 2,50,65
242,2,0:02.0,Turnover by D. Jones (bad pass; steal by K. Porziņģis),,50,65
243,2,0:00.0,,K. Porziņģis misses 3-pt jump shot from 63 ft,50,65
244,2,0:00.0,,Offensive rebound by Team,50,65
245,3,11:45.0,,Turnover by J. Jack (lost ball; steal by D. Booker),50,65
246,3,11:40.0,D. Booker makes 2-pt layup from 1 ft,,52,65
247,3,11:23.0,,Shooting foul by J. Jackson (drawn by T. Hardaway),52,65
248,3,11:23.0,,T. Hardaway makes free throw 1 of 2,52,66
249,3,11:23.0,,T. Hardaway makes free throw 2 of 2,52,67
250,3,11:07.0,M. Chriss makes 3-pt jump shot from 22 ft (assist by D. Booker),,55,67
251,3,10:55.0,,E. Freedom misses 2-pt jump shot from 15 ft,55,67
252,3,10:52.0,Defensive rebound by M. Chriss,,55,67
253,3,10:43.0,D. Booker misses 3-pt jump shot from 25 ft,,55,67
254,3,10:40.0,,Defensive rebound by C. Lee,55,67
255,3,10:38.0,,Turnover by C. Lee (bad pass; steal by M. James),55,67
256,3,10:34.0,J. Jackson misses 2-pt layup from 2 ft,,55,67
257,3,10:29.0,Offensive rebound by T. Chandler,,55,67
258,3,10:29.0,T. Chandler misses 2-pt layup at rim,,55,67
259,3,10:29.0,Offensive rebound by T. Chandler,,55,67
260,3,10:27.0,T. Chandler makes 2-pt layup at rim,,57,67
261,3,10:11.0,,C. Lee misses 2-pt jump shot from 16 ft,57,67
262,3,10:09.0,,Offensive rebound by C. Lee,57,67
263,3,10:00.0,,Turnover by J. Jack (lost ball; steal by M. James),57,67
264,3,9:56.0,Turnover by D. Booker (bad pass; steal by T. Hardaway),,57,67
265,3,9:52.0,,T. Hardaway misses 3-pt jump shot from 25 ft,57,67
266,3,9:44.0,,Offensive rebound by K. Porziņģis,57,67
267,3,9:44.0,,K. Porziņģis makes 2-pt dunk at rim,57,69
268,3,9:36.0,J. Jackson makes 3-pt jump shot from 24 ft (assist by M. James),,60,69
269,3,9:20.0,,Shooting foul by M. Chriss (drawn by K. Porziņģis),60,69
270,3,9:20.0,,K. Porziņģis makes free throw 1 of 2,60,70
271,3,9:20.0,,K. Porziņģis misses free throw 2 of 2,60,70
272,3,9:18.0,Defensive rebound by M. Chriss,,60,70
273,3,9:09.0,Shooting foul by C. Lee (drawn by T. Chandler),,60,70
274,3,9:09.0,T. Chandler makes free throw 1 of 2,,61,70
275,3,9:09.0,T. Chandler makes free throw 2 of 2,,62,70
276,3,8:56.0,,T. Hardaway misses 3-pt jump shot from 25 ft,62,70
277,3,8:53.0,Defensive rebound by M. Chriss,,62,70
278,3,8:51.0,D. Booker misses 3-pt jump shot from 25 ft,,62,70
279,3,8:44.0,Offensive rebound by T. Chandler,,62,70
280,3,8:44.0,T. Chandler makes 2-pt dunk at rim,,64,70
281,3,8:28.0,,K. Porziņģis makes 2-pt layup from 1 ft (assist by C. Lee),64,72
282,3,8:12.0,T. Chandler makes 2-pt dunk from 1 ft (assist by M. James),,66,72
283,3,8:12.0,,New York full timeout,66,72
284,3,7:49.0,,C. Lee misses 3-pt jump shot from 26 ft,66,72
285,3,7:43.0,,Offensive rebound by E. Freedom,66,72
286,3,7:37.0,,Shooting foul by M. Chriss (drawn by K. Porziņģis),66,72
287,3,7:37.0,,K. Porziņģis makes free throw 1 of 2,66,73
288,3,7:37.0,D. Bender enters the game for M. Chriss,,66,73
289,3,7:37.0,,K. Porziņģis makes free throw 2 of 2,66,74
290,3,7:26.0,Turnover by D. Bender (traveling),,66,74
291,3,7:19.0,,Personal foul by D. Bender (drawn by K. Porziņģis),66,74
292,3,7:13.0,,Turnover by K. Porziņģis (bad pass),66,74
293,3,7:02.0,D. Bender misses 3-pt jump shot from 26 ft,,66,74
294,3,6:59.0,,Defensive rebound by J. Jack,66,74
295,3,6:49.0,,K. Porziņģis makes 2-pt jump shot from 7 ft,66,76
296,3,6:31.0,J. Jackson misses 3-pt jump shot from 25 ft,,66,76
297,3,6:29.0,,Defensive rebound by J. Jack,66,76
298,3,6:26.0,,T. Hardaway misses 3-pt jump shot from 26 ft,66,76
299,3,6:21.0,Defensive rebound by D. Booker,,66,76
300,3,6:19.0,Offensive foul by D. Booker (drawn by T. Hardaway),,66,76
301,3,6:19.0,Turnover by D. Booker (offensive foul),,66,76
302,3,6:19.0,,L. Thomas enters the game for C. Lee,66,76
303,3,6:19.0,A. Len enters the game for D. Booker,,66,76
304,3,6:19.0,T. Daniels enters the game for T. Chandler,,66,76
305,3,6:10.0,,Personal foul by A. Len (drawn by J. Jack),66,76
306,3,6:10.0,,J. Jack makes free throw 1 of 2,66,77
307,3,6:10.0,,M. Beasley enters the game for K. Porziņģis,66,77
308,3,6:10.0,,J. Jack makes free throw 2 of 2,66,78
309,3,5:54.0,M. James misses 2-pt jump shot from 17 ft,,66,78
310,3,5:51.0,Offensive rebound by A. Len,,66,78
311,3,5:43.0,J. Jackson misses 3-pt jump shot from 27 ft,,66,78
312,3,5:39.0,,Defensive rebound by L. Thomas,66,78
313,3,5:37.0,,T. Hardaway makes 2-pt layup at rim (assist by J. Jack),66,80
314,3,5:19.0,Shooting foul by T. Hardaway (drawn by M. James),,66,80
315,3,5:19.0,M. James misses free throw 1 of 3,,66,80
316,3,5:19.0,Offensive rebound by Team,,66,80
317,3,5:19.0,M. James makes free throw 2 of 3,,67,80
318,3,5:19.0,M. James makes free throw 3 of 3,,68,80
319,3,5:00.0,,E. Freedom misses 2-pt layup from 2 ft,68,80
320,3,5:00.0,Defensive rebound by Team,,68,80
321,3,4:49.0,M. James misses 3-pt jump shot from 25 ft,,68,80
322,3,4:46.0,,Defensive rebound by L. Thomas,68,80
323,3,4:32.0,,E. Freedom misses 2-pt hook shot from 8 ft,68,80
324,3,4:30.0,Defensive rebound by A. Len,,68,80
325,3,4:26.0,T. Daniels makes 3-pt jump shot from 24 ft (assist by M. James),,71,80
326,3,4:03.0,,Turnover by T. Hardaway (bad pass; steal by M. James),71,80
327,3,3:59.0,M. James misses 2-pt layup from 2 ft,,71,80
328,3,3:54.0,Offensive rebound by D. Bender,,71,80
329,3,3:54.0,D. Bender makes 2-pt layup at rim,,73,80
330,3,3:43.0,,T. Hardaway misses 3-pt jump shot from 26 ft,73,80
331,3,3:40.0,,Offensive rebound by E. Freedom,73,80
332,3,3:37.0,,E. Freedom makes 2-pt layup from 1 ft,73,82
333,3,3:29.0,Shooting foul by E. Freedom (drawn by A. Len),,73,82
334,3,3:29.0,,K. O'Quinn enters the game for J. Jack,73,82
335,3,3:29.0,,F. Ntilikina enters the game for E. Freedom,73,82
336,3,3:29.0,T. Ulis enters the game for M. James,,73,82
337,3,3:29.0,A. Len misses free throw 1 of 2,,73,82
338,3,3:29.0,Offensive rebound by Team,,73,82
339,3,3:29.0,A. Len misses free throw 2 of 2,,73,82
340,3,3:29.0,,Defensive rebound by Team,73,82
341,3,3:12.0,,M. Beasley misses 2-pt jump shot from 8 ft (block by D. Bender),73,82
342,3,3:09.0,Defensive rebound by D. Bender,,73,82
343,3,3:02.0,J. Jackson misses 3-pt jump shot from 22 ft,,73,82
344,3,3:00.0,,Defensive rebound by M. Beasley,73,82
345,3,2:54.0,,M. Beasley misses 2-pt layup from 1 ft,73,82
346,3,2:52.0,Defensive rebound by A. Len,,73,82
347,3,2:33.0,Turnover by A. Len (lost ball; steal by L. Thomas),,73,82
348,3,2:20.0,,L. Thomas makes 2-pt layup from 2 ft,73,84
349,3,2:20.0,,C. Lee enters the game for T. Hardaway,73,84
350,3,2:20.0,,D. McDermott enters the game for L. Thomas,73,84
351,3,2:20.0,Phoenix full timeout,,73,84
352,3,2:03.0,T. Daniels misses 3-pt jump shot from 26 ft,,73,84
353,3,1:59.0,,Defensive rebound by M. Beasley,73,84
354,3,1:46.0,,D. McDermott makes 2-pt layup from 1 ft (assist by K. O'Quinn),73,86
355,3,1:31.0,D. Bender misses 3-pt jump shot from 26 ft,,73,86
356,3,1:31.0,Offensive rebound by Team,,73,86
357,3,1:31.0,,Loose ball foul by K. O'Quinn (drawn by A. Len),73,86
358,3,1:26.0,Shooting foul by M. Beasley (drawn by D. Bender),,73,86
359,3,1:26.0,D. Bender makes free throw 1 of 2,,74,86
360,3,1:26.0,D. Bender makes free throw 2 of 2,,75,86
361,3,1:04.0,,M. Beasley makes 2-pt jump shot from 3 ft,75,88
362,3,0:54.0,Personal foul by F. Ntilikina (drawn by T. Ulis),,75,88
363,3,0:54.0,T. Ulis misses free throw 1 of 2,,75,88
364,3,0:54.0,Offensive rebound by Team,,75,88
365,3,0:54.0,T. Ulis makes free throw 2 of 2,,76,88
366,3,0:35.0,,M. Beasley makes 2-pt layup from 1 ft,76,90
367,3,0:14.0,T. Ulis misses 2-pt jump shot from 12 ft,,76,90
368,3,0:11.0,,Defensive rebound by K. O'Quinn,76,90
369,3,0:01.0,,M. Beasley makes 2-pt hook shot from 7 ft,76,92
370,3,0:00.0,T. Ulis misses 3-pt jump shot from 53 ft,,76,92
371,3,0:00.0,Offensive rebound by Team,,76,92
372,4,11:44.0,D. Booker misses 2-pt jump shot from 18 ft,,76,92
373,4,11:38.0,Offensive rebound by M. Chriss,,76,92
374,4,11:38.0,M. Chriss makes 2-pt layup at rim,,78,92
375,4,11:29.0,,M. Beasley makes 2-pt layup from 1 ft (assist by K. O'Quinn),78,94
376,4,11:29.0,,Shooting foul by M. Chriss (drawn by M. Beasley),78,94
377,4,11:29.0,,M. Beasley makes free throw 1 of 1,78,95
378,4,11:10.0,A. Len misses 2-pt hook shot from 2 ft,,78,95
379,4,11:08.0,Offensive rebound by T. Ulis,,78,95
380,4,11:06.0,T. Ulis misses 2-pt jump shot from 10 ft,,78,95
381,4,11:03.0,Offensive rebound by A. Len,,78,95
382,4,11:01.0,T. Ulis makes 2-pt jump shot from 16 ft,,80,95
383,4,10:46.0,,Turnover by K. O'Quinn (step out of bounds),80,95
384,4,10:40.0,Personal foul by K. O'Quinn (drawn by T. Daniels),,80,95
385,4,10:35.0,Shooting foul by K. O'Quinn (drawn by A. Len),,80,95
386,4,10:35.0,A. Len makes free throw 1 of 2,,81,95
387,4,10:35.0,A. Len misses free throw 2 of 2,,81,95
388,4,10:34.0,,Defensive rebound by K. O'Quinn,81,95
389,4,10:22.0,,Turnover by F. Ntilikina (bad pass; steal by T. Ulis),81,95
390,4,10:18.0,T. Daniels misses 2-pt jump shot from 12 ft,,81,95
391,4,10:18.0,,Defensive rebound by D. McDermott,81,95
