,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,MIAMI_ACTION,WASHINGTON_SCORE,MIAMI_SCORE
69,1,3:24.0,,Defensive rebound by J. Winslow,14,20
70,1,3:18.0,,J. Winslow makes 2-pt layup from 1 ft,14,22
71,1,2:57.0,M. Gortat misses 2-pt hook shot from 2 ft,,14,22
72,1,2:54.0,Offensive rebound by B. Beal,,14,22
73,1,2:54.0,B. Beal misses 2-pt layup at rim,,14,22
74,1,2:52.0,,Defensive rebound by B. Adebayo,14,22
75,1,2:44.0,,Turnover by W. Ellington (bad pass),14,22
76,1,2:44.0,,K. Olynyk enters the game for B. Adebayo,14,22
77,1,2:44.0,M. Scott enters the game for M. Gortat,,14,22
78,1,2:28.0,Turnover by T. Satoranský (bad pass; steal by K. Olynyk),,14,22
79,1,2:22.0,,W. Ellington misses 2-pt layup from 2 ft (block by B. Beal),14,22
80,1,2:21.0,Defensive rebound by Team,,14,22
81,1,2:10.0,B. Beal makes 2-pt jump shot from 19 ft,,16,22
82,1,1:52.0,,W. Ellington makes 2-pt jump shot from 17 ft (assist by K. Olynyk),16,24
83,1,1:37.0,Turnover by B. Beal (step out of bounds),,16,24
84,1,1:37.0,R. Sessions enters the game for B. Beal,,16,24
85,1,1:37.0,J. Meeks enters the game for T. Satoranský,,16,24
86,1,1:20.0,,D. Wade misses 2-pt layup from 3 ft,16,24
87,1,1:17.0,Defensive rebound by O. Porter,,16,24
88,1,1:15.0,J. Meeks makes 2-pt layup from 1 ft (assist by R. Sessions),,18,24
89,1,0:55.0,,K. Olynyk misses 2-pt layup from 1 ft,18,24
90,1,0:55.0,,Offensive rebound by K. Olynyk,18,24
91,1,0:54.0,,K. Olynyk makes 2-pt jump shot from 1 ft,18,26
92,1,0:38.0,Turnover by J. Meeks (bad pass; steal by R. McGruder),,18,26
93,1,0:37.0,,Personal foul by R. Sessions (drawn by J. Winslow),18,26
94,1,0:18.0,,D. Wade misses 2-pt jump shot from 9 ft,18,26
95,1,0:15.0,Defensive rebound by O. Porter,,18,26
96,1,0:04.0,R. Sessions makes 2-pt jump shot from 8 ft,,20,26
97,2,11:48.0,M. Scott misses 2-pt jump shot from 4 ft (block by K. Olynyk),,20,26
98,2,11:46.0,,Defensive rebound by W. Ellington,20,26
99,2,11:41.0,,R. McGruder misses 3-pt jump shot from 22 ft,20,26
100,2,11:40.0,,Offensive rebound by Team,20,26
101,2,11:40.0,Loose ball foul by K. Oubre (drawn by J. Winslow),,20,26
102,2,11:35.0,,W. Ellington misses 3-pt jump shot from 25 ft,20,26
103,2,11:32.0,Defensive rebound by T. Satoranský,,20,26
104,2,11:22.0,Shooting foul by J. Winslow (drawn by M. Scott),,20,26
105,2,11:22.0,M. Scott misses free throw 1 of 2,,20,26
106,2,11:22.0,Offensive rebound by Team,,20,26
107,2,11:22.0,M. Scott makes free throw 2 of 2,,21,26
108,2,11:03.0,,R. McGruder makes 2-pt layup from 1 ft,21,28
109,2,10:48.0,R. Sessions misses 2-pt jump shot from 8 ft,,21,28
110,2,10:45.0,,Defensive rebound by K. Olynyk,21,28
111,2,10:24.0,,J. Winslow misses 3-pt jump shot from 23 ft,21,28
112,2,10:21.0,Defensive rebound by R. Sessions,,21,28
113,2,10:14.0,J. Meeks makes 3-pt jump shot from 23 ft (assist by R. Sessions),,24,28
114,2,10:03.0,,D. Wade makes 2-pt layup from 1 ft,24,30
115,2,9:40.0,J. Meeks misses 2-pt jump shot from 11 ft,,24,30
116,2,9:38.0,,Defensive rebound by K. Olynyk,24,30
117,2,9:33.0,,Turnover by K. Olynyk (lost ball; steal by T. Satoranský),24,30
118,2,9:28.0,J. Meeks misses 3-pt jump shot from 25 ft,,24,30
119,2,9:26.0,,Defensive rebound by J. Winslow,24,30
120,2,9:07.0,,D. Wade misses 2-pt layup from 1 ft,24,30
121,2,9:05.0,Defensive rebound by M. Scott,,24,30
122,2,9:01.0,K. Oubre makes 3-pt jump shot from 24 ft (assist by R. Sessions),,27,30
123,2,8:53.0,,Miami full timeout,27,30
124,2,8:53.0,,T. Johnson enters the game for W. Ellington,27,30
125,2,8:41.0,,D. Wade misses 2-pt jump shot from 16 ft,27,30
126,2,8:39.0,Defensive rebound by J. Meeks,,27,30
127,2,8:24.0,Offensive foul by K. Oubre (drawn by D. Wade),,27,30
128,2,8:24.0,Turnover by K. Oubre (offensive foul),,27,30
129,2,8:24.0,,Technical foul by D. Wade,27,30
130,2,8:24.0,J. Meeks makes technical free throw,,28,30
131,2,8:24.0,,G. Dragić enters the game for D. Wade,28,30
132,2,8:16.0,,T. Johnson makes 2-pt layup from 1 ft,28,32
133,2,8:16.0,,Shooting foul by R. Sessions (drawn by T. Johnson),28,32
134,2,8:16.0,,T. Johnson makes free throw 1 of 1,28,33
135,2,8:06.0,R. Sessions makes 2-pt jump shot from 10 ft,,30,33
136,2,7:51.0,,K. Olynyk makes 2-pt layup from 1 ft (assist by R. McGruder),30,35
137,2,7:31.0,J. Meeks misses 2-pt jump shot from 19 ft,,30,35
138,2,7:29.0,,Defensive rebound by K. Olynyk,30,35
139,2,7:22.0,,G. Dragić makes 2-pt jump shot from 7 ft,30,37
140,2,7:21.0,Washington full timeout,,30,37
141,2,7:21.0,,J. Richardson enters the game for R. McGruder,30,37
142,2,7:21.0,O. Porter enters the game for R. Sessions,,30,37
143,2,7:21.0,B. Beal enters the game for J. Meeks,,30,37
144,2,6:57.0,K. Oubre misses 3-pt jump shot from 24 ft,,30,37
145,2,6:54.0,Offensive rebound by M. Scott,,30,37
146,2,6:53.0,M. Scott makes 2-pt layup from 1 ft,,32,37
147,2,6:36.0,,Turnover by K. Olynyk (lost ball; steal by O. Porter),32,37
148,2,6:36.0,Personal foul by K. Olynyk (drawn by O. Porter),,32,37
149,2,6:36.0,,J. Johnson enters the game for J. Winslow,32,37
150,2,6:24.0,Shooting foul by K. Olynyk (drawn by B. Beal),,32,37
151,2,6:24.0,B. Beal makes free throw 1 of 2,,33,37
152,2,6:24.0,,B. Adebayo enters the game for K. Olynyk,33,37
153,2,6:24.0,M. Morris enters the game for M. Scott,,33,37
154,2,6:24.0,B. Beal makes free throw 2 of 2,,34,37
155,2,6:14.0,,G. Dragić makes 3-pt jump shot from 25 ft,34,40
156,2,5:59.0,B. Beal makes 3-pt jump shot from 25 ft,,37,40
157,2,5:45.0,,G. Dragić makes 2-pt layup from 1 ft,37,42
158,2,5:45.0,,Shooting foul by T. Satoranský (drawn by G. Dragić),37,42
159,2,5:45.0,,G. Dragić makes free throw 1 of 1,37,43
160,2,5:29.0,T. Satoranský misses 3-pt jump shot from 23 ft,,37,43
161,2,5:27.0,,Defensive rebound by B. Adebayo,37,43
162,2,5:26.0,,Personal foul by M. Morris (drawn by G. Dragić),37,43
163,2,5:20.0,,Personal foul by K. Oubre (drawn by B. Adebayo),37,43
164,2,5:20.0,,B. Adebayo misses free throw 1 of 2,37,43
165,2,5:20.0,,Offensive rebound by Team,37,43
166,2,5:20.0,M. Gortat enters the game for K. Oubre,,37,43
167,2,5:20.0,,B. Adebayo misses free throw 2 of 2,37,43
168,2,5:17.0,Defensive rebound by M. Morris,,37,43
169,2,5:03.0,Turnover by T. Satoranský (bad pass; steal by J. Richardson),,37,43
170,2,5:03.0,Offensive charge foul by G. Dragić,,37,43
171,2,5:03.0,,Turnover by G. Dragić (bad pass),37,43
172,2,5:03.0,,Technical foul by G. Dragić,37,43
173,2,5:03.0,B. Beal makes technical free throw,,38,43
174,2,5:03.0,,W. Ellington enters the game for G. Dragić,38,43
175,2,4:53.0,O. Porter makes 2-pt jump shot from 3 ft (assist by M. Gortat),,40,43
176,2,4:39.0,,W. Ellington makes 3-pt jump shot from 25 ft (assist by J. Johnson),40,46
177,2,4:28.0,B. Beal makes 2-pt jump shot from 20 ft,,42,46
178,2,4:11.0,Away from play foul by B. Adebayo (drawn by B. Beal),,42,46
179,2,4:11.0,,Turnover by B. Adebayo (turnover),42,46
180,2,3:51.0,O. Porter makes 2-pt jump shot from 19 ft (assist by M. Morris),,44,46
181,2,3:41.0,,J. Johnson makes 2-pt layup from 1 ft,44,48
182,2,3:41.0,,Shooting foul by M. Morris (drawn by J. Johnson),44,48
183,2,3:41.0,,J. Johnson makes free throw 1 of 1,44,49
184,2,3:20.0,T. Satoranský misses 2-pt jump shot from 6 ft,,44,49
185,2,3:18.0,,Defensive rebound by J. Richardson,44,49
186,2,3:13.0,,T. Johnson makes 2-pt jump shot from 10 ft,44,51
187,2,2:49.0,M. Gortat misses 2-pt hook shot from 6 ft,,44,51
188,2,2:47.0,Offensive rebound by T. Satoranský,,44,51
189,2,2:28.0,Personal foul by B. Adebayo (drawn by T. Satoranský),,44,51
190,2,2:28.0,T. Satoranský makes free throw 1 of 2,,45,51
191,2,2:28.0,,K. Olynyk enters the game for B. Adebayo,45,51
192,2,2:28.0,T. Satoranský makes free throw 2 of 2,,46,51
193,2,2:10.0,,J. Richardson makes 3-pt jump shot from 23 ft (assist by J. Johnson),46,54
194,2,1:48.0,Turnover by B. Beal (bad pass; steal by J. Richardson),,46,54
195,2,1:45.0,,T. Johnson makes 2-pt dunk at rim (assist by J. Richardson),46,56
196,2,1:45.0,Washington full timeout,,46,56
197,2,1:45.0,,D. Wade enters the game for T. Johnson,46,56
198,2,1:24.0,Offensive foul by M. Gortat (drawn by K. Olynyk),,46,56
199,2,1:24.0,Turnover by M. Gortat (offensive foul),,46,56
200,2,1:14.0,,Personal foul by M. Morris (drawn by K. Olynyk),46,56
201,2,1:14.0,,K. Olynyk makes free throw 1 of 2,46,57
202,2,1:14.0,M. Scott enters the game for M. Morris,,46,57
203,2,1:14.0,,K. Olynyk makes free throw 2 of 2,46,58
204,2,0:53.0,Turnover by O. Porter (lost ball; steal by W. Ellington),,46,58
205,2,0:50.0,,J. Richardson makes 2-pt dunk from 1 ft (assist by D. Wade),46,60
206,2,0:29.0,Shooting foul by K. Olynyk (drawn by M. Scott),,46,60
207,2,0:29.0,M. Scott makes free throw 1 of 2,,47,60
208,2,0:29.0,,J. Winslow enters the game for K. Olynyk,47,60
209,2,0:29.0,M. Scott makes free throw 2 of 2,,48,60
210,2,0:12.0,,D. Wade misses 2-pt layup from 5 ft,48,60
211,2,0:09.0,Defensive rebound by M. Gortat,,48,60
212,2,0:01.0,Turnover by B. Beal (lost ball; steal by D. Wade),,48,60
213,3,11:40.0,M. Gortat misses 2-pt hook shot from 5 ft,,48,60
214,3,11:37.0,,Defensive rebound by J. Johnson,48,60
215,3,11:31.0,,T. Johnson misses 3-pt jump shot from 22 ft,48,60
216,3,11:27.0,Defensive rebound by M. Morris,,48,60
217,3,11:19.0,T. Satoranský makes 2-pt layup from 1 ft (assist by M. Morris),,50,60
218,3,11:19.0,Shooting foul by B. Adebayo (drawn by T. Satoranský),,50,60
219,3,11:19.0,,K. Olynyk enters the game for B. Adebayo,50,60
220,3,11:19.0,T. Satoranský misses free throw 1 of 1,,50,60
221,3,11:17.0,,Defensive rebound by K. Olynyk,50,60
222,3,11:06.0,,J. Johnson makes 2-pt jump shot from 5 ft,50,62
223,3,10:50.0,O. Porter makes 2-pt jump shot from 12 ft,,52,62
224,3,10:35.0,,J. Richardson makes 2-pt jump shot from 15 ft,52,64
225,3,10:20.0,T. Satoranský misses 2-pt jump shot from 9 ft,,52,64
226,3,10:18.0,Offensive rebound by T. Satoranský,,52,64
227,3,10:16.0,O. Porter misses 3-pt jump shot from 25 ft,,52,64
228,3,10:15.0,,Defensive rebound by J. Johnson,52,64
229,3,10:02.0,,J. Johnson makes 3-pt jump shot from 22 ft (assist by G. Dragić),52,67
230,3,9:45.0,B. Beal misses 2-pt layup from 1 ft,,52,67
231,3,9:43.0,,Defensive rebound by K. Olynyk,52,67
232,3,9:25.0,,K. Olynyk makes 2-pt jump shot from 11 ft (assist by J. Richardson),52,69
233,3,9:25.0,Washington full timeout,,52,69
234,3,9:25.0,J. Meeks enters the game for M. Gortat,,52,69
235,3,9:05.0,M. Morris makes 2-pt jump shot from 4 ft (assist by O. Porter),,54,69
236,3,8:50.0,,Shooting foul by O. Porter (drawn by J. Johnson),54,69
237,3,8:50.0,,J. Johnson makes free throw 1 of 2,54,70
238,3,8:50.0,,J. Johnson makes free throw 2 of 2,54,71
239,3,8:34.0,Turnover by O. Porter (lost ball; steal by J. Johnson),,54,71
240,3,8:34.0,,Personal foul by J. Meeks (drawn by T. Johnson),54,71
241,3,8:25.0,,J. Richardson makes 2-pt dunk at rim,54,73
242,3,8:13.0,J. Meeks makes 2-pt jump shot from 5 ft (assist by M. Morris),,56,73
243,3,8:13.0,Shooting foul by J. Johnson (drawn by J. Meeks),,56,73
244,3,8:13.0,J. Meeks makes free throw 1 of 1,,57,73
245,3,8:00.0,,G. Dragić makes 2-pt layup from 1 ft,57,75
246,3,7:38.0,O. Porter misses 2-pt jump shot from 19 ft,,57,75
247,3,7:36.0,Offensive rebound by M. Morris,,57,75
248,3,7:33.0,O. Porter makes 2-pt layup from 1 ft (assist by M. Morris),,59,75
249,3,7:22.0,,T. Johnson misses 2-pt layup from 1 ft,59,75
250,3,7:20.0,Defensive rebound by O. Porter,,59,75
251,3,7:13.0,J. Meeks makes 3-pt jump shot from 25 ft (assist by O. Porter),,62,75
252,3,6:57.0,,K. Olynyk makes 2-pt layup at rim (assist by J. Johnson),62,77
253,3,6:57.0,,Shooting foul by O. Porter (drawn by K. Olynyk),62,77
254,3,6:57.0,,K. Olynyk makes free throw 1 of 1,62,78
255,3,6:40.0,T. Satoranský misses 2-pt jump shot from 9 ft,,62,78
256,3,6:38.0,,Defensive rebound by K. Olynyk,62,78
257,3,6:32.0,,G. Dragić misses 2-pt jump shot from 13 ft,62,78
258,3,6:30.0,Defensive rebound by O. Porter,,62,78
259,3,6:16.0,M. Morris misses 2-pt jump shot from 9 ft,,62,78
260,3,6:14.0,,Defensive rebound by K. Olynyk,62,78
261,3,6:04.0,,J. Johnson makes 2-pt layup from 1 ft (assist by T. Johnson),62,80
262,3,5:47.0,J. Meeks misses 3-pt jump shot from 23 ft,,62,80
263,3,5:44.0,,Defensive rebound by K. Olynyk,62,80
264,3,5:40.0,,Personal foul by M. Morris (drawn by K. Olynyk),62,80
265,3,5:40.0,,W. Ellington enters the game for J. Richardson,62,80
266,3,5:40.0,,J. Winslow enters the game for J. Johnson,62,80
267,3,5:40.0,M. Scott enters the game for M. Morris,,62,80
268,3,5:40.0,K. Oubre enters the game for O. Porter,,62,80
269,3,5:32.0,,G. Dragić misses 2-pt layup from 1 ft,62,80
270,3,5:30.0,Defensive rebound by M. Scott,,62,80
271,3,5:24.0,T. Satoranský misses 2-pt jump shot from 3 ft,,62,80
272,3,5:22.0,,Defensive rebound by J. Winslow,62,80
273,3,5:18.0,,Shooting foul by M. Scott (drawn by J. Winslow),62,80
274,3,5:18.0,,J. Winslow misses free throw 1 of 2,62,80
275,3,5:18.0,,Offensive rebound by Team,62,80
276,3,5:18.0,,J. Winslow misses free throw 2 of 2,62,80
277,3,5:16.0,Defensive rebound by B. Beal,,62,80
278,3,5:06.0,K. Oubre misses 2-pt jump shot from 9 ft,,62,80
279,3,5:04.0,,Defensive rebound by K. Olynyk,62,80
280,3,4:58.0,,W. Ellington makes 3-pt jump shot from 26 ft,62,83
281,3,4:56.0,Washington full timeout,,62,83
282,3,4:56.0,R. Sessions enters the game for T. Satoranský,,62,83
283,3,4:43.0,B. Beal misses 2-pt dunk at rim (block by K. Olynyk),,62,83
284,3,4:39.0,,Defensive rebound by J. Winslow,62,83
285,3,4:37.0,,T. Johnson makes 2-pt layup from 1 ft (assist by G. Dragić),62,85
286,3,4:21.0,K. Oubre misses 3-pt jump shot from 25 ft,,62,85
287,3,4:19.0,,Defensive rebound by T. Johnson,62,85
288,3,4:11.0,,W. Ellington misses 3-pt jump shot from 25 ft,62,85
289,3,4:10.0,Defensive rebound by K. Oubre,,62,85
290,3,3:57.0,M. Scott makes 2-pt jump shot from 10 ft (assist by J. Meeks),,64,85
291,3,3:42.0,,W. Ellington makes 3-pt jump shot from 24 ft (assist by K. Olynyk),64,88
292,3,3:42.0,,Shooting foul by M. Scott (drawn by W. Ellington),64,88
293,3,3:42.0,,D. Wade enters the game for G. Dragić,64,88
294,3,3:42.0,,W. Ellington makes free throw 1 of 1,64,89
295,3,3:25.0,B. Beal makes 2-pt layup from 1 ft,,66,89
296,3,3:14.0,,J. Winslow makes 2-pt layup from 1 ft (assist by T. Johnson),66,91
297,3,3:09.0,Personal foul by J. Winslow (drawn by K. Oubre),,66,91
298,3,3:09.0,T. Frazier enters the game for B. Beal,,66,91
299,3,3:02.0,R. Sessions misses 2-pt jump shot from 12 ft,,66,91
300,3,3:01.0,,Defensive rebound by Team,66,91
301,3,2:52.0,,J. Winslow makes 2-pt layup from 1 ft,66,93
302,3,2:34.0,Shooting foul by D. Wade (drawn by R. Sessions),,66,93
303,3,2:34.0,R. Sessions makes free throw 1 of 2,,67,93
304,3,2:34.0,R. Sessions makes free throw 2 of 2,,68,93
305,3,2:19.0,,D. Wade makes 2-pt layup at rim (assist by W. Ellington),68,95
306,3,2:05.0,J. Meeks misses 3-pt jump shot from 24 ft,,68,95
307,3,2:03.0,,Defensive rebound by D. Wade,68,95
308,3,1:59.0,,Personal foul by T. Frazier (drawn by K. Olynyk),68,95
309,3,1:59.0,,K. Olynyk makes free throw 1 of 2,68,96
310,3,1:59.0,,K. Olynyk makes free throw 2 of 2,68,97
311,3,1:36.0,R. Sessions makes 3-pt jump shot from 25 ft (assist by T. Frazier),,71,97
312,3,1:27.0,,Personal foul by R. Sessions (drawn by D. Wade),71,97
313,3,1:27.0,,D. Wade makes free throw 1 of 2,71,98
314,3,1:27.0,,D. Wade makes free throw 2 of 2,71,99
315,3,1:10.0,Personal foul by D. Wade (drawn by K. Oubre),,71,99
316,3,1:10.0,K. Oubre makes free throw 1 of 2,,72,99
317,3,1:10.0,K. Oubre misses free throw 2 of 2,,72,99
318,3,1:08.0,,Defensive rebound by K. Olynyk,72,99
319,3,0:50.0,,D. Wade makes 2-pt jump shot from 16 ft,72,101
320,3,0:39.0,Shooting foul by W. Ellington (drawn by J. Meeks),,72,101
321,3,0:39.0,J. Meeks makes free throw 1 of 2,,73,101
322,3,0:39.0,J. Meeks makes free throw 2 of 2,,74,101
323,3,0:35.0,,Shooting foul by J. Meeks (drawn by W. Ellington),74,101
324,3,0:35.0,,W. Ellington makes free throw 1 of 3,74,102
325,3,0:35.0,,W. Ellington makes free throw 2 of 3,74,103
326,3,0:35.0,,W. Ellington misses free throw 3 of 3,74,103
327,3,0:33.0,Defensive rebound by K. Oubre,,74,103
328,3,0:21.0,Shooting foul by W. Ellington (drawn by J. Meeks),,74,103
329,3,0:21.0,J. Meeks makes free throw 1 of 2,,75,103
330,3,0:21.0,J. Meeks makes free throw 2 of 2,,76,103
331,3,0:01.0,,D. Wade misses 3-pt jump shot from 25 ft,76,103
332,3,0:00.0,Defensive rebound by J. Meeks,,76,103
333,4,11:48.0,,B. Adebayo makes 2-pt dunk at rim (assist by W. Ellington),76,105
334,4,11:30.0,J. Smith misses 3-pt jump shot from 25 ft,,76,105
335,4,11:27.0,,Defensive rebound by G. Dragić,76,105
336,4,11:19.0,,D. Wade misses 2-pt layup from 1 ft,76,105
337,4,11:19.0,,Offensive rebound by Team,76,105
338,4,11:18.0,,R. McGruder enters the game for D. Wade,76,105
339,4,11:14.0,,W. Ellington misses 3-pt jump shot from 23 ft,76,105
340,4,11:12.0,Defensive rebound by K. Oubre,,76,105
341,4,11:07.0,Turnover by T. Frazier (out of bounds lost ball),,76,105
342,4,10:42.0,,R. McGruder makes 3-pt jump shot from 23 ft,76,108
343,4,10:26.0,Shooting foul by J. Winslow (drawn by R. Sessions),,76,108
344,4,10:26.0,R. Sessions misses free throw 1 of 2,,76,108
345,4,10:26.0,Offensive rebound by Team,,76,108
346,4,10:26.0,,L. Babbitt enters the game for G. Dragić,76,108
347,4,10:26.0,R. Sessions makes free throw 2 of 2,,77,108
348,4,10:13.0,,L. Babbitt misses 3-pt jump shot from 23 ft,77,108
349,4,10:11.0,Defensive rebound by K. Oubre,,77,108
350,4,10:07.0,Personal foul by L. Babbitt (drawn by J. Meeks),,77,108
351,4,10:00.0,J. Meeks misses 2-pt jump shot from 9 ft,,77,108
352,4,9:58.0,,Defensive rebound by W. Ellington,77,108
353,4,9:47.0,,W. Ellington makes 3-pt jump shot from 26 ft (assist by L. Babbitt),77,111
354,4,9:34.0,K. Oubre makes 2-pt layup from 1 ft,,79,111
355,4,9:15.0,,W. Ellington misses 3-pt jump shot from 22 ft,79,111
356,4,9:13.0,,Offensive rebound by B. Adebayo,79,111
357,4,8:59.0,,B. Adebayo misses 2-pt layup at rim,79,111
358,4,8:57.0,Defensive rebound by R. Sessions,,79,111
359,4,8:48.0,J. Smith misses 2-pt layup from 1 ft (block by L. Babbitt),,79,111
360,4,8:47.0,,Defensive rebound by L. Babbitt,79,111
361,4,8:39.0,,R. McGruder makes 3-pt jump shot from 23 ft (assist by B. Adebayo),79,114
362,4,8:18.0,J. Meeks misses 2-pt jump shot from 3 ft,,79,114
363,4,8:16.0,,Defensive rebound by W. Ellington,79,114
364,4,8:12.0,,R. McGruder makes 3-pt jump shot from 25 ft (assist by J. Winslow),79,117
365,4,8:11.0,Washington full timeout,,79,117
366,4,8:11.0,,U. Haslem enters the game for W. Ellington,79,117
367,4,8:11.0,,J. Mickey enters the game for B. Adebayo,79,117
368,4,7:53.0,J. Meeks misses 2-pt jump shot from 16 ft,,79,117
369,4,7:50.0,,Defensive rebound by J. Winslow,79,117
370,4,7:30.0,,L. Babbitt misses 2-pt jump shot from 16 ft,79,117
371,4,7:29.0,Defensive rebound by J. Meeks,,79,117
372,4,7:21.0,K. Oubre misses 3-pt jump shot from 26 ft,,79,117
373,4,7:21.0,,Defensive rebound by U. Haslem,79,117
374,4,6:59.0,,J. Mickey misses 3-pt jump shot from 24 ft,79,117
375,4,6:59.0,Defensive rebound by J. Smith,,79,117
376,4,6:54.0,Personal foul by R. McGruder (drawn by T. Frazier),,79,117
377,4,6:45.0,J. Smith makes 2-pt jump shot from 14 ft (assist by T. Frazier),,81,117
378,4,6:33.0,,Turnover by J. Winslow (lost ball; steal by K. Oubre),81,117
379,4,6:31.0,Shooting foul by J. Mickey (drawn by K. Oubre),,81,117
380,4,6:31.0,K. Oubre makes free throw 1 of 2,,82,117
381,4,6:31.0,K. Oubre makes free throw 2 of 2,,83,117
382,4,6:19.0,,J. Winslow makes 2-pt layup from 1 ft,83,119
383,4,6:08.0,Turnover by J. Smith (bad pass; steal by J. Mickey),,83,119
384,4,6:02.0,,U. Haslem misses 3-pt jump shot from 22 ft,83,119
