,QUARTER,TIME_REMAINING,NEW YORK_ACTION,UTAH_ACTION,NEW YORK_SCORE,UTAH_SCORE
102,1,0:25.0,Turnover by T. Burke (step out of bounds),,22,24
103,1,0:09.0,,Personal foul by L. Thomas (drawn by J. Ingles),22,24
104,1,0:09.0,,J. Ingles misses free throw 1 of 2,22,24
105,1,0:09.0,,Offensive rebound by Team,22,24
106,1,0:09.0,C. Lee enters the game for L. Thomas,,22,24
107,1,0:09.0,,J. Ingles makes free throw 2 of 2,22,25
108,1,0:05.0,Personal foul by R. Neto (drawn by K. O'Quinn),,22,25
109,1,0:00.0,D. McDermott misses 3-pt jump shot from 25 ft,,22,25
110,1,0:00.0,Offensive rebound by Team,,22,25
111,2,11:41.0,,J. Johnson misses 3-pt jump shot from 25 ft,22,25
112,2,11:38.0,Defensive rebound by D. McDermott,,22,25
113,2,11:32.0,Personal foul by J. Johnson (drawn by K. Porziņģis),,22,25
114,2,11:25.0,K. Porziņģis misses 2-pt jump shot from 10 ft (block by J. Johnson),,22,25
115,2,11:22.0,Offensive rebound by K. Porziņģis,,22,25
116,2,11:19.0,K. Porziņģis misses 2-pt jump shot from 9 ft,,22,25
117,2,11:19.0,,Defensive rebound by R. Gobert,22,25
118,2,11:13.0,,R. Hood misses 3-pt jump shot from 25 ft,22,25
119,2,11:10.0,Defensive rebound by D. McDermott,,22,25
120,2,10:59.0,L. Thomas makes 3-pt jump shot from 23 ft (assist by K. O'Quinn),,25,25
121,2,10:43.0,,R. Gobert makes 2-pt dunk from 1 ft (assist by J. Ingles),25,27
122,2,10:32.0,Turnover by K. O'Quinn (traveling),,25,27
123,2,10:32.0,,R. Rubio enters the game for R. Neto,25,27
124,2,10:08.0,,R. Hood makes 2-pt jump shot from 13 ft,25,29
125,2,9:57.0,L. Thomas makes 2-pt layup from 2 ft (assist by K. O'Quinn),,27,29
126,2,9:41.0,,R. Rubio misses 2-pt jump shot from 19 ft,27,29
127,2,9:39.0,Defensive rebound by T. Burke,,27,29
128,2,9:36.0,Personal foul by R. Rubio (drawn by T. Burke),,27,29
129,2,9:36.0,,R. O'Neale enters the game for J. Ingles,27,29
130,2,9:36.0,,D. Mitchell enters the game for R. Hood,27,29
131,2,9:30.0,T. Burke makes 2-pt jump shot from 19 ft (assist by K. O'Quinn),,29,29
132,2,9:16.0,,Personal foul by L. Thomas (drawn by D. Mitchell),29,29
133,2,9:12.0,,Personal foul by L. Thomas (drawn by R. Gobert),29,29
134,2,9:12.0,C. Lee enters the game for L. Thomas,,29,29
135,2,9:06.0,,R. O'Neale misses 2-pt jump shot from 20 ft,29,29
136,2,9:02.0,Defensive rebound by C. Lee,,29,29
137,2,8:54.0,Shooting foul by J. Johnson (drawn by K. Porziņģis),,29,29
138,2,8:54.0,K. Porziņģis makes free throw 1 of 2,,30,29
139,2,8:54.0,K. Porziņģis misses free throw 2 of 2,,30,29
140,2,8:52.0,,Defensive rebound by R. O'Neale,30,29
141,2,8:36.0,,J. Johnson makes 3-pt jump shot from 24 ft (assist by D. Mitchell),30,32
142,2,8:23.0,K. Porziņģis makes 2-pt dunk from 1 ft,,32,32
143,2,8:04.0,,Turnover by D. Mitchell (traveling),32,32
144,2,8:04.0,,J. Jerebko enters the game for J. Johnson,32,32
145,2,7:47.0,K. Porziņģis misses 2-pt jump shot from 10 ft,,32,32
146,2,7:44.0,,Defensive rebound by R. Gobert,32,32
147,2,7:41.0,,Shooting foul by K. O'Quinn (drawn by R. O'Neale),32,32
148,2,7:41.0,,R. O'Neale makes free throw 1 of 2,32,33
149,2,7:41.0,J. Jack enters the game for T. Burke,,32,33
150,2,7:41.0,,R. O'Neale makes free throw 2 of 2,32,34
151,2,7:28.0,D. McDermott misses 2-pt layup from 2 ft,,32,34
152,2,7:27.0,Offensive rebound by Team,,32,34
153,2,7:27.0,M. Beasley enters the game for K. Porziņģis,,32,34
154,2,7:22.0,C. Lee misses 3-pt jump shot from 24 ft,,32,34
155,2,7:19.0,,Defensive rebound by R. Gobert,32,34
156,2,7:11.0,,R. Gobert makes 2-pt layup from 2 ft (assist by D. Mitchell),32,36
157,2,6:55.0,M. Beasley misses 2-pt jump shot from 15 ft,,32,36
158,2,6:52.0,,Defensive rebound by R. Gobert,32,36
159,2,6:47.0,,R. Gobert makes 2-pt layup from 2 ft (assist by R. Rubio),32,38
160,2,6:47.0,,Shooting foul by K. O'Quinn (drawn by R. Gobert),32,38
161,2,6:47.0,,Utah full timeout,32,38
162,2,6:47.0,T. Hardaway enters the game for K. O'Quinn,,32,38
163,2,6:47.0,E. Freedom enters the game for D. McDermott,,32,38
164,2,6:47.0,,R. Gobert misses free throw 1 of 1,32,38
165,2,6:44.0,Defensive rebound by C. Lee,,32,38
166,2,6:21.0,M. Beasley makes 2-pt layup from 3 ft,,34,38
167,2,6:05.0,,Shooting foul by E. Freedom (drawn by R. Gobert),34,38
168,2,6:05.0,,R. Gobert misses free throw 1 of 2,34,38
169,2,6:05.0,,Offensive rebound by Team,34,38
170,2,6:05.0,,R. Gobert makes free throw 2 of 2,34,39
171,2,5:54.0,E. Freedom misses 2-pt layup from 2 ft (block by R. Gobert),,34,39
172,2,5:53.0,,Defensive rebound by R. O'Neale,34,39
173,2,5:49.0,,R. O'Neale misses 2-pt layup from 1 ft,34,39
174,2,5:49.0,,Offensive rebound by D. Mitchell,34,39
175,2,5:45.0,,D. Mitchell makes 2-pt layup at rim,34,41
176,2,5:23.0,J. Jack makes 2-pt jump shot from 10 ft,,36,41
177,2,5:14.0,,Offensive foul by R. Gobert (drawn by J. Jack),36,41
178,2,5:14.0,,Turnover by R. Gobert (offensive foul),36,41
179,2,5:14.0,,J. Ingles enters the game for R. O'Neale,36,41
180,2,5:14.0,,D. Favors enters the game for R. Gobert,36,41
181,2,5:07.0,T. Hardaway makes 2-pt jump shot from 19 ft (assist by M. Beasley),,38,41
182,2,4:53.0,,R. Rubio makes 3-pt jump shot from 23 ft (assist by D. Mitchell),38,44
183,2,4:39.0,E. Freedom misses 2-pt jump shot from 6 ft,,38,44
184,2,4:37.0,,Defensive rebound by J. Jerebko,38,44
185,2,4:29.0,,Personal foul by J. Jack (drawn by R. Rubio),38,44
186,2,4:29.0,,R. Rubio makes free throw 1 of 2,38,45
187,2,4:29.0,,J. Johnson enters the game for J. Jerebko,38,45
188,2,4:29.0,K. Porziņģis enters the game for C. Lee,,38,45
189,2,4:29.0,,R. Rubio makes free throw 2 of 2,38,46
190,2,4:17.0,Turnover by T. Hardaway (bad pass; steal by D. Mitchell),,38,46
191,2,4:12.0,,D. Mitchell misses 2-pt dunk from 2 ft,38,46
192,2,4:09.0,,Offensive rebound by J. Ingles,38,46
193,2,3:54.0,,D. Mitchell misses 3-pt jump shot from 28 ft,38,46
194,2,3:51.0,Defensive rebound by E. Freedom,,38,46
195,2,3:39.0,T. Hardaway misses 2-pt jump shot from 10 ft,,38,46
196,2,3:37.0,,Defensive rebound by D. Favors,38,46
197,2,3:30.0,,D. Favors makes 2-pt dunk from 1 ft (assist by R. Rubio),38,48
198,2,3:30.0,New York full timeout,,38,48
199,2,3:30.0,,R. Hood enters the game for R. Rubio,38,48
200,2,3:30.0,R. Baker enters the game for M. Beasley,,38,48
201,2,3:17.0,J. Jack makes 2-pt jump shot from 8 ft (assist by R. Baker),,40,48
202,2,2:54.0,,R. Hood misses 2-pt jump shot from 7 ft,40,48
203,2,2:51.0,,Offensive rebound by R. Hood,40,48
204,2,2:49.0,,R. Hood makes 2-pt jump shot from 4 ft,40,50
205,2,2:38.0,R. Baker misses 3-pt jump shot from 24 ft,,40,50
206,2,2:35.0,,Defensive rebound by R. Hood,40,50
207,2,2:23.0,,R. Hood misses 3-pt jump shot from 26 ft,40,50
208,2,2:20.0,Defensive rebound by K. Porziņģis,,40,50
209,2,2:10.0,K. Porziņģis makes 2-pt layup from 2 ft (assist by J. Jack),,42,50
210,2,1:51.0,,J. Johnson makes 2-pt jump shot from 19 ft,42,52
211,2,1:35.0,T. Hardaway misses 2-pt layup from 3 ft,,42,52
212,2,1:32.0,Offensive rebound by E. Freedom,,42,52
213,2,1:32.0,E. Freedom makes 2-pt layup at rim,,44,52
214,2,1:15.0,,D. Mitchell misses 3-pt jump shot from 24 ft,44,52
215,2,1:13.0,Defensive rebound by E. Freedom,,44,52
216,2,1:03.0,J. Jack misses 2-pt jump shot from 8 ft,,44,52
217,2,0:59.0,Offensive rebound by E. Freedom,,44,52
218,2,0:59.0,E. Freedom misses 2-pt layup at rim,,44,52
219,2,0:58.0,Offensive rebound by E. Freedom,,44,52
220,2,0:58.0,E. Freedom misses 2-pt layup at rim (block by R. Hood),,44,52
221,2,0:58.0,,Defensive rebound by J. Johnson,44,52
222,2,0:55.0,,Turnover by J. Johnson (bad pass),44,52
223,2,0:45.0,T. Hardaway makes 3-pt jump shot from 24 ft (assist by K. Porziņģis),,47,52
224,2,0:37.0,,Turnover by D. Mitchell (bad pass; steal by R. Baker),47,52
225,2,0:33.0,Shooting block foul by R. Hood (drawn by R. Baker),,47,52
226,2,0:33.0,R. Baker makes free throw 1 of 2,,48,52
227,2,0:33.0,L. Thomas enters the game for E. Freedom,,48,52
228,2,0:33.0,R. Baker makes free throw 2 of 2,,49,52
229,2,0:18.0,,R. Hood makes 3-pt jump shot from 24 ft (assist by D. Mitchell),49,55
230,3,11:46.0,,D. Mitchell misses 2-pt layup from 2 ft,49,55
231,3,11:45.0,Defensive rebound by T. Hardaway,,49,55
232,3,11:39.0,C. Lee makes 2-pt jump shot from 9 ft (assist by T. Hardaway),,51,55
233,3,11:22.0,,Turnover by R. Hood (bad pass; steal by K. Porziņģis),51,55
234,3,11:20.0,Personal foul by D. Mitchell (drawn by J. Jack),,51,55
235,3,11:15.0,C. Lee misses 2-pt jump shot from 11 ft,,51,55
236,3,11:12.0,,Defensive rebound by D. Favors,51,55
237,3,11:04.0,,R. Hood misses 3-pt jump shot from 22 ft,51,55
238,3,11:00.0,Defensive rebound by J. Jack,,51,55
239,3,10:55.0,C. Lee makes 3-pt jump shot from 25 ft (assist by J. Jack),,54,55
240,3,10:32.0,,Turnover by R. Hood (bad pass),54,55
241,3,10:16.0,C. Lee makes 2-pt jump shot from 16 ft,,56,55
242,3,10:03.0,,D. Mitchell misses 3-pt jump shot from 24 ft,56,55
243,3,10:02.0,,Offensive rebound by R. Gobert,56,55
244,3,10:02.0,,R. Gobert makes 2-pt layup at rim,56,57
245,3,10:02.0,,Shooting foul by E. Freedom (drawn by R. Gobert),56,57
246,3,10:02.0,,R. Gobert makes free throw 1 of 1,56,58
247,3,9:51.0,T. Hardaway makes 3-pt jump shot from 27 ft,,59,58
248,3,9:38.0,,R. Rubio makes 2-pt layup from 2 ft,59,60
249,3,9:31.0,E. Freedom makes 2-pt layup from 2 ft (assist by J. Jack),,61,60
250,3,9:31.0,Shooting foul by R. Rubio (drawn by E. Freedom),,61,60
251,3,9:31.0,E. Freedom makes free throw 1 of 1,,62,60
252,3,9:09.0,,D. Mitchell makes 3-pt jump shot from 31 ft,62,63
253,3,8:53.0,Personal foul by D. Favors (drawn by K. Porziņģis),,62,63
254,3,8:53.0,,J. Jerebko enters the game for D. Favors,62,63
255,3,8:41.0,K. Porziņģis misses 2-pt jump shot from 13 ft,,62,63
256,3,8:39.0,,Defensive rebound by R. Rubio,62,63
257,3,8:31.0,,J. Jerebko misses 2-pt jump shot from 20 ft,62,63
258,3,8:27.0,Defensive rebound by E. Freedom,,62,63
259,3,8:23.0,Personal foul by R. Hood (drawn by T. Hardaway),,62,63
260,3,8:23.0,R. Baker enters the game for T. Hardaway,,62,63
261,3,8:15.0,J. Jack makes 2-pt jump shot from 13 ft,,64,63
262,3,8:14.0,,Utah full timeout,64,63
263,3,8:01.0,,R. Hood makes 2-pt jump shot from 16 ft,64,65
264,3,7:47.0,C. Lee makes 2-pt jump shot from 9 ft (assist by E. Freedom),,66,65
265,3,7:39.0,,Personal foul by J. Jack (drawn by R. Rubio),66,65
266,3,7:26.0,,Turnover by R. Hood (out of bounds lost ball),66,65
267,3,7:16.0,E. Freedom makes 2-pt layup from 1 ft (assist by C. Lee),,68,65
268,3,7:01.0,,Shooting foul by K. Porziņģis (drawn by R. Rubio),68,65
269,3,7:01.0,,R. Rubio misses free throw 1 of 2,68,65
270,3,7:01.0,,Offensive rebound by Team,68,65
271,3,7:01.0,,J. Ingles enters the game for R. Hood,68,65
272,3,7:01.0,,R. Rubio makes free throw 2 of 2,68,66
273,3,6:51.0,Shooting foul by D. Mitchell (drawn by C. Lee),,68,66
274,3,6:51.0,C. Lee makes free throw 1 of 2,,69,66
275,3,6:51.0,C. Lee makes free throw 2 of 2,,70,66
276,3,6:29.0,,Turnover by D. Mitchell (lost ball; steal by C. Lee),70,66
277,3,6:23.0,Turnover by K. Porziņģis (out of bounds lost ball),,70,66
278,3,6:23.0,Loose ball foul by K. Porziņģis (drawn by J. Jerebko),,70,66
279,3,6:23.0,F. Ntilikina enters the game for J. Jack,,70,66
280,3,6:12.0,,R. Gobert misses 2-pt jump shot from 6 ft,70,66
281,3,6:12.0,Defensive rebound by Team,,70,66
282,3,6:12.0,,D. Favors enters the game for R. Gobert,70,66
283,3,6:12.0,K. Porziņģis makes technical free throw,,71,66
284,3,6:00.0,C. Lee misses 2-pt jump shot from 12 ft,,71,66
285,3,5:58.0,,Defensive rebound by Team,71,66
286,3,5:45.0,,D. Favors misses 2-pt jump shot from 6 ft,71,66
287,3,5:42.0,Defensive rebound by E. Freedom,,71,66
288,3,5:32.0,K. Porziņģis misses 2-pt jump shot from 12 ft,,71,66
289,3,5:30.0,,Defensive rebound by R. Rubio,71,66
290,3,5:22.0,,R. Rubio makes 2-pt layup from 2 ft,71,68
291,3,5:11.0,E. Freedom misses 2-pt jump shot from 10 ft,,71,68
292,3,5:08.0,,Defensive rebound by J. Ingles,71,68
293,3,5:00.0,,D. Favors makes 2-pt layup from 3 ft (assist by J. Ingles),71,70
294,3,4:59.0,New York full timeout,,71,70
295,3,4:46.0,Turnover by R. Baker (step out of bounds),,71,70
296,3,4:34.0,,J. Ingles makes 3-pt jump shot from 23 ft (assist by R. Rubio),71,73
297,3,4:14.0,Personal foul by J. Jerebko (drawn by K. Porziņģis),,71,73
298,3,4:14.0,K. Porziņģis makes free throw 1 of 2,,72,73
299,3,4:14.0,K. O'Quinn enters the game for E. Freedom,,72,73
300,3,4:14.0,J. Jack enters the game for F. Ntilikina,,72,73
301,3,4:14.0,,J. Johnson enters the game for J. Jerebko,72,73
302,3,4:14.0,K. Porziņģis makes free throw 2 of 2,,73,73
303,3,4:05.0,,D. Mitchell misses 2-pt jump shot from 9 ft,73,73
304,3,4:01.0,,Offensive rebound by D. Favors,73,73
305,3,4:01.0,,D. Favors misses 2-pt layup at rim,73,73
306,3,4:00.0,Defensive rebound by R. Baker,,73,73
307,3,3:52.0,K. Porziņģis makes 2-pt jump shot from 11 ft (assist by J. Jack),,75,73
308,3,3:31.0,,R. Rubio misses 3-pt jump shot from 24 ft,75,73
309,3,3:29.0,,Offensive rebound by D. Favors,75,73
310,3,3:21.0,,R. Rubio misses 2-pt jump shot from 19 ft,75,73
311,3,3:18.0,Defensive rebound by C. Lee,,75,73
312,3,3:11.0,K. Porziņģis misses 2-pt jump shot from 9 ft,,75,73
313,3,3:08.0,,Defensive rebound by J. Johnson,75,73
314,3,3:00.0,,J. Johnson misses 2-pt jump shot from 6 ft,75,73
315,3,2:58.0,,Offensive rebound by D. Favors,75,73
316,3,2:56.0,,D. Favors makes 2-pt dunk from 1 ft,75,75
317,3,2:46.0,Personal foul by D. Mitchell (drawn by C. Lee),,75,75
318,3,2:46.0,C. Lee makes free throw 1 of 2,,76,75
319,3,2:46.0,,R. Hood enters the game for R. Rubio,76,75
320,3,2:46.0,,R. Neto enters the game for D. Mitchell,76,75
321,3,2:46.0,M. Beasley enters the game for K. Porziņģis,,76,75
322,3,2:46.0,T. Hardaway enters the game for R. Baker,,76,75
323,3,2:46.0,C. Lee makes free throw 2 of 2,,77,75
324,3,2:36.0,,Shooting foul by J. Jack (drawn by D. Favors),77,75
325,3,2:36.0,,D. Favors misses free throw 1 of 2,77,75
326,3,2:36.0,,Offensive rebound by Team,77,75
327,3,2:36.0,,D. Favors makes free throw 2 of 2,77,76
328,3,2:20.0,M. Beasley misses 2-pt jump shot from 16 ft,,77,76
329,3,2:17.0,,Defensive rebound by R. Neto,77,76
330,3,2:11.0,,D. Favors misses 2-pt layup from 2 ft (block by K. O'Quinn),77,76
331,3,2:07.0,Defensive rebound by K. O'Quinn,,77,76
332,3,2:02.0,C. Lee misses 2-pt jump shot from 20 ft,,77,76
333,3,2:00.0,,Defensive rebound by J. Ingles,77,76
334,3,1:43.0,,Turnover by D. Favors (turnover),77,76
335,3,1:28.0,T. Hardaway misses 3-pt jump shot from 25 ft,,77,76
336,3,1:25.0,,Defensive rebound by J. Johnson,77,76
337,3,1:13.0,,J. Johnson makes 2-pt jump shot from 8 ft,77,78
338,3,0:54.0,T. Hardaway makes 2-pt layup from 5 ft,,79,78
339,3,0:41.0,,J. Johnson misses 2-pt jump shot from 10 ft,79,78
340,3,0:39.0,Defensive rebound by M. Beasley,,79,78
341,3,0:34.0,T. Hardaway makes 3-pt jump shot from 25 ft (assist by M. Beasley),,82,78
342,3,0:13.0,,Turnover by R. Hood (traveling),82,78
343,3,0:02.0,T. Hardaway makes 3-pt jump shot from 25 ft,,85,78
344,3,0:00.0,,R. Neto misses 3-pt jump shot from 70 ft,85,78
345,3,0:00.0,,Offensive rebound by Team,85,78
346,4,11:44.0,M. Beasley misses 2-pt jump shot from 2 ft (block by R. Gobert),,85,78
347,4,11:43.0,Offensive rebound by K. O'Quinn,,85,78
348,4,11:43.0,Shooting foul by R. Gobert (drawn by K. O'Quinn),,85,78
349,4,11:43.0,K. O'Quinn makes free throw 1 of 2,,86,78
350,4,11:43.0,K. O'Quinn makes free throw 2 of 2,,87,78
351,4,11:24.0,,J. Ingles makes 3-pt jump shot from 27 ft (assist by J. Johnson),87,81
352,4,11:05.0,M. Beasley misses 2-pt jump shot from 4 ft,,87,81
353,4,11:01.0,,Defensive rebound by R. Hood,87,81
354,4,10:57.0,,Shooting foul by K. O'Quinn (drawn by R. Gobert),87,81
355,4,10:57.0,,R. Gobert makes free throw 1 of 2,87,82
356,4,10:57.0,,R. Rubio enters the game for R. Neto,87,82
357,4,10:57.0,D. McDermott enters the game for T. Hardaway,,87,82
358,4,10:57.0,,R. Gobert makes free throw 2 of 2,87,83
359,4,10:41.0,K. O'Quinn makes 2-pt jump shot from 20 ft,,89,83
360,4,10:18.0,,J. Johnson misses 2-pt jump shot from 22 ft,89,83
361,4,10:14.0,Defensive rebound by R. Baker,,89,83
362,4,10:07.0,M. Beasley misses 3-pt jump shot from 25 ft,,89,83
363,4,10:05.0,,Defensive rebound by J. Ingles,89,83
364,4,9:58.0,,R. Gobert misses 2-pt layup from 2 ft (block by M. Beasley),89,83
365,4,9:58.0,,Offensive rebound by Team,89,83
366,4,9:58.0,T. Burke enters the game for J. Jack,,89,83
367,4,9:50.0,,R. Hood makes 2-pt jump shot from 8 ft (assist by J. Ingles),89,85
368,4,9:41.0,Offensive foul by T. Burke (drawn by R. Rubio),,89,85
369,4,9:41.0,Turnover by T. Burke (offensive foul),,89,85
370,4,9:28.0,,R. Hood misses 2-pt layup from 1 ft,89,85
371,4,9:25.0,,Offensive rebound by R. Gobert,89,85
372,4,9:23.0,,R. Gobert makes 2-pt dunk at rim,89,87
373,4,9:14.0,M. Beasley makes 2-pt layup from 1 ft (assist by R. Baker),,91,87
374,4,9:01.0,,Turnover by R. Rubio (out of bounds lost ball),91,87
375,4,9:01.0,,R. O'Neale enters the game for R. Hood,91,87
376,4,8:50.0,M. Beasley misses 2-pt layup from 7 ft,,91,87
377,4,8:47.0,,Defensive rebound by J. Ingles,91,87
378,4,8:40.0,,Shooting foul by M. Beasley (drawn by R. Gobert),91,87
379,4,8:40.0,,R. Gobert misses free throw 1 of 2,91,87
380,4,8:40.0,,Offensive rebound by Team,91,87
381,4,8:40.0,,D. Mitchell enters the game for J. Ingles,91,87
382,4,8:40.0,,R. Gobert makes free throw 2 of 2,91,88
383,4,8:27.0,R. Baker misses 3-pt jump shot from 25 ft,,91,88
