,QUARTER,TIME_REMAINING,PHOENIX_ACTION,SAN ANTONIO_ACTION,PHOENIX_SCORE,SAN ANTONIO_SCORE
36,1,6:50.0,,Shooting foul by T. Chandler (drawn by L. Aldridge),9,10
37,1,6:50.0,,San Antonio full timeout,9,10
38,1,6:50.0,,L. Aldridge makes free throw 2 of 2,9,11
39,1,6:50.0,,L. Aldridge makes free throw 1 of 2,9,12
40,1,6:34.0,M. Chriss makes 2-pt jump shot from 10 ft (assist by M. James),,11,12
41,1,6:21.0,,Personal foul by M. James (drawn by L. Aldridge),11,12
42,1,6:15.0,,P. Mills makes 2-pt jump shot from 20 ft (assist by K. Anderson),11,14
43,1,6:00.0,D. Booker makes 2-pt jump shot from 19 ft (assist by T. Chandler),,13,14
44,1,5:51.0,,Turnover by L. Aldridge (turnover),13,14
45,1,5:51.0,,R. Gay enters the game for P. Gasol,13,14
46,1,5:31.0,M. James makes 2-pt layup from 6 ft,,15,14
47,1,5:05.0,,L. Aldridge misses 2-pt jump shot from 14 ft,15,14
48,1,5:05.0,Defensive rebound by M. Chriss,,15,14
49,1,4:58.0,T. Chandler misses 2-pt layup from 3 ft,,15,14
50,1,4:58.0,Offensive rebound by T. Warren,,15,14
51,1,4:53.0,T. Warren misses 2-pt layup at rim,,15,14
52,1,4:51.0,,Defensive rebound by L. Aldridge,15,14
53,1,4:49.0,,R. Gay misses 2-pt jump shot from 1 ft,15,14
54,1,4:49.0,,Offensive rebound by R. Gay,15,14
55,1,4:43.0,,R. Gay misses 2-pt layup at rim (block by M. James),15,14
56,1,4:42.0,Defensive rebound by M. James,,15,14
57,1,4:42.0,Turnover by D. Booker (discontinued dribble),,15,14
58,1,4:42.0,,B. Forbes enters the game for D. Green,15,14
59,1,4:42.0,D. Bender enters the game for M. Chriss,,15,14
60,1,4:29.0,,P. Mills misses 2-pt jump shot from 16 ft,15,14
61,1,4:26.0,Defensive rebound by T. Chandler,,15,14
62,1,4:20.0,M. James misses 2-pt jump shot from 9 ft (block by K. Anderson),,15,14
63,1,4:20.0,,Defensive rebound by K. Anderson,15,14
64,1,4:14.0,,B. Forbes makes 3-pt jump shot from 22 ft (assist by P. Mills),15,17
65,1,3:43.0,D. Booker misses 3-pt jump shot from 22 ft,,15,17
66,1,3:43.0,,Defensive rebound by R. Gay,15,17
67,1,3:38.0,,R. Gay makes 2-pt layup from 4 ft,15,19
68,1,3:38.0,Phoenix full timeout,,15,19
69,1,3:38.0,,B. Paul enters the game for K. Anderson,15,19
70,1,3:38.0,,D. Murray enters the game for P. Mills,15,19
71,1,3:38.0,J. Jackson enters the game for T. Chandler,,15,19
72,1,3:38.0,A. Len enters the game for T. Warren,,15,19
73,1,3:38.0,T. Ulis enters the game for M. James,,15,19
74,1,3:21.0,Turnover by T. Ulis (bad pass; steal by B. Paul),,15,19
75,1,3:18.0,,B. Paul makes 2-pt layup from 2 ft,15,21
76,1,3:01.0,J. Jackson misses 3-pt jump shot from 25 ft,,15,21
77,1,2:58.0,,Defensive rebound by D. Murray,15,21
78,1,2:42.0,,L. Aldridge misses 2-pt jump shot from 9 ft,15,21
79,1,2:40.0,Defensive rebound by A. Len,,15,21
80,1,2:29.0,Offensive foul by D. Booker (drawn by B. Paul),,15,21
81,1,2:29.0,Turnover by D. Booker (offensive foul),,15,21
82,1,2:29.0,,P. Gasol enters the game for L. Aldridge,15,21
83,1,2:29.0,T. Daniels enters the game for D. Booker,,15,21
84,1,2:04.0,,B. Forbes misses 2-pt jump shot from 7 ft,15,21
85,1,2:02.0,,Offensive rebound by R. Gay,15,21
86,1,2:02.0,,Shooting foul by D. Bender (drawn by P. Gasol),15,21
87,1,2:02.0,,P. Gasol makes free throw 1 of 2,15,22
88,1,2:02.0,,P. Gasol makes free throw 2 of 2,15,23
89,1,1:47.0,J. Jackson misses 2-pt jump shot from 9 ft,,15,23
90,1,1:43.0,,Defensive rebound by B. Forbes,15,23
91,1,1:32.0,,R. Gay misses 2-pt jump shot from 14 ft,15,23
92,1,1:29.0,Defensive rebound by D. Bender,,15,23
93,1,1:25.0,T. Daniels makes 3-pt jump shot from 22 ft (assist by J. Jackson),,18,23
94,1,0:58.0,,R. Gay misses 2-pt layup at rim,18,23
95,1,0:57.0,,Offensive rebound by R. Gay,18,23
96,1,0:57.0,,R. Gay makes 2-pt layup at rim,18,25
97,1,0:43.0,T. Ulis makes 2-pt jump shot from 17 ft,,20,25
98,1,0:26.0,,Turnover by P. Gasol (bad pass; steal by A. Len),20,25
99,1,0:22.0,T. Ulis misses 2-pt layup from 1 ft,,20,25
100,1,0:22.0,Offensive rebound by Team,,20,25
101,1,0:19.0,Turnover by T. Daniels (traveling),,20,25
102,1,0:01.0,,P. Gasol makes 3-pt jump shot from 23 ft (assist by B. Paul),20,28
103,2,11:38.0,,R. Gay makes 2-pt jump shot from 12 ft,20,30
104,2,11:21.0,A. Len makes 2-pt layup from 5 ft (assist by D. Bender),,22,30
105,2,11:21.0,Shooting foul by P. Gasol (drawn by A. Len),,22,30
106,2,11:21.0,A. Len misses free throw 1 of 1,,22,30
107,2,11:19.0,,Defensive rebound by P. Gasol,22,30
108,2,11:11.0,,K. Anderson enters the game for R. Gay,22,30
109,2,11:03.0,,B. Forbes misses 2-pt jump shot from 8 ft,22,30
110,2,11:03.0,,Offensive rebound by D. Murray,22,30
111,2,11:03.0,,D. Murray misses 2-pt layup at rim,22,30
112,2,11:03.0,,Offensive rebound by P. Gasol,22,30
113,2,11:03.0,,P. Gasol misses 2-pt layup from 3 ft (block by A. Len),22,30
114,2,11:03.0,,Offensive rebound by Team,22,30
115,2,10:52.0,,Turnover by B. Forbes (bad pass; steal by A. Len),22,30
116,2,10:45.0,J. Jackson makes 3-pt jump shot from 22 ft (assist by T. Ulis),,25,30
117,2,10:25.0,,P. Gasol misses 2-pt jump shot from 21 ft,25,30
118,2,10:22.0,,Offensive rebound by D. Murray,25,30
119,2,10:19.0,,D. Murray misses 2-pt jump shot from 13 ft,25,30
120,2,10:16.0,Defensive rebound by T. Daniels,,25,30
121,2,10:08.0,,L. Aldridge enters the game for B. Paul,25,30
122,2,10:08.0,,D. Green enters the game for P. Gasol,25,30
123,2,10:08.0,Shooting foul by B. Forbes (drawn by T. Daniels),,25,30
124,2,10:08.0,T. Daniels makes free throw 1 of 2,,26,30
125,2,10:08.0,,D. Hilliard enters the game for B. Forbes,26,30
126,2,10:08.0,T. Daniels makes free throw 2 of 2,,27,30
127,2,9:51.0,,Turnover by D. Murray (bad pass),27,30
128,2,9:40.0,T. Ulis misses 2-pt jump shot from 15 ft,,27,30
129,2,9:38.0,,Defensive rebound by D. Green,27,30
130,2,9:32.0,,D. Green makes 3-pt jump shot from 24 ft (assist by D. Hilliard),27,33
131,2,9:18.0,J. Jackson makes 2-pt jump shot from 9 ft,,29,33
132,2,8:57.0,,D. Green misses 3-pt jump shot from 24 ft,29,33
133,2,8:54.0,Defensive rebound by J. Jackson,,29,33
134,2,8:47.0,Personal foul by K. Anderson (drawn by A. Len),,29,33
135,2,8:37.0,A. Len makes 2-pt dunk at rim (assist by T. Ulis),,31,33
136,2,8:37.0,,San Antonio full timeout,31,33
137,2,8:15.0,,L. Aldridge misses 2-pt hook shot from 8 ft,31,33
138,2,8:13.0,Defensive rebound by D. Bender,,31,33
139,2,7:53.0,Shooting foul by D. Hilliard (drawn by T. Ulis),,31,33
140,2,7:53.0,T. Ulis makes free throw 1 of 2,,32,33
141,2,7:53.0,,P. Mills enters the game for D. Murray,32,33
142,2,7:53.0,,B. Paul enters the game for D. Hilliard,32,33
143,2,7:53.0,T. Ulis misses free throw 2 of 2,,32,33
144,2,7:51.0,,Defensive rebound by K. Anderson,32,33
145,2,7:36.0,,B. Paul misses 3-pt jump shot from 25 ft,32,33
146,2,7:33.0,Defensive rebound by D. Bender,,32,33
147,2,7:27.0,T. Ulis misses 2-pt jump shot from 15 ft,,32,33
148,2,7:24.0,,Defensive rebound by B. Paul,32,33
149,2,7:13.0,,L. Aldridge makes 2-pt jump shot from 20 ft (assist by B. Paul),32,35
150,2,7:01.0,T. Daniels makes 3-pt jump shot from 25 ft (assist by D. Bender),,35,35
151,2,6:49.0,,L. Aldridge makes 2-pt jump shot from 20 ft (assist by P. Mills),35,37
152,2,6:31.0,T. Daniels makes 3-pt jump shot from 22 ft (assist by A. Len),,38,37
153,2,6:23.0,,D. Green misses 3-pt jump shot from 24 ft,38,37
154,2,6:19.0,Defensive rebound by J. Jackson,,38,37
155,2,6:17.0,Shooting foul by B. Paul (drawn by J. Jackson),,38,37
156,2,6:17.0,J. Jackson misses free throw 1 of 2,,38,37
157,2,6:17.0,Offensive rebound by Team,,38,37
158,2,6:17.0,,R. Gay enters the game for K. Anderson,38,37
159,2,6:17.0,T. Chandler enters the game for A. Len,,38,37
160,2,6:17.0,J. Jackson misses free throw 2 of 2,,38,37
161,2,6:15.0,,Defensive rebound by R. Gay,38,37
162,2,6:04.0,,B. Paul makes 3-pt jump shot from 23 ft (assist by P. Mills),38,40
163,2,5:50.0,D. Bender makes 3-pt jump shot from 25 ft (assist by T. Ulis),,41,40
164,2,5:28.0,,Shooting foul by T. Chandler (drawn by L. Aldridge),41,40
165,2,5:28.0,,L. Aldridge makes free throw 1 of 2,41,41
166,2,5:28.0,,P. Gasol enters the game for B. Paul,41,41
167,2,5:28.0,T. Warren enters the game for J. Jackson,,41,41
168,2,5:28.0,,L. Aldridge misses free throw 2 of 2,41,41
169,2,5:25.0,Defensive rebound by T. Chandler,,41,41
170,2,5:06.0,T. Daniels misses 3-pt jump shot from 23 ft,,41,41
171,2,5:03.0,,Defensive rebound by P. Mills,41,41
172,2,4:53.0,,D. Green makes 2-pt layup from 1 ft,41,43
173,2,4:44.0,D. Bender misses 3-pt jump shot from 23 ft,,41,43
174,2,4:39.0,Offensive rebound by T. Chandler,,41,43
175,2,4:24.0,T. Warren makes 2-pt jump shot from 12 ft,,43,43
176,2,4:07.0,,D. Green makes 2-pt layup from 3 ft (assist by L. Aldridge),43,45
177,2,4:07.0,Phoenix full timeout,,43,45
178,2,4:07.0,,B. Forbes enters the game for L. Aldridge,43,45
179,2,4:07.0,D. Booker enters the game for T. Ulis,,43,45
180,2,4:07.0,M. Chriss enters the game for T. Daniels,,43,45
181,2,4:07.0,M. James enters the game for D. Bender,,43,45
182,2,3:52.0,Shooting foul by R. Gay (drawn by T. Warren),,43,45
183,2,3:52.0,T. Warren misses free throw 1 of 2,,43,45
184,2,3:52.0,Offensive rebound by Team,,43,45
185,2,3:52.0,T. Warren makes free throw 2 of 2,,44,45
186,2,3:36.0,,P. Gasol misses 2-pt jump shot from 18 ft,44,45
187,2,3:32.0,Defensive rebound by M. James,,44,45
188,2,3:23.0,T. Warren makes 2-pt jump shot from 10 ft,,46,45
189,2,3:11.0,,P. Mills makes 2-pt jump shot from 18 ft,46,47
190,2,2:47.0,M. Chriss misses 2-pt jump shot from 11 ft,,46,47
191,2,2:45.0,,Defensive rebound by P. Gasol,46,47
192,2,2:41.0,,D. Green misses 3-pt jump shot from 25 ft,46,47
193,2,2:36.0,Defensive rebound by M. James,,46,47
194,2,2:32.0,T. Chandler makes 2-pt dunk from 1 ft (assist by M. James),,48,47
195,2,2:17.0,,P. Mills misses 3-pt jump shot from 25 ft,48,47
196,2,2:13.0,Defensive rebound by T. Chandler,,48,47
197,2,2:05.0,Shooting foul by P. Gasol (drawn by M. Chriss),,48,47
198,2,2:05.0,M. Chriss misses free throw 1 of 2,,48,47
199,2,2:05.0,Offensive rebound by Team,,48,47
200,2,2:05.0,,L. Aldridge enters the game for D. Green,48,47
201,2,2:05.0,,B. Paul enters the game for P. Gasol,48,47
202,2,2:05.0,M. Chriss makes free throw 2 of 2,,49,47
203,2,1:42.0,,L. Aldridge makes 2-pt jump shot from 16 ft,49,49
204,2,1:23.0,D. Booker makes 2-pt jump shot from 13 ft (assist by M. Chriss),,51,49
205,2,1:01.0,,R. Gay makes 2-pt hook shot from 2 ft,51,51
206,2,0:50.0,T. Warren misses 2-pt layup from 2 ft,,51,51
207,2,0:50.0,,Defensive rebound by L. Aldridge,51,51
208,2,0:43.0,,B. Forbes misses 3-pt jump shot from 25 ft,51,51
209,2,0:43.0,Defensive rebound by T. Chandler,,51,51
210,2,0:31.0,M. James makes 2-pt jump shot from 8 ft,,53,51
211,2,0:13.0,,P. Mills misses 3-pt jump shot from 24 ft,53,51
212,2,0:10.0,Defensive rebound by M. Chriss,,53,51
213,2,0:01.0,T. Warren makes 2-pt jump shot from 16 ft (assist by D. Booker),,55,51
214,3,11:45.0,,D. Green makes 3-pt jump shot from 25 ft (assist by P. Gasol),55,54
215,3,11:21.0,D. Booker misses 2-pt jump shot from 10 ft,,55,54
216,3,11:18.0,Offensive rebound by T. Chandler,,55,54
217,3,11:16.0,T. Warren misses 3-pt jump shot from 22 ft,,55,54
218,3,11:16.0,,Defensive rebound by P. Gasol,55,54
219,3,11:08.0,,Shooting foul by M. Chriss (drawn by L. Aldridge),55,54
220,3,11:08.0,,L. Aldridge misses free throw 1 of 2,55,54
221,3,11:08.0,,Offensive rebound by Team,55,54
222,3,11:08.0,,L. Aldridge misses free throw 2 of 2,55,54
223,3,11:05.0,,Offensive rebound by Team,55,54
224,3,11:00.0,,P. Gasol makes 2-pt jump shot from 15 ft (assist by D. Green),55,56
225,3,10:48.0,Turnover by M. James (bad pass; steal by K. Anderson),,55,56
226,3,10:43.0,,D. Green makes 2-pt layup from 1 ft (assist by P. Mills),55,58
227,3,10:27.0,M. James misses 2-pt jump shot from 8 ft,,55,58
228,3,10:25.0,,Defensive rebound by P. Gasol,55,58
229,3,10:13.0,,K. Anderson misses 2-pt jump shot from 6 ft,55,58
230,3,10:09.0,Defensive rebound by D. Booker,,55,58
231,3,10:05.0,D. Booker misses 2-pt jump shot from 15 ft,,55,58
232,3,10:05.0,,Defensive rebound by L. Aldridge,55,58
233,3,9:47.0,,L. Aldridge makes 2-pt hook shot from 6 ft,55,60
234,3,9:46.0,Phoenix full timeout,,55,60
235,3,9:46.0,T. Ulis enters the game for M. James,,55,60
236,3,9:24.0,T. Warren misses 3-pt jump shot from 24 ft,,55,60
237,3,9:19.0,,Defensive rebound by P. Gasol,55,60
238,3,9:12.0,,P. Mills makes 3-pt jump shot from 25 ft,55,63
239,3,8:54.0,T. Warren makes 2-pt layup from 2 ft,,57,63
240,3,8:39.0,,P. Gasol misses 2-pt jump shot from 18 ft,57,63
241,3,8:37.0,Defensive rebound by M. Chriss,,57,63
242,3,8:37.0,Personal foul by D. Green (drawn by M. Chriss),,57,63
243,3,8:19.0,T. Ulis misses 2-pt jump shot from 12 ft,,57,63
244,3,8:16.0,Offensive rebound by T. Chandler,,57,63
245,3,8:06.0,Turnover by M. Chriss (lost ball; steal by L. Aldridge),,57,63
246,3,7:54.0,,P. Gasol misses 2-pt jump shot from 16 ft,57,63
247,3,7:51.0,Defensive rebound by D. Booker,,57,63
248,3,7:32.0,T. Ulis misses 3-pt jump shot from 26 ft,,57,63
249,3,7:29.0,T. Warren makes 2-pt layup at rim,,59,63
250,3,7:23.0,Offensive rebound by T. Warren,,59,63
251,3,7:17.0,,P. Mills makes 2-pt layup from 2 ft,59,65
252,3,7:05.0,T. Warren misses 2-pt layup from 3 ft,,59,65
253,3,7:05.0,Offensive rebound by T. Warren,,59,65
254,3,7:05.0,Shooting foul by K. Anderson (drawn by T. Warren),,59,65
255,3,7:05.0,T. Warren makes free throw 1 of 2,,60,65
256,3,7:05.0,D. Bender enters the game for M. Chriss,,60,65
257,3,7:05.0,T. Warren makes free throw 2 of 2,,61,65
258,3,6:43.0,,L. Aldridge makes 2-pt jump shot from 18 ft (assist by D. Green),61,67
259,3,6:18.0,T. Warren misses 2-pt jump shot from 21 ft,,61,67
260,3,6:15.0,Offensive rebound by D. Bender,,61,67
261,3,6:05.0,D. Booker misses 2-pt layup from 1 ft,,61,67
262,3,6:03.0,,Defensive rebound by P. Gasol,61,67
263,3,5:59.0,,D. Green misses 2-pt layup at rim,61,67
264,3,5:57.0,Defensive rebound by T. Warren,,61,67
265,3,5:53.0,D. Booker misses 3-pt jump shot from 23 ft,,61,67
266,3,5:53.0,,Defensive rebound by P. Mills,61,67
267,3,5:38.0,,P. Mills makes 3-pt jump shot from 25 ft,61,70
268,3,5:23.0,Shooting foul by D. Green (drawn by D. Booker),,61,70
269,3,5:23.0,D. Booker makes free throw 1 of 2,,62,70
270,3,5:23.0,,R. Gay enters the game for K. Anderson,62,70
271,3,5:23.0,,B. Paul enters the game for P. Gasol,62,70
272,3,5:23.0,A. Len enters the game for T. Chandler,,62,70
273,3,5:23.0,J. Jackson enters the game for T. Warren,,62,70
274,3,5:23.0,D. Booker makes free throw 2 of 2,,63,70
275,3,5:12.0,,P. Mills makes 3-pt jump shot from 25 ft,63,73
276,3,4:53.0,D. Bender misses 3-pt jump shot from 24 ft,,63,73
277,3,4:51.0,,Defensive rebound by D. Green,63,73
278,3,4:35.0,,Turnover by P. Mills (turnover),63,73
279,3,4:35.0,,B. Forbes enters the game for D. Green,63,73
280,3,4:29.0,Offensive foul by J. Jackson (drawn by B. Forbes),,63,73
281,3,4:29.0,Turnover by J. Jackson (offensive foul),,63,73
282,3,4:29.0,,San Antonio full timeout,63,73
283,3,4:15.0,,B. Forbes makes 3-pt jump shot from 23 ft (assist by R. Gay),63,76
284,3,4:01.0,Turnover by D. Booker (bad pass),,63,76
285,3,3:44.0,,L. Aldridge makes 2-pt layup from 2 ft,63,78
286,3,3:33.0,D. Booker misses 3-pt jump shot from 25 ft,,63,78
287,3,3:30.0,,Defensive rebound by L. Aldridge,63,78
288,3,3:23.0,,R. Gay misses 2-pt layup from 2 ft,63,78
289,3,3:23.0,,Offensive rebound by L. Aldridge,63,78
290,3,3:23.0,,L. Aldridge makes 2-pt layup at rim,63,80
291,3,3:02.0,A. Len makes 2-pt dunk at rim (assist by T. Ulis),,65,80
292,3,2:38.0,,Shooting foul by D. Bender (drawn by B. Paul),65,80
293,3,2:38.0,,B. Paul misses free throw 1 of 2,65,80
294,3,2:38.0,,Offensive rebound by Team,65,80
295,3,2:38.0,,D. Murray enters the game for P. Mills,65,80
296,3,2:38.0,T. Daniels enters the game for D. Booker,,65,80
297,3,2:38.0,T. Chandler enters the game for J. Jackson,,65,80
298,3,2:38.0,T. Warren enters the game for A. Len,,65,80
299,3,2:38.0,,B. Paul makes free throw 2 of 2,65,81
300,3,2:14.0,Turnover by T. Chandler (offensive goaltending),,65,81
301,3,1:52.0,,Turnover by B. Paul (bad pass; steal by T. Chandler),65,81
302,3,1:39.0,T. Warren misses 2-pt jump shot from 15 ft,,65,81
303,3,1:36.0,,Defensive rebound by L. Aldridge,65,81
304,3,1:20.0,,B. Paul misses 3-pt jump shot from 25 ft,65,81
305,3,1:17.0,Defensive rebound by T. Chandler,,65,81
306,3,1:06.0,D. Bender misses 3-pt jump shot from 24 ft,,65,81
307,3,1:02.0,,Defensive rebound by L. Aldridge,65,81
308,3,0:54.0,,B. Forbes makes 2-pt jump shot from 18 ft (assist by L. Aldridge),65,83
309,3,0:47.0,Personal foul by B. Paul (drawn by T. Chandler),,65,83
310,3,0:47.0,M. Chriss enters the game for T. Ulis,,65,83
311,3,0:47.0,M. James enters the game for D. Bender,,65,83
312,3,0:37.0,T. Daniels makes 3-pt jump shot from 23 ft (assist by M. Chriss),,68,83
313,3,0:31.0,,Shooting foul by M. Chriss (drawn by D. Murray),68,83
314,3,0:31.0,,D. Murray makes free throw 1 of 2,68,84
315,3,0:31.0,,D. Murray makes free throw 2 of 2,68,85
316,3,0:20.0,T. Chandler misses 2-pt layup at rim,,68,85
317,3,0:18.0,Offensive rebound by M. James,,68,85
318,3,0:03.0,M. James misses 2-pt jump shot from 16 ft,,68,85
319,3,0:00.0,,Defensive rebound by L. Aldridge,68,85
320,4,11:45.0,T. Warren misses 2-pt jump shot from 7 ft,,68,85
321,4,11:43.0,,Defensive rebound by P. Gasol,68,85
322,4,11:36.0,,R. Gay misses 2-pt jump shot from 8 ft,68,85
323,4,11:33.0,Defensive rebound by T. Chandler,,68,85
324,4,11:28.0,M. James misses 3-pt jump shot from 24 ft,,68,85
325,4,11:28.0,,Defensive rebound by P. Gasol,68,85
326,4,11:14.0,,Shooting foul by M. Chriss (drawn by R. Gay),68,85
327,4,11:14.0,,R. Gay makes free throw 1 of 2,68,86
328,4,11:14.0,,R. Gay makes free throw 2 of 2,68,87
329,4,10:57.0,M. James makes 2-pt hook shot from 8 ft,,70,87
330,4,10:43.0,,D. Murray makes 2-pt jump shot from 11 ft,70,89
331,4,10:29.0,Personal foul by B. Paul (drawn by M. Chriss),,70,89
332,4,10:16.0,T. Daniels misses 2-pt layup from 1 ft (block by P. Gasol),,70,89
333,4,10:11.0,,Defensive rebound by B. Forbes,70,89
334,4,10:09.0,,B. Paul makes 2-pt layup at rim (assist by B. Forbes),70,91
335,4,10:00.0,Shooting foul by P. Gasol (drawn by T. Chandler),,70,91
336,4,10:00.0,T. Chandler makes free throw 1 of 2,,71,91
337,4,10:00.0,J. Jackson enters the game for M. Chriss,,71,91
338,4,10:00.0,T. Chandler misses free throw 2 of 2,,71,91
339,4,9:56.0,,Defensive rebound by D. Murray,71,91
340,4,9:42.0,,B. Forbes makes 2-pt jump shot from 7 ft,71,93
341,4,9:34.0,M. James makes 2-pt jump shot from 5 ft,,73,93
342,4,9:20.0,,Personal foul by M. James (drawn by R. Gay),73,93
343,4,9:14.0,,P. Gasol misses 3-pt jump shot from 25 ft,73,93
344,4,9:12.0,Defensive rebound by Team,,73,93
345,4,9:12.0,,Loose ball foul by R. Gay (drawn by J. Jackson),73,93
346,4,9:12.0,D. Booker enters the game for T. Daniels,,73,93
347,4,9:02.0,M. James misses 2-pt jump shot from 9 ft,,73,93
348,4,9:00.0,,Defensive rebound by D. Murray,73,93
349,4,8:54.0,,D. Murray misses 2-pt layup from 1 ft,73,93
350,4,8:54.0,Defensive rebound by T. Chandler,,73,93
351,4,8:49.0,Turnover by T. Chandler (bad pass; steal by R. Gay),,73,93
352,4,8:44.0,,B. Paul makes 3-pt jump shot from 22 ft (assist by B. Forbes),73,96
353,4,8:43.0,Phoenix full timeout,,73,96
354,4,8:24.0,J. Jackson misses 2-pt hook shot from 3 ft (block by P. Gasol),,73,96
355,4,8:20.0,,Defensive rebound by D. Murray,73,96
356,4,8:18.0,,D. Murray makes 2-pt layup from 2 ft,73,98
357,4,8:03.0,T. Warren makes 2-pt jump shot from 6 ft (assist by M. James),,75,98
358,4,7:52.0,,D. Murray makes 2-pt jump shot from 12 ft,75,100
359,4,7:36.0,M. James makes 2-pt layup from 4 ft,,77,100
360,4,7:23.0,,R. Gay makes 2-pt layup from 2 ft,77,102
361,4,7:15.0,Personal foul by D. Murray (drawn by M. James),,77,102
362,4,7:15.0,,K. Anderson enters the game for R. Gay,77,102
363,4,7:15.0,D. Bender enters the game for T. Chandler,,77,102
364,4,7:15.0,T. Ulis enters the game for M. James,,77,102
365,4,7:09.0,J. Jackson makes 2-pt jump shot from 11 ft (assist by T. Ulis),,79,102
366,4,6:46.0,,P. Gasol misses 2-pt hook shot from 6 ft,79,102
367,4,6:43.0,Defensive rebound by T. Warren,,79,102
368,4,6:38.0,Turnover by T. Warren (bad pass; steal by B. Paul),,79,102
369,4,6:35.0,,Shooting foul by J. Jackson (drawn by D. Murray),79,102
370,4,6:35.0,,D. Murray makes free throw 1 of 2,79,103
371,4,6:35.0,,D. Bertāns enters the game for P. Gasol,79,103
372,4,6:35.0,,D. Murray makes free throw 2 of 2,79,104
373,4,6:26.0,D. Booker misses 3-pt jump shot from 25 ft,,79,104
374,4,6:23.0,,Defensive rebound by B. Paul,79,104
375,4,6:08.0,,Turnover by B. Paul (lost ball; steal by J. Jackson),79,104
376,4,6:03.0,Turnover by J. Jackson (lost ball; steal by K. Anderson),,79,104
377,4,5:59.0,,D. Murray makes 2-pt layup from 1 ft (assist by B. Paul),79,106
378,4,5:59.0,Phoenix full timeout,,79,106
379,4,5:59.0,,D. Hilliard enters the game for K. Anderson,79,106
380,4,5:59.0,D. Jones enters the game for D. Booker,,79,106
381,4,5:59.0,J. Dudley enters the game for T. Warren,,79,106
382,4,5:59.0,A. Len enters the game for D. Bender,,79,106
383,4,5:39.0,Shooting foul by D. Murray (drawn by D. Jones),,79,106
384,4,5:39.0,D. Jones misses free throw 1 of 2,,79,106
385,4,5:39.0,Offensive rebound by Team,,79,106
386,4,5:39.0,D. Jones makes free throw 2 of 2,,80,106
387,4,5:16.0,,D. Murray misses 2-pt layup from 3 ft,80,106
388,4,5:13.0,Defensive rebound by J. Dudley,,80,106
389,4,5:10.0,J. Jackson misses 2-pt jump shot from 4 ft,,80,106
390,4,5:10.0,Offensive rebound by D. Jones,,80,106
391,4,5:02.0,D. Jones makes 2-pt layup at rim,,82,106
392,4,4:45.0,,D. Bertāns makes 3-pt jump shot from 26 ft (assist by D. Murray),82,109
