,QUARTER,TIME_REMAINING,CHICAGO_ACTION,MEMPHIS_ACTION,CHICAGO_SCORE,MEMPHIS_SCORE
72,1,3:09.0,Shooting foul by D. Brooks (drawn by Z. LaVine),,18,29
73,1,3:09.0,Z. LaVine makes free throw 1 of 3,,19,29
74,1,3:09.0,Z. LaVine makes free throw 2 of 3,,20,29
75,1,3:09.0,,J. Martin enters the game for D. Brooks,20,29
76,1,3:09.0,Z. LaVine makes free throw 3 of 3,,21,29
77,1,2:51.0,,K. Simmons misses 2-pt jump shot from 18 ft,21,29
78,1,2:46.0,Defensive rebound by Z. LaVine,,21,29
79,1,2:40.0,C. Payne misses 2-pt jump shot from 9 ft,,21,29
80,1,2:34.0,,Defensive rebound by M. Gasol,21,29
81,1,2:29.0,,Personal foul by D. Valentine (drawn by B. McLemore),21,29
82,1,2:29.0,,D. Davis enters the game for M. Gasol,21,29
83,1,2:29.0,A. Blakeney enters the game for Z. LaVine,,21,29
84,1,2:17.0,,D. Davis misses 2-pt jump shot from 16 ft,21,29
85,1,2:15.0,Defensive rebound by Team,,21,29
86,1,2:15.0,,Loose ball foul by B. McLemore (drawn by B. Portis),21,29
87,1,2:00.0,R. Lopez misses 2-pt jump shot from 19 ft,,21,29
88,1,1:58.0,,Defensive rebound by J. Martin,21,29
89,1,1:46.0,,C. Parsons misses 2-pt jump shot from 19 ft,21,29
90,1,1:42.0,Defensive rebound by D. Valentine,,21,29
91,1,1:39.0,Shooting foul by B. McLemore (drawn by A. Blakeney),,21,29
92,1,1:39.0,A. Blakeney makes free throw 1 of 2,,22,29
93,1,1:39.0,,W. Selden enters the game for B. McLemore,22,29
94,1,1:39.0,A. Blakeney misses free throw 2 of 2,,22,29
95,1,1:37.0,,Defensive rebound by J. Martin,22,29
96,1,1:18.0,,J. Martin misses 3-pt jump shot from 25 ft,22,29
97,1,1:15.0,Defensive rebound by D. Valentine,,22,29
98,1,1:04.0,B. Portis misses 2-pt layup from 3 ft,,22,29
99,1,0:59.0,,Defensive rebound by C. Parsons,22,29
100,1,0:53.0,,C. Parsons misses 2-pt layup from 3 ft,22,29
101,1,0:49.0,,Offensive rebound by D. Davis,22,29
102,1,0:49.0,,D. Davis misses 2-pt layup at rim,22,29
103,1,0:48.0,Defensive rebound by D. Valentine,,22,29
104,1,0:44.0,Turnover by D. Valentine (lost ball; steal by J. Martin),,22,29
105,1,0:44.0,,Personal foul by D. Valentine (drawn by J. Martin),22,29
106,1,0:27.0,,C. Parsons misses 3-pt jump shot from 25 ft,22,29
107,1,0:24.0,Defensive rebound by A. Blakeney,,22,29
108,1,0:05.0,D. Valentine misses 3-pt jump shot from 24 ft,,22,29
109,1,0:03.0,Offensive rebound by R. Lopez,,22,29
110,1,0:03.0,Turnover by Team (shot clock),,22,29
111,1,0:01.0,,Turnover by W. Selden (bad pass; steal by B. Portis),22,29
112,1,0:00.0,B. Portis misses 3-pt jump shot from 51 ft,,22,29
113,1,0:00.0,Offensive rebound by Team,,22,29
114,2,11:44.0,A. Blakeney makes 2-pt jump shot from 22 ft,,24,29
115,2,11:26.0,,Shooting foul by C. Felício (drawn by K. Simmons),24,29
116,2,11:26.0,,K. Simmons makes free throw 1 of 2,24,30
117,2,11:26.0,,K. Simmons makes free throw 2 of 2,24,31
118,2,11:06.0,A. Blakeney makes 3-pt jump shot from 24 ft,,27,31
119,2,10:56.0,,Turnover by C. Parsons (bad pass; steal by B. Portis),27,31
120,2,10:53.0,B. Portis makes 2-pt dunk from 1 ft,,29,31
121,2,10:41.0,,J. Martin makes 2-pt jump shot from 18 ft (assist by W. Selden),29,33
122,2,10:20.0,D. Valentine makes 3-pt jump shot from 24 ft (assist by B. Portis),,32,33
123,2,10:05.0,,W. Selden misses 3-pt jump shot from 24 ft,32,33
124,2,10:01.0,Defensive rebound by B. Portis,,32,33
125,2,9:55.0,,Violation by W. Selden (kicked ball),32,33
126,2,9:55.0,,T. Evans enters the game for K. Simmons,32,33
127,2,9:50.0,B. Portis makes 3-pt jump shot from 24 ft (assist by D. Valentine),,35,33
128,2,9:48.0,,Memphis full timeout,35,33
129,2,9:48.0,,J. Green enters the game for W. Selden,35,33
130,2,9:48.0,,B. Weber enters the game for D. Davis,35,33
131,2,9:48.0,,M. Gasol enters the game for C. Parsons,35,33
132,2,9:36.0,,Turnover by M. Gasol (bad pass; steal by D. Valentine),35,33
133,2,9:17.0,C. Payne misses 3-pt jump shot from 22 ft,,35,33
134,2,9:14.0,,Defensive rebound by M. Gasol,35,33
135,2,9:05.0,,J. Martin makes 2-pt jump shot from 18 ft (assist by M. Gasol),35,35
136,2,8:50.0,B. Portis misses 3-pt jump shot from 24 ft,,35,35
137,2,8:47.0,,Defensive rebound by B. Weber,35,35
138,2,8:42.0,,M. Gasol misses 3-pt jump shot from 25 ft,35,35
139,2,8:38.0,Defensive rebound by D. Valentine,,35,35
140,2,8:38.0,C. Felício makes 2-pt layup from 1 ft (assist by D. Valentine),,37,35
141,2,8:38.0,Shooting foul by J. Martin (drawn by C. Felício),,37,35
142,2,8:38.0,,D. Brooks enters the game for J. Martin,37,35
143,2,8:38.0,Z. LaVine enters the game for D. Valentine,,37,35
144,2,8:38.0,C. Felício misses free throw 1 of 1,,37,35
145,2,8:36.0,,Defensive rebound by J. Green,37,35
146,2,8:23.0,,T. Evans makes 2-pt layup from 8 ft,37,37
147,2,7:55.0,B. Portis misses 2-pt hook shot from 10 ft,,37,37
148,2,7:51.0,,Defensive rebound by M. Gasol,37,37
149,2,7:38.0,,T. Evans makes 3-pt jump shot from 25 ft,37,40
150,2,7:16.0,Turnover by C. Felício (lost ball; steal by B. Weber),,37,40
151,2,7:07.0,,Personal foul by A. Blakeney (drawn by T. Evans),37,40
152,2,7:01.0,,M. Gasol makes 2-pt jump shot from 12 ft (assist by T. Evans),37,42
153,2,7:01.0,Chicago full timeout,,37,42
154,2,7:01.0,K. Dunn enters the game for C. Payne,,37,42
155,2,6:46.0,Offensive foul by Z. LaVine (drawn by D. Brooks),,37,42
156,2,6:46.0,Turnover by Z. LaVine (offensive foul),,37,42
157,2,6:33.0,,Turnover by T. Evans (bad pass; steal by K. Dunn),37,42
158,2,6:25.0,C. Felício makes 2-pt layup from 3 ft (assist by K. Dunn),,39,42
159,2,6:25.0,Shooting foul by B. Weber (drawn by C. Felício),,39,42
160,2,6:25.0,N. Vonleh enters the game for B. Portis,,39,42
161,2,6:25.0,C. Felício misses free throw 1 of 1,,39,42
162,2,6:22.0,,Defensive rebound by J. Green,39,42
163,2,6:15.0,,B. Weber makes 2-pt jump shot from 10 ft,39,44
164,2,6:01.0,Shooting foul by B. Weber (drawn by A. Blakeney),,39,44
165,2,6:01.0,A. Blakeney makes free throw 1 of 3,,40,44
166,2,6:01.0,A. Blakeney makes free throw 2 of 3,,41,44
167,2,6:01.0,A. Blakeney misses free throw 3 of 3,,41,44
168,2,6:00.0,,Defensive rebound by M. Gasol,41,44
169,2,5:45.0,,Personal foul by K. Dunn (drawn by M. Gasol),41,44
170,2,5:31.0,,J. Green misses 2-pt jump shot from 18 ft,41,44
171,2,5:31.0,,Offensive rebound by Team,41,44
172,2,5:31.0,,Turnover by Team (shot clock),41,44
173,2,5:19.0,Shooting foul by M. Gasol (drawn by Z. LaVine),,41,44
174,2,5:19.0,Z. LaVine makes free throw 1 of 2,,42,44
175,2,5:19.0,Z. LaVine makes free throw 2 of 2,,43,44
176,2,5:05.0,,D. Brooks misses 3-pt jump shot from 25 ft,43,44
177,2,5:01.0,Defensive rebound by N. Vonleh,,43,44
178,2,4:49.0,N. Vonleh misses 3-pt jump shot from 25 ft,,43,44
179,2,4:47.0,,Defensive rebound by B. Weber,43,44
180,2,4:39.0,,Turnover by T. Evans (bad pass; steal by Z. LaVine),43,44
181,2,4:35.0,A. Blakeney misses 3-pt jump shot from 22 ft (block by J. Green),,43,44
182,2,4:30.0,,Defensive rebound by T. Evans,43,44
183,2,4:29.0,,Turnover by T. Evans (bad pass; steal by N. Vonleh),43,44
184,2,4:26.0,N. Vonleh makes 2-pt dunk from 2 ft,,45,44
185,2,4:08.0,,T. Evans misses 2-pt jump shot from 16 ft,45,44
186,2,4:05.0,Defensive rebound by K. Dunn,,45,44
187,2,3:58.0,K. Dunn makes 2-pt jump shot from 11 ft,,47,44
188,2,3:33.0,,M. Gasol makes 3-pt jump shot from 24 ft (assist by B. Weber),47,47
189,2,3:22.0,Z. LaVine misses 3-pt jump shot from 25 ft,,47,47
190,2,3:17.0,,Defensive rebound by M. Gasol,47,47
191,2,3:07.0,,M. Gasol misses 2-pt jump shot from 13 ft,47,47
192,2,3:05.0,Defensive rebound by N. Vonleh,,47,47
193,2,2:58.0,K. Dunn makes 2-pt layup from 1 ft,,49,47
194,2,2:44.0,,J. Green makes 2-pt dunk at rim (assist by M. Gasol),49,49
195,2,2:42.0,Chicago full timeout,,49,49
196,2,2:42.0,,W. Selden enters the game for T. Evans,49,49
197,2,2:42.0,P. Zipser enters the game for C. Felício,,49,49
198,2,2:42.0,B. Portis enters the game for A. Blakeney,,49,49
199,2,2:30.0,P. Zipser misses 3-pt jump shot from 22 ft,,49,49
200,2,2:28.0,,Defensive rebound by B. Weber,49,49
201,2,2:15.0,,J. Green misses 2-pt layup from 2 ft,49,49
202,2,2:13.0,Defensive rebound by P. Zipser,,49,49
203,2,2:09.0,,Offensive charge foul by Z. LaVine (drawn by M. Gasol),49,49
204,2,2:09.0,Turnover by Z. LaVine (offensive foul),,49,49
205,2,1:56.0,,M. Gasol makes 2-pt jump shot from 16 ft (assist by D. Brooks),49,51
206,2,1:40.0,Z. LaVine misses 2-pt jump shot from 17 ft,,49,51
207,2,1:35.0,,Defensive rebound by B. Weber,49,51
208,2,1:35.0,,Turnover by B. Weber (bad pass),49,51
209,2,1:19.0,Z. LaVine makes 2-pt jump shot from 11 ft,,51,51
210,2,1:19.0,Shooting foul by J. Green (drawn by Z. LaVine),,51,51
211,2,1:19.0,Z. LaVine makes free throw 1 of 1,,52,51
212,2,1:04.0,,D. Brooks misses 3-pt jump shot from 25 ft,52,51
213,2,1:00.0,Defensive rebound by B. Portis,,52,51
214,2,0:52.0,K. Dunn misses 3-pt jump shot from 26 ft,,52,51
215,2,0:49.0,,Defensive rebound by Team,52,51
216,2,0:40.0,,Personal foul by Z. LaVine (drawn by D. Brooks),52,51
217,2,0:40.0,D. Valentine enters the game for Z. LaVine,,52,51
218,2,0:28.0,,Shooting foul by B. Portis (drawn by M. Gasol),52,51
219,2,0:28.0,,M. Gasol makes free throw 1 of 2,52,52
220,2,0:28.0,,M. Gasol misses free throw 2 of 2,52,52
221,2,0:26.0,Defensive rebound by P. Zipser,,52,52
222,2,0:06.0,P. Zipser misses 2-pt jump shot from 16 ft,,52,52
223,2,0:06.0,,Defensive rebound by J. Green,52,52
224,2,0:00.0,,M. Gasol misses 3-pt jump shot from 45 ft,52,52
225,2,0:00.0,,Offensive rebound by Team,52,52
226,3,11:51.0,Z. LaVine makes 3-pt jump shot from 29 ft (assist by K. Dunn),,55,52
227,3,11:28.0,,T. Evans makes 3-pt jump shot from 22 ft (assist by M. Gasol),55,55
228,3,11:16.0,Z. LaVine misses 2-pt jump shot from 21 ft,,55,55
229,3,11:13.0,,Defensive rebound by J. Martin,55,55
230,3,11:02.0,,J. Green makes 2-pt dunk at rim (assist by M. Gasol),55,57
231,3,10:47.0,N. Vonleh makes 3-pt jump shot from 27 ft (assist by Z. LaVine),,58,57
232,3,10:31.0,,Personal foul by C. Felício (drawn by T. Evans),58,57
233,3,10:23.0,,J. Martin misses 3-pt jump shot from 22 ft,58,57
234,3,10:20.0,Defensive rebound by K. Dunn,,58,57
235,3,10:19.0,Shooting foul by M. Gasol (drawn by D. Nwaba),,58,57
236,3,10:19.0,D. Nwaba makes free throw 1 of 2,,59,57
237,3,10:19.0,D. Nwaba makes free throw 2 of 2,,60,57
238,3,10:06.0,,D. Brooks misses 2-pt jump shot from 14 ft,60,57
239,3,10:04.0,Defensive rebound by N. Vonleh,,60,57
240,3,9:58.0,Shooting block foul by M. Gasol (drawn by D. Nwaba),,60,57
241,3,9:58.0,D. Nwaba misses free throw 1 of 2,,60,57
242,3,9:58.0,Offensive rebound by Team,,60,57
243,3,9:58.0,,D. Davis enters the game for M. Gasol,60,57
244,3,9:58.0,D. Nwaba makes free throw 2 of 2,,61,57
245,3,9:38.0,,D. Davis makes 2-pt layup from 1 ft (assist by T. Evans),61,59
246,3,9:19.0,D. Nwaba misses 3-pt jump shot from 24 ft,,61,59
247,3,9:15.0,,Defensive rebound by T. Evans,61,59
248,3,9:04.0,,J. Green makes 2-pt layup at rim (assist by D. Davis),61,61
249,3,8:49.0,Z. LaVine misses 3-pt jump shot from 28 ft,,61,61
250,3,8:45.0,Offensive rebound by D. Nwaba,,61,61
251,3,8:41.0,Turnover by K. Dunn (lost ball; steal by T. Evans),,61,61
252,3,8:35.0,,D. Davis makes 2-pt layup from 1 ft (assist by T. Evans),61,63
253,3,8:16.0,K. Dunn misses 3-pt jump shot from 25 ft,,61,63
254,3,8:14.0,,Defensive rebound by D. Davis,61,63
255,3,7:59.0,,J. Green makes 2-pt dunk at rim (assist by T. Evans),61,65
256,3,7:59.0,Chicago full timeout,,61,65
257,3,7:48.0,Z. LaVine misses 3-pt jump shot from 22 ft,,61,65
258,3,7:47.0,Offensive rebound by Team,,61,65
259,3,7:47.0,,Loose ball foul by D. Davis (drawn by C. Felício),61,65
260,3,7:34.0,D. Nwaba makes 2-pt layup from 1 ft (assist by N. Vonleh),,63,65
261,3,7:34.0,Shooting foul by D. Davis (drawn by D. Nwaba),,63,65
262,3,7:34.0,D. Nwaba makes free throw 1 of 1,,64,65
263,3,7:23.0,,Turnover by J. Martin (bad pass; steal by D. Nwaba),64,65
264,3,7:23.0,Turnover by D. Nwaba (bad pass),,64,65
265,3,7:12.0,,J. Martin misses 3-pt jump shot from 22 ft,64,65
266,3,7:05.0,,Offensive rebound by J. Green,64,65
267,3,7:05.0,,J. Green misses 2-pt dunk at rim,64,65
268,3,7:04.0,Defensive rebound by Z. LaVine,,64,65
269,3,7:01.0,N. Vonleh misses 3-pt jump shot from 24 ft,,64,65
270,3,6:58.0,,Defensive rebound by D. Davis,64,65
271,3,6:50.0,,T. Evans misses 3-pt jump shot from 24 ft,64,65
272,3,6:47.0,Defensive rebound by Z. LaVine,,64,65
273,3,6:25.0,Turnover by Team (shot clock),,64,65
274,3,6:11.0,,J. Green makes 3-pt jump shot from 22 ft (assist by D. Brooks),64,68
275,3,5:44.0,Z. LaVine misses 3-pt jump shot from 24 ft,,64,68
276,3,5:42.0,,Defensive rebound by T. Evans,64,68
277,3,5:38.0,,T. Evans misses 2-pt layup from 7 ft,64,68
278,3,5:35.0,Defensive rebound by N. Vonleh,,64,68
279,3,5:18.0,D. Nwaba misses 2-pt jump shot from 12 ft,,64,68
280,3,5:13.0,Offensive rebound by D. Nwaba,,64,68
281,3,5:05.0,Z. LaVine makes 3-pt jump shot from 25 ft (assist by K. Dunn),,67,68
282,3,4:48.0,,T. Evans misses 2-pt layup from 8 ft,67,68
283,3,4:48.0,,Offensive rebound by Team,67,68
284,3,4:48.0,,B. Weber enters the game for T. Evans,67,68
285,3,4:48.0,,B. McLemore enters the game for D. Brooks,67,68
286,3,4:48.0,C. Payne enters the game for C. Felício,,67,68
287,3,4:48.0,P. Zipser enters the game for N. Vonleh,,67,68
288,3,4:48.0,B. Portis enters the game for K. Dunn,,67,68
289,3,4:48.0,,Offensive foul by D. Davis (drawn by C. Payne),67,68
290,3,4:48.0,,Turnover by D. Davis (offensive foul),67,68
291,3,4:35.0,Shooting foul by J. Green (drawn by Z. LaVine),,67,68
292,3,4:35.0,Z. LaVine makes free throw 1 of 2,,68,68
293,3,4:35.0,,D. Brooks enters the game for J. Green,68,68
294,3,4:35.0,D. Valentine enters the game for D. Nwaba,,68,68
295,3,4:35.0,Z. LaVine makes free throw 2 of 2,,69,68
296,3,4:14.0,,Shooting foul by B. Portis (drawn by J. Martin),69,68
297,3,4:14.0,,J. Martin makes free throw 1 of 2,69,69
298,3,4:14.0,,J. Martin makes free throw 2 of 2,69,70
299,3,3:58.0,Personal foul by B. McLemore (drawn by Z. LaVine),,69,70
300,3,3:58.0,Z. LaVine makes free throw 1 of 2,,70,70
301,3,3:58.0,Z. LaVine makes free throw 2 of 2,,71,70
302,3,3:43.0,,J. Martin misses 2-pt jump shot from 13 ft,71,70
303,3,3:39.0,Defensive rebound by C. Payne,,71,70
304,3,3:37.0,,Offensive charge foul by D. Valentine (drawn by B. Weber),71,70
305,3,3:37.0,Turnover by D. Valentine (offensive foul),,71,70
306,3,3:23.0,,Turnover by D. Brooks (bad pass; steal by B. Portis),71,70
307,3,3:19.0,Personal foul by J. Martin (drawn by B. Portis),,71,70
308,3,3:19.0,B. Portis makes free throw 1 of 2,,72,70
309,3,3:19.0,A. Blakeney enters the game for Z. LaVine,,72,70
310,3,3:19.0,B. Portis makes free throw 2 of 2,,73,70
311,3,2:57.0,,D. Davis misses 2-pt jump shot from 6 ft,73,70
312,3,2:54.0,Defensive rebound by P. Zipser,,73,70
313,3,2:43.0,B. Portis misses 3-pt jump shot from 24 ft,,73,70
314,3,2:40.0,,Defensive rebound by B. McLemore,73,70
315,3,2:35.0,,Shooting foul by D. Valentine (drawn by D. Brooks),73,70
316,3,2:35.0,,Memphis full timeout,73,70
317,3,2:35.0,,D. Brooks makes free throw 1 of 2,73,71
318,3,2:35.0,,D. Brooks makes free throw 2 of 2,73,72
319,3,2:22.0,D. Valentine misses 3-pt jump shot from 27 ft,,73,72
320,3,2:19.0,,Defensive rebound by D. Davis,73,72
321,3,1:59.0,,D. Brooks misses 2-pt jump shot from 13 ft,73,72
322,3,1:53.0,,Offensive rebound by D. Davis,73,72
323,3,1:53.0,,D. Davis makes 2-pt layup at rim,73,74
324,3,1:42.0,D. Valentine makes 3-pt jump shot from 25 ft (assist by C. Payne),,76,74
325,3,1:26.0,,D. Brooks misses 2-pt jump shot from 11 ft,76,74
326,3,1:22.0,Defensive rebound by B. Portis,,76,74
327,3,1:13.0,A. Blakeney misses 3-pt jump shot from 22 ft,,76,74
328,3,1:09.0,,Defensive rebound by D. Davis,76,74
329,3,1:04.0,,B. Weber misses 2-pt jump shot from 11 ft,76,74
330,3,1:02.0,Defensive rebound by B. Portis,,76,74
331,3,0:50.0,Shooting foul by B. McLemore (drawn by P. Zipser),,76,74
332,3,0:50.0,P. Zipser makes free throw 1 of 2,,77,74
333,3,0:50.0,,T. Evans enters the game for B. McLemore,77,74
334,3,0:50.0,,W. Selden enters the game for D. Brooks,77,74
335,3,0:50.0,P. Zipser makes free throw 2 of 2,,78,74
336,3,0:33.0,,Turnover by W. Selden (bad pass),78,74
337,3,0:27.0,Turnover by B. Portis (traveling),,78,74
338,3,0:06.0,,Shooting foul by C. Payne (drawn by T. Evans),78,74
339,3,0:06.0,,T. Evans misses free throw 1 of 2,78,74
340,3,0:06.0,,Offensive rebound by Team,78,74
341,3,0:06.0,,T. Evans makes free throw 2 of 2,78,75
342,3,0:02.0,C. Payne misses 2-pt layup from 3 ft,,78,75
343,3,0:02.0,,Defensive rebound by B. Weber,78,75
344,3,0:01.0,,J. Martin misses 3-pt jump shot from 56 ft,78,75
345,3,0:01.0,,Offensive rebound by Team,78,75
346,4,11:39.0,,M. Gasol makes 2-pt jump shot from 7 ft (assist by J. Green),78,77
347,4,11:24.0,B. Portis makes 2-pt layup from 1 ft (assist by C. Payne),,80,77
348,4,11:14.0,,T. Evans makes 2-pt layup from 6 ft,80,79
349,4,11:07.0,C. Payne makes 3-pt jump shot from 25 ft,,83,79
350,4,10:53.0,,J. Green misses 2-pt jump shot from 22 ft,83,79
351,4,10:50.0,Defensive rebound by D. Valentine,,83,79
352,4,10:42.0,B. Portis makes 3-pt jump shot from 25 ft (assist by D. Valentine),,86,79
353,4,10:22.0,,J. Green makes 2-pt layup from 2 ft (assist by W. Selden),86,81
354,4,10:11.0,C. Payne misses 2-pt layup from 3 ft,,86,81
355,4,10:07.0,Offensive rebound by N. Vonleh,,86,81
356,4,10:07.0,N. Vonleh misses 2-pt layup from 2 ft (block by M. Gasol),,86,81
357,4,10:07.0,,Defensive rebound by M. Gasol,86,81
358,4,9:50.0,,Shooting foul by N. Vonleh (drawn by T. Evans),86,81
359,4,9:50.0,,T. Evans makes free throw 1 of 2,86,82
360,4,9:50.0,K. Dunn enters the game for A. Blakeney,,86,82
361,4,9:50.0,,T. Evans makes free throw 2 of 2,86,83
362,4,9:44.0,D. Valentine makes 3-pt jump shot from 25 ft (assist by C. Payne),,89,83
363,4,9:20.0,,T. Evans makes 3-pt jump shot from 25 ft,89,86
364,4,9:05.0,C. Payne makes 3-pt jump shot from 24 ft,,92,86
365,4,8:51.0,,M. Gasol misses 3-pt jump shot from 24 ft,92,86
366,4,8:49.0,,Offensive rebound by J. Green,92,86
367,4,8:32.0,,W. Selden makes 3-pt jump shot from 23 ft (assist by M. Gasol),92,89
368,4,8:17.0,D. Valentine makes 3-pt jump shot from 26 ft (assist by B. Portis),,95,89
369,4,8:03.0,,T. Evans makes 3-pt jump shot from 24 ft,95,92
370,4,7:47.0,N. Vonleh misses 3-pt jump shot from 25 ft,,95,92
371,4,7:44.0,,Defensive rebound by J. Green,95,92
372,4,7:32.0,,W. Selden misses 3-pt jump shot from 24 ft,95,92
373,4,7:29.0,Defensive rebound by N. Vonleh,,95,92
374,4,7:26.0,Chicago full timeout,,95,92
375,4,7:26.0,,D. Brooks enters the game for T. Evans,95,92
376,4,7:26.0,C. Felício enters the game for N. Vonleh,,95,92
377,4,7:26.0,A. Blakeney enters the game for K. Dunn,,95,92
378,4,7:12.0,Turnover by D. Valentine (bad pass; steal by W. Selden),,95,92
379,4,7:10.0,,Personal take foul by A. Blakeney (drawn by D. Brooks),95,92
380,4,6:59.0,,Shooting foul by D. Valentine (drawn by M. Gasol),95,92
381,4,6:59.0,,M. Gasol makes free throw 1 of 2,95,93
382,4,6:59.0,,M. Gasol misses free throw 2 of 2,95,93
383,4,6:56.0,Defensive rebound by C. Payne,,95,93
384,4,6:45.0,B. Portis makes 3-pt jump shot from 24 ft (assist by D. Valentine),,98,93
385,4,6:31.0,,D. Brooks misses 3-pt jump shot from 24 ft,98,93
