,QUARTER,TIME_REMAINING,DENVER_ACTION,TORONTO_ACTION,DENVER_SCORE,TORONTO_SCORE
71,1,3:00.0,Offensive rebound by Team,,17,20
72,1,2:58.0,Turnover by W. Barton (traveling),,17,20
73,1,2:58.0,Denver full timeout,,17,20
74,1,2:58.0,,P. Siakam enters the game for S. Ibaka,17,20
75,1,2:58.0,J. Murray enters the game for P. Millsap,,17,20
76,1,2:58.0,N. Jokić enters the game for W. Barton,,17,20
77,1,2:48.0,,Turnover by J. Poeltl (bad pass; steal by N. Jokić),17,20
78,1,2:44.0,D. Harris misses 3-pt jump shot from 24 ft,,17,20
79,1,2:40.0,,Defensive rebound by J. Poeltl,17,20
80,1,2:30.0,,Toronto full timeout,17,20
81,1,2:23.0,,D. DeRozan misses 2-pt layup from 2 ft,17,20
82,1,2:18.0,,Offensive rebound by J. Poeltl,17,20
83,1,2:18.0,,J. Poeltl misses 2-pt layup at rim (block by N. Jokić),17,20
84,1,2:17.0,Defensive rebound by N. Jokić,,17,20
85,1,2:17.0,Personal foul by J. Poeltl (drawn by N. Jokić),,17,20
86,1,2:17.0,,F. VanVleet enters the game for K. Lowry,17,20
87,1,2:04.0,Shooting foul by C. Miles (drawn by D. Harris),,17,20
88,1,2:04.0,D. Harris makes free throw 1 of 2,,18,20
89,1,2:04.0,T. Craig enters the game for W. Chandler,,18,20
90,1,2:04.0,D. Harris makes free throw 2 of 2,,19,20
91,1,1:52.0,,D. DeRozan makes 2-pt jump shot from 15 ft,19,22
92,1,1:34.0,D. Harris misses 2-pt jump shot from 8 ft,,19,22
93,1,1:34.0,Offensive rebound by Team,,19,22
94,1,1:34.0,,Loose ball foul by P. Siakam (drawn by M. Plumlee),19,22
95,1,1:34.0,M. Plumlee makes free throw 1 of 2,,20,22
96,1,1:34.0,M. Plumlee makes free throw 2 of 2,,21,22
97,1,1:25.0,,P. Siakam misses 3-pt jump shot from 24 ft,21,22
98,1,1:22.0,Defensive rebound by D. Harris,,21,22
99,1,1:02.0,N. Jokić misses 2-pt hook shot from 5 ft,,21,22
100,1,0:59.0,,Defensive rebound by J. Poeltl,21,22
101,1,0:54.0,,C. Miles misses 3-pt jump shot from 25 ft,21,22
102,1,0:51.0,Defensive rebound by N. Jokić,,21,22
103,1,0:49.0,,D. Wright enters the game for D. DeRozan,21,22
104,1,0:28.0,J. Murray misses 2-pt jump shot from 8 ft,,21,22
105,1,0:28.0,Offensive rebound by Team,,21,22
106,1,0:28.0,Turnover by Team (shot clock),,21,22
107,1,0:07.0,,C. Miles misses 2-pt jump shot from 16 ft (block by T. Craig),21,22
108,1,0:04.0,Defensive rebound by N. Jokić,,21,22
109,1,0:01.0,Personal foul by C. Miles (drawn by D. Harris),,21,22
110,1,0:01.0,D. Harris makes free throw 1 of 2,,22,22
111,1,0:01.0,D. Harris makes free throw 2 of 2,,23,22
112,1,0:00.0,,D. Wright makes 3-pt jump shot from 47 ft (assist by F. VanVleet),23,25
113,2,11:47.0,N. Jokić makes 2-pt jump shot from 15 ft (assist by D. Harris),,25,25
114,2,11:28.0,,C. Miles misses 3-pt jump shot from 24 ft,25,25
115,2,11:25.0,Defensive rebound by T. Lyles,,25,25
116,2,11:19.0,Shooting foul by J. Poeltl (drawn by D. Harris),,25,25
117,2,11:19.0,D. Harris misses free throw 1 of 2,,25,25
118,2,11:19.0,Offensive rebound by Team,,25,25
119,2,11:19.0,D. Harris makes free throw 2 of 2,,26,25
120,2,11:07.0,,P. Siakam makes 2-pt layup from 2 ft (assist by D. Wright),26,27
121,2,11:07.0,,Shooting foul by T. Lyles (drawn by P. Siakam),26,27
122,2,11:07.0,,P. Siakam makes free throw 1 of 1,26,28
123,2,10:53.0,N. Jokić makes 2-pt jump shot from 16 ft,,28,28
124,2,10:40.0,,F. VanVleet makes 3-pt jump shot from 24 ft (assist by P. Siakam),28,31
125,2,10:21.0,N. Jokić makes 3-pt jump shot from 25 ft (assist by T. Craig),,31,31
126,2,10:06.0,,F. VanVleet makes 3-pt jump shot from 22 ft (assist by P. Siakam),31,34
127,2,9:49.0,,Offensive charge foul by N. Jokić (drawn by F. VanVleet),31,34
128,2,9:49.0,Turnover by N. Jokić (offensive foul),,31,34
129,2,9:34.0,,C. Miles misses 3-pt jump shot from 24 ft,31,34
130,2,9:31.0,Defensive rebound by N. Jokić,,31,34
131,2,9:20.0,J. Murray makes 2-pt layup from 2 ft (assist by D. Harris),,33,34
132,2,9:20.0,Shooting foul by J. Poeltl (drawn by J. Murray),,33,34
133,2,9:20.0,J. Murray makes free throw 1 of 1,,34,34
134,2,9:10.0,,C. Miles makes 2-pt dunk from 1 ft (assist by P. Siakam),34,36
135,2,8:56.0,Personal block foul by J. Poeltl (drawn by N. Jokić),,34,36
136,2,8:56.0,,L. Nogueira enters the game for J. Poeltl,34,36
137,2,8:51.0,N. Jokić misses 3-pt jump shot from 25 ft,,34,36
138,2,8:49.0,,Defensive rebound by P. Siakam,34,36
139,2,8:32.0,,P. Siakam misses 2-pt hook shot from 6 ft,34,36
140,2,8:30.0,,Offensive rebound by D. Wright,34,36
141,2,8:24.0,,C. Miles misses 2-pt layup from 3 ft (block by T. Lyles),34,36
142,2,8:21.0,Defensive rebound by T. Lyles,,34,36
143,2,8:05.0,T. Lyles makes 2-pt dunk at rim,,36,36
144,2,7:54.0,,Toronto full timeout,36,36
145,2,7:54.0,,K. Lowry enters the game for C. Miles,36,36
146,2,7:54.0,M. Plumlee enters the game for N. Jokić,,36,36
147,2,7:54.0,W. Barton enters the game for J. Murray,,36,36
148,2,7:38.0,,D. Wright misses 2-pt layup from 2 ft,36,36
149,2,7:35.0,Defensive rebound by T. Lyles,,36,36
150,2,7:28.0,T. Craig makes 3-pt jump shot from 24 ft (assist by T. Lyles),,39,36
151,2,7:05.0,,Personal foul by D. Harris (drawn by L. Nogueira),39,36
152,2,7:05.0,,D. DeRozan enters the game for D. Wright,39,36
153,2,6:53.0,,D. DeRozan misses 2-pt jump shot from 9 ft,39,36
154,2,6:51.0,Defensive rebound by T. Craig,,39,36
155,2,6:47.0,M. Plumlee makes 2-pt dunk at rim (assist by W. Barton),,41,36
156,2,6:28.0,,D. DeRozan misses 3-pt jump shot from 22 ft,41,36
157,2,6:25.0,Defensive rebound by T. Lyles,,41,36
158,2,6:20.0,T. Lyles makes 3-pt jump shot from 24 ft (assist by W. Barton),,44,36
159,2,6:02.0,,P. Siakam makes 2-pt layup from 1 ft (assist by D. DeRozan),44,38
160,2,6:02.0,,Shooting foul by T. Lyles (drawn by P. Siakam),44,38
161,2,6:02.0,,J. Valančiūnas enters the game for L. Nogueira,44,38
162,2,6:02.0,W. Chandler enters the game for T. Craig,,44,38
163,2,6:02.0,,P. Siakam makes free throw 1 of 1,44,39
164,2,5:48.0,T. Lyles makes 3-pt jump shot from 25 ft (assist by M. Plumlee),,47,39
165,2,5:28.0,,J. Valančiūnas makes 2-pt layup from 2 ft (assist by K. Lowry),47,41
166,2,5:17.0,W. Barton misses 2-pt layup from 1 ft (block by J. Valančiūnas),,47,41
167,2,5:15.0,,Defensive rebound by J. Valančiūnas,47,41
168,2,5:15.0,,Personal foul by D. Harris (drawn by K. Lowry),47,41
169,2,5:15.0,,S. Ibaka enters the game for P. Siakam,47,41
170,2,5:15.0,J. Murray enters the game for T. Lyles,,47,41
171,2,5:15.0,N. Jokić enters the game for M. Plumlee,,47,41
172,2,5:15.0,P. Millsap enters the game for D. Harris,,47,41
173,2,4:56.0,,J. Valančiūnas makes 2-pt layup from 2 ft (assist by S. Ibaka),47,43
174,2,4:45.0,W. Barton makes 3-pt jump shot from 25 ft (assist by N. Jokić),,50,43
175,2,4:23.0,,J. Valančiūnas makes 2-pt layup from 1 ft (assist by D. DeRozan),50,45
176,2,4:09.0,N. Jokić makes 2-pt jump shot from 6 ft,,52,45
177,2,3:42.0,,K. Lowry misses 2-pt jump shot from 8 ft,52,45
178,2,3:37.0,,Offensive rebound by S. Ibaka,52,45
179,2,3:37.0,,S. Ibaka makes 2-pt layup at rim,52,47
180,2,3:24.0,N. Jokić makes 2-pt jump shot from 13 ft,,54,47
181,2,3:05.0,,S. Ibaka misses 3-pt jump shot from 29 ft,54,47
182,2,3:05.0,,Offensive rebound by Team,54,47
183,2,3:05.0,Loose ball foul by P. Millsap (drawn by J. Valančiūnas),,54,47
184,2,3:05.0,,J. Valančiūnas makes free throw 1 of 2,54,48
185,2,3:05.0,,N. Powell enters the game for F. VanVleet,54,48
186,2,3:05.0,,J. Valančiūnas makes free throw 2 of 2,54,49
187,2,2:50.0,W. Barton misses 2-pt layup from 5 ft (block by K. Lowry),,54,49
188,2,2:47.0,,Defensive rebound by D. DeRozan,54,49
189,2,2:46.0,,D. DeRozan makes 2-pt dunk from 1 ft,54,51
190,2,2:38.0,W. Barton misses 3-pt jump shot from 24 ft,,54,51
191,2,2:36.0,,Defensive rebound by Team,54,51
192,2,2:36.0,Denver full timeout,,54,51
193,2,2:11.0,,N. Powell makes 3-pt jump shot from 24 ft (assist by D. DeRozan),54,54
194,2,1:50.0,N. Jokić misses 2-pt layup from 4 ft (block by J. Valančiūnas),,54,54
195,2,1:47.0,Offensive rebound by N. Jokić,,54,54
196,2,1:45.0,N. Jokić makes 2-pt jump shot from 3 ft,,56,54
197,2,1:26.0,,S. Ibaka makes 2-pt hook shot from 3 ft,56,56
198,2,1:09.0,W. Barton misses 3-pt jump shot from 22 ft,,56,56
199,2,1:06.0,,Defensive rebound by K. Lowry,56,56
200,2,1:00.0,,N. Powell misses 3-pt jump shot from 22 ft,56,56
201,2,0:58.0,,Offensive rebound by S. Ibaka,56,56
202,2,0:57.0,,S. Ibaka makes 2-pt hook shot from 6 ft,56,58
203,2,0:36.0,P. Millsap makes 2-pt jump shot from 10 ft,,58,58
204,2,0:30.0,,K. Lowry misses 3-pt jump shot from 25 ft,58,58
205,2,0:28.0,Defensive rebound by J. Murray,,58,58
206,2,0:08.0,N. Jokić misses 2-pt jump shot from 3 ft,,58,58
207,2,0:06.0,,Defensive rebound by J. Valančiūnas,58,58
208,3,11:43.0,W. Barton misses 3-pt jump shot from 26 ft,,58,58
209,3,11:40.0,,Defensive rebound by K. Lowry,58,58
210,3,11:33.0,,J. Valančiūnas misses 3-pt jump shot from 25 ft,58,58
211,3,11:31.0,Defensive rebound by Team,,58,58
212,3,11:17.0,W. Chandler makes 2-pt dunk at rim,,60,58
213,3,10:58.0,,S. Ibaka misses 2-pt jump shot from 14 ft,60,58
214,3,10:58.0,Defensive rebound by N. Jokić,,60,58
215,3,10:45.0,P. Millsap makes 2-pt jump shot from 4 ft (assist by N. Jokić),,62,58
216,3,10:33.0,,J. Valančiūnas makes 2-pt layup from 1 ft (assist by K. Lowry),62,60
217,3,10:18.0,W. Chandler makes 2-pt jump shot from 10 ft,,64,60
218,3,10:06.0,,Personal foul by W. Chandler (drawn by J. Valančiūnas),64,60
219,3,9:51.0,,J. Valančiūnas misses 2-pt layup from 2 ft,64,60
220,3,9:48.0,Defensive rebound by P. Millsap,,64,60
221,3,9:42.0,W. Chandler misses 2-pt layup from 3 ft (block by K. Lowry),,64,60
222,3,9:39.0,,Defensive rebound by J. Valančiūnas,64,60
223,3,9:37.0,,Personal foul by N. Jokić (drawn by K. Lowry),64,60
224,3,9:30.0,,D. DeRozan misses 2-pt jump shot from 21 ft,64,60
225,3,9:28.0,Defensive rebound by P. Millsap,,64,60
226,3,9:19.0,P. Millsap makes 2-pt jump shot from 7 ft (assist by N. Jokić),,66,60
227,3,8:50.0,,O. Anunoby makes 2-pt dunk at rim (assist by S. Ibaka),66,62
228,3,8:39.0,J. Murray misses 3-pt jump shot from 26 ft,,66,62
229,3,8:36.0,,Defensive rebound by J. Valančiūnas,66,62
230,3,8:28.0,,Turnover by D. DeRozan (bad pass; steal by N. Jokić),66,62
231,3,8:12.0,P. Millsap misses 2-pt jump shot from 8 ft (block by J. Valančiūnas),,66,62
232,3,8:09.0,,Defensive rebound by S. Ibaka,66,62
233,3,8:05.0,,S. Ibaka misses 3-pt jump shot from 24 ft,66,62
234,3,8:00.0,Defensive rebound by W. Barton,,66,62
235,3,7:59.0,Personal foul by D. DeRozan (drawn by W. Barton),,66,62
236,3,7:50.0,J. Murray misses 2-pt jump shot from 7 ft (block by S. Ibaka),,66,62
237,3,7:47.0,,Defensive rebound by O. Anunoby,66,62
238,3,7:43.0,,K. Lowry makes 2-pt layup from 1 ft (assist by O. Anunoby),66,64
239,3,7:23.0,W. Chandler misses 2-pt jump shot from 10 ft,,66,64
240,3,7:21.0,Offensive rebound by W. Chandler,,66,64
241,3,7:19.0,W. Chandler misses 2-pt layup from 3 ft (block by S. Ibaka),,66,64
242,3,7:19.0,,Defensive rebound by K. Lowry,66,64
243,3,7:15.0,,O. Anunoby misses 2-pt layup from 1 ft (block by P. Millsap),66,64
244,3,7:15.0,,Offensive rebound by Team,66,64
245,3,6:59.0,,K. Lowry misses 2-pt jump shot from 2 ft,66,64
246,3,6:55.0,,Offensive rebound by O. Anunoby,66,64
247,3,6:53.0,,K. Lowry misses 3-pt jump shot from 22 ft,66,64
248,3,6:49.0,Defensive rebound by W. Chandler,,66,64
249,3,6:45.0,N. Jokić misses 2-pt layup from 2 ft,,66,64
250,3,6:44.0,,Defensive rebound by Team,66,64
251,3,6:44.0,,Toronto full timeout,66,64
252,3,6:28.0,,Turnover by J. Valančiūnas (traveling),66,64
253,3,6:13.0,J. Murray misses 2-pt layup from 3 ft (block by J. Valančiūnas),,66,64
254,3,6:10.0,Offensive rebound by N. Jokić,,66,64
255,3,6:08.0,P. Millsap makes 3-pt jump shot from 22 ft (assist by W. Chandler),,69,64
256,3,6:08.0,Shooting foul by J. Valančiūnas (drawn by P. Millsap),,69,64
257,3,6:08.0,P. Millsap makes free throw 1 of 1,,70,64
258,3,5:49.0,,K. Lowry misses 2-pt layup from 1 ft,70,64
259,3,5:48.0,,Offensive rebound by J. Valančiūnas,70,64
260,3,5:48.0,,J. Valančiūnas makes 2-pt layup at rim,70,66
261,3,5:32.0,P. Millsap makes 2-pt dunk from 1 ft,,72,66
262,3,5:16.0,,D. DeRozan makes 3-pt jump shot from 25 ft (assist by K. Lowry),72,69
263,3,4:57.0,P. Millsap makes 2-pt jump shot from 12 ft,,74,69
264,3,4:46.0,,S. Ibaka makes 2-pt jump shot from 17 ft (assist by K. Lowry),74,71
265,3,4:25.0,N. Jokić makes 3-pt jump shot from 25 ft (assist by W. Chandler),,77,71
266,3,4:05.0,,Personal block foul by P. Millsap (drawn by D. DeRozan),77,71
267,3,4:05.0,,L. Nogueira enters the game for J. Valančiūnas,77,71
268,3,4:05.0,D. Harris enters the game for N. Jokić,,77,71
269,3,4:05.0,M. Plumlee enters the game for J. Murray,,77,71
270,3,4:05.0,,C. Miles enters the game for O. Anunoby,77,71
271,3,3:55.0,,S. Ibaka makes 3-pt jump shot from 22 ft (assist by C. Miles),77,74
272,3,3:33.0,P. Millsap misses 2-pt jump shot from 15 ft,,77,74
273,3,3:31.0,,Defensive rebound by K. Lowry,77,74
274,3,3:27.0,,S. Ibaka makes 2-pt dunk from 1 ft (assist by K. Lowry),77,76
275,3,3:27.0,Denver full timeout,,77,76
276,3,3:13.0,Turnover by W. Barton (traveling),,77,76
277,3,3:02.0,,D. DeRozan makes 2-pt dunk at rim (assist by K. Lowry),77,78
278,3,2:50.0,J. Murray enters the game for P. Millsap,,77,78
279,3,2:50.0,N. Jokić enters the game for W. Barton,,77,78
280,3,2:41.0,N. Jokić misses 3-pt jump shot from 25 ft,,77,78
281,3,2:39.0,,Defensive rebound by L. Nogueira,77,78
282,3,2:29.0,,K. Lowry misses 3-pt jump shot from 24 ft,77,78
283,3,2:26.0,Defensive rebound by N. Jokić,,77,78
284,3,2:18.0,D. Harris misses 2-pt jump shot from 7 ft (block by L. Nogueira),,77,78
285,3,2:18.0,Offensive rebound by M. Plumlee,,77,78
286,3,2:18.0,M. Plumlee misses 2-pt layup at rim,,77,78
287,3,2:18.0,Offensive rebound by Team,,77,78
288,3,2:18.0,,Loose ball foul by S. Ibaka (drawn by M. Plumlee),77,78
289,3,2:18.0,T. Craig enters the game for W. Chandler,,77,78
290,3,2:13.0,J. Murray makes 2-pt jump shot from 10 ft (assist by M. Plumlee),,79,78
291,3,1:51.0,,D. DeRozan makes 2-pt jump shot from 18 ft,79,80
292,3,1:38.0,J. Murray misses 2-pt layup from 5 ft (block by L. Nogueira),,79,80
293,3,1:38.0,,Defensive rebound by C. Miles,79,80
294,3,1:33.0,,C. Miles misses 3-pt jump shot from 25 ft,79,80
295,3,1:33.0,Defensive rebound by M. Plumlee,,79,80
296,3,1:24.0,,F. VanVleet enters the game for K. Lowry,79,80
297,3,1:24.0,,P. Siakam enters the game for S. Ibaka,79,80
298,3,1:18.0,Turnover by J. Murray (bad pass; steal by F. VanVleet),,79,80
299,3,1:15.0,,P. Siakam makes 2-pt dunk from 1 ft (assist by D. DeRozan),79,82
300,3,1:15.0,Denver full timeout,,79,82
301,3,1:06.0,Personal foul by P. Siakam (drawn by N. Jokić),,79,82
302,3,1:00.0,Personal foul by P. Siakam (drawn by N. Jokić),,79,82
303,3,1:00.0,N. Jokić makes free throw 1 of 2,,80,82
304,3,1:00.0,N. Jokić makes free throw 2 of 2,,81,82
305,3,0:48.0,,C. Miles misses 3-pt jump shot from 25 ft,81,82
306,3,0:45.0,Defensive rebound by D. Harris,,81,82
307,3,0:38.0,M. Plumlee makes 2-pt layup from 1 ft (assist by N. Jokić),,83,82
308,3,0:32.0,,D. DeRozan misses 3-pt jump shot from 25 ft,83,82
309,3,0:31.0,Defensive rebound by Team,,83,82
310,3,0:26.0,M. Plumlee misses 2-pt dunk from 2 ft (block by L. Nogueira),,83,82
311,3,0:23.0,Offensive rebound by J. Murray,,83,82
312,3,0:10.0,D. Harris makes 2-pt jump shot from 13 ft,,85,82
313,3,0:06.0,,Personal foul by T. Craig (drawn by D. DeRozan),85,82
314,3,0:06.0,W. Chandler enters the game for N. Jokić,,85,82
315,3,0:00.0,,L. Nogueira misses 3-pt jump shot from 30 ft,85,82
316,3,0:00.0,,Offensive rebound by Team,85,82
317,4,11:45.0,,D. Wright misses 2-pt layup from 2 ft,85,82
318,4,11:43.0,Defensive rebound by T. Lyles,,85,82
319,4,11:27.0,N. Jokić makes 2-pt jump shot from 10 ft (assist by D. Harris),,87,82
320,4,11:17.0,,J. Poeltl misses 2-pt layup from 2 ft,87,82
321,4,11:15.0,Defensive rebound by N. Jokić,,87,82
322,4,11:05.0,T. Lyles makes 3-pt jump shot from 23 ft (assist by N. Jokić),,90,82
323,4,10:42.0,,F. VanVleet makes 2-pt hook shot from 6 ft,90,84
324,4,10:28.0,N. Jokić misses 3-pt jump shot from 25 ft,,90,84
325,4,10:26.0,,Defensive rebound by F. VanVleet,90,84
326,4,10:18.0,,J. Poeltl makes 2-pt layup from 2 ft (assist by C. Miles),90,86
327,4,9:51.0,Turnover by Team (shot clock),,90,86
328,4,9:33.0,,P. Siakam makes 2-pt dunk at rim,90,88
329,4,9:15.0,Turnover by D. Harris (bad pass; steal by D. Wright),,90,88
330,4,9:12.0,,P. Siakam misses 2-pt layup from 2 ft (block by T. Lyles),90,88
331,4,9:07.0,Defensive rebound by T. Craig,,90,88
332,4,9:06.0,N. Jokić makes 2-pt jump shot from 6 ft (assist by J. Murray),,92,88
333,4,8:41.0,,C. Miles misses 2-pt jump shot from 7 ft,92,88
334,4,8:38.0,,Offensive rebound by Team,92,88
335,4,8:30.0,,C. Miles makes 3-pt jump shot from 23 ft (assist by P. Siakam),92,91
336,4,8:17.0,Personal block foul by P. Siakam (drawn by T. Lyles),,92,91
337,4,8:10.0,J. Murray misses 2-pt jump shot from 9 ft,,92,91
338,4,8:07.0,Offensive rebound by N. Jokić,,92,91
339,4,8:06.0,T. Lyles misses 3-pt jump shot from 23 ft,,92,91
340,4,8:06.0,,Defensive rebound by Team,92,91
341,4,7:42.0,,P. Siakam makes 2-pt layup from 2 ft (assist by F. VanVleet),92,93
342,4,7:17.0,J. Murray misses 3-pt jump shot from 24 ft,,92,93
343,4,7:14.0,,Defensive rebound by J. Poeltl,92,93
344,4,6:54.0,,F. VanVleet makes 2-pt layup at rim,92,95
345,4,6:53.0,Denver full timeout,,92,95
346,4,6:53.0,W. Chandler enters the game for T. Craig,,92,95
347,4,6:53.0,P. Millsap enters the game for J. Murray,,92,95
348,4,6:53.0,W. Barton enters the game for N. Jokić,,92,95
349,4,6:35.0,Turnover by T. Lyles (bad pass; steal by D. Wright),,92,95
350,4,6:20.0,,J. Poeltl makes 2-pt layup from 1 ft (assist by P. Siakam),92,97
351,4,5:56.0,T. Lyles makes 2-pt jump shot from 11 ft (assist by D. Harris),,94,97
352,4,5:34.0,,C. Miles misses 3-pt jump shot from 22 ft,94,97
353,4,5:32.0,,Offensive rebound by J. Poeltl,94,97
354,4,5:28.0,,D. Wright makes 3-pt jump shot from 24 ft (assist by F. VanVleet),94,100
355,4,5:14.0,W. Barton makes 2-pt jump shot from 4 ft,,96,100
356,4,5:07.0,,F. VanVleet makes 3-pt jump shot from 24 ft (assist by D. Wright),96,103
357,4,5:07.0,,Shooting foul by D. Harris (drawn by F. VanVleet),96,103
358,4,5:07.0,J. Murray enters the game for T. Lyles,,96,103
359,4,5:07.0,N. Jokić enters the game for D. Harris,,96,103
360,4,5:07.0,,K. Lowry enters the game for C. Miles,96,103
361,4,5:07.0,,F. VanVleet misses free throw 1 of 1,96,103
362,4,5:07.0,Defensive rebound by W. Chandler,,96,103
363,4,4:49.0,Turnover by J. Murray (bad pass),,96,103
364,4,4:37.0,,Turnover by D. Wright (out of bounds lost ball),96,103
365,4,4:14.0,W. Chandler misses 2-pt jump shot from 12 ft (block by J. Poeltl),,96,103
366,4,4:12.0,,Defensive rebound by J. Poeltl,96,103
367,4,4:04.0,,P. Siakam misses 3-pt jump shot from 22 ft,96,103
368,4,4:03.0,,Offensive rebound by J. Poeltl,96,103
369,4,4:03.0,,J. Poeltl makes 2-pt layup at rim,96,105
370,4,3:32.0,J. Murray makes 3-pt jump shot from 36 ft (assist by N. Jokić),,99,105
371,4,3:14.0,,J. Poeltl makes 2-pt dunk from 1 ft (assist by F. VanVleet),99,107
