,QUARTER,TIME_REMAINING,NEW YORK_ACTION,CLEVELAND_ACTION,NEW YORK_SCORE,CLEVELAND_SCORE
204,2,3:55.0,,T. Thompson misses 2-pt jump shot from 7 ft,44,30
205,2,3:55.0,Defensive rebound by Team,,44,30
206,2,3:34.0,T. Burke makes 2-pt jump shot from 9 ft,,46,30
207,2,3:24.0,,J. Holland makes 2-pt jump shot from 11 ft,46,32
208,2,3:06.0,T. Burke makes 2-pt layup from 1 ft (assist by K. O'Quinn),,48,32
209,2,2:48.0,,Turnover by J. Holland (bad pass; steal by F. Ntilikina),48,32
210,2,2:45.0,F. Ntilikina makes 2-pt dunk from 1 ft (assist by T. Burke),,50,32
211,2,2:24.0,,C. Osman makes 2-pt jump shot from 18 ft (assist by T. Thompson),50,34
212,2,2:11.0,I. Hicks makes 2-pt layup from 1 ft,,52,34
213,2,2:01.0,,Shooting foul by K. O'Quinn (drawn by C. Osman),52,34
214,2,2:01.0,,C. Osman misses free throw 1 of 2,52,34
215,2,2:01.0,,Offensive rebound by Team,52,34
216,2,2:01.0,D. Dotson enters the game for J. Jack,,52,34
217,2,2:01.0,M. Beasley enters the game for K. O'Quinn,,52,34
218,2,2:01.0,,C. Osman makes free throw 2 of 2,52,35
219,2,1:42.0,F. Ntilikina makes 3-pt jump shot from 23 ft (assist by T. Burke),,55,35
220,2,1:28.0,,J. Holland misses 3-pt jump shot from 23 ft,55,35
221,2,1:26.0,,Offensive rebound by T. Thompson,55,35
222,2,1:24.0,,T. Thompson makes 2-pt hook shot from 9 ft,55,37
223,2,1:11.0,M. Beasley misses 2-pt jump shot from 19 ft,,55,37
224,2,1:08.0,,Defensive rebound by A. Žižić,55,37
225,2,0:45.0,,C. Osman misses 3-pt jump shot from 23 ft,55,37
226,2,0:45.0,,Offensive rebound by Team,55,37
227,2,0:44.0,,Turnover by Team (shot clock),55,37
228,2,0:25.0,Shooting foul by T. Thompson (drawn by T. Burke),,55,37
229,2,0:25.0,T. Burke makes free throw 1 of 2,,56,37
230,2,0:25.0,T. Burke makes free throw 2 of 2,,57,37
231,2,0:04.0,,J. Holland misses 3-pt jump shot from 24 ft,57,37
232,2,0:01.0,,Offensive rebound by J. Holland,57,37
233,2,0:01.0,,Turnover by Team (shot clock),57,37
234,2,0:00.0,F. Ntilikina misses 2-pt jump shot from 18 ft,,57,37
235,2,0:00.0,Offensive rebound by Team,,57,37
236,3,11:48.0,,L. Perrantes misses 2-pt jump shot from 21 ft,57,37
237,3,11:47.0,Defensive rebound by Team,,57,37
238,3,11:47.0,,Loose ball foul by A. Žižić (drawn by K. O'Quinn),57,37
239,3,11:30.0,F. Ntilikina makes 2-pt layup at rim (assist by K. O'Quinn),,59,37
240,3,11:13.0,,J. Holland makes 3-pt jump shot from 25 ft (assist by C. Osman),59,40
241,3,10:54.0,D. Dotson makes 2-pt jump shot from 13 ft (assist by M. Beasley),,61,40
242,3,10:40.0,,L. Perrantes misses 2-pt jump shot from 18 ft,61,40
243,3,10:39.0,,Offensive rebound by L. Perrantes,61,40
244,3,10:39.0,,A. Žižić makes 2-pt layup from 2 ft,61,42
245,3,10:39.0,,Shooting foul by K. O'Quinn (drawn by A. Žižić),61,42
246,3,10:39.0,,A. Žižić makes free throw 1 of 1,61,43
247,3,10:28.0,Offensive foul by D. Dotson (drawn by C. Osman),,61,43
248,3,10:28.0,Turnover by D. Dotson (offensive foul),,61,43
249,3,10:14.0,,Shooting foul by M. Beasley (drawn by A. Žižić),61,43
250,3,10:14.0,,A. Žižić makes free throw 1 of 2,61,44
251,3,10:14.0,,A. Žižić makes free throw 2 of 2,61,45
252,3,9:59.0,T. Burke misses 2-pt jump shot from 15 ft,,61,45
253,3,9:57.0,,Defensive rebound by A. Žižić,61,45
254,3,9:54.0,,C. Osman misses 2-pt layup from 1 ft,61,45
255,3,9:53.0,,Offensive rebound by A. Žižić,61,45
256,3,9:52.0,,A. Žižić makes 2-pt layup at rim,61,47
257,3,9:36.0,M. Beasley misses 3-pt jump shot from 25 ft,,61,47
258,3,9:33.0,,Defensive rebound by L. Perrantes,61,47
259,3,9:29.0,New York full timeout,,61,47
260,3,9:27.0,,C. Osman makes 2-pt layup at rim,61,49
261,3,9:05.0,D. Dotson misses 3-pt jump shot from 26 ft,,61,49
262,3,9:01.0,,Defensive rebound by T. Thompson,61,49
263,3,8:49.0,,Turnover by C. Osman (bad pass; steal by D. Dotson),61,49
264,3,8:44.0,T. Burke misses 2-pt layup from 2 ft,,61,49
265,3,8:41.0,,Defensive rebound by A. Žižić,61,49
266,3,8:37.0,,C. Osman makes 2-pt jump shot from 7 ft,61,51
267,3,8:37.0,,Shooting foul by D. Dotson (drawn by C. Osman),61,51
268,3,8:37.0,,C. Osman misses free throw 1 of 1,61,51
269,3,8:37.0,Defensive rebound by M. Beasley,,61,51
270,3,8:19.0,M. Beasley makes 2-pt layup from 1 ft (assist by F. Ntilikina),,63,51
271,3,7:58.0,,A. Žižić makes 2-pt jump shot from 6 ft,63,53
272,3,7:48.0,D. Dotson misses 2-pt jump shot from 9 ft,,63,53
273,3,7:45.0,,Defensive rebound by T. Thompson,63,53
274,3,7:37.0,,J. Holland misses 2-pt jump shot from 21 ft,63,53
275,3,7:26.0,Defensive rebound by D. Dotson,,63,53
276,3,7:11.0,F. Ntilikina makes 2-pt jump shot from 5 ft,,65,53
277,3,6:54.0,,J. Holland misses 3-pt jump shot from 25 ft,65,53
278,3,6:52.0,Defensive rebound by Team,,65,53
279,3,6:52.0,,K. Perkins enters the game for A. Žižić,65,53
280,3,6:40.0,F. Ntilikina misses 3-pt jump shot from 25 ft,,65,53
281,3,6:37.0,Offensive rebound by M. Beasley,,65,53
282,3,6:34.0,K. O'Quinn makes 2-pt layup at rim (assist by M. Beasley),,67,53
283,3,6:34.0,Shooting foul by C. Osman (drawn by K. O'Quinn),,67,53
284,3,6:34.0,K. O'Quinn makes free throw 1 of 1,,68,53
285,3,6:18.0,,L. Perrantes misses 2-pt jump shot from 5 ft,68,53
286,3,6:13.0,,Offensive rebound by T. Thompson,68,53
287,3,6:13.0,,T. Thompson misses 2-pt layup at rim,68,53
288,3,6:12.0,Defensive rebound by K. O'Quinn,,68,53
289,3,6:11.0,D. Dotson misses 2-pt layup at rim,,68,53
290,3,6:08.0,,Defensive rebound by J. Holland,68,53
291,3,6:05.0,,Shooting foul by K. O'Quinn (drawn by J. Holland),68,53
292,3,6:05.0,Technical foul by K. O'Quinn,,68,53
293,3,6:05.0,,J. Holland makes technical free throw,68,54
294,3,6:05.0,,J. Holland makes free throw 1 of 2,68,55
295,3,6:05.0,L. Kornet enters the game for K. O'Quinn,,68,55
296,3,6:05.0,,J. Holland misses free throw 2 of 2,68,55
297,3,6:03.0,Defensive rebound by D. Dotson,,68,55
298,3,5:50.0,Turnover by M. Beasley (lost ball; steal by L. Perrantes),,68,55
299,3,5:41.0,,L. Perrantes misses 2-pt jump shot from 9 ft,68,55
300,3,5:39.0,Defensive rebound by L. Kornet,,68,55
301,3,5:34.0,L. Kornet makes 3-pt jump shot from 27 ft (assist by T. Burke),,71,55
302,3,5:13.0,,C. Osman makes 2-pt layup at rim,71,57
303,3,4:52.0,Turnover by D. Dotson (traveling),,71,57
304,3,4:52.0,I. Hicks enters the game for M. Beasley,,71,57
305,3,4:36.0,,C. Osman makes 3-pt jump shot from 27 ft,71,60
306,3,4:12.0,L. Kornet makes 2-pt hook shot from 7 ft (assist by I. Hicks),,73,60
307,3,3:57.0,,K. Perkins misses 2-pt layup at rim (block by L. Kornet),73,60
308,3,3:57.0,,Offensive rebound by Team,73,60
309,3,3:53.0,,J. Holland misses 2-pt jump shot from 21 ft,73,60
310,3,3:49.0,Defensive rebound by T. Burke,,73,60
311,3,3:43.0,T. Burke misses 2-pt jump shot from 19 ft,,73,60
312,3,3:41.0,,Defensive rebound by C. Osman,73,60
313,3,3:29.0,,Turnover by C. Osman (bad pass; steal by T. Burke),73,60
314,3,3:26.0,T. Burke makes 2-pt dunk at rim,,75,60
315,3,3:26.0,,Cleveland full timeout,75,60
316,3,3:15.0,,T. Thompson makes 2-pt jump shot from 11 ft (assist by J. Holland),75,62
317,3,2:59.0,I. Hicks misses 2-pt jump shot from 20 ft,,75,62
318,3,2:57.0,,Defensive rebound by C. Osman,75,62
319,3,2:46.0,,Offensive foul by C. Osman (drawn by I. Hicks),75,62
320,3,2:46.0,,Turnover by C. Osman (offensive foul),75,62
321,3,2:46.0,J. Jack enters the game for F. Ntilikina,,75,62
322,3,2:46.0,,A. Žižić enters the game for T. Thompson,75,62
323,3,2:28.0,I. Hicks makes 2-pt dunk from 1 ft (assist by T. Burke),,77,62
324,3,2:13.0,,A. Žižić makes 2-pt layup from 2 ft (assist by K. Perkins),77,64
325,3,1:54.0,I. Hicks misses 2-pt jump shot from 4 ft (block by L. Perrantes),,77,64
326,3,1:49.0,,Defensive rebound by J. Holland,77,64
327,3,1:48.0,,Turnover by J. Holland (bad pass; steal by T. Burke),77,64
328,3,1:42.0,I. Hicks makes 2-pt dunk from 1 ft (assist by T. Burke),,79,64
329,3,1:34.0,,Shooting foul by I. Hicks (drawn by A. Žižić),79,64
330,3,1:34.0,,A. Žižić misses free throw 1 of 2,79,64
331,3,1:34.0,,Offensive rebound by Team,79,64
332,3,1:34.0,,A. Žižić makes free throw 2 of 2,79,65
333,3,1:18.0,T. Burke makes 2-pt jump shot from 6 ft,,81,65
334,3,0:58.0,,J. Holland misses 2-pt jump shot from 15 ft,81,65
335,3,0:57.0,,Offensive rebound by Team,81,65
336,3,0:56.0,,J. Holland makes 3-pt jump shot from 26 ft (assist by C. Osman),81,68
337,3,0:39.0,T. Burke makes 3-pt jump shot from 25 ft (assist by D. Dotson),,84,68
338,3,0:30.0,,C. Osman misses 2-pt jump shot from 19 ft,84,68
339,3,0:26.0,,Offensive rebound by A. Žižić,84,68
340,3,0:14.0,,C. Osman makes 3-pt jump shot from 25 ft,84,71
341,3,0:00.0,T. Burke misses 3-pt jump shot from 26 ft,,84,71
342,3,0:00.0,Offensive rebound by Team,,84,71
343,4,11:50.0,Def 3 sec tech foul by K. Perkins,,84,71
344,4,11:50.0,D. Dotson misses technical free throw,,84,71
345,4,11:50.0,Offensive rebound by Team,,84,71
346,4,11:34.0,I. Hicks misses 2-pt jump shot from 11 ft,,84,71
347,4,11:31.0,,Defensive rebound by C. Osman,84,71
348,4,11:27.0,,Shooting foul by D. Dotson (drawn by C. Osman),84,71
349,4,11:27.0,,C. Osman misses free throw 1 of 2,84,71
350,4,11:27.0,,Offensive rebound by Team,84,71
351,4,11:27.0,,C. Osman makes free throw 2 of 2,84,72
352,4,11:05.0,Turnover by L. Kornet (lost ball; steal by J. Holland),,84,72
353,4,11:01.0,,J. Holland makes 2-pt dunk from 2 ft,84,74
354,4,10:51.0,F. Ntilikina misses 2-pt jump shot from 21 ft,,84,74
355,4,10:47.0,,Defensive rebound by C. Osman,84,74
356,4,10:34.0,,C. Osman misses 2-pt jump shot from 20 ft,84,74
357,4,10:32.0,,Offensive rebound by Team,84,74
358,4,10:32.0,,T. Thompson enters the game for K. Perkins,84,74
359,4,10:32.0,T. Burke enters the game for D. Dotson,,84,74
360,4,10:25.0,,T. Thompson makes 2-pt jump shot from 11 ft (assist by C. Osman),84,76
361,4,10:13.0,J. Jack misses 2-pt jump shot from 20 ft,,84,76
362,4,10:13.0,,Defensive rebound by A. Žižić,84,76
363,4,10:05.0,,J. Holland misses 2-pt layup from 2 ft (block by F. Ntilikina),84,76
364,4,10:05.0,Defensive rebound by I. Hicks,,84,76
365,4,10:01.0,J. Jack makes 2-pt jump shot from 12 ft,,86,76
366,4,9:35.0,,T. Thompson makes 2-pt jump shot from 17 ft,86,78
367,4,9:17.0,Personal foul by L. Perrantes (drawn by L. Kornet),,86,78
368,4,9:12.0,,Offensive charge foul by I. Hicks (drawn by J. Holland),86,78
369,4,9:12.0,Turnover by I. Hicks (offensive foul),,86,78
370,4,8:59.0,,C. Osman misses 2-pt jump shot from 10 ft,86,78
371,4,8:59.0,,Offensive rebound by C. Osman,86,78
372,4,8:59.0,,Offensive foul by A. Žižić (drawn by I. Hicks),86,78
373,4,8:59.0,,Turnover by A. Žižić (offensive foul),86,78
374,4,8:37.0,T. Burke misses 3-pt jump shot from 28 ft,,86,78
375,4,8:35.0,Offensive rebound by J. Jack,,86,78
376,4,8:35.0,L. Kornet makes 2-pt layup from 1 ft (assist by J. Jack),,88,78
377,4,8:35.0,Shooting foul by L. Perrantes (drawn by L. Kornet),,88,78
378,4,8:35.0,L. Kornet makes free throw 1 of 1,,89,78
379,4,8:18.0,,J. Holland misses 3-pt jump shot from 24 ft,89,78
380,4,8:15.0,Defensive rebound by L. Kornet,,89,78
381,4,7:54.0,I. Hicks misses 2-pt layup from 4 ft,,89,78
382,4,7:51.0,,Defensive rebound by A. Žižić,89,78
383,4,7:45.0,,T. Thompson makes 2-pt hook shot from 3 ft,89,80
384,4,7:38.0,New York full timeout,,89,80
385,4,7:21.0,L. Kornet makes 2-pt jump shot from 15 ft,,91,80
386,4,6:53.0,,C. Osman misses 3-pt jump shot from 26 ft,91,80
387,4,6:51.0,Defensive rebound by T. Burke,,91,80
388,4,6:39.0,L. Kornet makes 2-pt dunk at rim (assist by J. Jack),,93,80
389,4,6:17.0,,J. Holland misses 2-pt jump shot from 9 ft,93,80
390,4,6:15.0,,Offensive rebound by T. Thompson,93,80
