,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,CLEVELAND_ACTION,LA LAKERS_SCORE,CLEVELAND_SCORE
35,1,8:17.0,Defensive rebound by B. Ingram,,6,6
36,1,8:11.0,B. Ingram makes 2-pt dunk at rim (assist by B. Lopez),,8,6
37,1,7:55.0,,J. Crowder makes 2-pt layup from 1 ft (assist by J. Calderón),8,8
38,1,7:37.0,B. Lopez misses 2-pt hook shot from 9 ft,,8,8
39,1,7:35.0,,Defensive rebound by L. James,8,8
40,1,7:29.0,,L. James misses 2-pt layup from 6 ft (block by J. Hart),8,8
41,1,7:29.0,,Offensive rebound by L. James,8,8
42,1,7:17.0,,Shooting foul by B. Ingram (drawn by L. James),8,8
43,1,7:17.0,,L. James makes free throw 1 of 2,8,9
44,1,7:17.0,,L. James misses free throw 2 of 2,8,9
45,1,7:15.0,Defensive rebound by L. Nance,,8,9
46,1,7:06.0,B. Ingram makes 2-pt layup from 1 ft (assist by L. Ball),,10,9
47,1,6:56.0,,Turnover by J. Calderón (traveling),10,9
48,1,6:56.0,,Cleveland full timeout,10,9
49,1,6:44.0,B. Lopez misses 3-pt jump shot from 23 ft,,10,9
50,1,6:41.0,Offensive rebound by L. Nance,,10,9
51,1,6:36.0,L. Ball misses 3-pt jump shot from 25 ft,,10,9
52,1,6:32.0,,Defensive rebound by J. Smith,10,9
53,1,6:20.0,,J. Crowder misses 3-pt jump shot from 23 ft,10,9
54,1,6:18.0,Defensive rebound by L. Nance,,10,9
55,1,6:11.0,J. Hart misses 3-pt jump shot from 25 ft,,10,9
56,1,6:08.0,Offensive rebound by B. Lopez,,10,9
57,1,6:05.0,J. Hart misses 2-pt layup from 2 ft (block by K. Love),,10,9
58,1,5:54.0,Offensive rebound by L. Nance,,10,9
59,1,5:54.0,L. Nance makes 2-pt dunk at rim,,12,9
60,1,5:53.0,,Turnover by L. James (bad pass; steal by L. Ball),12,9
61,1,5:50.0,L. Ball makes 2-pt layup from 1 ft,,14,9
62,1,5:30.0,,L. James misses 3-pt jump shot from 26 ft,14,9
63,1,5:27.0,Defensive rebound by B. Ingram,,14,9
64,1,5:20.0,L. Nance makes 2-pt jump shot from 7 ft (assist by B. Ingram),,16,9
65,1,5:06.0,,K. Love makes 2-pt jump shot from 16 ft (assist by L. James),16,11
66,1,4:59.0,B. Lopez misses 2-pt layup from 2 ft (block by J. Smith),,16,11
67,1,4:55.0,,Defensive rebound by K. Love,16,11
68,1,4:53.0,,L. James makes 2-pt dunk from 1 ft (assist by J. Calderón),16,13
69,1,4:32.0,L. Ball misses 3-pt jump shot from 25 ft,,16,13
70,1,4:31.0,Offensive rebound by L. Nance,,16,13
71,1,4:26.0,J. Hart makes 2-pt layup from 1 ft (assist by L. Ball),,18,13
72,1,4:03.0,,J. Calderón makes 3-pt jump shot from 25 ft (assist by K. Love),18,16
73,1,3:49.0,B. Lopez makes 2-pt jump shot from 8 ft (assist by L. Ball),,20,16
74,1,3:29.0,,L. James misses 2-pt layup from 2 ft,20,16
75,1,3:27.0,Defensive rebound by B. Ingram,,20,16
76,1,3:20.0,J. Hart misses 2-pt layup from 3 ft,,20,16
77,1,3:18.0,,Defensive rebound by K. Love,20,16
78,1,3:16.0,,L. James makes 2-pt dunk from 1 ft (assist by K. Love),20,18
79,1,3:16.0,LA Lakers full timeout,,20,18
80,1,3:16.0,,D. Wade enters the game for J. Calderón,20,18
81,1,3:16.0,,J. Green enters the game for J. Crowder,20,18
82,1,3:16.0,J. Clarkson enters the game for J. Hart,,20,18
83,1,3:16.0,K. Kuzma enters the game for L. Nance,,20,18
84,1,3:03.0,Offensive foul by B. Lopez (drawn by K. Love),,20,18
85,1,3:03.0,Turnover by B. Lopez (offensive foul),,20,18
86,1,2:49.0,,K. Love misses 2-pt layup from 3 ft (block by B. Lopez),20,18
87,1,2:47.0,Defensive rebound by L. Ball,,20,18
88,1,2:39.0,J. Clarkson misses 3-pt jump shot from 24 ft,,20,18
89,1,2:36.0,,Defensive rebound by L. James,20,18
90,1,2:29.0,,Turnover by L. James (bad pass; steal by B. Ingram),20,18
91,1,2:25.0,B. Lopez makes 2-pt dunk from 3 ft (assist by L. Ball),,22,18
92,1,2:09.0,,K. Love makes 3-pt jump shot from 25 ft (assist by D. Wade),22,21
93,1,1:52.0,K. Kuzma makes 2-pt layup from 1 ft (assist by L. Ball),,24,21
94,1,1:38.0,,Personal foul by L. Ball (drawn by K. Love),24,21
95,1,1:38.0,,K. Korver enters the game for K. Love,24,21
96,1,1:38.0,,C. Frye enters the game for J. Smith,24,21
97,1,1:38.0,J. Randle enters the game for B. Lopez,,24,21
98,1,1:28.0,,Shooting foul by K. Kuzma (drawn by D. Wade),24,21
99,1,1:28.0,,D. Wade misses free throw 1 of 2,24,21
100,1,1:28.0,,Offensive rebound by Team,24,21
101,1,1:28.0,,D. Wade makes free throw 2 of 2,24,22
102,1,1:10.0,J. Clarkson misses 3-pt jump shot from 22 ft,,24,22
103,1,1:06.0,,Defensive rebound by K. Korver,24,22
104,1,1:02.0,,Offensive foul by J. Green (drawn by J. Randle),24,22
105,1,1:02.0,,Turnover by J. Green (offensive foul),24,22
106,1,0:51.0,J. Randle misses 2-pt jump shot from 16 ft,,24,22
107,1,0:48.0,,Defensive rebound by L. James,24,22
108,1,0:34.0,,C. Frye misses 2-pt layup at rim,24,22
109,1,0:31.0,Defensive rebound by B. Ingram,,24,22
110,1,0:26.0,J. Randle misses 2-pt layup from 1 ft,,24,22
111,1,0:24.0,Offensive rebound by J. Randle,,24,22
112,1,0:23.0,J. Randle makes 2-pt layup from 2 ft,,26,22
113,1,0:00.0,,L. James makes 2-pt jump shot from 7 ft,26,24
114,2,11:47.0,,Shooting foul by J. Hart (drawn by D. Wade),26,24
115,2,11:47.0,,D. Wade makes free throw 1 of 2,26,25
116,2,11:47.0,,D. Wade makes free throw 2 of 2,26,26
117,2,11:32.0,J. Clarkson makes 3-pt jump shot from 24 ft (assist by K. Kuzma),,29,26
118,2,11:15.0,,Personal foul by C. Brewer (drawn by J. Green),29,26
119,2,11:09.0,,K. Korver makes 2-pt jump shot from 20 ft (assist by D. Wade),29,28
120,2,10:46.0,C. Brewer makes 2-pt layup from 1 ft (assist by J. Hart),,31,28
121,2,10:31.0,,D. Wade misses 2-pt jump shot from 7 ft,31,28
122,2,10:29.0,,Offensive rebound by C. Frye,31,28
123,2,10:27.0,,C. Frye misses 2-pt layup from 3 ft,31,28
124,2,10:27.0,Defensive rebound by J. Hart,,31,28
125,2,10:23.0,Shooting foul by C. Osman (drawn by J. Hart),,31,28
126,2,10:23.0,J. Hart makes free throw 1 of 2,,32,28
127,2,10:23.0,J. Hart makes free throw 2 of 2,,33,28
128,2,10:12.0,,J. Green misses 2-pt layup from 1 ft,33,28
129,2,10:12.0,Defensive rebound by Team,,33,28
130,2,9:59.0,J. Randle makes 2-pt layup from 1 ft (assist by J. Clarkson),,35,28
131,2,9:44.0,,D. Wade misses 2-pt layup at rim,35,28
132,2,9:41.0,Defensive rebound by K. Kuzma,,35,28
133,2,9:39.0,C. Brewer misses 3-pt jump shot from 25 ft,,35,28
134,2,9:34.0,Offensive rebound by J. Hart,,35,28
135,2,9:29.0,J. Clarkson makes 2-pt layup from 1 ft (assist by J. Randle),,37,28
136,2,9:29.0,,Cleveland full timeout,37,28
137,2,9:11.0,,D. Wade misses 2-pt jump shot from 12 ft,37,28
138,2,9:11.0,,Offensive rebound by Team,37,28
139,2,9:11.0,Loose ball foul by C. Brewer (drawn by C. Frye),,37,28
140,2,9:04.0,,J. Green makes 2-pt hook shot from 7 ft (assist by D. Wade),37,30
141,2,8:48.0,J. Clarkson misses 3-pt jump shot from 24 ft,,37,30
142,2,8:45.0,,Defensive rebound by J. Green,37,30
143,2,8:40.0,,J. Green misses 2-pt dunk from 1 ft,37,30
144,2,8:38.0,,Offensive rebound by D. Wade,37,30
145,2,8:35.0,,C. Frye misses 3-pt jump shot from 26 ft,37,30
146,2,8:35.0,Defensive rebound by J. Randle,,37,30
147,2,8:27.0,J. Hart misses 2-pt layup from 2 ft,,37,30
148,2,8:25.0,Offensive rebound by K. Kuzma,,37,30
149,2,8:20.0,Turnover by K. Kuzma (lost ball; steal by C. Frye),,37,30
150,2,8:15.0,,K. Korver makes 3-pt jump shot from 24 ft (assist by D. Wade),37,33
151,2,8:13.0,LA Lakers full timeout,,37,33
152,2,8:02.0,K. Kuzma misses 2-pt jump shot from 8 ft,,37,33
153,2,8:01.0,,Defensive rebound by Team,37,33
154,2,7:48.0,,Def 3 sec tech foul by C. Brewer,37,33
155,2,7:48.0,,K. Korver makes technical free throw,37,34
156,2,7:40.0,,D. Wade misses 2-pt layup from 1 ft,37,34
157,2,7:37.0,Defensive rebound by J. Hart,,37,34
158,2,7:37.0,Personal foul by C. Osman (drawn by C. Brewer),,37,34
159,2,7:37.0,,K. Love enters the game for C. Frye,37,34
160,2,7:37.0,,L. James enters the game for C. Osman,37,34
161,2,7:37.0,B. Ingram enters the game for C. Brewer,,37,34
162,2,7:24.0,K. Kuzma makes 2-pt jump shot from 4 ft (assist by J. Randle),,39,34
163,2,7:18.0,,Offensive foul by K. Love (drawn by J. Hart),39,34
164,2,7:18.0,,Turnover by K. Love (offensive foul),39,34
165,2,7:04.0,J. Clarkson makes 2-pt jump shot from 12 ft,,41,34
166,2,6:55.0,,K. Love makes 3-pt jump shot from 25 ft (assist by L. James),41,37
167,2,6:39.0,Personal foul by K. Love (drawn by J. Clarkson),,41,37
168,2,6:39.0,,J. Smith enters the game for D. Wade,41,37
169,2,6:39.0,L. Ball enters the game for J. Hart,,41,37
170,2,6:28.0,K. Kuzma misses 3-pt jump shot from 25 ft,,41,37
171,2,6:24.0,,Defensive rebound by L. James,41,37
172,2,6:18.0,,K. Korver misses 3-pt jump shot from 25 ft,41,37
173,2,6:15.0,Defensive rebound by K. Kuzma,,41,37
174,2,6:11.0,Turnover by L. Ball (lost ball; steal by L. James),,41,37
175,2,6:08.0,,Shooting foul by K. Kuzma (drawn by L. James),41,37
176,2,6:08.0,,L. James misses free throw 1 of 2,41,37
177,2,6:08.0,,Offensive rebound by Team,41,37
178,2,6:08.0,B. Lopez enters the game for J. Randle,,41,37
179,2,6:08.0,,L. James makes free throw 2 of 2,41,38
180,2,5:53.0,B. Ingram makes 2-pt jump shot from 11 ft (assist by L. Ball),,43,38
181,2,5:42.0,,J. Smith misses 2-pt jump shot from 1 ft,43,38
182,2,5:40.0,,Offensive rebound by J. Smith,43,38
183,2,5:39.0,,L. James makes 2-pt dunk at rim (assist by J. Smith),43,40
184,2,5:39.0,LA Lakers full timeout,,43,40
185,2,5:39.0,,J. Crowder enters the game for J. Green,43,40
186,2,5:17.0,J. Clarkson makes 2-pt jump shot from 21 ft,,45,40
187,2,4:58.0,,J. Smith makes 3-pt jump shot from 23 ft,45,43
188,2,4:53.0,Shooting foul by K. Korver (drawn by B. Lopez),,45,43
189,2,4:53.0,B. Lopez misses free throw 1 of 2,,45,43
190,2,4:53.0,Offensive rebound by Team,,45,43
191,2,4:53.0,,J. Calderón enters the game for K. Korver,45,43
192,2,4:53.0,B. Lopez misses free throw 2 of 2,,45,43
193,2,4:53.0,,Defensive rebound by Team,45,43
194,2,4:41.0,,J. Crowder makes 2-pt layup from 1 ft (assist by L. James),45,45
195,2,4:41.0,Violation by B. Lopez (def goaltending),,45,45
196,2,4:32.0,Turnover by K. Kuzma (out of bounds lost ball),,45,45
197,2,4:25.0,,K. Love makes 3-pt jump shot from 25 ft (assist by L. James),45,48
198,2,4:08.0,J. Clarkson makes 2-pt jump shot from 5 ft,,47,48
199,2,3:56.0,,J. Calderón makes 3-pt jump shot from 25 ft,47,51
200,2,3:43.0,B. Ingram makes 2-pt dunk from 2 ft (assist by J. Clarkson),,49,51
201,2,3:15.0,,L. James makes 3-pt jump shot from 28 ft (assist by J. Crowder),49,54
202,2,3:00.0,L. Ball makes 2-pt jump shot from 22 ft (assist by B. Ingram),,51,54
203,2,2:49.0,,L. James misses 3-pt jump shot from 22 ft,51,54
204,2,2:47.0,Defensive rebound by J. Clarkson,,51,54
205,2,2:42.0,J. Clarkson misses 2-pt jump shot from 18 ft,,51,54
206,2,2:40.0,Offensive rebound by K. Kuzma,,51,54
207,2,2:40.0,K. Kuzma makes 2-pt dunk at rim,,53,54
208,2,2:40.0,,Cleveland full timeout,53,54
209,2,2:40.0,L. Nance enters the game for K. Kuzma,,53,54
210,2,2:27.0,,K. Love misses 3-pt jump shot from 26 ft,53,54
211,2,2:24.0,Defensive rebound by L. Ball,,53,54
212,2,2:17.0,B. Lopez misses 2-pt dunk from 1 ft,,53,54
213,2,2:15.0,,Defensive rebound by J. Calderón,53,54
214,2,2:11.0,,J. Smith makes 3-pt jump shot from 24 ft (assist by L. James),53,57
215,2,1:52.0,B. Lopez makes 2-pt jump shot from 10 ft (assist by B. Ingram),,55,57
216,2,1:31.0,,J. Crowder misses 3-pt jump shot from 25 ft,55,57
217,2,1:29.0,,Offensive rebound by J. Calderón,55,57
218,2,1:25.0,,K. Love makes 2-pt layup from 1 ft (assist by J. Calderón),55,59
219,2,1:08.0,Shooting foul by J. Crowder (drawn by B. Ingram),,55,59
220,2,1:08.0,B. Ingram makes free throw 1 of 2,,56,59
221,2,1:08.0,,C. Frye enters the game for K. Love,56,59
222,2,1:08.0,,J. Green enters the game for J. Crowder,56,59
223,2,1:08.0,K. Kuzma enters the game for B. Lopez,,56,59
224,2,1:08.0,B. Ingram makes free throw 2 of 2,,57,59
225,2,1:00.0,,L. James makes 2-pt layup from 1 ft,57,61
226,2,0:46.0,L. Nance misses 2-pt dunk at rim,,57,61
227,2,0:44.0,,Defensive rebound by J. Calderón,57,61
228,2,0:39.0,,J. Green misses 2-pt layup from 2 ft,57,61
229,2,0:35.0,,Offensive rebound by J. Green,57,61
230,2,0:35.0,,J. Green makes 2-pt layup at rim,57,63
231,2,0:32.0,J. Clarkson misses 3-pt jump shot from 30 ft,,57,63
232,2,0:29.0,Offensive rebound by L. Nance,,57,63
233,2,0:06.0,B. Ingram makes 3-pt jump shot from 25 ft,,60,63
234,2,0:01.0,,J. Calderón misses 3-pt jump shot from 27 ft,60,63
235,2,0:00.0,Defensive rebound by B. Ingram,,60,63
236,3,11:46.0,,Shooting foul by B. Ingram (drawn by K. Love),60,63
237,3,11:46.0,,K. Love makes free throw 1 of 2,60,64
238,3,11:46.0,,K. Love makes free throw 2 of 2,60,65
239,3,11:34.0,Turnover by L. Ball (bad pass; steal by L. James),,60,65
240,3,11:18.0,,J. Crowder makes 2-pt layup from 1 ft (assist by J. Calderón),60,67
241,3,11:05.0,B. Ingram makes 2-pt jump shot from 4 ft,,62,67
242,3,10:42.0,,J. Crowder makes 3-pt jump shot from 23 ft (assist by L. James),62,70
243,3,10:29.0,B. Lopez misses 3-pt jump shot from 27 ft,,62,70
244,3,10:25.0,,Defensive rebound by K. Love,62,70
245,3,10:14.0,,L. James misses 3-pt jump shot from 25 ft,62,70
246,3,10:11.0,Defensive rebound by L. Ball,,62,70
247,3,10:07.0,B. Ingram makes 2-pt layup from 1 ft (assist by L. Ball),,64,70
248,3,9:49.0,,K. Love makes 2-pt hook shot from 6 ft (assist by J. Calderón),64,72
249,3,9:36.0,Turnover by L. Ball (bad pass; steal by J. Calderón),,64,72
250,3,9:18.0,,Turnover by L. James (bad pass; steal by L. Nance),64,72
251,3,9:13.0,J. Hart makes 2-pt jump shot from 21 ft (assist by B. Ingram),,66,72
252,3,8:47.0,,Turnover by J. Smith (bad pass; steal by L. Ball),66,72
253,3,8:42.0,B. Ingram makes 3-pt jump shot from 23 ft (assist by L. Nance),,69,72
254,3,8:42.0,,Cleveland full timeout,69,72
255,3,8:28.0,,J. Crowder misses 3-pt jump shot from 25 ft,69,72
256,3,8:26.0,Defensive rebound by J. Hart,,69,72
257,3,8:19.0,Turnover by L. Ball (bad pass),,69,72
258,3,8:01.0,,J. Calderón makes 3-pt jump shot from 23 ft (assist by J. Smith),69,75
259,3,7:52.0,Turnover by L. Ball (step out of bounds),,69,75
260,3,7:42.0,,Personal foul by L. Nance (drawn by J. Calderón),69,75
261,3,7:30.0,,J. Calderón makes 3-pt jump shot from 25 ft (assist by L. James),69,78
262,3,7:17.0,Turnover by B. Ingram (bad pass; steal by K. Love),,69,78
263,3,7:08.0,,J. Calderón misses 3-pt jump shot from 25 ft,69,78
264,3,7:04.0,Defensive rebound by J. Hart,,69,78
265,3,6:54.0,Personal foul by J. Calderón (drawn by L. Nance),,69,78
266,3,6:49.0,L. Ball misses 3-pt jump shot from 29 ft,,69,78
267,3,6:45.0,Offensive rebound by L. Nance,,69,78
268,3,6:36.0,B. Ingram makes 2-pt jump shot from 18 ft,,71,78
269,3,6:11.0,,J. Crowder misses 3-pt jump shot from 25 ft,71,78
270,3,6:11.0,Defensive rebound by J. Hart,,71,78
271,3,6:09.0,Turnover by J. Hart (bad pass; steal by J. Calderón),,71,78
272,3,6:07.0,,Turnover by J. Calderón (lost ball; steal by L. Nance),71,78
273,3,6:03.0,J. Hart makes 2-pt dunk from 1 ft (assist by B. Lopez),,73,78
274,3,5:36.0,,J. Crowder makes 2-pt layup from 1 ft (assist by J. Calderón),73,80
275,3,5:30.0,L. Nance makes 2-pt dunk from 1 ft (assist by L. Ball),,75,80
276,3,5:10.0,,Personal foul by B. Lopez (drawn by J. Crowder),75,80
277,3,5:10.0,K. Kuzma enters the game for B. Lopez,,75,80
278,3,4:55.0,,Turnover by Team (shot clock),75,80
279,3,4:51.0,,Offensive charge foul by L. Ball (drawn by J. Calderón),75,80
280,3,4:51.0,Turnover by L. Ball (offensive foul),,75,80
281,3,4:38.0,,Shooting foul by L. Nance (drawn by L. James),75,80
282,3,4:38.0,,L. James makes free throw 1 of 2,75,81
283,3,4:38.0,,L. James makes free throw 2 of 2,75,82
284,3,4:28.0,B. Ingram misses 2-pt jump shot from 21 ft,,75,82
285,3,4:24.0,,Defensive rebound by L. James,75,82
286,3,4:22.0,,K. Love makes 2-pt layup at rim (assist by L. James),75,84
287,3,4:22.0,LA Lakers full timeout,,75,84
288,3,4:22.0,,J. Green enters the game for J. Crowder,75,84
289,3,4:22.0,J. Clarkson enters the game for J. Hart,,75,84
290,3,3:59.0,B. Ingram misses 2-pt jump shot from 8 ft,,75,84
291,3,3:57.0,Offensive rebound by L. Nance,,75,84
292,3,3:56.0,L. Nance misses 2-pt jump shot from 10 ft (block by L. James),,75,84
293,3,3:56.0,Offensive rebound by L. Ball,,75,84
294,3,3:54.0,K. Kuzma misses 2-pt hook shot from 6 ft,,75,84
295,3,3:53.0,B. Ingram misses 2-pt layup from 4 ft,,75,84
296,3,3:53.0,Offensive rebound by B. Ingram,,75,84
297,3,3:50.0,Offensive rebound by L. Nance,,75,84
298,3,3:44.0,K. Kuzma misses 2-pt layup from 1 ft,,75,84
299,3,3:44.0,,Defensive rebound by J. Green,75,84
300,3,3:37.0,,Personal foul by L. Ball (drawn by K. Love),75,84
301,3,3:37.0,,K. Love makes free throw 1 of 2,75,85
302,3,3:37.0,,K. Love makes free throw 2 of 2,75,86
303,3,3:27.0,Turnover by J. Clarkson (traveling),,75,86
304,3,3:18.0,,L. James misses 3-pt jump shot from 24 ft,75,86
305,3,3:15.0,Defensive rebound by K. Kuzma,,75,86
306,3,3:02.0,L. Ball makes 3-pt jump shot from 26 ft (assist by L. Nance),,78,86
307,3,2:55.0,,Turnover by L. James (bad pass),78,86
308,3,2:46.0,B. Ingram makes 3-pt jump shot from 23 ft (assist by J. Clarkson),,81,86
309,3,2:29.0,,J. Calderón makes 2-pt layup at rim,81,88
310,3,2:18.0,Shooting foul by J. Smith (drawn by L. Nance),,81,88
311,3,2:18.0,L. Nance misses free throw 1 of 2,,81,88
312,3,2:18.0,Offensive rebound by Team,,81,88
313,3,2:18.0,,D. Wade enters the game for J. Calderón,81,88
314,3,2:18.0,L. Nance misses free throw 2 of 2,,81,88
315,3,2:16.0,,Defensive rebound by L. James,81,88
316,3,2:07.0,,Shooting foul by B. Ingram (drawn by L. James),81,88
317,3,2:07.0,,L. James makes free throw 1 of 2,81,89
318,3,2:07.0,J. Randle enters the game for L. Nance,,81,89
319,3,2:07.0,,L. James misses free throw 2 of 2,81,89
320,3,2:05.0,Defensive rebound by J. Randle,,81,89
321,3,1:58.0,K. Kuzma misses 3-pt jump shot from 28 ft,,81,89
322,3,1:54.0,,Defensive rebound by K. Love,81,89
323,3,1:37.0,,K. Love makes 3-pt jump shot from 24 ft (assist by J. Smith),81,92
324,3,1:22.0,L. Ball makes 3-pt jump shot from 24 ft (assist by B. Ingram),,84,92
325,3,1:00.0,,D. Wade misses 2-pt jump shot from 12 ft,84,92
326,3,0:58.0,Defensive rebound by L. Ball,,84,92
327,3,0:58.0,Personal foul by J. Green (drawn by L. Ball),,84,92
328,3,0:58.0,,K. Korver enters the game for J. Smith,84,92
329,3,0:58.0,,C. Osman enters the game for L. James,84,92
330,3,0:44.0,L. Ball misses 3-pt jump shot from 29 ft,,84,92
331,3,0:39.0,,Defensive rebound by K. Love,84,92
332,3,0:33.0,,D. Wade misses 3-pt jump shot from 22 ft,84,92
333,3,0:30.0,Defensive rebound by J. Randle,,84,92
334,3,0:24.0,K. Kuzma makes 2-pt hook shot from 4 ft (assist by J. Randle),,86,92
335,3,0:03.0,,K. Love makes 2-pt jump shot from 13 ft,86,94
336,3,0:00.0,J. Clarkson misses 3-pt jump shot from 27 ft,,86,94
337,3,0:00.0,Offensive rebound by Team,,86,94
338,4,11:52.0,Offensive foul by J. Randle (drawn by C. Osman),,86,94
339,4,11:52.0,Turnover by J. Randle (offensive foul),,86,94
340,4,11:34.0,,J. Green makes 2-pt layup at rim,86,96
341,4,11:20.0,J. Hart makes 3-pt jump shot from 26 ft (assist by C. Brewer),,89,96
342,4,11:01.0,,K. Korver makes 2-pt jump shot from 22 ft (assist by D. Wade),89,98
343,4,10:47.0,J. Randle makes 2-pt jump shot from 10 ft (assist by J. Hart),,91,98
344,4,10:47.0,Shooting foul by C. Osman (drawn by J. Randle),,91,98
345,4,10:47.0,J. Randle makes free throw 1 of 1,,92,98
346,4,10:21.0,,J. Green misses 2-pt jump shot from 17 ft,92,98
347,4,10:19.0,Defensive rebound by J. Hart,,92,98
348,4,10:14.0,J. Clarkson misses 2-pt jump shot from 18 ft,,92,98
349,4,10:11.0,,Defensive rebound by J. Green,92,98
350,4,10:07.0,,K. Korver misses 3-pt jump shot from 25 ft,92,98
351,4,10:07.0,,Offensive rebound by J. Green,92,98
352,4,10:01.0,,J. Crowder misses 3-pt jump shot from 23 ft,92,98
353,4,10:01.0,,Offensive rebound by Team,92,98
354,4,9:58.0,,K. Korver makes 2-pt jump shot from 17 ft (assist by J. Crowder),92,100
355,4,9:34.0,J. Hart misses 2-pt layup from 1 ft,,92,100
356,4,9:31.0,,Defensive rebound by J. Green,92,100
357,4,9:28.0,,C. Osman makes 2-pt layup at rim (assist by D. Wade),92,102
358,4,9:28.0,LA Lakers full timeout,,92,102
359,4,9:11.0,Shooting foul by J. Crowder (drawn by K. Kuzma),,92,102
360,4,9:11.0,K. Kuzma makes free throw 1 of 2,,93,102
361,4,9:11.0,K. Kuzma makes free throw 2 of 2,,94,102
362,4,8:59.0,,Turnover by D. Wade (bad pass; steal by C. Brewer),94,102
363,4,8:51.0,J. Randle makes 2-pt jump shot from 7 ft,,96,102
364,4,8:33.0,,Turnover by D. Wade (traveling),96,102
365,4,8:17.0,C. Brewer makes 2-pt dunk at rim (assist by J. Clarkson),,98,102
366,4,8:04.0,,Offensive foul by J. Crowder (drawn by C. Brewer),98,102
367,4,8:04.0,,Turnover by J. Crowder (offensive foul),98,102
368,4,8:04.0,,L. James enters the game for J. Crowder,98,102
369,4,8:04.0,B. Ingram enters the game for C. Brewer,,98,102
370,4,7:54.0,Turnover by J. Randle (bad pass; steal by C. Osman),,98,102
371,4,7:47.0,,D. Wade makes 2-pt jump shot from 9 ft (assist by L. James),98,104
372,4,7:31.0,Turnover by K. Kuzma (lost ball; steal by K. Korver),,98,104
373,4,7:29.0,,C. Osman makes 2-pt layup from 1 ft (assist by L. James),98,106
374,4,7:14.0,Turnover by J. Clarkson (out of bounds lost ball),,98,106
375,4,7:14.0,,K. Love enters the game for C. Osman,98,106
376,4,7:14.0,L. Ball enters the game for J. Clarkson,,98,106
377,4,6:59.0,,Turnover by L. James (bad pass),98,106
378,4,6:48.0,K. Kuzma misses 3-pt jump shot from 25 ft,,98,106
379,4,6:43.0,,Defensive rebound by L. James,98,106
380,4,6:34.0,,D. Wade makes 3-pt jump shot from 26 ft,98,109
381,4,6:14.0,Def 3 sec tech foul by D. Wade,,98,109
382,4,6:14.0,K. Kuzma makes technical free throw,,99,109
383,4,6:12.0,,Violation by K. Love (kicked ball),99,109
384,4,6:06.0,K. Kuzma makes 3-pt jump shot from 28 ft (assist by L. Ball),,102,109
385,4,5:47.0,,J. Green misses 3-pt jump shot from 23 ft,102,109
386,4,5:42.0,Defensive rebound by L. Ball,,102,109
387,4,5:38.0,Turnover by K. Kuzma (bad pass; steal by K. Love),,102,109
388,4,5:27.0,,Shooting foul by J. Hart (drawn by K. Love),102,109
389,4,5:27.0,,K. Love makes free throw 1 of 2,102,110
