,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,OKLAHOMA CITY_ACTION,WASHINGTON_SCORE,OKLAHOMA CITY_SCORE
391,4,7:06.0,,T. Ferguson enters the game for A. Roberson,88,95
392,4,7:06.0,B. Beal makes free throw 1 of 1,,89,95
393,4,6:55.0,,R. Westbrook makes 2-pt layup at rim,89,97
394,4,6:45.0,Turnover by B. Beal (lost ball; steal by P. George),,89,97
395,4,6:41.0,,R. Westbrook makes 2-pt dunk from 1 ft (assist by P. George),89,99
396,4,6:41.0,Washington full timeout,,89,99
397,4,6:41.0,,C. Anthony enters the game for P. Patterson,89,99
398,4,6:41.0,M. Morris enters the game for M. Gortat,,89,99
399,4,6:26.0,O. Porter misses 3-pt jump shot from 21 ft,,89,99
400,4,6:23.0,,Defensive rebound by R. Westbrook,89,99
401,4,6:18.0,,P. George makes 2-pt layup at rim (assist by R. Westbrook),89,101
402,4,6:06.0,B. Beal makes 3-pt jump shot from 24 ft,,92,101
403,4,5:50.0,,R. Westbrook makes 2-pt jump shot from 19 ft,92,103
404,4,5:29.0,M. Morris makes 2-pt jump shot from 11 ft (assist by B. Beal),,94,103
405,4,5:14.0,,Turnover by R. Westbrook (lost ball; steal by J. Wall),94,103
406,4,5:10.0,Turnover by J. Wall (bad pass; steal by P. George),,94,103
407,4,4:59.0,,T. Ferguson misses 3-pt jump shot from 25 ft,94,103
408,4,4:56.0,Defensive rebound by B. Beal,,94,103
409,4,4:43.0,K. Oubre misses 3-pt jump shot from 24 ft,,94,103
410,4,4:41.0,,Defensive rebound by S. Adams,94,103
411,4,4:35.0,,P. George misses 3-pt jump shot from 22 ft,94,103
412,4,4:35.0,,Offensive rebound by C. Anthony,94,103
413,4,4:34.0,,C. Anthony makes 2-pt dunk at rim,94,105
414,4,4:17.0,B. Beal makes 3-pt jump shot from 24 ft (assist by J. Wall),,97,105
415,4,3:59.0,,T. Ferguson makes 3-pt jump shot from 23 ft (assist by C. Anthony),97,108
416,4,3:35.0,Shooting foul by S. Adams (drawn by B. Beal),,97,108
417,4,3:35.0,B. Beal misses free throw 1 of 2,,97,108
418,4,3:35.0,Offensive rebound by Team,,97,108
419,4,3:35.0,B. Beal makes free throw 2 of 2,,98,108
420,4,3:16.0,,R. Westbrook misses 3-pt jump shot from 24 ft,98,108
421,4,3:14.0,Defensive rebound by B. Beal,,98,108
422,4,3:08.0,B. Beal makes 2-pt layup from 1 ft,,100,108
423,4,3:03.0,,Shooting foul by M. Morris (drawn by R. Westbrook),100,108
424,4,3:03.0,,R. Westbrook makes free throw 1 of 2,100,109
425,4,3:03.0,,R. Westbrook makes free throw 2 of 2,100,110
426,4,2:50.0,J. Wall misses 3-pt jump shot from 25 ft,,100,110
427,4,2:46.0,Offensive rebound by O. Porter,,100,110
428,4,2:45.0,B. Beal makes 3-pt jump shot from 24 ft,,103,110
429,4,2:30.0,,R. Westbrook makes 2-pt jump shot from 19 ft,103,112
430,4,2:05.0,K. Oubre misses 3-pt jump shot from 22 ft,,103,112
431,4,2:03.0,Offensive rebound by O. Porter,,103,112
432,4,2:02.0,J. Wall makes 3-pt jump shot from 24 ft (assist by O. Porter),,106,112
433,4,1:44.0,,R. Westbrook makes 2-pt layup at rim,106,114
434,4,1:35.0,Turnover by B. Beal (out of bounds lost ball),,106,114
435,4,1:16.0,,C. Anthony makes 2-pt dunk at rim (assist by R. Westbrook),106,116
436,4,1:09.0,B. Beal misses 3-pt jump shot from 27 ft,,106,116
437,4,1:06.0,Offensive rebound by Team,,106,116
438,4,1:03.0,Turnover by K. Oubre (bad pass; steal by S. Adams),,106,116
439,4,1:02.0,,R. Westbrook makes 2-pt dunk at rim,106,118
440,4,0:53.0,J. Wall makes 3-pt jump shot from 25 ft,,109,118
441,4,0:34.0,,P. George misses 3-pt jump shot from 25 ft,109,118
442,4,0:28.0,,Offensive rebound by T. Ferguson,109,118
443,4,0:15.0,,R. Westbrook makes 3-pt jump shot from 25 ft,109,121
444,4,0:11.0,J. Wall makes 3-pt jump shot from 26 ft,,112,121
