,QUARTER,TIME_REMAINING,DETROIT_ACTION,LA LAKERS_ACTION,DETROIT_SCORE,LA LAKERS_SCORE
68,1,3:01.0,I. Smith enters the game for S. Johnson,,14,21
69,1,3:01.0,H. Ellenson enters the game for R. Jackson,,14,21
70,1,2:51.0,T. Harris makes 2-pt layup at rim (assist by A. Drummond),,16,21
71,1,2:30.0,,K. Caldwell-Pope misses 2-pt jump shot from 20 ft,16,21
72,1,2:25.0,,Offensive rebound by K. Kuzma,16,21
73,1,2:23.0,,K. Kuzma misses 2-pt layup from 5 ft,16,21
74,1,2:21.0,,Offensive rebound by L. Ball,16,21
75,1,2:16.0,,K. Caldwell-Pope makes 2-pt layup at rim (assist by J. Randle),16,23
76,1,2:04.0,I. Smith makes 2-pt layup from 1 ft (assist by H. Ellenson),,18,23
77,1,1:56.0,,J. Clarkson enters the game for L. Ball,18,23
78,1,1:42.0,,Turnover by B. Ingram (step out of bounds),18,23
79,1,1:32.0,Personal foul by K. Caldwell-Pope (drawn by A. Bradley),,18,23
80,1,1:32.0,,J. Hart enters the game for K. Caldwell-Pope,18,23
81,1,1:23.0,A. Bradley makes 2-pt layup from 1 ft (assist by I. Smith),,20,23
82,1,1:06.0,Offensive charge foul by B. Ingram (drawn by T. Harris),,20,23
83,1,1:06.0,,Turnover by B. Ingram (offensive foul),20,23
84,1,1:06.0,J. Leuer enters the game for A. Drummond,,20,23
85,1,0:52.0,H. Ellenson misses 2-pt jump shot from 11 ft,,20,23
86,1,0:48.0,,Defensive rebound by J. Randle,20,23
87,1,0:39.0,,J. Randle makes 2-pt layup from 2 ft,20,25
88,1,0:28.0,A. Bradley misses 3-pt jump shot from 22 ft,,20,25
89,1,0:24.0,Offensive rebound by T. Harris,,20,25
90,1,0:20.0,T. Harris misses 2-pt layup from 2 ft,,20,25
91,1,0:18.0,Offensive rebound by A. Bradley,,20,25
92,1,0:15.0,A. Bradley misses 3-pt jump shot from 23 ft,,20,25
93,1,0:12.0,,Defensive rebound by B. Ingram,20,25
94,1,0:10.0,,Turnover by B. Ingram (turnover),20,25
95,1,0:10.0,,C. Brewer enters the game for B. Ingram,20,25
96,1,0:01.0,A. Bradley misses 2-pt jump shot from 7 ft,,20,25
97,1,0:00.0,J. Leuer makes 2-pt layup at rim,,22,25
98,1,0:00.0,Offensive rebound by J. Leuer,,22,25
99,2,11:44.0,,J. Randle makes 2-pt layup from 1 ft (assist by K. Kuzma),22,27
100,2,11:24.0,H. Ellenson misses 3-pt jump shot from 26 ft,,22,27
101,2,11:21.0,,Defensive rebound by J. Randle,22,27
102,2,11:14.0,,J. Randle makes 2-pt jump shot from 3 ft,22,29
103,2,10:57.0,H. Ellenson misses 2-pt jump shot from 8 ft,,22,29
104,2,10:54.0,,Defensive rebound by J. Randle,22,29
105,2,10:51.0,,K. Kuzma makes 2-pt layup from 1 ft (assist by C. Brewer),22,31
106,2,10:45.0,Detroit full timeout,,22,31
107,2,10:37.0,Personal foul by J. Randle (drawn by H. Ellenson),,22,31
108,2,10:29.0,Turnover by H. Ellenson (traveling),,22,31
109,2,10:14.0,,J. Randle misses 3-pt jump shot from 23 ft,22,31
110,2,10:11.0,Defensive rebound by I. Smith,,22,31
111,2,10:04.0,Turnover by L. Galloway (lost ball; steal by J. Randle),,22,31
112,2,9:56.0,,J. Randle makes 2-pt layup at rim (assist by J. Hart),22,33
113,2,9:36.0,I. Smith makes 2-pt layup from 5 ft (assist by J. Leuer),,24,33
114,2,9:23.0,,J. Clarkson misses 2-pt layup from 1 ft (block by R. Bullock),24,33
115,2,9:23.0,,Offensive rebound by Team,24,33
116,2,9:14.0,,K. Kuzma makes 2-pt layup at rim,24,35
117,2,8:55.0,I. Smith misses 2-pt hook shot from 8 ft,,24,35
118,2,8:51.0,,Defensive rebound by J. Randle,24,35
119,2,8:49.0,,K. Kuzma makes 3-pt jump shot from 24 ft (assist by J. Randle),24,38
120,2,8:38.0,Detroit full timeout,,24,38
121,2,8:38.0,A. Drummond enters the game for H. Ellenson,,24,38
122,2,8:38.0,A. Tolliver enters the game for J. Leuer,,24,38
123,2,8:34.0,A. Tolliver makes 3-pt jump shot from 25 ft (assist by R. Bullock),,27,38
124,2,8:15.0,,Offensive foul by J. Randle (drawn by I. Smith),27,38
125,2,8:15.0,,Turnover by J. Randle (offensive foul),27,38
126,2,8:03.0,A. Drummond makes 2-pt dunk at rim,,29,38
127,2,8:03.0,,LA Lakers full timeout,29,38
128,2,8:03.0,,A. Bogut enters the game for J. Randle,29,38
129,2,7:52.0,,K. Kuzma makes 3-pt jump shot from 25 ft (assist by J. Clarkson),29,41
130,2,7:32.0,I. Smith makes 2-pt jump shot from 19 ft,,31,41
131,2,7:15.0,,J. Clarkson misses 2-pt jump shot from 3 ft,31,41
132,2,7:10.0,,Offensive rebound by A. Bogut,31,41
133,2,7:10.0,,A. Bogut misses 2-pt layup at rim,31,41
134,2,7:09.0,Defensive rebound by L. Galloway,,31,41
135,2,7:01.0,R. Bullock misses 3-pt jump shot from 22 ft,,31,41
136,2,6:57.0,,Defensive rebound by K. Kuzma,31,41
137,2,6:51.0,,K. Kuzma misses 2-pt layup from 3 ft,31,41
138,2,6:48.0,Defensive rebound by R. Bullock,,31,41
139,2,6:45.0,A. Tolliver misses 3-pt jump shot from 24 ft,,31,41
140,2,6:40.0,Offensive rebound by A. Drummond,,31,41
141,2,6:37.0,R. Bullock misses 3-pt jump shot from 22 ft,,31,41
142,2,6:33.0,,Defensive rebound by J. Hart,31,41
143,2,6:22.0,,J. Hart misses 2-pt jump shot from 18 ft,31,41
144,2,6:18.0,Defensive rebound by A. Drummond,,31,41
145,2,6:13.0,Personal foul by A. Bogut (drawn by I. Smith),,31,41
146,2,6:13.0,,B. Ingram enters the game for K. Kuzma,31,41
147,2,6:13.0,,L. Nance enters the game for C. Brewer,31,41
148,2,6:13.0,R. Jackson enters the game for I. Smith,,31,41
149,2,6:11.0,Turnover by R. Bullock (bad pass; steal by B. Ingram),,31,41
150,2,6:04.0,,J. Clarkson makes 2-pt layup from 2 ft (assist by B. Ingram),31,43
151,2,5:42.0,,L. Ball enters the game for J. Hart,31,43
152,2,5:42.0,S. Johnson enters the game for R. Bullock,,31,43
153,2,5:39.0,A. Tolliver misses 3-pt jump shot from 25 ft,,31,43
154,2,5:36.0,,Defensive rebound by L. Ball,31,43
155,2,5:32.0,,L. Nance misses 2-pt layup from 1 ft,31,43
156,2,5:27.0,Defensive rebound by A. Drummond,,31,43
157,2,5:24.0,L. Galloway makes 3-pt jump shot from 27 ft (assist by A. Drummond),,34,43
158,2,5:13.0,,J. Clarkson makes 2-pt jump shot from 17 ft (assist by L. Nance),34,45
159,2,4:58.0,Personal foul by A. Bogut (drawn by A. Drummond),,34,45
160,2,4:58.0,,K. Caldwell-Pope enters the game for J. Clarkson,34,45
161,2,4:58.0,T. Harris enters the game for L. Galloway,,34,45
162,2,4:58.0,A. Bradley enters the game for A. Tolliver,,34,45
163,2,4:37.0,A. Bradley misses 2-pt jump shot from 21 ft,,34,45
164,2,4:36.0,,Defensive rebound by B. Ingram,34,45
165,2,4:32.0,,B. Ingram makes 2-pt dunk at rim,34,47
166,2,4:17.0,T. Harris makes 2-pt jump shot from 17 ft (assist by A. Drummond),,36,47
167,2,4:04.0,,L. Ball misses 2-pt jump shot from 4 ft,36,47
168,2,4:03.0,,Offensive rebound by A. Bogut,36,47
169,2,3:48.0,,L. Ball misses 2-pt layup from 2 ft,36,47
170,2,3:44.0,Defensive rebound by R. Jackson,,36,47
171,2,3:41.0,R. Jackson makes 2-pt layup from 1 ft,,38,47
172,2,3:32.0,,Personal foul by A. Bradley (drawn by K. Caldwell-Pope),38,47
173,2,3:32.0,,B. Lopez enters the game for A. Bogut,38,47
174,2,3:27.0,,K. Caldwell-Pope misses 2-pt jump shot from 15 ft,38,47
175,2,3:27.0,Defensive rebound by A. Drummond,,38,47
176,2,3:13.0,R. Jackson misses 2-pt layup from 3 ft,,38,47
177,2,3:10.0,,Defensive rebound by L. Nance,38,47
178,2,2:59.0,,L. Ball makes 2-pt jump shot from 9 ft,38,49
179,2,2:47.0,T. Harris makes 2-pt jump shot from 12 ft (assist by R. Jackson),,40,49
180,2,2:38.0,,L. Nance makes 2-pt dunk from 1 ft (assist by B. Lopez),40,51
181,2,2:21.0,T. Harris misses 3-pt jump shot from 25 ft,,40,51
182,2,2:18.0,,Turnover by K. Caldwell-Pope (bad pass),40,51
183,2,2:17.0,,Defensive rebound by K. Caldwell-Pope,40,51
184,2,2:06.0,Turnover by S. Johnson (bad pass; steal by K. Caldwell-Pope),,40,51
185,2,2:02.0,,Shooting foul by S. Johnson (drawn by L. Nance),40,51
186,2,2:02.0,,L. Nance makes free throw 1 of 2,40,52
187,2,2:02.0,,L. Nance makes free throw 2 of 2,40,53
188,2,1:45.0,S. Johnson makes 3-pt jump shot from 24 ft (assist by T. Harris),,43,53
189,2,1:21.0,,Turnover by B. Lopez (lost ball; steal by T. Harris),43,53
190,2,1:18.0,Turnover by S. Johnson (lost ball; steal by L. Nance),,43,53
191,2,1:18.0,Loose ball foul by S. Johnson (drawn by L. Nance),,43,53
192,2,1:18.0,A. Tolliver enters the game for S. Johnson,,43,53
193,2,1:14.0,,B. Ingram makes 2-pt jump shot from 15 ft,43,55
194,2,1:00.0,R. Jackson makes 2-pt layup from 1 ft,,45,55
195,2,0:42.0,,L. Ball misses 3-pt jump shot from 25 ft,45,55
196,2,0:38.0,Defensive rebound by A. Drummond,,45,55
197,2,0:33.0,T. Harris misses 2-pt layup from 2 ft,,45,55
198,2,0:28.0,,Defensive rebound by L. Nance,45,55
199,2,0:26.0,,B. Ingram misses 2-pt jump shot from 17 ft,45,55
200,2,0:19.0,,Offensive rebound by L. Nance,45,55
201,2,0:00.0,,B. Lopez makes 3-pt jump shot from 23 ft (assist by B. Ingram),45,58
202,3,11:45.0,,B. Ingram makes 2-pt jump shot from 9 ft,45,60
203,3,11:28.0,A. Bradley misses 3-pt jump shot from 24 ft,,45,60
204,3,11:24.0,Offensive rebound by R. Jackson,,45,60
205,3,11:21.0,S. Johnson makes 3-pt jump shot from 24 ft (assist by R. Jackson),,48,60
206,3,11:04.0,,Turnover by B. Ingram (bad pass; steal by A. Bradley),48,60
207,3,10:59.0,A. Bradley makes 2-pt dunk from 1 ft,,50,60
208,3,10:39.0,,L. Nance misses 2-pt jump shot from 4 ft (block by T. Harris),50,60
209,3,10:36.0,,Offensive rebound by L. Nance,50,60
210,3,10:35.0,,L. Nance misses 2-pt jump shot from 2 ft,50,60
211,3,10:35.0,Defensive rebound by S. Johnson,,50,60
212,3,10:30.0,T. Harris misses 3-pt jump shot from 25 ft,,50,60
213,3,10:30.0,,Defensive rebound by K. Caldwell-Pope,50,60
214,3,10:25.0,,K. Caldwell-Pope makes 3-pt jump shot from 26 ft,50,63
215,3,10:13.0,R. Jackson misses 2-pt layup from 3 ft (block by L. Ball),,50,63
216,3,10:09.0,Offensive rebound by R. Jackson,,50,63
217,3,10:07.0,T. Harris misses 2-pt layup from 2 ft,,50,63
218,3,10:04.0,,Defensive rebound by L. Ball,50,63
219,3,10:00.0,,L. Ball makes 2-pt layup from 1 ft,50,65
220,3,9:39.0,A. Bradley misses 2-pt layup from 1 ft (block by B. Lopez),,50,65
221,3,9:36.0,,Defensive rebound by L. Ball,50,65
222,3,9:34.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,50,65
223,3,9:28.0,Defensive rebound by S. Johnson,,50,65
224,3,9:23.0,S. Johnson makes 3-pt jump shot from 26 ft (assist by R. Jackson),,53,65
225,3,9:07.0,,L. Ball makes 2-pt layup from 2 ft,53,67
226,3,8:51.0,A. Drummond makes 2-pt dunk at rim (assist by R. Jackson),,55,67
227,3,8:24.0,,Shooting foul by A. Bradley (drawn by K. Caldwell-Pope),55,67
228,3,8:24.0,,K. Caldwell-Pope makes free throw 1 of 3,55,68
229,3,8:24.0,,K. Caldwell-Pope misses free throw 2 of 3,55,68
230,3,8:24.0,,Offensive rebound by Team,55,68
231,3,8:24.0,,K. Caldwell-Pope makes free throw 3 of 3,55,69
232,3,8:13.0,T. Harris misses 2-pt dunk from 1 ft (block by B. Lopez),,55,69
233,3,8:07.0,,Defensive rebound by L. Nance,55,69
234,3,8:04.0,,K. Caldwell-Pope misses 2-pt jump shot from 2 ft,55,69
235,3,8:00.0,Defensive rebound by A. Drummond,,55,69
236,3,7:43.0,A. Bradley misses 2-pt jump shot from 19 ft,,55,69
237,3,7:40.0,,Defensive rebound by L. Nance,55,69
238,3,7:31.0,,L. Ball misses 3-pt jump shot from 23 ft,55,69
239,3,7:27.0,Defensive rebound by R. Jackson,,55,69
240,3,7:22.0,,Offensive charge foul by R. Jackson (drawn by K. Caldwell-Pope),55,69
241,3,7:22.0,Turnover by R. Jackson (offensive foul),,55,69
242,3,7:13.0,Violation by A. Drummond (kicked ball),,55,69
243,3,7:05.0,,B. Ingram misses 2-pt layup from 5 ft (block by S. Johnson),55,69
244,3,7:05.0,,Offensive rebound by Team,55,69
245,3,7:01.0,,L. Nance misses 2-pt jump shot from 16 ft,55,69
246,3,6:55.0,Defensive rebound by A. Drummond,,55,69
247,3,6:49.0,R. Jackson makes 2-pt jump shot from 8 ft,,57,69
248,3,6:36.0,,L. Nance makes 2-pt layup at rim (assist by B. Lopez),57,71
249,3,6:23.0,T. Harris misses 3-pt jump shot from 24 ft,,57,71
250,3,6:19.0,,Defensive rebound by B. Ingram,57,71
251,3,6:14.0,,Turnover by B. Ingram (lost ball; steal by A. Drummond),57,71
252,3,6:09.0,T. Harris misses 3-pt jump shot from 25 ft,,57,71
253,3,6:06.0,Offensive rebound by A. Bradley,,57,71
254,3,6:06.0,A. Bradley makes 2-pt layup at rim,,59,71
255,3,6:06.0,,LA Lakers full timeout,59,71
256,3,5:55.0,,L. Ball makes 2-pt layup at rim,59,73
257,3,5:40.0,T. Harris makes 3-pt jump shot from 22 ft (assist by R. Jackson),,62,73
258,3,5:16.0,,B. Ingram misses 2-pt jump shot from 12 ft,62,73
259,3,5:10.0,Defensive rebound by T. Harris,,62,73
260,3,5:03.0,R. Jackson misses 3-pt jump shot from 25 ft,,62,73
261,3,4:59.0,,Defensive rebound by L. Nance,62,73
262,3,4:44.0,,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,62,73
263,3,4:39.0,Defensive rebound by R. Jackson,,62,73
264,3,4:37.0,A. Bradley misses 2-pt layup from 1 ft (block by B. Ingram),,62,73
265,3,4:34.0,,Defensive rebound by L. Nance,62,73
266,3,4:31.0,,Turnover by K. Caldwell-Pope (lost ball; steal by R. Jackson),62,73
267,3,4:26.0,R. Jackson misses 2-pt layup at rim,,62,73
268,3,4:22.0,,Defensive rebound by B. Lopez,62,73
269,3,4:20.0,,B. Ingram makes 2-pt dunk at rim (assist by K. Caldwell-Pope),62,75
270,3,4:16.0,Detroit full timeout,,62,75
271,3,4:16.0,I. Smith enters the game for R. Jackson,,62,75
272,3,3:57.0,Turnover by A. Bradley (bad pass; steal by B. Ingram),,62,75
273,3,3:49.0,,B. Lopez misses 3-pt jump shot from 25 ft,62,75
274,3,3:46.0,Defensive rebound by S. Johnson,,62,75
275,3,3:30.0,A. Drummond makes 2-pt layup from 1 ft,,64,75
276,3,3:13.0,,Shooting foul by T. Harris (drawn by L. Nance),64,75
277,3,3:13.0,,L. Nance makes free throw 1 of 2,64,76
278,3,3:13.0,,A. Bogut enters the game for B. Lopez,64,76
279,3,3:13.0,,L. Nance makes free throw 2 of 2,64,77
280,3,2:51.0,A. Drummond misses 2-pt hook shot from 9 ft,,64,77
281,3,2:47.0,,Defensive rebound by A. Bogut,64,77
282,3,2:40.0,,L. Ball misses 2-pt jump shot from 10 ft,64,77
283,3,2:35.0,,Offensive rebound by A. Bogut,64,77
284,3,2:35.0,,A. Bogut makes 2-pt layup at rim,64,79
285,3,2:23.0,T. Harris makes 2-pt jump shot from 16 ft (assist by I. Smith),,66,79
286,3,2:19.0,Technical foul by T. Harris,,66,79
287,3,2:19.0,,K. Caldwell-Pope makes technical free throw,66,80
288,3,2:19.0,,J. Clarkson enters the game for K. Caldwell-Pope,66,80
289,3,1:56.0,,L. Ball misses 2-pt jump shot from 16 ft,66,80
290,3,1:51.0,Defensive rebound by I. Smith,,66,80
291,3,1:46.0,I. Smith makes 2-pt layup from 1 ft (assist by T. Harris),,68,80
292,3,1:26.0,,L. Nance makes 2-pt jump shot from 12 ft (assist by L. Ball),68,82
293,3,1:05.0,T. Harris makes 2-pt jump shot from 8 ft,,70,82
294,3,0:44.0,,A. Bogut makes 2-pt layup at rim (assist by L. Ball),70,84
295,3,0:25.0,T. Harris makes 2-pt dunk at rim (assist by A. Drummond),,72,84
296,3,0:00.0,,B. Ingram makes 3-pt jump shot from 25 ft (assist by A. Bogut),72,87
297,4,11:46.0,J. Leuer misses 2-pt jump shot from 7 ft,,72,87
298,4,11:43.0,,Defensive rebound by J. Randle,72,87
299,4,11:21.0,,J. Clarkson misses 2-pt jump shot from 18 ft,72,87
300,4,11:18.0,Defensive rebound by A. Bradley,,72,87
301,4,11:06.0,A. Bradley misses 2-pt jump shot from 20 ft,,72,87
302,4,11:03.0,,Defensive rebound by J. Clarkson,72,87
303,4,10:54.0,,J. Randle misses 2-pt layup from 2 ft,72,87
304,4,10:52.0,Defensive rebound by R. Bullock,,72,87
305,4,10:46.0,I. Smith makes 2-pt layup from 1 ft,,74,87
306,4,10:24.0,,J. Hart misses 2-pt jump shot from 6 ft,74,87
307,4,10:20.0,Defensive rebound by J. Leuer,,74,87
308,4,10:17.0,I. Smith makes 2-pt layup at rim,,76,87
309,4,9:53.0,,C. Brewer misses 3-pt jump shot from 23 ft,76,87
310,4,9:48.0,Defensive rebound by J. Leuer,,76,87
311,4,9:40.0,J. Leuer misses 2-pt jump shot from 8 ft,,76,87
312,4,9:35.0,,Defensive rebound by J. Randle,76,87
313,4,9:31.0,,J. Clarkson makes 2-pt layup at rim,76,89
314,4,9:31.0,,Shooting foul by J. Leuer (drawn by J. Clarkson),76,89
315,4,9:31.0,L. Galloway enters the game for A. Bradley,,76,89
316,4,9:31.0,,J. Clarkson makes free throw 1 of 1,76,90
317,4,9:19.0,I. Smith misses 2-pt jump shot from 17 ft,,76,90
318,4,9:16.0,,Defensive rebound by K. Kuzma,76,90
319,4,9:09.0,,Turnover by J. Hart (bad pass; steal by R. Bullock),76,90
320,4,9:04.0,A. Tolliver makes 3-pt jump shot from 23 ft (assist by I. Smith),,79,90
321,4,9:02.0,,LA Lakers full timeout,79,90
322,4,8:45.0,,Shooting foul by A. Tolliver (drawn by J. Randle),79,90
323,4,8:45.0,,J. Randle makes free throw 1 of 2,79,91
324,4,8:45.0,,J. Randle makes free throw 2 of 2,79,92
325,4,8:29.0,J. Leuer makes 2-pt jump shot from 7 ft (assist by L. Galloway),,81,92
326,4,8:07.0,,J. Randle makes 2-pt layup from 1 ft (assist by J. Clarkson),81,94
327,4,7:50.0,Personal foul by J. Clarkson (drawn by J. Leuer),,81,94
328,4,7:39.0,I. Smith misses 3-pt jump shot from 24 ft,,81,94
329,4,7:36.0,,Defensive rebound by J. Clarkson,81,94
330,4,7:27.0,,K. Kuzma makes 3-pt jump shot from 25 ft (assist by J. Randle),81,97
331,4,7:11.0,Turnover by J. Leuer (bad pass),,81,97
332,4,7:11.0,R. Jackson enters the game for L. Galloway,,81,97
333,4,7:00.0,,J. Clarkson misses 2-pt layup from 3 ft,81,97
334,4,6:57.0,Defensive rebound by J. Leuer,,81,97
335,4,6:45.0,R. Jackson makes 2-pt jump shot from 16 ft,,83,97
336,4,6:34.0,,J. Randle makes 2-pt layup at rim (assist by J. Clarkson),83,99
337,4,6:34.0,,Shooting foul by J. Leuer (drawn by J. Randle),83,99
338,4,6:34.0,,B. Ingram enters the game for C. Brewer,83,99
339,4,6:34.0,T. Harris enters the game for J. Leuer,,83,99
340,4,6:34.0,A. Drummond enters the game for A. Tolliver,,83,99
341,4,6:34.0,,J. Randle misses free throw 1 of 1,83,99
342,4,6:34.0,,Offensive rebound by Team,83,99
343,4,6:32.0,,Turnover by J. Randle (turnover),83,99
344,4,6:25.0,R. Jackson makes 2-pt jump shot from 12 ft,,85,99
345,4,6:25.0,Shooting foul by J. Hart (drawn by R. Jackson),,85,99
346,4,6:25.0,R. Jackson makes free throw 1 of 1,,86,99
347,4,6:07.0,,J. Clarkson makes 3-pt jump shot from 26 ft (assist by B. Ingram),86,102
348,4,5:51.0,T. Harris misses 3-pt jump shot from 23 ft,,86,102
349,4,5:48.0,,Defensive rebound by J. Randle,86,102
350,4,5:44.0,,B. Ingram misses 2-pt jump shot from 19 ft,86,102
351,4,5:38.0,Defensive rebound by A. Drummond,,86,102
352,4,5:36.0,R. Jackson misses 3-pt jump shot from 24 ft,,86,102
353,4,5:36.0,,Defensive rebound by B. Ingram,86,102
354,4,5:14.0,,J. Hart makes 3-pt jump shot from 25 ft (assist by J. Clarkson),86,105
355,4,5:12.0,Detroit full timeout,,86,105
356,4,5:12.0,,K. Caldwell-Pope enters the game for J. Hart,86,105
357,4,5:12.0,A. Bradley enters the game for I. Smith,,86,105
358,4,4:59.0,R. Bullock misses 3-pt jump shot from 22 ft,,86,105
359,4,4:55.0,,Defensive rebound by K. Caldwell-Pope,86,105
360,4,4:37.0,,K. Kuzma makes 3-pt jump shot from 25 ft (assist by B. Ingram),86,108
361,4,4:11.0,T. Harris misses 2-pt jump shot from 10 ft,,86,108
362,4,4:11.0,Offensive rebound by Team,,86,108
363,4,4:11.0,Loose ball foul by A. Drummond (drawn by J. Randle),,86,108
364,4,4:11.0,Turnover by A. Drummond (turnover),,86,108
365,4,3:58.0,Offensive charge foul by J. Randle (drawn by R. Jackson),,86,108
366,4,3:58.0,,Turnover by J. Randle (offensive foul),86,108
367,4,3:42.0,A. Bradley makes 2-pt layup from 1 ft (assist by R. Bullock),,88,108
368,4,3:23.0,,J. Clarkson misses 3-pt jump shot from 22 ft,88,108
369,4,3:18.0,,Offensive rebound by K. Kuzma,88,108
370,4,3:18.0,,J. Randle makes 2-pt layup at rim (assist by K. Kuzma),88,110
371,4,3:02.0,R. Jackson misses 2-pt jump shot from 15 ft,,88,110
372,4,3:02.0,Offensive rebound by Team,,88,110
373,4,3:02.0,,Loose ball foul by K. Kuzma (drawn by A. Drummond),88,110
374,4,3:02.0,S. Johnson enters the game for A. Drummond,,88,110
375,4,3:02.0,H. Ellenson enters the game for R. Jackson,,88,110
376,4,3:02.0,E. Moreland enters the game for R. Bullock,,88,110
377,4,3:02.0,I. Smith enters the game for T. Harris,,88,110
