,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,WASHINGTON_ACTION,SACRAMENTO_SCORE,WASHINGTON_SCORE
379,4,2:54.0,B. Hield misses 3-pt jump shot from 25 ft,,86,107
380,4,2:50.0,,Defensive rebound by B. Beal,86,107
381,4,2:46.0,,B. Beal misses 3-pt jump shot from 25 ft,86,107
382,4,2:46.0,Defensive rebound by D. Fox,,86,107
383,4,2:39.0,D. Fox makes 2-pt layup from 1 ft,,88,107
384,4,2:25.0,,Turnover by T. Satoranský (bad pass; steal by B. Hield),88,107
385,4,2:19.0,B. Hield makes 2-pt layup from 1 ft (assist by J. Jackson),,90,107
386,4,1:59.0,,C. McCullough makes 3-pt jump shot from 26 ft (assist by B. Beal),90,110
387,4,1:46.0,G. Papagiannis makes 2-pt hook shot from 11 ft,,92,110
388,4,1:26.0,,Turnover by B. Beal (turnover),92,110
389,4,1:26.0,,Washington full timeout,92,110
390,4,1:26.0,,T. Frazier enters the game for B. Beal,92,110
391,4,1:26.0,,J. Meeks enters the game for K. Oubre,92,110
392,4,1:10.0,D. Fox misses 2-pt jump shot from 22 ft,,92,110
393,4,1:07.0,,Defensive rebound by T. Satoranský,92,110
394,4,0:58.0,,J. Meeks misses 3-pt jump shot from 26 ft,92,110
395,4,0:52.0,Defensive rebound by G. Papagiannis,,92,110
396,4,0:41.0,J. Jackson misses 3-pt jump shot from 25 ft,,92,110
397,4,0:39.0,,Defensive rebound by J. Meeks,92,110
398,4,0:20.0,,T. Satoranský misses 2-pt layup from 1 ft,92,110
399,4,0:18.0,,Offensive rebound by T. Satoranský,92,110
