,QUARTER,TIME_REMAINING,UTAH_ACTION,SACRAMENTO_ACTION,UTAH_SCORE,SACRAMENTO_SCORE
40,1,6:29.0,,Sacramento full timeout,10,11
41,1,6:29.0,J. Crowder enters the game for D. Favors,,10,11
42,1,6:25.0,R. Gobert makes 2-pt dunk from 1 ft (assist by D. Mitchell),,12,11
43,1,6:01.0,,B. Bogdanović makes 2-pt jump shot from 22 ft,12,13
44,1,5:40.0,Personal foul by B. Bogdanović (drawn by R. Gobert),,12,13
45,1,5:40.0,,S. Labissière enters the game for K. Koufos,12,13
46,1,5:33.0,Shooting foul by J. Jackson (drawn by D. Mitchell),,12,13
47,1,5:33.0,D. Mitchell makes free throw 1 of 2,,13,13
48,1,5:33.0,,V. Carter enters the game for J. Jackson,13,13
49,1,5:33.0,D. Mitchell makes free throw 2 of 2,,14,13
50,1,5:22.0,,Z. Randolph misses 3-pt jump shot from 25 ft,14,13
51,1,5:19.0,Defensive rebound by J. Ingles,,14,13
52,1,5:07.0,D. Mitchell makes 2-pt layup from 1 ft,,16,13
53,1,4:53.0,,V. Carter misses 2-pt layup from 6 ft (block by J. Crowder),16,13
54,1,4:53.0,,Offensive rebound by Team,16,13
55,1,4:53.0,J. Jerebko enters the game for R. Rubio,,16,13
56,1,4:46.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,16,13
57,1,4:42.0,Defensive rebound by D. Mitchell,,16,13
58,1,4:37.0,D. Mitchell misses 3-pt jump shot from 24 ft,,16,13
59,1,4:34.0,,Defensive rebound by B. Bogdanović,16,13
60,1,4:22.0,,S. Labissière misses 2-pt jump shot from 15 ft,16,13
61,1,4:18.0,Defensive rebound by J. Jerebko,,16,13
62,1,4:05.0,J. Jerebko misses 2-pt layup from 1 ft,,16,13
63,1,4:03.0,,Defensive rebound by D. Fox,16,13
64,1,3:56.0,,Z. Randolph misses 3-pt jump shot from 25 ft,16,13
65,1,3:52.0,Defensive rebound by J. Jerebko,,16,13
66,1,3:30.0,J. Crowder misses 2-pt jump shot from 19 ft,,16,13
67,1,3:29.0,Offensive rebound by R. Gobert,,16,13
68,1,3:29.0,Shooting foul by Z. Randolph (drawn by R. Gobert),,16,13
69,1,3:29.0,R. Gobert makes free throw 1 of 2,,17,13
70,1,3:29.0,,B. Hield enters the game for B. Bogdanović,17,13
71,1,3:29.0,R. O'Neale enters the game for J. Ingles,,17,13
72,1,3:29.0,R. Gobert misses free throw 2 of 2,,17,13
73,1,3:24.0,,Defensive rebound by S. Labissière,17,13
74,1,3:03.0,,Z. Randolph misses 2-pt jump shot from 9 ft,17,13
75,1,3:01.0,Defensive rebound by J. Crowder,,17,13
76,1,2:54.0,J. Crowder makes 3-pt jump shot from 24 ft,,20,13
77,1,2:40.0,,Turnover by D. Fox (bad pass; steal by J. Crowder),20,13
78,1,2:40.0,Personal foul by Z. Randolph (drawn by J. Crowder),,20,13
79,1,2:40.0,Utah full timeout,,20,13
80,1,2:40.0,,F. Mason enters the game for D. Fox,20,13
81,1,2:40.0,J. Crowder misses free throw 1 of 2,,20,13
82,1,2:40.0,Offensive rebound by Team,,20,13
83,1,2:40.0,J. Crowder misses free throw 2 of 2,,20,13
84,1,2:37.0,,Defensive rebound by V. Carter,20,13
85,1,2:20.0,,S. Labissière misses 2-pt hook shot from 7 ft,20,13
86,1,2:17.0,Defensive rebound by J. Jerebko,,20,13
87,1,2:04.0,J. Crowder misses 2-pt layup from 2 ft (block by S. Labissière),,20,13
88,1,2:02.0,,Defensive rebound by V. Carter,20,13
89,1,2:02.0,,Personal foul by J. Jerebko (drawn by F. Mason),20,13
90,1,2:02.0,D. Favors enters the game for R. Gobert,,20,13
91,1,2:02.0,R. Neto enters the game for D. Mitchell,,20,13
92,1,1:50.0,,S. Labissière misses 2-pt hook shot from 5 ft,20,13
93,1,1:47.0,Defensive rebound by J. Jerebko,,20,13
94,1,1:45.0,,Offensive charge foul by J. Jerebko (drawn by V. Carter),20,13
95,1,1:45.0,Turnover by J. Jerebko (offensive foul),,20,13
96,1,1:33.0,,Shooting foul by J. Crowder (drawn by V. Carter),20,13
97,1,1:33.0,,V. Carter makes free throw 1 of 2,20,14
98,1,1:33.0,,V. Carter makes free throw 2 of 2,20,15
99,1,1:21.0,J. Jerebko misses 3-pt jump shot from 25 ft,,20,15
100,1,1:12.0,Offensive rebound by D. Favors,,20,15
101,1,1:12.0,D. Favors makes 2-pt layup at rim,,22,15
102,1,1:04.0,,Z. Randolph misses 2-pt hook shot from 6 ft,22,15
103,1,1:02.0,Defensive rebound by D. Favors,,22,15
104,1,0:50.0,R. Neto misses 3-pt jump shot from 24 ft,,22,15
105,1,0:46.0,,Defensive rebound by Z. Randolph,22,15
106,1,0:36.0,,Z. Randolph misses 2-pt jump shot from 5 ft,22,15
107,1,0:33.0,,Offensive rebound by Z. Randolph,22,15
108,1,0:32.0,,Z. Randolph misses 2-pt layup from 2 ft,22,15
109,1,0:32.0,Defensive rebound by R. O'Neale,,22,15
110,1,0:13.0,Turnover by R. Neto (lost ball; steal by F. Mason),,22,15
111,1,0:07.0,,Z. Randolph makes 2-pt layup from 7 ft (assist by B. Hield),22,17
112,1,0:02.0,J. Crowder makes 3-pt jump shot from 24 ft,,25,17
113,1,0:00.0,,F. Mason misses 3-pt jump shot from 33 ft,25,17
114,1,0:00.0,,Offensive rebound by Team,25,17
115,2,11:41.0,,F. Mason makes 3-pt jump shot from 23 ft (assist by V. Carter),25,20
116,2,11:24.0,J. Crowder makes 3-pt jump shot from 25 ft (assist by R. Neto),,28,20
117,2,11:07.0,,B. Hield misses 3-pt jump shot from 24 ft,28,20
118,2,11:04.0,Defensive rebound by D. Favors,,28,20
119,2,10:53.0,J. Jerebko makes 3-pt jump shot from 25 ft (assist by R. O'Neale),,31,20
120,2,10:27.0,,V. Carter misses 3-pt jump shot from 24 ft,31,20
121,2,10:23.0,Defensive rebound by R. Neto,,31,20
122,2,10:17.0,J. Jerebko misses 3-pt jump shot from 25 ft,,31,20
123,2,10:15.0,,Defensive rebound by V. Carter,31,20
124,2,10:06.0,,K. Koufos makes 2-pt hook shot from 9 ft,31,22
125,2,9:53.0,D. Favors misses 2-pt jump shot from 21 ft,,31,22
126,2,9:50.0,,Defensive rebound by S. Labissière,31,22
127,2,9:30.0,,B. Hield misses 3-pt jump shot from 23 ft (block by R. Neto),31,22
128,2,9:26.0,Defensive rebound by R. O'Neale,,31,22
129,2,9:24.0,R. Neto misses 3-pt jump shot from 23 ft,,31,22
130,2,9:21.0,,Defensive rebound by K. Koufos,31,22
131,2,9:00.0,,F. Mason misses 3-pt jump shot from 24 ft,31,22
132,2,8:55.0,Defensive rebound by D. Favors,,31,22
133,2,8:52.0,J. Crowder makes 2-pt layup from 1 ft,,33,22
134,2,8:52.0,,Violation by S. Labissière (def goaltending),33,22
135,2,8:35.0,,S. Labissière makes 3-pt jump shot from 25 ft (assist by K. Koufos),33,25
136,2,8:35.0,Utah full timeout,,33,25
137,2,8:35.0,R. Rubio enters the game for J. Jerebko,,33,25
138,2,8:35.0,D. Mitchell enters the game for R. Neto,,33,25
139,2,8:35.0,R. Gobert enters the game for J. Crowder,,33,25
140,2,8:24.0,Personal foul by B. Hield (drawn by D. Mitchell),,33,25
141,2,8:12.0,D. Mitchell misses 3-pt jump shot from 23 ft,,33,25
142,2,8:09.0,Offensive rebound by R. Gobert,,33,25
143,2,8:09.0,R. Gobert makes 2-pt layup from 1 ft,,35,25
144,2,8:09.0,Shooting foul by S. Labissière (drawn by R. Gobert),,35,25
145,2,8:09.0,R. Gobert misses free throw 1 of 1,,35,25
146,2,8:02.0,,Defensive rebound by V. Carter,35,25
147,2,7:51.0,,F. Mason misses 2-pt jump shot from 17 ft,35,25
148,2,7:48.0,Defensive rebound by R. Gobert,,35,25
149,2,7:31.0,Turnover by D. Mitchell (lost ball; steal by F. Mason),,35,25
150,2,7:27.0,,F. Mason misses 2-pt layup at rim,35,25
151,2,7:24.0,,Offensive rebound by B. Hield,35,25
152,2,7:22.0,,B. Hield misses 2-pt layup from 3 ft (block by R. O'Neale),35,25
153,2,7:22.0,,Offensive rebound by B. Hield,35,25
154,2,7:22.0,,B. Hield misses 2-pt layup from 3 ft,35,25
155,2,7:22.0,,Offensive rebound by S. Labissière,35,25
156,2,7:20.0,,Turnover by S. Labissière (out of bounds lost ball),35,25
157,2,7:07.0,R. Gobert misses 2-pt layup from 5 ft (block by K. Koufos),,35,25
158,2,7:05.0,,Defensive rebound by Team,35,25
159,2,7:05.0,J. Ingles enters the game for R. O'Neale,,35,25
160,2,6:44.0,,Turnover by V. Carter (bad pass; steal by J. Ingles),35,25
161,2,6:41.0,Shooting foul by B. Hield (drawn by D. Mitchell),,35,25
162,2,6:41.0,D. Mitchell makes free throw 1 of 2,,36,25
163,2,6:41.0,D. Mitchell makes free throw 2 of 2,,37,25
164,2,6:27.0,,Turnover by F. Mason (bad pass; steal by R. Gobert),37,25
165,2,6:26.0,Personal foul by F. Mason (drawn by R. Rubio),,37,25
166,2,6:26.0,R. O'Neale enters the game for R. Rubio,,37,25
167,2,6:09.0,D. Mitchell makes 3-pt jump shot from 24 ft (assist by D. Favors),,40,25
168,2,6:00.0,,Sacramento full timeout,40,25
169,2,6:00.0,,Z. Randolph enters the game for B. Hield,40,25
170,2,6:00.0,,B. Bogdanović enters the game for K. Koufos,40,25
171,2,5:51.0,,Turnover by S. Labissière (out of bounds lost ball),40,25
172,2,5:31.0,R. Gobert misses 2-pt jump shot from 2 ft,,40,25
173,2,5:29.0,,Defensive rebound by S. Labissière,40,25
174,2,5:16.0,,V. Carter makes 2-pt jump shot from 16 ft,40,27
175,2,5:04.0,,D. Fox enters the game for F. Mason,40,27
176,2,5:04.0,,J. Jackson enters the game for V. Carter,40,27
177,2,5:04.0,J. Crowder enters the game for D. Favors,,40,27
178,2,4:54.0,R. Gobert makes 2-pt dunk from 1 ft (assist by D. Mitchell),,42,27
179,2,4:42.0,,Turnover by Z. Randolph (out of bounds lost ball),42,27
180,2,4:32.0,J. Ingles makes 3-pt jump shot from 25 ft (assist by R. Gobert),,45,27
181,2,4:15.0,,D. Fox makes 2-pt jump shot from 15 ft (assist by S. Labissière),45,29
182,2,4:00.0,R. O'Neale misses 2-pt layup from 1 ft,,45,29
183,2,3:57.0,,Defensive rebound by B. Bogdanović,45,29
184,2,3:54.0,,Shooting foul by D. Mitchell (drawn by D. Fox),45,29
185,2,3:54.0,,D. Fox makes free throw 1 of 2,45,30
186,2,3:54.0,R. Rubio enters the game for R. O'Neale,,45,30
187,2,3:54.0,,D. Fox makes free throw 2 of 2,45,31
188,2,3:34.0,J. Crowder misses 3-pt jump shot from 25 ft (block by S. Labissière),,45,31
189,2,3:30.0,,Defensive rebound by D. Fox,45,31
190,2,3:28.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by D. Fox),45,34
191,2,3:04.0,R. Rubio misses 2-pt jump shot from 14 ft,,45,34
192,2,3:02.0,,Defensive rebound by S. Labissière,45,34
193,2,2:52.0,,Z. Randolph makes 3-pt jump shot from 26 ft (assist by S. Labissière),45,37
194,2,2:38.0,Personal foul by B. Bogdanović (drawn by R. Rubio),,45,37
195,2,2:38.0,R. Rubio misses free throw 1 of 2,,45,37
196,2,2:38.0,Offensive rebound by Team,,45,37
197,2,2:38.0,R. Rubio makes free throw 2 of 2,,46,37
198,2,2:20.0,,D. Fox misses 3-pt jump shot from 24 ft,46,37
199,2,2:17.0,Defensive rebound by R. Rubio,,46,37
200,2,2:05.0,J. Ingles misses 2-pt jump shot from 21 ft,,46,37
201,2,2:02.0,,Defensive rebound by D. Fox,46,37
202,2,1:57.0,,D. Fox makes 2-pt layup from 3 ft,46,39
203,2,1:35.0,D. Mitchell makes 3-pt jump shot from 25 ft,,49,39
204,2,1:15.0,,D. Fox misses 2-pt jump shot from 19 ft,49,39
205,2,1:11.0,Defensive rebound by J. Crowder,,49,39
206,2,1:01.0,R. Gobert misses 2-pt jump shot from 8 ft,,49,39
207,2,0:58.0,Offensive rebound by R. Gobert,,49,39
208,2,0:56.0,Shooting foul by D. Fox (drawn by J. Crowder),,49,39
209,2,0:56.0,J. Crowder misses free throw 1 of 2,,49,39
210,2,0:56.0,Offensive rebound by Team,,49,39
211,2,0:56.0,J. Crowder makes free throw 2 of 2,,50,39
212,2,0:40.0,,Z. Randolph makes 2-pt hook shot from 6 ft,50,41
213,2,0:31.0,D. Mitchell misses 2-pt layup from 1 ft,,50,41
214,2,0:28.0,,Defensive rebound by S. Labissière,50,41
215,2,0:25.0,,D. Fox makes 2-pt layup from 1 ft,50,43
216,2,0:11.0,Shooting foul by D. Fox (drawn by D. Mitchell),,50,43
217,2,0:11.0,D. Mitchell makes free throw 1 of 2,,51,43
218,2,0:11.0,D. Mitchell makes free throw 2 of 2,,52,43
219,2,0:03.0,,Personal foul by R. Rubio (drawn by D. Fox),52,43
220,2,0:01.0,,D. Fox misses 2-pt jump shot from 6 ft,52,43
221,2,0:00.0,Defensive rebound by R. Rubio,,52,43
222,3,11:48.0,,Personal foul by R. Rubio (drawn by B. Bogdanović),52,43
223,3,11:35.0,,Z. Randolph misses 3-pt jump shot from 25 ft,52,43
224,3,11:33.0,Defensive rebound by R. Gobert,,52,43
225,3,11:19.0,D. Mitchell misses 3-pt jump shot from 22 ft,,52,43
226,3,11:15.0,Offensive rebound by R. Gobert,,52,43
227,3,11:08.0,R. Rubio makes 2-pt layup from 1 ft,,54,43
228,3,11:04.0,,Turnover by K. Koufos (bad pass; steal by R. Rubio),54,43
229,3,10:57.0,Turnover by J. Ingles (traveling),,54,43
230,3,10:43.0,,Turnover by D. Fox (bad pass; steal by R. Gobert),54,43
231,3,10:36.0,R. Rubio misses 2-pt jump shot from 10 ft,,54,43
232,3,10:33.0,,Defensive rebound by K. Koufos,54,43
233,3,10:25.0,,Shooting foul by D. Favors (drawn by Z. Randolph),54,43
234,3,10:25.0,,Z. Randolph makes free throw 1 of 2,54,44
235,3,10:25.0,,Z. Randolph makes free throw 2 of 2,54,45
236,3,10:17.0,Offensive foul by R. Gobert (drawn by D. Fox),,54,45
237,3,10:17.0,Turnover by R. Gobert (offensive foul),,54,45
238,3,9:53.0,,Z. Randolph misses 2-pt jump shot from 15 ft,54,45
239,3,9:50.0,,Offensive rebound by J. Jackson,54,45
240,3,9:44.0,,D. Fox misses 2-pt jump shot from 13 ft,54,45
241,3,9:41.0,,Offensive rebound by K. Koufos,54,45
242,3,9:41.0,,Sacramento full timeout,54,45
243,3,9:32.0,,Z. Randolph misses 3-pt jump shot from 23 ft,54,45
244,3,9:30.0,Defensive rebound by R. Rubio,,54,45
245,3,9:27.0,D. Favors makes 2-pt dunk from 1 ft (assist by R. Rubio),,56,45
246,3,9:06.0,,Shooting foul by R. Gobert (drawn by Z. Randolph),56,45
247,3,9:06.0,,Z. Randolph misses free throw 1 of 2,56,45
248,3,9:06.0,,Offensive rebound by Team,56,45
249,3,9:06.0,,Z. Randolph makes free throw 2 of 2,56,46
250,3,8:48.0,D. Favors makes 3-pt jump shot from 22 ft (assist by D. Mitchell),,59,46
251,3,8:29.0,,K. Koufos misses 2-pt hook shot from 7 ft,59,46
252,3,8:25.0,Defensive rebound by R. Gobert,,59,46
253,3,8:21.0,R. Rubio misses 2-pt layup from 1 ft,,59,46
254,3,8:14.0,Offensive rebound by R. Gobert,,59,46
255,3,8:14.0,R. Gobert misses 2-pt dunk at rim,,59,46
256,3,8:13.0,Offensive rebound by D. Favors,,59,46
257,3,8:09.0,R. Rubio misses 2-pt jump shot from 21 ft,,59,46
258,3,8:09.0,,Defensive rebound by Z. Randolph,59,46
259,3,8:04.0,,D. Fox makes 2-pt jump shot from 5 ft,59,48
260,3,7:50.0,Personal foul by K. Koufos (drawn by R. Gobert),,59,48
261,3,7:50.0,,B. Hield enters the game for J. Jackson,59,48
262,3,7:47.0,D. Favors misses 2-pt jump shot from 18 ft,,59,48
263,3,7:44.0,,Defensive rebound by B. Bogdanović,59,48
264,3,7:28.0,,D. Fox misses 3-pt jump shot from 25 ft,59,48
265,3,7:28.0,Defensive rebound by J. Ingles,,59,48
266,3,7:17.0,J. Ingles makes 3-pt jump shot from 25 ft (assist by D. Mitchell),,62,48
267,3,6:55.0,,B. Bogdanović misses 2-pt layup from 4 ft (block by R. Gobert),62,48
268,3,6:52.0,Defensive rebound by R. Rubio,,62,48
269,3,6:49.0,Turnover by R. Rubio (bad pass; steal by D. Fox),,62,48
270,3,6:44.0,,B. Hield misses 3-pt jump shot from 24 ft,62,48
271,3,6:40.0,Defensive rebound by D. Mitchell,,62,48
272,3,6:23.0,Personal foul by K. Koufos (drawn by R. Gobert),,62,48
273,3,6:23.0,,S. Labissière enters the game for K. Koufos,62,48
274,3,6:23.0,J. Crowder enters the game for D. Favors,,62,48
275,3,6:14.0,R. Rubio misses 3-pt jump shot from 23 ft,,62,48
276,3,6:09.0,Offensive rebound by J. Crowder,,62,48
277,3,6:07.0,R. Gobert makes 2-pt dunk from 2 ft (assist by J. Crowder),,64,48
278,3,5:54.0,,Turnover by S. Labissière (lost ball; steal by R. Gobert),64,48
279,3,5:47.0,R. Gobert makes 2-pt layup from 1 ft (assist by R. Rubio),,66,48
280,3,5:28.0,,B. Hield makes 3-pt jump shot from 24 ft,66,51
281,3,5:14.0,J. Ingles misses 3-pt jump shot from 25 ft,,66,51
282,3,5:11.0,,Defensive rebound by B. Hield,66,51
283,3,5:04.0,,Z. Randolph misses 3-pt jump shot from 25 ft,66,51
284,3,4:56.0,,Offensive rebound by S. Labissière,66,51
285,3,4:56.0,,S. Labissière makes 2-pt dunk at rim,66,53
286,3,4:36.0,D. Mitchell makes 3-pt jump shot from 26 ft,,69,53
287,3,4:24.0,,S. Labissière makes 2-pt hook shot from 1 ft (assist by D. Fox),69,55
288,3,4:24.0,,Shooting foul by J. Crowder (drawn by S. Labissière),69,55
289,3,4:24.0,,F. Mason enters the game for D. Fox,69,55
290,3,4:24.0,,J. Jackson enters the game for Z. Randolph,69,55
291,3,4:24.0,R. O'Neale enters the game for J. Ingles,,69,55
292,3,4:24.0,J. Jerebko enters the game for R. Rubio,,69,55
293,3,4:24.0,,S. Labissière makes free throw 1 of 1,69,56
294,3,4:10.0,J. Jerebko misses 3-pt jump shot from 25 ft,,69,56
295,3,4:05.0,,Defensive rebound by B. Bogdanović,69,56
296,3,4:02.0,,J. Jackson misses 3-pt jump shot from 25 ft,69,56
297,3,3:59.0,Defensive rebound by R. O'Neale,,69,56
298,3,3:55.0,Personal foul by B. Hield (drawn by R. O'Neale),,69,56
299,3,3:51.0,Shooting foul by S. Labissière (drawn by R. Gobert),,69,56
300,3,3:51.0,R. Gobert makes free throw 1 of 2,,70,56
301,3,3:51.0,R. Gobert makes free throw 2 of 2,,71,56
302,3,3:39.0,,Shooting block foul by J. Jerebko (drawn by J. Jackson),71,56
303,3,3:39.0,,J. Jackson misses free throw 1 of 2,71,56
304,3,3:39.0,,Offensive rebound by Team,71,56
305,3,3:39.0,,V. Carter enters the game for B. Bogdanović,71,56
306,3,3:39.0,,J. Jackson makes free throw 2 of 2,71,57
307,3,3:12.0,J. Jerebko makes 2-pt jump shot from 21 ft (assist by D. Mitchell),,73,57
308,3,3:06.0,,V. Carter misses 3-pt jump shot from 24 ft,73,57
309,3,3:03.0,Defensive rebound by R. Gobert,,73,57
310,3,2:56.0,Utah full timeout,,73,57
311,3,2:54.0,J. Crowder misses 2-pt jump shot from 18 ft,,73,57
312,3,2:50.0,,Defensive rebound by V. Carter,73,57
313,3,2:41.0,,B. Hield makes 2-pt jump shot from 16 ft (assist by S. Labissière),73,59
314,3,2:23.0,Personal foul by F. Mason (drawn by D. Mitchell),,73,59
315,3,2:23.0,D. Mitchell makes free throw 1 of 2,,74,59
316,3,2:23.0,D. Favors enters the game for R. Gobert,,74,59
317,3,2:23.0,D. Mitchell makes free throw 2 of 2,,75,59
318,3,2:09.0,,B. Hield misses 2-pt layup from 2 ft,75,59
319,3,2:05.0,Defensive rebound by D. Favors,,75,59
320,3,1:57.0,Turnover by D. Mitchell (bad pass; steal by F. Mason),,75,59
321,3,1:51.0,,F. Mason misses 2-pt layup from 1 ft,75,59
322,3,1:51.0,,Offensive rebound by S. Labissière,75,59
323,3,1:51.0,,Shooting foul by D. Favors (drawn by S. Labissière),75,59
324,3,1:51.0,,S. Labissière makes free throw 1 of 2,75,60
325,3,1:51.0,R. Rubio enters the game for D. Mitchell,,75,60
326,3,1:51.0,,S. Labissière makes free throw 2 of 2,75,61
327,3,1:35.0,J. Crowder misses 2-pt layup from 3 ft (block by S. Labissière),,75,61
328,3,1:30.0,,Defensive rebound by J. Jackson,75,61
329,3,1:29.0,,B. Hield makes 2-pt dunk at rim (assist by J. Jackson),75,63
330,3,1:11.0,J. Jerebko misses 2-pt layup from 8 ft (block by J. Jackson),,75,63
331,3,1:11.0,Offensive rebound by Team,,75,63
332,3,1:06.0,Turnover by R. Rubio (traveling),,75,63
333,3,0:47.0,,Turnover by B. Hield (lost ball; steal by R. Rubio),75,63
334,3,0:42.0,J. Crowder misses 2-pt layup at rim,,75,63
335,3,0:39.0,,Defensive rebound by S. Labissière,75,63
336,3,0:26.0,,F. Mason makes 3-pt jump shot from 24 ft,75,66
337,3,0:06.0,R. Rubio misses 2-pt layup from 2 ft (block by B. Hield),,75,66
338,3,0:06.0,Offensive rebound by Team,,75,66
339,3,0:04.0,R. O'Neale misses 3-pt jump shot from 25 ft,,75,66
340,3,0:01.0,,Defensive rebound by Team,75,66
341,3,0:00.0,,F. Mason misses 3-pt jump shot from 46 ft,75,66
342,3,0:00.0,,Offensive rebound by Team,75,66
343,4,11:41.0,J. Jerebko makes 3-pt jump shot from 23 ft (assist by R. Rubio),,78,66
344,4,11:16.0,,S. Labissière misses 2-pt jump shot from 16 ft,78,66
345,4,11:11.0,Defensive rebound by J. Jerebko,,78,66
346,4,11:06.0,Turnover by J. Crowder (bad pass),,78,66
347,4,10:53.0,,S. Labissière makes 2-pt hook shot from 6 ft,78,68
348,4,10:53.0,,Shooting foul by D. Favors (drawn by S. Labissière),78,68
349,4,10:53.0,,S. Labissière misses free throw 1 of 1,78,68
350,4,10:49.0,Defensive rebound by D. Favors,,78,68
351,4,10:37.0,Shooting foul by S. Labissière (drawn by J. Crowder),,78,68
352,4,10:37.0,J. Crowder misses free throw 1 of 3,,78,68
353,4,10:37.0,Offensive rebound by Team,,78,68
354,4,10:37.0,J. Crowder makes free throw 2 of 3,,79,68
355,4,10:37.0,J. Ingles enters the game for R. O'Neale,,79,68
356,4,10:37.0,J. Crowder makes free throw 3 of 3,,80,68
357,4,10:29.0,,Offensive foul by S. Labissière (drawn by D. Favors),80,68
358,4,10:29.0,,Turnover by S. Labissière (offensive foul),80,68
359,4,10:05.0,J. Crowder misses 3-pt jump shot from 25 ft,,80,68
360,4,10:00.0,,Defensive rebound by J. Jackson,80,68
361,4,9:55.0,,F. Mason misses 3-pt jump shot from 23 ft,80,68
362,4,9:51.0,,Offensive rebound by S. Labissière,80,68
363,4,9:51.0,,S. Labissière misses 2-pt layup at rim,80,68
364,4,9:50.0,,Offensive rebound by S. Labissière,80,68
365,4,9:50.0,,S. Labissière misses 2-pt layup at rim,80,68
366,4,9:49.0,Defensive rebound by J. Crowder,,80,68
367,4,9:44.0,Turnover by J. Crowder (bad pass; steal by F. Mason),,80,68
368,4,9:40.0,,B. Hield misses 2-pt layup from 2 ft (block by J. Ingles),80,68
369,4,9:40.0,,Offensive rebound by Team,80,68
370,4,9:40.0,,K. Koufos enters the game for S. Labissière,80,68
371,4,9:40.0,D. Mitchell enters the game for J. Crowder,,80,68
372,4,9:33.0,,B. Hield misses 3-pt jump shot from 23 ft,80,68
373,4,9:30.0,Defensive rebound by J. Jerebko,,80,68
374,4,9:21.0,D. Favors makes 2-pt dunk from 1 ft (assist by J. Ingles),,82,68
375,4,9:04.0,,K. Koufos makes 2-pt dunk from 1 ft (assist by F. Mason),82,70
376,4,8:48.0,D. Mitchell misses 2-pt jump shot from 9 ft,,82,70
377,4,8:44.0,Offensive rebound by D. Favors,,82,70
378,4,8:43.0,D. Mitchell makes 2-pt layup from 2 ft,,84,70
379,4,8:22.0,,K. Koufos makes 2-pt hook shot from 8 ft,84,72
380,4,8:09.0,R. Rubio misses 2-pt layup from 7 ft (block by F. Mason),,84,72
381,4,8:09.0,Offensive rebound by Team,,84,72
382,4,8:09.0,R. Gobert enters the game for J. Jerebko,,84,72
383,4,7:56.0,R. Rubio makes 2-pt jump shot from 18 ft (assist by R. Gobert),,86,72
384,4,7:47.0,,F. Mason makes 3-pt jump shot from 25 ft,86,75
