,QUARTER,TIME_REMAINING,ORLANDO_ACTION,UTAH_ACTION,ORLANDO_SCORE,UTAH_SCORE
380,4,4:58.0,,D. Mitchell makes free throw 1 of 2,75,87
381,4,4:58.0,,D. Mitchell makes free throw 2 of 2,75,88
382,4,4:58.0,Orlando full timeout,,75,88
383,4,4:36.0,E. Fournier misses 3-pt jump shot from 25 ft,,75,88
384,4,4:32.0,,Defensive rebound by J. Ingles,75,88
385,4,4:19.0,,D. Mitchell misses 3-pt jump shot from 25 ft,75,88
386,4,4:15.0,Defensive rebound by N. Vučević,,75,88
387,4,4:09.0,N. Vučević makes 3-pt jump shot from 25 ft (assist by J. Isaac),,78,88
388,4,3:43.0,,D. Mitchell makes 2-pt layup from 5 ft,78,90
389,4,3:30.0,J. Isaac misses 3-pt jump shot from 25 ft,,78,90
390,4,3:25.0,,Defensive rebound by R. Gobert,78,90
391,4,3:02.0,,Turnover by R. Rubio (bad pass; steal by J. Isaac),78,90
392,4,2:53.0,Personal foul by R. Rubio (drawn by J. Isaac),,78,90
393,4,2:45.0,Personal foul by R. Rubio (drawn by N. Vučević),,78,90
394,4,2:43.0,E. Fournier misses 2-pt jump shot from 14 ft,,78,90
395,4,2:41.0,,Defensive rebound by R. Rubio,78,90
396,4,2:19.0,,D. Mitchell misses 3-pt jump shot from 23 ft,78,90
397,4,2:19.0,,Offensive rebound by Team,78,90
398,4,2:18.0,,Turnover by Team (shot clock),78,90
399,4,2:18.0,Orlando full timeout,,78,90
400,4,2:18.0,J. Simmons enters the game for J. Isaac,,78,90
401,4,2:03.0,Turnover by N. Vučević (lost ball; steal by J. Ingles),,78,90
402,4,2:00.0,,J. Ingles makes 2-pt layup from 2 ft (assist by R. Rubio),78,92
403,4,1:47.0,A. Gordon misses 2-pt jump shot from 15 ft,,78,92
404,4,1:44.0,,Defensive rebound by R. Gobert,78,92
405,4,1:31.0,,D. Mitchell misses 3-pt jump shot from 24 ft,78,92
406,4,1:27.0,Defensive rebound by N. Vučević,,78,92
407,4,1:21.0,Turnover by D. Augustin (bad pass; steal by D. Mitchell),,78,92
408,4,1:00.0,,J. Ingles misses 3-pt jump shot from 23 ft,78,92
409,4,0:57.0,Defensive rebound by N. Vučević,,78,92
410,4,0:52.0,Personal foul by D. Mitchell (drawn by D. Augustin),,78,92
411,4,0:52.0,E. Fournier makes technical free throw,,79,92
412,4,0:52.0,E. Fournier makes technical free throw,,80,92
413,4,0:52.0,M. Hezonja enters the game for J. Simmons,,80,92
414,4,0:47.0,E. Fournier misses 3-pt jump shot from 25 ft,,80,92
415,4,0:41.0,,Defensive rebound by J. Ingles,80,92
416,4,0:26.0,,R. Rubio makes 2-pt jump shot from 19 ft,80,94
417,4,0:16.0,A. Gordon misses 3-pt jump shot from 25 ft,,80,94
418,4,0:12.0,,Defensive rebound by R. Gobert,80,94
