,QUARTER,TIME_REMAINING,DETROIT_ACTION,GOLDEN STATE_ACTION,DETROIT_SCORE,GOLDEN STATE_SCORE
385,4,1:11.0,,K. Durant misses 3-pt jump shot from 25 ft,111,105
386,4,1:06.0,Defensive rebound by R. Jackson,,111,105
387,4,1:02.0,,Turnover by S. Curry (bad pass; steal by A. Bradley),111,105
388,4,1:01.0,Turnover by R. Jackson (bad pass),,111,105
389,4,0:52.0,A. Bradley makes 2-pt layup from 1 ft,,113,105
390,4,0:52.0,,Golden State full timeout,113,105
391,4,0:44.0,,K. Durant misses 3-pt jump shot from 25 ft,113,105
392,4,0:40.0,,Offensive rebound by D. Green,113,105
393,4,0:39.0,,A. Iguodala misses 3-pt jump shot from 25 ft,113,105
394,4,0:34.0,,Offensive rebound by S. Curry,113,105
395,4,0:34.0,,Turnover by S. Curry (turnover),113,105
396,4,0:15.0,R. Jackson makes 2-pt jump shot from 9 ft,,115,105
397,4,0:05.0,,K. Thompson makes 2-pt layup from 2 ft (assist by S. Curry),115,107
