,QUARTER,TIME_REMAINING,UTAH_ACTION,ATLANTA_ACTION,UTAH_SCORE,ATLANTA_SCORE
79,1,3:42.0,,D. Schröder makes 2-pt layup from 1 ft,11,12
80,1,3:33.0,Utah full timeout,,11,12
81,1,3:33.0,,L. Babbitt enters the game for D. Schröder,11,12
82,1,3:33.0,J. Johnson enters the game for J. Jerebko,,11,12
83,1,3:33.0,D. Favors enters the game for R. Gobert,,11,12
84,1,3:17.0,D. Favors misses 2-pt layup from 2 ft,,11,12
85,1,3:14.0,,Defensive rebound by L. Babbitt,11,12
86,1,2:57.0,R. Neto enters the game for D. Mitchell,,11,12
87,1,2:57.0,R. O'Neale enters the game for J. Ingles,,11,12
88,1,2:55.0,,D. Dedmon makes 2-pt jump shot from 17 ft (assist by M. Belinelli),11,14
89,1,2:39.0,R. O'Neale makes 2-pt jump shot from 7 ft,,13,14
90,1,2:27.0,,M. Belinelli makes 2-pt layup from 1 ft (assist by M. Delaney),13,16
91,1,2:02.0,R. Neto misses 2-pt jump shot from 16 ft,,13,16
92,1,1:58.0,,Defensive rebound by M. Belinelli,13,16
93,1,1:51.0,,M. Belinelli misses 2-pt layup from 2 ft,13,16
94,1,1:48.0,Defensive rebound by R. O'Neale,,13,16
95,1,1:47.0,R. O'Neale makes 2-pt layup from 2 ft,,15,16
96,1,1:47.0,Shooting block foul by L. Babbitt (drawn by R. O'Neale),,15,16
97,1,1:47.0,R. O'Neale misses free throw 1 of 1,,15,16
98,1,1:44.0,,Defensive rebound by D. Dedmon,15,16
99,1,1:34.0,,L. Babbitt makes 3-pt jump shot from 22 ft (assist by M. Delaney),15,19
100,1,1:16.0,A. Burks makes 2-pt jump shot from 16 ft (assist by R. O'Neale),,17,19
101,1,0:58.0,,Turnover by M. Delaney (bad pass; steal by D. Favors),17,19
102,1,0:48.0,J. Johnson makes 2-pt jump shot from 20 ft,,19,19
103,1,0:32.0,,D. Dedmon misses 3-pt jump shot from 25 ft,19,19
104,1,0:27.0,Defensive rebound by D. Favors,,19,19
105,1,0:08.0,Shooting foul by L. Babbitt (drawn by A. Burks),,19,19
106,1,0:08.0,A. Burks misses free throw 1 of 2,,19,19
107,1,0:08.0,Offensive rebound by Team,,19,19
108,1,0:08.0,,M. Muscala enters the game for D. Dedmon,19,19
109,1,0:08.0,A. Burks makes free throw 2 of 2,,20,19
110,1,0:01.0,,Personal foul by R. Neto (drawn by M. Delaney),20,19
111,2,11:38.0,,L. Babbitt makes 2-pt jump shot from 19 ft,20,21
112,2,11:11.0,R. O'Neale makes 2-pt jump shot from 14 ft (assist by R. Neto),,22,21
113,2,10:50.0,,M. Delaney makes 3-pt jump shot from 24 ft,22,24
114,2,10:33.0,Shooting foul by L. Babbitt (drawn by R. Neto),,22,24
115,2,10:33.0,R. Neto makes free throw 1 of 2,,23,24
116,2,10:33.0,,E. İlyasova enters the game for J. Collins,23,24
117,2,10:33.0,R. Neto misses free throw 2 of 2,,23,24
118,2,10:31.0,,Defensive rebound by E. İlyasova,23,24
119,2,10:14.0,,M. Delaney misses 2-pt layup from 6 ft (block by D. Favors),23,24
120,2,10:10.0,Defensive rebound by D. Favors,,23,24
121,2,9:54.0,J. Johnson misses 2-pt jump shot from 14 ft,,23,24
122,2,9:52.0,,Defensive rebound by T. Dorsey,23,24
123,2,9:40.0,,E. İlyasova makes 2-pt jump shot from 17 ft (assist by M. Delaney),23,26
124,2,9:40.0,,Shooting foul by A. Burks (drawn by E. İlyasova),23,26
125,2,9:40.0,,E. İlyasova makes free throw 1 of 1,23,27
126,2,9:29.0,R. Neto misses 3-pt jump shot from 23 ft,,23,27
127,2,9:26.0,,Defensive rebound by L. Babbitt,23,27
128,2,9:09.0,,E. İlyasova makes 2-pt layup from 1 ft (assist by M. Delaney),23,29
129,2,8:46.0,A. Burks misses 2-pt layup from 2 ft,,23,29
130,2,8:43.0,,Defensive rebound by L. Babbitt,23,29
131,2,8:33.0,,Turnover by M. Delaney (bad pass; steal by A. Burks),23,29
132,2,8:33.0,Personal foul by M. Delaney (drawn by A. Burks),,23,29
133,2,8:33.0,R. Gobert enters the game for D. Favors,,23,29
134,2,8:15.0,Shooting foul by M. Muscala (drawn by A. Burks),,23,29
135,2,8:15.0,A. Burks makes free throw 1 of 2,,24,29
136,2,8:15.0,,K. Bazemore enters the game for L. Babbitt,24,29
137,2,8:15.0,R. Rubio enters the game for R. Neto,,24,29
138,2,8:15.0,A. Burks makes free throw 2 of 2,,25,29
139,2,8:00.0,,K. Bazemore misses 2-pt layup from 2 ft,25,29
140,2,7:53.0,,Offensive rebound by M. Muscala,25,29
141,2,7:53.0,,M. Muscala makes 2-pt layup at rim,25,31
142,2,7:46.0,R. O'Neale makes 2-pt jump shot from 10 ft (assist by R. Rubio),,27,31
143,2,7:32.0,,K. Bazemore makes 3-pt jump shot from 23 ft (assist by M. Delaney),27,34
144,2,7:30.0,Utah full timeout,,27,34
145,2,7:28.0,,D. Schröder enters the game for M. Delaney,27,34
146,2,7:28.0,D. Mitchell enters the game for A. Burks,,27,34
147,2,7:15.0,R. Gobert misses 2-pt layup from 4 ft,,27,34
148,2,7:08.0,,Defensive rebound by M. Muscala,27,34
149,2,6:59.0,,Atlanta full timeout,27,34
150,2,6:59.0,,M. Plumlee enters the game for M. Muscala,27,34
151,2,6:59.0,J. Ingles enters the game for J. Johnson,,27,34
152,2,6:59.0,D. Favors enters the game for R. O'Neale,,27,34
153,2,6:52.0,,D. Schröder misses 2-pt layup from 1 ft (block by R. Gobert),27,34
154,2,6:48.0,Defensive rebound by R. Gobert,,27,34
155,2,6:36.0,D. Mitchell makes 3-pt jump shot from 26 ft (assist by R. Rubio),,30,34
156,2,6:23.0,,Turnover by K. Bazemore (bad pass),30,34
157,2,6:23.0,,M. Belinelli enters the game for T. Dorsey,30,34
158,2,6:11.0,D. Mitchell misses 2-pt jump shot from 21 ft,,30,34
159,2,6:08.0,,Defensive rebound by E. İlyasova,30,34
160,2,6:00.0,,Turnover by M. Belinelli (bad pass),30,34
161,2,5:44.0,D. Favors makes 2-pt layup from 1 ft (assist by R. Rubio),,32,34
162,2,5:24.0,,D. Schröder misses 2-pt jump shot from 15 ft (block by R. Gobert),32,34
163,2,5:20.0,Defensive rebound by R. Gobert,,32,34
164,2,5:14.0,D. Favors makes 2-pt dunk at rim (assist by R. Rubio),,34,34
165,2,5:14.0,,Atlanta full timeout,34,34
166,2,5:14.0,,D. Dedmon enters the game for M. Plumlee,34,34
167,2,4:50.0,,D. Schröder misses 3-pt jump shot from 59 ft,34,34
168,2,4:50.0,,Offensive rebound by Team,34,34
169,2,4:50.0,,Turnover by Team (shot clock),34,34
170,2,4:50.0,,M. Delaney enters the game for D. Schröder,34,34
171,2,4:36.0,J. Ingles misses 2-pt layup from 4 ft,,34,34
172,2,4:34.0,,Defensive rebound by E. İlyasova,34,34
173,2,4:21.0,,M. Belinelli makes 3-pt jump shot from 25 ft (assist by D. Dedmon),34,37
174,2,4:07.0,D. Favors misses 3-pt jump shot from 23 ft,,34,37
175,2,4:04.0,,Defensive rebound by D. Dedmon,34,37
176,2,3:54.0,,K. Bazemore misses 2-pt jump shot from 13 ft,34,37
177,2,3:51.0,Defensive rebound by D. Mitchell,,34,37
178,2,3:43.0,Turnover by R. Gobert (traveling),,34,37
179,2,3:43.0,,T. Prince enters the game for E. İlyasova,34,37
180,2,3:43.0,,J. Collins enters the game for K. Bazemore,34,37
181,2,3:22.0,,Turnover by T. Prince (turnover),34,37
182,2,3:14.0,Personal foul by M. Belinelli (drawn by D. Favors),,34,37
183,2,3:08.0,Turnover by R. Rubio (bad pass; steal by T. Prince),,34,37
184,2,3:06.0,,T. Prince makes 2-pt layup from 2 ft,34,39
185,2,3:06.0,,Shooting foul by R. Gobert (drawn by T. Prince),34,39
186,2,3:06.0,,T. Prince makes free throw 1 of 1,34,40
187,2,2:52.0,D. Mitchell makes 2-pt jump shot from 16 ft,,36,40
188,2,2:42.0,,M. Belinelli misses 3-pt jump shot from 25 ft,36,40
189,2,2:38.0,,Offensive rebound by J. Collins,36,40
190,2,2:36.0,,D. Dedmon makes 2-pt jump shot from 18 ft (assist by J. Collins),36,42
191,2,2:18.0,D. Mitchell misses 2-pt jump shot from 8 ft (block by D. Dedmon),,36,42
192,2,2:16.0,,Defensive rebound by D. Dedmon,36,42
193,2,1:58.0,,Shooting foul by R. Rubio (drawn by M. Belinelli),36,42
194,2,1:58.0,J. Johnson enters the game for D. Favors,,36,42
195,2,1:50.0,,Turnover by M. Belinelli (bad pass),36,42
196,2,1:39.0,Turnover by D. Mitchell (bad pass),,36,42
197,2,1:29.0,,D. Dedmon misses 3-pt jump shot from 25 ft,36,42
198,2,1:26.0,Defensive rebound by J. Ingles,,36,42
199,2,1:17.0,J. Johnson makes 2-pt jump shot from 7 ft,,38,42
200,2,0:59.0,,M. Delaney misses 2-pt jump shot from 18 ft,38,42
201,2,0:55.0,Defensive rebound by D. Mitchell,,38,42
202,2,0:50.0,R. Gobert makes 2-pt jump shot from 2 ft (assist by J. Johnson),,40,42
203,2,0:50.0,Shooting foul by D. Dedmon (drawn by R. Gobert),,40,42
204,2,0:50.0,R. Gobert makes free throw 1 of 1,,41,42
205,2,0:28.0,,D. Dedmon misses 2-pt jump shot from 14 ft,41,42
206,2,0:25.0,Defensive rebound by R. Rubio,,41,42
207,2,0:02.0,Turnover by Team (shot clock),,41,42
208,2,0:01.0,,Turnover by T. Prince (traveling),41,42
209,2,0:01.0,,K. Bazemore enters the game for T. Prince,41,42
210,3,11:47.0,,E. İlyasova misses 3-pt jump shot from 24 ft,41,42
211,3,11:43.0,Defensive rebound by J. Ingles,,41,42
212,3,11:30.0,D. Mitchell misses 3-pt jump shot from 25 ft,,41,42
213,3,11:27.0,,Defensive rebound by E. İlyasova,41,42
214,3,11:13.0,,K. Bazemore makes 3-pt jump shot from 23 ft (assist by E. İlyasova),41,45
215,3,10:52.0,R. Rubio misses 3-pt jump shot from 22 ft,,41,45
216,3,10:51.0,Offensive rebound by Team,,41,45
217,3,10:45.0,D. Mitchell makes 2-pt jump shot from 18 ft,,43,45
218,3,10:29.0,,T. Prince makes 3-pt jump shot from 25 ft (assist by D. Schröder),43,48
219,3,10:10.0,Turnover by D. Mitchell (bad pass),,43,48
220,3,10:00.0,,D. Schröder misses 2-pt jump shot from 8 ft,43,48
221,3,9:59.0,,Offensive rebound by E. İlyasova,43,48
222,3,9:59.0,,Turnover by E. İlyasova (traveling),43,48
223,3,9:47.0,D. Favors makes 2-pt dunk at rim (assist by J. Ingles),,45,48
224,3,9:47.0,Shooting foul by M. Plumlee (drawn by D. Favors),,45,48
225,3,9:47.0,D. Favors misses free throw 1 of 1,,45,48
226,3,9:44.0,,Defensive rebound by M. Plumlee,45,48
227,3,9:22.0,,K. Bazemore misses 3-pt jump shot from 22 ft,45,48
228,3,9:19.0,Defensive rebound by D. Mitchell,,45,48
229,3,9:09.0,Turnover by D. Mitchell (bad pass),,45,48
230,3,9:09.0,,D. Dedmon enters the game for M. Plumlee,45,48
231,3,9:00.0,,T. Prince misses 2-pt jump shot from 19 ft,45,48
232,3,8:57.0,Defensive rebound by R. Gobert,,45,48
233,3,8:44.0,J. Ingles makes 2-pt layup from 1 ft,,47,48
234,3,8:28.0,,D. Schröder misses 2-pt layup from 1 ft (block by R. Gobert),47,48
235,3,8:25.0,Defensive rebound by D. Mitchell,,47,48
236,3,8:18.0,R. Rubio makes 2-pt jump shot from 17 ft,,49,48
237,3,8:03.0,,T. Prince makes 3-pt jump shot from 24 ft (assist by D. Schröder),49,51
238,3,7:48.0,D. Favors makes 2-pt jump shot from 17 ft (assist by R. Rubio),,51,51
239,3,7:27.0,,T. Prince misses 3-pt jump shot from 25 ft,51,51
240,3,7:24.0,Defensive rebound by R. Gobert,,51,51
241,3,7:15.0,D. Favors misses 2-pt layup from 1 ft (block by K. Bazemore),,51,51
242,3,7:15.0,Offensive rebound by Team,,51,51
243,3,7:15.0,J. Jerebko enters the game for D. Favors,,51,51
244,3,7:08.0,Offensive foul by D. Mitchell (drawn by D. Dedmon),,51,51
245,3,7:08.0,Turnover by D. Mitchell (offensive foul),,51,51
246,3,6:54.0,,Turnover by E. İlyasova (bad pass; steal by R. Gobert),51,51
247,3,6:50.0,Turnover by D. Mitchell (bad pass; steal by T. Prince),,51,51
248,3,6:45.0,,T. Prince makes 2-pt layup from 1 ft,51,53
249,3,6:29.0,Turnover by D. Mitchell (bad pass; steal by E. İlyasova),,51,53
250,3,6:25.0,,Personal foul by J. Jerebko (drawn by T. Prince),51,53
251,3,6:25.0,,Atlanta full timeout,51,53
252,3,6:25.0,A. Burks enters the game for R. Rubio,,51,53
253,3,6:25.0,D. Favors enters the game for R. Gobert,,51,53
254,3,6:21.0,,T. Prince makes 2-pt layup from 1 ft (assist by K. Bazemore),51,55
255,3,6:07.0,J. Ingles makes 2-pt layup at rim (assist by D. Favors),,53,55
256,3,5:51.0,,D. Schröder makes 2-pt layup from 3 ft,53,57
257,3,5:39.0,Shooting foul by E. İlyasova (drawn by D. Favors),,53,57
258,3,5:39.0,D. Favors misses free throw 1 of 2,,53,57
259,3,5:39.0,Offensive rebound by Team,,53,57
260,3,5:39.0,,M. Belinelli enters the game for K. Bazemore,53,57
261,3,5:39.0,D. Favors makes free throw 2 of 2,,54,57
262,3,5:27.0,,Shooting foul by D. Favors (drawn by D. Schröder),54,57
263,3,5:27.0,,D. Schröder makes free throw 1 of 2,54,58
264,3,5:27.0,,D. Schröder makes free throw 2 of 2,54,59
265,3,5:04.0,D. Favors misses 2-pt hook shot from 7 ft,,54,59
266,3,5:01.0,,Defensive rebound by D. Dedmon,54,59
267,3,4:57.0,,Offensive foul by D. Dedmon (drawn by D. Favors),54,59
268,3,4:57.0,,Turnover by D. Dedmon (offensive foul),54,59
269,3,4:46.0,Shooting foul by D. Dedmon (drawn by D. Favors),,54,59
270,3,4:46.0,D. Favors makes free throw 1 of 2,,55,59
271,3,4:46.0,,J. Collins enters the game for E. İlyasova,55,59
272,3,4:46.0,D. Favors makes free throw 2 of 2,,56,59
273,3,4:36.0,,M. Belinelli misses 3-pt jump shot from 25 ft,56,59
274,3,4:32.0,Defensive rebound by D. Favors,,56,59
275,3,4:24.0,A. Burks misses 2-pt jump shot from 11 ft,,56,59
276,3,4:20.0,,Defensive rebound by D. Dedmon,56,59
277,3,4:14.0,,D. Schröder makes 2-pt jump shot at rim,56,61
278,3,3:51.0,Shooting foul by J. Collins (drawn by A. Burks),,56,61
279,3,3:51.0,A. Burks makes free throw 1 of 2,,57,61
280,3,3:51.0,J. Johnson enters the game for J. Jerebko,,57,61
281,3,3:51.0,R. O'Neale enters the game for J. Ingles,,57,61
282,3,3:51.0,A. Burks makes free throw 2 of 2,,58,61
283,3,3:37.0,,D. Schröder misses 2-pt jump shot from 15 ft,58,61
284,3,3:32.0,,Offensive rebound by J. Collins,58,61
285,3,3:32.0,,J. Collins misses 2-pt layup at rim,58,61
286,3,3:32.0,,Offensive rebound by D. Dedmon,58,61
287,3,3:30.0,,D. Dedmon misses 2-pt hook shot from 14 ft,58,61
288,3,3:30.0,,Offensive rebound by J. Collins,58,61
289,3,3:26.0,,D. Dedmon misses 2-pt hook shot from 4 ft,58,61
290,3,3:26.0,,Offensive rebound by D. Dedmon,58,61
291,3,3:20.0,,T. Prince misses 3-pt jump shot from 23 ft,58,61
292,3,3:20.0,Defensive rebound by J. Johnson,,58,61
293,3,3:05.0,D. Mitchell makes 2-pt jump shot from 12 ft (assist by A. Burks),,60,61
294,3,2:49.0,,D. Dedmon makes 3-pt jump shot from 22 ft (assist by M. Belinelli),60,64
295,3,2:47.0,Utah full timeout,,60,64
296,3,2:47.0,,M. Delaney enters the game for T. Prince,60,64
297,3,2:32.0,Turnover by A. Burks (bad pass; steal by M. Belinelli),,60,64
298,3,2:27.0,,D. Schröder misses 3-pt jump shot from 24 ft,60,64
299,3,2:21.0,,Offensive rebound by J. Collins,60,64
300,3,2:17.0,,M. Belinelli makes 2-pt layup from 1 ft,60,66
301,3,2:03.0,Personal foul by D. Schröder (drawn by D. Mitchell),,60,66
302,3,2:03.0,,M. Muscala enters the game for D. Dedmon,60,66
303,3,2:03.0,D. Mitchell misses free throw 1 of 2,,60,66
304,3,2:03.0,Offensive rebound by Team,,60,66
305,3,2:03.0,D. Mitchell makes free throw 2 of 2,,61,66
306,3,1:54.0,,D. Schröder makes 2-pt jump shot from 7 ft,61,68
307,3,1:28.0,A. Burks makes 2-pt jump shot from 18 ft (assist by R. O'Neale),,63,68
308,3,1:08.0,,M. Delaney makes 3-pt jump shot from 23 ft,63,71
309,3,1:08.0,,Shooting foul by R. O'Neale (drawn by M. Delaney),63,71
310,3,1:08.0,R. Neto enters the game for D. Mitchell,,63,71
311,3,1:08.0,,M. Delaney makes free throw 1 of 1,63,72
312,3,0:45.0,R. O'Neale misses 2-pt layup at rim,,63,72
313,3,0:42.0,,Defensive rebound by M. Muscala,63,72
314,3,0:32.0,,D. Schröder makes 2-pt layup from 1 ft,63,74
315,3,0:25.0,A. Burks misses 2-pt layup at rim,,63,74
316,3,0:21.0,,Defensive rebound by J. Collins,63,74
317,3,0:05.0,,Turnover by D. Schröder (bad pass; steal by R. Neto),63,74
318,3,0:00.0,J. Johnson misses 3-pt jump shot from 22 ft,,63,74
319,3,0:00.0,Offensive rebound by Team,,63,74
320,4,11:46.0,R. O'Neale misses 2-pt jump shot from 10 ft,,63,74
321,4,11:42.0,,Defensive rebound by Team,63,74
322,4,11:28.0,,T. Prince misses 2-pt layup from 2 ft,63,74
323,4,11:25.0,Defensive rebound by R. O'Neale,,63,74
324,4,11:20.0,R. O'Neale misses 2-pt layup from 1 ft (block by M. Delaney),,63,74
325,4,11:18.0,Offensive rebound by Team,,63,74
326,4,11:08.0,A. Burks misses 2-pt layup from 1 ft (block by J. Collins),,63,74
327,4,11:05.0,,Defensive rebound by M. Delaney,63,74
328,4,10:59.0,,T. Prince makes 2-pt layup from 2 ft,63,76
329,4,10:44.0,A. Burks misses 2-pt jump shot from 10 ft,,63,76
330,4,10:40.0,,Defensive rebound by J. Collins,63,76
331,4,10:39.0,,Personal foul by R. O'Neale (drawn by T. Prince),63,76
332,4,10:39.0,,K. Bazemore enters the game for M. Belinelli,63,76
333,4,10:39.0,J. Ingles enters the game for A. Burks,,63,76
334,4,10:34.0,,J. Collins makes 2-pt layup from 1 ft (assist by M. Delaney),63,78
335,4,10:34.0,,Shooting foul by R. Gobert (drawn by J. Collins),63,78
336,4,10:34.0,,J. Collins makes free throw 1 of 1,63,79
337,4,10:18.0,Turnover by R. Rubio (bad pass; steal by K. Bazemore),,63,79
338,4,10:05.0,,K. Bazemore makes 3-pt jump shot from 22 ft (assist by T. Prince),63,82
339,4,10:04.0,Utah full timeout,,63,82
340,4,10:04.0,J. Jerebko enters the game for J. Johnson,,63,82
341,4,10:04.0,D. Mitchell enters the game for R. O'Neale,,63,82
342,4,9:51.0,Turnover by R. Gobert (bad pass),,63,82
343,4,9:33.0,,K. Bazemore makes 2-pt jump shot from 20 ft (assist by M. Muscala),63,84
344,4,9:13.0,Turnover by R. Rubio (bad pass; steal by T. Prince),,63,84
345,4,9:12.0,,Personal foul by J. Ingles (drawn by T. Prince),63,84
346,4,9:01.0,,M. Muscala makes 2-pt hook shot from 3 ft (assist by T. Prince),63,86
347,4,8:44.0,D. Mitchell misses 3-pt jump shot from 24 ft,,63,86
348,4,8:41.0,,Defensive rebound by J. Collins,63,86
349,4,8:35.0,,Turnover by M. Delaney (bad pass; steal by R. Gobert),63,86
350,4,8:31.0,J. Jerebko makes 2-pt dunk from 1 ft (assist by R. Gobert),,65,86
351,4,8:31.0,Shooting foul by T. Prince (drawn by J. Jerebko),,65,86
352,4,8:31.0,J. Jerebko makes free throw 1 of 1,,66,86
353,4,8:17.0,,J. Collins makes 2-pt dunk from 1 ft (assist by T. Prince),66,88
354,4,8:12.0,Utah full timeout,,66,88
355,4,7:56.0,D. Mitchell makes 3-pt jump shot from 24 ft (assist by J. Jerebko),,69,88
356,4,7:39.0,,J. Collins makes 3-pt jump shot from 22 ft (assist by M. Delaney),69,91
357,4,7:21.0,Offensive foul by R. Gobert (drawn by J. Collins),,69,91
358,4,7:21.0,Turnover by R. Gobert (offensive foul),,69,91
359,4,7:21.0,,E. İlyasova enters the game for M. Muscala,69,91
360,4,6:59.0,,M. Delaney misses 2-pt layup from 3 ft (block by J. Jerebko),69,91
361,4,6:55.0,Defensive rebound by R. Gobert,,69,91
362,4,6:45.0,Personal foul by M. Delaney (drawn by J. Ingles),,69,91
363,4,6:38.0,Personal block foul by E. İlyasova (drawn by J. Ingles),,69,91
364,4,6:38.0,R. O'Neale enters the game for J. Ingles,,69,91
365,4,6:38.0,E. Udoh enters the game for R. Gobert,,69,91
366,4,6:33.0,D. Mitchell misses 3-pt jump shot from 25 ft,,69,91
367,4,6:30.0,Offensive rebound by E. Udoh,,69,91
368,4,6:27.0,D. Mitchell misses 2-pt layup from 1 ft,,69,91
369,4,6:22.0,,Defensive rebound by E. İlyasova,69,91
370,4,6:03.0,,E. İlyasova misses 3-pt jump shot from 23 ft,69,91
371,4,6:00.0,Defensive rebound by R. O'Neale,,69,91
372,4,5:55.0,Personal foul by M. Delaney (drawn by R. Rubio),,69,91
373,4,5:55.0,,D. Dedmon enters the game for M. Delaney,69,91
374,4,5:55.0,,D. Schröder enters the game for J. Collins,69,91
375,4,5:55.0,R. Neto enters the game for D. Mitchell,,69,91
376,4,5:50.0,R. Rubio misses 2-pt jump shot from 18 ft,,69,91
377,4,5:45.0,,Defensive rebound by D. Dedmon,69,91
378,4,5:36.0,,Shooting foul by E. Udoh (drawn by T. Prince),69,91
379,4,5:36.0,,T. Prince makes free throw 1 of 2,69,92
380,4,5:36.0,,M. Belinelli enters the game for K. Bazemore,69,92
381,4,5:36.0,A. Burks enters the game for R. Rubio,,69,92
382,4,5:36.0,,T. Prince makes free throw 2 of 2,69,93
383,4,5:24.0,R. O'Neale misses 2-pt jump shot from 15 ft,,69,93
