,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,CLEVELAND_ACTION,SACRAMENTO_SCORE,CLEVELAND_SCORE
140,2,7:41.0,,L. James misses free throw 1 of 1,32,32
141,2,7:39.0,Defensive rebound by K. Koufos,,32,32
142,2,7:30.0,Turnover by F. Mason (bad pass),,32,32
143,2,7:25.0,,K. Korver makes 2-pt layup from 1 ft (assist by L. James),32,34
144,2,7:20.0,Sacramento full timeout,,32,34
145,2,7:20.0,Z. Randolph enters the game for K. Koufos,,32,34
146,2,7:08.0,Z. Randolph makes 2-pt jump shot from 7 ft (assist by V. Carter),,34,34
147,2,6:50.0,,Turnover by C. Frye (bad pass; steal by B. Hield),34,34
148,2,6:47.0,Shooting foul by K. Korver (drawn by F. Mason),,34,34
149,2,6:47.0,F. Mason misses free throw 1 of 2,,34,34
150,2,6:47.0,Offensive rebound by Team,,34,34
151,2,6:47.0,F. Mason misses free throw 2 of 2,,34,34
152,2,6:45.0,,Defensive rebound by C. Frye,34,34
153,2,6:30.0,,J. Green makes 2-pt layup from 1 ft (assist by C. Frye),34,36
154,2,6:10.0,F. Mason misses 3-pt jump shot from 25 ft,,34,36
155,2,6:06.0,,Defensive rebound by K. Korver,34,36
156,2,5:57.0,,K. Korver misses 3-pt jump shot from 28 ft (block by V. Carter),34,36
157,2,5:52.0,Defensive rebound by J. Sampson,,34,36
158,2,5:52.0,Shooting foul by C. Frye (drawn by F. Mason),,34,36
159,2,5:52.0,F. Mason makes free throw 1 of 2,,35,36
160,2,5:52.0,,K. Love enters the game for C. Frye,35,36
161,2,5:52.0,G. Hill enters the game for V. Carter,,35,36
162,2,5:52.0,F. Mason makes free throw 2 of 2,,36,36
163,2,5:44.0,,J. Green misses 2-pt layup from 3 ft (block by B. Hield),36,36
164,2,5:44.0,,Offensive rebound by J. Green,36,36
165,2,5:42.0,,J. Green misses 2-pt layup from 3 ft (block by G. Hill),36,36
166,2,5:42.0,Defensive rebound by G. Hill,,36,36
167,2,5:28.0,B. Hield makes 3-pt jump shot from 26 ft (assist by G. Hill),,39,36
168,2,5:15.0,,K. Korver misses 3-pt jump shot from 25 ft,39,36
169,2,5:15.0,Defensive rebound by B. Hield,,39,36
170,2,5:09.0,F. Mason makes 2-pt layup at rim (assist by B. Hield),,41,36
171,2,5:09.0,,Cleveland full timeout,41,36
172,2,5:09.0,,J. Crowder enters the game for J. Green,41,36
173,2,5:01.0,,J. Smith misses 3-pt jump shot from 25 ft,41,36
174,2,4:56.0,Defensive rebound by J. Sampson,,41,36
175,2,4:39.0,B. Hield makes 2-pt jump shot from 18 ft (assist by Z. Randolph),,43,36
176,2,4:23.0,,L. James makes 3-pt jump shot from 25 ft (assist by J. Crowder),43,39
177,2,4:05.0,Turnover by F. Mason (bad pass; steal by L. James),,43,39
178,2,4:02.0,,L. James makes 2-pt layup from 1 ft,43,41
179,2,4:02.0,Violation by G. Hill (def goaltending),,43,41
180,2,3:49.0,B. Hield makes 2-pt layup from 1 ft (assist by Z. Randolph),,45,41
181,2,3:34.0,,L. James makes 2-pt layup from 2 ft,45,43
182,2,3:25.0,Shooting foul by J. Smith (drawn by F. Mason),,45,43
183,2,3:25.0,F. Mason makes free throw 1 of 2,,46,43
184,2,3:25.0,,D. Wade enters the game for K. Korver,46,43
185,2,3:25.0,F. Mason misses free throw 2 of 2,,46,43
186,2,3:23.0,,Defensive rebound by L. James,46,43
187,2,3:16.0,,L. James makes 2-pt layup from 1 ft,46,45
188,2,3:16.0,,Shooting foul by J. Sampson (drawn by L. James),46,45
189,2,3:16.0,D. Fox enters the game for F. Mason,,46,45
190,2,3:16.0,,L. James misses free throw 1 of 1,46,45
191,2,3:14.0,Defensive rebound by Z. Randolph,,46,45
192,2,2:55.0,Z. Randolph makes 3-pt jump shot from 25 ft (assist by G. Hill),,49,45
193,2,2:35.0,,K. Love misses 3-pt jump shot from 25 ft,49,45
194,2,2:32.0,Defensive rebound by B. Hield,,49,45
195,2,2:25.0,D. Fox makes 2-pt layup from 1 ft (assist by B. Hield),,51,45
196,2,2:25.0,Shooting foul by K. Love (drawn by D. Fox),,51,45
197,2,2:25.0,D. Fox misses free throw 1 of 1,,51,45
198,2,2:23.0,,Defensive rebound by L. James,51,45
199,2,2:07.0,,K. Love misses 3-pt jump shot from 26 ft,51,45
200,2,2:04.0,Defensive rebound by G. Hill,,51,45
201,2,2:02.0,Z. Randolph makes 2-pt layup at rim (assist by G. Hill),,53,45
202,2,1:40.0,,K. Love makes 2-pt layup from 2 ft (assist by L. James),53,47
203,2,1:40.0,,Shooting foul by G. Hill (drawn by K. Love),53,47
204,2,1:40.0,,K. Love makes free throw 1 of 1,53,48
205,2,1:25.0,G. Hill misses 3-pt jump shot from 25 ft,,53,48
206,2,1:21.0,,Defensive rebound by J. Crowder,53,48
207,2,1:16.0,,L. James misses 3-pt jump shot from 26 ft,53,48
208,2,1:13.0,Defensive rebound by Z. Randolph,,53,48
209,2,0:53.0,Z. Randolph misses 2-pt jump shot from 8 ft,,53,48
210,2,0:49.0,Offensive rebound by J. Sampson,,53,48
211,2,0:49.0,J. Sampson makes 2-pt dunk at rim,,55,48
212,2,0:35.0,,D. Wade misses 2-pt jump shot from 13 ft,55,48
213,2,0:32.0,Defensive rebound by Z. Randolph,,55,48
214,2,0:19.0,Z. Randolph makes 2-pt jump shot from 6 ft,,57,48
215,2,0:01.0,,Shooting foul by J. Sampson (drawn by D. Wade),57,48
216,2,0:01.0,,D. Wade misses free throw 1 of 2,57,48
217,2,0:01.0,,Offensive rebound by Team,57,48
218,2,0:01.0,K. Koufos enters the game for B. Hield,,57,48
219,2,0:01.0,,D. Wade misses free throw 2 of 2,57,48
220,2,0:00.0,,Offensive rebound by J. Smith,57,48
221,2,0:00.0,,J. Smith misses 2-pt layup from 2 ft,57,48
222,2,0:00.0,,Offensive rebound by Team,57,48
223,3,11:47.0,,Turnover by K. Love (bad pass; steal by G. Temple),57,48
224,3,11:40.0,G. Hill makes 3-pt jump shot from 26 ft,,60,48
225,3,11:21.0,,Turnover by J. Smith (lost ball; steal by G. Temple),60,48
226,3,11:20.0,Personal foul by J. Smith (drawn by G. Hill),,60,48
227,3,11:20.0,,Technical foul by J. Smith,60,48
228,3,11:20.0,G. Temple misses technical free throw,,60,48
229,3,11:20.0,Offensive rebound by Team,,60,48
230,3,11:13.0,Personal foul by J. Smith (drawn by G. Hill),,60,48
231,3,10:58.0,J. Sampson makes 2-pt dunk from 2 ft (assist by G. Temple),,62,48
232,3,10:40.0,,J. Crowder misses 3-pt jump shot from 24 ft,62,48
233,3,10:37.0,Defensive rebound by J. Sampson,,62,48
234,3,10:23.0,Z. Randolph misses 3-pt jump shot from 28 ft,,62,48
235,3,10:22.0,,Defensive rebound by Team,62,48
236,3,10:04.0,,K. Love makes 2-pt jump shot from 12 ft (assist by J. Smith),62,50
237,3,9:41.0,Z. Randolph misses 2-pt jump shot from 15 ft,,62,50
238,3,9:38.0,,Defensive rebound by J. Smith,62,50
239,3,9:34.0,,J. Smith misses 3-pt jump shot from 29 ft,62,50
240,3,9:30.0,Defensive rebound by J. Sampson,,62,50
241,3,9:16.0,Personal foul by J. Crowder (drawn by J. Sampson),,62,50
242,3,9:03.0,G. Temple misses 3-pt jump shot from 26 ft,,62,50
243,3,9:01.0,,Defensive rebound by J. Smith,62,50
244,3,8:51.0,,Turnover by L. James (lost ball; steal by G. Hill),62,50
245,3,8:45.0,Turnover by D. Fox (bad pass; steal by J. Calderón),,62,50
246,3,8:40.0,,J. Smith makes 3-pt jump shot from 26 ft (assist by J. Calderón),62,53
247,3,8:23.0,Z. Randolph makes 2-pt jump shot from 9 ft,,64,53
248,3,8:09.0,,Shooting foul by G. Temple (drawn by K. Love),64,53
249,3,8:09.0,,K. Love makes free throw 1 of 2,64,54
250,3,8:09.0,,K. Love makes free throw 2 of 2,64,55
251,3,7:55.0,G. Hill makes 3-pt jump shot from 26 ft (assist by D. Fox),,67,55
252,3,7:34.0,,L. James makes 3-pt jump shot from 25 ft (assist by K. Love),67,58
253,3,7:14.0,G. Hill misses 3-pt jump shot from 26 ft,,67,58
254,3,7:11.0,,Defensive rebound by K. Love,67,58
255,3,7:01.0,,K. Love misses 3-pt jump shot from 25 ft,67,58
256,3,6:58.0,Defensive rebound by J. Sampson,,67,58
257,3,6:52.0,G. Temple misses 2-pt jump shot from 10 ft,,67,58
258,3,6:48.0,,Defensive rebound by K. Love,67,58
259,3,6:44.0,,Shooting foul by J. Sampson (drawn by L. James),67,58
260,3,6:44.0,,Cleveland full timeout,67,58
261,3,6:44.0,,L. James makes free throw 1 of 2,67,59
262,3,6:44.0,,L. James makes free throw 2 of 2,67,60
263,3,6:33.0,Turnover by G. Hill (step out of bounds),,67,60
264,3,6:20.0,,J. Smith misses 3-pt jump shot from 23 ft,67,60
265,3,6:17.0,Defensive rebound by J. Sampson,,67,60
266,3,6:02.0,Z. Randolph makes 3-pt jump shot from 24 ft (assist by G. Temple),,70,60
267,3,5:42.0,,J. Calderón misses 3-pt jump shot from 26 ft,70,60
268,3,5:39.0,Defensive rebound by J. Sampson,,70,60
269,3,5:31.0,J. Sampson misses 2-pt layup from 1 ft,,70,60
270,3,5:23.0,Offensive rebound by J. Sampson,,70,60
271,3,5:23.0,J. Sampson misses 2-pt layup at rim,,70,60
272,3,5:21.0,,Defensive rebound by K. Love,70,60
273,3,5:14.0,,J. Crowder makes 2-pt jump shot from 16 ft,70,62
274,3,4:55.0,D. Fox misses 2-pt layup from 2 ft,,70,62
275,3,4:52.0,Offensive rebound by J. Sampson,,70,62
276,3,4:35.0,Z. Randolph misses 2-pt jump shot from 10 ft,,70,62
277,3,4:33.0,,Defensive rebound by L. James,70,62
278,3,4:20.0,,K. Love misses 2-pt layup from 1 ft,70,62
279,3,4:18.0,Defensive rebound by Z. Randolph,,70,62
280,3,4:03.0,G. Hill misses 2-pt jump shot from 18 ft,,70,62
281,3,4:01.0,,Defensive rebound by K. Love,70,62
282,3,3:52.0,,K. Love makes 3-pt jump shot from 25 ft (assist by L. James),70,65
283,3,3:52.0,Sacramento full timeout,,70,65
284,3,3:52.0,,D. Wade enters the game for J. Calderón,70,65
285,3,3:52.0,B. Bogdanović enters the game for J. Sampson,,70,65
286,3,3:52.0,V. Carter enters the game for G. Temple,,70,65
287,3,3:33.0,B. Bogdanović makes 2-pt layup from 1 ft (assist by Z. Randolph),,72,65
288,3,3:18.0,,Personal foul by Z. Randolph (drawn by L. James),72,65
289,3,3:18.0,,C. Frye enters the game for K. Love,72,65
290,3,3:06.0,,L. James makes 3-pt jump shot from 28 ft (assist by C. Frye),72,68
291,3,2:49.0,V. Carter makes 2-pt layup from 1 ft (assist by B. Bogdanović),,74,68
292,3,2:37.0,,L. James makes 3-pt jump shot from 31 ft,74,71
293,3,2:14.0,Z. Randolph misses 2-pt layup from 2 ft (block by L. James),,74,71
294,3,2:11.0,Offensive rebound by Team,,74,71
295,3,2:11.0,,K. Korver enters the game for J. Smith,74,71
296,3,2:11.0,,J. Green enters the game for J. Crowder,74,71
297,3,2:11.0,K. Koufos enters the game for Z. Randolph,,74,71
298,3,2:08.0,Turnover by Team (shot clock),,74,71
299,3,2:00.0,,Personal block foul by K. Koufos (drawn by L. James),74,71
300,3,2:00.0,F. Mason enters the game for D. Fox,,74,71
301,3,1:53.0,,L. James makes 2-pt dunk at rim (assist by D. Wade),74,73
302,3,1:31.0,F. Mason makes 2-pt jump shot from 19 ft (assist by B. Bogdanović),,76,73
303,3,1:09.0,,Turnover by L. James (bad pass; steal by F. Mason),76,73
304,3,1:04.0,F. Mason misses 2-pt layup from 1 ft,,76,73
305,3,1:01.0,,Defensive rebound by L. James,76,73
306,3,0:58.0,,Turnover by L. James (bad pass; steal by F. Mason),76,73
307,3,0:50.0,K. Koufos makes 2-pt layup from 1 ft (assist by B. Bogdanović),,78,73
308,3,0:39.0,,C. Osman enters the game for L. James,78,73
309,3,0:39.0,B. Hield enters the game for G. Hill,,78,73
310,3,0:31.0,,D. Wade misses 3-pt jump shot from 26 ft,78,73
311,3,0:29.0,,Offensive rebound by Team,78,73
312,3,0:06.0,,C. Osman misses 3-pt jump shot from 25 ft,78,73
313,3,0:04.0,Defensive rebound by K. Koufos,,78,73
314,3,0:00.0,B. Hield misses 3-pt jump shot from 26 ft,,78,73
315,3,0:00.0,Offensive rebound by Team,,78,73
316,4,11:48.0,Turnover by B. Bogdanović (bad pass),,78,73
317,4,11:36.0,,K. Korver makes 3-pt jump shot from 24 ft (assist by D. Wade),78,76
318,4,11:17.0,Shooting foul by C. Osman (drawn by F. Mason),,78,76
319,4,11:17.0,F. Mason makes free throw 1 of 2,,79,76
320,4,11:17.0,F. Mason misses free throw 2 of 2,,79,76
321,4,11:15.0,,Defensive rebound by D. Wade,79,76
322,4,11:03.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by D. Wade),79,79
323,4,10:45.0,B. Hield misses 2-pt jump shot from 11 ft (block by J. Green),,79,79
324,4,10:43.0,,Defensive rebound by C. Frye,79,79
325,4,10:37.0,,K. Korver makes 3-pt jump shot from 27 ft (assist by J. Green),79,82
326,4,10:35.0,Sacramento full timeout,,79,82
327,4,10:19.0,Shooting foul by C. Osman (drawn by F. Mason),,79,82
328,4,10:19.0,F. Mason makes free throw 1 of 2,,80,82
329,4,10:19.0,F. Mason makes free throw 2 of 2,,81,82
330,4,10:03.0,,J. Green makes 2-pt layup from 2 ft (assist by D. Wade),81,84
331,4,9:45.0,K. Koufos makes 2-pt dunk from 1 ft (assist by B. Hield),,83,84
332,4,9:31.0,,Turnover by K. Korver (bad pass; steal by B. Bogdanović),83,84
333,4,9:15.0,F. Mason makes 3-pt jump shot from 27 ft,,86,84
334,4,8:54.0,,Personal foul by F. Mason (drawn by C. Frye),86,84
335,4,8:54.0,,L. James enters the game for C. Osman,86,84
336,4,8:46.0,,C. Frye makes 2-pt layup at rim (assist by K. Korver),86,86
337,4,8:27.0,B. Bogdanović misses 3-pt jump shot from 28 ft,,86,86
338,4,8:24.0,,Defensive rebound by K. Korver,86,86
339,4,8:18.0,,Turnover by D. Wade (lost ball; steal by B. Hield),86,86
340,4,8:09.0,B. Hield makes 3-pt jump shot from 26 ft (assist by F. Mason),,89,86
341,4,7:54.0,,C. Frye misses 3-pt jump shot from 25 ft,89,86
342,4,7:50.0,Defensive rebound by B. Hield,,89,86
343,4,7:37.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,89,86
344,4,7:34.0,,Defensive rebound by K. Korver,89,86
345,4,7:23.0,,L. James makes 2-pt layup from 1 ft (assist by C. Frye),89,88
346,4,7:08.0,B. Hield misses 3-pt jump shot from 23 ft,,89,88
347,4,7:05.0,,Defensive rebound by C. Frye,89,88
348,4,7:00.0,,K. Korver misses 3-pt jump shot from 25 ft,89,88
349,4,6:57.0,Defensive rebound by F. Mason,,89,88
350,4,6:40.0,Turnover by B. Bogdanović (bad pass; steal by L. James),,89,88
351,4,6:34.0,,Shooting foul by B. Bogdanović (drawn by D. Wade),89,88
352,4,6:34.0,,D. Wade misses free throw 1 of 2,89,88
353,4,6:34.0,,Offensive rebound by Team,89,88
354,4,6:34.0,Z. Randolph enters the game for V. Carter,,89,88
355,4,6:34.0,J. Sampson enters the game for K. Koufos,,89,88
356,4,6:34.0,,D. Wade makes free throw 2 of 2,89,89
357,4,6:18.0,Turnover by B. Hield (lost ball; steal by L. James),,89,89
358,4,6:13.0,,J. Green makes 2-pt dunk at rim (assist by L. James),89,91
359,4,6:13.0,Sacramento full timeout,,89,91
360,4,5:51.0,B. Bogdanović misses 3-pt jump shot from 31 ft,,89,91
361,4,5:48.0,,Defensive rebound by L. James,89,91
362,4,5:38.0,,D. Wade misses 2-pt jump shot from 13 ft,89,91
363,4,5:38.0,Defensive rebound by J. Sampson,,89,91
364,4,5:16.0,B. Hield makes 2-pt dunk at rim (assist by Z. Randolph),,91,91
365,4,4:48.0,,L. James misses 3-pt jump shot from 25 ft,91,91
366,4,4:45.0,Defensive rebound by F. Mason,,91,91
367,4,4:38.0,Turnover by B. Hield (traveling),,91,91
368,4,4:38.0,,K. Love enters the game for C. Frye,91,91
369,4,4:38.0,G. Hill enters the game for B. Bogdanović,,91,91
370,4,4:38.0,D. Fox enters the game for F. Mason,,91,91
371,4,4:26.0,,J. Green makes 2-pt layup at rim (assist by L. James),91,93
372,4,4:06.0,G. Hill makes 2-pt layup from 2 ft (assist by Z. Randolph),,93,93
373,4,4:06.0,,Cleveland full timeout,93,93
374,4,4:06.0,,Cleveland full timeout,93,93
375,4,4:06.0,,J. Smith enters the game for D. Wade,93,93
376,4,3:44.0,,L. James misses 3-pt jump shot from 27 ft,93,93
377,4,3:40.0,Defensive rebound by Z. Randolph,,93,93
378,4,3:18.0,Z. Randolph misses 2-pt jump shot from 9 ft,,93,93
379,4,3:18.0,Offensive rebound by J. Sampson,,93,93
380,4,3:18.0,J. Sampson makes 2-pt layup at rim,,95,93
381,4,2:55.0,,K. Love misses 2-pt jump shot from 11 ft,95,93
382,4,2:52.0,,Offensive rebound by L. James,95,93
383,4,2:50.0,,L. James misses 2-pt layup from 2 ft (block by G. Hill),95,93
384,4,2:47.0,Defensive rebound by B. Hield,,95,93
385,4,2:31.0,B. Hield misses 2-pt layup from 3 ft (block by L. James),,95,93
386,4,2:28.0,,Defensive rebound by K. Love,95,93
387,4,2:23.0,,Shooting foul by Z. Randolph (drawn by J. Green),95,93
388,4,2:23.0,,J. Green makes free throw 1 of 2,95,94
389,4,2:23.0,,J. Green makes free throw 2 of 2,95,95
390,4,2:01.0,Z. Randolph misses 2-pt jump shot from 10 ft,,95,95
391,4,1:58.0,,Defensive rebound by K. Love,95,95
392,4,1:36.0,,L. James makes 2-pt hook shot from 4 ft,95,97
