,QUARTER,TIME_REMAINING,BOSTON_ACTION,PORTLAND_ACTION,BOSTON_SCORE,PORTLAND_SCORE
99,2,10:18.0,J. Tatum misses 2-pt jump shot from 9 ft,,25,30
100,2,10:16.0,,Defensive rebound by C. McCollum,25,30
101,2,10:03.0,,Personal foul by G. Yabusele (drawn by E. Davis),25,30
102,2,10:03.0,A. Baynes enters the game for G. Monroe,,25,30
103,2,9:50.0,,Z. Collins misses 2-pt jump shot from 12 ft,25,30
104,2,9:48.0,Defensive rebound by S. Larkin,,25,30
105,2,9:41.0,A. Baynes misses 2-pt jump shot from 11 ft,,25,30
106,2,9:39.0,,Defensive rebound by Z. Collins,25,30
107,2,9:31.0,,P. Connaughton misses 3-pt jump shot from 23 ft,25,30
108,2,9:29.0,Defensive rebound by A. Baynes,,25,30
109,2,9:14.0,A. Baynes misses 2-pt dunk from 2 ft (block by E. Davis),,25,30
110,2,9:11.0,,Defensive rebound by C. McCollum,25,30
111,2,9:05.0,,C. McCollum makes 3-pt jump shot from 25 ft,25,33
112,2,8:46.0,A. Nader misses 2-pt jump shot from 11 ft,,25,33
113,2,8:44.0,Offensive rebound by A. Baynes,,25,33
114,2,8:44.0,A. Baynes makes 2-pt layup from 1 ft,,27,33
115,2,8:44.0,Shooting foul by E. Davis (drawn by A. Baynes),,27,33
116,2,8:44.0,M. Morris enters the game for A. Nader,,27,33
117,2,8:44.0,A. Baynes makes free throw 1 of 1,,28,33
118,2,8:32.0,,C. McCollum makes 2-pt jump shot from 13 ft,28,35
119,2,8:17.0,Personal foul by Z. Collins (drawn by G. Yabusele),,28,35
120,2,8:09.0,Shooting foul by P. Connaughton (drawn by J. Tatum),,28,35
121,2,8:09.0,J. Tatum misses free throw 1 of 2,,28,35
122,2,8:09.0,Offensive rebound by Team,,28,35
123,2,8:09.0,J. Tatum makes free throw 2 of 2,,29,35
124,2,7:57.0,,P. Connaughton misses 3-pt jump shot from 25 ft,29,35
125,2,7:55.0,Defensive rebound by A. Baynes,,29,35
126,2,7:42.0,Personal foul by E. Turner (drawn by M. Morris),,29,35
127,2,7:33.0,Turnover by J. Tatum (lost ball; steal by C. McCollum),,29,35
128,2,7:28.0,,E. Turner misses 2-pt layup at rim,29,35
129,2,7:25.0,,Offensive rebound by Z. Collins,29,35
130,2,7:23.0,,P. Connaughton misses 3-pt jump shot from 25 ft,29,35
131,2,7:20.0,Defensive rebound by A. Baynes,,29,35
132,2,7:10.0,Turnover by G. Yabusele (traveling),,29,35
133,2,7:10.0,,Portland full timeout,29,35
134,2,7:10.0,,M. Harkless enters the game for E. Turner,29,35
135,2,7:10.0,T. Rozier enters the game for S. Larkin,,29,35
136,2,6:56.0,,Z. Collins misses 3-pt jump shot from 24 ft,29,35
137,2,6:54.0,,Offensive rebound by E. Davis,29,35
138,2,6:52.0,,C. McCollum misses 3-pt jump shot from 25 ft,29,35
139,2,6:49.0,Defensive rebound by J. Tatum,,29,35
140,2,6:36.0,G. Yabusele makes 3-pt jump shot from 24 ft (assist by J. Tatum),,32,35
141,2,6:20.0,,E. Davis makes 2-pt layup from 1 ft (assist by C. McCollum),32,37
142,2,6:06.0,G. Yabusele misses 3-pt jump shot from 24 ft,,32,37
143,2,6:02.0,,Defensive rebound by E. Davis,32,37
144,2,5:50.0,,Shooting block foul by A. Baynes (drawn by M. Harkless),32,37
145,2,5:50.0,,M. Harkless misses free throw 1 of 2,32,37
146,2,5:50.0,,Offensive rebound by Team,32,37
147,2,5:50.0,,J. Nurkić enters the game for C. McCollum,32,37
148,2,5:50.0,,D. Lillard enters the game for E. Davis,32,37
149,2,5:50.0,,A. Aminu enters the game for Z. Collins,32,37
150,2,5:50.0,G. Monroe enters the game for J. Tatum,,32,37
151,2,5:50.0,A. Horford enters the game for G. Yabusele,,32,37
152,2,5:50.0,S. Larkin enters the game for A. Baynes,,32,37
153,2,5:50.0,,M. Harkless makes free throw 2 of 2,32,38
154,2,5:37.0,T. Rozier misses 2-pt jump shot from 9 ft,,32,38
155,2,5:35.0,Offensive rebound by G. Monroe,,32,38
156,2,5:33.0,G. Monroe misses 2-pt layup from 2 ft (block by A. Aminu),,32,38
157,2,5:32.0,,Defensive rebound by P. Connaughton,32,38
158,2,5:23.0,,D. Lillard misses 2-pt layup from 1 ft,32,38
159,2,5:22.0,Defensive rebound by G. Monroe,,32,38
160,2,5:10.0,M. Morris misses 2-pt jump shot from 11 ft,,32,38
161,2,5:08.0,,Defensive rebound by M. Harkless,32,38
162,2,4:58.0,,J. Nurkić makes 2-pt layup from 1 ft (assist by D. Lillard),32,40
163,2,4:40.0,M. Morris makes 3-pt jump shot from 24 ft (assist by S. Larkin),,35,40
164,2,4:40.0,Shooting foul by M. Harkless (drawn by M. Morris),,35,40
165,2,4:40.0,M. Morris makes free throw 1 of 1,,36,40
166,2,4:25.0,,Turnover by A. Aminu (lost ball; steal by S. Larkin),36,40
167,2,4:12.0,M. Morris makes 2-pt jump shot from 18 ft (assist by G. Monroe),,38,40
168,2,3:48.0,,A. Aminu makes 2-pt layup at rim,38,42
169,2,3:38.0,A. Horford makes 2-pt layup from 1 ft (assist by G. Monroe),,40,42
170,2,3:22.0,,M. Harkless misses 3-pt jump shot from 22 ft,40,42
171,2,3:20.0,Defensive rebound by G. Monroe,,40,42
172,2,3:11.0,Turnover by G. Monroe (lost ball; steal by J. Nurkić),,40,42
173,2,3:08.0,,Turnover by J. Nurkić (bad pass),40,42
174,2,2:58.0,M. Morris makes 2-pt layup from 1 ft (assist by G. Monroe),,42,42
175,2,2:41.0,,D. Lillard misses 2-pt layup from 1 ft (block by G. Monroe),42,42
176,2,2:39.0,Defensive rebound by S. Larkin,,42,42
177,2,2:34.0,M. Morris misses 3-pt jump shot from 22 ft,,42,42
178,2,2:34.0,Offensive rebound by G. Monroe,,42,42
179,2,2:30.0,Turnover by G. Monroe (lost ball; steal by A. Aminu),,42,42
180,2,2:25.0,,M. Harkless makes 2-pt dunk at rim (assist by D. Lillard),42,44
181,2,2:22.0,Boston full timeout,,42,44
182,2,2:22.0,,C. McCollum enters the game for P. Connaughton,42,44
183,2,2:09.0,T. Rozier misses 3-pt jump shot from 25 ft,,42,44
184,2,2:06.0,,Defensive rebound by J. Nurkić,42,44
185,2,1:57.0,,A. Aminu makes 2-pt jump shot from 6 ft (assist by D. Lillard),42,46
186,2,1:42.0,J. Tatum enters the game for G. Monroe,,42,46
187,2,1:33.0,A. Horford misses 2-pt jump shot from 17 ft,,42,46
188,2,1:30.0,,Defensive rebound by A. Aminu,42,46
189,2,1:24.0,,A. Aminu misses 3-pt jump shot from 24 ft,42,46
190,2,1:21.0,Defensive rebound by J. Tatum,,42,46
191,2,1:18.0,Shooting foul by M. Harkless (drawn by J. Tatum),,42,46
192,2,1:18.0,J. Tatum makes free throw 1 of 2,,43,46
193,2,1:18.0,J. Tatum makes free throw 2 of 2,,44,46
194,2,1:06.0,,Turnover by D. Lillard (bad pass; steal by J. Tatum),44,46
195,2,1:05.0,,Offensive charge foul by J. Tatum (drawn by D. Lillard),44,46
196,2,1:05.0,Turnover by J. Tatum (bad pass),,44,46
197,2,0:59.0,,J. Nurkić makes 2-pt layup from 2 ft (assist by D. Lillard),44,48
198,2,0:46.0,A. Horford makes 3-pt jump shot from 24 ft (assist by S. Larkin),,47,48
199,2,0:36.0,,D. Lillard makes 2-pt layup from 1 ft,47,50
200,2,0:27.0,T. Rozier misses 2-pt layup from 1 ft,,47,50
201,2,0:25.0,,Defensive rebound by A. Aminu,47,50
202,2,0:08.0,,D. Lillard makes 2-pt jump shot from 5 ft,47,52
203,2,0:00.0,J. Tatum misses 2-pt jump shot from 1 ft,,47,52
204,2,0:00.0,,Defensive rebound by A. Aminu,47,52
205,3,11:41.0,Turnover by J. Tatum (bad pass; steal by A. Aminu),,47,52
206,3,11:41.0,Loose ball foul by A. Baynes (drawn by A. Aminu),,47,52
207,3,11:26.0,,J. Nurkić misses 2-pt hook shot from 3 ft,47,52
208,3,11:25.0,Defensive rebound by A. Baynes,,47,52
209,3,11:14.0,T. Rozier makes 2-pt jump shot from 20 ft,,49,52
210,3,10:53.0,,D. Lillard misses 3-pt jump shot from 28 ft,49,52
211,3,10:51.0,,Offensive rebound by J. Nurkić,49,52
212,3,10:51.0,,Personal foul by J. Tatum (drawn by J. Nurkić),49,52
213,3,10:45.0,,C. McCollum misses 2-pt layup from 2 ft,49,52
214,3,10:42.0,,Offensive rebound by C. McCollum,49,52
215,3,10:36.0,,C. McCollum misses 3-pt jump shot from 24 ft,49,52
216,3,10:35.0,,Offensive rebound by M. Harkless,49,52
217,3,10:35.0,,M. Harkless misses 2-pt layup from 1 ft,49,52
218,3,10:35.0,Defensive rebound by A. Baynes,,49,52
219,3,10:35.0,Boston full timeout,,49,52
220,3,10:22.0,T. Rozier misses 2-pt jump shot from 16 ft,,49,52
221,3,10:18.0,,Defensive rebound by J. Nurkić,49,52
222,3,10:11.0,,A. Aminu makes 3-pt jump shot from 22 ft (assist by D. Lillard),49,55
223,3,9:44.0,J. Tatum misses 2-pt jump shot from 17 ft,,49,55
224,3,9:42.0,,Defensive rebound by A. Aminu,49,55
225,3,9:22.0,,A. Aminu makes 2-pt jump shot from 21 ft,49,57
226,3,9:03.0,Shooting block foul by M. Harkless (drawn by M. Morris),,49,57
227,3,9:03.0,M. Morris makes free throw 1 of 2,,50,57
228,3,9:03.0,M. Morris makes free throw 2 of 2,,51,57
229,3,8:49.0,,J. Nurkić makes 2-pt dunk at rim (assist by D. Lillard),51,59
230,3,8:30.0,Personal foul by A. Aminu (drawn by T. Rozier),,51,59
231,3,8:23.0,A. Baynes makes 2-pt jump shot from 15 ft (assist by J. Tatum),,53,59
232,3,8:05.0,,D. Lillard makes 3-pt jump shot from 26 ft,53,62
233,3,7:53.0,,Violation by J. Nurkić (kicked ball),53,62
234,3,7:48.0,A. Baynes misses 2-pt jump shot from 20 ft,,53,62
235,3,7:44.0,,Defensive rebound by C. McCollum,53,62
236,3,7:38.0,,C. McCollum makes 2-pt dunk at rim,53,64
237,3,7:25.0,A. Baynes makes 2-pt hook shot from 5 ft (assist by A. Horford),,55,64
238,3,7:12.0,,D. Lillard misses 3-pt jump shot from 24 ft,55,64
239,3,7:12.0,Defensive rebound by A. Baynes,,55,64
240,3,6:59.0,M. Morris makes 2-pt layup from 1 ft (assist by A. Baynes),,57,64
241,3,6:43.0,,Personal foul by A. Baynes (drawn by D. Lillard),57,64
242,3,6:43.0,S. Larkin enters the game for J. Tatum,,57,64
243,3,6:43.0,S. Ojeleye enters the game for A. Horford,,57,64
244,3,6:37.0,,C. McCollum makes 2-pt jump shot from 2 ft,57,66
245,3,6:19.0,Shooting foul by M. Harkless (drawn by M. Morris),,57,66
246,3,6:19.0,M. Morris makes free throw 1 of 2,,58,66
247,3,6:19.0,,E. Turner enters the game for M. Harkless,58,66
248,3,6:19.0,A. Horford enters the game for S. Ojeleye,,58,66
249,3,6:19.0,M. Morris makes free throw 2 of 2,,59,66
250,3,6:03.0,,C. McCollum makes 2-pt jump shot from 15 ft (assist by E. Turner),59,68
251,3,5:34.0,A. Baynes misses 3-pt jump shot from 23 ft,,59,68
252,3,5:32.0,,Defensive rebound by A. Aminu,59,68
253,3,5:25.0,,C. McCollum misses 2-pt jump shot from 16 ft,59,68
254,3,5:24.0,Defensive rebound by A. Baynes,,59,68
255,3,5:08.0,T. Rozier misses 3-pt jump shot from 23 ft,,59,68
256,3,5:06.0,,Defensive rebound by J. Nurkić,59,68
257,3,4:54.0,,D. Lillard makes 2-pt layup at rim,59,70
258,3,4:26.0,Turnover by A. Horford (lost ball; steal by A. Aminu),,59,70
259,3,4:19.0,,C. McCollum misses 2-pt jump shot from 13 ft,59,70
260,3,4:17.0,Defensive rebound by T. Rozier,,59,70
261,3,4:08.0,T. Rozier misses 2-pt layup from 1 ft,,59,70
262,3,4:06.0,,Defensive rebound by J. Nurkić,59,70
263,3,3:57.0,,Shooting foul by A. Baynes (drawn by J. Nurkić),59,70
264,3,3:57.0,,J. Nurkić misses free throw 1 of 2,59,70
265,3,3:57.0,,Offensive rebound by Team,59,70
266,3,3:57.0,,Z. Collins enters the game for A. Aminu,59,70
267,3,3:57.0,,P. Connaughton enters the game for E. Turner,59,70
268,3,3:57.0,G. Yabusele enters the game for T. Rozier,,59,70
269,3,3:57.0,S. Ojeleye enters the game for A. Baynes,,59,70
270,3,3:57.0,G. Monroe enters the game for A. Horford,,59,70
271,3,3:57.0,,E. Turner enters the game for C. McCollum,59,70
272,3,3:57.0,,J. Nurkić makes free throw 2 of 2,59,71
273,3,3:39.0,M. Morris misses 2-pt jump shot from 9 ft (block by E. Turner),,59,71
274,3,3:36.0,,Defensive rebound by Z. Collins,59,71
275,3,3:36.0,,Portland full timeout,59,71
276,3,3:36.0,,E. Davis enters the game for J. Nurkić,59,71
277,3,3:23.0,,P. Connaughton misses 2-pt jump shot from 8 ft,59,71
278,3,3:19.0,Defensive rebound by G. Monroe,,59,71
279,3,2:58.0,G. Monroe misses 2-pt jump shot from 11 ft,,59,71
280,3,2:54.0,Offensive rebound by M. Morris,,59,71
281,3,2:53.0,M. Morris makes 2-pt layup at rim,,61,71
282,3,2:41.0,,Offensive foul by P. Connaughton (drawn by S. Larkin),61,71
283,3,2:41.0,,Turnover by P. Connaughton (offensive foul),61,71
284,3,2:22.0,S. Larkin misses 2-pt jump shot from 10 ft,,61,71
285,3,2:21.0,,Defensive rebound by P. Connaughton,61,71
286,3,2:13.0,,Personal foul by G. Yabusele (drawn by D. Lillard),61,71
287,3,2:13.0,,D. Lillard makes free throw 1 of 2,61,72
288,3,2:13.0,,D. Lillard makes free throw 2 of 2,61,73
289,3,1:57.0,G. Monroe makes 2-pt jump shot from 5 ft,,63,73
290,3,1:39.0,,P. Connaughton misses 3-pt jump shot from 23 ft,63,73
291,3,1:36.0,Defensive rebound by G. Yabusele,,63,73
292,3,1:30.0,Shooting foul by E. Turner (drawn by M. Morris),,63,73
293,3,1:30.0,M. Morris makes free throw 1 of 2,,64,73
294,3,1:30.0,M. Morris makes free throw 2 of 2,,65,73
295,3,1:15.0,,Shooting foul by M. Morris (drawn by E. Turner),65,73
296,3,1:15.0,,E. Turner makes free throw 1 of 2,65,74
297,3,1:15.0,J. Tatum enters the game for M. Morris,,65,74
298,3,1:15.0,,E. Turner makes free throw 2 of 2,65,75
299,3,0:59.0,G. Monroe misses 2-pt layup at rim,,65,75
300,3,0:58.0,,Defensive rebound by Z. Collins,65,75
301,3,0:49.0,,D. Lillard makes 2-pt layup from 1 ft,65,77
302,3,0:29.0,G. Monroe misses 2-pt hook shot from 4 ft,,65,77
303,3,0:28.0,Offensive rebound by G. Yabusele,,65,77
304,3,0:23.0,S. Larkin misses 2-pt layup from 3 ft,,65,77
305,3,0:20.0,Offensive rebound by G. Monroe,,65,77
306,3,0:19.0,G. Monroe makes 2-pt layup from 1 ft,,67,77
307,3,0:02.0,,D. Lillard misses 2-pt jump shot from 19 ft,67,77
308,3,0:02.0,Defensive rebound by S. Ojeleye,,67,77
309,4,11:43.0,,P. Connaughton makes 2-pt layup from 1 ft (assist by C. McCollum),67,79
310,4,11:27.0,J. Tatum makes 2-pt jump shot from 18 ft (assist by S. Larkin),,69,79
311,4,11:09.0,,Turnover by Z. Collins (bad pass),69,79
312,4,11:00.0,S. Larkin makes 3-pt jump shot from 25 ft,,72,79
313,4,10:43.0,,E. Turner makes 2-pt layup from 1 ft,72,81
314,4,10:29.0,S. Larkin makes 2-pt jump shot from 7 ft,,74,81
315,4,10:14.0,,E. Davis misses 2-pt hook shot from 3 ft,74,81
316,4,10:14.0,Defensive rebound by G. Monroe,,74,81
317,4,10:04.0,J. Tatum makes 2-pt jump shot from 9 ft,,76,81
318,4,9:47.0,,P. Connaughton misses 3-pt jump shot from 23 ft,76,81
319,4,9:45.0,Defensive rebound by J. Tatum,,76,81
320,4,9:39.0,Shooting foul by Z. Collins (drawn by J. Tatum),,76,81
321,4,9:39.0,J. Tatum makes free throw 1 of 2,,77,81
322,4,9:39.0,J. Tatum makes free throw 2 of 2,,78,81
323,4,9:25.0,,C. McCollum makes 2-pt jump shot from 17 ft,78,83
324,4,9:11.0,S. Larkin makes 2-pt jump shot from 18 ft,,80,83
325,4,9:10.0,,Portland full timeout,80,83
326,4,8:57.0,,C. McCollum misses 2-pt jump shot from 15 ft,80,83
327,4,8:56.0,Defensive rebound by G. Yabusele,,80,83
328,4,8:42.0,Shooting foul by Z. Collins (drawn by S. Larkin),,80,83
329,4,8:42.0,S. Larkin makes free throw 1 of 2,,81,83
330,4,8:42.0,,D. Lillard enters the game for E. Turner,81,83
331,4,8:42.0,S. Larkin makes free throw 2 of 2,,82,83
332,4,8:18.0,,C. McCollum misses 2-pt jump shot from 15 ft,82,83
333,4,8:18.0,,Offensive rebound by P. Connaughton,82,83
334,4,8:18.0,,Shooting foul by J. Tatum (drawn by P. Connaughton),82,83
335,4,8:18.0,,P. Connaughton misses free throw 1 of 2,82,83
336,4,8:18.0,,Offensive rebound by Team,82,83
337,4,8:18.0,,P. Connaughton makes free throw 2 of 2,82,84
338,4,8:07.0,,Violation by C. McCollum (kicked ball),82,84
339,4,7:55.0,G. Yabusele misses 3-pt jump shot from 25 ft,,82,84
340,4,7:54.0,Offensive rebound by J. Tatum,,82,84
341,4,7:54.0,Personal foul by P. Connaughton (drawn by J. Tatum),,82,84
342,4,7:54.0,,J. Nurkić enters the game for E. Davis,82,84
343,4,7:54.0,,A. Aminu enters the game for Z. Collins,82,84
344,4,7:54.0,A. Horford enters the game for J. Tatum,,82,84
345,4,7:54.0,T. Rozier enters the game for G. Monroe,,82,84
346,4,7:45.0,S. Ojeleye misses 2-pt jump shot from 10 ft,,82,84
347,4,7:43.0,,Defensive rebound by J. Nurkić,82,84
348,4,7:27.0,,J. Nurkić misses 2-pt hook shot from 2 ft,82,84
349,4,7:25.0,Defensive rebound by S. Larkin,,82,84
350,4,7:20.0,Turnover by S. Larkin (lost ball; steal by C. McCollum),,82,84
351,4,7:16.0,,P. Connaughton misses 3-pt jump shot from 25 ft,82,84
352,4,7:12.0,,Offensive rebound by D. Lillard,82,84
353,4,7:07.0,,D. Lillard misses 3-pt jump shot from 27 ft,82,84
354,4,7:04.0,,Offensive rebound by D. Lillard,82,84
355,4,6:54.0,,Personal foul by T. Rozier (drawn by D. Lillard),82,84
356,4,6:54.0,,M. Harkless enters the game for P. Connaughton,82,84
357,4,6:54.0,M. Morris enters the game for G. Yabusele,,82,84
358,4,6:41.0,,A. Aminu misses 3-pt jump shot from 24 ft,82,84
359,4,6:38.0,Defensive rebound by M. Morris,,82,84
360,4,6:30.0,M. Morris makes 3-pt jump shot from 25 ft (assist by T. Rozier),,85,84
361,4,6:11.0,,D. Lillard misses 2-pt layup from 2 ft,85,84
362,4,6:08.0,Defensive rebound by S. Ojeleye,,85,84
363,4,6:01.0,S. Larkin misses 2-pt layup at rim,,85,84
364,4,5:59.0,,Defensive rebound by J. Nurkić,85,84
365,4,5:54.0,,C. McCollum makes 2-pt layup from 1 ft,85,86
366,4,5:36.0,Personal foul by D. Lillard (drawn by A. Horford),,85,86
367,4,5:36.0,J. Tatum enters the game for S. Larkin,,85,86
368,4,5:25.0,Shooting foul by J. Nurkić (drawn by T. Rozier),,85,86
369,4,5:25.0,T. Rozier makes free throw 1 of 2,,86,86
370,4,5:25.0,T. Rozier makes free throw 2 of 2,,87,86
371,4,5:05.0,,C. McCollum makes 2-pt hook shot from 3 ft,87,88
372,4,5:05.0,,Shooting foul by M. Morris (drawn by C. McCollum),87,88
373,4,5:05.0,,C. McCollum makes free throw 1 of 1,87,89
374,4,4:49.0,T. Rozier misses 2-pt layup from 1 ft,,87,89
375,4,4:46.0,,Defensive rebound by A. Aminu,87,89
376,4,4:39.0,,C. McCollum makes 2-pt jump shot from 2 ft,87,91
377,4,4:39.0,Boston full timeout,,87,91
378,4,4:39.0,S. Larkin enters the game for S. Ojeleye,,87,91
379,4,4:25.0,A. Horford makes 3-pt jump shot from 24 ft (assist by S. Larkin),,90,91
380,4,4:02.0,,M. Harkless misses 2-pt hook shot from 3 ft,90,91
381,4,4:01.0,,Offensive rebound by Team,90,91
382,4,3:57.0,,J. Nurkić misses 2-pt hook shot from 2 ft (block by A. Horford),90,91
383,4,3:54.0,Defensive rebound by J. Tatum,,90,91
384,4,3:48.0,Shooting foul by J. Nurkić (drawn by A. Horford),,90,91
