,QUARTER,TIME_REMAINING,PHOENIX_ACTION,CLEVELAND_ACTION,PHOENIX_SCORE,CLEVELAND_SCORE
397,4,6:31.0,,Cleveland full timeout,80,105
398,4,6:31.0,,G. Hill enters the game for R. Hood,80,105
399,4,6:31.0,M. Chriss enters the game for D. Bender,,80,105
400,4,6:31.0,,L. Nance makes free throw 1 of 1,80,106
401,4,6:11.0,Turnover by J. Jackson (bad pass; steal by K. Love),,80,106
402,4,5:50.0,,L. Nance makes 2-pt layup from 1 ft (assist by K. Love),80,108
403,4,5:32.0,J. Jackson makes 2-pt jump shot from 15 ft,,82,108
404,4,5:25.0,,Cleveland full timeout,82,108
405,4,5:25.0,,A. Žižić enters the game for K. Love,82,108
406,4,5:25.0,,T. Thompson enters the game for L. Nance,82,108
407,4,5:14.0,,G. Hill misses 3-pt jump shot from 25 ft,82,108
408,4,5:09.0,,Offensive rebound by A. Žižić,82,108
409,4,4:50.0,,J. Clarkson makes 2-pt jump shot from 14 ft,82,110
410,4,4:32.0,T. Daniels misses 2-pt jump shot from 21 ft,,82,110
411,4,4:28.0,,Defensive rebound by T. Thompson,82,110
412,4,4:22.0,,J. Smith makes 3-pt jump shot from 28 ft (assist by G. Hill),82,113
413,4,4:02.0,T. Daniels makes 3-pt jump shot from 25 ft (assist by M. Chriss),,85,113
414,4,3:44.0,,J. Smith misses 3-pt jump shot from 24 ft,85,113
415,4,3:41.0,Defensive rebound by E. Payton,,85,113
416,4,3:34.0,E. Payton makes 2-pt jump shot from 10 ft,,87,113
417,4,3:16.0,,J. Clarkson misses 2-pt jump shot at rim,87,113
418,4,3:15.0,,Offensive rebound by J. Clarkson,87,113
419,4,3:15.0,,J. Clarkson misses 2-pt layup at rim,87,113
420,4,3:14.0,,Offensive rebound by T. Thompson,87,113
421,4,3:13.0,,T. Thompson misses 2-pt layup at rim,87,113
422,4,3:12.0,Defensive rebound by T. Daniels,,87,113
423,4,3:10.0,Personal foul by G. Hill (drawn by J. Jackson),,87,113
424,4,3:10.0,,J. Holland enters the game for G. Hill,87,113
425,4,3:10.0,,L. Perrantes enters the game for J. Smith,87,113
426,4,3:10.0,T. Ulis enters the game for E. Payton,,87,113
427,4,3:10.0,S. Harrison enters the game for J. Jackson,,87,113
428,4,3:10.0,D. Reed enters the game for T. Daniels,,87,113
429,4,2:54.0,S. Harrison makes 2-pt layup at rim (assist by A. Len),,89,113
430,4,2:44.0,,J. Holland misses 3-pt jump shot from 26 ft,89,113
431,4,2:44.0,Defensive rebound by M. Chriss,,89,113
432,4,2:30.0,D. Reed misses 2-pt jump shot from 22 ft,,89,113
433,4,2:30.0,,Defensive rebound by T. Thompson,89,113
434,4,2:05.0,,T. Thompson makes 2-pt hook shot from 3 ft,89,115
435,4,1:58.0,A. Len makes 2-pt layup from 3 ft (assist by T. Ulis),,91,115
436,4,1:58.0,Shooting foul by A. Žižić (drawn by A. Len),,91,115
437,4,1:58.0,A. Len misses free throw 1 of 1,,91,115
438,4,1:55.0,,Defensive rebound by T. Thompson,91,115
439,4,1:47.0,,Turnover by J. Holland (bad pass; steal by T. Ulis),91,115
440,4,1:44.0,S. Harrison makes 2-pt dunk from 1 ft (assist by T. Ulis),,93,115
441,4,1:31.0,,A. Žižić makes 2-pt jump shot from 16 ft (assist by J. Clarkson),93,117
442,4,1:21.0,M. Chriss misses 3-pt jump shot from 26 ft,,93,117
443,4,1:21.0,,Defensive rebound by A. Žižić,93,117
444,4,1:10.0,,L. Perrantes misses 2-pt layup from 3 ft (block by T. Ulis),93,117
445,4,1:10.0,,Offensive rebound by T. Thompson,93,117
446,4,1:05.0,,T. Thompson misses 2-pt jump shot from 10 ft,93,117
447,4,1:05.0,Defensive rebound by M. Chriss,,93,117
448,4,1:02.0,Personal foul by L. Perrantes (drawn by M. Chriss),,93,117
449,4,1:02.0,M. Chriss makes free throw 1 of 2,,94,117
450,4,1:02.0,M. Chriss makes free throw 2 of 2,,95,117
451,4,0:47.0,,A. Žižić makes 2-pt hook shot from 7 ft,95,119
452,4,0:31.0,T. Ulis misses 3-pt jump shot from 26 ft,,95,119
453,4,0:31.0,,Defensive rebound by L. Perrantes,95,119
454,4,0:22.0,,Shooting foul by S. Harrison (drawn by L. Perrantes),95,119
455,4,0:22.0,,L. Perrantes misses free throw 1 of 3,95,119
456,4,0:22.0,,Offensive rebound by Team,95,119
457,4,0:22.0,,L. Perrantes makes free throw 2 of 3,95,120
458,4,0:22.0,,L. Perrantes misses free throw 3 of 3,95,120
459,4,0:16.0,,Offensive rebound by T. Thompson,95,120
