,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,SACRAMENTO_ACTION,PHILADELPHIA_SCORE,SACRAMENTO_SCORE
54,1,6:20.0,,W. Cauley-Stein makes free throw 2 of 2,12,10
55,1,6:10.0,T. McConnell makes 2-pt jump shot from 13 ft,,14,10
56,1,6:03.0,,W. Cauley-Stein makes 2-pt layup from 3 ft (assist by G. Hill),14,12
57,1,5:52.0,R. Covington misses 3-pt jump shot from 24 ft,,14,12
58,1,5:46.0,,Defensive rebound by G. Hill,14,12
59,1,5:39.0,,Z. Randolph makes 3-pt jump shot from 25 ft (assist by G. Hill),14,15
60,1,5:27.0,R. Covington makes 3-pt jump shot from 24 ft (assist by B. Simmons),,17,15
61,1,5:13.0,,W. Cauley-Stein makes 2-pt layup from 4 ft (assist by G. Hill),17,17
62,1,5:01.0,R. Covington misses 3-pt jump shot from 25 ft,,17,17
63,1,4:59.0,,Defensive rebound by Z. Randolph,17,17
64,1,4:50.0,,G. Hill misses 2-pt jump shot from 14 ft,17,17
65,1,4:46.0,Defensive rebound by R. Covington,,17,17
66,1,4:43.0,Shooting foul by W. Cauley-Stein (drawn by B. Simmons),,17,17
67,1,4:43.0,B. Simmons misses free throw 1 of 2,,17,17
68,1,4:43.0,Offensive rebound by Team,,17,17
69,1,4:43.0,,K. Koufos enters the game for W. Cauley-Stein,17,17
70,1,4:43.0,B. Simmons makes free throw 2 of 2,,18,17
71,1,4:28.0,,Turnover by B. Bogdanović (bad pass; steal by B. Simmons),18,17
72,1,4:25.0,B. Simmons makes 2-pt dunk at rim,,20,17
73,1,4:16.0,,K. Koufos misses 2-pt jump shot from 5 ft,20,17
74,1,4:14.0,,Offensive rebound by K. Koufos,20,17
75,1,4:14.0,,Personal foul by R. Holmes (drawn by K. Koufos),20,17
76,1,4:14.0,,B. Hield enters the game for G. Temple,20,17
77,1,4:14.0,D. Šarić enters the game for B. Simmons,,20,17
78,1,4:14.0,J. Redick enters the game for R. Covington,,20,17
79,1,4:05.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,20,17
80,1,4:02.0,Defensive rebound by D. Šarić,,20,17
81,1,3:46.0,D. Šarić makes 2-pt layup from 2 ft (assist by J. Redick),,22,17
82,1,3:36.0,,Sacramento full timeout,22,17
83,1,3:36.0,,D. Fox enters the game for G. Hill,22,17
84,1,3:36.0,,J. Jackson enters the game for B. Bogdanović,22,17
85,1,3:36.0,J. Embiid enters the game for R. Holmes,,22,17
86,1,3:29.0,,Z. Randolph makes 2-pt layup from 3 ft (assist by J. Jackson),22,19
87,1,3:09.0,J. Embiid misses 2-pt layup from 1 ft,,22,19
88,1,3:06.0,,Defensive rebound by K. Koufos,22,19
89,1,2:52.0,,Z. Randolph misses 2-pt layup from 2 ft,22,19
90,1,2:45.0,,Offensive rebound by K. Koufos,22,19
91,1,2:45.0,,K. Koufos makes 2-pt layup at rim,22,21
92,1,2:35.0,Shooting foul by K. Koufos (drawn by J. Embiid),,22,21
93,1,2:35.0,J. Embiid makes free throw 1 of 2,,23,21
94,1,2:35.0,,S. Labissière enters the game for Z. Randolph,23,21
95,1,2:35.0,J. Anderson enters the game for T. Luwawu-Cabarrot,,23,21
96,1,2:35.0,J. Embiid misses free throw 2 of 2,,23,21
97,1,2:32.0,,Defensive rebound by K. Koufos,23,21
98,1,2:25.0,,J. Jackson makes 3-pt jump shot from 23 ft (assist by B. Hield),23,24
99,1,2:09.0,J. Embiid misses 2-pt jump shot from 15 ft,,23,24
100,1,2:06.0,,Defensive rebound by K. Koufos,23,24
101,1,1:53.0,,B. Hield misses 2-pt jump shot from 22 ft,23,24
102,1,1:50.0,Defensive rebound by J. Embiid,,23,24
103,1,1:37.0,D. Šarić misses 3-pt jump shot from 24 ft,,23,24
104,1,1:34.0,Offensive rebound by J. Anderson,,23,24
105,1,1:22.0,J. Redick misses 2-pt jump shot from 17 ft,,23,24
106,1,1:20.0,Offensive rebound by D. Šarić,,23,24
107,1,1:15.0,Philadelphia full timeout,,23,24
108,1,1:12.0,J. Anderson misses 2-pt dunk from 6 ft,,23,24
109,1,1:09.0,Offensive rebound by J. Anderson,,23,24
110,1,1:07.0,J. Redick misses 3-pt jump shot from 24 ft,,23,24
111,1,1:07.0,,Defensive rebound by K. Koufos,23,24
112,1,0:52.0,,B. Hield misses 2-pt layup from 4 ft,23,24
113,1,0:49.0,Defensive rebound by T. McConnell,,23,24
114,1,0:46.0,J. Redick makes 3-pt jump shot from 24 ft (assist by T. McConnell),,26,24
115,1,0:41.0,,D. Fox misses 2-pt layup from 3 ft,26,24
116,1,0:38.0,Defensive rebound by J. Anderson,,26,24
117,1,0:29.0,J. Redick misses 3-pt jump shot from 23 ft,,26,24
118,1,0:25.0,,Defensive rebound by K. Koufos,26,24
119,1,0:23.0,,J. Jackson makes 2-pt jump shot from 20 ft (assist by D. Fox),26,26
120,1,0:03.0,J. Anderson misses 3-pt jump shot from 23 ft,,26,26
121,1,0:00.0,,Defensive rebound by B. Hield,26,26
122,2,11:51.0,,Shooting foul by B. Simmons (drawn by D. Fox),26,26
123,2,11:51.0,,D. Fox misses free throw 1 of 2,26,26
124,2,11:51.0,,Offensive rebound by Team,26,26
125,2,11:51.0,,D. Fox makes free throw 2 of 2,26,27
126,2,11:38.0,J. Embiid makes 2-pt hook shot from 8 ft,,28,27
127,2,11:17.0,,J. Jackson makes 3-pt jump shot from 23 ft (assist by K. Koufos),28,30
128,2,11:06.0,J. Embiid misses 3-pt jump shot from 24 ft,,28,30
129,2,10:59.0,,Defensive rebound by B. Hield,28,30
130,2,10:56.0,,B. Hield makes 2-pt jump shot from 15 ft,28,32
131,2,10:44.0,D. Šarić misses 2-pt jump shot from 20 ft,,28,32
132,2,10:40.0,Offensive rebound by J. Anderson,,28,32
133,2,10:39.0,J. Anderson makes 3-pt jump shot from 23 ft (assist by T. Luwawu-Cabarrot),,31,32
134,2,10:20.0,,S. Labissière makes 2-pt jump shot from 23 ft (assist by B. Hield),31,34
135,2,10:14.0,Shooting foul by D. Fox (drawn by B. Simmons),,31,34
136,2,10:14.0,B. Simmons makes free throw 1 of 2,,32,34
137,2,10:14.0,T. McConnell enters the game for D. Šarić,,32,34
138,2,10:14.0,B. Simmons makes free throw 2 of 2,,33,34
139,2,9:57.0,,S. Labissière misses 2-pt jump shot from 11 ft,33,34
140,2,9:54.0,Defensive rebound by J. Anderson,,33,34
141,2,9:44.0,J. Anderson misses 2-pt layup from 3 ft (block by S. Labissière),,33,34
142,2,9:44.0,,Turnover by S. Labissière (bad pass; steal by J. Anderson),33,34
143,2,9:40.0,,Defensive rebound by S. Labissière,33,34
144,2,9:37.0,J. Embiid misses 2-pt jump shot from 13 ft,,33,34
145,2,9:30.0,,Defensive rebound by B. Hield,33,34
146,2,9:26.0,,S. Labissière misses 2-pt jump shot from 19 ft,33,34
147,2,9:22.0,Defensive rebound by J. Embiid,,33,34
148,2,9:16.0,B. Simmons makes 2-pt hook shot from 7 ft,,35,34
149,2,8:51.0,,J. Jackson misses 2-pt jump shot from 23 ft,35,34
150,2,8:51.0,Defensive rebound by J. Embiid,,35,34
151,2,8:42.0,,Offensive charge foul by J. Embiid (drawn by B. Hield),35,34
152,2,8:42.0,Turnover by J. Embiid (offensive foul),,35,34
153,2,8:42.0,R. Holmes enters the game for J. Anderson,,35,34
154,2,8:42.0,R. Covington enters the game for J. Embiid,,35,34
155,2,8:29.0,,J. Jackson misses 2-pt jump shot from 6 ft,35,34
156,2,8:25.0,,Offensive rebound by S. Labissière,35,34
157,2,8:20.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by D. Fox),35,37
158,2,8:12.0,R. Covington makes 3-pt jump shot from 25 ft (assist by R. Holmes),,38,37
159,2,8:12.0,Shooting foul by S. Labissière (drawn by R. Covington),,38,37
160,2,8:12.0,R. Covington misses free throw 1 of 1,,38,37
161,2,8:08.0,,Defensive rebound by K. Koufos,38,37
162,2,7:58.0,,K. Koufos makes 2-pt hook shot from 12 ft (assist by D. Fox),38,39
163,2,7:46.0,R. Covington makes 3-pt jump shot from 25 ft,,41,39
164,2,7:46.0,Shooting foul by S. Labissière (drawn by R. Covington),,41,39
165,2,7:46.0,,M. Richardson enters the game for S. Labissière,41,39
166,2,7:46.0,J. Redick enters the game for T. Luwawu-Cabarrot,,41,39
167,2,7:46.0,R. Covington makes free throw 1 of 1,,42,39
168,2,7:36.0,,D. Fox makes 2-pt jump shot from 19 ft (assist by K. Koufos),42,41
169,2,7:22.0,R. Holmes misses 2-pt jump shot from 8 ft,,42,41
170,2,7:22.0,,Defensive rebound by D. Fox,42,41
171,2,7:15.0,,M. Richardson makes 3-pt jump shot from 25 ft (assist by J. Jackson),42,44
172,2,7:13.0,Philadelphia full timeout,,42,44
173,2,6:57.0,J. Redick makes 2-pt layup from 2 ft (assist by T. McConnell),,44,44
174,2,6:46.0,,Turnover by D. Fox (bad pass; steal by T. McConnell),44,44
175,2,6:43.0,Turnover by T. McConnell (step out of bounds),,44,44
176,2,6:20.0,,M. Richardson makes 3-pt jump shot from 25 ft (assist by B. Hield),44,47
177,2,6:10.0,,Offensive charge foul by B. Simmons (drawn by J. Jackson),44,47
178,2,6:10.0,Turnover by B. Simmons (offensive foul),,44,47
179,2,6:10.0,D. Šarić enters the game for B. Simmons,,44,47
180,2,5:56.0,,B. Hield misses 3-pt jump shot from 25 ft,44,47
181,2,5:52.0,Defensive rebound by D. Šarić,,44,47
182,2,5:50.0,J. Redick makes 3-pt jump shot from 24 ft (assist by T. McConnell),,47,47
183,2,5:35.0,,M. Richardson makes 2-pt jump shot from 21 ft (assist by K. Koufos),47,49
184,2,5:27.0,R. Covington misses 2-pt layup from 5 ft,,47,49
185,2,5:22.0,,Defensive rebound by M. Richardson,47,49
186,2,5:17.0,,K. Koufos makes 2-pt jump shot from 2 ft (assist by B. Hield),47,51
187,2,5:08.0,J. Redick makes 2-pt jump shot from 20 ft,,49,51
188,2,5:00.0,,J. Jackson misses 2-pt jump shot from 4 ft,49,51
189,2,5:00.0,Defensive rebound by T. McConnell,,49,51
190,2,4:43.0,T. McConnell misses 2-pt layup from 3 ft,,49,51
191,2,4:43.0,,Defensive rebound by K. Koufos,49,51
192,2,4:37.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by D. Fox),49,54
193,2,4:18.0,J. Redick makes 2-pt jump shot from 14 ft,,51,54
194,2,3:59.0,,Personal foul by R. Holmes (drawn by K. Koufos),51,54
195,2,3:59.0,,G. Hill enters the game for B. Hield,51,54
196,2,3:59.0,,Z. Randolph enters the game for K. Koufos,51,54
197,2,3:59.0,J. Embiid enters the game for R. Holmes,,51,54
198,2,3:47.0,,D. Fox misses 3-pt jump shot from 24 ft,51,54
199,2,3:44.0,Defensive rebound by J. Redick,,51,54
200,2,3:32.0,J. Embiid misses 2-pt layup from 4 ft,,51,54
201,2,3:28.0,Offensive rebound by J. Embiid,,51,54
202,2,3:28.0,J. Embiid makes 2-pt layup from 2 ft,,53,54
203,2,3:08.0,,Sacramento full timeout,53,54
204,2,3:08.0,,B. Bogdanović enters the game for D. Fox,53,54
205,2,3:08.0,,G. Temple enters the game for M. Richardson,53,54
206,2,3:08.0,,W. Cauley-Stein enters the game for J. Jackson,53,54
207,2,3:07.0,,G. Hill misses 2-pt layup from 7 ft (block by R. Covington),53,54
208,2,3:07.0,,Offensive rebound by Team,53,54
209,2,3:04.0,,W. Cauley-Stein misses 2-pt jump shot from 14 ft,53,54
210,2,3:00.0,Defensive rebound by T. McConnell,,53,54
211,2,2:56.0,R. Covington misses 3-pt jump shot from 25 ft,,53,54
212,2,2:53.0,,Defensive rebound by G. Temple,53,54
213,2,2:50.0,,B. Bogdanović misses 2-pt layup from 2 ft (block by R. Covington),53,54
214,2,2:50.0,,Offensive rebound by B. Bogdanović,53,54
215,2,2:46.0,,W. Cauley-Stein makes 2-pt layup from 3 ft (assist by B. Bogdanović),53,56
216,2,2:46.0,,Shooting foul by D. Šarić (drawn by W. Cauley-Stein),53,56
217,2,2:46.0,,W. Cauley-Stein makes free throw 1 of 1,53,57
218,2,2:30.0,D. Šarić misses 3-pt jump shot from 24 ft,,53,57
219,2,2:27.0,,Defensive rebound by B. Bogdanović,53,57
220,2,2:15.0,,Shooting foul by D. Šarić (drawn by Z. Randolph),53,57
221,2,2:15.0,,Z. Randolph misses free throw 1 of 2,53,57
222,2,2:15.0,,Offensive rebound by Team,53,57
223,2,2:15.0,,Z. Randolph misses free throw 2 of 2,53,57
224,2,2:12.0,Defensive rebound by D. Šarić,,53,57
225,2,2:04.0,J. Redick misses 2-pt jump shot from 22 ft,,53,57
226,2,2:01.0,,Defensive rebound by Z. Randolph,53,57
227,2,1:57.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by G. Temple),53,60
228,2,1:29.0,J. Embiid misses 2-pt jump shot from 9 ft,,53,60
229,2,1:26.0,,Defensive rebound by G. Hill,53,60
230,2,1:22.0,,Personal foul by T. McConnell (drawn by G. Hill),53,60
231,2,1:22.0,,G. Hill makes free throw 1 of 2,53,61
232,2,1:22.0,,G. Hill makes free throw 2 of 2,53,62
233,2,1:04.0,R. Covington makes 2-pt layup from 2 ft (assist by D. Šarić),,55,62
234,2,0:53.0,,Shooting foul by R. Covington (drawn by G. Hill),55,62
235,2,0:53.0,,G. Hill misses free throw 1 of 2,55,62
236,2,0:53.0,,Offensive rebound by Team,55,62
237,2,0:53.0,,G. Hill misses free throw 2 of 2,55,62
238,2,0:50.0,Defensive rebound by J. Embiid,,55,62
239,2,0:36.0,R. Covington misses 2-pt jump shot from 11 ft (block by B. Bogdanović),,55,62
240,2,0:33.0,Offensive rebound by R. Covington,,55,62
241,2,0:31.0,J. Embiid makes 2-pt hook shot from 5 ft (assist by T. McConnell),,57,62
242,2,0:23.0,,W. Cauley-Stein makes 2-pt hook shot from 6 ft (assist by Z. Randolph),57,64
243,2,0:05.0,Personal foul by G. Hill (drawn by J. Embiid),,57,64
244,2,0:05.0,,M. Richardson enters the game for W. Cauley-Stein,57,64
245,3,11:48.0,Offensive charge foul by Z. Randolph (drawn by J. Redick),,57,64
246,3,11:48.0,,Turnover by Z. Randolph (offensive foul),57,64
247,3,11:35.0,B. Simmons makes 2-pt jump shot from 13 ft (assist by J. Embiid),,59,64
248,3,11:18.0,,W. Cauley-Stein misses 2-pt jump shot from 17 ft,59,64
249,3,11:18.0,Defensive rebound by J. Redick,,59,64
250,3,11:11.0,R. Covington misses 3-pt jump shot from 24 ft,,59,64
251,3,11:06.0,,Defensive rebound by G. Hill,59,64
252,3,11:04.0,,G. Hill misses 3-pt jump shot from 24 ft,59,64
253,3,11:01.0,Defensive rebound by D. Šarić,,59,64
254,3,10:54.0,Turnover by R. Covington (step out of bounds),,59,64
255,3,10:43.0,,Personal foul by B. Simmons (drawn by Z. Randolph),59,64
256,3,10:43.0,T. McConnell enters the game for B. Simmons,,59,64
257,3,10:35.0,,Z. Randolph makes 3-pt jump shot from 24 ft (assist by G. Hill),59,67
258,3,10:19.0,D. Šarić makes 3-pt jump shot from 25 ft (assist by T. McConnell),,62,67
259,3,10:03.0,,B. Bogdanović misses 2-pt jump shot from 19 ft,62,67
260,3,9:59.0,Defensive rebound by J. Embiid,,62,67
261,3,9:52.0,Turnover by J. Embiid (lost ball; steal by G. Temple),,62,67
262,3,9:49.0,,Shooting foul by T. McConnell (drawn by G. Temple),62,67
263,3,9:49.0,,G. Temple misses free throw 1 of 2,62,67
264,3,9:49.0,,Offensive rebound by Team,62,67
265,3,9:49.0,,G. Temple makes free throw 2 of 2,62,68
266,3,9:32.0,J. Embiid misses 2-pt hook shot from 8 ft,,62,68
267,3,9:29.0,,Defensive rebound by W. Cauley-Stein,62,68
268,3,9:17.0,,Personal foul by R. Covington (drawn by B. Bogdanović),62,68
269,3,9:10.0,,W. Cauley-Stein misses 2-pt layup from 7 ft (block by J. Embiid),62,68
270,3,9:04.0,Defensive rebound by T. McConnell,,62,68
271,3,8:59.0,Turnover by T. McConnell (bad pass; steal by Z. Randolph),,62,68
272,3,8:40.0,,Z. Randolph misses 2-pt layup from 2 ft,62,68
273,3,8:35.0,,Offensive rebound by Z. Randolph,62,68
274,3,8:35.0,,Z. Randolph makes 2-pt layup at rim,62,70
275,3,8:28.0,J. Redick misses 2-pt jump shot from 20 ft,,62,70
276,3,8:24.0,Offensive rebound by R. Covington,,62,70
277,3,8:17.0,D. Šarić makes 3-pt jump shot from 24 ft (assist by J. Redick),,65,70
278,3,8:02.0,,G. Temple misses 3-pt jump shot from 23 ft,65,70
279,3,7:59.0,Defensive rebound by R. Covington,,65,70
280,3,7:47.0,J. Embiid makes 3-pt jump shot from 25 ft (assist by J. Redick),,68,70
281,3,7:23.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,68,70
282,3,7:20.0,Defensive rebound by D. Šarić,,68,70
283,3,7:04.0,D. Šarić misses 2-pt layup from 1 ft,,68,70
284,3,7:01.0,,Defensive rebound by W. Cauley-Stein,68,70
285,3,6:55.0,,Z. Randolph makes 2-pt layup from 1 ft (assist by W. Cauley-Stein),68,72
286,3,6:35.0,R. Covington makes 3-pt jump shot from 25 ft (assist by D. Šarić),,71,72
287,3,6:27.0,,Sacramento full timeout,71,72
288,3,6:27.0,J. Anderson enters the game for D. Šarić,,71,72
289,3,6:27.0,A. Johnson enters the game for J. Redick,,71,72
290,3,6:27.0,T. Luwawu-Cabarrot enters the game for J. Embiid,,71,72
291,3,6:20.0,,Turnover by B. Bogdanović (out of bounds lost ball),71,72
292,3,6:09.0,T. McConnell makes 2-pt layup from 4 ft,,73,72
293,3,5:45.0,,G. Temple makes 3-pt jump shot from 24 ft (assist by G. Hill),73,75
294,3,5:32.0,T. McConnell misses 2-pt layup from 2 ft,,73,75
295,3,5:30.0,,Defensive rebound by Z. Randolph,73,75
296,3,5:24.0,,G. Temple misses 3-pt jump shot from 24 ft,73,75
297,3,5:20.0,Defensive rebound by J. Anderson,,73,75
298,3,5:06.0,Turnover by J. Anderson (out of bounds lost ball),,73,75
299,3,5:06.0,,D. Fox enters the game for W. Cauley-Stein,73,75
300,3,5:06.0,,J. Jackson enters the game for G. Hill,73,75
301,3,4:54.0,,Z. Randolph misses 2-pt jump shot from 19 ft,73,75
302,3,4:48.0,,Offensive rebound by D. Fox,73,75
303,3,4:48.0,,D. Fox makes 2-pt layup at rim,73,77
304,3,4:36.0,Turnover by T. Luwawu-Cabarrot (turnover),,73,77
305,3,4:36.0,D. Šarić enters the game for R. Covington,,73,77
306,3,4:24.0,,Turnover by Z. Randolph (lost ball; steal by A. Johnson),73,77
307,3,4:21.0,Shooting foul by G. Temple (drawn by T. Luwawu-Cabarrot),,73,77
308,3,4:21.0,T. Luwawu-Cabarrot misses free throw 1 of 2,,73,77
309,3,4:21.0,Offensive rebound by Team,,73,77
310,3,4:21.0,T. Luwawu-Cabarrot makes free throw 2 of 2,,74,77
311,3,4:05.0,,G. Temple misses 2-pt layup from 2 ft,74,77
312,3,4:02.0,Defensive rebound by J. Anderson,,74,77
313,3,3:56.0,J. Anderson misses 3-pt jump shot from 25 ft,,74,77
314,3,3:53.0,,Defensive rebound by Z. Randolph,74,77
315,3,3:40.0,,B. Bogdanović makes 2-pt layup from 1 ft (assist by Z. Randolph),74,79
316,3,3:26.0,Shooting foul by J. Jackson (drawn by D. Šarić),,74,79
317,3,3:26.0,D. Šarić misses free throw 1 of 2,,74,79
318,3,3:26.0,Offensive rebound by Team,,74,79
319,3,3:26.0,,B. Hield enters the game for G. Temple,74,79
320,3,3:26.0,,K. Koufos enters the game for Z. Randolph,74,79
321,3,3:26.0,J. Embiid enters the game for A. Johnson,,74,79
322,3,3:26.0,J. Redick enters the game for T. Luwawu-Cabarrot,,74,79
323,3,3:26.0,D. Šarić misses free throw 2 of 2,,74,79
324,3,3:23.0,,Defensive rebound by K. Koufos,74,79
325,3,3:19.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by D. Fox),74,82
326,3,3:08.0,J. Redick misses 3-pt jump shot from 26 ft,,74,82
327,3,3:04.0,Offensive rebound by T. McConnell,,74,82
328,3,3:02.0,J. Redick makes 2-pt jump shot from 12 ft,,76,82
329,3,2:49.0,,D. Fox misses 2-pt jump shot from 7 ft,76,82
330,3,2:47.0,Defensive rebound by D. Šarić,,76,82
331,3,2:35.0,,Offensive charge foul by J. Embiid (drawn by K. Koufos),76,82
332,3,2:35.0,Turnover by J. Embiid (offensive foul),,76,82
333,3,2:35.0,,Sacramento full timeout,76,82
334,3,2:19.0,,K. Koufos makes 2-pt layup from 3 ft (assist by B. Bogdanović),76,84
335,3,2:05.0,J. Embiid misses 2-pt layup from 4 ft,,76,84
336,3,2:00.0,Offensive rebound by J. Anderson,,76,84
337,3,2:00.0,J. Anderson misses 2-pt layup at rim,,76,84
338,3,1:58.0,,Defensive rebound by K. Koufos,76,84
339,3,1:47.0,,Turnover by J. Jackson (traveling),76,84
340,3,1:34.0,J. Redick misses 3-pt jump shot from 25 ft,,76,84
341,3,1:31.0,Offensive rebound by J. Anderson,,76,84
342,3,1:31.0,J. Anderson misses 2-pt layup at rim,,76,84
343,3,1:31.0,Offensive rebound by J. Embiid,,76,84
344,3,1:31.0,Shooting foul by K. Koufos (drawn by J. Embiid),,76,84
345,3,1:31.0,J. Embiid makes free throw 1 of 2,,77,84
346,3,1:31.0,J. Embiid makes free throw 2 of 2,,78,84
347,3,1:15.0,,Personal foul by T. McConnell (drawn by D. Fox),78,84
348,3,1:03.0,,J. Jackson misses 3-pt jump shot from 24 ft,78,84
349,3,0:59.0,Defensive rebound by J. Embiid,,78,84
350,3,0:53.0,Philadelphia full timeout,,78,84
351,3,0:53.0,,G. Temple enters the game for B. Bogdanović,78,84
352,3,0:40.0,J. Anderson makes 3-pt jump shot from 25 ft (assist by T. McConnell),,81,84
353,3,0:25.0,,D. Fox misses 3-pt jump shot from 23 ft,81,84
354,3,0:23.0,Defensive rebound by J. Redick,,81,84
355,3,0:03.0,Turnover by J. Embiid (bad pass; steal by B. Hield),,81,84
356,3,0:00.0,,B. Hield misses 2-pt layup from 4 ft,81,84
357,3,0:00.0,,Offensive rebound by Team,81,84
358,4,11:38.0,J. Embiid makes 2-pt jump shot from 7 ft,,83,84
359,4,11:38.0,Shooting foul by K. Koufos (drawn by J. Embiid),,83,84
360,4,11:38.0,J. Embiid makes free throw 1 of 1,,84,84
361,4,11:25.0,,B. Hield misses 2-pt jump shot from 11 ft,84,84
362,4,11:25.0,Defensive rebound by J. Embiid,,84,84
363,4,11:17.0,T. Luwawu-Cabarrot makes 3-pt jump shot from 24 ft (assist by B. Simmons),,87,84
364,4,10:59.0,,J. Jackson makes 2-pt jump shot from 11 ft,87,86
365,4,10:45.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 25 ft,,87,86
366,4,10:41.0,,Defensive rebound by K. Koufos,87,86
367,4,10:37.0,,Personal foul by J. Anderson (drawn by D. Fox),87,86
368,4,10:32.0,,B. Hield misses 2-pt jump shot from 17 ft,87,86
369,4,10:29.0,Defensive rebound by J. Embiid,,87,86
370,4,10:23.0,Shooting foul by S. Labissière (drawn by B. Simmons),,87,86
371,4,10:23.0,B. Simmons misses free throw 1 of 2,,87,86
372,4,10:23.0,Offensive rebound by Team,,87,86
373,4,10:23.0,B. Simmons makes free throw 2 of 2,,88,86
374,4,10:04.0,,S. Labissière misses 2-pt hook shot from 7 ft,88,86
375,4,9:59.0,Defensive rebound by R. Covington,,88,86
376,4,9:49.0,R. Covington misses 2-pt layup from 3 ft (block by K. Koufos),,88,86
377,4,9:48.0,,Defensive rebound by S. Labissière,88,86
