,QUARTER,TIME_REMAINING,DALLAS_ACTION,LA LAKERS_ACTION,DALLAS_SCORE,LA LAKERS_SCORE
288,3,4:17.0,,K. Kuzma enters the game for B. Lopez,62,82
289,3,4:17.0,,K. Caldwell-Pope enters the game for B. Ingram,62,82
290,3,4:17.0,H. Barnes makes free throw 2 of 2,,63,82
291,3,4:03.0,,Turnover by K. Caldwell-Pope (lost ball; steal by D. Smith),63,82
292,3,4:01.0,Turnover by D. Smith (lost ball; steal by I. Thomas),,63,82
293,3,3:57.0,,I. Thomas misses 3-pt jump shot from 24 ft,63,82
294,3,3:53.0,Defensive rebound by Team,,63,82
295,3,3:42.0,Y. Ferrell makes 2-pt layup from 1 ft (assist by D. Powell),,65,82
296,3,3:27.0,,L. Ball misses 3-pt jump shot from 26 ft,65,82
297,3,3:25.0,Defensive rebound by H. Barnes,,65,82
298,3,3:15.0,H. Barnes misses 3-pt jump shot from 26 ft,,65,82
299,3,3:11.0,,Defensive rebound by K. Caldwell-Pope,65,82
300,3,3:09.0,,Shooting foul by Y. Ferrell (drawn by I. Thomas),65,82
301,3,3:09.0,,I. Thomas makes free throw 1 of 2,65,83
302,3,3:09.0,,I. Thomas makes free throw 2 of 2,65,84
303,3,3:01.0,Personal foul by K. Caldwell-Pope (drawn by W. Matthews),,65,84
304,3,2:51.0,W. Matthews makes 2-pt layup from 2 ft,,67,84
305,3,2:45.0,,Turnover by L. Ball (bad pass; steal by Y. Ferrell),67,84
306,3,2:41.0,D. Smith makes 2-pt dunk from 1 ft (assist by Y. Ferrell),,69,84
307,3,2:24.0,,J. Randle makes 2-pt layup from 2 ft (assist by L. Ball),69,86
308,3,2:02.0,W. Matthews misses 2-pt jump shot from 3 ft,,69,86
309,3,2:00.0,,Defensive rebound by L. Ball,69,86
310,3,1:55.0,,K. Kuzma makes 2-pt dunk from 2 ft (assist by J. Randle),69,88
311,3,1:38.0,D. Smith makes 2-pt jump shot from 10 ft (assist by D. Powell),,71,88
312,3,1:20.0,,K. Caldwell-Pope makes 3-pt jump shot from 23 ft (assist by I. Thomas),71,91
313,3,1:07.0,Personal foul by J. Randle (drawn by D. Powell),,71,91
314,3,1:07.0,,I. Zubac enters the game for J. Randle,71,91
315,3,1:07.0,D. McDermott enters the game for D. Smith,,71,91
316,3,1:07.0,J. Barea enters the game for W. Matthews,,71,91
317,3,1:07.0,D. Nowitzki enters the game for H. Barnes,,71,91
318,3,1:00.0,Y. Ferrell makes 2-pt jump shot from 21 ft,,73,91
319,3,0:51.0,,I. Thomas makes 2-pt jump shot from 10 ft,73,93
320,3,0:33.0,Y. Ferrell misses 3-pt jump shot from 27 ft,,73,93
321,3,0:28.0,Offensive rebound by D. Powell,,73,93
322,3,0:26.0,J. Barea makes 3-pt jump shot from 26 ft (assist by D. Powell),,76,93
323,3,0:07.0,,Personal take foul by D. Nowitzki (drawn by I. Thomas),76,93
324,3,0:07.0,M. Kleber enters the game for D. Nowitzki,,76,93
325,3,0:01.0,,I. Thomas makes 2-pt jump shot from 17 ft,76,95
326,4,11:42.0,,Shooting foul by D. Powell (drawn by K. Kuzma),76,95
327,4,11:42.0,,K. Kuzma makes free throw 1 of 2,76,96
328,4,11:42.0,,K. Kuzma makes free throw 2 of 2,76,97
329,4,11:29.0,Y. Ferrell misses 3-pt jump shot from 26 ft,,76,97
330,4,11:23.0,,Defensive rebound by L. Ball,76,97
331,4,11:20.0,,Turnover by I. Zubac (bad pass; steal by J. Barea),76,97
332,4,11:17.0,D. Nowitzki makes 3-pt jump shot from 26 ft (assist by J. Barea),,79,97
333,4,11:01.0,,Turnover by I. Thomas (step out of bounds),79,97
334,4,10:55.0,Y. Ferrell makes 2-pt layup from 1 ft (assist by D. Nowitzki),,81,97
335,4,10:55.0,Shooting foul by I. Zubac (drawn by Y. Ferrell),,81,97
336,4,10:55.0,Y. Ferrell makes free throw 1 of 1,,82,97
337,4,10:42.0,,I. Zubac makes 2-pt dunk from 1 ft (assist by I. Thomas),82,99
338,4,10:22.0,Shooting foul by I. Zubac (drawn by D. Powell),,82,99
339,4,10:22.0,D. Powell misses free throw 1 of 2,,82,99
340,4,10:22.0,Offensive rebound by Team,,82,99
341,4,10:22.0,D. Powell makes free throw 2 of 2,,83,99
342,4,10:11.0,,K. Kuzma misses 3-pt jump shot from 27 ft,83,99
343,4,10:06.0,,Offensive rebound by L. Ball,83,99
344,4,10:06.0,,L. Ball misses 2-pt layup at rim,83,99
345,4,10:05.0,Defensive rebound by D. Nowitzki,,83,99
346,4,10:02.0,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by J. Barea),,86,99
347,4,9:41.0,,I. Thomas misses 2-pt layup from 2 ft (block by D. Powell),86,99
348,4,9:36.0,,Offensive rebound by L. Ball,86,99
349,4,9:35.0,,I. Zubac makes 2-pt layup from 2 ft (assist by L. Ball),86,101
350,4,9:24.0,Y. Ferrell makes 3-pt jump shot from 24 ft (assist by D. McDermott),,89,101
351,4,9:23.0,,LA Lakers full timeout,89,101
352,4,9:10.0,,I. Thomas makes 3-pt jump shot from 26 ft (assist by L. Ball),89,104
353,4,8:57.0,Personal foul by I. Zubac (drawn by Y. Ferrell),,89,104
354,4,8:57.0,,B. Ingram enters the game for L. Ball,89,104
355,4,8:46.0,D. Powell misses 2-pt layup from 2 ft,,89,104
356,4,8:44.0,,Defensive rebound by J. Hart,89,104
357,4,8:39.0,,I. Thomas misses 3-pt jump shot from 26 ft,89,104
358,4,8:36.0,Defensive rebound by D. Powell,,89,104
359,4,8:25.0,D. McDermott misses 3-pt jump shot from 24 ft,,89,104
360,4,8:23.0,,Defensive rebound by J. Hart,89,104
361,4,8:20.0,,K. Kuzma makes 2-pt layup from 2 ft (assist by J. Hart),89,106
362,4,8:03.0,Turnover by J. Barea (bad pass; steal by B. Ingram),,89,106
363,4,8:03.0,,Personal take foul by D. Nowitzki (drawn by I. Thomas),89,106
364,4,8:03.0,D. Smith enters the game for Y. Ferrell,,89,106
365,4,8:03.0,W. Matthews enters the game for D. McDermott,,89,106
366,4,8:03.0,H. Barnes enters the game for D. Nowitzki,,89,106
367,4,7:47.0,,K. Kuzma makes 3-pt jump shot from 28 ft,89,109
368,4,7:34.0,Turnover by D. Smith (bad pass),,89,109
369,4,7:34.0,,J. Randle enters the game for I. Zubac,89,109
370,4,7:25.0,,Turnover by K. Kuzma (traveling),89,109
371,4,7:10.0,Shooting foul by K. Kuzma (drawn by J. Barea),,89,109
372,4,7:10.0,J. Barea makes free throw 1 of 2,,90,109
373,4,7:10.0,J. Barea misses free throw 2 of 2,,90,109
374,4,7:08.0,,Defensive rebound by J. Randle,90,109
