,QUARTER,TIME_REMAINING,NEW YORK_ACTION,MIAMI_ACTION,NEW YORK_SCORE,MIAMI_SCORE
115,2,9:46.0,Turnover by F. Ntilikina (lost ball; steal by J. Richardson),,28,36
116,2,9:31.0,,J. Richardson makes 3-pt jump shot from 25 ft (assist by K. Olynyk),28,39
117,2,9:25.0,New York full timeout,,28,39
118,2,9:12.0,M. Beasley misses 3-pt jump shot from 24 ft,,28,39
119,2,9:07.0,,Defensive rebound by K. Olynyk,28,39
120,2,9:02.0,,J. Richardson makes 2-pt dunk at rim (assist by K. Olynyk),28,41
121,2,8:43.0,F. Ntilikina misses 2-pt jump shot from 4 ft,,28,41
122,2,8:40.0,,Defensive rebound by R. McGruder,28,41
123,2,8:27.0,,Shooting foul by F. Ntilikina (drawn by R. McGruder),28,41
124,2,8:27.0,,R. McGruder misses free throw 1 of 2,28,41
125,2,8:27.0,,Offensive rebound by Team,28,41
126,2,8:27.0,T. Hardaway enters the game for T. Williams,,28,41
127,2,8:27.0,E. Mudiay enters the game for F. Ntilikina,,28,41
128,2,8:27.0,,R. McGruder makes free throw 2 of 2,28,42
129,2,8:08.0,M. Beasley makes 2-pt jump shot from 5 ft,,30,42
130,2,7:54.0,,W. Ellington misses 3-pt jump shot from 24 ft,30,42
131,2,7:51.0,Defensive rebound by M. Beasley,,30,42
132,2,7:35.0,M. Beasley makes 2-pt jump shot from 16 ft,,32,42
133,2,7:15.0,,J. Richardson makes 2-pt jump shot from 12 ft,32,44
134,2,6:55.0,M. Beasley makes 2-pt jump shot from 6 ft,,34,44
135,2,6:39.0,,R. McGruder makes 3-pt jump shot from 23 ft (assist by K. Olynyk),34,47
136,2,6:23.0,M. Beasley makes 2-pt jump shot from 18 ft,,36,47
137,2,6:07.0,,K. Olynyk misses 3-pt jump shot from 24 ft,36,47
138,2,6:04.0,Defensive rebound by M. Beasley,,36,47
139,2,5:56.0,Turnover by T. Burke (bad pass),,36,47
140,2,5:56.0,,J. Johnson enters the game for J. Winslow,36,47
141,2,5:38.0,,W. Ellington misses 2-pt layup from 2 ft,36,47
142,2,5:36.0,,Offensive rebound by W. Ellington,36,47
143,2,5:33.0,,W. Ellington makes 2-pt jump shot from 4 ft,36,49
144,2,5:22.0,Personal foul by J. Johnson (drawn by M. Beasley),,36,49
145,2,5:22.0,,G. Dragić enters the game for J. Richardson,36,49
146,2,5:22.0,E. Freedom enters the game for K. O'Quinn,,36,49
147,2,5:14.0,E. Freedom makes 2-pt layup at rim (assist by T. Hardaway),,38,49
148,2,5:14.0,,Miami full timeout,38,49
149,2,4:49.0,,Turnover by W. Ellington (lost ball; steal by T. Hardaway),38,49
150,2,4:43.0,Turnover by T. Hardaway (lost ball; steal by R. McGruder),,38,49
151,2,4:32.0,,K. Olynyk makes 2-pt layup from 1 ft,38,51
152,2,4:14.0,T. Hardaway misses 3-pt jump shot from 25 ft,,38,51
153,2,4:11.0,,Defensive rebound by K. Olynyk,38,51
154,2,4:07.0,,R. McGruder makes 3-pt jump shot from 23 ft (assist by W. Ellington),38,54
155,2,3:49.0,T. Burke makes 3-pt jump shot from 25 ft (assist by M. Beasley),,41,54
156,2,3:32.0,,G. Dragić makes 2-pt layup from 2 ft,41,56
157,2,3:18.0,T. Burke misses 3-pt jump shot from 26 ft,,41,56
158,2,3:16.0,,Defensive rebound by Team,41,56
159,2,3:16.0,Loose ball foul by E. Freedom (drawn by K. Olynyk),,41,56
160,2,3:16.0,,K. Olynyk makes free throw 1 of 2,41,57
161,2,3:16.0,,T. Johnson enters the game for W. Ellington,41,57
162,2,3:16.0,C. Lee enters the game for T. Burke,,41,57
163,2,3:16.0,,K. Olynyk makes free throw 2 of 2,41,58
164,2,2:52.0,Turnover by M. Beasley (bad pass; steal by K. Olynyk),,41,58
165,2,2:48.0,,G. Dragić makes 2-pt layup at rim (assist by J. Johnson),41,60
166,2,2:37.0,M. Beasley misses 2-pt jump shot from 2 ft,,41,60
167,2,2:34.0,Offensive rebound by M. Beasley,,41,60
168,2,2:32.0,M. Beasley makes 2-pt jump shot from 5 ft,,43,60
169,2,2:23.0,,G. Dragić makes 2-pt jump shot from 19 ft,43,62
170,2,2:05.0,T. Hardaway misses 3-pt jump shot from 25 ft,,43,62
171,2,2:05.0,Offensive rebound by Team,,43,62
172,2,2:03.0,E. Mudiay misses 2-pt jump shot from 11 ft,,43,62
173,2,1:58.0,Offensive rebound by T. Hardaway,,43,62
174,2,1:57.0,Turnover by T. Hardaway (bad pass; steal by R. McGruder),,43,62
175,2,1:55.0,,Shooting foul by C. Lee (drawn by G. Dragić),43,62
176,2,1:55.0,,G. Dragić makes free throw 1 of 2,43,63
177,2,1:55.0,,G. Dragić makes free throw 2 of 2,43,64
178,2,1:39.0,Personal foul by R. McGruder (drawn by T. Hardaway),,43,64
179,2,1:24.0,C. Lee misses 2-pt jump shot from 14 ft,,43,64
180,2,1:19.0,,Defensive rebound by K. Olynyk,43,64
181,2,1:13.0,,K. Olynyk misses 3-pt jump shot from 24 ft,43,64
182,2,1:10.0,Defensive rebound by M. Beasley,,43,64
183,2,1:07.0,Personal foul by G. Dragić (drawn by E. Mudiay),,43,64
184,2,1:07.0,E. Mudiay makes free throw 1 of 2,,44,64
185,2,1:07.0,E. Mudiay makes free throw 2 of 2,,45,64
186,2,0:52.0,,Turnover by T. Johnson (bad pass; steal by E. Freedom),45,64
187,2,0:50.0,E. Freedom makes 2-pt layup from 1 ft (assist by E. Mudiay),,47,64
188,2,0:35.0,,G. Dragić misses 2-pt jump shot from 14 ft,47,64
189,2,0:31.0,Defensive rebound by E. Mudiay,,47,64
190,2,0:28.0,C. Lee misses 3-pt jump shot from 22 ft,,47,64
191,2,0:26.0,Offensive rebound by Team,,47,64
192,2,0:04.0,E. Freedom misses 2-pt jump shot from 4 ft,,47,64
193,2,0:03.0,,Defensive rebound by G. Dragić,47,64
194,2,0:00.0,,G. Dragić misses 3-pt jump shot from 54 ft,47,64
195,2,0:00.0,,Offensive rebound by Team,47,64
196,3,11:42.0,M. Beasley makes 2-pt jump shot from 17 ft (assist by E. Mudiay),,49,64
197,3,11:19.0,,B. Adebayo misses 2-pt layup at rim,49,64
198,3,11:18.0,Defensive rebound by E. Freedom,,49,64
199,3,11:00.0,T. Hardaway misses 2-pt layup from 2 ft,,49,64
200,3,10:58.0,E. Freedom misses 2-pt layup from 1 ft,,49,64
201,3,10:58.0,Offensive rebound by E. Freedom,,49,64
202,3,10:57.0,Offensive rebound by E. Freedom,,49,64
203,3,10:57.0,E. Freedom misses 2-pt layup from 1 ft,,49,64
204,3,10:57.0,Offensive rebound by E. Freedom,,49,64
205,3,10:57.0,Shooting foul by J. Richardson (drawn by E. Freedom),,49,64
206,3,10:57.0,E. Freedom makes free throw 1 of 2,,50,64
207,3,10:57.0,E. Freedom makes free throw 2 of 2,,51,64
208,3,10:48.0,,B. Adebayo makes 2-pt dunk from 1 ft (assist by J. Johnson),51,66
209,3,10:33.0,C. Lee makes 3-pt jump shot from 24 ft (assist by E. Mudiay),,54,66
210,3,10:19.0,,T. Johnson makes 2-pt layup at rim (assist by J. Johnson),54,68
211,3,9:57.0,M. Beasley misses 2-pt jump shot from 10 ft,,54,68
212,3,9:49.0,Offensive rebound by E. Freedom,,54,68
213,3,9:49.0,E. Freedom makes 2-pt layup at rim,,56,68
214,3,9:45.0,,Turnover by G. Dragić (bad pass; steal by E. Mudiay),56,68
215,3,9:41.0,Turnover by M. Beasley (lost ball; steal by J. Johnson),,56,68
216,3,9:41.0,,Personal foul by E. Mudiay (drawn by G. Dragić),56,68
217,3,9:27.0,,Turnover by T. Johnson (bad pass; steal by E. Freedom),56,68
218,3,9:24.0,T. Hardaway makes 2-pt dunk at rim (assist by E. Freedom),,58,68
219,3,9:24.0,,Miami full timeout,58,68
220,3,9:09.0,,B. Adebayo makes 2-pt dunk at rim (assist by G. Dragić),58,70
221,3,8:41.0,T. Hardaway misses 2-pt jump shot from 13 ft,,58,70
222,3,8:38.0,,Defensive rebound by J. Johnson,58,70
223,3,8:31.0,,G. Dragić makes 2-pt jump shot from 9 ft,58,72
224,3,8:04.0,E. Mudiay makes 2-pt layup from 2 ft (assist by C. Lee),,60,72
225,3,7:48.0,,T. Johnson misses 3-pt jump shot from 25 ft,60,72
226,3,7:44.0,Defensive rebound by M. Beasley,,60,72
227,3,7:33.0,C. Lee misses 2-pt jump shot from 17 ft,,60,72
228,3,7:31.0,,Defensive rebound by J. Richardson,60,72
229,3,7:25.0,,G. Dragić misses 3-pt jump shot from 25 ft,60,72
230,3,7:21.0,Defensive rebound by E. Freedom,,60,72
231,3,7:18.0,T. Hardaway makes 3-pt jump shot from 24 ft (assist by C. Lee),,63,72
232,3,7:03.0,,T. Johnson makes 3-pt jump shot from 23 ft (assist by J. Johnson),63,75
233,3,6:40.0,E. Mudiay misses 2-pt jump shot from 13 ft,,63,75
234,3,6:37.0,,Defensive rebound by J. Johnson,63,75
235,3,6:31.0,,T. Johnson makes 3-pt jump shot from 24 ft (assist by G. Dragić),63,78
236,3,6:30.0,New York full timeout,,63,78
237,3,6:30.0,,K. Olynyk enters the game for B. Adebayo,63,78
238,3,6:13.0,C. Lee misses 3-pt jump shot from 22 ft,,63,78
239,3,6:11.0,Offensive rebound by E. Freedom,,63,78
240,3,6:10.0,T. Hardaway misses 3-pt jump shot from 25 ft,,63,78
241,3,6:10.0,Offensive rebound by Team,,63,78
242,3,6:10.0,,Loose ball foul by T. Johnson (drawn by E. Freedom),63,78
243,3,5:47.0,T. Hardaway misses 3-pt jump shot from 25 ft (block by J. Johnson),,63,78
244,3,5:46.0,Offensive rebound by Team,,63,78
245,3,5:46.0,Turnover by Team (shot clock),,63,78
246,3,5:36.0,,T. Johnson makes 2-pt jump shot from 19 ft (assist by J. Johnson),63,80
247,3,5:17.0,E. Mudiay makes 2-pt layup from 2 ft (assist by E. Freedom),,65,80
248,3,4:59.0,,K. Olynyk makes 3-pt jump shot from 24 ft (assist by J. Johnson),65,83
249,3,4:38.0,M. Beasley misses 2-pt jump shot from 19 ft,,65,83
250,3,4:35.0,,Defensive rebound by J. Richardson,65,83
251,3,4:31.0,,Personal foul by C. Lee (drawn by J. Richardson),65,83
252,3,4:31.0,,W. Ellington enters the game for J. Richardson,65,83
253,3,4:31.0,K. O'Quinn enters the game for E. Freedom,,65,83
254,3,4:31.0,T. Burke enters the game for C. Lee,,65,83
255,3,4:14.0,,Shooting foul by M. Beasley (drawn by J. Johnson),65,83
256,3,4:14.0,,J. Johnson misses free throw 1 of 2,65,83
257,3,4:14.0,,Offensive rebound by Team,65,83
258,3,4:14.0,,J. Johnson makes free throw 2 of 2,65,84
259,3,3:54.0,K. O'Quinn makes 2-pt jump shot from 5 ft (assist by E. Mudiay),,67,84
260,3,3:40.0,,W. Ellington makes 3-pt jump shot from 22 ft (assist by T. Johnson),67,87
261,3,3:33.0,Personal foul by J. Johnson (drawn by M. Beasley),,67,87
262,3,3:33.0,,J. Winslow enters the game for J. Johnson,67,87
263,3,3:27.0,T. Burke makes 3-pt jump shot from 25 ft (assist by K. O'Quinn),,70,87
264,3,3:02.0,,J. Winslow makes 2-pt jump shot from 17 ft (assist by K. Olynyk),70,89
265,3,2:42.0,T. Burke makes 2-pt layup from 2 ft (assist by K. O'Quinn),,72,89
266,3,2:32.0,,Shooting foul by T. Hardaway (drawn by G. Dragić),72,89
267,3,2:32.0,,G. Dragić makes free throw 1 of 2,72,90
268,3,2:32.0,,G. Dragić makes free throw 2 of 2,72,91
269,3,2:12.0,Personal foul by T. Johnson (drawn by E. Mudiay),,72,91
270,3,2:12.0,,R. McGruder enters the game for G. Dragić,72,91
271,3,2:12.0,I. Hicks enters the game for M. Beasley,,72,91
272,3,2:02.0,T. Hardaway makes 2-pt jump shot from 3 ft,,74,91
273,3,2:02.0,Shooting foul by J. Winslow (drawn by T. Hardaway),,74,91
274,3,2:02.0,T. Hardaway makes free throw 1 of 1,,75,91
275,3,1:45.0,,J. Winslow makes 2-pt jump shot from 6 ft,75,93
276,3,1:26.0,T. Burke misses 2-pt layup from 1 ft,,75,93
277,3,1:24.0,,Defensive rebound by K. Olynyk,75,93
278,3,1:15.0,,K. Olynyk makes 2-pt layup from 1 ft,75,95
279,3,1:04.0,E. Mudiay makes 2-pt jump shot from 12 ft,,77,95
280,3,0:43.0,,K. Olynyk makes 3-pt jump shot from 24 ft (assist by T. Johnson),77,98
281,3,0:31.0,K. O'Quinn misses 2-pt jump shot from 19 ft,,77,98
282,3,0:28.0,,Defensive rebound by R. McGruder,77,98
283,3,0:08.0,,Shooting foul by K. O'Quinn (drawn by K. Olynyk),77,98
284,3,0:08.0,,K. Olynyk makes free throw 1 of 2,77,99
285,3,0:08.0,,K. Olynyk misses free throw 2 of 2,77,99
286,3,0:05.0,,Offensive rebound by Team,77,99
287,3,0:03.0,,K. Olynyk misses 2-pt layup at rim,77,99
288,3,0:02.0,Defensive rebound by E. Mudiay,,77,99
289,3,0:00.0,E. Mudiay misses 3-pt jump shot from 54 ft,,77,99
290,3,0:00.0,Offensive rebound by Team,,77,99
291,4,11:49.0,,T. Johnson makes 2-pt jump shot from 18 ft,77,101
292,4,11:49.0,,Shooting foul by F. Ntilikina (drawn by T. Johnson),77,101
293,4,11:49.0,,T. Johnson misses free throw 1 of 1,77,101
294,4,11:49.0,Defensive rebound by T. Burke,,77,101
295,4,11:27.0,I. Hicks misses 2-pt jump shot from 9 ft,,77,101
296,4,11:24.0,,Defensive rebound by K. Olynyk,77,101
297,4,11:18.0,,T. Johnson makes 3-pt jump shot from 25 ft (assist by J. Winslow),77,104
298,4,11:02.0,D. Dotson makes 3-pt jump shot from 24 ft (assist by T. Burke),,80,104
299,4,10:47.0,,T. Johnson misses 2-pt layup from 1 ft,80,104
300,4,10:47.0,Defensive rebound by Team,,80,104
301,4,10:40.0,T. Burke makes 3-pt jump shot from 25 ft,,83,104
302,4,10:18.0,,J. Winslow makes 2-pt jump shot from 17 ft (assist by K. Olynyk),83,106
303,4,10:05.0,D. Dotson misses 3-pt jump shot from 25 ft,,83,106
304,4,10:05.0,,Defensive rebound by Team,83,106
305,4,10:05.0,,J. Richardson enters the game for T. Johnson,83,106
306,4,10:05.0,E. Freedom enters the game for K. O'Quinn,,83,106
307,4,9:51.0,,W. Ellington misses 3-pt jump shot from 24 ft,83,106
308,4,9:48.0,Defensive rebound by T. Burke,,83,106
309,4,9:40.0,Turnover by T. Burke (bad pass; steal by W. Ellington),,83,106
310,4,9:37.0,,W. Ellington makes 2-pt layup at rim,83,108
311,4,9:16.0,Shooting foul by J. Richardson (drawn by E. Freedom),,83,108
312,4,9:16.0,E. Freedom misses free throw 1 of 2,,83,108
313,4,9:16.0,Offensive rebound by Team,,83,108
314,4,9:16.0,M. Beasley enters the game for I. Hicks,,83,108
315,4,9:16.0,E. Freedom makes free throw 2 of 2,,84,108
316,4,9:02.0,,J. Winslow misses 3-pt jump shot from 25 ft,84,108
317,4,9:00.0,Defensive rebound by T. Burke,,84,108
318,4,8:55.0,Personal foul by J. Winslow (drawn by M. Beasley),,84,108
319,4,8:47.0,E. Freedom misses 2-pt jump shot from 18 ft,,84,108
320,4,8:44.0,,Defensive rebound by J. Richardson,84,108
321,4,8:33.0,,J. Winslow makes 3-pt jump shot from 23 ft (assist by K. Olynyk),84,111
322,4,8:18.0,Personal foul by K. Olynyk (drawn by T. Burke),,84,111
323,4,8:07.0,T. Burke misses 3-pt jump shot from 25 ft,,84,111
324,4,8:05.0,Offensive rebound by E. Freedom,,84,111
325,4,8:04.0,E. Freedom makes 2-pt layup from 1 ft,,86,111
326,4,7:48.0,,R. McGruder misses 3-pt jump shot from 23 ft,86,111
327,4,7:44.0,Defensive rebound by T. Burke,,86,111
328,4,7:43.0,Turnover by D. Dotson (out of bounds lost ball),,86,111
329,4,7:30.0,,J. Richardson makes 3-pt jump shot from 24 ft (assist by K. Olynyk),86,114
330,4,7:07.0,Personal foul by K. Olynyk (drawn by E. Freedom),,86,114
331,4,6:57.0,E. Freedom makes 2-pt layup from 2 ft,,88,114
332,4,6:35.0,,J. Winslow misses 2-pt jump shot from 13 ft,88,114
333,4,6:35.0,Defensive rebound by Team,,88,114
334,4,6:35.0,,Miami full timeout,88,114
335,4,6:13.0,M. Beasley misses 2-pt jump shot from 16 ft,,88,114
336,4,6:09.0,,Defensive rebound by W. Ellington,88,114
337,4,5:52.0,,R. McGruder misses 2-pt jump shot from 16 ft,88,114
338,4,5:49.0,Defensive rebound by T. Burke,,88,114
339,4,5:45.0,F. Ntilikina makes 3-pt jump shot from 24 ft (assist by T. Burke),,91,114
340,4,5:19.0,,W. Ellington makes 3-pt jump shot from 24 ft (assist by J. Richardson),91,117
341,4,5:02.0,Shooting foul by R. McGruder (drawn by E. Freedom),,91,117
342,4,5:02.0,E. Freedom makes free throw 1 of 2,,92,117
343,4,5:02.0,,U. Haslem enters the game for J. Richardson,92,117
344,4,5:02.0,,L. Babbitt enters the game for W. Ellington,92,117
345,4,5:02.0,,D. Walton enters the game for K. Olynyk,92,117
346,4,5:02.0,,J. Mickey enters the game for R. McGruder,92,117
347,4,5:02.0,I. Hicks enters the game for M. Beasley,,92,117
348,4,5:02.0,E. Freedom makes free throw 2 of 2,,93,117
349,4,4:38.0,,J. Mickey misses 2-pt hook shot from 5 ft,93,117
350,4,4:35.0,Defensive rebound by E. Freedom,,93,117
351,4,4:17.0,T. Burke makes 3-pt jump shot from 24 ft (assist by D. Dotson),,96,117
352,4,3:57.0,,U. Haslem misses 2-pt jump shot from 16 ft,96,117
353,4,3:54.0,Defensive rebound by T. Burke,,96,117
354,4,3:48.0,F. Ntilikina misses 3-pt jump shot from 23 ft,,96,117
355,4,3:43.0,,Defensive rebound by D. Walton,96,117
356,4,3:20.0,,J. Winslow misses 3-pt jump shot from 25 ft,96,117
357,4,3:18.0,Defensive rebound by E. Freedom,,96,117
358,4,3:10.0,T. Burke misses 2-pt jump shot from 11 ft,,96,117
359,4,3:06.0,,Defensive rebound by D. Walton,96,117
360,4,2:54.0,,J. Winslow misses 2-pt layup from 2 ft (block by I. Hicks),96,117
361,4,2:54.0,,Offensive rebound by Team,96,117
362,4,2:54.0,New York full timeout,,96,117
363,4,2:54.0,T. Williams enters the game for E. Freedom,,96,117
364,4,2:46.0,,J. Winslow misses 2-pt dunk from 1 ft,96,117
365,4,2:44.0,Defensive rebound by D. Dotson,,96,117
366,4,2:40.0,D. Dotson misses 2-pt jump shot from 6 ft,,96,117
367,4,2:37.0,,Defensive rebound by J. Mickey,96,117
368,4,2:13.0,,J. Winslow misses 3-pt jump shot from 26 ft,96,117
369,4,2:10.0,,Offensive rebound by D. Walton,96,117
370,4,2:08.0,,L. Babbitt misses 3-pt jump shot from 24 ft,96,117
371,4,2:04.0,Defensive rebound by T. Williams,,96,117
372,4,1:45.0,T. Burke makes 2-pt jump shot from 20 ft,,98,117
373,4,1:27.0,,U. Haslem misses 3-pt jump shot from 25 ft,98,117
374,4,1:23.0,Defensive rebound by T. Williams,,98,117
375,4,1:14.0,D. Dotson misses 3-pt jump shot from 24 ft,,98,117
376,4,1:11.0,Offensive rebound by T. Burke,,98,117
