,QUARTER,TIME_REMAINING,PORTLAND_ACTION,PHILADELPHIA_ACTION,PORTLAND_SCORE,PHILADELPHIA_SCORE
388,4,8:13.0,Defensive rebound by C. McCollum,,62,75
389,4,8:05.0,Personal foul by A. Johnson (drawn by J. Nurkić),,62,75
390,4,8:05.0,,J. Redick enters the game for J. Bayless,62,75
391,4,8:05.0,E. Davis enters the game for J. Nurkić,,62,75
392,4,7:51.0,Shooting foul by T. Luwawu-Cabarrot (drawn by E. Davis),,62,75
393,4,7:51.0,E. Davis makes free throw 1 of 2,,63,75
394,4,7:51.0,,R. Covington enters the game for T. Luwawu-Cabarrot,63,75
395,4,7:51.0,E. Davis makes free throw 2 of 2,,64,75
396,4,7:37.0,,Shooting foul by E. Turner (drawn by T. McConnell),64,75
397,4,7:37.0,,T. McConnell makes free throw 1 of 2,64,76
398,4,7:37.0,,T. McConnell makes free throw 2 of 2,64,77
399,4,7:26.0,D. Lillard misses 3-pt jump shot from 27 ft,,64,77
400,4,7:22.0,,Defensive rebound by B. Simmons,64,77
401,4,7:17.0,,B. Simmons makes 2-pt layup from 2 ft,64,79
402,4,7:16.0,Portland full timeout,,64,79
403,4,7:16.0,J. Nurkić enters the game for E. Davis,,64,79
404,4,6:59.0,C. McCollum misses 2-pt layup from 7 ft (block by B. Simmons),,64,79
405,4,6:57.0,,Defensive rebound by J. Redick,64,79
406,4,6:52.0,,R. Covington makes 3-pt jump shot from 27 ft (assist by B. Simmons),64,82
407,4,6:34.0,D. Lillard makes 3-pt jump shot from 25 ft (assist by J. Nurkić),,67,82
408,4,6:20.0,,B. Simmons misses 2-pt jump shot from 9 ft,67,82
409,4,6:18.0,Defensive rebound by Team,,67,82
410,4,6:09.0,S. Napier misses 3-pt jump shot from 25 ft,,67,82
411,4,6:07.0,,Defensive rebound by A. Johnson,67,82
412,4,5:59.0,,T. McConnell makes 2-pt layup from 3 ft,67,84
413,4,5:43.0,C. McCollum misses 2-pt layup from 4 ft,,67,84
414,4,5:43.0,Offensive rebound by E. Turner,,67,84
415,4,5:38.0,Turnover by J. Nurkić (bad pass; steal by T. McConnell),,67,84
416,4,5:34.0,,B. Simmons misses 2-pt layup from 2 ft,67,84
417,4,5:33.0,Defensive rebound by J. Nurkić,,67,84
418,4,5:33.0,Personal foul by R. Covington (drawn by J. Nurkić),,67,84
419,4,5:33.0,J. Nurkić misses free throw 1 of 2,,67,84
420,4,5:33.0,Offensive rebound by Team,,67,84
421,4,5:33.0,,J. Embiid enters the game for A. Johnson,67,84
422,4,5:33.0,J. Nurkić makes free throw 2 of 2,,68,84
423,4,5:22.0,,R. Covington misses 2-pt layup from 3 ft,68,84
424,4,5:18.0,,Offensive rebound by J. Embiid,68,84
425,4,5:18.0,,J. Embiid makes 2-pt layup at rim,68,86
426,4,5:11.0,Personal foul by T. McConnell (drawn by D. Lillard),,68,86
427,4,5:11.0,D. Lillard makes free throw 1 of 2,,69,86
428,4,5:11.0,P. Connaughton enters the game for S. Napier,,69,86
429,4,5:11.0,D. Lillard misses free throw 2 of 2,,69,86
430,4,5:09.0,,Defensive rebound by J. Embiid,69,86
431,4,4:52.0,,J. Embiid makes 2-pt hook shot from 10 ft,69,88
432,4,4:40.0,Shooting foul by B. Simmons (drawn by J. Nurkić),,69,88
433,4,4:40.0,J. Nurkić misses free throw 1 of 2,,69,88
434,4,4:40.0,Offensive rebound by Team,,69,88
435,4,4:40.0,J. Nurkić misses free throw 2 of 2,,69,88
436,4,4:38.0,,Defensive rebound by J. Embiid,69,88
437,4,4:23.0,,Turnover by B. Simmons (traveling),69,88
438,4,4:17.0,D. Lillard misses 2-pt layup from 1 ft (block by B. Simmons),,69,88
439,4,4:13.0,Offensive rebound by J. Nurkić,,69,88
440,4,4:11.0,J. Nurkić makes 2-pt layup from 1 ft,,71,88
441,4,3:48.0,,J. Embiid misses 2-pt jump shot from 13 ft,71,88
442,4,3:46.0,Defensive rebound by E. Turner,,71,88
443,4,3:37.0,E. Turner makes 2-pt jump shot from 11 ft (assist by P. Connaughton),,73,88
444,4,3:24.0,,T. McConnell makes 2-pt layup from 2 ft (assist by B. Simmons),73,90
445,4,3:12.0,D. Lillard misses 2-pt layup from 1 ft,,73,90
446,4,3:10.0,Offensive rebound by J. Nurkić,,73,90
447,4,3:10.0,J. Nurkić misses 2-pt layup at rim,,73,90
448,4,3:10.0,,Defensive rebound by Team,73,90
449,4,3:10.0,,A. Johnson enters the game for J. Embiid,73,90
450,4,2:59.0,,J. Redick makes 3-pt jump shot from 23 ft (assist by B. Simmons),73,93
451,4,2:57.0,Portland full timeout,,73,93
452,4,2:57.0,J. Layman enters the game for D. Lillard,,73,93
453,4,2:57.0,Z. Collins enters the game for E. Turner,,73,93
454,4,2:57.0,C. Swanigan enters the game for C. McCollum,,73,93
455,4,2:57.0,S. Napier enters the game for J. Nurkić,,73,93
456,4,2:48.0,C. Swanigan misses 2-pt jump shot from 22 ft,,73,93
457,4,2:44.0,,Defensive rebound by B. Simmons,73,93
458,4,2:27.0,,B. Simmons misses 2-pt layup from 2 ft,73,93
459,4,2:23.0,Defensive rebound by Z. Collins,,73,93
460,4,2:14.0,J. Layman misses 3-pt jump shot from 22 ft,,73,93
461,4,2:10.0,,Defensive rebound by T. McConnell,73,93
462,4,2:09.0,,Personal foul by S. Napier (drawn by B. Simmons),73,93
463,4,2:09.0,,Philadelphia full timeout,73,93
464,4,2:09.0,,J. Bayless enters the game for J. Redick,73,93
465,4,2:09.0,,T. Luwawu-Cabarrot enters the game for B. Simmons,73,93
466,4,2:09.0,,F. Korkmaz enters the game for R. Covington,73,93
467,4,2:05.0,,T. Luwawu-Cabarrot makes 2-pt layup from 3 ft (assist by T. McConnell),73,95
468,4,2:05.0,,Shooting foul by C. Swanigan (drawn by T. Luwawu-Cabarrot),73,95
469,4,2:05.0,,T. Luwawu-Cabarrot misses free throw 1 of 1,73,95
470,4,1:58.0,Defensive rebound by Z. Collins,,73,95
471,4,1:46.0,P. Connaughton makes 2-pt jump shot from 9 ft (assist by Z. Collins),,75,95
472,4,1:35.0,,T. Luwawu-Cabarrot makes 2-pt layup from 2 ft (assist by T. McConnell),75,97
473,4,1:24.0,J. Layman makes 2-pt jump shot from 17 ft (assist by S. Napier),,77,97
474,4,1:13.0,,A. Johnson makes 2-pt layup from 1 ft (assist by T. McConnell),77,99
475,4,0:59.0,Offensive foul by Z. Collins (drawn by T. Luwawu-Cabarrot),,77,99
476,4,0:59.0,Turnover by Z. Collins (offensive foul),,77,99
477,4,0:59.0,,D. Šarić enters the game for T. Luwawu-Cabarrot,77,99
478,4,0:52.0,,Personal foul by J. Layman (drawn by F. Korkmaz),77,99
479,4,0:52.0,,F. Korkmaz makes free throw 1 of 2,77,100
480,4,0:52.0,,F. Korkmaz makes free throw 2 of 2,77,101
481,4,0:40.0,C. Swanigan makes 2-pt layup from 1 ft (assist by P. Connaughton),,79,101
482,4,0:40.0,Shooting foul by A. Johnson (drawn by C. Swanigan),,79,101
483,4,0:40.0,C. Swanigan misses free throw 1 of 1,,79,101
484,4,0:38.0,,Defensive rebound by A. Johnson,79,101
485,4,0:26.0,,D. Šarić misses 3-pt jump shot from 26 ft,79,101
486,4,0:22.0,Defensive rebound by S. Napier,,79,101
487,4,0:18.0,J. Layman makes 2-pt dunk at rim (assist by S. Napier),,81,101
