,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,MEMPHIS_ACTION,SACRAMENTO_SCORE,MEMPHIS_SCORE
66,1,4:25.0,,W. Selden misses 3-pt jump shot from 25 ft,11,14
67,1,4:18.0,,Offensive rebound by J. Martin,11,14
68,1,4:18.0,,J. Martin misses 2-pt dunk at rim,11,14
69,1,4:18.0,Defensive rebound by D. Fox,,11,14
70,1,4:10.0,Turnover by J. Jackson (bad pass; steal by D. Brooks),,11,14
71,1,4:08.0,,Shooting foul by G. Temple (drawn by D. Brooks),11,14
72,1,4:08.0,,D. Brooks makes free throw 1 of 2,11,15
73,1,4:08.0,,D. Davis enters the game for M. Gasol,11,15
74,1,4:08.0,S. Labissière enters the game for D. Fox,,11,15
75,1,4:08.0,B. Hield enters the game for J. Jackson,,11,15
76,1,4:08.0,,D. Brooks makes free throw 2 of 2,11,16
77,1,3:53.0,V. Carter misses 2-pt jump shot from 18 ft,,11,16
78,1,3:50.0,,Defensive rebound by W. Selden,11,16
79,1,3:45.0,,W. Selden misses 2-pt jump shot from 1 ft (block by S. Labissière),11,16
80,1,3:41.0,Defensive rebound by Z. Randolph,,11,16
81,1,3:40.0,Turnover by Z. Randolph (lost ball; steal by W. Selden),,11,16
82,1,3:36.0,,D. Brooks misses 3-pt jump shot from 26 ft,11,16
83,1,3:35.0,,Offensive rebound by D. Davis,11,16
84,1,3:35.0,,Shooting foul by Z. Randolph (drawn by D. Davis),11,16
85,1,3:35.0,,D. Davis misses free throw 1 of 2,11,16
86,1,3:35.0,,Offensive rebound by Team,11,16
87,1,3:35.0,,B. McLemore enters the game for W. Selden,11,16
88,1,3:35.0,G. Papagiannis enters the game for Z. Randolph,,11,16
89,1,3:35.0,,D. Davis makes free throw 2 of 2,11,17
90,1,3:17.0,G. Temple makes 2-pt layup at rim,,13,17
91,1,3:10.0,,D. Brooks makes 2-pt layup at rim (assist by M. Chalmers),13,19
92,1,2:51.0,S. Labissière misses 2-pt hook shot from 5 ft,,13,19
93,1,2:49.0,,Defensive rebound by D. Davis,13,19
94,1,2:39.0,,D. Brooks makes 3-pt jump shot from 26 ft (assist by D. Davis),13,22
95,1,2:25.0,Turnover by G. Papagiannis (lost ball; steal by D. Brooks),,13,22
96,1,2:24.0,,Personal foul by V. Carter (drawn by B. McLemore),13,22
97,1,2:24.0,,B. McLemore makes free throw 1 of 2,13,23
98,1,2:24.0,,B. McLemore makes free throw 2 of 2,13,24
99,1,2:12.0,B. Hield misses 2-pt jump shot from 20 ft,,13,24
100,1,2:09.0,,Defensive rebound by J. Martin,13,24
101,1,1:58.0,,J. Martin misses 2-pt layup at rim,13,24
102,1,1:56.0,Defensive rebound by B. Hield,,13,24
103,1,1:49.0,S. Labissière makes 2-pt jump shot from 7 ft (assist by B. Hield),,15,24
104,1,1:34.0,,D. Brooks makes 2-pt jump shot from 22 ft (assist by M. Chalmers),15,26
105,1,1:24.0,G. Temple makes 2-pt layup from 1 ft,,17,26
106,1,1:24.0,Shooting foul by B. McLemore (drawn by G. Temple),,17,26
107,1,1:24.0,,J. Green enters the game for J. Martin,17,26
108,1,1:24.0,G. Temple misses free throw 1 of 1,,17,26
109,1,1:22.0,,Defensive rebound by J. Green,17,26
110,1,1:05.0,,B. McLemore makes 2-pt jump shot from 10 ft (assist by M. Chalmers),17,28
111,1,0:53.0,Turnover by G. Papagiannis (turnover),,17,28
112,1,0:37.0,,J. Green makes 2-pt jump shot from 19 ft (assist by M. Chalmers),17,30
113,1,0:17.0,Turnover by G. Temple (bad pass; steal by M. Chalmers),,17,30
114,1,0:03.0,,D. Davis misses 2-pt layup from 1 ft,17,30
115,1,0:01.0,Defensive rebound by G. Papagiannis,,17,30
116,1,0:00.0,S. Labissière misses 3-pt jump shot from 35 ft,,17,30
117,1,0:00.0,Offensive rebound by Team,,17,30
118,2,11:40.0,S. Labissière misses 3-pt jump shot from 25 ft,,17,30
119,2,11:37.0,,Defensive rebound by D. Davis,17,30
120,2,11:15.0,,D. Brooks misses 3-pt jump shot from 24 ft,17,30
121,2,11:11.0,Defensive rebound by G. Temple,,17,30
122,2,11:05.0,V. Carter misses 3-pt jump shot from 25 ft,,17,30
123,2,11:00.0,Offensive rebound by G. Papagiannis,,17,30
124,2,11:00.0,G. Papagiannis misses 2-pt layup at rim,,17,30
125,2,10:59.0,Offensive rebound by S. Labissière,,17,30
126,2,10:59.0,S. Labissière misses 2-pt layup at rim,,17,30
127,2,10:59.0,Offensive rebound by B. Hield,,17,30
128,2,10:56.0,B. Hield misses 2-pt jump shot from 7 ft,,17,30
129,2,10:54.0,,Defensive rebound by J. Green,17,30
130,2,10:47.0,,T. Evans misses 2-pt jump shot from 21 ft,17,30
131,2,10:45.0,Defensive rebound by V. Carter,,17,30
132,2,10:37.0,V. Carter misses 2-pt layup at rim (block by D. Davis),,17,30
133,2,10:33.0,Offensive rebound by S. Labissière,,17,30
134,2,10:32.0,S. Labissière misses 2-pt jump shot from 11 ft (block by J. Green),,17,30
135,2,10:29.0,,Defensive rebound by D. Davis,17,30
136,2,10:27.0,,J. Green misses 2-pt dunk from 2 ft,17,30
137,2,10:24.0,Defensive rebound by B. Hield,,17,30
138,2,10:06.0,G. Papagiannis misses 2-pt hook shot from 11 ft,,17,30
139,2,10:03.0,,Defensive rebound by J. Green,17,30
140,2,9:48.0,,T. Evans misses 2-pt layup from 1 ft,17,30
141,2,9:44.0,Defensive rebound by G. Temple,,17,30
142,2,9:34.0,V. Carter makes 3-pt jump shot from 25 ft (assist by G. Papagiannis),,20,30
143,2,9:10.0,,T. Evans makes 2-pt layup from 1 ft (assist by D. Davis),20,32
144,2,8:57.0,B. Hield makes 3-pt jump shot from 25 ft (assist by G. Papagiannis),,23,32
145,2,8:38.0,,Turnover by T. Evans (bad pass; steal by S. Labissière),23,32
146,2,8:24.0,V. Carter misses 2-pt jump shot from 7 ft,,23,32
147,2,8:24.0,,Defensive rebound by Team,23,32
148,2,8:24.0,Loose ball foul by G. Papagiannis (drawn by D. Davis),,23,32
149,2,8:24.0,,A. Harrison enters the game for B. McLemore,23,32
150,2,8:24.0,W. Cauley-Stein enters the game for G. Papagiannis,,23,32
151,2,8:24.0,B. Bogdanović enters the game for V. Carter,,23,32
152,2,8:00.0,,A. Harrison misses 2-pt jump shot from 18 ft,23,32
153,2,7:56.0,Defensive rebound by B. Bogdanović,,23,32
154,2,7:52.0,W. Cauley-Stein makes 2-pt dunk at rim (assist by B. Bogdanović),,25,32
155,2,7:35.0,,J. Green misses 3-pt jump shot from 25 ft,25,32
156,2,7:33.0,Defensive rebound by S. Labissière,,25,32
157,2,7:30.0,B. Hield makes 2-pt jump shot from 6 ft (assist by S. Labissière),,27,32
158,2,7:27.0,,Memphis full timeout,27,32
159,2,7:27.0,,M. Gasol enters the game for D. Davis,27,32
160,2,7:27.0,,M. Chalmers enters the game for A. Harrison,27,32
161,2,7:07.0,,Turnover by J. Green (bad pass; steal by S. Labissière),27,32
162,2,6:52.0,B. Bogdanović makes 2-pt layup at rim,,29,32
163,2,6:28.0,,D. Brooks misses 2-pt layup from 1 ft,29,32
164,2,6:26.0,Defensive rebound by B. Hield,,29,32
165,2,6:22.0,Shooting foul by M. Gasol (drawn by W. Cauley-Stein),,29,32
166,2,6:22.0,W. Cauley-Stein makes free throw 1 of 2,,30,32
167,2,6:22.0,,W. Selden enters the game for D. Brooks,30,32
168,2,6:22.0,W. Cauley-Stein makes free throw 2 of 2,,31,32
169,2,6:01.0,,T. Evans misses 3-pt jump shot from 25 ft,31,32
170,2,5:58.0,Defensive rebound by W. Cauley-Stein,,31,32
171,2,5:50.0,Shooting foul by M. Gasol (drawn by W. Cauley-Stein),,31,32
172,2,5:50.0,W. Cauley-Stein makes free throw 1 of 2,,32,32
173,2,5:50.0,D. Fox enters the game for G. Temple,,32,32
174,2,5:50.0,W. Cauley-Stein misses free throw 2 of 2,,32,32
175,2,5:48.0,,Defensive rebound by M. Gasol,32,32
176,2,5:25.0,,M. Chalmers makes 3-pt jump shot from 22 ft (assist by W. Selden),32,35
177,2,5:04.0,S. Labissière makes 2-pt layup from 1 ft (assist by D. Fox),,34,35
178,2,4:47.0,,W. Selden misses 3-pt jump shot from 23 ft,34,35
179,2,4:46.0,Defensive rebound by W. Cauley-Stein,,34,35
180,2,4:41.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,34,35
181,2,4:38.0,,Defensive rebound by J. Green,34,35
182,2,4:28.0,,T. Evans misses 2-pt layup at rim,34,35
183,2,4:24.0,,Offensive rebound by T. Evans,34,35
184,2,4:24.0,,T. Evans misses 2-pt layup at rim,34,35
185,2,4:24.0,,Offensive rebound by T. Evans,34,35
186,2,4:22.0,,J. Green misses 3-pt jump shot from 26 ft,34,35
187,2,4:20.0,Defensive rebound by W. Cauley-Stein,,34,35
188,2,4:20.0,Turnover by W. Cauley-Stein (bad pass),,34,35
189,2,4:20.0,,J. Martin enters the game for J. Green,34,35
190,2,4:20.0,Z. Randolph enters the game for S. Labissière,,34,35
191,2,3:57.0,,M. Chalmers misses 3-pt jump shot from 24 ft,34,35
192,2,3:53.0,Defensive rebound by B. Hield,,34,35
193,2,3:51.0,Sacramento full timeout,,34,35
194,2,3:51.0,,B. McLemore enters the game for T. Evans,34,35
195,2,3:38.0,Z. Randolph misses 2-pt jump shot from 7 ft (block by M. Gasol),,34,35
196,2,3:37.0,Offensive rebound by Z. Randolph,,34,35
197,2,3:37.0,Turnover by Z. Randolph (bad pass),,34,35
198,2,3:07.0,,M. Gasol makes 2-pt jump shot from 21 ft (assist by B. McLemore),34,37
199,2,2:49.0,B. Hield misses 2-pt layup at rim,,34,37
200,2,2:49.0,Offensive rebound by W. Cauley-Stein,,34,37
201,2,2:46.0,W. Cauley-Stein misses 2-pt layup at rim,,34,37
202,2,2:45.0,,Defensive rebound by M. Gasol,34,37
203,2,2:44.0,,B. McLemore makes 3-pt jump shot from 25 ft (assist by W. Selden),34,40
204,2,2:32.0,W. Cauley-Stein misses 2-pt layup from 1 ft (block by J. Martin),,34,40
205,2,2:32.0,Offensive rebound by Z. Randolph,,34,40
206,2,2:25.0,Z. Randolph makes 2-pt hook shot from 10 ft,,36,40
207,2,2:10.0,,B. McLemore misses 2-pt jump shot from 22 ft,36,40
208,2,2:10.0,Defensive rebound by D. Fox,,36,40
209,2,2:01.0,W. Cauley-Stein misses 2-pt jump shot from 3 ft,,36,40
210,2,1:58.0,,Defensive rebound by J. Martin,36,40
211,2,1:49.0,,M. Gasol misses 2-pt jump shot from 17 ft,36,40
212,2,1:45.0,Defensive rebound by B. Hield,,36,40
213,2,1:42.0,D. Fox makes 2-pt jump shot from 10 ft,,38,40
214,2,1:23.0,,B. McLemore misses 3-pt jump shot from 22 ft,38,40
215,2,1:19.0,Defensive rebound by Z. Randolph,,38,40
216,2,1:11.0,Turnover by D. Fox (bad pass),,38,40
217,2,1:11.0,Loose ball foul by Z. Randolph (drawn by J. Martin),,38,40
218,2,1:11.0,G. Temple enters the game for W. Cauley-Stein,,38,40
219,2,1:11.0,S. Labissière enters the game for B. Hield,,38,40
220,2,0:58.0,,M. Chalmers misses 2-pt jump shot from 17 ft,38,40
221,2,0:54.0,Defensive rebound by B. Bogdanović,,38,40
222,2,0:43.0,D. Fox misses 3-pt jump shot from 25 ft,,38,40
223,2,0:41.0,Offensive rebound by B. Bogdanović,,38,40
224,2,0:33.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,38,40
225,2,0:30.0,,Defensive rebound by M. Chalmers,38,40
226,2,0:08.0,,B. McLemore misses 3-pt jump shot from 23 ft,38,40
227,2,0:04.0,Defensive rebound by Z. Randolph,,38,40
228,2,0:02.0,D. Fox makes 2-pt layup from 1 ft (assist by Z. Randolph),,40,40
229,2,0:00.0,,B. McLemore misses 3-pt jump shot from 51 ft,40,40
230,2,0:00.0,,Offensive rebound by Team,40,40
231,3,11:50.0,Personal foul by D. Brooks (drawn by B. Bogdanović),,40,40
232,3,11:46.0,Turnover by B. Bogdanović (traveling),,40,40
233,3,11:31.0,,M. Gasol misses 3-pt jump shot from 26 ft,40,40
234,3,11:28.0,Defensive rebound by B. Bogdanović,,40,40
235,3,11:22.0,Turnover by Z. Randolph (bad pass; steal by T. Evans),,40,40
236,3,11:03.0,,Shooting foul by W. Cauley-Stein (drawn by D. Brooks),40,40
237,3,11:03.0,,D. Brooks misses free throw 1 of 2,40,40
238,3,11:03.0,,Offensive rebound by Team,40,40
239,3,11:03.0,,D. Brooks makes free throw 2 of 2,40,41
240,3,10:52.0,Turnover by B. Bogdanović (bad pass; steal by M. Gasol),,40,41
241,3,10:36.0,,T. Evans misses 3-pt jump shot from 26 ft,40,41
242,3,10:33.0,Defensive rebound by Team,,40,41
243,3,10:30.0,Turnover by D. Fox (bad pass; steal by A. Harrison),,40,41
244,3,10:18.0,,A. Harrison makes 2-pt layup from 1 ft,40,43
245,3,10:01.0,Personal foul by J. Green (drawn by B. Bogdanović),,40,43
246,3,9:55.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,40,43
247,3,9:52.0,,Defensive rebound by J. Green,40,43
248,3,9:39.0,,Turnover by T. Evans (bad pass; steal by W. Cauley-Stein),40,43
249,3,9:24.0,D. Fox misses 2-pt jump shot from 19 ft,,40,43
250,3,9:24.0,Offensive rebound by Team,,40,43
251,3,9:24.0,,Loose ball foul by A. Harrison (drawn by W. Cauley-Stein),40,43
252,3,9:20.0,W. Cauley-Stein misses 2-pt jump shot from 17 ft,,40,43
253,3,9:17.0,,Defensive rebound by M. Gasol,40,43
254,3,9:09.0,,D. Brooks makes 3-pt jump shot from 24 ft (assist by T. Evans),40,46
255,3,9:05.0,Sacramento full timeout,,40,46
256,3,8:45.0,Turnover by B. Bogdanović (bad pass; steal by D. Brooks),,40,46
257,3,8:38.0,,D. Brooks makes 3-pt jump shot from 25 ft,40,49
258,3,8:23.0,B. Bogdanović makes 2-pt layup at rim (assist by D. Fox),,42,49
259,3,7:59.0,,M. Gasol misses 2-pt layup at rim,42,49
260,3,7:57.0,Defensive rebound by Z. Randolph,,42,49
261,3,7:52.0,J. Jackson misses 3-pt jump shot from 25 ft,,42,49
262,3,7:49.0,,Defensive rebound by D. Brooks,42,49
263,3,7:32.0,,M. Gasol makes 2-pt jump shot from 8 ft,42,51
264,3,7:26.0,Offensive foul by B. Bogdanović (drawn by A. Harrison),,42,51
265,3,7:26.0,Turnover by B. Bogdanović (offensive foul),,42,51
266,3,7:02.0,,D. Brooks makes 2-pt layup from 1 ft,42,53
267,3,6:43.0,Turnover by W. Cauley-Stein (offensive goaltending),,42,53
268,3,6:43.0,G. Temple enters the game for J. Jackson,,42,53
269,3,6:25.0,,J. Green misses 2-pt layup from 5 ft,42,53
270,3,6:23.0,Defensive rebound by W. Cauley-Stein,,42,53
271,3,6:13.0,B. Bogdanović makes 2-pt layup at rim,,44,53
272,3,5:59.0,,Personal foul by Z. Randolph (drawn by M. Gasol),44,53
273,3,5:59.0,,M. Chalmers enters the game for J. Green,44,53
274,3,5:59.0,,J. Martin enters the game for A. Harrison,44,53
275,3,5:59.0,B. Hield enters the game for D. Fox,,44,53
276,3,5:51.0,,Personal foul by Z. Randolph (drawn by M. Gasol),44,53
277,3,5:51.0,V. Carter enters the game for Z. Randolph,,44,53
278,3,5:43.0,,D. Brooks misses 3-pt jump shot from 23 ft,44,53
279,3,5:39.0,,Offensive rebound by D. Brooks,44,53
280,3,5:38.0,,Turnover by D. Brooks (lost ball; steal by G. Temple),44,53
281,3,5:27.0,W. Cauley-Stein misses 2-pt jump shot from 10 ft,,44,53
282,3,5:23.0,,Defensive rebound by T. Evans,44,53
283,3,5:17.0,,T. Evans makes 3-pt jump shot from 25 ft,44,56
284,3,5:00.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,44,56
285,3,4:57.0,,Defensive rebound by M. Gasol,44,56
286,3,4:43.0,,Shooting foul by B. Hield (drawn by T. Evans),44,56
287,3,4:43.0,,T. Evans makes free throw 1 of 3,44,57
288,3,4:43.0,,T. Evans makes free throw 2 of 3,44,58
289,3,4:43.0,,W. Selden enters the game for D. Brooks,44,58
290,3,4:43.0,,D. Davis enters the game for M. Gasol,44,58
291,3,4:43.0,,T. Evans misses free throw 3 of 3,44,58
292,3,4:40.0,Defensive rebound by W. Cauley-Stein,,44,58
293,3,4:32.0,Shooting foul by W. Selden (drawn by B. Hield),,44,58
294,3,4:32.0,B. Hield makes free throw 1 of 3,,45,58
295,3,4:32.0,B. Hield makes free throw 2 of 3,,46,58
296,3,4:32.0,B. Hield makes free throw 3 of 3,,47,58
297,3,4:10.0,,T. Evans misses 2-pt layup from 1 ft,47,58
298,3,4:08.0,,Offensive rebound by D. Davis,47,58
299,3,4:06.0,,T. Evans misses 3-pt jump shot from 23 ft,47,58
300,3,4:03.0,,Offensive rebound by D. Davis,47,58
301,3,3:53.0,,Personal foul by B. Hield (drawn by D. Davis),47,58
302,3,3:53.0,,D. Davis misses free throw 1 of 2,47,58
303,3,3:53.0,,Offensive rebound by Team,47,58
304,3,3:53.0,,B. McLemore enters the game for T. Evans,47,58
305,3,3:53.0,S. Labissière enters the game for W. Cauley-Stein,,47,58
306,3,3:53.0,G. Papagiannis enters the game for B. Bogdanović,,47,58
307,3,3:53.0,,D. Davis misses free throw 2 of 2,47,58
308,3,3:50.0,Defensive rebound by S. Labissière,,47,58
309,3,3:39.0,B. Hield misses 2-pt jump shot from 21 ft,,47,58
310,3,3:38.0,,Defensive rebound by Team,47,58
311,3,3:16.0,,M. Chalmers misses 3-pt jump shot from 27 ft,47,58
312,3,3:13.0,,Offensive rebound by B. McLemore,47,58
313,3,3:12.0,,B. McLemore makes 2-pt layup from 1 ft,47,60
314,3,3:01.0,G. Papagiannis misses 2-pt dunk from 1 ft (block by J. Martin),,47,60
315,3,2:58.0,,Defensive rebound by D. Davis,47,60
316,3,2:55.0,,D. Davis makes 2-pt dunk from 1 ft (assist by W. Selden),47,62
317,3,2:55.0,Sacramento full timeout,,47,62
318,3,2:37.0,V. Carter makes 3-pt jump shot from 25 ft (assist by S. Labissière),,50,62
319,3,2:10.0,,J. Martin misses 2-pt jump shot from 6 ft,50,62
320,3,2:08.0,,Offensive rebound by W. Selden,50,62
321,3,2:05.0,,Turnover by M. Chalmers (lost ball; steal by B. Hield),50,62
322,3,2:01.0,B. Hield misses 2-pt layup from 4 ft,,50,62
323,3,1:57.0,Offensive rebound by G. Temple,,50,62
324,3,1:57.0,G. Temple makes 2-pt layup from 1 ft,,52,62
325,3,1:57.0,Shooting foul by J. Martin (drawn by G. Temple),,52,62
326,3,1:57.0,G. Temple makes free throw 1 of 1,,53,62
327,3,1:43.0,,J. Martin makes 2-pt layup at rim (assist by D. Davis),53,64
328,3,1:43.0,,Shooting foul by V. Carter (drawn by J. Martin),53,64
329,3,1:43.0,D. Fox enters the game for B. Hield,,53,64
330,3,1:43.0,,J. Martin makes free throw 1 of 1,53,65
331,3,1:33.0,Turnover by D. Fox (bad pass; steal by D. Davis),,53,65
332,3,1:30.0,,Turnover by D. Davis (bad pass; steal by V. Carter),53,65
333,3,1:25.0,G. Temple misses 3-pt jump shot from 25 ft,,53,65
334,3,1:23.0,Offensive rebound by Team,,53,65
335,3,1:11.0,V. Carter makes 3-pt jump shot from 25 ft (assist by S. Labissière),,56,65
336,3,0:53.0,,M. Chalmers makes 2-pt jump shot from 20 ft (assist by D. Davis),56,67
337,3,0:43.0,G. Temple misses 2-pt jump shot from 15 ft,,56,67
338,3,0:41.0,,Defensive rebound by J. Martin,56,67
339,3,0:20.0,,Turnover by W. Selden (bad pass; steal by S. Labissière),56,67
340,3,0:19.0,Personal take foul by M. Chalmers (drawn by G. Temple),,56,67
341,3,0:19.0,G. Temple misses free throw 1 of 2,,56,67
342,3,0:19.0,Offensive rebound by Team,,56,67
343,3,0:19.0,G. Temple makes free throw 2 of 2,,57,67
344,3,0:04.0,,B. McLemore misses 2-pt layup at rim (block by G. Papagiannis),57,67
345,3,0:01.0,Defensive rebound by S. Labissière,,57,67
346,3,0:01.0,Personal foul by M. Chalmers (drawn by D. Fox),,57,67
347,3,0:01.0,D. Fox makes free throw 1 of 2,,58,67
348,3,0:01.0,D. Fox makes free throw 2 of 2,,59,67
349,4,11:44.0,,D. Davis makes 2-pt layup at rim (assist by T. Evans),59,69
350,4,11:30.0,G. Temple makes 3-pt jump shot from 23 ft (assist by D. Fox),,62,69
351,4,11:12.0,,J. Martin misses 3-pt jump shot from 25 ft,62,69
352,4,11:10.0,,Offensive rebound by B. McLemore,62,69
353,4,11:10.0,,Shooting foul by V. Carter (drawn by B. McLemore),62,69
354,4,11:10.0,,B. McLemore makes free throw 1 of 2,62,70
355,4,11:10.0,,B. McLemore makes free throw 2 of 2,62,71
356,4,10:59.0,Turnover by D. Fox (bad pass),,62,71
357,4,10:40.0,,B. McLemore makes 3-pt jump shot from 25 ft (assist by T. Evans),62,74
358,4,10:33.0,Personal foul by B. McLemore (drawn by V. Carter),,62,74
359,4,10:33.0,W. Cauley-Stein enters the game for G. Papagiannis,,62,74
360,4,10:33.0,B. Bogdanović enters the game for G. Temple,,62,74
361,4,10:24.0,V. Carter makes 3-pt jump shot from 26 ft (assist by D. Fox),,65,74
362,4,9:56.0,,J. Martin makes 2-pt layup from 1 ft,65,76
363,4,9:48.0,Shooting foul by D. Davis (drawn by D. Fox),,65,76
364,4,9:48.0,D. Fox makes free throw 1 of 2,,66,76
365,4,9:48.0,D. Fox makes free throw 2 of 2,,67,76
366,4,9:35.0,,B. McLemore misses 3-pt jump shot from 26 ft,67,76
367,4,9:31.0,,Offensive rebound by Team,67,76
368,4,9:27.0,,A. Harrison makes 3-pt jump shot from 26 ft (assist by T. Evans),67,79
369,4,9:15.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,67,79
370,4,9:11.0,Offensive rebound by S. Labissière,,67,79
371,4,9:03.0,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by D. Fox),,70,79
372,4,8:46.0,,B. McLemore makes 3-pt jump shot from 25 ft (assist by D. Davis),70,82
373,4,8:25.0,D. Fox misses 3-pt jump shot from 25 ft,,70,82
374,4,8:24.0,,Defensive rebound by T. Evans,70,82
375,4,8:14.0,,Turnover by J. Martin (out of bounds lost ball),70,82
376,4,8:00.0,B. Bogdanović makes 2-pt layup from 1 ft,,72,82
377,4,7:46.0,,Def 3 sec tech foul by S. Labissière,72,82
378,4,7:46.0,,T. Evans makes technical free throw,72,83
379,4,7:46.0,,J. Green enters the game for J. Martin,72,83
380,4,7:46.0,,D. Brooks enters the game for A. Harrison,72,83
381,4,7:46.0,,M. Gasol enters the game for D. Davis,72,83
382,4,7:40.0,,B. McLemore makes 2-pt layup at rim (assist by T. Evans),72,85
383,4,7:26.0,D. Fox misses 2-pt jump shot from 13 ft,,72,85
384,4,7:24.0,,Defensive rebound by D. Brooks,72,85
385,4,7:13.0,,Turnover by T. Evans (bad pass; steal by W. Cauley-Stein),72,85
