,QUARTER,TIME_REMAINING,CHICAGO_ACTION,MIAMI_ACTION,CHICAGO_SCORE,MIAMI_SCORE
155,2,8:33.0,,D. Wade misses 2-pt jump shot from 8 ft,28,35
156,2,8:31.0,Defensive rebound by R. Lopez,,28,35
157,2,8:20.0,C. Payne makes 2-pt layup from 1 ft,,30,35
158,2,7:53.0,,J. Winslow misses 2-pt jump shot from 9 ft,30,35
159,2,7:49.0,Defensive rebound by D. Valentine,,30,35
160,2,7:37.0,D. Valentine misses 3-pt jump shot from 25 ft,,30,35
161,2,7:34.0,,Defensive rebound by W. Ellington,30,35
162,2,7:26.0,,J. Winslow makes 2-pt dunk from 1 ft (assist by D. Wade),30,37
163,2,7:12.0,Personal foul by J. Johnson (drawn by C. Payne),,30,37
164,2,7:12.0,,T. Johnson enters the game for D. Wade,30,37
165,2,7:12.0,,G. Dragić enters the game for J. Winslow,30,37
166,2,7:12.0,D. Nwaba enters the game for D. Valentine,,30,37
167,2,6:58.0,Turnover by B. Portis (traveling),,30,37
168,2,6:58.0,,Miami full timeout,30,37
169,2,6:35.0,,K. Olynyk misses 2-pt jump shot from 22 ft,30,37
170,2,6:31.0,Defensive rebound by B. Portis,,30,37
171,2,6:21.0,Shooting foul by W. Ellington (drawn by S. Kilpatrick),,30,37
172,2,6:21.0,S. Kilpatrick makes free throw 1 of 2,,31,37
173,2,6:21.0,S. Kilpatrick makes free throw 2 of 2,,32,37
174,2,6:07.0,,T. Johnson makes 2-pt layup from 1 ft (assist by J. Johnson),32,39
175,2,6:03.0,Personal foul by G. Dragić (drawn by C. Payne),,32,39
176,2,6:03.0,C. Payne makes free throw 1 of 2,,33,39
177,2,6:03.0,C. Payne makes free throw 2 of 2,,34,39
178,2,5:50.0,,G. Dragić makes 2-pt jump shot from 8 ft,34,41
179,2,5:38.0,S. Kilpatrick misses 3-pt jump shot from 25 ft,,34,41
180,2,5:37.0,Offensive rebound by Team,,34,41
181,2,5:37.0,,J. Richardson enters the game for W. Ellington,34,41
182,2,5:37.0,N. Vonleh enters the game for R. Lopez,,34,41
183,2,5:34.0,S. Kilpatrick misses 2-pt jump shot from 18 ft,,34,41
184,2,5:31.0,,Defensive rebound by K. Olynyk,34,41
185,2,5:23.0,,T. Johnson makes 2-pt jump shot from 9 ft (assist by J. Richardson),34,43
186,2,5:05.0,S. Kilpatrick misses 3-pt jump shot from 25 ft,,34,43
187,2,5:05.0,Offensive rebound by Team,,34,43
188,2,5:05.0,J. Holiday enters the game for S. Kilpatrick,,34,43
189,2,4:57.0,B. Portis misses 3-pt jump shot from 24 ft,,34,43
190,2,4:55.0,,Defensive rebound by J. Johnson,34,43
191,2,4:47.0,,Turnover by T. Johnson (bad pass; steal by J. Holiday),34,43
192,2,4:42.0,C. Payne misses 3-pt jump shot from 24 ft,,34,43
193,2,4:40.0,,Defensive rebound by G. Dragić,34,43
194,2,4:37.0,,G. Dragić makes 2-pt layup from 1 ft,34,45
195,2,4:37.0,Chicago full timeout,,34,45
196,2,4:37.0,,H. Whiteside enters the game for K. Olynyk,34,45
197,2,4:37.0,R. Arcidiacono enters the game for C. Payne,,34,45
198,2,4:21.0,D. Nwaba misses 2-pt jump shot from 4 ft,,34,45
199,2,4:19.0,,Defensive rebound by J. Richardson,34,45
200,2,4:05.0,,J. Johnson misses 3-pt jump shot from 26 ft,34,45
201,2,4:02.0,Defensive rebound by N. Vonleh,,34,45
202,2,3:56.0,N. Vonleh misses 3-pt jump shot from 25 ft,,34,45
203,2,3:52.0,,Defensive rebound by J. Richardson,34,45
204,2,3:39.0,,G. Dragić misses 2-pt layup from 1 ft,34,45
205,2,3:37.0,,Offensive rebound by G. Dragić,34,45
206,2,3:29.0,,G. Dragić misses 2-pt layup from 1 ft (block by B. Portis),34,45
207,2,3:27.0,Defensive rebound by B. Portis,,34,45
208,2,3:22.0,R. Arcidiacono makes 2-pt layup from 1 ft (assist by D. Nwaba),,36,45
209,2,3:09.0,,J. Johnson makes 2-pt jump shot from 3 ft,36,47
210,2,2:58.0,N. Vonleh makes 3-pt jump shot from 25 ft (assist by D. Nwaba),,39,47
211,2,2:44.0,,T. Johnson misses 3-pt jump shot from 26 ft,39,47
212,2,2:41.0,Defensive rebound by N. Vonleh,,39,47
213,2,2:26.0,D. Nwaba misses 2-pt layup from 10 ft (block by H. Whiteside),,39,47
214,2,2:26.0,,Defensive rebound by J. Johnson,39,47
215,2,2:23.0,,J. Richardson misses 2-pt jump shot from 8 ft,39,47
216,2,2:19.0,Defensive rebound by B. Portis,,39,47
217,2,2:14.0,,Offensive charge foul by D. Nwaba (drawn by J. Johnson),39,47
218,2,2:14.0,Turnover by D. Nwaba (offensive foul),,39,47
219,2,2:14.0,,J. Winslow enters the game for J. Richardson,39,47
220,2,2:14.0,,D. Wade enters the game for T. Johnson,39,47
221,2,2:14.0,,W. Ellington enters the game for J. Johnson,39,47
222,2,2:14.0,R. Lopez enters the game for B. Portis,,39,47
223,2,2:14.0,,W. Ellington makes technical free throw,39,48
224,2,2:03.0,,W. Ellington misses 3-pt jump shot from 25 ft,39,48
225,2,2:00.0,Defensive rebound by D. Nwaba,,39,48
226,2,1:49.0,N. Vonleh makes 2-pt hook shot from 5 ft,,41,48
227,2,1:30.0,,H. Whiteside misses 2-pt jump shot from 12 ft,41,48
228,2,1:25.0,Defensive rebound by J. Holiday,,41,48
229,2,1:16.0,J. Holiday misses 3-pt jump shot from 24 ft,,41,48
230,2,1:13.0,,Defensive rebound by D. Wade,41,48
231,2,1:05.0,,Personal foul by N. Vonleh (drawn by H. Whiteside),41,48
232,2,0:55.0,,D. Wade misses 2-pt hook shot from 7 ft,41,48
233,2,0:52.0,Defensive rebound by N. Vonleh,,41,48
234,2,0:46.0,Shooting foul by G. Dragić (drawn by J. Holiday),,41,48
235,2,0:46.0,J. Holiday makes free throw 1 of 2,,42,48
236,2,0:46.0,,R. McGruder enters the game for G. Dragić,42,48
237,2,0:46.0,J. Holiday makes free throw 2 of 2,,43,48
238,2,0:32.0,,W. Ellington misses 3-pt jump shot from 26 ft,43,48
239,2,0:29.0,Defensive rebound by R. Arcidiacono,,43,48
240,2,0:12.0,J. Holiday makes 3-pt jump shot from 25 ft (assist by R. Arcidiacono),,46,48
241,2,0:00.0,,W. Ellington makes 3-pt jump shot from 24 ft (assist by H. Whiteside),46,51
242,3,11:43.0,R. Lopez makes 2-pt jump shot from 2 ft (assist by C. Payne),,48,51
243,3,11:21.0,,J. Richardson misses 2-pt jump shot from 10 ft,48,51
244,3,11:18.0,Defensive rebound by N. Vonleh,,48,51
245,3,10:57.0,N. Vonleh misses 3-pt jump shot from 25 ft,,48,51
246,3,10:55.0,,Defensive rebound by R. McGruder,48,51
247,3,10:49.0,,G. Dragić makes 2-pt jump shot from 19 ft,48,53
248,3,10:25.0,C. Payne misses 2-pt jump shot from 13 ft (block by J. Richardson),,48,53
249,3,10:20.0,,Defensive rebound by R. McGruder,48,53
250,3,10:17.0,,H. Whiteside makes 2-pt jump shot from 11 ft (assist by G. Dragić),48,55
251,3,10:01.0,J. Holiday misses 2-pt layup from 1 ft,,48,55
252,3,9:58.0,,Defensive rebound by G. Dragić,48,55
253,3,9:52.0,,J. Richardson makes 2-pt jump shot from 11 ft,48,57
254,3,9:52.0,Chicago full timeout,,48,57
255,3,9:39.0,R. Lopez misses 2-pt jump shot from 15 ft,,48,57
256,3,9:38.0,,Defensive rebound by J. Johnson,48,57
257,3,9:33.0,,Offensive foul by H. Whiteside (drawn by N. Vonleh),48,57
258,3,9:33.0,,Turnover by H. Whiteside (offensive foul),48,57
259,3,9:18.0,R. Lopez misses 2-pt hook shot from 7 ft,,48,57
260,3,9:16.0,,Defensive rebound by R. McGruder,48,57
261,3,9:11.0,,Turnover by G. Dragić (out of bounds lost ball),48,57
262,3,8:57.0,J. Holiday makes 3-pt jump shot from 25 ft (assist by R. Lopez),,51,57
263,3,8:38.0,,R. McGruder misses 2-pt jump shot from 10 ft,51,57
264,3,8:36.0,,Offensive rebound by H. Whiteside,51,57
265,3,8:34.0,,Turnover by H. Whiteside (lost ball; steal by N. Vonleh),51,57
266,3,8:24.0,N. Vonleh misses 2-pt layup from 2 ft,,51,57
267,3,8:19.0,,Defensive rebound by J. Johnson,51,57
268,3,8:12.0,,J. Richardson makes 2-pt jump shot from 7 ft,51,59
269,3,8:08.0,Shooting foul by R. McGruder (drawn by D. Nwaba),,51,59
270,3,8:08.0,D. Nwaba makes free throw 1 of 2,,52,59
271,3,8:08.0,D. Nwaba makes free throw 2 of 2,,53,59
272,3,7:50.0,,J. Richardson misses 2-pt jump shot from 10 ft,53,59
273,3,7:48.0,Defensive rebound by D. Nwaba,,53,59
274,3,7:35.0,Turnover by R. Lopez (lost ball; steal by G. Dragić),,53,59
275,3,7:29.0,,R. McGruder makes 2-pt layup from 1 ft (assist by J. Richardson),53,61
276,3,7:19.0,C. Payne misses 2-pt layup from 1 ft,,53,61
277,3,7:17.0,,Defensive rebound by H. Whiteside,53,61
278,3,7:08.0,,G. Dragić misses 3-pt jump shot from 25 ft,53,61
279,3,7:06.0,Defensive rebound by R. Lopez,,53,61
280,3,6:59.0,Shooting foul by H. Whiteside (drawn by J. Holiday),,53,61
281,3,6:59.0,J. Holiday makes free throw 1 of 2,,54,61
282,3,6:59.0,J. Holiday makes free throw 2 of 2,,55,61
283,3,6:40.0,,R. McGruder makes 3-pt jump shot from 24 ft (assist by H. Whiteside),55,64
284,3,6:30.0,J. Holiday misses 3-pt jump shot from 23 ft,,55,64
285,3,6:30.0,,Defensive rebound by Team,55,64
286,3,6:10.0,,J. Richardson makes 2-pt layup from 1 ft,55,66
287,3,5:51.0,J. Holiday misses 2-pt jump shot from 10 ft,,55,66
288,3,5:51.0,Offensive rebound by N. Vonleh,,55,66
289,3,5:51.0,N. Vonleh misses 2-pt layup from 1 ft (block by J. Johnson),,55,66
290,3,5:51.0,Offensive rebound by Team,,55,66
291,3,5:51.0,,W. Ellington enters the game for J. Richardson,55,66
292,3,5:51.0,B. Portis enters the game for N. Vonleh,,55,66
293,3,5:47.0,C. Payne makes 3-pt jump shot from 23 ft (assist by J. Holiday),,58,66
294,3,5:32.0,,H. Whiteside makes 2-pt hook shot from 2 ft (assist by G. Dragić),58,68
295,3,5:19.0,R. Lopez makes 2-pt hook shot from 9 ft (assist by D. Nwaba),,60,68
296,3,5:07.0,,H. Whiteside misses 2-pt jump shot from 13 ft,60,68
297,3,5:04.0,Defensive rebound by B. Portis,,60,68
298,3,5:01.0,Turnover by C. Payne (out of bounds lost ball),,60,68
299,3,5:01.0,D. Valentine enters the game for J. Holiday,,60,68
300,3,4:49.0,,H. Whiteside misses 2-pt layup from 1 ft (block by R. Lopez),60,68
301,3,4:47.0,Defensive rebound by R. Lopez,,60,68
302,3,4:37.0,R. Lopez misses 2-pt dunk from 1 ft,,60,68
303,3,4:35.0,,Defensive rebound by J. Johnson,60,68
304,3,4:25.0,,R. McGruder misses 3-pt jump shot from 23 ft,60,68
305,3,4:23.0,Defensive rebound by D. Nwaba,,60,68
306,3,4:18.0,C. Payne makes 2-pt jump shot from 8 ft,,62,68
307,3,4:18.0,,Miami full timeout,62,68
308,3,4:18.0,,K. Olynyk enters the game for H. Whiteside,62,68
309,3,4:03.0,,W. Ellington misses 3-pt jump shot from 26 ft,62,68
310,3,4:01.0,Defensive rebound by B. Portis,,62,68
311,3,3:46.0,B. Portis makes 2-pt hook shot from 1 ft (assist by D. Nwaba),,64,68
312,3,3:23.0,,K. Olynyk makes 2-pt jump shot from 5 ft,64,70
313,3,3:10.0,B. Portis misses 2-pt jump shot from 6 ft,,64,70
314,3,3:08.0,,Defensive rebound by K. Olynyk,64,70
315,3,2:50.0,,G. Dragić makes 2-pt jump shot from 17 ft,64,72
316,3,2:29.0,D. Valentine misses 2-pt layup from 2 ft (block by J. Johnson),,64,72
317,3,2:24.0,Offensive rebound by R. Lopez,,64,72
318,3,2:21.0,R. Lopez misses 2-pt hook shot from 4 ft,,64,72
319,3,2:18.0,Offensive rebound by B. Portis,,64,72
320,3,2:18.0,B. Portis misses 2-pt layup at rim,,64,72
321,3,2:18.0,Offensive rebound by B. Portis,,64,72
322,3,2:16.0,B. Portis misses 2-pt layup at rim,,64,72
323,3,2:15.0,Offensive rebound by B. Portis,,64,72
324,3,2:10.0,Turnover by C. Payne (traveling),,64,72
325,3,2:10.0,,J. Winslow enters the game for G. Dragić,64,72
326,3,2:10.0,,D. Wade enters the game for J. Johnson,64,72
327,3,2:10.0,J. Grant enters the game for C. Payne,,64,72
328,3,2:10.0,N. Vonleh enters the game for R. Lopez,,64,72
329,3,1:50.0,,J. Winslow misses 3-pt jump shot from 25 ft,64,72
330,3,1:48.0,,Offensive rebound by K. Olynyk,64,72
331,3,1:46.0,,W. Ellington makes 2-pt layup from 1 ft,64,74
332,3,1:40.0,Shooting foul by K. Olynyk (drawn by D. Nwaba),,64,74
333,3,1:40.0,D. Nwaba makes free throw 1 of 2,,65,74
334,3,1:40.0,,J. Richardson enters the game for R. McGruder,65,74
335,3,1:40.0,D. Nwaba misses free throw 2 of 2,,65,74
336,3,1:40.0,Offensive rebound by Team,,65,74
337,3,1:40.0,,Loose ball foul by K. Olynyk (drawn by N. Vonleh),65,74
338,3,1:40.0,,B. Adebayo enters the game for K. Olynyk,65,74
339,3,1:40.0,S. Kilpatrick enters the game for D. Nwaba,,65,74
340,3,1:40.0,N. Vonleh misses free throw 1 of 2,,65,74
341,3,1:40.0,Offensive rebound by Team,,65,74
342,3,1:40.0,N. Vonleh makes free throw 2 of 2,,66,74
343,3,1:24.0,,Shooting foul by B. Portis (drawn by D. Wade),66,74
344,3,1:24.0,,D. Wade makes free throw 1 of 2,66,75
345,3,1:24.0,,D. Wade makes free throw 2 of 2,66,76
346,3,1:12.0,B. Portis makes 2-pt dunk at rim (assist by D. Valentine),,68,76
347,3,0:52.0,,Turnover by D. Wade (turnover; steal by D. Valentine),68,76
348,3,0:45.0,Turnover by J. Grant (lost ball; steal by D. Wade),,68,76
349,3,0:41.0,,Shooting foul by D. Valentine (drawn by D. Wade),68,76
350,3,0:41.0,,D. Wade makes free throw 1 of 2,68,77
351,3,0:41.0,,D. Wade makes free throw 2 of 2,68,78
352,3,0:29.0,D. Valentine misses 2-pt jump shot from 17 ft,,68,78
353,3,0:29.0,Offensive rebound by Team,,68,78
354,3,0:06.0,S. Kilpatrick misses 3-pt jump shot from 25 ft,,68,78
355,3,0:04.0,Offensive rebound by B. Portis,,68,78
356,3,0:04.0,Turnover by B. Portis (lost ball; steal by D. Wade),,68,78
357,3,0:02.0,,Turnover by W. Ellington (bad pass; steal by S. Kilpatrick),68,78
358,4,11:43.0,,W. Ellington misses 3-pt jump shot from 26 ft,68,78
359,4,11:40.0,Defensive rebound by D. Valentine,,68,78
360,4,11:32.0,D. Valentine makes 2-pt layup from 2 ft,,70,78
361,4,11:13.0,,J. Richardson misses 2-pt jump shot from 10 ft (block by R. Lopez),70,78
362,4,11:11.0,,Offensive rebound by J. Richardson,70,78
363,4,11:07.0,,J. Richardson makes 2-pt jump shot from 9 ft,70,80
364,4,10:54.0,D. Valentine misses 3-pt jump shot from 25 ft,,70,80
365,4,10:50.0,Offensive rebound by J. Grant,,70,80
366,4,10:33.0,Turnover by B. Portis (bad pass; steal by D. Wade),,70,80
367,4,10:27.0,,J. Richardson makes 2-pt layup from 1 ft (assist by D. Wade),70,82
368,4,10:16.0,R. Lopez makes 2-pt layup from 3 ft (assist by D. Valentine),,72,82
369,4,9:50.0,,J. Richardson makes 2-pt jump shot from 15 ft (assist by D. Wade),72,84
370,4,9:41.0,B. Portis misses 2-pt jump shot from 16 ft,,72,84
371,4,9:41.0,,Defensive rebound by D. Wade,72,84
372,4,9:34.0,,Personal foul by D. Valentine (drawn by D. Wade),72,84
373,4,9:30.0,,Shooting foul by R. Lopez (drawn by J. Richardson),72,84
374,4,9:30.0,,J. Richardson makes free throw 1 of 3,72,85
375,4,9:30.0,,J. Richardson makes free throw 2 of 3,72,86
376,4,9:30.0,,J. Richardson makes free throw 3 of 3,72,87
377,4,9:30.0,R. Arcidiacono enters the game for J. Grant,,72,87
378,4,9:17.0,Offensive foul by R. Lopez (drawn by B. Adebayo),,72,87
379,4,9:17.0,Turnover by R. Lopez (offensive foul),,72,87
380,4,9:02.0,,D. Wade misses 2-pt jump shot from 20 ft,72,87
381,4,9:00.0,Defensive rebound by S. Kilpatrick,,72,87
382,4,8:43.0,Offensive foul by R. Lopez,,72,87
383,4,8:43.0,Turnover by R. Lopez (offensive foul),,72,87
