,QUARTER,TIME_REMAINING,TORONTO_ACTION,PORTLAND_ACTION,TORONTO_SCORE,PORTLAND_SCORE
386,4,2:19.0,,Turnover by E. Turner (turnover; steal by O. Anunoby),95,79
387,4,2:03.0,K. Lowry makes 2-pt jump shot from 21 ft,,97,79
388,4,1:53.0,,Shooting foul by D. Wright (drawn by C. McCollum),97,79
389,4,1:53.0,,C. McCollum makes free throw 1 of 3,97,80
390,4,1:53.0,,C. McCollum makes free throw 2 of 3,97,81
391,4,1:53.0,P. Siakam enters the game for O. Anunoby,,97,81
392,4,1:53.0,,C. McCollum makes free throw 3 of 3,97,82
393,4,1:40.0,D. DeRozan misses 2-pt jump shot from 22 ft,,97,82
394,4,1:37.0,,Defensive rebound by A. Aminu,97,82
395,4,1:31.0,,D. Lillard makes 2-pt jump shot from 2 ft,97,84
396,4,1:31.0,,Shooting foul by P. Siakam (drawn by D. Lillard),97,84
397,4,1:31.0,,D. Lillard makes free throw 1 of 1,97,85
398,4,1:15.0,D. DeRozan misses 2-pt layup from 1 ft,,97,85
399,4,1:12.0,,Defensive rebound by A. Aminu,97,85
400,4,1:04.0,,A. Aminu misses 3-pt jump shot from 23 ft,97,85
401,4,1:03.0,,Offensive rebound by Team,97,85
402,4,0:58.0,,E. Davis misses 2-pt hook shot from 6 ft,97,85
403,4,0:55.0,Defensive rebound by K. Lowry,,97,85
404,4,0:34.0,Personal foul by E. Turner (drawn by D. Wright),,97,85
405,4,0:34.0,,S. Napier enters the game for D. Lillard,97,85
406,4,0:34.0,,P. Connaughton enters the game for C. McCollum,97,85
407,4,0:34.0,,C. Swanigan enters the game for A. Aminu,97,85
408,4,0:34.0,F. VanVleet enters the game for K. Lowry,,97,85
409,4,0:34.0,A. McKinnie enters the game for D. DeRozan,,97,85
410,4,0:34.0,B. Caboclo enters the game for D. Wright,,97,85
411,4,0:23.0,F. VanVleet misses 2-pt layup from 1 ft,,97,85
412,4,0:20.0,Offensive rebound by L. Nogueira,,97,85
413,4,0:20.0,L. Nogueira makes 2-pt dunk at rim,,99,85
414,4,0:06.0,,Turnover by P. Connaughton (bad pass; steal by L. Nogueira),99,85
