,QUARTER,TIME_REMAINING,ATLANTA_ACTION,PORTLAND_ACTION,ATLANTA_SCORE,PORTLAND_SCORE
379,4,4:39.0,,P. Connaughton makes 3-pt jump shot from 25 ft (assist by S. Napier),82,103
380,4,4:22.0,Shooting block foul by N. Vonleh (drawn by J. Collins),,82,103
381,4,4:22.0,J. Collins makes free throw 1 of 2,,83,103
382,4,4:22.0,J. Collins makes free throw 2 of 2,,84,103
383,4,4:07.0,,Shooting foul by J. Collins (drawn by N. Vonleh),84,103
384,4,4:07.0,,N. Vonleh makes free throw 1 of 2,84,104
385,4,4:07.0,,N. Vonleh makes free throw 2 of 2,84,105
386,4,3:56.0,I. Taylor makes 2-pt layup from 1 ft,,86,105
387,4,3:38.0,,Portland full timeout,86,105
388,4,3:30.0,,Z. Collins misses 2-pt jump shot from 16 ft,86,105
389,4,3:28.0,Defensive rebound by J. Collins,,86,105
390,4,3:18.0,Turnover by I. Taylor (bad pass; steal by P. Connaughton),,86,105
391,4,3:07.0,,Z. Collins misses 3-pt jump shot from 24 ft,86,105
392,4,3:06.0,Defensive rebound by T. Dorsey,,86,105
393,4,2:56.0,T. Dorsey misses 2-pt jump shot from 15 ft,,86,105
394,4,2:54.0,,Defensive rebound by N. Vonleh,86,105
395,4,2:42.0,,J. Layman misses 2-pt jump shot from 20 ft,86,105
396,4,2:42.0,Defensive rebound by Team,,86,105
397,4,2:34.0,T. Dorsey misses 2-pt jump shot from 7 ft,,86,105
398,4,2:34.0,,Defensive rebound by N. Vonleh,86,105
399,4,2:22.0,,Turnover by S. Napier (bad pass; steal by T. Dorsey),86,105
400,4,2:20.0,Shooting foul by P. Connaughton (drawn by T. Dorsey),,86,105
401,4,2:20.0,T. Dorsey makes free throw 1 of 2,,87,105
402,4,2:20.0,T. Dorsey makes free throw 2 of 2,,88,105
403,4,2:08.0,,S. Napier makes 2-pt layup from 2 ft,88,107
404,4,1:57.0,L. Babbitt misses 3-pt jump shot from 22 ft (block by J. Layman),,88,107
405,4,1:57.0,Offensive rebound by Team,,88,107
406,4,1:44.0,I. Taylor misses 3-pt jump shot from 24 ft,,88,107
407,4,1:40.0,,Defensive rebound by N. Vonleh,88,107
408,4,1:20.0,,N. Vonleh misses 2-pt jump shot from 2 ft,88,107
409,4,1:18.0,Defensive rebound by L. Babbitt,,88,107
410,4,1:13.0,Turnover by L. Babbitt (out of bounds lost ball),,88,107
411,4,1:01.0,,J. Layman misses 3-pt jump shot from 25 ft,88,107
412,4,0:59.0,Defensive rebound by M. Muscala,,88,107
413,4,0:50.0,T. Dorsey misses 2-pt layup from 2 ft,,88,107
414,4,0:48.0,,Defensive rebound by N. Vonleh,88,107
415,4,0:34.0,,J. Layman makes 3-pt jump shot from 23 ft (assist by S. Napier),88,110
416,4,0:24.0,Personal foul by P. Connaughton (drawn by T. Dorsey),,88,110
417,4,0:24.0,T. Dorsey misses free throw 1 of 2,,88,110
418,4,0:24.0,Offensive rebound by Team,,88,110
419,4,0:24.0,T. Dorsey makes free throw 2 of 2,,89,110
420,4,0:00.0,,Turnover by Team (shot clock),89,110
