,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,LA CLIPPERS_ACTION,BROOKLYN_SCORE,LA CLIPPERS_SCORE
372,4,8:30.0,A. Crabbe enters the game for R. Hollis-Jefferson,,99,99
373,4,8:11.0,,A. Rivers makes 3-pt jump shot from 22 ft,99,102
374,4,8:01.0,D. Carroll misses 3-pt jump shot from 23 ft,,99,102
375,4,8:01.0,Offensive rebound by Team,,99,102
376,4,7:54.0,J. Harris makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),,102,102
377,4,7:38.0,,Personal foul by S. Dinwiddie (drawn by L. Williams),102,102
378,4,7:38.0,,D. Jordan enters the game for M. Harrell,102,102
379,4,7:31.0,,L. Williams misses 2-pt jump shot from 18 ft,102,102
380,4,7:28.0,Defensive rebound by J. Harris,,102,102
381,4,7:20.0,J. Harris makes 3-pt jump shot from 26 ft (assist by S. Dinwiddie),,105,102
382,4,7:09.0,,M. Teodosić misses 3-pt jump shot from 25 ft,105,102
383,4,7:04.0,Defensive rebound by D. Carroll,,105,102
384,4,6:56.0,D. Cunningham misses 3-pt jump shot from 26 ft,,105,102
385,4,6:53.0,,Defensive rebound by Team,105,102
386,4,6:36.0,,A. Rivers makes 2-pt layup from 2 ft,105,104
387,4,6:17.0,D. Carroll makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),,108,104
388,4,6:17.0,,LA Clippers full timeout,108,104
389,4,6:17.0,R. Hollis-Jefferson enters the game for S. Dinwiddie,,108,104
390,4,6:17.0,C. LeVert enters the game for D. Cunningham,,108,104
391,4,6:04.0,,Shooting foul by A. Crabbe (drawn by A. Rivers),108,104
392,4,6:04.0,,A. Rivers makes free throw 1 of 2,108,105
393,4,6:04.0,,A. Rivers makes free throw 2 of 2,108,106
394,4,5:44.0,R. Hollis-Jefferson misses 2-pt jump shot from 10 ft,,108,106
395,4,5:41.0,,Defensive rebound by D. Jordan,108,106
396,4,5:30.0,,A. Rivers makes 2-pt jump shot from 2 ft,108,108
397,4,5:15.0,Shooting foul by T. Harris (drawn by D. Carroll),,108,108
398,4,5:15.0,D. Carroll makes free throw 1 of 2,,109,108
399,4,5:15.0,S. Dinwiddie enters the game for J. Harris,,109,108
400,4,5:15.0,D. Carroll makes free throw 2 of 2,,110,108
401,4,5:04.0,,Turnover by A. Rivers (bad pass; steal by S. Dinwiddie),110,108
402,4,5:02.0,Personal take foul by M. Teodosić (drawn by S. Dinwiddie),,110,108
403,4,4:56.0,C. LeVert misses 2-pt layup from 2 ft,,110,108
404,4,4:54.0,,Defensive rebound by D. Jordan,110,108
405,4,4:41.0,,Personal take foul by D. Carroll (drawn by D. Jordan),110,108
406,4,4:41.0,,D. Jordan makes free throw 1 of 2,110,109
407,4,4:41.0,,D. Jordan makes free throw 2 of 2,110,110
408,4,4:31.0,,Violation by D. Jordan (kicked ball),110,110
409,4,4:25.0,C. LeVert makes 3-pt jump shot from 26 ft,,113,110
410,4,4:09.0,,A. Rivers misses 3-pt jump shot from 26 ft,113,110
411,4,4:05.0,Defensive rebound by S. Dinwiddie,,113,110
412,4,3:53.0,R. Hollis-Jefferson makes 2-pt layup from 2 ft (assist by C. LeVert),,115,110
413,4,3:52.0,,LA Clippers full timeout,115,110
414,4,3:31.0,,T. Harris misses 3-pt jump shot from 23 ft,115,110
415,4,3:29.0,Defensive rebound by C. LeVert,,115,110
416,4,3:11.0,C. LeVert makes 3-pt jump shot from 26 ft (assist by R. Hollis-Jefferson),,118,110
417,4,2:57.0,,A. Rivers makes 2-pt jump shot from 10 ft (assist by M. Teodosić),118,112
418,4,2:34.0,A. Crabbe misses 3-pt jump shot from 23 ft,,118,112
419,4,2:31.0,,Defensive rebound by D. Jordan,118,112
420,4,2:27.0,,M. Teodosić makes 2-pt layup from 1 ft (assist by L. Williams),118,114
421,4,2:07.0,S. Dinwiddie misses 2-pt jump shot from 17 ft,,118,114
422,4,2:04.0,,Defensive rebound by L. Williams,118,114
423,4,1:58.0,,Shooting foul by R. Hollis-Jefferson (drawn by D. Jordan),118,114
424,4,1:58.0,,D. Jordan makes free throw 1 of 2,118,115
425,4,1:58.0,J. Harris enters the game for A. Crabbe,,118,115
426,4,1:58.0,,D. Jordan makes free throw 2 of 2,118,116
427,4,1:41.0,C. LeVert makes 2-pt layup from 1 ft,,120,116
428,4,1:34.0,,L. Williams makes 2-pt layup from 1 ft,120,118
429,4,1:19.0,C. LeVert misses 3-pt jump shot from 25 ft,,120,118
430,4,1:15.0,Offensive rebound by S. Dinwiddie,,120,118
431,4,1:15.0,S. Dinwiddie misses 2-pt layup at rim,,120,118
432,4,1:14.0,,Defensive rebound by T. Harris,120,118
433,4,1:09.0,,L. Williams misses 2-pt jump shot from 7 ft (block by R. Hollis-Jefferson),120,118
434,4,1:09.0,,Offensive rebound by Team,120,118
435,4,1:09.0,,LA Clippers full timeout,120,118
436,4,1:03.0,,L. Williams misses 3-pt jump shot from 24 ft,120,118
437,4,0:59.0,Defensive rebound by D. Carroll,,120,118
438,4,0:43.0,S. Dinwiddie misses 3-pt jump shot from 28 ft,,120,118
439,4,0:39.0,,Defensive rebound by M. Teodosić,120,118
440,4,0:33.0,,A. Rivers makes 3-pt jump shot from 26 ft,120,121
441,4,0:33.0,Brooklyn full timeout,,120,121
442,4,0:33.0,,W. Johnson enters the game for M. Teodosić,120,121
443,4,0:33.0,,S. Thornwell enters the game for L. Williams,120,121
444,4,0:28.0,Turnover by C. LeVert (bad pass; steal by T. Harris),,120,121
445,4,0:28.0,,LA Clippers full timeout,120,121
446,4,0:28.0,,M. Teodosić enters the game for W. Johnson,120,121
447,4,0:28.0,,L. Williams enters the game for S. Thornwell,120,121
448,4,0:08.0,,L. Williams makes 2-pt jump shot from 15 ft,120,123
449,4,0:08.0,Brooklyn full timeout,,120,123
450,4,0:08.0,,W. Johnson enters the game for M. Teodosić,120,123
451,4,0:08.0,,S. Thornwell enters the game for L. Williams,120,123
452,4,0:08.0,D. Cunningham enters the game for R. Hollis-Jefferson,,120,123
453,4,0:02.0,J. Harris misses 3-pt jump shot from 27 ft (block by S. Thornwell),,120,123
454,4,0:01.0,Offensive rebound by J. Harris,,120,123
455,4,0:00.0,J. Harris misses 3-pt jump shot from 26 ft,,120,123
456,4,0:00.0,Offensive rebound by Team,,120,123
