,QUARTER,TIME_REMAINING,HOUSTON_ACTION,CHARLOTTE_ACTION,HOUSTON_SCORE,CHARLOTTE_SCORE
384,4,6:52.0,,D. Howard misses free throw 2 of 2,92,83
385,4,6:50.0,Defensive rebound by C. Capela,,92,83
386,4,6:41.0,P. Tucker misses 3-pt jump shot from 22 ft,,92,83
387,4,6:38.0,,Defensive rebound by M. Kidd-Gilchrist,92,83
388,4,6:26.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,92,83
389,4,6:25.0,,Offensive rebound by Team,92,83
390,4,6:25.0,Loose ball foul by C. Capela (drawn by D. Howard),,92,83
391,4,6:25.0,R. Anderson enters the game for C. Capela,,92,83
392,4,6:15.0,,J. Lamb misses 3-pt jump shot from 22 ft,92,83
393,4,6:11.0,,Offensive rebound by M. Monk,92,83
394,4,6:06.0,,M. Monk misses 3-pt jump shot from 28 ft,92,83
395,4,6:03.0,,Offensive rebound by M. Kidd-Gilchrist,92,83
396,4,6:02.0,,Personal foul by J. Harden (drawn by J. Lamb),92,83
397,4,6:02.0,,J. Lamb misses free throw 1 of 2,92,83
398,4,6:02.0,,Offensive rebound by Team,92,83
399,4,6:02.0,,K. Walker enters the game for M. Monk,92,83
400,4,6:02.0,B. Brown enters the game for E. Gordon,,92,83
401,4,6:02.0,,J. Lamb makes free throw 2 of 2,92,84
402,4,5:39.0,J. Harden misses 3-pt jump shot from 25 ft (block by D. Howard),,92,84
403,4,5:38.0,Offensive rebound by R. Anderson,,92,84
404,4,5:38.0,Turnover by Team (shot clock),,92,84
405,4,5:27.0,,K. Walker misses 2-pt jump shot from 2 ft (block by R. Anderson),92,84
406,4,5:23.0,Defensive rebound by L. Mbah a Moute,,92,84
407,4,5:19.0,R. Anderson makes 2-pt layup from 1 ft,,94,84
408,4,5:19.0,Shooting foul by J. Lamb (drawn by R. Anderson),,94,84
409,4,5:19.0,R. Anderson makes free throw 1 of 1,,95,84
410,4,5:00.0,Houston full timeout,,95,84
411,4,5:00.0,,M. Monk enters the game for M. Kidd-Gilchrist,95,84
412,4,4:56.0,,J. Lamb makes 2-pt jump shot from 16 ft (assist by M. Monk),95,86
413,4,4:32.0,J. Harden makes 3-pt jump shot from 25 ft,,98,86
414,4,4:05.0,,J. Lamb misses 2-pt jump shot from 15 ft,98,86
415,4,4:02.0,Defensive rebound by J. Harden,,98,86
416,4,3:45.0,R. Anderson misses 3-pt jump shot from 28 ft,,98,86
417,4,3:42.0,,Defensive rebound by F. Kaminsky,98,86
418,4,3:34.0,,J. Lamb makes 2-pt layup at rim,98,88
419,4,3:08.0,Turnover by L. Mbah a Moute (out of bounds lost ball),,98,88
420,4,3:08.0,E. Gordon enters the game for B. Brown,,98,88
421,4,3:08.0,,Personal take foul by R. Anderson (drawn by D. Howard),98,88
422,4,3:08.0,,D. Howard misses free throw 1 of 2,98,88
423,4,3:08.0,,Offensive rebound by Team,98,88
424,4,3:08.0,,D. Howard makes free throw 2 of 2,98,89
425,4,2:58.0,L. Mbah a Moute makes 3-pt jump shot from 22 ft (assist by J. Harden),,101,89
426,4,2:51.0,,Personal take foul by R. Anderson (drawn by D. Howard),101,89
427,4,2:51.0,,D. Howard misses free throw 1 of 2,101,89
428,4,2:51.0,,Offensive rebound by Team,101,89
429,4,2:51.0,,D. Howard misses free throw 2 of 2,101,89
430,4,2:47.0,Defensive rebound by J. Harden,,101,89
431,4,2:29.0,R. Anderson makes 3-pt jump shot from 22 ft (assist by J. Harden),,104,89
432,4,2:28.0,,Charlotte full timeout,104,89
433,4,2:28.0,,M. Williams enters the game for D. Howard,104,89
434,4,2:11.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,104,89
435,4,2:08.0,Defensive rebound by J. Harden,,104,89
436,4,1:47.0,J. Harden misses 2-pt jump shot from 16 ft,,104,89
437,4,1:43.0,,Defensive rebound by K. Walker,104,89
438,4,1:39.0,,K. Walker misses 2-pt layup from 2 ft,104,89
439,4,1:36.0,Defensive rebound by J. Harden,,104,89
440,4,1:24.0,R. Anderson misses 3-pt jump shot from 29 ft,,104,89
441,4,1:21.0,,Defensive rebound by J. Lamb,104,89
442,4,1:16.0,,F. Kaminsky makes 2-pt layup from 2 ft (assist by J. Lamb),104,91
443,4,0:53.0,L. Mbah a Moute makes 2-pt dunk from 1 ft (assist by J. Harden),,106,91
444,4,0:41.0,,J. Lamb makes 2-pt jump shot from 15 ft,106,93
445,4,0:20.0,J. Harden makes 3-pt jump shot from 29 ft,,109,93
