,QUARTER,TIME_REMAINING,ORLANDO_ACTION,INDIANA_ACTION,ORLANDO_SCORE,INDIANA_SCORE
49,1,5:56.0,Turnover by A. Gordon (offensive foul),,17,11
50,1,5:43.0,,T. Young misses 2-pt hook shot from 5 ft,17,11
51,1,5:39.0,Defensive rebound by E. Fournier,,17,11
52,1,5:35.0,E. Fournier makes 2-pt layup from 2 ft,,19,11
53,1,5:35.0,,Violation by V. Oladipo (def goaltending),19,11
54,1,5:19.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by V. Oladipo),19,14
55,1,5:00.0,E. Fournier misses 2-pt jump shot from 21 ft,,19,14
56,1,4:57.0,,Defensive rebound by D. Collison,19,14
57,1,4:48.0,,D. Sabonis makes 2-pt layup at rim,19,16
58,1,4:29.0,A. Gordon makes 2-pt jump shot from 18 ft,,21,16
59,1,4:20.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,21,16
60,1,4:18.0,Defensive rebound by B. Biyombo,,21,16
61,1,4:10.0,Personal foul by D. Collison (drawn by E. Payton),,21,16
62,1,4:10.0,,M. Turner enters the game for T. Young,21,16
63,1,4:10.0,,C. Joseph enters the game for B. Bogdanović,21,16
64,1,4:10.0,M. Hezonja enters the game for J. Simmons,,21,16
65,1,4:03.0,Shooting foul by M. Turner (drawn by A. Gordon),,21,16
66,1,4:03.0,A. Gordon makes free throw 1 of 2,,22,16
67,1,4:03.0,A. Gordon misses free throw 2 of 2,,22,16
68,1,4:01.0,,Defensive rebound by M. Turner,22,16
69,1,3:51.0,,Turnover by V. Oladipo (traveling),22,16
70,1,3:39.0,E. Fournier misses 2-pt jump shot from 19 ft,,22,16
71,1,3:37.0,,Defensive rebound by C. Joseph,22,16
72,1,3:14.0,,D. Collison misses 2-pt jump shot from 18 ft,22,16
73,1,3:14.0,,Offensive rebound by Team,22,16
74,1,3:14.0,,Turnover by Team (shot clock),22,16
75,1,3:14.0,,L. Stephenson enters the game for D. Collison,22,16
76,1,3:14.0,M. Speights enters the game for B. Biyombo,,22,16
77,1,3:03.0,Turnover by E. Payton (bad pass),,22,16
78,1,2:52.0,,C. Joseph misses 3-pt jump shot from 22 ft,22,16
79,1,2:48.0,Defensive rebound by M. Speights,,22,16
80,1,2:43.0,E. Fournier makes 2-pt jump shot from 5 ft,,24,16
81,1,2:27.0,,M. Turner misses 2-pt hook shot from 5 ft,24,16
82,1,2:26.0,Defensive rebound by M. Speights,,24,16
83,1,2:21.0,E. Payton misses 2-pt layup from 1 ft,,24,16
84,1,2:21.0,,Defensive rebound by V. Oladipo,24,16
85,1,2:15.0,,Turnover by V. Oladipo (step out of bounds),24,16
86,1,2:15.0,D. Augustin enters the game for E. Payton,,24,16
87,1,1:59.0,M. Speights misses 3-pt jump shot from 25 ft,,24,16
88,1,1:57.0,,Defensive rebound by C. Joseph,24,16
89,1,1:50.0,,V. Oladipo misses 3-pt jump shot from 27 ft,24,16
90,1,1:47.0,,Offensive rebound by Team,24,16
91,1,1:34.0,,D. Sabonis misses 2-pt layup from 2 ft,24,16
92,1,1:31.0,,Offensive rebound by D. Sabonis,24,16
93,1,1:30.0,,D. Sabonis misses 2-pt layup from 1 ft,24,16
94,1,1:30.0,,Offensive rebound by M. Turner,24,16
95,1,1:28.0,,M. Turner misses 2-pt layup at rim,24,16
96,1,1:28.0,Defensive rebound by M. Speights,,24,16
97,1,1:23.0,Turnover by M. Speights (bad pass),,24,16
98,1,1:09.0,,L. Stephenson makes 2-pt jump shot from 18 ft,24,18
99,1,0:45.0,M. Hezonja makes 2-pt jump shot from 20 ft (assist by M. Speights),,26,18
100,1,0:35.0,,D. Sabonis makes 2-pt dunk at rim (assist by L. Stephenson),26,20
101,1,0:26.0,M. Speights makes 2-pt jump shot from 11 ft,,28,20
102,1,0:06.0,,Shooting foul by M. Hezonja (drawn by V. Oladipo),28,20
103,1,0:06.0,,V. Oladipo makes free throw 1 of 2,28,21
104,1,0:06.0,,V. Oladipo makes free throw 2 of 2,28,22
105,1,0:02.0,A. Gordon makes 3-pt jump shot from 28 ft,,31,22
106,1,0:02.0,Shooting foul by D. Sabonis (drawn by A. Gordon),,31,22
107,1,0:02.0,,B. Bogdanović enters the game for D. Sabonis,31,22
108,1,0:02.0,W. Iwundu enters the game for E. Fournier,,31,22
109,1,0:02.0,A. Gordon makes free throw 1 of 1,,32,22
110,1,0:00.0,,V. Oladipo misses 3-pt jump shot from 45 ft,32,22
111,1,0:00.0,,Offensive rebound by Team,32,22
112,2,11:49.0,,M. Turner misses 2-pt jump shot from 15 ft,32,22
113,2,11:46.0,Defensive rebound by S. Mack,,32,22
114,2,11:32.0,M. Speights misses 3-pt jump shot from 28 ft,,32,22
115,2,11:29.0,Offensive rebound by M. Hezonja,,32,22
116,2,11:29.0,Shooting block foul by J. Young (drawn by M. Hezonja),,32,22
117,2,11:29.0,M. Hezonja makes free throw 1 of 2,,33,22
118,2,11:29.0,M. Hezonja makes free throw 2 of 2,,34,22
119,2,11:17.0,,Shooting foul by M. Speights (drawn by L. Stephenson),34,22
120,2,11:17.0,,L. Stephenson makes free throw 1 of 2,34,23
121,2,11:17.0,,L. Stephenson makes free throw 2 of 2,34,24
122,2,11:07.0,D. Augustin makes 2-pt jump shot from 20 ft,,36,24
123,2,10:45.0,,L. Stephenson makes 2-pt jump shot from 22 ft,36,26
124,2,10:23.0,M. Hezonja makes 2-pt dunk at rim (assist by M. Speights),,38,26
125,2,10:23.0,Shooting foul by M. Turner (drawn by M. Hezonja),,38,26
126,2,10:23.0,M. Hezonja makes free throw 1 of 1,,39,26
127,2,10:13.0,,M. Turner makes 2-pt jump shot from 19 ft (assist by C. Joseph),39,28
128,2,10:00.0,Turnover by D. Augustin (bad pass; steal by L. Stephenson),,39,28
129,2,9:57.0,,L. Stephenson makes 2-pt dunk at rim,39,30
130,2,9:57.0,Orlando full timeout,,39,30
131,2,9:39.0,M. Hezonja makes 2-pt layup from 1 ft (assist by S. Mack),,41,30
132,2,9:27.0,,C. Joseph makes 2-pt jump shot from 7 ft,41,32
133,2,9:14.0,Personal foul by B. Bogdanović (drawn by M. Hezonja),,41,32
134,2,9:14.0,K. Birch enters the game for M. Speights,,41,32
135,2,9:08.0,Personal foul by J. Young (drawn by M. Hezonja),,41,32
136,2,9:08.0,Personal foul by M. Turner (drawn by K. Birch),,41,32
137,2,9:08.0,K. Birch makes free throw 1 of 2,,42,32
138,2,9:08.0,,D. Sabonis enters the game for M. Turner,42,32
139,2,9:08.0,K. Birch misses free throw 2 of 2,,42,32
140,2,9:04.0,,Defensive rebound by D. Sabonis,42,32
141,2,8:46.0,,J. Young misses 3-pt jump shot from 22 ft,42,32
142,2,8:42.0,Defensive rebound by M. Hezonja,,42,32
143,2,8:35.0,D. Augustin makes 3-pt jump shot from 22 ft (assist by S. Mack),,45,32
144,2,8:18.0,,C. Joseph misses 2-pt layup from 1 ft,45,32
145,2,8:17.0,,Offensive rebound by D. Sabonis,45,32
146,2,8:13.0,,B. Bogdanović misses 2-pt jump shot from 14 ft,45,32
147,2,8:10.0,Defensive rebound by W. Iwundu,,45,32
148,2,7:58.0,K. Birch makes 2-pt jump shot from 8 ft (assist by S. Mack),,47,32
149,2,7:57.0,,Indiana full timeout,47,32
150,2,7:57.0,,V. Oladipo enters the game for J. Young,47,32
151,2,7:57.0,,T. Young enters the game for B. Bogdanović,47,32
152,2,7:43.0,,T. Young makes 2-pt hook shot from 4 ft,47,34
153,2,7:20.0,Turnover by S. Mack (bad pass),,47,34
154,2,7:09.0,,Personal foul by M. Hezonja (drawn by T. Young),47,34
155,2,7:09.0,A. Gordon enters the game for M. Hezonja,,47,34
156,2,7:00.0,,Turnover by L. Stephenson (bad pass; steal by K. Birch),47,34
157,2,6:56.0,Shooting foul by D. Sabonis (drawn by W. Iwundu),,47,34
158,2,6:56.0,W. Iwundu makes free throw 1 of 2,,48,34
159,2,6:56.0,,A. Jefferson enters the game for D. Sabonis,48,34
160,2,6:56.0,W. Iwundu makes free throw 2 of 2,,49,34
161,2,6:47.0,,Turnover by A. Jefferson (bad pass; steal by A. Gordon),49,34
162,2,6:44.0,A. Gordon makes 2-pt dunk from 1 ft,,51,34
163,2,6:29.0,,T. Young makes 2-pt layup from 1 ft (assist by C. Joseph),51,36
164,2,6:05.0,W. Iwundu misses 3-pt jump shot from 22 ft,,51,36
165,2,6:02.0,Offensive rebound by K. Birch,,51,36
166,2,5:56.0,S. Mack makes 2-pt layup from 5 ft,,53,36
167,2,5:33.0,,A. Jefferson misses 2-pt layup from 1 ft (block by A. Gordon),53,36
168,2,5:31.0,Defensive rebound by D. Augustin,,53,36
169,2,5:27.0,A. Gordon misses 3-pt jump shot from 23 ft,,53,36
170,2,5:23.0,Offensive rebound by K. Birch,,53,36
171,2,5:23.0,K. Birch makes 2-pt layup at rim,,55,36
172,2,5:19.0,,Indiana full timeout,55,36
173,2,5:19.0,,D. Collison enters the game for C. Joseph,55,36
174,2,5:19.0,J. Simmons enters the game for W. Iwundu,,55,36
175,2,5:06.0,,Personal foul by J. Simmons (drawn by V. Oladipo),55,36
176,2,5:00.0,,V. Oladipo makes 2-pt jump shot from 19 ft (assist by D. Collison),55,38
177,2,4:36.0,S. Mack misses 3-pt jump shot from 27 ft,,55,38
178,2,4:32.0,,Defensive rebound by T. Young,55,38
179,2,4:23.0,,L. Stephenson misses 2-pt layup from 1 ft,55,38
180,2,4:21.0,Defensive rebound by S. Mack,,55,38
181,2,4:18.0,D. Augustin makes 3-pt jump shot from 25 ft (assist by S. Mack),,58,38
182,2,4:03.0,,T. Young makes 3-pt jump shot from 23 ft (assist by D. Collison),58,41
183,2,3:47.0,K. Birch makes 2-pt layup at rim (assist by A. Gordon),,60,41
184,2,3:34.0,E. Fournier enters the game for S. Mack,,60,41
185,2,3:34.0,E. Payton enters the game for D. Augustin,,60,41
186,2,3:30.0,,D. Collison makes 2-pt jump shot from 15 ft (assist by L. Stephenson),60,43
187,2,3:09.0,J. Simmons makes 2-pt jump shot from 19 ft,,62,43
188,2,2:48.0,,Turnover by V. Oladipo (bad pass; steal by K. Birch),62,43
189,2,2:42.0,A. Gordon misses 2-pt layup from 1 ft,,62,43
190,2,2:41.0,,Defensive rebound by V. Oladipo,62,43
191,2,2:33.0,,L. Stephenson makes 2-pt layup from 2 ft (assist by D. Collison),62,45
192,2,2:33.0,Orlando full timeout,,62,45
193,2,2:15.0,A. Gordon misses 2-pt layup at rim,,62,45
194,2,2:14.0,Offensive rebound by A. Gordon,,62,45
195,2,2:14.0,A. Gordon misses 2-pt layup at rim,,62,45
196,2,2:14.0,Offensive rebound by A. Gordon,,62,45
197,2,2:14.0,A. Gordon makes 2-pt layup at rim,,64,45
198,2,2:14.0,Shooting foul by A. Jefferson (drawn by A. Gordon),,64,45
199,2,2:14.0,A. Gordon misses free throw 1 of 1,,64,45
200,2,2:11.0,,Defensive rebound by D. Collison,64,45
201,2,1:58.0,,Def 3 sec tech foul by E. Payton,64,45
202,2,1:58.0,,D. Collison makes technical free throw,64,46
203,2,1:46.0,,A. Jefferson misses 2-pt jump shot from 8 ft,64,46
204,2,1:43.0,Defensive rebound by A. Gordon,,64,46
205,2,1:36.0,A. Gordon makes 2-pt jump shot from 19 ft,,66,46
206,2,1:24.0,,V. Oladipo misses 2-pt dunk at rim,66,46
207,2,1:21.0,,Offensive rebound by T. Young,66,46
208,2,1:21.0,,T. Young misses 2-pt layup at rim,66,46
209,2,1:20.0,Defensive rebound by J. Simmons,,66,46
210,2,1:18.0,Turnover by J. Simmons (lost ball; steal by D. Collison),,66,46
211,2,1:06.0,,T. Young makes 2-pt layup from 7 ft (assist by D. Collison),66,48
212,2,0:53.0,A. Gordon misses 3-pt jump shot from 26 ft,,66,48
213,2,0:49.0,Offensive rebound by K. Birch,,66,48
214,2,0:42.0,E. Fournier makes 3-pt jump shot from 28 ft,,69,48
215,2,0:28.0,,V. Oladipo makes 2-pt jump shot from 7 ft,69,50
216,2,0:06.0,J. Simmons misses 2-pt jump shot from 11 ft,,69,50
217,2,0:05.0,Offensive rebound by K. Birch,,69,50
218,2,0:05.0,Shooting foul by T. Young (drawn by K. Birch),,69,50
219,2,0:05.0,K. Birch misses free throw 1 of 2,,69,50
220,2,0:05.0,Offensive rebound by Team,,69,50
221,2,0:05.0,M. Hezonja enters the game for J. Simmons,,69,50
222,2,0:05.0,W. Iwundu enters the game for E. Fournier,,69,50
223,2,0:05.0,K. Birch makes free throw 2 of 2,,70,50
224,2,0:05.0,B. Biyombo enters the game for K. Birch,,70,50
225,2,0:00.0,,D. Collison makes 3-pt jump shot from 28 ft,70,53
226,3,11:42.0,,V. Oladipo makes 2-pt layup from 1 ft,70,55
227,3,11:22.0,E. Fournier misses 3-pt jump shot from 23 ft,,70,55
228,3,11:19.0,Offensive rebound by J. Simmons,,70,55
229,3,11:14.0,J. Simmons misses 2-pt jump shot from 4 ft,,70,55
230,3,11:10.0,Offensive rebound by A. Gordon,,70,55
231,3,11:10.0,A. Gordon makes 2-pt dunk at rim,,72,55
232,3,11:02.0,,D. Collison makes 2-pt layup from 1 ft,72,57
233,3,11:02.0,,Shooting foul by E. Payton (drawn by D. Collison),72,57
234,3,11:02.0,,D. Collison makes free throw 1 of 1,72,58
235,3,10:42.0,A. Gordon misses 2-pt jump shot from 21 ft,,72,58
236,3,10:39.0,,Defensive rebound by D. Sabonis,72,58
237,3,10:30.0,,T. Young makes 2-pt jump shot from 17 ft (assist by D. Collison),72,60
238,3,10:29.0,Orlando full timeout,,72,60
239,3,10:14.0,Turnover by B. Biyombo (bad pass),,72,60
240,3,10:01.0,,Personal foul by J. Simmons (drawn by V. Oladipo),72,60
241,3,9:52.0,,Personal foul by J. Simmons (drawn by V. Oladipo),72,60
242,3,9:52.0,M. Hezonja enters the game for J. Simmons,,72,60
243,3,9:40.0,,V. Oladipo misses 2-pt layup at rim,72,60
244,3,9:39.0,,Offensive rebound by D. Sabonis,72,60
245,3,9:38.0,,T. Young makes 2-pt jump shot from 22 ft (assist by D. Sabonis),72,62
246,3,9:14.0,E. Fournier makes 3-pt jump shot from 26 ft (assist by E. Payton),,75,62
247,3,9:05.0,,B. Bogdanović makes 2-pt layup at rim,75,64
248,3,8:58.0,Orlando full timeout,,75,64
249,3,8:42.0,A. Gordon makes 2-pt jump shot from 7 ft,,77,64
250,3,8:24.0,,V. Oladipo makes 3-pt jump shot from 22 ft (assist by D. Sabonis),77,67
251,3,8:12.0,Turnover by E. Payton (bad pass; steal by V. Oladipo),,77,67
252,3,8:08.0,,Shooting foul by E. Payton (drawn by D. Collison),77,67
253,3,8:08.0,,D. Collison makes free throw 1 of 2,77,68
254,3,8:08.0,,D. Collison makes free throw 2 of 2,77,69
255,3,7:51.0,Personal foul by V. Oladipo (drawn by E. Fournier),,77,69
256,3,7:38.0,Shooting foul by D. Collison (drawn by A. Gordon),,77,69
257,3,7:38.0,A. Gordon makes free throw 1 of 2,,78,69
258,3,7:38.0,A. Gordon misses free throw 2 of 2,,78,69
259,3,7:34.0,,Defensive rebound by D. Sabonis,78,69
260,3,7:23.0,,D. Sabonis makes 2-pt layup at rim (assist by D. Collison),78,71
261,3,7:02.0,A. Gordon misses 2-pt layup from 1 ft,,78,71
262,3,6:59.0,,Defensive rebound by V. Oladipo,78,71
263,3,6:45.0,,T. Young misses 2-pt jump shot from 6 ft,78,71
264,3,6:42.0,Defensive rebound by A. Gordon,,78,71
265,3,6:34.0,E. Payton makes 2-pt layup from 1 ft,,80,71
266,3,6:34.0,Shooting foul by D. Sabonis (drawn by E. Payton),,80,71
267,3,6:34.0,,M. Turner enters the game for D. Sabonis,80,71
268,3,6:34.0,E. Payton misses free throw 1 of 1,,80,71
269,3,6:32.0,,Defensive rebound by B. Bogdanović,80,71
270,3,6:18.0,,T. Young misses 3-pt jump shot from 26 ft,80,71
271,3,6:15.0,Defensive rebound by A. Gordon,,80,71
272,3,6:09.0,Turnover by E. Payton (lost ball; steal by T. Young),,80,71
273,3,5:59.0,,D. Collison misses 2-pt layup from 1 ft (block by M. Hezonja),80,71
274,3,5:56.0,Defensive rebound by E. Payton,,80,71
275,3,5:53.0,M. Hezonja misses 3-pt jump shot from 25 ft,,80,71
276,3,5:50.0,,Defensive rebound by M. Turner,80,71
277,3,5:45.0,,Turnover by M. Turner (bad pass; steal by E. Payton),80,71
278,3,5:42.0,E. Fournier makes 2-pt jump shot from 23 ft (assist by E. Payton),,82,71
279,3,5:21.0,,Personal foul by E. Fournier (drawn by B. Bogdanović),82,71
280,3,5:21.0,,B. Bogdanović makes free throw 1 of 2,82,72
281,3,5:21.0,,C. Joseph enters the game for D. Collison,82,72
282,3,5:21.0,,B. Bogdanović makes free throw 2 of 2,82,73
283,3,5:02.0,Turnover by B. Biyombo (lost ball; steal by M. Turner),,82,73
284,3,4:57.0,,B. Bogdanović misses 2-pt layup from 2 ft (block by M. Hezonja),82,73
285,3,4:53.0,Defensive rebound by M. Hezonja,,82,73
286,3,4:49.0,E. Fournier makes 2-pt layup from 1 ft (assist by M. Hezonja),,84,73
287,3,4:32.0,,V. Oladipo misses 2-pt jump shot from 4 ft,84,73
288,3,4:32.0,Defensive rebound by B. Biyombo,,84,73
289,3,4:32.0,,Loose ball foul by M. Turner (drawn by B. Biyombo),84,73
290,3,4:12.0,B. Biyombo makes 2-pt layup from 1 ft (assist by E. Payton),,86,73
291,3,3:55.0,,M. Turner makes 2-pt jump shot from 19 ft (assist by V. Oladipo),86,75
292,3,3:43.0,Personal foul by C. Joseph (drawn by E. Payton),,86,75
293,3,3:43.0,E. Payton makes free throw 1 of 2,,87,75
294,3,3:43.0,,L. Stephenson enters the game for M. Turner,87,75
295,3,3:43.0,,A. Jefferson enters the game for B. Bogdanović,87,75
296,3,3:43.0,E. Payton misses free throw 2 of 2,,87,75
297,3,3:41.0,,Defensive rebound by L. Stephenson,87,75
298,3,3:25.0,,T. Young makes 2-pt hook shot from 7 ft,87,77
299,3,3:10.0,E. Payton misses 2-pt jump shot from 5 ft,,87,77
300,3,3:09.0,,Defensive rebound by Team,87,77
301,3,3:09.0,K. Birch enters the game for B. Biyombo,,87,77
302,3,2:53.0,D. Augustin enters the game for E. Payton,,87,77
303,3,2:47.0,,V. Oladipo misses 3-pt jump shot from 27 ft,87,77
304,3,2:43.0,Defensive rebound by A. Gordon,,87,77
305,3,2:33.0,E. Fournier misses 3-pt jump shot from 27 ft,,87,77
306,3,2:30.0,,Defensive rebound by C. Joseph,87,77
307,3,2:21.0,,Shooting foul by E. Fournier (drawn by V. Oladipo),87,77
308,3,2:21.0,,V. Oladipo makes free throw 1 of 2,87,78
309,3,2:21.0,,V. Oladipo misses free throw 2 of 2,87,78
310,3,2:19.0,Defensive rebound by K. Birch,,87,78
311,3,2:09.0,A. Gordon makes 2-pt dunk from 1 ft (assist by D. Augustin),,89,78
312,3,1:57.0,,V. Oladipo misses 3-pt jump shot from 26 ft,89,78
313,3,1:53.0,,Offensive rebound by L. Stephenson,89,78
314,3,1:51.0,,A. Jefferson makes 2-pt layup from 1 ft (assist by L. Stephenson),89,80
315,3,1:36.0,E. Fournier makes 3-pt jump shot from 26 ft (assist by D. Augustin),,92,80
316,3,1:17.0,,Turnover by L. Stephenson (traveling),92,80
317,3,0:59.0,K. Birch misses 2-pt jump shot from 7 ft,,92,80
318,3,0:54.0,,Defensive rebound by T. Young,92,80
319,3,0:37.0,,L. Stephenson makes 2-pt layup from 1 ft (assist by A. Jefferson),92,82
320,3,0:25.0,E. Fournier misses 2-pt jump shot from 20 ft,,92,82
321,3,0:22.0,,Defensive rebound by L. Stephenson,92,82
322,3,0:19.0,,V. Oladipo makes 2-pt layup from 1 ft (assist by L. Stephenson),92,84
323,3,0:02.0,Shooting foul by A. Jefferson (drawn by K. Birch),,92,84
324,3,0:02.0,K. Birch misses free throw 1 of 2,,92,84
325,3,0:02.0,Offensive rebound by Team,,92,84
326,3,0:02.0,,D. Collison enters the game for V. Oladipo,92,84
327,3,0:02.0,S. Mack enters the game for E. Fournier,,92,84
328,3,0:02.0,K. Birch misses free throw 2 of 2,,92,84
329,3,0:01.0,,Defensive rebound by L. Stephenson,92,84
330,3,0:00.0,,L. Stephenson misses 3-pt jump shot from 70 ft (block by M. Hezonja),92,84
331,3,0:00.0,,Offensive rebound by Team,92,84
332,4,11:36.0,Turnover by Team (shot clock),,92,84
333,4,11:22.0,,A. Jefferson makes 2-pt layup from 5 ft (assist by L. Stephenson),92,86
334,4,11:06.0,Shooting foul by A. Jefferson (drawn by K. Birch),,92,86
335,4,11:06.0,K. Birch makes free throw 1 of 2,,93,86
336,4,11:06.0,K. Birch misses free throw 2 of 2,,93,86
337,4,11:04.0,,Defensive rebound by A. Jefferson,93,86
338,4,10:51.0,,A. Jefferson makes 2-pt jump shot from 10 ft (assist by L. Stephenson),93,88
339,4,10:38.0,J. Simmons makes 2-pt layup at rim,,95,88
340,4,10:20.0,,L. Stephenson makes 2-pt jump shot from 10 ft,95,90
341,4,10:07.0,J. Simmons makes 2-pt jump shot from 18 ft,,97,90
342,4,9:53.0,,L. Stephenson makes 2-pt layup from 1 ft,97,92
343,4,9:45.0,D. Augustin misses 3-pt jump shot from 26 ft,,97,92
344,4,9:43.0,,Defensive rebound by D. Collison,97,92
345,4,9:29.0,,D. Collison misses 2-pt jump shot from 15 ft,97,92
346,4,9:26.0,Defensive rebound by Team,,97,92
347,4,9:26.0,,M. Turner enters the game for A. Jefferson,97,92
348,4,9:08.0,K. Birch makes 2-pt dunk from 2 ft (assist by S. Mack),,99,92
349,4,8:50.0,,Personal block foul by J. Simmons (drawn by L. Stephenson),99,92
350,4,8:50.0,A. Gordon enters the game for J. Simmons,,99,92
351,4,8:50.0,,T. Young enters the game for B. Bogdanović,99,92
352,4,8:40.0,,Turnover by D. Collison (lost ball; steal by K. Birch),99,92
353,4,8:22.0,Shooting foul by M. Turner (drawn by S. Mack),,99,92
354,4,8:22.0,S. Mack makes free throw 1 of 2,,100,92
355,4,8:22.0,,D. Sabonis enters the game for M. Turner,100,92
356,4,8:22.0,S. Mack makes free throw 2 of 2,,101,92
357,4,8:10.0,,L. Stephenson makes 2-pt layup from 1 ft,101,94
358,4,7:45.0,Turnover by D. Augustin (bad pass; steal by D. Sabonis),,101,94
359,4,7:30.0,,D. Collison misses 3-pt jump shot from 22 ft,101,94
360,4,7:26.0,,Offensive rebound by D. Collison,101,94
361,4,7:10.0,,L. Stephenson misses 3-pt jump shot from 25 ft,101,94
362,4,7:08.0,Defensive rebound by D. Augustin,,101,94
363,4,7:00.0,S. Mack makes 3-pt jump shot from 24 ft (assist by K. Birch),,104,94
364,4,6:58.0,,Indiana full timeout,104,94
365,4,6:58.0,,V. Oladipo enters the game for D. Collison,104,94
366,4,6:42.0,,V. Oladipo makes 2-pt jump shot from 12 ft,104,96
367,4,6:15.0,Shooting foul by T. Young (drawn by S. Mack),,104,96
368,4,6:15.0,S. Mack makes free throw 1 of 2,,105,96
369,4,6:15.0,E. Payton enters the game for M. Hezonja,,105,96
370,4,6:15.0,S. Mack makes free throw 2 of 2,,106,96
371,4,6:09.0,,V. Oladipo makes 2-pt jump shot from 20 ft,106,98
372,4,5:43.0,Turnover by Team (shot clock),,106,98
373,4,5:43.0,E. Fournier enters the game for D. Augustin,,106,98
374,4,5:32.0,,D. Sabonis makes 2-pt layup at rim (assist by V. Oladipo),106,100
375,4,5:13.0,Personal foul by L. Stephenson (drawn by S. Mack),,106,100
376,4,5:13.0,B. Biyombo enters the game for K. Birch,,106,100
377,4,5:04.0,E. Payton misses 3-pt jump shot from 28 ft,,106,100
378,4,5:02.0,,Defensive rebound by T. Young,106,100
379,4,4:55.0,,Personal foul by B. Biyombo (drawn by V. Oladipo),106,100
380,4,4:49.0,,L. Stephenson makes 3-pt jump shot from 23 ft (assist by V. Oladipo),106,103
381,4,4:32.0,E. Fournier misses 3-pt jump shot from 26 ft,,106,103
382,4,4:28.0,,Defensive rebound by T. Young,106,103
383,4,4:06.0,,D. Sabonis makes 2-pt layup from 1 ft,106,105
