,QUARTER,TIME_REMAINING,ATLANTA_ACTION,SACRAMENTO_ACTION,ATLANTA_SCORE,SACRAMENTO_SCORE
157,2,5:09.0,J. Magette enters the game for T. Prince,,38,37
158,2,5:09.0,A. White enters the game for I. Taylor,,38,37
159,2,5:09.0,,D. Fox enters the game for B. Hield,38,37
160,2,5:02.0,D. Dedmon misses 2-pt jump shot from 10 ft,,38,37
161,2,5:00.0,,Defensive rebound by F. Mason,38,37
162,2,4:50.0,,D. Fox misses 3-pt jump shot from 24 ft,38,37
163,2,4:45.0,,Offensive rebound by S. Labissière,38,37
164,2,4:38.0,,F. Mason makes 2-pt jump shot from 8 ft,38,39
165,2,4:15.0,M. Muscala misses 3-pt jump shot from 25 ft,,38,39
166,2,4:12.0,,Defensive rebound by D. Fox,38,39
167,2,4:02.0,,F. Mason misses 2-pt jump shot from 10 ft,38,39
168,2,4:00.0,Defensive rebound by Team,,38,39
169,2,4:00.0,T. Dorsey enters the game for D. Lee,,38,39
170,2,4:00.0,M. Plumlee enters the game for D. Dedmon,,38,39
171,2,3:49.0,,J. Jackson enters the game for S. Labissière,38,39
172,2,3:49.0,T. Cavanaugh enters the game for M. Muscala,,38,39
173,2,3:36.0,Turnover by Team (shot clock),,38,39
174,2,3:36.0,,Sacramento full timeout,38,39
175,2,3:36.0,,B. Bogdanović enters the game for F. Mason,38,39
176,2,3:25.0,,B. Bogdanović makes 2-pt jump shot from 15 ft,38,41
177,2,3:08.0,T. Cavanaugh misses 2-pt layup from 1 ft (block by V. Carter),,38,41
178,2,3:05.0,,Defensive rebound by D. Fox,38,41
179,2,3:03.0,,D. Fox misses 2-pt dunk from 2 ft,38,41
180,2,3:01.0,Defensive rebound by A. White,,38,41
181,2,2:52.0,T. Dorsey misses 3-pt jump shot from 27 ft,,38,41
182,2,2:46.0,,Defensive rebound by B. Caboclo,38,41
183,2,2:35.0,,B. Caboclo misses 2-pt jump shot from 14 ft,38,41
184,2,2:31.0,Defensive rebound by J. Magette,,38,41
185,2,2:09.0,M. Plumlee misses 2-pt layup from 2 ft (block by B. Caboclo),,38,41
186,2,2:09.0,Offensive rebound by Team,,38,41
187,2,2:09.0,Turnover by Team (shot clock),,38,41
188,2,2:09.0,,K. Koufos enters the game for V. Carter,38,41
189,2,1:56.0,,B. Caboclo misses 3-pt jump shot from 25 ft,38,41
190,2,1:53.0,Defensive rebound by J. Magette,,38,41
191,2,1:45.0,Turnover by J. Magette (bad pass; steal by K. Koufos),,38,41
192,2,1:43.0,,J. Jackson makes 2-pt jump shot from 9 ft,38,43
193,2,1:43.0,,Shooting foul by T. Dorsey (drawn by J. Jackson),38,43
194,2,1:43.0,,J. Jackson makes free throw 1 of 1,38,44
195,2,1:34.0,Personal foul by B. Caboclo (drawn by T. Dorsey),,38,44
196,2,1:20.0,T. Dorsey makes 3-pt jump shot from 24 ft,,41,44
197,2,1:04.0,,D. Fox misses 2-pt layup from 3 ft,41,44
198,2,1:02.0,Defensive rebound by M. Plumlee,,41,44
199,2,0:49.0,T. Dorsey misses 3-pt jump shot from 25 ft,,41,44
200,2,0:45.0,,Defensive rebound by B. Bogdanović,41,44
201,2,0:43.0,,K. Koufos makes 2-pt layup from 1 ft (assist by D. Fox),41,46
202,2,0:30.0,A. White misses 3-pt jump shot from 22 ft,,41,46
203,2,0:27.0,,Defensive rebound by B. Bogdanović,41,46
204,2,0:07.0,,B. Caboclo makes 3-pt jump shot from 23 ft (assist by D. Fox),41,49
205,2,0:00.0,T. Cavanaugh makes 3-pt jump shot from 24 ft (assist by T. Dorsey),,44,49
206,2,0:00.0,,B. Bogdanović misses 3-pt jump shot from 64 ft,44,49
207,2,0:00.0,,Offensive rebound by Team,44,49
208,3,11:47.0,,D. Fox misses 2-pt jump shot from 19 ft,44,49
209,3,11:44.0,Defensive rebound by M. Muscala,,44,49
210,3,11:33.0,M. Muscala makes 2-pt layup from 2 ft (assist by T. Prince),,46,49
211,3,11:20.0,,J. Jackson makes 2-pt jump shot from 18 ft (assist by W. Cauley-Stein),46,51
212,3,11:02.0,D. Lee misses 2-pt jump shot from 9 ft,,46,51
213,3,11:00.0,,Defensive rebound by Team,46,51
214,3,10:50.0,,D. Fox misses 2-pt jump shot from 10 ft,46,51
215,3,10:47.0,Defensive rebound by M. Muscala,,46,51
216,3,10:41.0,D. Lee makes 2-pt jump shot from 7 ft,,48,51
217,3,10:31.0,,Turnover by B. Bogdanović (bad pass; steal by D. Lee),48,51
218,3,10:27.0,Shooting foul by D. Fox (drawn by I. Taylor),,48,51
219,3,10:27.0,I. Taylor misses free throw 1 of 2,,48,51
220,3,10:27.0,Offensive rebound by Team,,48,51
221,3,10:27.0,I. Taylor makes free throw 2 of 2,,49,51
222,3,10:17.0,,Shooting foul by D. Lee (drawn by B. Bogdanović),49,51
223,3,10:17.0,,B. Bogdanović makes free throw 1 of 2,49,52
224,3,10:17.0,,B. Bogdanović makes free throw 2 of 2,49,53
225,3,10:03.0,D. Lee misses 2-pt jump shot from 9 ft,,49,53
226,3,10:02.0,Offensive rebound by D. Dedmon,,49,53
227,3,10:02.0,Shooting foul by D. Fox (drawn by D. Dedmon),,49,53
228,3,10:02.0,D. Dedmon makes free throw 1 of 2,,50,53
229,3,10:02.0,D. Dedmon makes free throw 2 of 2,,51,53
230,3,9:45.0,,W. Cauley-Stein makes 2-pt hook shot from 6 ft,51,55
231,3,9:32.0,D. Dedmon misses 3-pt jump shot from 24 ft,,51,55
232,3,9:29.0,,Defensive rebound by S. Labissière,51,55
233,3,9:27.0,,Turnover by S. Labissière (lost ball; steal by D. Lee),51,55
234,3,9:21.0,D. Dedmon makes 3-pt jump shot from 24 ft (assist by I. Taylor),,54,55
235,3,9:07.0,,Def 3 sec tech foul by D. Dedmon,54,55
236,3,9:07.0,,B. Bogdanović makes technical free throw,54,56
237,3,8:57.0,,J. Jackson makes 3-pt jump shot from 24 ft (assist by D. Fox),54,59
238,3,8:48.0,M. Muscala makes 3-pt jump shot from 22 ft (assist by T. Prince),,57,59
239,3,8:33.0,,D. Fox misses 2-pt layup from 6 ft,57,59
240,3,8:31.0,Defensive rebound by D. Dedmon,,57,59
241,3,8:27.0,I. Taylor makes 2-pt layup from 1 ft,,59,59
242,3,8:06.0,,J. Jackson makes 3-pt jump shot from 23 ft (assist by S. Labissière),59,62
243,3,7:44.0,T. Prince misses 2-pt layup from 1 ft (block by S. Labissière),,59,62
244,3,7:42.0,,Defensive rebound by D. Fox,59,62
245,3,7:37.0,,Turnover by B. Bogdanović (bad pass; steal by D. Lee),59,62
246,3,7:33.0,T. Prince makes 2-pt layup from 2 ft (assist by D. Lee),,61,62
247,3,7:33.0,,Sacramento full timeout,61,62
248,3,7:24.0,,Turnover by S. Labissière (turnover),61,62
249,3,7:06.0,M. Muscala misses 2-pt jump shot from 8 ft,,61,62
250,3,7:02.0,,Defensive rebound by D. Fox,61,62
251,3,6:55.0,,D. Fox misses 2-pt jump shot from 7 ft,61,62
252,3,6:50.0,,Offensive rebound by S. Labissière,61,62
253,3,6:50.0,,S. Labissière makes 2-pt dunk at rim,61,64
254,3,6:41.0,D. Dedmon makes 2-pt jump shot from 18 ft (assist by T. Prince),,63,64
255,3,6:30.0,,W. Cauley-Stein misses 2-pt hook shot from 10 ft (block by D. Dedmon),63,64
256,3,6:26.0,Defensive rebound by M. Muscala,,63,64
257,3,6:18.0,Turnover by D. Lee (bad pass),,63,64
258,3,6:18.0,,K. Koufos enters the game for S. Labissière,63,64
259,3,6:18.0,T. Cavanaugh enters the game for M. Muscala,,63,64
260,3,6:03.0,,W. Cauley-Stein misses 2-pt jump shot from 18 ft,63,64
261,3,6:00.0,Defensive rebound by T. Prince,,63,64
262,3,5:48.0,D. Lee makes 2-pt jump shot from 18 ft,,65,64
263,3,5:35.0,,D. Fox misses 2-pt jump shot from 13 ft,65,64
264,3,5:31.0,Defensive rebound by I. Taylor,,65,64
265,3,5:28.0,Turnover by I. Taylor (palming),,65,64
266,3,5:28.0,,B. Hield enters the game for B. Bogdanović,65,64
267,3,5:28.0,J. Magette enters the game for D. Lee,,65,64
268,3,5:28.0,T. Dorsey enters the game for I. Taylor,,65,64
269,3,5:18.0,Violation by D. Dedmon (kicked ball),,65,64
270,3,5:18.0,M. Plumlee enters the game for D. Dedmon,,65,64
271,3,5:12.0,,W. Cauley-Stein misses 2-pt jump shot from 18 ft,65,64
272,3,5:06.0,Defensive rebound by T. Prince,,65,64
273,3,4:49.0,T. Prince misses 2-pt jump shot from 7 ft,,65,64
274,3,4:47.0,,Defensive rebound by W. Cauley-Stein,65,64
275,3,4:31.0,,D. Fox misses 2-pt layup from 4 ft,65,64
276,3,4:28.0,Defensive rebound by T. Prince,,65,64
277,3,4:25.0,T. Cavanaugh misses 3-pt jump shot from 24 ft,,65,64
278,3,4:16.0,,Defensive rebound by J. Jackson,65,64
279,3,4:07.0,,K. Koufos makes 2-pt hook shot from 9 ft (assist by D. Fox),65,66
280,3,3:56.0,Atlanta full timeout,,65,66
281,3,3:56.0,,F. Mason enters the game for D. Fox,65,66
282,3,3:56.0,A. White enters the game for T. Prince,,65,66
283,3,3:47.0,T. Cavanaugh misses 3-pt jump shot from 23 ft,,65,66
284,3,3:43.0,Offensive rebound by T. Cavanaugh,,65,66
285,3,3:41.0,Turnover by M. Plumlee (bad pass),,65,66
286,3,3:28.0,,K. Koufos makes 2-pt hook shot from 6 ft (assist by W. Cauley-Stein),65,68
287,3,3:11.0,J. Magette misses 2-pt jump shot from 10 ft,,65,68
288,3,3:07.0,,Defensive rebound by W. Cauley-Stein,65,68
289,3,3:01.0,,F. Mason misses 2-pt jump shot from 16 ft,65,68
290,3,2:58.0,Defensive rebound by T. Dorsey,,65,68
291,3,2:53.0,T. Cavanaugh misses 3-pt jump shot from 22 ft,,65,68
292,3,2:49.0,,Defensive rebound by W. Cauley-Stein,65,68
293,3,2:43.0,,B. Hield misses 2-pt layup from 1 ft,65,68
294,3,2:39.0,Defensive rebound by A. White,,65,68
295,3,2:31.0,M. Plumlee makes 2-pt layup from 2 ft (assist by J. Magette),,67,68
296,3,2:13.0,,J. Jackson makes 2-pt layup from 2 ft (assist by W. Cauley-Stein),67,70
297,3,2:13.0,,Shooting foul by A. White (drawn by J. Jackson),67,70
298,3,2:13.0,,S. Labissière enters the game for W. Cauley-Stein,67,70
299,3,2:13.0,,J. Jackson makes free throw 1 of 1,67,71
300,3,1:56.0,T. Cavanaugh misses 2-pt jump shot from 10 ft (block by S. Labissière),,67,71
301,3,1:56.0,,Defensive rebound by K. Koufos,67,71
302,3,1:50.0,,Shooting foul by T. Cavanaugh (drawn by F. Mason),67,71
303,3,1:50.0,,F. Mason makes free throw 1 of 2,67,72
304,3,1:50.0,,V. Carter enters the game for J. Jackson,67,72
305,3,1:50.0,,F. Mason makes free throw 2 of 2,67,73
306,3,1:37.0,Turnover by T. Dorsey (lost ball; steal by K. Koufos),,67,73
307,3,1:31.0,,B. Hield makes 3-pt jump shot from 24 ft (assist by S. Labissière),67,76
308,3,1:19.0,J. Magette makes 2-pt jump shot from 15 ft,,69,76
309,3,1:06.0,,K. Koufos makes 2-pt hook shot from 8 ft (assist by F. Mason),69,78
310,3,0:55.0,T. Cavanaugh misses 2-pt layup from 2 ft (block by K. Koufos),,69,78
311,3,0:55.0,Offensive rebound by Team,,69,78
312,3,0:46.0,Personal foul by B. Hield (drawn by T. Dorsey),,69,78
313,3,0:35.0,Turnover by A. White (lost ball; steal by B. Hield),,69,78
314,3,0:32.0,,F. Mason makes 2-pt layup from 1 ft (assist by B. Hield),69,80
315,3,0:13.0,J. Magette misses 2-pt jump shot from 16 ft,,69,80
316,3,0:09.0,Offensive rebound by T. Cavanaugh,,69,80
317,3,0:09.0,T. Cavanaugh makes 2-pt jump shot at rim,,71,80
318,3,0:02.0,,F. Mason misses 2-pt jump shot from 18 ft,71,80
319,3,0:02.0,Defensive rebound by T. Dorsey,,71,80
320,4,11:36.0,D. Dedmon misses 3-pt jump shot from 23 ft,,71,80
321,4,11:32.0,,Defensive rebound by K. Koufos,71,80
322,4,11:17.0,,Personal foul by I. Taylor (drawn by F. Mason),71,80
323,4,11:09.0,,B. Hield misses 3-pt jump shot from 25 ft,71,80
324,4,11:05.0,Defensive rebound by I. Taylor,,71,80
325,4,10:56.0,T. Dorsey makes 3-pt jump shot from 22 ft (assist by A. White),,74,80
326,4,10:45.0,,K. Koufos misses 2-pt hook shot from 8 ft,74,80
327,4,10:44.0,,Offensive rebound by Team,74,80
328,4,10:44.0,M. Muscala enters the game for M. Plumlee,,74,80
329,4,10:41.0,,B. Hield makes 2-pt jump shot from 5 ft (assist by V. Carter),74,82
330,4,10:27.0,I. Taylor makes 2-pt dunk at rim,,76,82
331,4,10:18.0,,Offensive foul by F. Mason (drawn by I. Taylor),76,82
332,4,10:18.0,,Turnover by F. Mason (offensive foul),76,82
333,4,10:18.0,D. Lee enters the game for T. Dorsey,,76,82
334,4,10:03.0,D. Lee misses 3-pt jump shot from 25 ft,,76,82
335,4,9:59.0,,Defensive rebound by K. Koufos,76,82
336,4,9:48.0,,B. Hield makes 2-pt jump shot from 11 ft (assist by F. Mason),76,84
337,4,9:37.0,Turnover by M. Muscala (lost ball; steal by F. Mason),,76,84
338,4,9:32.0,,F. Mason makes 2-pt layup at rim,76,86
339,4,9:07.0,D. Dedmon misses 2-pt hook shot from 9 ft,,76,86
340,4,9:04.0,Offensive rebound by D. Lee,,76,86
341,4,9:04.0,D. Lee makes 2-pt layup from 2 ft,,78,86
342,4,9:04.0,Shooting foul by S. Labissière (drawn by D. Lee),,78,86
343,4,9:04.0,D. Lee makes free throw 1 of 1,,79,86
344,4,8:44.0,,B. Hield makes 2-pt jump shot from 18 ft (assist by S. Labissière),79,88
345,4,8:16.0,I. Taylor makes 2-pt layup from 3 ft,,81,88
346,4,8:02.0,,F. Mason misses 3-pt jump shot from 24 ft,81,88
347,4,7:57.0,,Offensive rebound by B. Hield,81,88
348,4,7:57.0,,Sacramento full timeout,81,88
349,4,7:50.0,,B. Hield misses 3-pt jump shot from 23 ft,81,88
350,4,7:46.0,,Offensive rebound by F. Mason,81,88
351,4,7:30.0,,V. Carter makes 3-pt jump shot from 24 ft (assist by F. Mason),81,91
352,4,7:14.0,Turnover by D. Dedmon (bad pass; steal by K. Koufos),,81,91
353,4,6:59.0,,B. Hield misses 2-pt jump shot from 12 ft,81,91
354,4,6:50.0,,Offensive rebound by K. Koufos,81,91
355,4,6:44.0,,K. Koufos misses 2-pt jump shot from 10 ft,81,91
356,4,6:44.0,Defensive rebound by D. Dedmon,,81,91
357,4,6:35.0,M. Muscala misses 3-pt jump shot from 22 ft,,81,91
358,4,6:32.0,,Defensive rebound by S. Labissière,81,91
359,4,6:15.0,,K. Koufos makes 2-pt jump shot from 10 ft (assist by F. Mason),81,93
360,4,6:00.0,Shooting foul by K. Koufos (drawn by I. Taylor),,81,93
361,4,6:00.0,I. Taylor makes free throw 1 of 2,,82,93
362,4,6:00.0,,B. Caboclo enters the game for S. Labissière,82,93
363,4,6:00.0,T. Dorsey enters the game for A. White,,82,93
364,4,6:00.0,J. Magette enters the game for D. Lee,,82,93
365,4,6:00.0,I. Taylor makes free throw 2 of 2,,83,93
366,4,5:40.0,,Turnover by F. Mason (bad pass; steal by D. Dedmon),83,93
367,4,5:33.0,Shooting foul by K. Koufos (drawn by D. Dedmon),,83,93
368,4,5:33.0,D. Dedmon misses free throw 1 of 2,,83,93
369,4,5:33.0,Offensive rebound by Team,,83,93
370,4,5:33.0,D. Lee enters the game for I. Taylor,,83,93
371,4,5:33.0,T. Cavanaugh enters the game for M. Muscala,,83,93
372,4,5:33.0,D. Dedmon makes free throw 2 of 2,,84,93
373,4,5:19.0,,B. Hield misses 2-pt jump shot from 15 ft,84,93
374,4,5:15.0,,Offensive rebound by K. Koufos,84,93
375,4,5:11.0,,F. Mason makes 2-pt layup from 4 ft,84,95
376,4,4:55.0,T. Dorsey misses 2-pt layup from 7 ft (block by K. Koufos),,84,95
377,4,4:54.0,Offensive rebound by Team,,84,95
378,4,4:54.0,D. Dedmon makes 2-pt layup from 5 ft (assist by D. Lee),,86,95
379,4,4:54.0,Shooting foul by K. Koufos (drawn by D. Dedmon),,86,95
