,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,ATLANTA_ACTION,MEMPHIS_SCORE,ATLANTA_SCORE
381,4,5:50.0,,Turnover by Team (shot clock),64,94
382,4,5:50.0,W. Selden enters the game for D. Brooks,,64,94
383,4,5:37.0,I. Rabb misses 2-pt jump shot from 20 ft,,64,94
384,4,5:34.0,,Defensive rebound by J. Collins,64,94
385,4,5:21.0,,L. Babbitt makes 3-pt jump shot from 26 ft (assist by I. Taylor),64,97
386,4,5:08.0,B. McLemore makes 2-pt jump shot from 13 ft,,66,97
387,4,4:54.0,,Offensive foul by M. Plumlee (drawn by A. Harrison),66,97
388,4,4:54.0,,Turnover by M. Plumlee (offensive foul),66,97
389,4,4:40.0,B. McLemore makes 3-pt jump shot from 25 ft (assist by W. Selden),,69,97
390,4,4:24.0,,T. Dorsey makes 2-pt jump shot from 19 ft (assist by I. Taylor),69,99
391,4,4:08.0,B. McLemore misses 2-pt jump shot from 19 ft,,69,99
392,4,4:06.0,,Defensive rebound by J. Collins,69,99
393,4,4:01.0,,L. Babbitt makes 3-pt jump shot from 22 ft (assist by T. Dorsey),69,102
394,4,3:53.0,W. Selden makes 2-pt jump shot from 2 ft (assist by A. Harrison),,71,102
395,4,3:41.0,,Shooting foul by W. Selden (drawn by M. Plumlee),71,102
396,4,3:41.0,,M. Plumlee misses free throw 1 of 2,71,102
397,4,3:41.0,,Offensive rebound by Team,71,102
398,4,3:41.0,,M. Plumlee makes free throw 2 of 2,71,103
399,4,3:28.0,A. Harrison makes 2-pt jump shot from 16 ft,,73,103
400,4,3:18.0,,Personal foul by A. Harrison (drawn by T. Dorsey),73,103
401,4,3:18.0,,T. Dorsey makes free throw 1 of 2,73,104
402,4,3:18.0,B. Wright enters the game for W. Selden,,73,104
403,4,3:18.0,,T. Dorsey misses free throw 2 of 2,73,104
404,4,3:15.0,Defensive rebound by I. Rabb,,73,104
405,4,3:05.0,A. Harrison misses 2-pt jump shot from 18 ft,,73,104
406,4,3:03.0,,Defensive rebound by M. Plumlee,73,104
407,4,3:03.0,,Turnover by M. Plumlee (step out of bounds),73,104
408,4,2:53.0,J. Ennis misses 3-pt jump shot from 25 ft,,73,104
409,4,2:50.0,,Defensive rebound by M. Plumlee,73,104
410,4,2:35.0,,M. Plumlee misses 2-pt hook shot from 12 ft,73,104
411,4,2:32.0,Defensive rebound by I. Rabb,,73,104
412,4,2:21.0,B. McLemore misses 3-pt jump shot from 26 ft,,73,104
413,4,2:19.0,Offensive rebound by Team,,73,104
414,4,2:19.0,,Loose ball foul by T. Dorsey (drawn by B. Wright),73,104
415,4,2:19.0,Memphis full timeout,,73,104
416,4,2:08.0,I. Rabb makes 2-pt dunk from 1 ft (assist by B. McLemore),,75,104
417,4,1:53.0,,M. Plumlee makes 2-pt hook shot from 8 ft,75,106
418,4,1:33.0,A. Harrison makes 3-pt jump shot from 25 ft (assist by B. Wright),,78,106
419,4,1:17.0,,T. Dorsey misses 2-pt jump shot from 23 ft,78,106
420,4,1:17.0,Defensive rebound by Team,,78,106
421,4,1:07.0,Personal foul by J. Collins (drawn by I. Rabb),,78,106
422,4,1:00.0,A. Harrison makes 2-pt layup from 1 ft,,80,106
423,4,0:47.0,,Turnover by M. Plumlee (traveling),80,106
424,4,0:33.0,B. Wright makes 2-pt jump shot from 11 ft (assist by A. Harrison),,82,106
425,4,0:11.0,,I. Taylor makes 2-pt jump shot from 15 ft (assist by T. Dorsey),82,108
