,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,WASHINGTON_ACTION,LA CLIPPERS_SCORE,WASHINGTON_SCORE
390,4,8:42.0,S. Dekker makes 2-pt dunk at rim (assist by J. Evans),,72,77
391,4,8:42.0,,Washington full timeout,72,77
392,4,8:42.0,,J. Wall enters the game for J. Meeks,72,77
393,4,8:42.0,,K. Oubre enters the game for T. Satoranský,72,77
394,4,8:42.0,,B. Beal enters the game for T. Frazier,72,77
395,4,8:35.0,,Turnover by J. Wall (lost ball; steal by J. Evans),72,77
396,4,8:32.0,J. Evans makes 2-pt layup from 2 ft,,74,77
397,4,8:27.0,,Turnover by J. Wall (bad pass; steal by M. Harrell),74,77
398,4,8:25.0,Shooting foul by J. Wall (drawn by M. Harrell),,74,77
399,4,8:25.0,M. Harrell makes free throw 2 of 2,,75,77
400,4,8:25.0,M. Harrell misses free throw 1 of 2,,75,77
401,4,8:25.0,Offensive rebound by Team,,75,77
402,4,8:02.0,,J. Wall misses 2-pt jump shot from 17 ft,75,77
403,4,8:01.0,Defensive rebound by J. Evans,,75,77
404,4,7:55.0,J. Evans misses 2-pt layup from 3 ft (block by K. Oubre),,75,77
405,4,7:55.0,Offensive rebound by Team,,75,77
406,4,7:53.0,Turnover by B. Johnson (traveling),,75,77
407,4,7:38.0,,I. Mahinmi makes 2-pt dunk from 1 ft (assist by M. Morris),75,79
408,4,7:25.0,J. Evans makes 2-pt layup at rim,,77,79
409,4,7:14.0,,Personal foul by C. Williams (drawn by B. Beal),77,79
410,4,7:14.0,,M. Gortat enters the game for I. Mahinmi,77,79
411,4,7:14.0,L. Williams enters the game for S. Dekker,,77,79
412,4,7:14.0,D. Jordan enters the game for B. Johnson,,77,79
413,4,7:05.0,,M. Gortat misses 2-pt jump shot from 14 ft,77,79
414,4,7:03.0,Defensive rebound by D. Jordan,,77,79
415,4,6:54.0,J. Evans makes 2-pt jump shot from 14 ft,,79,79
416,4,6:52.0,,Washington full timeout,79,79
417,4,6:39.0,,B. Beal makes 3-pt jump shot from 26 ft (assist by J. Wall),79,82
418,4,6:12.0,Turnover by M. Harrell (lost ball; steal by M. Morris),,79,82
419,4,5:53.0,,M. Morris misses 2-pt layup from 3 ft,79,82
420,4,5:50.0,Defensive rebound by L. Williams,,79,82
421,4,5:48.0,J. Evans misses 2-pt layup from 3 ft (block by J. Wall),,79,82
422,4,5:48.0,Offensive rebound by M. Harrell,,79,82
423,4,5:44.0,Turnover by M. Harrell (bad pass; steal by J. Wall),,79,82
424,4,5:33.0,,Turnover by J. Wall (bad pass; steal by L. Williams),79,82
425,4,5:30.0,L. Williams makes 3-pt jump shot from 25 ft,,82,82
426,4,5:07.0,,M. Gortat misses 2-pt jump shot from 14 ft,82,82
427,4,5:07.0,Defensive rebound by D. Jordan,,82,82
428,4,4:58.0,Personal foul by K. Oubre (drawn by D. Jordan),,82,82
429,4,4:58.0,LA Clippers full timeout,,82,82
430,4,4:56.0,Turnover by L. Williams (bad pass; steal by M. Morris),,82,82
431,4,4:52.0,,M. Morris makes 2-pt layup at rim,82,84
432,4,4:45.0,Personal foul by K. Oubre (drawn by L. Williams),,82,84
433,4,4:45.0,J. Wilson enters the game for M. Harrell,,82,84
434,4,4:37.0,J. Evans misses 2-pt jump shot from 7 ft,,82,84
435,4,4:36.0,Offensive rebound by D. Jordan,,82,84
436,4,4:35.0,D. Jordan misses 2-pt layup from 2 ft,,82,84
437,4,4:35.0,,Defensive rebound by J. Wall,82,84
438,4,4:29.0,,J. Wall makes 3-pt jump shot from 26 ft,82,87
439,4,4:16.0,J. Wilson misses 3-pt jump shot from 24 ft,,82,87
440,4,4:13.0,,Defensive rebound by J. Wall,82,87
441,4,4:10.0,,J. Wall misses 3-pt jump shot from 25 ft,82,87
442,4,4:05.0,Defensive rebound by L. Williams,,82,87
443,4,4:01.0,J. Wilson misses 2-pt layup from 3 ft,,82,87
444,4,4:01.0,,Defensive rebound by B. Beal,82,87
445,4,3:52.0,,B. Beal makes 2-pt jump shot from 19 ft,82,89
446,4,3:51.0,LA Clippers full timeout,,82,89
447,4,3:34.0,J. Wilson misses 2-pt layup from 4 ft (block by B. Beal),,82,89
448,4,3:33.0,Offensive rebound by Team,,82,89
449,4,3:31.0,L. Williams makes 3-pt jump shot from 23 ft (assist by C. Williams),,85,89
450,4,3:11.0,,K. Oubre makes 3-pt jump shot from 24 ft (assist by M. Morris),85,92
451,4,3:11.0,,Shooting foul by J. Wilson (drawn by K. Oubre),85,92
452,4,3:11.0,S. Dekker enters the game for J. Wilson,,85,92
453,4,3:11.0,,K. Oubre makes free throw 1 of 1,85,93
454,4,2:59.0,L. Williams misses 3-pt jump shot from 29 ft,,85,93
455,4,2:56.0,,Defensive rebound by M. Morris,85,93
456,4,2:39.0,,Turnover by J. Wall (bad pass),85,93
457,4,2:23.0,C. Williams misses 2-pt jump shot from 17 ft,,85,93
458,4,2:20.0,,Defensive rebound by B. Beal,85,93
459,4,2:16.0,,Shooting foul by J. Evans (drawn by M. Gortat),85,93
460,4,2:16.0,,M. Gortat makes free throw 1 of 2,85,94
461,4,2:16.0,,M. Gortat misses free throw 2 of 2,85,94
462,4,2:12.0,,Offensive rebound by M. Gortat,85,94
463,4,1:51.0,,J. Wall makes 2-pt jump shot from 18 ft,85,96
464,4,1:51.0,,Shooting foul by J. Evans (drawn by J. Wall),85,96
465,4,1:51.0,,J. Wall makes free throw 1 of 1,85,97
466,4,1:51.0,LA Clippers full timeout,,85,97
467,4,1:41.0,J. Evans misses 2-pt layup from 1 ft,,85,97
468,4,1:41.0,Offensive rebound by D. Jordan,,85,97
469,4,1:41.0,D. Jordan makes 2-pt layup from 1 ft,,87,97
470,4,1:26.0,,M. Gortat makes 2-pt dunk from 1 ft (assist by J. Wall),87,99
471,4,1:19.0,J. Evans misses 3-pt jump shot from 25 ft,,87,99
472,4,1:16.0,,Defensive rebound by J. Wall,87,99
473,4,1:07.0,,Personal take foul by C. Williams (drawn by J. Wall),87,99
474,4,1:07.0,,J. Meeks enters the game for B. Beal,87,99
475,4,1:07.0,,T. Satoranský enters the game for M. Morris,87,99
476,4,1:07.0,,C. McCullough enters the game for M. Gortat,87,99
477,4,1:07.0,B. Johnson enters the game for D. Jordan,,87,99
478,4,1:07.0,S. Thornwell enters the game for L. Williams,,87,99
479,4,1:07.0,,J. Wall misses free throw 2 of 2,87,99
480,4,1:07.0,Defensive rebound by B. Johnson,,87,99
481,4,1:07.0,,J. Wall makes free throw 1 of 2,87,100
482,4,0:55.0,B. Johnson makes 2-pt layup from 1 ft (assist by J. Evans),,89,100
483,4,0:33.0,,K. Oubre misses 3-pt jump shot from 27 ft,89,100
484,4,0:29.0,,Offensive rebound by C. McCullough,89,100
485,4,0:26.0,,J. Wall misses 3-pt jump shot from 26 ft,89,100
486,4,0:26.0,Defensive rebound by J. Evans,,89,100
487,4,0:21.0,S. Dekker makes 2-pt layup from 1 ft (assist by J. Evans),,91,100
