,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,NEW ORLEANS_ACTION,MILWAUKEE_SCORE,NEW ORLEANS_SCORE
371,4,3:39.0,Milwaukee full timeout,,101,108
372,4,3:39.0,,New Orleans full timeout,101,108
373,4,3:39.0,E. Bledsoe enters the game for D. Liggins,,101,108
374,4,3:32.0,J. Henson makes 2-pt dunk at rim (assist by K. Middleton),,103,108
375,4,3:12.0,,J. Holiday misses 2-pt jump shot from 9 ft,103,108
376,4,3:11.0,,Offensive rebound by Team,103,108
377,4,3:09.0,,A. Davis misses 2-pt jump shot from 21 ft,103,108
378,4,3:06.0,Defensive rebound by K. Middleton,,103,108
379,4,2:47.0,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by K. Middleton),,105,108
380,4,2:34.0,,A. Davis makes 2-pt jump shot from 17 ft (assist by E. Moore),105,110
381,4,2:10.0,K. Middleton misses 3-pt jump shot from 25 ft (block by A. Davis),,105,110
382,4,2:08.0,,Defensive rebound by D. Cousins,105,110
383,4,2:04.0,,Turnover by D. Cousins (bad pass; steal by E. Bledsoe),105,110
384,4,1:59.0,,Offensive charge foul by E. Bledsoe (drawn by D. Cousins),105,110
385,4,1:59.0,Turnover by E. Bledsoe (offensive foul),,105,110
386,4,1:41.0,,E. Moore makes 2-pt dunk at rim (assist by D. Cousins),105,112
387,4,1:21.0,Shooting foul by D. Cousins (drawn by K. Middleton),,105,112
388,4,1:21.0,K. Middleton makes free throw 1 of 3,,106,112
389,4,1:21.0,K. Middleton makes free throw 2 of 3,,107,112
390,4,1:21.0,K. Middleton makes free throw 3 of 3,,108,112
391,4,1:03.0,,J. Holiday misses 2-pt jump shot from 15 ft,108,112
392,4,0:58.0,Defensive rebound by G. Antetokounmpo,,108,112
393,4,0:45.0,J. Henson misses 2-pt hook shot from 6 ft,,108,112
394,4,0:41.0,Offensive rebound by G. Antetokounmpo,,108,112
395,4,0:39.0,Turnover by G. Antetokounmpo (lost ball; steal by J. Nelson),,108,112
396,4,0:23.0,,D. Cousins makes 3-pt jump shot from 26 ft (assist by J. Nelson),108,115
397,4,0:22.0,Milwaukee full timeout,,108,115
398,4,0:22.0,,D. Cunningham enters the game for D. Cousins,108,115
399,4,0:16.0,K. Middleton misses 3-pt jump shot from 29 ft,,108,115
400,4,0:12.0,Offensive rebound by G. Antetokounmpo,,108,115
401,4,0:08.0,M. Brogdon misses 3-pt jump shot from 25 ft,,108,115
402,4,0:06.0,Offensive rebound by G. Antetokounmpo,,108,115
403,4,0:02.0,G. Antetokounmpo misses 3-pt jump shot from 22 ft,,108,115
404,4,0:02.0,Offensive rebound by M. Brogdon,,108,115
405,4,0:00.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,108,115
406,4,0:00.0,Offensive rebound by Team,,108,115
