,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,UTAH_ACTION,CLEVELAND_SCORE,UTAH_SCORE
55,1,4:12.0,,Personal foul by J. Crowder (drawn by E. Udoh),20,12
56,1,4:12.0,D. Wade enters the game for L. James,,20,12
57,1,4:12.0,J. Green enters the game for J. Calderón,,20,12
58,1,4:12.0,,J. Johnson enters the game for T. Sefolosha,20,12
59,1,4:03.0,,D. Mitchell makes 2-pt layup from 1 ft,20,14
60,1,3:53.0,Personal foul by E. Udoh (drawn by K. Love),,20,14
61,1,3:53.0,,A. Burks enters the game for J. Ingles,20,14
62,1,3:52.0,Turnover by J. Crowder (bad pass),,20,14
63,1,3:41.0,,E. Udoh misses 2-pt layup from 2 ft,20,14
64,1,3:37.0,Defensive rebound by K. Love,,20,14
65,1,3:35.0,K. Love misses 3-pt jump shot from 25 ft,,20,14
66,1,3:35.0,,Defensive rebound by A. Burks,20,14
67,1,3:11.0,,D. Mitchell misses 3-pt jump shot from 27 ft,20,14
68,1,3:08.0,Defensive rebound by K. Love,,20,14
69,1,3:02.0,J. Green misses 2-pt layup from 5 ft,,20,14
70,1,3:00.0,Offensive rebound by J. Green,,20,14
71,1,3:00.0,J. Green misses 2-pt layup from 2 ft,,20,14
72,1,3:00.0,Offensive rebound by Team,,20,14
73,1,3:00.0,Shooting foul by A. Burks (drawn by J. Green),,20,14
74,1,3:00.0,J. Green makes free throw 1 of 2,,21,14
75,1,3:00.0,T. Thompson enters the game for K. Love,,21,14
76,1,3:00.0,J. Green makes free throw 2 of 2,,22,14
77,1,3:00.0,,Utah full timeout,22,14
78,1,3:00.0,L. James enters the game for J. Crowder,,22,14
79,1,2:48.0,,R. Hood misses 3-pt jump shot from 25 ft,22,14
80,1,2:44.0,Defensive rebound by D. Wade,,22,14
81,1,2:42.0,Shooting foul by E. Udoh (drawn by J. Green),,22,14
82,1,2:42.0,J. Green makes free throw 1 of 2,,23,14
83,1,2:42.0,J. Green makes free throw 2 of 2,,24,14
84,1,2:26.0,,R. Hood makes 3-pt jump shot from 25 ft (assist by D. Mitchell),24,17
85,1,2:09.0,J. Smith misses 3-pt jump shot from 25 ft,,24,17
86,1,2:06.0,Offensive rebound by J. Green,,24,17
87,1,2:04.0,J. Green makes 3-pt jump shot from 22 ft (assist by L. James),,27,17
88,1,1:48.0,,R. Hood misses 3-pt jump shot from 26 ft,27,17
89,1,1:45.0,Defensive rebound by J. Smith,,27,17
90,1,1:35.0,Personal foul by R. Hood (drawn by T. Thompson),,27,17
91,1,1:35.0,T. Thompson makes free throw 1 of 2,,28,17
92,1,1:35.0,,R. Rubio enters the game for E. Udoh,28,17
93,1,1:35.0,,J. Jerebko enters the game for D. Mitchell,28,17
94,1,1:35.0,K. Korver enters the game for J. Smith,,28,17
95,1,1:35.0,T. Thompson misses free throw 2 of 2,,28,17
96,1,1:33.0,,Defensive rebound by J. Johnson,28,17
97,1,1:13.0,,A. Burks misses 3-pt jump shot from 26 ft,28,17
98,1,1:10.0,Defensive rebound by L. James,,28,17
99,1,0:55.0,L. James makes 3-pt jump shot from 24 ft,,31,17
100,1,0:39.0,,J. Johnson makes 3-pt jump shot from 26 ft (assist by R. Hood),31,20
101,1,0:34.0,L. James misses 3-pt jump shot from 28 ft,,31,20
102,1,0:32.0,,Defensive rebound by J. Johnson,31,20
103,1,0:22.0,,J. Johnson makes 2-pt jump shot from 8 ft,31,22
104,1,0:01.0,Shooting foul by R. Rubio (drawn by L. James),,31,22
105,1,0:01.0,L. James makes free throw 1 of 2,,32,22
106,1,0:01.0,,E. Udoh enters the game for R. Rubio,32,22
107,1,0:01.0,L. James misses free throw 2 of 2,,32,22
108,1,0:00.0,,Defensive rebound by J. Jerebko,32,22
109,2,11:45.0,D. Wade misses 2-pt layup from 1 ft,,32,22
110,2,11:43.0,,Defensive rebound by R. Rubio,32,22
111,2,11:29.0,,R. Hood makes 3-pt jump shot from 25 ft (assist by R. Rubio),32,25
112,2,11:13.0,L. James makes 2-pt dunk from 1 ft (assist by D. Wade),,34,25
113,2,10:53.0,,Turnover by R. Rubio (bad pass; steal by J. Green),34,25
114,2,10:44.0,J. Green misses 2-pt jump shot from 9 ft,,34,25
115,2,10:41.0,,Defensive rebound by R. Rubio,34,25
116,2,10:35.0,,R. Rubio misses 2-pt layup from 2 ft,34,25
117,2,10:31.0,Defensive rebound by T. Thompson,,34,25
118,2,10:25.0,J. Green makes 2-pt dunk from 2 ft (assist by D. Wade),,36,25
119,2,10:24.0,,Utah full timeout,36,25
120,2,10:24.0,,D. Favors enters the game for J. Jerebko,36,25
121,2,10:16.0,,R. Hood misses 3-pt jump shot from 25 ft,36,25
122,2,10:14.0,Defensive rebound by D. Wade,,36,25
123,2,10:05.0,Turnover by L. James (bad pass; steal by D. Favors),,36,25
124,2,9:54.0,,A. Burks misses 2-pt layup from 2 ft (block by J. Green),36,25
125,2,9:52.0,Defensive rebound by L. James,,36,25
126,2,9:52.0,Personal foul by R. Rubio (drawn by L. James),,36,25
127,2,9:52.0,,R. O'Neale enters the game for A. Burks,36,25
128,2,9:33.0,L. James misses 2-pt jump shot from 23 ft,,36,25
129,2,9:29.0,,Defensive rebound by D. Favors,36,25
130,2,9:21.0,,J. Johnson makes 2-pt jump shot from 7 ft,36,27
131,2,8:59.0,J. Green makes 3-pt jump shot from 24 ft (assist by L. James),,39,27
132,2,8:37.0,,D. Favors makes 2-pt dunk from 1 ft (assist by R. Hood),39,29
133,2,8:34.0,Cleveland full timeout,,39,29
134,2,8:34.0,,D. Mitchell enters the game for R. Rubio,39,29
135,2,8:34.0,C. Osman enters the game for L. James,,39,29
136,2,8:21.0,T. Thompson makes 2-pt dunk from 1 ft (assist by D. Wade),,41,29
137,2,8:07.0,,Personal foul by J. Green (drawn by R. Hood),41,29
138,2,8:00.0,,D. Favors makes 2-pt dunk from 2 ft (assist by D. Mitchell),41,31
139,2,7:40.0,K. Korver misses 3-pt jump shot from 26 ft,,41,31
140,2,7:37.0,,Defensive rebound by J. Johnson,41,31
141,2,7:33.0,,Shooting foul by C. Osman (drawn by J. Johnson),41,31
142,2,7:33.0,,J. Johnson misses free throw 1 of 2,41,31
143,2,7:33.0,,Offensive rebound by Team,41,31
144,2,7:33.0,K. Love enters the game for T. Thompson,,41,31
145,2,7:33.0,,J. Johnson makes free throw 2 of 2,41,32
146,2,7:25.0,Turnover by J. Green (turnover),,41,32
147,2,7:07.0,,J. Johnson misses 2-pt jump shot from 6 ft,41,32
148,2,7:05.0,Defensive rebound by J. Green,,41,32
149,2,6:59.0,D. Wade misses 2-pt layup from 2 ft (block by D. Mitchell),,41,32
150,2,6:57.0,,Defensive rebound by D. Mitchell,41,32
151,2,6:57.0,,Personal foul by C. Osman (drawn by D. Mitchell),41,32
152,2,6:42.0,,J. Johnson misses 3-pt jump shot from 24 ft,41,32
153,2,6:39.0,Defensive rebound by K. Love,,41,32
154,2,6:29.0,J. Green misses 2-pt jump shot from 6 ft,,41,32
155,2,6:25.0,,Defensive rebound by R. O'Neale,41,32
156,2,6:21.0,,Shooting foul by D. Wade (drawn by D. Mitchell),41,32
157,2,6:21.0,,D. Mitchell makes free throw 1 of 2,41,33
158,2,6:21.0,,J. Ingles enters the game for R. Hood,41,33
159,2,6:21.0,,R. Rubio enters the game for J. Johnson,41,33
160,2,6:21.0,,T. Sefolosha enters the game for R. O'Neale,41,33
161,2,6:21.0,J. Smith enters the game for D. Wade,,41,33
162,2,6:21.0,L. James enters the game for K. Korver,,41,33
163,2,6:21.0,J. Crowder enters the game for J. Green,,41,33
164,2,6:21.0,K. Korver enters the game for C. Osman,,41,33
165,2,6:21.0,,D. Mitchell makes free throw 2 of 2,41,34
166,2,6:04.0,K. Korver misses 3-pt jump shot from 23 ft,,41,34
167,2,6:01.0,,Defensive rebound by R. Rubio,41,34
168,2,5:51.0,,T. Sefolosha makes 2-pt jump shot from 8 ft (assist by D. Mitchell),41,36
169,2,5:34.0,K. Korver misses 3-pt jump shot from 25 ft (block by J. Ingles),,41,36
170,2,5:29.0,,Defensive rebound by R. Rubio,41,36
171,2,5:20.0,,D. Favors makes 2-pt layup from 1 ft (assist by R. Rubio),41,38
172,2,5:16.0,Cleveland full timeout,,41,38
173,2,5:16.0,J. Calderón enters the game for K. Korver,,41,38
174,2,5:02.0,K. Love makes 3-pt jump shot from 22 ft (assist by J. Calderón),,44,38
175,2,4:46.0,,D. Mitchell misses 2-pt layup from 1 ft,44,38
176,2,4:44.0,Defensive rebound by J. Calderón,,44,38
177,2,4:36.0,Shooting foul by J. Ingles (drawn by K. Love),,44,38
178,2,4:36.0,K. Love misses free throw 1 of 2,,44,38
179,2,4:36.0,Offensive rebound by Team,,44,38
180,2,4:36.0,K. Love makes free throw 2 of 2,,45,38
181,2,4:16.0,,T. Sefolosha misses 2-pt jump shot from 19 ft,45,38
182,2,4:12.0,Defensive rebound by J. Crowder,,45,38
183,2,4:07.0,Turnover by J. Calderón (bad pass; steal by T. Sefolosha),,45,38
184,2,4:03.0,,T. Sefolosha makes 2-pt dunk from 1 ft (assist by R. Rubio),45,40
185,2,4:03.0,,Shooting foul by J. Calderón (drawn by T. Sefolosha),45,40
186,2,4:03.0,,T. Sefolosha makes free throw 1 of 1,45,41
187,2,3:49.0,L. James misses 3-pt jump shot from 25 ft,,45,41
188,2,3:46.0,Offensive rebound by J. Crowder,,45,41
189,2,3:45.0,K. Love misses 2-pt jump shot from 3 ft,,45,41
190,2,3:45.0,,Defensive rebound by D. Favors,45,41
191,2,3:38.0,,J. Ingles misses 3-pt jump shot from 22 ft,45,41
192,2,3:34.0,Defensive rebound by K. Love,,45,41
193,2,3:21.0,K. Love makes 2-pt jump shot from 7 ft,,47,41
194,2,3:01.0,,R. Rubio makes 3-pt jump shot from 23 ft (assist by J. Ingles),47,44
195,2,2:44.0,K. Love misses 3-pt jump shot from 25 ft,,47,44
196,2,2:42.0,,Defensive rebound by R. Rubio,47,44
197,2,2:31.0,,R. Rubio makes 2-pt layup from 2 ft,47,46
198,2,2:03.0,L. James makes 2-pt layup from 1 ft,,49,46
199,2,1:43.0,,Turnover by R. Rubio (lost ball; steal by J. Calderón),49,46
200,2,1:25.0,L. James makes 2-pt dunk from 1 ft (assist by J. Calderón),,51,46
201,2,1:05.0,,D. Mitchell makes 2-pt layup from 1 ft,51,48
202,2,0:41.0,Turnover by L. James (bad pass; steal by D. Mitchell),,51,48
203,2,0:36.0,,Turnover by D. Favors (bad pass),51,48
204,2,0:36.0,,R. Hood enters the game for J. Ingles,51,48
205,2,0:36.0,,E. Udoh enters the game for R. Rubio,51,48
206,2,0:36.0,,J. Ingles enters the game for D. Favors,51,48
207,2,0:24.0,Turnover by J. Crowder (bad pass; steal by T. Sefolosha),,51,48
208,2,0:17.0,,Turnover by D. Mitchell (bad pass; steal by J. Crowder),51,48
209,2,0:04.0,Personal foul by T. Sefolosha (drawn by L. James),,51,48
210,2,0:00.0,L. James makes 2-pt jump shot from 19 ft (assist by J. Calderón),,53,48
211,3,11:49.0,Personal foul by R. Rubio (drawn by J. Smith),,53,48
212,3,11:45.0,J. Smith misses 3-pt jump shot from 27 ft,,53,48
213,3,11:37.0,,Defensive rebound by R. Rubio,53,48
214,3,11:33.0,,D. Favors makes 2-pt jump shot from 17 ft (assist by R. Rubio),53,50
215,3,11:09.0,J. Crowder misses 2-pt jump shot from 2 ft,,53,50
216,3,11:06.0,,Defensive rebound by T. Sefolosha,53,50
217,3,11:00.0,,D. Favors makes 2-pt layup from 1 ft (assist by R. Rubio),53,52
218,3,10:48.0,,Violation by D. Favors (kicked ball),53,52
219,3,10:39.0,J. Smith misses 3-pt jump shot from 23 ft,,53,52
220,3,10:36.0,,Defensive rebound by T. Sefolosha,53,52
221,3,10:19.0,,D. Mitchell makes 3-pt jump shot from 24 ft (assist by D. Favors),53,55
222,3,10:01.0,J. Calderón misses 3-pt jump shot from 26 ft,,53,55
223,3,9:57.0,,Defensive rebound by D. Mitchell,53,55
224,3,9:49.0,,R. Rubio misses 3-pt jump shot from 25 ft,53,55
225,3,9:45.0,,Offensive rebound by T. Sefolosha,53,55
226,3,9:41.0,,D. Favors misses 2-pt jump shot from 6 ft,53,55
227,3,9:39.0,Defensive rebound by L. James,,53,55
228,3,9:27.0,L. James misses 3-pt jump shot from 25 ft,,53,55
229,3,9:24.0,,Defensive rebound by J. Ingles,53,55
230,3,9:11.0,,J. Ingles makes 2-pt layup from 1 ft,53,57
231,3,9:11.0,,Shooting foul by K. Love (drawn by J. Ingles),53,57
232,3,9:11.0,,J. Ingles makes free throw 1 of 1,53,58
233,3,8:59.0,L. James misses 3-pt jump shot from 25 ft,,53,58
234,3,8:55.0,Offensive rebound by J. Crowder,,53,58
235,3,8:53.0,J. Smith makes 3-pt jump shot from 25 ft (assist by J. Crowder),,56,58
236,3,8:28.0,,D. Favors makes 2-pt dunk at rim (assist by J. Ingles),56,60
237,3,8:27.0,Cleveland full timeout,,56,60
238,3,8:13.0,Turnover by L. James (step out of bounds),,56,60
239,3,7:59.0,,R. Rubio misses 2-pt jump shot from 18 ft,56,60
240,3,7:59.0,Defensive rebound by L. James,,56,60
241,3,7:52.0,Personal foul by T. Sefolosha (drawn by L. James),,56,60
242,3,7:42.0,J. Smith misses 3-pt jump shot from 25 ft,,56,60
243,3,7:42.0,,Defensive rebound by T. Sefolosha,56,60
244,3,7:26.0,,T. Sefolosha misses 3-pt jump shot from 25 ft,56,60
245,3,7:26.0,Defensive rebound by J. Smith,,56,60
246,3,7:22.0,Turnover by J. Smith (lost ball; steal by T. Sefolosha),,56,60
247,3,7:18.0,,D. Mitchell makes 2-pt layup from 2 ft,56,62
248,3,7:00.0,K. Love misses 2-pt jump shot from 7 ft,,56,62
249,3,6:56.0,,Defensive rebound by R. Rubio,56,62
250,3,6:39.0,,J. Ingles makes 2-pt layup from 1 ft,56,64
251,3,6:20.0,J. Crowder misses 2-pt hook shot from 2 ft (block by D. Favors),,56,64
252,3,6:17.0,,Defensive rebound by T. Sefolosha,56,64
253,3,6:16.0,,J. Ingles makes 3-pt jump shot from 25 ft (assist by D. Mitchell),56,67
254,3,6:13.0,Cleveland full timeout,,56,67
255,3,6:13.0,,R. Hood enters the game for R. Rubio,56,67
256,3,6:13.0,T. Thompson enters the game for J. Calderón,,56,67
257,3,6:13.0,D. Wade enters the game for J. Crowder,,56,67
258,3,5:56.0,D. Wade misses 3-pt jump shot from 22 ft,,56,67
259,3,5:53.0,,Defensive rebound by D. Favors,56,67
260,3,5:35.0,,R. Hood misses 2-pt jump shot from 5 ft,56,67
261,3,5:33.0,Defensive rebound by K. Love,,56,67
262,3,5:23.0,K. Love misses 3-pt jump shot from 28 ft,,56,67
263,3,5:21.0,,Defensive rebound by D. Favors,56,67
264,3,5:14.0,,Turnover by D. Mitchell (lost ball; steal by T. Thompson),56,67
265,3,5:03.0,Turnover by D. Wade (bad pass; steal by D. Mitchell),,56,67
266,3,4:54.0,,T. Sefolosha makes 2-pt layup from 2 ft (assist by D. Mitchell),56,69
267,3,4:53.0,Cleveland full timeout,,56,69
268,3,4:53.0,C. Osman enters the game for K. Love,,56,69
269,3,4:53.0,J. Green enters the game for L. James,,56,69
270,3,4:31.0,J. Green misses 2-pt jump shot from 18 ft,,56,69
271,3,4:30.0,,Defensive rebound by Team,56,69
272,3,4:30.0,Loose ball foul by T. Thompson (drawn by D. Favors),,56,69
273,3,4:30.0,,J. Johnson enters the game for T. Sefolosha,56,69
274,3,4:30.0,,E. Udoh enters the game for D. Favors,56,69
275,3,4:23.0,,Shooting foul by C. Osman (drawn by D. Mitchell),56,69
276,3,4:23.0,,D. Mitchell makes free throw 1 of 2,56,70
277,3,4:23.0,K. Korver enters the game for J. Smith,,56,70
278,3,4:23.0,,D. Mitchell makes free throw 2 of 2,56,71
279,3,4:12.0,Shooting foul by E. Udoh (drawn by J. Green),,56,71
280,3,4:12.0,J. Green makes free throw 1 of 2,,57,71
281,3,4:12.0,J. Green makes free throw 2 of 2,,58,71
282,3,3:57.0,,R. Hood misses 3-pt jump shot from 27 ft,58,71
283,3,3:54.0,Defensive rebound by T. Thompson,,58,71
284,3,3:48.0,Shooting foul by D. Mitchell (drawn by D. Wade),,58,71
285,3,3:48.0,D. Wade misses free throw 1 of 2,,58,71
286,3,3:48.0,Offensive rebound by Team,,58,71
287,3,3:48.0,D. Wade makes free throw 2 of 2,,59,71
288,3,3:28.0,,J. Johnson misses 2-pt jump shot from 14 ft,59,71
289,3,3:25.0,Defensive rebound by K. Korver,,59,71
290,3,3:08.0,Personal foul by R. Hood (drawn by T. Thompson),,59,71
291,3,3:08.0,T. Thompson makes free throw 1 of 2,,60,71
292,3,3:08.0,,R. O'Neale enters the game for J. Ingles,60,71
293,3,3:08.0,,R. Rubio enters the game for D. Mitchell,60,71
294,3,3:08.0,T. Thompson makes free throw 2 of 2,,61,71
295,3,2:45.0,,R. O'Neale misses 2-pt layup from 3 ft (block by T. Thompson),61,71
296,3,2:41.0,,Offensive rebound by E. Udoh,61,71
297,3,2:40.0,,E. Udoh misses 2-pt jump shot from 18 ft,61,71
298,3,2:40.0,Defensive rebound by T. Thompson,,61,71
299,3,2:27.0,C. Osman misses 3-pt jump shot from 25 ft,,61,71
300,3,2:24.0,,Defensive rebound by R. O'Neale,61,71
301,3,2:18.0,,R. Hood misses 3-pt jump shot from 25 ft,61,71
302,3,2:13.0,Defensive rebound by C. Osman,,61,71
303,3,2:09.0,D. Wade makes 3-pt jump shot from 25 ft (assist by C. Osman),,64,71
304,3,1:49.0,,R. Rubio makes 2-pt jump shot from 10 ft,64,73
305,3,1:28.0,D. Wade makes 3-pt jump shot from 26 ft (assist by K. Korver),,67,73
306,3,1:07.0,,R. Hood misses 2-pt jump shot from 17 ft,67,73
307,3,1:05.0,Defensive rebound by J. Green,,67,73
308,3,0:51.0,K. Korver misses 3-pt jump shot from 29 ft,,67,73
309,3,0:47.0,,Defensive rebound by R. Rubio,67,73
310,3,0:41.0,,R. Hood makes 3-pt jump shot from 24 ft (assist by R. Rubio),67,76
311,3,0:35.0,D. Wade misses 2-pt jump shot from 17 ft,,67,76
312,3,0:33.0,,Defensive rebound by Team,67,76
313,3,0:27.0,,R. Hood misses 3-pt jump shot from 25 ft,67,76
314,3,0:24.0,Defensive rebound by D. Wade,,67,76
315,3,0:05.0,T. Thompson makes 2-pt layup from 2 ft (assist by D. Wade),,69,76
316,3,0:03.0,,Personal foul by D. Wade (drawn by R. O'Neale),69,76
317,3,0:00.0,,J. Johnson misses 2-pt jump shot from 20 ft,69,76
318,3,0:00.0,,Offensive rebound by Team,69,76
319,4,11:45.0,,R. Hood makes 3-pt jump shot from 24 ft (assist by E. Udoh),69,79
320,4,11:24.0,T. Thompson makes 2-pt layup from 2 ft,,71,79
321,4,11:24.0,Shooting foul by J. Johnson (drawn by T. Thompson),,71,79
322,4,11:24.0,T. Thompson misses free throw 1 of 1,,71,79
323,4,11:22.0,,Defensive rebound by E. Udoh,71,79
324,4,11:02.0,,R. Hood misses 3-pt jump shot from 28 ft,71,79
325,4,10:59.0,Defensive rebound by T. Thompson,,71,79
326,4,10:54.0,J. Green makes 2-pt layup from 2 ft,,73,79
327,4,10:54.0,,Utah full timeout,73,79
328,4,10:54.0,,D. Mitchell enters the game for R. O'Neale,73,79
329,4,10:32.0,,E. Udoh makes 2-pt hook shot from 7 ft (assist by R. Rubio),73,81
330,4,10:21.0,J. Green misses 2-pt jump shot from 10 ft,,73,81
331,4,10:17.0,,Defensive rebound by R. Rubio,73,81
332,4,10:05.0,,R. Rubio makes 2-pt jump shot from 12 ft,73,83
333,4,9:45.0,Shooting foul by D. Mitchell (drawn by C. Osman),,73,83
334,4,9:45.0,C. Osman makes free throw 1 of 2,,74,83
335,4,9:45.0,,T. Sefolosha enters the game for J. Johnson,74,83
336,4,9:45.0,,D. Favors enters the game for E. Udoh,74,83
337,4,9:45.0,L. James enters the game for D. Wade,,74,83
338,4,9:45.0,C. Osman makes free throw 2 of 2,,75,83
339,4,9:29.0,,T. Sefolosha misses 2-pt jump shot from 10 ft (block by J. Green),75,83
340,4,9:25.0,Defensive rebound by C. Osman,,75,83
341,4,9:24.0,Turnover by C. Osman (lost ball; steal by D. Mitchell),,75,83
342,4,9:23.0,,D. Mitchell misses 2-pt layup from 2 ft,75,83
343,4,9:23.0,Defensive rebound by Team,,75,83
344,4,9:13.0,Personal foul by R. Hood (drawn by K. Korver),,75,83
345,4,9:13.0,,J. Ingles enters the game for R. Rubio,75,83
346,4,9:07.0,K. Korver misses 3-pt jump shot from 24 ft,,75,83
347,4,9:05.0,,Defensive rebound by D. Mitchell,75,83
348,4,8:59.0,,T. Sefolosha misses 2-pt layup from 1 ft (block by T. Thompson),75,83
349,4,8:58.0,,Offensive rebound by D. Favors,75,83
350,4,8:55.0,,D. Mitchell misses 3-pt jump shot from 28 ft,75,83
351,4,8:55.0,Defensive rebound by J. Green,,75,83
352,4,8:46.0,C. Osman misses 2-pt layup from 4 ft,,75,83
353,4,8:43.0,,Defensive rebound by R. Hood,75,83
354,4,8:40.0,,Personal foul by L. James (drawn by J. Ingles),75,83
355,4,8:40.0,J. Smith enters the game for C. Osman,,75,83
356,4,8:27.0,,D. Mitchell makes 2-pt dunk from 1 ft (assist by T. Sefolosha),75,85
357,4,8:12.0,Personal foul by D. Mitchell (drawn by K. Korver),,75,85
358,4,8:00.0,L. James misses 2-pt layup from 2 ft,,75,85
359,4,7:56.0,Offensive rebound by T. Thompson,,75,85
360,4,7:56.0,T. Thompson makes 2-pt layup at rim,,77,85
361,4,7:41.0,,Shooting foul by T. Thompson (drawn by D. Mitchell),77,85
362,4,7:41.0,,D. Mitchell makes free throw 1 of 2,77,86
363,4,7:41.0,,D. Mitchell misses free throw 2 of 2,77,86
364,4,7:38.0,Defensive rebound by L. James,,77,86
365,4,7:26.0,,Violation by D. Favors (kicked ball),77,86
366,4,7:18.0,J. Green makes 3-pt jump shot from 24 ft (assist by T. Thompson),,80,86
367,4,7:02.0,,Turnover by D. Mitchell (bad pass),80,86
368,4,6:46.0,Turnover by L. James (bad pass; steal by D. Favors),,80,86
369,4,6:43.0,,Shooting foul by K. Korver (drawn by T. Sefolosha),80,86
370,4,6:43.0,,T. Sefolosha misses free throw 1 of 2,80,86
371,4,6:43.0,,Offensive rebound by Team,80,86
372,4,6:43.0,,R. Rubio enters the game for R. Hood,80,86
373,4,6:43.0,D. Wade enters the game for K. Korver,,80,86
374,4,6:43.0,,T. Sefolosha makes free throw 2 of 2,80,87
375,4,6:35.0,Turnover by L. James (bad pass; steal by J. Ingles),,80,87
376,4,6:22.0,,D. Mitchell misses 2-pt jump shot from 11 ft,80,87
377,4,6:19.0,Defensive rebound by L. James,,80,87
378,4,6:11.0,L. James makes 2-pt jump shot from 19 ft,,82,87
379,4,5:45.0,,Shooting foul by D. Wade (drawn by R. Rubio),82,87
380,4,5:45.0,,R. Rubio makes free throw 1 of 2,82,88
381,4,5:45.0,K. Love enters the game for T. Thompson,,82,88
382,4,5:45.0,,R. Rubio makes free throw 2 of 2,82,89
383,4,5:31.0,J. Green makes 3-pt jump shot from 24 ft (assist by L. James),,85,89
384,4,5:07.0,,J. Ingles misses 3-pt jump shot from 22 ft,85,89
385,4,5:04.0,Defensive rebound by D. Wade,,85,89
386,4,4:52.0,Turnover by L. James (bad pass; steal by J. Ingles),,85,89
387,4,4:48.0,,D. Mitchell makes 2-pt dunk from 2 ft (assist by J. Ingles),85,91
388,4,4:24.0,L. James misses 3-pt jump shot from 27 ft,,85,91
389,4,4:21.0,,Defensive rebound by D. Mitchell,85,91
