,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,NEW YORK_ACTION,SAN ANTONIO_SCORE,NEW YORK_SCORE
285,3,5:04.0,Defensive rebound by L. Aldridge,,68,61
286,3,4:59.0,Personal foul by M. Beasley (drawn by K. Anderson),,68,61
287,3,4:59.0,M. Ginóbili enters the game for D. Bertāns,,68,61
288,3,4:59.0,K. Anderson makes free throw 1 of 2,,69,61
289,3,4:59.0,K. Anderson misses free throw 2 of 2,,69,61
290,3,4:57.0,,Defensive rebound by M. Beasley,69,61
291,3,4:44.0,,Personal foul by M. Ginóbili (drawn by K. Porziņģis),69,61
292,3,4:44.0,,K. Porziņģis makes free throw 1 of 2,69,62
293,3,4:44.0,,K. Porziņģis makes free throw 2 of 2,69,63
294,3,4:28.0,Personal foul by D. McDermott (drawn by M. Ginóbili),,69,63
295,3,4:28.0,M. Ginóbili makes free throw 1 of 2,,70,63
296,3,4:28.0,M. Ginóbili makes free throw 2 of 2,,71,63
297,3,4:10.0,,K. Porziņģis misses 2-pt jump shot from 14 ft,71,63
298,3,4:07.0,Defensive rebound by D. Murray,,71,63
299,3,4:00.0,D. Murray misses 2-pt layup from 2 ft (block by K. Porziņģis),,71,63
300,3,4:00.0,Offensive rebound by D. Murray,,71,63
301,3,3:50.0,L. Aldridge misses 2-pt hook shot from 5 ft,,71,63
302,3,3:50.0,Offensive rebound by D. Murray,,71,63
303,3,3:45.0,D. Murray makes 2-pt layup from 2 ft,,73,63
304,3,3:28.0,,D. McDermott misses 3-pt jump shot from 25 ft,73,63
305,3,3:28.0,Defensive rebound by D. Murray,,73,63
306,3,3:16.0,L. Aldridge makes 2-pt layup from 3 ft (assist by D. Murray),,75,63
307,3,2:58.0,,New York full timeout,75,63
308,3,2:51.0,,M. Beasley misses 2-pt layup from 2 ft,75,63
309,3,2:49.0,Defensive rebound by D. Murray,,75,63
310,3,2:47.0,Shooting foul by C. Lee (drawn by L. Aldridge),,75,63
311,3,2:47.0,L. Aldridge makes free throw 1 of 2,,76,63
312,3,2:47.0,L. Aldridge misses free throw 2 of 2,,76,63
313,3,2:45.0,,Defensive rebound by K. Porziņģis,76,63
314,3,2:27.0,,M. Beasley makes 2-pt layup from 1 ft,76,65
315,3,2:12.0,D. Murray misses 2-pt layup from 3 ft,,76,65
316,3,2:09.0,,Defensive rebound by F. Ntilikina,76,65
317,3,2:07.0,,F. Ntilikina misses 2-pt layup from 1 ft (block by D. Murray),76,65
318,3,2:07.0,,Offensive rebound by Team,76,65
319,3,1:51.0,,C. Lee makes 2-pt jump shot from 15 ft (assist by M. Beasley),76,67
320,3,1:31.0,L. Aldridge misses 2-pt layup from 3 ft,,76,67
321,3,1:28.0,Offensive rebound by D. Murray,,76,67
322,3,1:16.0,M. Ginóbili misses 2-pt jump shot from 10 ft,,76,67
323,3,1:12.0,,Defensive rebound by K. Porziņģis,76,67
324,3,0:59.0,,Turnover by C. Lee (bad pass; steal by P. Mills),76,67
325,3,0:53.0,L. Aldridge makes 2-pt layup from 2 ft (assist by M. Ginóbili),,78,67
326,3,0:34.0,,Offensive foul by K. Porziņģis (drawn by M. Ginóbili),78,67
327,3,0:34.0,,Turnover by K. Porziņģis (offensive foul),78,67
328,3,0:22.0,M. Ginóbili makes 3-pt jump shot from 25 ft,,81,67
329,3,0:03.0,,C. Lee misses 3-pt jump shot from 25 ft,81,67
330,3,0:03.0,Defensive rebound by M. Ginóbili,,81,67
331,4,11:40.0,,Turnover by K. Porziņģis (lost ball; steal by D. Murray),81,67
332,4,11:40.0,Personal take foul by J. Jack (drawn by D. Murray),,81,67
333,4,11:40.0,D. Bertāns enters the game for P. Mills,,81,67
334,4,11:25.0,M. Ginóbili makes 2-pt layup from 1 ft,,83,67
335,4,11:07.0,,J. Jack makes 2-pt jump shot from 10 ft,83,69
336,4,10:46.0,M. Ginóbili misses 3-pt jump shot from 26 ft,,83,69
337,4,10:42.0,,Defensive rebound by M. Beasley,83,69
338,4,10:40.0,,Personal foul by D. Bertāns (drawn by K. O'Quinn),83,69
339,4,10:30.0,,M. Beasley makes 2-pt jump shot from 22 ft,83,71
340,4,10:14.0,K. Leonard makes 3-pt jump shot from 23 ft (assist by P. Gasol),,86,71
341,4,9:59.0,,J. Jack makes 2-pt jump shot from 21 ft,86,73
342,4,9:46.0,D. Murray misses 2-pt jump shot from 19 ft,,86,73
343,4,9:37.0,,Defensive rebound by K. O'Quinn,86,73
344,4,9:36.0,,Turnover by M. Beasley (bad pass; steal by K. Leonard),86,73
345,4,9:33.0,Turnover by K. Leonard (bad pass; steal by K. O'Quinn),,86,73
346,4,9:27.0,,R. Sessions makes 2-pt layup from 1 ft (assist by K. O'Quinn),86,75
347,4,9:27.0,San Antonio full timeout,,86,75
348,4,9:27.0,K. Anderson enters the game for D. Murray,,86,75
349,4,9:27.0,T. Parker enters the game for M. Ginóbili,,86,75
350,4,9:05.0,K. Leonard misses 2-pt dunk from 1 ft (block by K. O'Quinn),,86,75
351,4,9:02.0,,Defensive rebound by K. O'Quinn,86,75
352,4,8:57.0,,M. Beasley misses 2-pt layup from 1 ft,86,75
353,4,8:54.0,Defensive rebound by K. Leonard,,86,75
354,4,8:47.0,P. Gasol misses 3-pt jump shot from 23 ft,,86,75
355,4,8:44.0,,Defensive rebound by R. Sessions,86,75
356,4,8:30.0,,R. Sessions misses 2-pt jump shot from 6 ft,86,75
357,4,8:26.0,Defensive rebound by T. Parker,,86,75
358,4,8:11.0,Personal foul by K. O'Quinn (drawn by K. Leonard),,86,75
359,4,7:59.0,D. Bertāns misses 3-pt jump shot from 26 ft,,86,75
360,4,7:57.0,Offensive rebound by P. Gasol,,86,75
361,4,7:55.0,P. Gasol misses 2-pt layup from 2 ft,,86,75
362,4,7:55.0,Offensive rebound by P. Gasol,,86,75
363,4,7:55.0,Shooting foul by K. O'Quinn (drawn by P. Gasol),,86,75
364,4,7:55.0,P. Gasol makes free throw 1 of 2,,87,75
365,4,7:55.0,P. Gasol makes free throw 2 of 2,,88,75
366,4,7:37.0,,K. O'Quinn misses 2-pt layup from 2 ft (block by P. Gasol),88,75
367,4,7:36.0,Defensive rebound by K. Leonard,,88,75
368,4,7:36.0,Technical foul by Team,,88,75
369,4,7:36.0,K. Leonard makes technical free throw,,89,75
370,4,7:36.0,,C. Lee enters the game for K. O'Quinn,89,75
371,4,7:28.0,Shooting foul by K. Porziņģis (drawn by P. Gasol),,89,75
372,4,7:28.0,,W. Hernangómez enters the game for K. Porziņģis,89,75
373,4,7:28.0,P. Gasol misses free throw 1 of 2,,89,75
374,4,7:28.0,Offensive rebound by Team,,89,75
375,4,7:28.0,P. Gasol makes free throw 2 of 2,,90,75
376,4,7:13.0,,J. Jack makes 2-pt jump shot from 8 ft,90,77
377,4,7:00.0,K. Leonard misses 2-pt jump shot from 7 ft,,90,77
378,4,6:59.0,Offensive rebound by P. Gasol,,90,77
379,4,6:58.0,P. Gasol misses 2-pt jump shot from 7 ft,,90,77
380,4,6:57.0,,Defensive rebound by M. Beasley,90,77
