,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,CLEVELAND_ACTION,MILWAUKEE_SCORE,CLEVELAND_SCORE
133,2,8:54.0,Offensive rebound by M. Teletović,,37,47
134,2,8:54.0,M. Teletović misses 2-pt layup from 1 ft,,37,47
135,2,8:52.0,,Defensive rebound by K. Korver,37,47
136,2,8:44.0,,Turnover by D. Rose (bad pass; steal by K. Middleton),37,47
137,2,8:42.0,Personal foul by K. Korver (drawn by K. Middleton),,37,47
138,2,8:31.0,M. Teletović misses 3-pt jump shot from 22 ft,,37,47
139,2,8:31.0,,Defensive rebound by J. Green,37,47
140,2,8:22.0,,J. Green misses 2-pt layup from 1 ft,37,47
141,2,8:22.0,Defensive rebound by D. Liggins,,37,47
142,2,8:15.0,K. Middleton makes 2-pt jump shot from 9 ft,,39,47
143,2,8:15.0,,Cleveland full timeout,39,47
144,2,8:07.0,,Personal foul by D. Liggins (drawn by J. Green),39,47
145,2,7:59.0,,D. Wade makes 2-pt layup from 2 ft,39,49
146,2,7:45.0,K. Middleton makes 2-pt jump shot from 17 ft,,41,49
147,2,7:36.0,,D. Rose makes 2-pt layup from 1 ft,41,51
148,2,7:19.0,M. Teletović makes 2-pt jump shot from 13 ft (assist by M. Brogdon),,43,51
149,2,7:03.0,,K. Korver misses 3-pt jump shot from 25 ft,43,51
150,2,6:54.0,,Offensive rebound by K. Korver,43,51
151,2,6:51.0,,K. Korver misses 3-pt jump shot from 27 ft,43,51
152,2,6:48.0,Defensive rebound by K. Middleton,,43,51
153,2,6:45.0,K. Middleton makes 2-pt jump shot from 18 ft,,45,51
154,2,6:26.0,,D. Rose misses 2-pt jump shot from 11 ft,45,51
155,2,6:23.0,Defensive rebound by D. Liggins,,45,51
156,2,6:17.0,K. Middleton misses 3-pt jump shot from 27 ft,,45,51
157,2,6:16.0,,Defensive rebound by Team,45,51
158,2,6:16.0,,K. Love enters the game for I. Shumpert,45,51
159,2,6:16.0,,L. James enters the game for J. Green,45,51
160,2,6:16.0,,J. Crowder enters the game for D. Rose,45,51
161,2,6:16.0,G. Antetokounmpo enters the game for M. Teletović,,45,51
162,2,6:16.0,Milwaukee full timeout,,45,51
163,2,6:16.0,,J. Smith enters the game for D. Wade,45,51
164,2,6:16.0,J. Henson enters the game for D. Liggins,,45,51
165,2,5:54.0,,Turnover by J. Crowder (offensive goaltending),45,51
166,2,5:37.0,J. Henson makes 2-pt dunk from 1 ft (assist by K. Middleton),,47,51
167,2,5:17.0,,Turnover by J. Smith (turnover),47,51
168,2,5:09.0,Shooting foul by J. Smith (drawn by J. Henson),,47,51
169,2,5:09.0,J. Henson makes free throw 1 of 2,,48,51
170,2,5:09.0,J. Henson misses free throw 2 of 2,,48,51
171,2,5:07.0,,Defensive rebound by L. James,48,51
172,2,4:47.0,,Shooting foul by J. Henson (drawn by K. Love),48,51
173,2,4:47.0,,K. Love makes free throw 1 of 2,48,52
174,2,4:47.0,,D. Rose enters the game for K. Korver,48,52
175,2,4:47.0,,K. Love misses free throw 2 of 2,48,52
176,2,4:45.0,Defensive rebound by G. Antetokounmpo,,48,52
177,2,4:30.0,G. Antetokounmpo makes 2-pt jump shot from 3 ft,,50,52
178,2,4:20.0,,D. Rose misses 2-pt layup at rim,50,52
179,2,4:16.0,Defensive rebound by T. Snell,,50,52
180,2,4:14.0,M. Brogdon misses 2-pt layup from 1 ft,,50,52
181,2,4:11.0,,Defensive rebound by L. James,50,52
182,2,4:02.0,,L. James makes 2-pt layup from 1 ft,50,54
183,2,3:42.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,52,54
184,2,3:27.0,,Personal foul by J. Henson,52,54
185,2,3:27.0,Technical foul by J. Henson,,52,54
186,2,3:27.0,,K. Love makes technical free throw,52,55
187,2,3:27.0,T. Maker enters the game for J. Henson,,52,55
188,2,3:17.0,,Shooting foul by G. Antetokounmpo (drawn by L. James),52,55
189,2,3:17.0,,L. James makes free throw 1 of 2,52,56
190,2,3:17.0,,L. James misses free throw 2 of 2,52,56
191,2,3:14.0,Defensive rebound by K. Middleton,,52,56
192,2,2:52.0,K. Middleton makes 2-pt jump shot from 5 ft (assist by M. Brogdon),,54,56
193,2,2:39.0,,Turnover by K. Love (bad pass; steal by T. Maker),54,56
194,2,2:34.0,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by T. Maker),,56,56
195,2,2:23.0,,D. Rose misses 2-pt layup from 2 ft (block by G. Antetokounmpo),56,56
196,2,2:19.0,Defensive rebound by M. Brogdon,,56,56
197,2,2:15.0,M. Brogdon makes 3-pt jump shot from 26 ft,,59,56
198,2,2:15.0,,Cleveland full timeout,59,56
199,2,2:04.0,,J. Smith misses 3-pt jump shot from 25 ft,59,56
200,2,2:00.0,Defensive rebound by M. Brogdon,,59,56
201,2,1:56.0,K. Middleton misses 3-pt jump shot from 24 ft,,59,56
202,2,1:52.0,,Defensive rebound by J. Crowder,59,56
203,2,1:42.0,,L. James misses 2-pt jump shot from 13 ft,59,56
204,2,1:42.0,,Offensive rebound by Team,59,56
205,2,1:42.0,Loose ball foul by G. Antetokounmpo (drawn by K. Love),,59,56
206,2,1:42.0,,K. Love makes free throw 1 of 2,59,57
207,2,1:42.0,,D. Wade enters the game for D. Rose,59,57
208,2,1:42.0,,K. Love makes free throw 2 of 2,59,58
209,2,1:18.0,G. Antetokounmpo makes 2-pt jump shot from 11 ft,,61,58
210,2,0:58.0,,K. Love makes 2-pt hook shot from 11 ft (assist by L. James),61,60
211,2,0:40.0,T. Snell makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,64,60
212,2,0:34.0,,L. James makes 3-pt jump shot from 27 ft,64,63
213,2,0:13.0,G. Antetokounmpo makes 2-pt layup from 2 ft,,66,63
214,2,0:13.0,Shooting foul by J. Smith (drawn by G. Antetokounmpo),,66,63
215,2,0:13.0,G. Antetokounmpo makes free throw 1 of 1,,67,63
216,2,0:00.0,,J. Crowder misses 2-pt layup from 1 ft,67,63
217,2,0:00.0,,Offensive rebound by K. Love,67,63
218,2,0:00.0,,K. Love makes 2-pt layup at rim,67,65
219,3,11:40.0,,K. Love makes 2-pt layup from 2 ft,67,67
220,3,11:19.0,G. Antetokounmpo makes 2-pt jump shot from 10 ft (assist by K. Middleton),,69,67
221,3,10:58.0,,J. Crowder makes 3-pt jump shot from 25 ft (assist by L. James),69,70
222,3,10:40.0,M. Brogdon misses 2-pt jump shot from 10 ft,,69,70
223,3,10:37.0,,Defensive rebound by L. James,69,70
224,3,10:26.0,,J. Smith misses 3-pt jump shot from 25 ft,69,70
225,3,10:22.0,Defensive rebound by G. Antetokounmpo,,69,70
226,3,10:16.0,M. Brogdon makes 2-pt jump shot from 16 ft (assist by T. Snell),,71,70
227,3,9:54.0,,Turnover by D. Rose (bad pass; steal by T. Snell),71,70
228,3,9:51.0,Shooting foul by J. Crowder (drawn by G. Antetokounmpo),,71,70
229,3,9:51.0,G. Antetokounmpo makes free throw 1 of 2,,72,70
230,3,9:51.0,G. Antetokounmpo makes free throw 2 of 2,,73,70
231,3,9:37.0,,D. Rose makes 2-pt jump shot from 7 ft,73,72
232,3,9:17.0,M. Brogdon makes 2-pt layup at rim (assist by T. Snell),,75,72
233,3,8:59.0,,K. Love misses 2-pt layup from 1 ft (block by J. Henson),75,72
234,3,8:43.0,,Offensive rebound by K. Love,75,72
235,3,8:43.0,,K. Love makes 2-pt layup at rim,75,74
236,3,8:41.0,Turnover by K. Middleton (bad pass; steal by L. James),,75,74
237,3,8:31.0,,Turnover by K. Love (bad pass; steal by K. Middleton),75,74
238,3,8:26.0,M. Brogdon misses 2-pt layup from 3 ft,,75,74
239,3,8:26.0,Offensive rebound by G. Antetokounmpo,,75,74
240,3,8:26.0,Shooting foul by J. Smith (drawn by G. Antetokounmpo),,75,74
241,3,8:26.0,G. Antetokounmpo misses free throw 1 of 2,,75,74
242,3,8:26.0,Offensive rebound by Team,,75,74
243,3,8:26.0,G. Antetokounmpo makes free throw 2 of 2,,76,74
244,3,8:10.0,,L. James misses 3-pt jump shot from 26 ft,76,74
245,3,8:08.0,Defensive rebound by G. Antetokounmpo,,76,74
246,3,8:05.0,Turnover by G. Antetokounmpo (out of bounds lost ball),,76,74
247,3,7:42.0,,L. James misses 2-pt jump shot from 7 ft,76,74
248,3,7:34.0,,Offensive rebound by K. Love,76,74
249,3,7:34.0,,K. Love makes 2-pt layup at rim,76,76
250,3,7:18.0,G. Antetokounmpo misses 2-pt layup from 6 ft (block by K. Love),,76,76
251,3,7:15.0,,Defensive rebound by L. James,76,76
252,3,7:10.0,,J. Smith makes 3-pt jump shot from 25 ft (assist by L. James),76,79
253,3,7:08.0,Milwaukee full timeout,,76,79
254,3,7:01.0,Turnover by G. Antetokounmpo (out of bounds lost ball),,76,79
255,3,6:36.0,,D. Rose misses 2-pt jump shot from 5 ft (block by G. Antetokounmpo),76,79
256,3,6:36.0,,Offensive rebound by Team,76,79
257,3,6:36.0,,Turnover by Team (shot clock),76,79
258,3,6:23.0,K. Middleton makes 2-pt layup from 1 ft (assist by J. Henson),,78,79
259,3,6:00.0,,D. Rose misses 2-pt layup from 1 ft,78,79
260,3,5:57.0,Defensive rebound by J. Henson,,78,79
261,3,5:52.0,Turnover by J. Henson (bad pass),,78,79
262,3,5:38.0,,K. Love makes 2-pt layup from 1 ft (assist by L. James),78,81
263,3,5:23.0,M. Brogdon makes 2-pt layup from 2 ft,,80,81
264,3,5:10.0,,Personal foul by J. Henson (drawn by K. Love),80,81
265,3,5:10.0,T. Maker enters the game for M. Brogdon,,80,81
266,3,5:10.0,M. Dellavedova enters the game for J. Henson,,80,81
267,3,5:05.0,,Personal foul by K. Middleton (drawn by J. Smith),80,81
268,3,4:58.0,,Shooting foul by G. Antetokounmpo (drawn by D. Rose),80,81
269,3,4:58.0,,D. Rose makes free throw 1 of 2,80,82
270,3,4:58.0,,D. Rose makes free throw 2 of 2,80,83
271,3,4:37.0,K. Middleton misses 2-pt layup from 1 ft,,80,83
272,3,4:31.0,Offensive rebound by G. Antetokounmpo,,80,83
273,3,4:31.0,G. Antetokounmpo makes 2-pt layup at rim,,82,83
274,3,4:26.0,,L. James makes 2-pt layup from 1 ft (assist by K. Love),82,85
275,3,4:08.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by K. Middleton),,84,85
276,3,3:57.0,,J. Crowder misses 3-pt jump shot from 25 ft (block by T. Snell),84,85
277,3,3:57.0,,Offensive rebound by Team,84,85
278,3,3:57.0,,D. Wade enters the game for D. Rose,84,85
279,3,3:53.0,,J. Smith makes 3-pt jump shot from 25 ft (assist by L. James),84,88
280,3,3:43.0,M. Dellavedova misses 2-pt jump shot from 11 ft (block by D. Wade),,84,88
281,3,3:43.0,Offensive rebound by Team,,84,88
282,3,3:41.0,K. Middleton misses 2-pt jump shot from 16 ft,,84,88
283,3,3:41.0,,Defensive rebound by L. James,84,88
284,3,3:30.0,,L. James misses 2-pt layup from 1 ft,84,88
285,3,3:30.0,Defensive rebound by M. Dellavedova,,84,88
286,3,3:26.0,Turnover by M. Dellavedova (bad pass; steal by J. Smith),,84,88
287,3,3:05.0,,L. James makes 2-pt layup from 1 ft (assist by K. Love),84,90
288,3,2:51.0,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by K. Middleton),,86,90
289,3,2:31.0,,J. Smith misses 2-pt jump shot from 12 ft,86,90
290,3,2:28.0,Defensive rebound by T. Maker,,86,90
291,3,2:25.0,Personal foul by J. Crowder (drawn by G. Antetokounmpo),,86,90
292,3,2:25.0,,Cleveland full timeout,86,90
293,3,2:25.0,,K. Korver enters the game for J. Smith,86,90
294,3,2:25.0,,J. Green enters the game for J. Crowder,86,90
295,3,2:25.0,D. Liggins enters the game for T. Snell,,86,90
296,3,2:12.0,K. Middleton misses 3-pt jump shot from 26 ft,,86,90
297,3,2:08.0,,Defensive rebound by K. Love,86,90
298,3,2:01.0,,Shooting foul by M. Dellavedova (drawn by K. Love),86,90
299,3,2:01.0,,K. Love makes free throw 1 of 2,86,91
300,3,2:01.0,,K. Love makes free throw 2 of 2,86,92
301,3,2:00.0,,D. Wade misses 2-pt layup from 1 ft (block by T. Maker),86,92
302,3,2:00.0,,Offensive rebound by K. Love,86,92
303,3,1:53.0,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by M. Dellavedova),,88,92
304,3,1:35.0,,D. Wade misses 2-pt jump shot from 4 ft,88,92
305,3,1:29.0,,Offensive rebound by D. Wade,88,92
306,3,1:26.0,,D. Wade misses 2-pt layup at rim,88,92
307,3,1:21.0,,Offensive rebound by K. Love,88,92
308,3,1:10.0,,L. James misses 2-pt layup from 2 ft,88,92
309,3,1:10.0,,Offensive rebound by K. Love,88,92
310,3,1:09.0,,K. Love misses 2-pt layup at rim,88,92
311,3,1:07.0,Defensive rebound by K. Middleton,,88,92
312,3,0:59.0,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by K. Middleton),,90,92
313,3,0:44.0,,L. James misses 3-pt jump shot from 24 ft,90,92
314,3,0:44.0,Defensive rebound by D. Liggins,,90,92
315,3,0:25.0,D. Liggins misses 2-pt layup from 1 ft,,90,92
316,3,0:23.0,,Defensive rebound by K. Love,90,92
317,3,0:22.0,,J. Green makes 2-pt dunk at rim (assist by L. James),90,94
318,3,0:07.0,Personal foul by L. James (drawn by K. Middleton),,90,94
319,3,0:07.0,,I. Shumpert enters the game for K. Love,90,94
320,3,0:03.0,T. Maker misses 3-pt jump shot from 31 ft,,90,94
321,3,0:03.0,Offensive rebound by M. Dellavedova,,90,94
322,4,11:48.0,Personal foul by D. Wade (drawn by G. Antetokounmpo),,90,94
323,4,11:41.0,M. Teletović makes 3-pt jump shot from 26 ft (assist by M. Dellavedova),,93,94
324,4,11:14.0,,I. Shumpert makes 2-pt jump shot from 16 ft (assist by D. Wade),93,96
325,4,10:55.0,M. Dellavedova misses 3-pt jump shot from 27 ft,,93,96
326,4,10:55.0,,Defensive rebound by I. Shumpert,93,96
327,4,10:50.0,,Shooting foul by M. Dellavedova (drawn by J. Green),93,96
328,4,10:50.0,,J. Green makes free throw 1 of 2,93,97
329,4,10:50.0,,J. Green makes free throw 2 of 2,93,98
330,4,10:39.0,Shooting foul by D. Wade (drawn by G. Antetokounmpo),,93,98
331,4,10:39.0,G. Antetokounmpo makes free throw 1 of 2,,94,98
332,4,10:39.0,G. Antetokounmpo misses free throw 2 of 2,,94,98
333,4,10:36.0,,Defensive rebound by I. Shumpert,94,98
334,4,10:28.0,,K. Korver misses 3-pt jump shot from 25 ft,94,98
335,4,10:25.0,Defensive rebound by G. Antetokounmpo,,94,98
336,4,10:22.0,K. Middleton enters the game for G. Antetokounmpo,,94,98
337,4,10:03.0,K. Middleton misses 2-pt layup from 2 ft (block by K. Korver),,94,98
338,4,10:00.0,,Defensive rebound by I. Shumpert,94,98
339,4,9:53.0,,J. Smith makes 3-pt jump shot from 25 ft (assist by D. Wade),94,101
340,4,9:25.0,M. Teletović makes 3-pt jump shot from 27 ft (assist by M. Brogdon),,97,101
341,4,9:03.0,,Shooting foul by T. Snell (drawn by K. Korver),97,101
342,4,9:03.0,,K. Korver makes free throw 1 of 2,97,102
343,4,9:03.0,,K. Korver makes free throw 2 of 2,97,103
344,4,8:49.0,Offensive foul by M. Brogdon (drawn by I. Shumpert),,97,103
345,4,8:49.0,Turnover by M. Brogdon (offensive foul),,97,103
346,4,8:39.0,,J. Smith makes 2-pt jump shot from 15 ft,97,105
347,4,8:38.0,Milwaukee full timeout,,97,105
348,4,8:38.0,G. Antetokounmpo enters the game for T. Snell,,97,105
349,4,8:25.0,Turnover by M. Dellavedova (step out of bounds),,97,105
350,4,8:09.0,,D. Wade makes 2-pt jump shot from 16 ft,97,107
351,4,8:03.0,Offensive foul by G. Antetokounmpo (drawn by I. Shumpert),,97,107
352,4,8:03.0,Turnover by G. Antetokounmpo (offensive foul),,97,107
353,4,7:52.0,,Turnover by J. Green (step out of bounds),97,107
354,4,7:33.0,M. Teletović makes 3-pt jump shot from 23 ft (assist by G. Antetokounmpo),,100,107
355,4,7:18.0,,J. Green misses 2-pt layup from 1 ft,100,107
356,4,7:16.0,Defensive rebound by K. Middleton,,100,107
357,4,7:08.0,G. Antetokounmpo misses 2-pt layup from 3 ft (block by D. Wade),,100,107
358,4,7:04.0,,Defensive rebound by I. Shumpert,100,107
359,4,7:02.0,,I. Shumpert makes 2-pt jump shot from 11 ft,100,109
360,4,6:47.0,M. Brogdon misses 2-pt layup from 2 ft,,100,109
361,4,6:44.0,,Defensive rebound by I. Shumpert,100,109
362,4,6:29.0,,J. Green misses 2-pt jump shot from 14 ft (block by M. Brogdon),100,109
363,4,6:26.0,Defensive rebound by M. Brogdon,,100,109
364,4,6:26.0,Shooting foul by K. Korver (drawn by G. Antetokounmpo),,100,109
365,4,6:26.0,G. Antetokounmpo makes free throw 1 of 2,,101,109
366,4,6:26.0,,K. Love enters the game for K. Korver,101,109
367,4,6:26.0,,L. James enters the game for J. Green,101,109
368,4,6:26.0,J. Henson enters the game for M. Dellavedova,,101,109
369,4,6:26.0,G. Antetokounmpo misses free throw 2 of 2,,101,109
370,4,6:20.0,,Defensive rebound by K. Love,101,109
371,4,6:06.0,,I. Shumpert makes 2-pt dunk at rim (assist by L. James),101,111
372,4,5:51.0,Turnover by G. Antetokounmpo (bad pass; steal by L. James),,101,111
373,4,5:51.0,,Personal foul by M. Teletović (drawn by J. Smith),101,111
374,4,5:39.0,,K. Love misses 2-pt jump shot from 17 ft,101,111
375,4,5:36.0,Defensive rebound by J. Henson,,101,111
376,4,5:34.0,M. Teletović misses 3-pt jump shot from 26 ft,,101,111
377,4,5:34.0,Offensive rebound by G. Antetokounmpo,,101,111
378,4,5:28.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,103,111
379,4,5:15.0,,Personal foul by M. Teletović (drawn by K. Love),103,111
380,4,5:15.0,T. Snell enters the game for M. Teletović,,103,111
381,4,5:11.0,,L. James makes 3-pt jump shot from 24 ft (assist by K. Love),103,114
382,4,4:56.0,J. Henson makes 2-pt dunk from 1 ft (assist by K. Middleton),,105,114
