,QUARTER,TIME_REMAINING,INDIANA_ACTION,HOUSTON_ACTION,INDIANA_SCORE,HOUSTON_SCORE
109,2,10:50.0,,Defensive rebound by R. Anderson,27,25
110,2,10:32.0,,Shooting foul by D. Sabonis (drawn by N. Hilário),27,25
111,2,10:32.0,,N. Hilário misses free throw 1 of 2,27,25
112,2,10:32.0,,Offensive rebound by Team,27,25
113,2,10:32.0,,N. Hilário makes free throw 2 of 2,27,26
114,2,10:22.0,B. Bogdanović makes 2-pt layup at rim (assist by L. Stephenson),,29,26
115,2,10:11.0,,C. Paul makes 2-pt layup from 1 ft,29,28
116,2,10:03.0,L. Stephenson makes 2-pt layup from 1 ft,,31,28
117,2,9:49.0,,E. Gordon misses 3-pt jump shot from 30 ft,31,28
118,2,9:45.0,,Offensive rebound by R. Anderson,31,28
119,2,9:45.0,,Shooting foul by L. Stephenson (drawn by R. Anderson),31,28
120,2,9:45.0,,R. Anderson makes free throw 1 of 2,31,29
121,2,9:45.0,,L. Mbah a Moute enters the game for N. Hilário,31,29
122,2,9:45.0,,R. Anderson makes free throw 2 of 2,31,30
123,2,9:32.0,L. Stephenson misses 2-pt jump shot from 20 ft,,31,30
124,2,9:29.0,,Defensive rebound by R. Anderson,31,30
125,2,9:16.0,,E. Gordon makes 2-pt layup from 1 ft,31,32
126,2,9:06.0,Personal foul by R. Anderson (drawn by D. Sabonis),,31,32
127,2,9:02.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,31,32
128,2,9:00.0,,Defensive rebound by T. Ariza,31,32
129,2,8:51.0,,Turnover by C. Paul (lost ball; steal by D. Collison),31,32
130,2,8:37.0,Turnover by D. Collison (step out of bounds),,31,32
131,2,8:20.0,,Personal foul by L. Stephenson (drawn by T. Ariza),31,32
132,2,8:07.0,,T. Ariza misses 2-pt layup from 1 ft,31,32
133,2,8:04.0,,Offensive rebound by T. Ariza,31,32
134,2,8:03.0,,Turnover by T. Ariza (bad pass; steal by C. Joseph),31,32
135,2,7:59.0,D. Collison misses 2-pt layup from 2 ft,,31,32
136,2,7:57.0,,Defensive rebound by C. Paul,31,32
137,2,7:54.0,,E. Gordon misses 3-pt jump shot from 25 ft,31,32
138,2,7:54.0,,Offensive rebound by R. Anderson,31,32
139,2,7:48.0,,L. Mbah a Moute makes 2-pt dunk at rim (assist by C. Paul),31,34
140,2,7:48.0,Indiana full timeout,,31,34
141,2,7:48.0,T. Young enters the game for B. Bogdanović,,31,34
142,2,7:33.0,D. Sabonis misses 2-pt hook shot from 10 ft,,31,34
143,2,7:30.0,,Defensive rebound by C. Paul,31,34
144,2,7:19.0,,L. Mbah a Moute misses 2-pt layup from 1 ft,31,34
145,2,7:18.0,Defensive rebound by D. Sabonis,,31,34
146,2,7:05.0,L. Stephenson makes 2-pt jump shot from 19 ft,,33,34
147,2,6:40.0,,L. Mbah a Moute makes 2-pt dunk from 1 ft (assist by C. Paul),33,36
148,2,6:26.0,D. Sabonis makes 2-pt hook shot from 8 ft,,35,36
149,2,6:17.0,,Turnover by C. Paul (lost ball; steal by L. Stephenson),35,36
150,2,6:07.0,,Turnover by T. Ariza (lost ball; steal by C. Joseph),35,36
151,2,6:03.0,T. Young makes 2-pt layup at rim (assist by L. Stephenson),,37,36
152,2,6:01.0,,E. Gordon makes 2-pt layup from 1 ft,37,38
153,2,6:01.0,,Shooting foul by D. Collison (drawn by E. Gordon),37,38
154,2,6:01.0,,P. Tucker enters the game for T. Ariza,37,38
155,2,6:01.0,,J. Harden enters the game for C. Paul,37,38
156,2,6:01.0,V. Oladipo enters the game for D. Collison,,37,38
157,2,6:01.0,,E. Gordon misses free throw 1 of 1,37,38
158,2,5:45.0,Defensive rebound by D. Sabonis,,37,38
159,2,5:35.0,L. Stephenson misses 2-pt jump shot from 19 ft,,37,38
160,2,5:33.0,,Defensive rebound by L. Mbah a Moute,37,38
161,2,5:28.0,,Personal foul by T. Young (drawn by J. Harden),37,38
162,2,5:28.0,,J. Harden makes free throw 1 of 2,37,39
163,2,5:28.0,M. Turner enters the game for D. Sabonis,,37,39
164,2,5:28.0,,J. Harden makes free throw 2 of 2,37,40
165,2,5:16.0,Personal foul by P. Tucker (drawn by T. Young),,37,40
166,2,5:16.0,,Turnover by P. Tucker (turnover),37,40
167,2,5:16.0,,C. Capela enters the game for R. Anderson,37,40
168,2,5:10.0,M. Turner makes 2-pt jump shot from 17 ft (assist by C. Joseph),,39,40
169,2,4:57.0,,E. Gordon misses 2-pt layup from 2 ft,39,40
170,2,4:57.0,,Offensive rebound by C. Capela,39,40
171,2,4:50.0,,C. Capela makes 2-pt layup from 2 ft (assist by J. Harden),39,42
172,2,4:37.0,M. Turner misses 3-pt jump shot from 25 ft,,39,42
173,2,4:34.0,,Defensive rebound by L. Mbah a Moute,39,42
174,2,4:29.0,,C. Capela makes 2-pt layup from 2 ft (assist by J. Harden),39,44
175,2,4:14.0,V. Oladipo misses 2-pt jump shot from 20 ft,,39,44
176,2,4:10.0,,Defensive rebound by J. Harden,39,44
177,2,4:10.0,,Personal foul by C. Joseph (drawn by J. Harden),39,44
178,2,4:10.0,,J. Harden makes free throw 1 of 2,39,45
179,2,4:10.0,B. Bogdanović enters the game for L. Stephenson,,39,45
180,2,4:10.0,D. Collison enters the game for C. Joseph,,39,45
181,2,4:10.0,,J. Harden makes free throw 2 of 2,39,46
182,2,3:54.0,T. Young makes 2-pt hook shot from 8 ft,,41,46
183,2,3:54.0,,Violation by C. Capela (def goaltending),41,46
184,2,3:37.0,,E. Gordon makes 2-pt layup from 6 ft,41,48
185,2,2:59.0,V. Oladipo makes 2-pt layup at rim (assist by T. Young),,43,48
186,2,2:59.0,,C. Capela misses 2-pt layup from 3 ft,43,48
187,2,2:59.0,Turnover by T. Young (bad pass),,43,48
188,2,2:59.0,Defensive rebound by M. Turner,,43,48
189,2,2:59.0,,Houston full timeout,43,48
190,2,2:59.0,,C. Paul enters the game for E. Gordon,43,48
191,2,2:47.0,,J. Harden misses 2-pt layup from 4 ft,43,48
192,2,2:43.0,Defensive rebound by M. Turner,,43,48
193,2,2:35.0,M. Turner makes 2-pt layup from 2 ft (assist by V. Oladipo),,45,48
194,2,2:23.0,,Turnover by C. Capela (lost ball; steal by V. Oladipo),45,48
195,2,2:17.0,V. Oladipo makes 2-pt layup from 1 ft,,47,48
196,2,2:03.0,,C. Paul makes 3-pt jump shot from 25 ft,47,51
197,2,1:41.0,Turnover by M. Turner (turnover; steal by C. Capela),,47,51
198,2,1:29.0,,Personal foul by V. Oladipo (drawn by C. Paul),47,51
199,2,1:29.0,,C. Paul misses free throw 1 of 2,47,51
200,2,1:29.0,,Offensive rebound by Team,47,51
201,2,1:29.0,,C. Paul makes free throw 2 of 2,47,52
202,2,1:08.0,T. Young misses 2-pt jump shot from 19 ft,,47,52
203,2,1:06.0,Offensive rebound by D. Collison,,47,52
204,2,0:52.0,M. Turner misses 2-pt jump shot from 13 ft,,47,52
205,2,0:49.0,Offensive rebound by T. Young,,47,52
206,2,0:49.0,T. Young makes 2-pt layup at rim,,49,52
207,2,0:34.0,,J. Harden misses 3-pt jump shot from 25 ft,49,52
208,2,0:31.0,Defensive rebound by V. Oladipo,,49,52
209,2,0:13.0,V. Oladipo misses 2-pt jump shot from 22 ft,,49,52
210,2,0:10.0,,Defensive rebound by C. Capela,49,52
211,2,0:01.0,,Shooting foul by B. Bogdanović (drawn by J. Harden),49,52
212,2,0:01.0,,J. Harden makes free throw 1 of 2,49,53
213,2,0:01.0,,J. Harden makes free throw 2 of 2,49,54
214,3,11:51.0,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by D. Collison),,52,54
215,3,11:24.0,,R. Anderson misses 3-pt jump shot from 25 ft,52,54
216,3,11:21.0,Defensive rebound by V. Oladipo,,52,54
217,3,11:13.0,M. Turner makes 2-pt hook shot from 9 ft (assist by D. Collison),,54,54
218,3,10:46.0,,C. Capela makes 2-pt hook shot from 7 ft (assist by T. Ariza),54,56
219,3,10:30.0,Shooting foul by J. Harden (drawn by M. Turner),,54,56
220,3,10:30.0,M. Turner makes free throw 1 of 2,,55,56
221,3,10:30.0,M. Turner makes free throw 2 of 2,,56,56
222,3,10:17.0,,R. Anderson misses 3-pt jump shot from 25 ft,56,56
223,3,10:14.0,Defensive rebound by M. Turner,,56,56
224,3,10:00.0,V. Oladipo misses 3-pt jump shot from 24 ft,,56,56
225,3,9:58.0,,Defensive rebound by C. Paul,56,56
226,3,9:53.0,,J. Harden misses 3-pt jump shot from 25 ft,56,56
227,3,9:48.0,Defensive rebound by M. Turner,,56,56
228,3,9:39.0,Turnover by T. Young (bad pass; steal by T. Ariza),,56,56
229,3,9:32.0,,R. Anderson makes 3-pt jump shot from 25 ft (assist by J. Harden),56,59
230,3,9:11.0,T. Young makes 2-pt hook shot from 7 ft,,58,59
231,3,8:59.0,,T. Ariza makes 3-pt jump shot from 24 ft (assist by J. Harden),58,62
232,3,8:40.0,V. Oladipo misses 2-pt jump shot from 11 ft,,58,62
233,3,8:37.0,,Defensive rebound by C. Capela,58,62
234,3,8:25.0,,C. Paul misses 3-pt jump shot from 25 ft,58,62
235,3,8:22.0,Defensive rebound by B. Bogdanović,,58,62
236,3,8:12.0,M. Turner misses 2-pt jump shot from 10 ft,,58,62
237,3,8:09.0,,Defensive rebound by C. Capela,58,62
238,3,8:02.0,,T. Ariza makes 3-pt jump shot from 23 ft (assist by R. Anderson),58,65
239,3,7:45.0,Turnover by D. Collison (bad pass; steal by T. Ariza),,58,65
240,3,7:41.0,,T. Ariza misses 3-pt jump shot from 25 ft,58,65
241,3,7:37.0,Defensive rebound by D. Collison,,58,65
242,3,7:33.0,T. Young misses 3-pt jump shot from 23 ft,,58,65
243,3,7:33.0,,Defensive rebound by J. Harden,58,65
244,3,7:26.0,,C. Capela makes 2-pt dunk at rim (assist by J. Harden),58,67
245,3,7:26.0,Indiana full timeout,,58,67
246,3,7:13.0,Turnover by M. Turner (bad pass; steal by J. Harden),,58,67
247,3,6:55.0,,C. Paul misses 2-pt jump shot from 11 ft,58,67
248,3,6:55.0,,Offensive rebound by Team,58,67
249,3,6:55.0,Loose ball foul by M. Turner (drawn by C. Capela),,58,67
250,3,6:46.0,,Offensive foul by C. Capela (drawn by D. Collison),58,67
251,3,6:46.0,,Turnover by C. Capela (offensive foul),58,67
252,3,6:36.0,M. Turner makes 2-pt layup from 3 ft (assist by V. Oladipo),,60,67
253,3,6:36.0,Shooting foul by J. Harden (drawn by M. Turner),,60,67
254,3,6:36.0,M. Turner makes free throw 1 of 1,,61,67
255,3,6:24.0,,J. Harden misses 2-pt jump shot from 15 ft,61,67
256,3,6:20.0,,Offensive rebound by C. Capela,61,67
257,3,6:14.0,,J. Harden misses 3-pt jump shot from 24 ft,61,67
258,3,6:14.0,Defensive rebound by T. Young,,61,67
259,3,5:59.0,,P. Tucker enters the game for T. Ariza,61,67
260,3,5:59.0,,L. Mbah a Moute enters the game for R. Anderson,61,67
261,3,5:57.0,D. Collison misses 2-pt jump shot from 18 ft,,61,67
262,3,5:52.0,,Defensive rebound by C. Capela,61,67
263,3,5:44.0,,P. Tucker misses 3-pt jump shot from 22 ft,61,67
264,3,5:41.0,Defensive rebound by D. Collison,,61,67
265,3,5:35.0,Offensive foul by M. Turner (drawn by C. Paul),,61,67
266,3,5:35.0,Turnover by M. Turner (offensive foul),,61,67
267,3,5:35.0,,E. Gordon enters the game for C. Paul,61,67
268,3,5:35.0,D. Sabonis enters the game for T. Young,,61,67
269,3,5:24.0,,C. Capela makes 2-pt dunk at rim (assist by J. Harden),61,69
270,3,5:02.0,V. Oladipo misses 2-pt jump shot from 22 ft,,61,69
271,3,4:59.0,,Defensive rebound by L. Mbah a Moute,61,69
272,3,4:57.0,,Turnover by J. Harden (bad pass; steal by V. Oladipo),61,69
273,3,4:52.0,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by V. Oladipo),,64,69
274,3,4:39.0,,Shooting foul by D. Collison (drawn by E. Gordon),64,69
275,3,4:39.0,,E. Gordon misses free throw 1 of 3,64,69
276,3,4:39.0,,Offensive rebound by Team,64,69
277,3,4:39.0,,E. Gordon misses free throw 2 of 3,64,69
278,3,4:39.0,,Offensive rebound by Team,64,69
279,3,4:39.0,,N. Hilário enters the game for C. Capela,64,69
280,3,4:39.0,C. Joseph enters the game for D. Collison,,64,69
281,3,4:39.0,,E. Gordon makes free throw 3 of 3,64,70
282,3,4:23.0,Turnover by M. Turner (step out of bounds),,64,70
283,3,4:16.0,,Turnover by P. Tucker (out of bounds lost ball),64,70
284,3,4:10.0,,Violation by E. Gordon (kicked ball),64,70
285,3,4:06.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,64,70
286,3,4:02.0,,Defensive rebound by N. Hilário,64,70
287,3,3:54.0,,J. Harden makes 2-pt layup from 1 ft,64,72
288,3,3:36.0,M. Turner makes 2-pt jump shot from 4 ft,,66,72
289,3,3:21.0,,J. Harden misses 2-pt jump shot from 12 ft,66,72
290,3,3:16.0,Defensive rebound by D. Sabonis,,66,72
291,3,3:14.0,V. Oladipo misses 2-pt layup from 2 ft,,66,72
292,3,3:14.0,,Defensive rebound by N. Hilário,66,72
293,3,3:08.0,,J. Harden makes 3-pt jump shot from 24 ft (assist by N. Hilário),66,75
294,3,2:52.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,66,75
295,3,2:52.0,,Defensive rebound by E. Gordon,66,75
296,3,2:39.0,,Shooting foul by B. Bogdanović (drawn by J. Harden),66,75
297,3,2:39.0,,Houston full timeout,66,75
298,3,2:39.0,L. Stephenson enters the game for M. Turner,,66,75
299,3,2:39.0,T. Young enters the game for B. Bogdanović,,66,75
300,3,2:39.0,,J. Harden makes free throw 1 of 2,66,76
301,3,2:39.0,,J. Harden makes free throw 2 of 2,66,77
302,3,2:21.0,V. Oladipo makes 3-pt jump shot from 25 ft,,69,77
303,3,2:02.0,,P. Tucker makes 3-pt jump shot from 23 ft (assist by J. Harden),69,80
304,3,1:43.0,D. Sabonis makes 2-pt hook shot from 6 ft,,71,80
305,3,1:22.0,,P. Tucker makes 3-pt jump shot from 25 ft (assist by E. Gordon),71,83
306,3,1:05.0,Turnover by V. Oladipo (bad pass; steal by N. Hilário),,71,83
307,3,0:50.0,,J. Harden makes 3-pt jump shot from 24 ft,71,86
308,3,0:32.0,V. Oladipo misses 3-pt jump shot from 26 ft,,71,86
309,3,0:29.0,,Defensive rebound by J. Harden,71,86
310,3,0:09.0,,J. Harden makes 3-pt jump shot from 25 ft,71,89
311,3,0:04.0,C. Joseph misses 2-pt layup from 2 ft,,71,89
312,3,0:02.0,,Defensive rebound by N. Hilário,71,89
313,4,11:38.0,,N. Hilário misses 2-pt layup from 1 ft,71,89
314,4,11:36.0,Defensive rebound by T. Young,,71,89
315,4,11:31.0,T. Young makes 2-pt jump shot from 17 ft (assist by D. Collison),,73,89
316,4,11:17.0,,Turnover by E. Gordon (out of bounds lost ball),73,89
317,4,11:17.0,,P. Tucker enters the game for N. Hilário,73,89
318,4,10:59.0,D. Sabonis misses 2-pt layup from 1 ft,,73,89
319,4,10:57.0,,Defensive rebound by R. Anderson,73,89
320,4,10:55.0,,Turnover by T. Ariza (bad pass),73,89
321,4,10:37.0,T. Young makes 2-pt hook shot from 5 ft (assist by L. Stephenson),,75,89
322,4,10:12.0,,R. Anderson misses 3-pt jump shot from 26 ft,75,89
323,4,10:08.0,Defensive rebound by D. Sabonis,,75,89
324,4,9:59.0,T. Young makes 3-pt jump shot from 23 ft (assist by D. Collison),,78,89
325,4,9:59.0,,Houston full timeout,78,89
326,4,9:31.0,,C. Paul makes 3-pt jump shot from 27 ft (assist by E. Gordon),78,92
327,4,9:16.0,T. Young makes 2-pt hook shot from 5 ft (assist by D. Collison),,80,92
328,4,9:02.0,,R. Anderson makes 2-pt dunk from 1 ft (assist by C. Paul),80,94
329,4,8:48.0,T. Young misses 2-pt jump shot from 6 ft,,80,94
330,4,8:45.0,Offensive rebound by D. Sabonis,,80,94
331,4,8:41.0,L. Stephenson makes 2-pt layup from 1 ft,,82,94
332,4,8:21.0,,Personal foul by D. Collison (drawn by C. Paul),82,94
333,4,8:21.0,,C. Capela enters the game for E. Gordon,82,94
334,4,8:21.0,,J. Harden enters the game for P. Tucker,82,94
335,4,8:07.0,,J. Harden misses 3-pt jump shot from 29 ft,82,94
336,4,8:04.0,Defensive rebound by D. Sabonis,,82,94
337,4,7:54.0,T. Young makes 2-pt hook shot from 6 ft,,84,94
338,4,7:54.0,,Violation by C. Capela (def goaltending),84,94
339,4,7:39.0,,Shooting foul by D. Sabonis (drawn by C. Capela),84,94
340,4,7:39.0,,C. Capela makes free throw 1 of 2,84,95
341,4,7:39.0,,C. Capela makes free throw 2 of 2,84,96
342,4,7:24.0,,Offensive charge foul by D. Sabonis (drawn by R. Anderson),84,96
343,4,7:24.0,Turnover by D. Sabonis (offensive foul),,84,96
344,4,7:12.0,,Personal foul by D. Collison (drawn by C. Capela),84,96
345,4,7:12.0,V. Oladipo enters the game for C. Joseph,,84,96
346,4,7:02.0,,Def 3 sec tech foul by V. Oladipo,84,96
347,4,7:02.0,,J. Harden makes technical free throw,84,97
348,4,7:02.0,B. Bogdanović enters the game for T. Young,,84,97
349,4,6:54.0,,T. Ariza makes 3-pt jump shot from 24 ft (assist by C. Capela),84,100
350,4,6:53.0,Indiana full timeout,,84,100
351,4,6:53.0,M. Turner enters the game for D. Sabonis,,84,100
352,4,6:40.0,M. Turner makes 2-pt layup from 2 ft (assist by L. Stephenson),,86,100
353,4,6:23.0,,C. Paul makes 2-pt layup from 2 ft,86,102
354,4,6:10.0,D. Collison misses 3-pt jump shot from 23 ft,,86,102
355,4,6:07.0,,Defensive rebound by C. Capela,86,102
356,4,6:02.0,,R. Anderson makes 3-pt jump shot from 29 ft (assist by J. Harden),86,105
357,4,5:45.0,V. Oladipo makes 2-pt layup from 5 ft,,88,105
358,4,5:31.0,,C. Capela makes 2-pt dunk from 1 ft (assist by J. Harden),88,107
359,4,5:09.0,V. Oladipo misses 3-pt jump shot from 27 ft,,88,107
360,4,5:06.0,,Defensive rebound by C. Paul,88,107
361,4,4:48.0,,J. Harden misses 3-pt jump shot from 28 ft,88,107
362,4,4:44.0,Defensive rebound by V. Oladipo,,88,107
363,4,4:31.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,88,107
364,4,4:28.0,Offensive rebound by D. Collison,,88,107
365,4,4:27.0,D. Collison misses 2-pt jump shot from 6 ft,,88,107
366,4,4:27.0,,Defensive rebound by C. Capela,88,107
367,4,4:17.0,,R. Anderson makes 3-pt jump shot from 24 ft (assist by C. Paul),88,110
368,4,4:15.0,Indiana full timeout,,88,110
369,4,4:15.0,,E. Gordon enters the game for T. Ariza,88,110
370,4,4:15.0,,L. Mbah a Moute enters the game for C. Paul,88,110
371,4,4:15.0,J. Young enters the game for D. Collison,,88,110
372,4,4:05.0,L. Stephenson makes 2-pt layup from 2 ft,,90,110
373,4,3:50.0,,E. Gordon misses 2-pt layup from 2 ft,90,110
374,4,3:45.0,,Offensive rebound by C. Capela,90,110
375,4,3:45.0,,C. Capela makes 2-pt dunk at rim,90,112
376,4,3:42.0,Personal foul by E. Gordon (drawn by L. Stephenson),,90,112
377,4,3:33.0,Turnover by J. Young (lost ball; steal by E. Gordon),,90,112
378,4,3:22.0,,E. Gordon makes 3-pt jump shot from 28 ft (assist by L. Mbah a Moute),90,115
379,4,3:03.0,V. Oladipo makes 2-pt layup from 3 ft,,92,115
380,4,2:53.0,,Turnover by R. Anderson (traveling),92,115
381,4,2:53.0,T. Leaf enters the game for B. Bogdanović,,92,115
382,4,2:43.0,V. Oladipo misses 3-pt jump shot from 26 ft,,92,115
383,4,2:41.0,,Defensive rebound by L. Mbah a Moute,92,115
