,QUARTER,TIME_REMAINING,UTAH_ACTION,BOSTON_ACTION,UTAH_SCORE,BOSTON_SCORE
37,1,7:12.0,,Defensive rebound by J. Brown,10,10
38,1,6:58.0,,A. Horford makes 2-pt hook shot from 6 ft,10,12
39,1,6:40.0,Turnover by J. Ingles (bad pass; steal by J. Brown),,10,12
40,1,6:28.0,,Turnover by J. Tatum (bad pass; steal by J. Jerebko),10,12
41,1,6:18.0,D. Favors misses 2-pt hook shot from 8 ft,,10,12
42,1,6:16.0,,Defensive rebound by J. Brown,10,12
43,1,6:09.0,,K. Irving misses 2-pt layup from 2 ft,10,12
44,1,6:07.0,Defensive rebound by J. Ingles,,10,12
45,1,6:02.0,D. Favors makes 2-pt dunk at rim (assist by R. Rubio),,12,12
46,1,5:46.0,,Personal foul by R. Rubio (drawn by K. Irving),12,12
47,1,5:46.0,,S. Ojeleye enters the game for A. Baynes,12,12
48,1,5:46.0,R. Hood enters the game for R. Rubio,,12,12
49,1,5:46.0,,M. Smart enters the game for J. Tatum,12,12
50,1,5:39.0,,A. Horford makes 2-pt hook shot from 8 ft,12,14
51,1,5:21.0,Turnover by J. Ingles (lost ball; steal by J. Brown),,12,14
52,1,5:19.0,,J. Brown makes 2-pt dunk at rim,12,16
53,1,5:08.0,D. Favors makes 2-pt dunk from 1 ft (assist by J. Ingles),,14,16
54,1,4:49.0,,K. Irving makes 2-pt layup from 2 ft,14,18
55,1,4:36.0,Turnover by R. Hood (bad pass; steal by A. Horford),,14,18
56,1,4:31.0,,Turnover by J. Brown (out of bounds lost ball),14,18
57,1,4:07.0,Turnover by Team (shot clock),,14,18
58,1,4:07.0,,Boston full timeout,14,18
59,1,4:07.0,A. Burks enters the game for J. Ingles,,14,18
60,1,3:48.0,,S. Ojeleye makes 3-pt jump shot from 23 ft (assist by A. Horford),14,21
61,1,3:27.0,Shooting foul by K. Irving (drawn by R. Hood),,14,21
62,1,3:27.0,R. Hood misses free throw 1 of 2,,14,21
63,1,3:27.0,Offensive rebound by Team,,14,21
64,1,3:27.0,J. Johnson enters the game for J. Jerebko,,14,21
65,1,3:27.0,R. Hood makes free throw 2 of 2,,15,21
66,1,3:17.0,,K. Irving makes 2-pt jump shot from 18 ft (assist by A. Horford),15,23
67,1,3:01.0,R. Hood makes 2-pt jump shot from 7 ft,,17,23
68,1,2:46.0,,K. Irving misses 3-pt jump shot from 27 ft,17,23
69,1,2:45.0,Defensive rebound by J. Johnson,,17,23
70,1,2:36.0,Turnover by J. Johnson (lost ball; steal by A. Horford),,17,23
71,1,2:35.0,,Personal foul by A. Burks (drawn by J. Brown),17,23
72,1,2:35.0,,A. Baynes enters the game for A. Horford,17,23
73,1,2:35.0,R. Rubio enters the game for D. Favors,,17,23
74,1,2:35.0,E. Udoh enters the game for D. Mitchell,,17,23
75,1,2:23.0,,S. Ojeleye makes 2-pt layup from 1 ft (assist by M. Smart),17,25
76,1,2:01.0,A. Burks misses 3-pt jump shot from 24 ft,,17,25
77,1,2:00.0,,Defensive rebound by Team,17,25
78,1,2:00.0,,T. Rozier enters the game for K. Irving,17,25
79,1,1:36.0,,A. Baynes misses 2-pt hook shot from 8 ft,17,25
80,1,1:33.0,Defensive rebound by E. Udoh,,17,25
81,1,1:19.0,R. Hood makes 2-pt jump shot from 10 ft,,19,25
82,1,1:01.0,,T. Rozier misses 3-pt jump shot from 26 ft,19,25
83,1,0:59.0,,Offensive rebound by Team,19,25
84,1,0:59.0,,J. Tatum enters the game for J. Brown,19,25
85,1,0:59.0,,D. Theis enters the game for A. Baynes,19,25
86,1,0:52.0,,Shooting foul by R. Hood (drawn by T. Rozier),19,25
87,1,0:52.0,,T. Rozier misses free throw 1 of 2,19,25
88,1,0:52.0,,Offensive rebound by Team,19,25
89,1,0:52.0,,T. Rozier makes free throw 2 of 2,19,26
90,1,0:34.0,A. Burks misses 2-pt jump shot from 6 ft,,19,26
91,1,0:31.0,,Defensive rebound by T. Rozier,19,26
92,1,0:25.0,,G. Yabusele enters the game for D. Theis,19,26
93,1,0:10.0,,M. Smart misses 3-pt jump shot from 32 ft,19,26
94,1,0:09.0,,Offensive rebound by Team,19,26
95,1,0:09.0,,Turnover by Team (shot clock),19,26
96,1,0:04.0,R. Rubio makes 2-pt layup from 2 ft,,21,26
97,1,0:00.0,,M. Smart misses 2-pt jump shot from 2 ft,21,26
98,1,0:00.0,,Offensive rebound by Team,21,26
99,2,11:40.0,,J. Tatum misses 2-pt layup from 2 ft,21,26
100,2,11:37.0,Defensive rebound by A. Burks,,21,26
101,2,11:31.0,Turnover by J. Johnson (lost ball; steal by S. Larkin),,21,26
102,2,11:29.0,Violation by A. Burks (kicked ball),,21,26
103,2,11:19.0,,T. Rozier misses 2-pt layup from 2 ft (block by R. Hood),21,26
104,2,11:17.0,Defensive rebound by R. Hood,,21,26
105,2,11:11.0,E. Udoh misses 2-pt hook shot from 1 ft,,21,26
106,2,11:07.0,,Defensive rebound by G. Yabusele,21,26
107,2,11:02.0,,M. Smart misses 2-pt layup from 2 ft,21,26
108,2,11:00.0,Defensive rebound by R. Rubio,,21,26
109,2,10:51.0,A. Burks makes 2-pt jump shot from 4 ft (assist by R. Rubio),,23,26
110,2,10:29.0,,Shooting foul by R. Rubio (drawn by S. Larkin),23,26
111,2,10:29.0,,S. Larkin makes free throw 1 of 2,23,27
112,2,10:29.0,,S. Larkin makes free throw 2 of 2,23,28
113,2,10:20.0,Personal foul by S. Larkin (drawn by R. Rubio),,23,28
114,2,10:20.0,J. Ingles enters the game for R. Rubio,,23,28
115,2,10:06.0,Shooting foul by J. Tatum (drawn by R. Hood),,23,28
116,2,10:06.0,R. Hood misses free throw 1 of 2,,23,28
117,2,10:06.0,Offensive rebound by Team,,23,28
118,2,10:06.0,R. Hood misses free throw 2 of 2,,23,28
119,2,10:04.0,,Defensive rebound by J. Tatum,23,28
120,2,9:44.0,,M. Smart misses 2-pt jump shot from 9 ft,23,28
121,2,9:38.0,Defensive rebound by E. Udoh,,23,28
122,2,9:31.0,R. Hood makes 3-pt jump shot from 27 ft (assist by J. Ingles),,26,28
123,2,9:30.0,,Boston full timeout,26,28
124,2,9:16.0,,J. Tatum misses 2-pt jump shot from 15 ft,26,28
125,2,9:13.0,Defensive rebound by E. Udoh,,26,28
126,2,8:54.0,J. Johnson misses 2-pt hook shot from 3 ft,,26,28
127,2,8:52.0,,Defensive rebound by M. Smart,26,28
128,2,8:49.0,,M. Smart misses 2-pt jump shot from 6 ft,26,28
129,2,8:49.0,Defensive rebound by J. Johnson,,26,28
130,2,8:27.0,R. Hood misses 2-pt jump shot from 5 ft,,26,28
131,2,8:22.0,Offensive rebound by E. Udoh,,26,28
132,2,8:16.0,,Offensive charge foul by A. Burks (drawn by M. Smart),26,28
133,2,8:16.0,Turnover by A. Burks (offensive foul),,26,28
134,2,8:16.0,,K. Irving enters the game for T. Rozier,26,28
135,2,8:16.0,,A. Baynes enters the game for G. Yabusele,26,28
136,2,8:16.0,,S. Ojeleye enters the game for M. Smart,26,28
137,2,8:16.0,D. Mitchell enters the game for R. Hood,,26,28
138,2,8:16.0,J. Jerebko enters the game for J. Johnson,,26,28
139,2,8:00.0,,J. Tatum misses 3-pt jump shot from 27 ft,26,28
140,2,7:56.0,Defensive rebound by D. Mitchell,,26,28
141,2,7:51.0,Offensive foul by E. Udoh (drawn by S. Larkin),,26,28
142,2,7:51.0,Turnover by E. Udoh (offensive foul),,26,28
143,2,7:36.0,,Turnover by K. Irving (bad pass),26,28
144,2,7:27.0,Personal foul by J. Tatum (drawn by E. Udoh),,26,28
145,2,7:27.0,,A. Horford enters the game for J. Tatum,26,28
146,2,7:19.0,D. Mitchell misses 2-pt jump shot from 10 ft,,26,28
147,2,7:16.0,,Defensive rebound by K. Irving,26,28
148,2,7:08.0,,Personal foul by A. Burks (drawn by K. Irving),26,28
149,2,7:08.0,D. Favors enters the game for A. Burks,,26,28
150,2,7:08.0,R. Rubio enters the game for E. Udoh,,26,28
151,2,6:55.0,,K. Irving misses 3-pt jump shot from 22 ft,26,28
152,2,6:50.0,Defensive rebound by R. Rubio,,26,28
153,2,6:44.0,D. Favors makes 2-pt layup from 3 ft (assist by R. Rubio),,28,28
154,2,6:27.0,,A. Baynes misses 2-pt jump shot from 7 ft,28,28
155,2,6:24.0,Defensive rebound by J. Ingles,,28,28
156,2,6:13.0,Turnover by J. Ingles (bad pass; steal by S. Ojeleye),,28,28
157,2,6:07.0,,S. Larkin misses 3-pt jump shot from 27 ft,28,28
158,2,6:01.0,,Offensive rebound by A. Horford,28,28
159,2,6:01.0,,A. Horford misses 2-pt layup from 5 ft,28,28
160,2,6:00.0,Defensive rebound by J. Jerebko,,28,28
161,2,5:50.0,D. Mitchell makes 2-pt layup from 2 ft,,30,28
162,2,5:43.0,,Shooting foul by D. Mitchell (drawn by K. Irving),30,28
163,2,5:43.0,,K. Irving makes free throw 1 of 2,30,29
164,2,5:43.0,,J. Brown enters the game for S. Larkin,30,29
165,2,5:43.0,,M. Smart enters the game for S. Ojeleye,30,29
166,2,5:43.0,,K. Irving makes free throw 2 of 2,30,30
167,2,5:34.0,D. Mitchell makes 2-pt layup from 2 ft,,32,30
168,2,5:34.0,Shooting foul by J. Brown (drawn by D. Mitchell),,32,30
169,2,5:34.0,D. Mitchell makes free throw 1 of 1,,33,30
170,2,5:26.0,,K. Irving misses 2-pt layup from 3 ft (block by J. Jerebko),33,30
171,2,5:24.0,Defensive rebound by J. Jerebko,,33,30
172,2,5:19.0,J. Jerebko misses 2-pt layup from 2 ft,,33,30
173,2,5:19.0,,Defensive rebound by A. Baynes,33,30
174,2,5:08.0,,K. Irving misses 2-pt layup from 3 ft,33,30
175,2,5:04.0,Defensive rebound by R. Rubio,,33,30
176,2,4:57.0,R. Rubio makes 2-pt jump shot from 17 ft (assist by D. Mitchell),,35,30
177,2,4:44.0,,A. Horford misses 3-pt jump shot from 26 ft,35,30
178,2,4:40.0,Defensive rebound by J. Ingles,,35,30
179,2,4:24.0,J. Jerebko misses 3-pt jump shot from 22 ft,,35,30
180,2,4:22.0,Offensive rebound by R. Rubio,,35,30
181,2,4:20.0,J. Ingles misses 3-pt jump shot from 26 ft,,35,30
182,2,4:18.0,,Defensive rebound by K. Irving,35,30
183,2,4:06.0,,J. Brown makes 2-pt layup from 6 ft (assist by K. Irving),35,32
184,2,4:06.0,,Shooting foul by D. Favors (drawn by J. Brown),35,32
185,2,4:06.0,,T. Rozier enters the game for A. Baynes,35,32
186,2,4:06.0,R. Hood enters the game for J. Jerebko,,35,32
187,2,4:06.0,E. Udoh enters the game for D. Favors,,35,32
188,2,4:06.0,,J. Brown misses free throw 1 of 1,35,32
189,2,4:03.0,Defensive rebound by R. Hood,,35,32
190,2,3:52.0,D. Mitchell makes 2-pt layup from 2 ft,,37,32
191,2,3:37.0,,K. Irving misses 2-pt layup from 3 ft,37,32
192,2,3:32.0,Defensive rebound by E. Udoh,,37,32
193,2,3:25.0,D. Mitchell misses 2-pt layup at rim,,37,32
194,2,3:22.0,,Defensive rebound by T. Rozier,37,32
195,2,3:10.0,,K. Irving makes 2-pt jump shot from 9 ft,37,34
196,2,2:56.0,R. Rubio makes 2-pt jump shot from 13 ft,,39,34
197,2,2:34.0,,Turnover by M. Smart (bad pass; steal by R. Hood),39,34
198,2,2:28.0,D. Mitchell misses 3-pt jump shot from 23 ft,,39,34
199,2,2:26.0,,Defensive rebound by A. Horford,39,34
200,2,2:07.0,,A. Horford makes 2-pt layup from 1 ft (assist by K. Irving),39,36
201,2,1:54.0,R. Rubio makes 2-pt layup from 2 ft,,41,36
202,2,1:43.0,,A. Horford misses 2-pt jump shot from 11 ft,41,36
203,2,1:39.0,Defensive rebound by J. Ingles,,41,36
204,2,1:33.0,R. Hood misses 2-pt layup from 1 ft (block by J. Brown),,41,36
205,2,1:28.0,Offensive rebound by R. Hood,,41,36
206,2,1:28.0,D. Mitchell misses 2-pt jump shot from 6 ft,,41,36
207,2,1:28.0,,Defensive rebound by Team,41,36
208,2,1:28.0,Utah full timeout,,41,36
209,2,1:08.0,,Turnover by M. Smart (bad pass; steal by R. Rubio),41,36
210,2,0:50.0,R. Rubio makes 2-pt jump shot from 11 ft (assist by D. Mitchell),,43,36
211,2,0:37.0,,Turnover by K. Irving (lost ball; steal by E. Udoh),43,36
212,2,0:32.0,R. Hood makes 3-pt jump shot from 26 ft,,46,36
213,2,0:18.0,,K. Irving makes 3-pt jump shot from 26 ft (assist by A. Horford),46,39
214,2,0:03.0,D. Mitchell misses 2-pt layup from 5 ft,,46,39
215,2,0:03.0,,Defensive rebound by Team,46,39
216,2,0:00.0,,M. Smart misses 3-pt jump shot from 28 ft,46,39
217,2,0:00.0,,Offensive rebound by Team,46,39
218,3,11:41.0,,K. Irving misses 2-pt jump shot from 10 ft,46,39
219,3,11:38.0,Defensive rebound by R. Rubio,,46,39
220,3,11:28.0,Turnover by R. Rubio (bad pass; steal by J. Brown),,46,39
221,3,11:20.0,,J. Brown makes 2-pt layup from 3 ft,46,41
222,3,11:01.0,Personal foul by J. Brown (drawn by D. Mitchell),,46,41
223,3,10:56.0,J. Jerebko makes 3-pt jump shot from 22 ft (assist by D. Mitchell),,49,41
224,3,10:41.0,,K. Irving makes 2-pt layup from 2 ft,49,43
225,3,10:41.0,,Shooting foul by R. Rubio (drawn by K. Irving),49,43
226,3,10:41.0,,K. Irving makes free throw 1 of 1,49,44
227,3,10:23.0,R. Rubio makes 2-pt layup from 2 ft,,51,44
228,3,10:15.0,,J. Brown misses 2-pt jump shot from 19 ft,51,44
229,3,10:13.0,Defensive rebound by R. Rubio,,51,44
230,3,10:09.0,R. Rubio makes 2-pt jump shot from 11 ft,,53,44
231,3,10:09.0,Shooting foul by K. Irving (drawn by R. Rubio),,53,44
232,3,10:09.0,,M. Smart enters the game for J. Brown,53,44
233,3,10:09.0,,T. Rozier enters the game for A. Baynes,53,44
234,3,10:09.0,R. Rubio makes free throw 1 of 1,,54,44
235,3,9:58.0,,K. Irving misses 3-pt jump shot from 26 ft,54,44
236,3,9:54.0,Defensive rebound by D. Mitchell,,54,44
237,3,9:39.0,J. Jerebko makes 2-pt hook shot from 4 ft (assist by J. Ingles),,56,44
238,3,9:19.0,,M. Smart makes 2-pt layup from 1 ft,56,46
239,3,9:00.0,R. Rubio makes 2-pt layup from 2 ft (assist by E. Udoh),,58,46
240,3,8:49.0,,A. Horford makes 2-pt dunk at rim (assist by M. Smart),58,48
241,3,8:36.0,Shooting foul by J. Tatum (drawn by J. Jerebko),,58,48
242,3,8:36.0,J. Jerebko makes free throw 1 of 3,,59,48
243,3,8:36.0,J. Jerebko makes free throw 2 of 3,,60,48
244,3,8:36.0,J. Jerebko makes free throw 3 of 3,,61,48
245,3,8:20.0,,T. Rozier misses 2-pt jump shot from 13 ft,61,48
246,3,8:17.0,Defensive rebound by E. Udoh,,61,48
247,3,8:10.0,D. Mitchell misses 2-pt jump shot from 8 ft,,61,48
248,3,8:07.0,,Defensive rebound by A. Horford,61,48
249,3,8:00.0,,M. Smart misses 3-pt jump shot from 22 ft,61,48
250,3,7:55.0,Defensive rebound by J. Ingles,,61,48
251,3,7:47.0,R. Rubio makes 3-pt jump shot from 26 ft (assist by D. Mitchell),,64,48
252,3,7:46.0,,Boston full timeout,64,48
253,3,7:46.0,,J. Brown enters the game for T. Rozier,64,48
254,3,7:46.0,J. Johnson enters the game for J. Jerebko,,64,48
255,3,7:24.0,,M. Smart makes 2-pt jump shot from 1 ft (assist by J. Tatum),64,50
256,3,7:08.0,E. Udoh makes 2-pt dunk from 2 ft (assist by D. Mitchell),,66,50
257,3,7:08.0,Shooting foul by J. Tatum (drawn by E. Udoh),,66,50
258,3,7:08.0,,S. Ojeleye enters the game for J. Tatum,66,50
259,3,7:08.0,E. Udoh makes free throw 1 of 1,,67,50
260,3,6:51.0,,Shooting foul by R. Rubio (drawn by K. Irving),67,50
261,3,6:51.0,,K. Irving makes free throw 1 of 2,67,51
262,3,6:51.0,R. Hood enters the game for R. Rubio,,67,51
263,3,6:51.0,,K. Irving makes free throw 2 of 2,67,52
264,3,6:29.0,R. Hood misses 3-pt jump shot from 24 ft,,67,52
265,3,6:25.0,,Defensive rebound by A. Horford,67,52
266,3,6:17.0,,M. Smart makes 2-pt jump shot from 5 ft,67,54
267,3,5:54.0,J. Johnson makes 2-pt layup from 2 ft,,69,54
268,3,5:48.0,,K. Irving makes 3-pt jump shot from 29 ft,69,57
269,3,5:23.0,R. Hood misses 2-pt jump shot from 18 ft,,69,57
270,3,5:22.0,,Defensive rebound by Team,69,57
271,3,5:22.0,Loose ball foul by E. Udoh (drawn by J. Brown),,69,57
272,3,5:22.0,J. Jerebko enters the game for E. Udoh,,69,57
273,3,5:11.0,,K. Irving misses 2-pt layup from 1 ft,69,57
274,3,5:09.0,Defensive rebound by D. Mitchell,,69,57
275,3,4:53.0,Personal foul by M. Smart (drawn by J. Johnson),,69,57
276,3,4:53.0,J. Johnson misses free throw 1 of 2,,69,57
277,3,4:53.0,Offensive rebound by Team,,69,57
278,3,4:53.0,A. Burks enters the game for J. Ingles,,69,57
279,3,4:53.0,J. Johnson makes free throw 2 of 2,,70,57
280,3,4:37.0,,K. Irving makes 2-pt layup from 1 ft (assist by A. Horford),70,59
281,3,4:28.0,J. Jerebko makes 2-pt layup from 1 ft (assist by D. Mitchell),,72,59
282,3,4:04.0,,K. Irving makes 2-pt layup from 1 ft,72,61
283,3,3:50.0,Shooting foul by S. Ojeleye (drawn by A. Burks),,72,61
284,3,3:50.0,A. Burks makes free throw 1 of 2,,73,61
285,3,3:50.0,,A. Baynes enters the game for A. Horford,73,61
286,3,3:50.0,A. Burks makes free throw 2 of 2,,74,61
287,3,3:40.0,,K. Irving misses 3-pt jump shot from 26 ft,74,61
288,3,3:34.0,Defensive rebound by A. Burks,,74,61
289,3,3:28.0,Turnover by A. Burks (traveling),,74,61
290,3,3:10.0,,M. Smart misses 2-pt layup from 5 ft,74,61
291,3,3:08.0,,Offensive rebound by M. Smart,74,61
292,3,3:05.0,,K. Irving makes 2-pt layup from 2 ft (assist by M. Smart),74,63
293,3,3:05.0,Utah full timeout,,74,63
294,3,3:05.0,E. Udoh enters the game for J. Jerebko,,74,63
295,3,2:49.0,R. Hood makes 3-pt jump shot from 26 ft,,77,63
296,3,2:27.0,,Turnover by A. Baynes (bad pass; steal by A. Burks),77,63
297,3,2:20.0,R. Hood misses 3-pt jump shot from 27 ft,,77,63
298,3,2:17.0,,Defensive rebound by A. Baynes,77,63
299,3,2:14.0,,Shooting foul by D. Mitchell (drawn by K. Irving),77,63
300,3,2:14.0,,K. Irving makes free throw 1 of 2,77,64
301,3,2:14.0,,S. Larkin enters the game for M. Smart,77,64
302,3,2:14.0,,K. Irving makes free throw 2 of 2,77,65
303,3,1:58.0,D. Mitchell misses 3-pt jump shot from 25 ft,,77,65
304,3,1:53.0,,Defensive rebound by K. Irving,77,65
305,3,1:46.0,,S. Ojeleye misses 3-pt jump shot from 23 ft,77,65
306,3,1:43.0,Defensive rebound by A. Burks,,77,65
307,3,1:37.0,Shooting foul by J. Brown (drawn by A. Burks),,77,65
308,3,1:37.0,A. Burks makes free throw 1 of 2,,78,65
309,3,1:37.0,,J. Tatum enters the game for K. Irving,78,65
310,3,1:37.0,,A. Horford enters the game for A. Baynes,78,65
311,3,1:37.0,A. Burks makes free throw 2 of 2,,79,65
312,3,1:25.0,,A. Horford misses 3-pt jump shot from 25 ft,79,65
313,3,1:22.0,Defensive rebound by J. Johnson,,79,65
314,3,1:19.0,,Offensive charge foul by D. Mitchell (drawn by S. Larkin),79,65
315,3,1:19.0,Turnover by D. Mitchell (offensive foul),,79,65
316,3,1:19.0,J. Ingles enters the game for D. Mitchell,,79,65
317,3,1:04.0,,A. Horford misses 2-pt hook shot from 6 ft,79,65
318,3,1:02.0,Defensive rebound by A. Burks,,79,65
319,3,0:53.0,A. Burks misses 2-pt jump shot from 15 ft,,79,65
320,3,0:51.0,,Defensive rebound by J. Brown,79,65
321,3,0:40.0,,A. Horford makes 2-pt layup at rim,79,67
322,3,0:21.0,J. Johnson misses 2-pt jump shot from 17 ft,,79,67
323,3,0:18.0,,Defensive rebound by J. Tatum,79,67
324,3,0:01.0,,J. Tatum misses 2-pt jump shot from 17 ft,79,67
325,3,0:01.0,Defensive rebound by A. Burks,,79,67
326,4,11:45.0,R. Hood misses 2-pt layup from 2 ft,,79,67
327,4,11:44.0,Offensive rebound by E. Udoh,,79,67
328,4,11:44.0,E. Udoh makes 2-pt dunk at rim,,81,67
329,4,11:28.0,,A. Horford makes 3-pt jump shot from 25 ft (assist by J. Tatum),81,70
330,4,11:07.0,R. Hood misses 3-pt jump shot from 26 ft,,81,70
331,4,11:07.0,,Defensive rebound by S. Ojeleye,81,70
332,4,10:59.0,,S. Larkin makes 2-pt layup at rim,81,72
333,4,10:40.0,R. Rubio misses 2-pt jump shot from 13 ft,,81,72
334,4,10:37.0,,Defensive rebound by T. Rozier,81,72
335,4,10:33.0,,S. Ojeleye misses 3-pt jump shot from 28 ft,81,72
336,4,10:31.0,Defensive rebound by J. Jerebko,,81,72
337,4,10:31.0,,M. Smart enters the game for S. Ojeleye,81,72
338,4,10:13.0,Turnover by E. Udoh (bad pass; steal by M. Smart),,81,72
339,4,10:06.0,,M. Smart misses 2-pt layup from 3 ft,81,72
340,4,10:04.0,Defensive rebound by J. Ingles,,81,72
341,4,9:52.0,J. Ingles makes 3-pt jump shot from 25 ft,,84,72
342,4,9:32.0,,Shooting foul by E. Udoh (drawn by J. Tatum),84,72
343,4,9:32.0,,J. Tatum makes free throw 1 of 2,84,73
344,4,9:32.0,A. Burks enters the game for E. Udoh,,84,73
345,4,9:32.0,,J. Tatum makes free throw 2 of 2,84,74
346,4,9:09.0,A. Burks misses 2-pt layup from 2 ft,,84,74
347,4,9:06.0,Offensive rebound by J. Jerebko,,84,74
348,4,9:06.0,J. Jerebko makes 2-pt layup at rim,,86,74
349,4,8:43.0,,S. Larkin makes 2-pt layup from 3 ft,86,76
350,4,8:31.0,R. Rubio misses 2-pt layup from 2 ft,,86,76
351,4,8:29.0,,Defensive rebound by S. Larkin,86,76
352,4,8:17.0,,Personal foul by J. Jerebko (drawn by A. Horford),86,76
353,4,8:17.0,,S. Ojeleye enters the game for J. Tatum,86,76
354,4,8:17.0,,K. Irving enters the game for A. Horford,86,76
355,4,8:17.0,D. Mitchell enters the game for J. Ingles,,86,76
356,4,8:10.0,,S. Ojeleye makes 2-pt layup from 2 ft (assist by M. Smart),86,78
357,4,8:10.0,,Shooting foul by J. Jerebko (drawn by S. Ojeleye),86,78
358,4,8:10.0,,S. Ojeleye misses free throw 1 of 1,86,78
359,4,8:08.0,Defensive rebound by D. Mitchell,,86,78
360,4,7:50.0,R. Rubio misses 2-pt jump shot from 19 ft,,86,78
361,4,7:46.0,,Defensive rebound by M. Smart,86,78
362,4,7:37.0,,S. Larkin misses 2-pt jump shot from 18 ft,86,78
363,4,7:34.0,Defensive rebound by A. Burks,,86,78
364,4,7:34.0,Personal foul by K. Irving (drawn by A. Burks),,86,78
365,4,7:20.0,Shooting foul by M. Smart (drawn by D. Mitchell),,86,78
366,4,7:20.0,D. Mitchell makes free throw 1 of 2,,87,78
367,4,7:20.0,J. Ingles enters the game for R. Hood,,87,78
368,4,7:20.0,D. Mitchell makes free throw 2 of 2,,88,78
369,4,7:03.0,,K. Irving misses 2-pt jump shot from 13 ft,88,78
370,4,7:00.0,Defensive rebound by J. Jerebko,,88,78
371,4,6:48.0,A. Burks misses 3-pt jump shot from 26 ft,,88,78
372,4,6:46.0,,Defensive rebound by Team,88,78
373,4,6:46.0,,Boston full timeout,88,78
374,4,6:46.0,,J. Brown enters the game for S. Ojeleye,88,78
375,4,6:29.0,,S. Larkin makes 3-pt jump shot from 26 ft (assist by K. Irving),88,81
376,4,6:10.0,J. Ingles misses 3-pt jump shot from 23 ft,,88,81
377,4,6:06.0,Offensive rebound by J. Jerebko,,88,81
378,4,6:01.0,A. Burks makes 2-pt layup from 1 ft (assist by R. Rubio),,90,81
379,4,5:43.0,,S. Larkin misses 3-pt jump shot from 23 ft,90,81
380,4,5:40.0,Defensive rebound by A. Burks,,90,81
381,4,5:31.0,D. Mitchell makes 3-pt jump shot from 26 ft,,93,81
382,4,5:13.0,,T. Rozier misses 3-pt jump shot from 25 ft,93,81
383,4,5:10.0,Defensive rebound by J. Ingles,,93,81
384,4,5:07.0,Personal foul by T. Rozier (drawn by A. Burks),,93,81
385,4,5:07.0,,A. Horford enters the game for S. Larkin,93,81
386,4,5:07.0,,J. Tatum enters the game for T. Rozier,93,81
387,4,5:07.0,E. Udoh enters the game for J. Jerebko,,93,81
388,4,5:07.0,R. Hood enters the game for A. Burks,,93,81
389,4,4:54.0,D. Mitchell makes 3-pt jump shot from 27 ft,,96,81
