,QUARTER,TIME_REMAINING,DENVER_ACTION,DETROIT_ACTION,DENVER_SCORE,DETROIT_SCORE
387,4,2:31.0,J. Murray misses 3-pt jump shot from 26 ft,,100,80
388,4,2:27.0,,Defensive rebound by L. Galloway,100,80
389,4,2:20.0,,H. Ellenson misses 2-pt jump shot from 9 ft,100,80
390,4,2:18.0,Defensive rebound by J. Hernangómez,,100,80
391,4,2:14.0,Turnover by J. Hernangómez (bad pass),,100,80
392,4,2:01.0,,L. Galloway misses 3-pt jump shot from 26 ft,100,80
393,4,1:58.0,,Offensive rebound by H. Ellenson,100,80
394,4,1:56.0,,H. Ellenson makes 2-pt layup from 1 ft,100,82
395,4,1:46.0,M. Morris misses 3-pt jump shot from 25 ft,,100,82
396,4,1:40.0,,Defensive rebound by E. Moreland,100,82
397,4,1:34.0,,H. Ellenson misses 2-pt hook shot from 4 ft,100,82
398,4,1:32.0,Defensive rebound by J. Murray,,100,82
399,4,1:21.0,Turnover by J. Hernangómez (bad pass),,100,82
400,4,1:21.0,D. Arthur enters the game for J. Murray,,100,82
401,4,1:07.0,Personal foul by S. Johnson (drawn by M. Morris),,100,82
402,4,1:07.0,,Turnover by S. Johnson (turnover),100,82
403,4,0:51.0,D. Arthur makes 3-pt jump shot from 28 ft (assist by M. Morris),,103,82
404,4,0:42.0,,I. Smith makes 2-pt layup at rim,103,84
405,4,0:42.0,Violation by T. Lyles (def goaltending),,103,84
406,4,0:21.0,M. Beasley misses 2-pt jump shot from 11 ft,,103,84
407,4,0:18.0,,Defensive rebound by E. Moreland,103,84
408,4,0:09.0,,S. Johnson misses 2-pt jump shot from 13 ft,103,84
409,4,0:07.0,,Offensive rebound by Team,103,84
410,4,0:01.0,,Turnover by H. Ellenson (bad pass; steal by J. Hernangómez),103,84
