,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,HOUSTON_ACTION,BROOKLYN_SCORE,HOUSTON_SCORE
379,4,5:59.0,Q. Acy misses 3-pt jump shot from 23 ft,,88,109
380,4,5:58.0,,Defensive rebound by T. Ariza,88,109
381,4,5:38.0,,C. Capela misses 2-pt hook shot from 5 ft,88,109
382,4,5:37.0,Defensive rebound by S. Kilpatrick,,88,109
383,4,5:27.0,Shooting foul by C. Capela (drawn by Q. Acy),,88,109
384,4,5:27.0,Q. Acy makes free throw 1 of 2,,89,109
385,4,5:27.0,,P. Tucker enters the game for T. Ariza,89,109
386,4,5:27.0,,L. Mbah a Moute enters the game for R. Anderson,89,109
387,4,5:27.0,Q. Acy makes free throw 2 of 2,,90,109
388,4,5:15.0,,C. Capela makes 2-pt layup at rim,90,111
389,4,5:15.0,,Shooting foul by J. Harris (drawn by C. Capela),90,111
390,4,5:15.0,,C. Capela makes free throw 1 of 1,90,112
391,4,4:58.0,I. Whitehead misses 3-pt jump shot from 25 ft,,90,112
392,4,4:56.0,,Defensive rebound by J. Harden,90,112
393,4,4:37.0,,C. Capela misses 2-pt hook shot from 2 ft,90,112
394,4,4:35.0,Defensive rebound by T. Mozgov,,90,112
395,4,4:16.0,S. Kilpatrick makes 3-pt jump shot from 25 ft (assist by I. Whitehead),,93,112
396,4,3:52.0,,E. Gordon misses 3-pt jump shot from 26 ft,93,112
397,4,3:51.0,Defensive rebound by J. Harris,,93,112
398,4,3:42.0,I. Whitehead makes 2-pt jump shot from 17 ft,,95,112
399,4,3:19.0,,Turnover by L. Mbah a Moute (traveling),95,112
400,4,3:19.0,,C. Paul enters the game for E. Gordon,95,112
401,4,3:09.0,I. Whitehead misses 2-pt layup at rim,,95,112
402,4,3:07.0,,Defensive rebound by C. Paul,95,112
403,4,3:05.0,,Personal foul by Q. Acy (drawn by C. Capela),95,112
404,4,3:01.0,,J. Harden makes 3-pt jump shot from 24 ft (assist by L. Mbah a Moute),95,115
405,4,2:38.0,T. Mozgov makes 2-pt dunk at rim (assist by S. Kilpatrick),,97,115
406,4,2:21.0,,C. Capela makes 2-pt dunk from 1 ft (assist by J. Harden),97,117
407,4,2:21.0,Brooklyn full timeout,,97,117
408,4,2:10.0,Turnover by S. Kilpatrick (lost ball; steal by P. Tucker),,97,117
409,4,1:59.0,,J. Harden misses 3-pt jump shot from 28 ft,97,117
410,4,1:54.0,,Offensive rebound by C. Paul,97,117
411,4,1:38.0,,J. Harden misses 3-pt jump shot from 25 ft,97,117
412,4,1:35.0,Defensive rebound by Q. Acy,,97,117
413,4,1:31.0,J. Harris misses 3-pt jump shot from 24 ft,,97,117
414,4,1:28.0,Offensive rebound by T. Mozgov,,97,117
415,4,1:28.0,Shooting foul by C. Paul (drawn by I. Whitehead),,97,117
416,4,1:28.0,I. Whitehead misses free throw 1 of 2,,97,117
417,4,1:28.0,Offensive rebound by Team,,97,117
418,4,1:28.0,,B. Weber enters the game for P. Tucker,97,117
419,4,1:28.0,,B. Brown enters the game for L. Mbah a Moute,97,117
420,4,1:28.0,,T. Black enters the game for J. Harden,97,117
421,4,1:28.0,,T. Williams enters the game for C. Paul,97,117
422,4,1:28.0,I. Whitehead makes free throw 2 of 2,,98,117
423,4,1:15.0,,Turnover by T. Williams (bad pass; steal by I. Whitehead),98,117
424,4,1:11.0,J. Harris makes 3-pt jump shot from 24 ft (assist by I. Whitehead),,101,117
425,4,0:57.0,,T. Black misses 3-pt jump shot from 23 ft,101,117
426,4,0:54.0,Defensive rebound by Q. Acy,,101,117
427,4,0:44.0,S. Kilpatrick misses 2-pt layup from 1 ft,,101,117
428,4,0:42.0,,Defensive rebound by C. Capela,101,117
429,4,0:28.0,,B. Brown misses 3-pt jump shot from 27 ft,101,117
430,4,0:25.0,Defensive rebound by I. Whitehead,,101,117
431,4,0:17.0,T. Mozgov makes 2-pt dunk from 1 ft (assist by I. Whitehead),,103,117
