,QUARTER,TIME_REMAINING,NEW YORK_ACTION,CLEVELAND_ACTION,NEW YORK_SCORE,CLEVELAND_SCORE
30,1,7:04.0,,K. Love makes 3-pt jump shot from 25 ft (assist by L. James),10,13
31,1,6:57.0,New York full timeout,,10,13
32,1,6:51.0,T. Hardaway misses 3-pt jump shot from 26 ft (block by J. Smith),,10,13
33,1,6:47.0,,Defensive rebound by L. James,10,13
34,1,6:37.0,,K. Love misses 2-pt jump shot from 15 ft,10,13
35,1,6:35.0,Defensive rebound by E. Freedom,,10,13
36,1,6:23.0,E. Freedom misses 2-pt layup from 3 ft,,10,13
37,1,6:23.0,Offensive rebound by Team,,10,13
38,1,6:21.0,C. Lee misses 2-pt jump shot from 19 ft,,10,13
39,1,6:18.0,,Defensive rebound by K. Love,10,13
40,1,6:14.0,,Turnover by L. James (bad pass; steal by E. Freedom),10,13
41,1,6:02.0,C. Lee makes 3-pt jump shot from 28 ft (assist by J. Jack),,13,13
42,1,5:47.0,,L. James misses 2-pt jump shot from 13 ft,13,13
43,1,5:43.0,Defensive rebound by J. Jack,,13,13
44,1,5:39.0,C. Lee misses 3-pt jump shot from 24 ft,,13,13
45,1,5:39.0,Offensive rebound by T. Hardaway,,13,13
46,1,5:33.0,T. Hardaway makes 2-pt jump shot from 12 ft,,15,13
47,1,5:22.0,,Turnover by D. Rose (lost ball; steal by C. Lee),15,13
48,1,5:19.0,T. Hardaway makes 2-pt dunk from 1 ft (assist by J. Jack),,17,13
49,1,5:19.0,,Cleveland full timeout,17,13
50,1,5:19.0,,J. Green enters the game for L. James,17,13
51,1,5:04.0,,J. Smith misses 3-pt jump shot from 25 ft,17,13
52,1,5:01.0,,Offensive rebound by K. Love,17,13
53,1,4:55.0,,D. Rose misses 2-pt jump shot from 18 ft,17,13
54,1,4:52.0,,Offensive rebound by D. Rose,17,13
55,1,4:49.0,,K. Love misses 3-pt jump shot from 22 ft,17,13
56,1,4:49.0,Defensive rebound by K. Porziņģis,,17,13
57,1,4:26.0,K. Porziņģis makes 2-pt jump shot from 14 ft,,19,13
58,1,4:14.0,,J. Smith misses 3-pt jump shot from 25 ft,19,13
59,1,4:12.0,Defensive rebound by C. Lee,,19,13
60,1,4:08.0,T. Hardaway misses 3-pt jump shot from 26 ft,,19,13
61,1,4:03.0,Offensive rebound by T. Hardaway,,19,13
62,1,4:03.0,T. Hardaway makes 3-pt jump shot from 24 ft,,22,13
63,1,3:50.0,,D. Rose makes 2-pt layup at rim,22,15
64,1,3:36.0,K. Porziņģis makes 2-pt jump shot from 13 ft,,24,15
65,1,3:24.0,,D. Wade enters the game for D. Rose,24,15
66,1,3:24.0,,K. Korver enters the game for J. Smith,24,15
67,1,3:24.0,D. McDermott enters the game for C. Lee,,24,15
68,1,3:24.0,F. Ntilikina enters the game for J. Jack,,24,15
69,1,3:17.0,,K. Love misses 3-pt jump shot from 25 ft,24,15
70,1,3:14.0,Defensive rebound by E. Freedom,,24,15
71,1,3:12.0,K. Porziņģis misses 2-pt layup from 1 ft (block by K. Korver),,24,15
72,1,3:12.0,Offensive rebound by Team,,24,15
73,1,3:09.0,K. Porziņģis misses 3-pt jump shot from 26 ft,,24,15
74,1,3:06.0,,Defensive rebound by J. Green,24,15
75,1,2:50.0,,J. Green makes 2-pt layup at rim (assist by D. Wade),24,17
76,1,2:50.0,,Shooting foul by E. Freedom (drawn by J. Green),24,17
77,1,2:50.0,,J. Crowder enters the game for T. Thompson,24,17
78,1,2:50.0,,J. Green misses free throw 1 of 1,24,17
79,1,2:48.0,Defensive rebound by K. Porziņģis,,24,17
80,1,2:34.0,E. Freedom misses 2-pt layup from 2 ft,,24,17
81,1,2:31.0,,Defensive rebound by J. Crowder,24,17
82,1,2:19.0,,J. Green misses 2-pt jump shot from 8 ft,24,17
83,1,2:16.0,,Offensive rebound by K. Love,24,17
84,1,2:11.0,,L. James enters the game for K. Love,24,17
85,1,2:11.0,L. Thomas enters the game for E. Freedom,,24,17
86,1,2:02.0,,K. Korver misses 2-pt layup from 1 ft,24,17
87,1,1:59.0,Defensive rebound by D. McDermott,,24,17
88,1,1:54.0,T. Hardaway makes 3-pt jump shot from 22 ft (assist by D. McDermott),,27,17
89,1,1:37.0,,D. Wade misses 2-pt jump shot from 16 ft,27,17
90,1,1:34.0,Defensive rebound by L. Thomas,,27,17
91,1,1:19.0,K. Porziņģis misses 2-pt layup from 2 ft (block by D. Wade),,27,17
92,1,1:15.0,,Defensive rebound by J. Crowder,27,17
93,1,1:11.0,,L. James makes 2-pt layup from 6 ft,27,19
94,1,0:48.0,K. Porziņģis makes 2-pt jump shot from 15 ft,,29,19
95,1,0:37.0,,Offensive foul by K. Korver (drawn by L. Thomas),29,19
96,1,0:37.0,,Turnover by K. Korver (offensive foul),29,19
97,1,0:15.0,K. Porziņģis misses 2-pt jump shot from 20 ft,,29,19
98,1,0:12.0,Offensive rebound by L. Thomas,,29,19
99,1,0:04.0,Personal foul by J. Green (drawn by T. Hardaway),,29,19
100,1,0:01.0,T. Hardaway misses 3-pt jump shot from 36 ft,,29,19
101,1,0:01.0,,Defensive rebound by L. James,29,19
102,2,11:45.0,,L. James makes 2-pt layup at rim (assist by D. Wade),29,21
103,2,11:31.0,F. Ntilikina misses 2-pt jump shot from 22 ft,,29,21
104,2,11:31.0,,Defensive rebound by D. Wade,29,21
105,2,11:22.0,,J. Crowder makes 3-pt jump shot from 27 ft (assist by L. James),29,24
106,2,10:58.0,F. Ntilikina makes 2-pt jump shot from 12 ft,,31,24
107,2,10:47.0,,J. Green misses 2-pt jump shot from 20 ft,31,24
108,2,10:44.0,Defensive rebound by F. Ntilikina,,31,24
109,2,10:39.0,D. McDermott makes 3-pt jump shot from 25 ft (assist by F. Ntilikina),,34,24
110,2,10:16.0,,D. Wade makes 2-pt layup from 1 ft (assist by L. James),34,26
111,2,10:04.0,Personal foul by K. Korver (drawn by D. McDermott),,34,26
112,2,9:49.0,Turnover by D. McDermott (bad pass; steal by L. James),,34,26
113,2,9:43.0,,L. James makes 2-pt layup from 1 ft,34,28
114,2,9:43.0,,Shooting foul by F. Ntilikina (drawn by L. James),34,28
115,2,9:43.0,,L. James makes free throw 1 of 1,34,29
116,2,9:33.0,Personal foul by J. Green (drawn by E. Freedom),,34,29
117,2,9:19.0,C. Lee misses 2-pt jump shot from 19 ft,,34,29
118,2,9:16.0,Offensive rebound by F. Ntilikina,,34,29
119,2,9:12.0,E. Freedom makes 2-pt dunk at rim (assist by F. Ntilikina),,36,29
120,2,8:58.0,,D. Wade makes 2-pt jump shot from 12 ft,36,31
121,2,8:44.0,Turnover by E. Freedom (traveling),,36,31
122,2,8:44.0,,D. Rose enters the game for J. Green,36,31
123,2,8:44.0,J. Jack enters the game for F. Ntilikina,,36,31
124,2,8:36.0,,D. Rose misses 2-pt layup from 2 ft,36,31
125,2,8:33.0,Defensive rebound by E. Freedom,,36,31
126,2,8:19.0,J. Jack misses 3-pt jump shot from 25 ft,,36,31
127,2,8:18.0,Offensive rebound by E. Freedom,,36,31
128,2,8:18.0,Shooting foul by J. Crowder (drawn by E. Freedom),,36,31
129,2,8:18.0,E. Freedom misses free throw 1 of 2,,36,31
130,2,8:18.0,Offensive rebound by Team,,36,31
131,2,8:18.0,E. Freedom makes free throw 2 of 2,,37,31
132,2,8:04.0,,D. Wade makes 2-pt jump shot from 17 ft,37,33
133,2,7:56.0,J. Jack misses 2-pt jump shot from 14 ft,,37,33
134,2,7:53.0,,Defensive rebound by L. James,37,33
135,2,7:51.0,,Personal foul by C. Lee (drawn by L. James),37,33
136,2,7:51.0,T. Hardaway enters the game for L. Thomas,,37,33
137,2,7:45.0,,K. Korver makes 2-pt jump shot from 19 ft (assist by D. Rose),37,35
138,2,7:30.0,Personal foul by D. Wade (drawn by T. Hardaway),,37,35
139,2,7:21.0,J. Jack misses 2-pt jump shot from 21 ft,,37,35
140,2,7:17.0,Offensive rebound by E. Freedom,,37,35
141,2,7:14.0,T. Hardaway makes 3-pt jump shot from 29 ft (assist by D. McDermott),,40,35
142,2,6:57.0,,Turnover by D. Wade (bad pass; steal by T. Hardaway),40,35
143,2,6:54.0,C. Lee makes 2-pt dunk from 1 ft (assist by T. Hardaway),,42,35
144,2,6:54.0,,Cleveland full timeout,42,35
145,2,6:54.0,,K. Love enters the game for D. Wade,42,35
146,2,6:54.0,K. Porziņģis enters the game for D. McDermott,,42,35
147,2,6:46.0,,Personal foul by C. Lee (drawn by L. James),42,35
148,2,6:36.0,,D. Rose makes 2-pt layup from 1 ft (assist by J. Crowder),42,37
149,2,6:24.0,Personal foul by K. Korver (drawn by T. Hardaway),,42,37
150,2,6:24.0,T. Hardaway makes free throw 1 of 2,,43,37
151,2,6:24.0,,J. Smith enters the game for K. Korver,43,37
152,2,6:24.0,T. Hardaway makes free throw 2 of 2,,44,37
153,2,6:16.0,,Personal foul by J. Jack (drawn by K. Love),44,37
154,2,6:11.0,,L. James makes 2-pt layup at rim (assist by K. Love),44,39
155,2,5:50.0,K. Porziņģis misses 2-pt jump shot from 15 ft,,44,39
156,2,5:46.0,,Defensive rebound by D. Rose,44,39
157,2,5:40.0,,K. Love misses 2-pt layup from 2 ft,44,39
158,2,5:37.0,Defensive rebound by E. Freedom,,44,39
159,2,5:33.0,C. Lee misses 3-pt jump shot from 23 ft,,44,39
160,2,5:33.0,Offensive rebound by E. Freedom,,44,39
161,2,5:23.0,T. Hardaway makes 2-pt layup at rim (assist by C. Lee),,46,39
162,2,5:07.0,,J. Crowder misses 2-pt layup from 7 ft (block by E. Freedom),46,39
163,2,5:07.0,,Offensive rebound by Team,46,39
164,2,5:07.0,,T. Thompson enters the game for L. James,46,39
165,2,5:07.0,,D. Wade enters the game for J. Crowder,46,39
166,2,5:04.0,,J. Smith makes 3-pt jump shot from 25 ft (assist by D. Wade),46,42
167,2,4:42.0,Shooting foul by T. Thompson (drawn by K. Porziņģis),,46,42
168,2,4:42.0,K. Porziņģis makes free throw 1 of 2,,47,42
169,2,4:42.0,K. Porziņģis misses free throw 2 of 2,,47,42
170,2,4:41.0,,Defensive rebound by Team,47,42
171,2,4:33.0,,K. Love misses 2-pt layup at rim,47,42
172,2,4:30.0,Defensive rebound by K. Porziņģis,,47,42
173,2,4:25.0,Shooting foul by D. Rose (drawn by K. Porziņģis),,47,42
174,2,4:25.0,K. Porziņģis makes free throw 1 of 2,,48,42
175,2,4:25.0,K. Porziņģis makes free throw 2 of 2,,49,42
176,2,4:17.0,,D. Rose makes 2-pt hook shot from 5 ft,49,44
177,2,4:17.0,,Shooting foul by E. Freedom (drawn by D. Rose),49,44
178,2,4:17.0,,D. Rose makes free throw 1 of 1,49,45
179,2,4:01.0,E. Freedom misses 2-pt layup from 2 ft (block by D. Wade),,49,45
180,2,3:55.0,,Defensive rebound by J. Smith,49,45
181,2,3:49.0,,J. Smith makes 2-pt layup from 1 ft,49,47
182,2,3:35.0,E. Freedom misses 2-pt layup from 1 ft (block by T. Thompson),,49,47
183,2,3:35.0,Offensive rebound by Team,,49,47
184,2,3:35.0,K. O'Quinn enters the game for E. Freedom,,49,47
185,2,3:32.0,K. Porziņģis misses 3-pt jump shot from 25 ft,,49,47
186,2,3:29.0,,Defensive rebound by D. Wade,49,47
187,2,3:27.0,,K. Love makes 2-pt layup at rim (assist by D. Wade),49,49
188,2,3:27.0,New York full timeout,,49,49
189,2,3:11.0,T. Hardaway makes 3-pt jump shot from 26 ft,,52,49
190,2,2:45.0,,J. Smith misses 3-pt jump shot from 27 ft,52,49
191,2,2:42.0,Defensive rebound by C. Lee,,52,49
192,2,2:39.0,K. Porziņģis makes 2-pt dunk at rim (assist by J. Jack),,54,49
193,2,2:24.0,,D. Rose misses 2-pt layup from 1 ft (block by K. O'Quinn),54,49
194,2,2:24.0,Defensive rebound by K. Porziņģis,,54,49
195,2,2:23.0,Turnover by K. Porziņģis (bad pass),,54,49
196,2,2:14.0,,Turnover by D. Wade (traveling),54,49
197,2,1:58.0,T. Hardaway makes 2-pt layup at rim,,56,49
198,2,1:43.0,,Personal foul by K. O'Quinn (drawn by K. Love),56,49
199,2,1:43.0,,K. Love makes free throw 1 of 2,56,50
200,2,1:43.0,,L. James enters the game for T. Thompson,56,50
201,2,1:43.0,L. Thomas enters the game for C. Lee,,56,50
202,2,1:43.0,,K. Love makes free throw 2 of 2,56,51
203,2,1:22.0,T. Hardaway makes 2-pt jump shot from 20 ft,,58,51
204,2,1:08.0,,Personal foul by T. Hardaway (drawn by J. Smith),58,51
205,2,1:08.0,,J. Smith misses free throw 1 of 2,58,51
206,2,1:08.0,,Offensive rebound by Team,58,51
207,2,1:08.0,,J. Smith makes free throw 2 of 2,58,52
208,2,0:56.0,K. Porziņģis makes 2-pt layup at rim (assist by L. Thomas),,60,52
209,2,0:38.0,,D. Wade misses 2-pt layup from 2 ft,60,52
210,2,0:38.0,,Offensive rebound by K. Love,60,52
211,2,0:38.0,,Shooting foul by K. O'Quinn (drawn by K. Love),60,52
212,2,0:38.0,,K. Love makes free throw 1 of 2,60,53
213,2,0:38.0,D. McDermott enters the game for T. Hardaway,,60,53
214,2,0:38.0,,K. Love makes free throw 2 of 2,60,54
215,2,0:22.0,J. Jack makes 2-pt jump shot from 15 ft,,62,54
216,2,0:02.0,,L. James misses 3-pt jump shot from 26 ft,62,54
217,2,0:02.0,Defensive rebound by K. Porziņģis,,62,54
218,3,11:51.0,,K. Love makes 3-pt jump shot from 26 ft (assist by D. Rose),62,57
219,3,11:36.0,C. Lee misses 3-pt jump shot from 23 ft,,62,57
220,3,11:36.0,Offensive rebound by K. Porziņģis,,62,57
221,3,11:25.0,K. Porziņģis misses 2-pt layup at rim,,62,57
222,3,11:21.0,Offensive rebound by E. Freedom,,62,57
223,3,11:21.0,E. Freedom makes 2-pt layup at rim,,64,57
224,3,11:20.0,,Personal foul by C. Lee (drawn by T. Thompson),64,57
225,3,11:10.0,,K. Love misses 3-pt jump shot from 23 ft,64,57
226,3,11:06.0,Defensive rebound by C. Lee,,64,57
227,3,10:53.0,K. Porziņģis makes 2-pt layup from 1 ft (assist by T. Hardaway),,66,57
228,3,10:34.0,,T. Thompson misses 2-pt jump shot from 9 ft,66,57
229,3,10:31.0,Defensive rebound by E. Freedom,,66,57
230,3,10:27.0,Offensive foul by K. Porziņģis (drawn by J. Smith),,66,57
231,3,10:27.0,Turnover by K. Porziņģis (offensive foul),,66,57
232,3,10:15.0,,D. Rose misses 2-pt jump shot from 19 ft,66,57
233,3,10:13.0,Defensive rebound by K. Porziņģis,,66,57
234,3,10:01.0,K. Porziņģis makes 2-pt jump shot from 14 ft,,68,57
235,3,10:01.0,Shooting foul by K. Love (drawn by K. Porziņģis),,68,57
236,3,10:01.0,K. Porziņģis makes free throw 1 of 1,,69,57
237,3,9:51.0,,L. James makes 3-pt jump shot from 25 ft,69,60
238,3,9:27.0,E. Freedom misses 2-pt layup from 2 ft,,69,60
239,3,9:25.0,,Defensive rebound by L. James,69,60
240,3,9:21.0,,L. James misses 3-pt jump shot from 25 ft,69,60
241,3,9:18.0,Defensive rebound by K. Porziņģis,,69,60
242,3,9:12.0,E. Freedom makes 2-pt hook shot from 8 ft (assist by C. Lee),,71,60
243,3,8:56.0,,K. Love misses 2-pt jump shot from 19 ft,71,60
244,3,8:56.0,Defensive rebound by K. Porziņģis,,71,60
245,3,8:48.0,J. Jack misses 2-pt jump shot from 18 ft,,71,60
246,3,8:45.0,,Defensive rebound by D. Rose,71,60
247,3,8:41.0,,D. Rose makes 2-pt layup from 1 ft,71,62
248,3,8:41.0,Violation by K. Porziņģis (def goaltending),,71,62
249,3,8:27.0,K. Porziņģis misses 3-pt jump shot from 25 ft,,71,62
250,3,8:24.0,,Defensive rebound by J. Smith,71,62
251,3,8:19.0,,Shooting foul by K. Porziņģis (drawn by T. Thompson),71,62
252,3,8:19.0,,T. Thompson misses free throw 1 of 2,71,62
253,3,8:19.0,,Offensive rebound by Team,71,62
254,3,8:19.0,,T. Thompson makes free throw 2 of 2,71,63
255,3,8:00.0,Shooting foul by T. Thompson (drawn by E. Freedom),,71,63
256,3,8:00.0,E. Freedom makes free throw 1 of 2,,72,63
257,3,8:00.0,E. Freedom misses free throw 2 of 2,,72,63
258,3,7:57.0,,Defensive rebound by J. Smith,72,63
259,3,7:39.0,,Turnover by L. James (out of bounds lost ball),72,63
260,3,7:26.0,Offensive foul by E. Freedom (drawn by D. Rose),,72,63
261,3,7:26.0,Turnover by E. Freedom (offensive foul),,72,63
262,3,7:11.0,,L. James misses 3-pt jump shot from 27 ft,72,63
263,3,7:11.0,Defensive rebound by Team,,72,63
264,3,7:11.0,,Loose ball foul by K. Love (drawn by K. Porziņģis),72,63
265,3,7:02.0,Personal foul by L. James (drawn by K. Porziņģis),,72,63
266,3,6:51.0,E. Freedom misses 2-pt hook shot from 12 ft,,72,63
267,3,6:48.0,,Defensive rebound by L. James,72,63
268,3,6:39.0,,K. Love misses 3-pt jump shot from 25 ft,72,63
269,3,6:36.0,Defensive rebound by T. Hardaway,,72,63
270,3,6:30.0,K. Porziņģis makes 2-pt jump shot from 10 ft (assist by T. Hardaway),,74,63
271,3,6:16.0,,D. Rose makes 2-pt layup from 1 ft,74,65
272,3,6:06.0,Turnover by T. Hardaway (bad pass; steal by L. James),,74,65
273,3,6:02.0,,L. James misses 2-pt layup from 2 ft (block by J. Jack),74,65
274,3,6:01.0,,Offensive rebound by L. James,74,65
275,3,5:59.0,,L. James misses 2-pt layup from 1 ft,74,65
276,3,5:58.0,Defensive rebound by K. Porziņģis,,74,65
277,3,5:53.0,Turnover by J. Jack (bad pass; steal by J. Smith),,74,65
278,3,5:45.0,,L. James makes 2-pt layup from 2 ft (assist by D. Rose),74,67
279,3,5:29.0,Personal foul by T. Thompson (drawn by K. Porziņģis),,74,67
280,3,5:29.0,,Cleveland full timeout,74,67
281,3,5:29.0,,J. Green enters the game for L. James,74,67
282,3,5:29.0,F. Ntilikina enters the game for J. Jack,,74,67
283,3,5:29.0,E. Freedom makes free throw 1 of 2,,75,67
284,3,5:29.0,D. McDermott enters the game for C. Lee,,75,67
285,3,5:29.0,E. Freedom makes free throw 2 of 2,,76,67
286,3,5:15.0,,D. Wade enters the game for D. Rose,76,67
287,3,5:15.0,K. O'Quinn enters the game for E. Freedom,,76,67
288,3,5:13.0,,Offensive foul by T. Thompson (drawn by F. Ntilikina),76,67
289,3,5:13.0,,Turnover by T. Thompson (offensive foul),76,67
290,3,5:13.0,,L. James enters the game for T. Thompson,76,67
291,3,4:56.0,Shooting foul by J. Green (drawn by T. Hardaway),,76,67
292,3,4:56.0,T. Hardaway makes free throw 1 of 2,,77,67
293,3,4:56.0,C. Lee enters the game for D. McDermott,,77,67
294,3,4:56.0,T. Hardaway makes free throw 2 of 2,,78,67
295,3,4:43.0,,J. Green misses 2-pt layup from 2 ft (block by K. Porziņģis),78,67
296,3,4:38.0,Defensive rebound by K. O'Quinn,,78,67
297,3,4:35.0,T. Hardaway makes 3-pt jump shot from 25 ft (assist by C. Lee),,81,67
298,3,4:26.0,,Personal foul by F. Ntilikina (drawn by D. Wade),81,67
299,3,4:26.0,,J. Crowder enters the game for K. Love,81,67
300,3,4:16.0,,L. James misses 2-pt jump shot from 21 ft,81,67
301,3,4:13.0,Defensive rebound by K. Porziņģis,,81,67
302,3,4:04.0,C. Lee makes 3-pt jump shot from 23 ft (assist by T. Hardaway),,84,67
303,3,3:48.0,,Shooting foul by F. Ntilikina (drawn by J. Smith),84,67
304,3,3:48.0,,J. Smith makes free throw 1 of 2,84,68
305,3,3:48.0,L. Thomas enters the game for K. Porziņģis,,84,68
306,3,3:48.0,,J. Smith makes free throw 2 of 2,84,69
307,3,3:33.0,L. Thomas makes 2-pt jump shot from 15 ft (assist by K. O'Quinn),,86,69
308,3,3:21.0,,D. Wade misses 3-pt jump shot from 25 ft,86,69
309,3,3:19.0,Defensive rebound by C. Lee,,86,69
310,3,3:04.0,L. Thomas misses 2-pt jump shot from 18 ft,,86,69
311,3,3:01.0,,Defensive rebound by J. Crowder,86,69
312,3,2:55.0,,J. Crowder misses 3-pt jump shot from 25 ft,86,69
313,3,2:50.0,Defensive rebound by K. O'Quinn,,86,69
314,3,2:40.0,Turnover by F. Ntilikina (bad pass),,86,69
315,3,2:40.0,New York full timeout,,86,69
316,3,2:40.0,,K. Korver enters the game for J. Smith,86,69
317,3,2:15.0,,J. Crowder misses 3-pt jump shot from 25 ft,86,69
318,3,2:13.0,Turnover by C. Lee (bad pass),,86,69
319,3,2:12.0,Defensive rebound by C. Lee,,86,69
320,3,2:05.0,,K. Korver misses 3-pt jump shot from 25 ft,86,69
321,3,1:53.0,,Offensive rebound by J. Green,86,69
322,3,1:53.0,,J. Green makes 2-pt layup at rim,86,71
323,3,1:39.0,F. Ntilikina makes 3-pt jump shot from 26 ft (assist by T. Hardaway),,89,71
324,3,1:24.0,,Shooting foul by K. O'Quinn (drawn by J. Green),89,71
325,3,1:24.0,,J. Green makes free throw 1 of 2,89,72
326,3,1:24.0,,J. Green makes free throw 2 of 2,89,73
327,3,1:09.0,T. Hardaway misses 3-pt jump shot from 29 ft,,89,73
328,3,1:06.0,,Defensive rebound by J. Crowder,89,73
329,3,1:01.0,,J. Green misses 3-pt jump shot from 23 ft,89,73
330,3,0:58.0,Defensive rebound by F. Ntilikina,,89,73
331,3,0:57.0,Shooting foul by D. Wade (drawn by T. Hardaway),,89,73
332,3,0:57.0,T. Hardaway makes free throw 1 of 2,,90,73
333,3,0:57.0,T. Hardaway misses free throw 2 of 2,,90,73
334,3,0:55.0,,Defensive rebound by K. Korver,90,73
335,3,0:45.0,,Personal foul by T. Hardaway (drawn by K. Korver),90,73
336,3,0:45.0,,K. Korver makes free throw 1 of 2,90,74
337,3,0:45.0,,K. Korver makes free throw 2 of 2,90,75
338,3,0:29.0,K. O'Quinn misses 2-pt jump shot from 16 ft,,90,75
339,3,0:26.0,Offensive rebound by L. Thomas,,90,75
340,3,0:08.0,T. Hardaway makes 2-pt layup from 1 ft,,92,75
341,3,0:01.0,,Turnover by L. James (lost ball; steal by F. Ntilikina),92,75
342,3,0:00.0,F. Ntilikina misses 3-pt jump shot from 33 ft,,92,75
343,3,0:00.0,Offensive rebound by Team,,92,75
344,4,11:38.0,L. Thomas misses 2-pt layup from 2 ft,,92,75
345,4,11:35.0,,Defensive rebound by K. Love,92,75
346,4,11:33.0,,Turnover by L. James (bad pass; steal by F. Ntilikina),92,75
347,4,11:20.0,T. Hardaway misses 2-pt jump shot from 10 ft,,92,75
348,4,11:17.0,,Defensive rebound by D. Wade,92,75
349,4,11:05.0,,Personal block foul by T. Hardaway (drawn by K. Love),92,75
350,4,10:54.0,,Personal foul by C. Lee (drawn by K. Korver),92,75
351,4,10:54.0,D. McDermott enters the game for C. Lee,,92,75
352,4,10:48.0,,Shooting foul by F. Ntilikina (drawn by K. Love),92,75
353,4,10:48.0,,K. Love makes free throw 1 of 2,92,76
354,4,10:48.0,,K. Love makes free throw 2 of 2,92,77
355,4,10:35.0,F. Ntilikina misses 3-pt jump shot from 25 ft,,92,77
356,4,10:33.0,,Defensive rebound by K. Korver,92,77
357,4,10:26.0,K. Porziņģis enters the game for K. O'Quinn,,92,77
358,4,10:14.0,,K. Korver makes 3-pt jump shot from 26 ft (assist by L. James),92,80
359,4,9:57.0,Turnover by K. Porziņģis (lost ball; steal by D. Wade),,92,80
360,4,9:52.0,,Turnover by J. Crowder (bad pass; steal by T. Hardaway),92,80
361,4,9:46.0,T. Hardaway misses 3-pt jump shot from 22 ft,,92,80
362,4,9:43.0,,Defensive rebound by L. James,92,80
363,4,9:40.0,,Shooting foul by K. Porziņģis (drawn by J. Crowder),92,80
364,4,9:40.0,,J. Crowder makes free throw 1 of 2,92,81
365,4,9:40.0,J. Jack enters the game for F. Ntilikina,,92,81
366,4,9:40.0,,J. Crowder makes free throw 2 of 2,92,82
367,4,9:25.0,Shooting foul by K. Love (drawn by T. Hardaway),,92,82
368,4,9:25.0,T. Hardaway makes free throw 1 of 2,,93,82
369,4,9:25.0,E. Freedom enters the game for L. Thomas,,93,82
370,4,9:25.0,T. Hardaway makes free throw 2 of 2,,94,82
371,4,9:15.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by D. Wade),94,85
372,4,8:50.0,K. Porziņģis misses 2-pt jump shot from 14 ft,,94,85
373,4,8:46.0,,Defensive rebound by K. Korver,94,85
374,4,8:42.0,,Personal foul by D. McDermott (drawn by K. Love),94,85
375,4,8:42.0,,K. Love misses free throw 1 of 2,94,85
376,4,8:42.0,,Offensive rebound by Team,94,85
377,4,8:42.0,C. Lee enters the game for D. McDermott,,94,85
378,4,8:42.0,,K. Love makes free throw 2 of 2,94,86
379,4,8:32.0,J. Jack misses 2-pt jump shot from 16 ft,,94,86
380,4,8:28.0,,Defensive rebound by K. Love,94,86
381,4,8:21.0,New York full timeout,,94,86
382,4,8:20.0,,L. James makes 2-pt layup from 1 ft (assist by K. Korver),94,88
383,4,8:06.0,T. Hardaway misses 2-pt layup from 3 ft,,94,88
384,4,8:02.0,,Defensive rebound by J. Crowder,94,88
385,4,7:52.0,,D. Wade misses 2-pt jump shot from 13 ft,94,88
386,4,7:50.0,Defensive rebound by C. Lee,,94,88
387,4,7:33.0,C. Lee makes 2-pt jump shot from 1 ft,,96,88
388,4,7:08.0,,L. James misses 2-pt jump shot from 13 ft,96,88
