,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,LA LAKERS_ACTION,WASHINGTON_SCORE,LA LAKERS_SCORE
383,4,5:32.0,M. Gortat misses 2-pt layup from 1 ft (block by B. Ingram),,85,78
384,4,5:29.0,,Defensive rebound by J. Randle,85,78
385,4,5:25.0,,L. Ball misses 2-pt layup from 2 ft,85,78
386,4,5:20.0,Defensive rebound by J. Wall,,85,78
387,4,5:16.0,K. Oubre misses 3-pt jump shot from 26 ft,,85,78
388,4,5:13.0,,Defensive rebound by J. Randle,85,78
389,4,4:59.0,,K. Kuzma misses 3-pt jump shot from 24 ft,85,78
390,4,4:56.0,Defensive rebound by M. Scott,,85,78
391,4,4:47.0,J. Wall misses 2-pt layup from 3 ft,,85,78
392,4,4:47.0,Offensive rebound by Team,,85,78
393,4,4:46.0,Washington full timeout,,85,78
394,4,4:40.0,M. Gortat misses 2-pt dunk from 2 ft,,85,78
395,4,4:36.0,,Defensive rebound by B. Ingram,85,78
396,4,4:29.0,,K. Kuzma makes 2-pt layup at rim (assist by K. Caldwell-Pope),85,80
397,4,4:08.0,M. Scott misses 2-pt jump shot from 7 ft,,85,80
398,4,4:05.0,,Defensive rebound by J. Randle,85,80
399,4,4:01.0,,K. Caldwell-Pope misses 2-pt jump shot from 13 ft,85,80
400,4,4:01.0,,Offensive rebound by B. Ingram,85,80
401,4,3:55.0,,B. Ingram misses 2-pt layup at rim,85,80
402,4,3:54.0,,Offensive rebound by L. Ball,85,80
403,4,3:51.0,,K. Caldwell-Pope makes 3-pt jump shot from 26 ft (assist by L. Ball),85,83
404,4,3:33.0,J. Wall misses 2-pt jump shot from 18 ft,,85,83
405,4,3:30.0,,Defensive rebound by B. Ingram,85,83
406,4,3:28.0,,B. Ingram makes 2-pt jump shot from 17 ft,85,85
407,4,3:26.0,Washington full timeout,,85,85
408,4,3:26.0,O. Porter enters the game for M. Scott,,85,85
409,4,3:13.0,M. Gortat makes 2-pt hook shot from 1 ft (assist by J. Wall),,87,85
410,4,2:57.0,,J. Randle misses 2-pt layup from 2 ft,87,85
411,4,2:53.0,Defensive rebound by M. Gortat,,87,85
412,4,2:51.0,K. Oubre makes 2-pt layup from 1 ft (assist by J. Wall),,89,85
413,4,2:40.0,,K. Kuzma misses 3-pt jump shot from 25 ft,89,85
414,4,2:33.0,Defensive rebound by J. Wall,,89,85
415,4,2:23.0,J. Wall misses 2-pt layup at rim (block by J. Randle),,89,85
416,4,2:18.0,,Defensive rebound by K. Caldwell-Pope,89,85
417,4,2:18.0,,L. Ball misses 2-pt layup from 2 ft (block by B. Beal),89,85
418,4,2:18.0,,Offensive rebound by Team,89,85
419,4,2:08.0,,Turnover by K. Kuzma (traveling),89,85
420,4,1:48.0,B. Beal makes 2-pt layup from 1 ft,,91,85
421,4,1:35.0,,B. Ingram makes 2-pt jump shot from 15 ft,91,87
422,4,1:13.0,J. Wall misses 2-pt jump shot from 11 ft,,91,87
423,4,1:09.0,,Defensive rebound by L. Ball,91,87
424,4,0:49.0,,K. Kuzma misses 3-pt jump shot from 26 ft,91,87
425,4,0:49.0,Defensive rebound by M. Gortat,,91,87
426,4,0:29.0,B. Beal misses 2-pt jump shot from 20 ft,,91,87
427,4,0:23.0,,Defensive rebound by L. Ball,91,87
428,4,0:20.0,,J. Randle makes 3-pt jump shot from 26 ft (assist by L. Ball),91,90
429,4,0:14.0,Personal foul by J. Randle (drawn by J. Wall),,91,90
430,4,0:14.0,Washington full timeout,,91,90
431,4,0:12.0,Personal foul by B. Ingram (drawn by B. Beal),,91,90
432,4,0:12.0,M. Scott enters the game for M. Gortat,,91,90
433,4,0:12.0,B. Beal misses free throw 2 of 2,,91,90
434,4,0:12.0,,Defensive rebound by J. Randle,91,90
435,4,0:12.0,B. Beal makes free throw 1 of 2,,92,90
436,4,0:12.0,,LA Lakers full timeout,92,90
437,4,0:12.0,,B. Lopez enters the game for J. Randle,92,90
438,4,0:08.0,,Personal foul by K. Oubre (drawn by B. Ingram),92,90
439,4,0:01.0,B. Beal misses 3-pt jump shot from 23 ft,,92,90
440,4,0:01.0,Offensive rebound by Team,,92,90
441,4,0:00.0,,B. Ingram misses 2-pt layup at rim,92,90
442,4,0:00.0,,Offensive rebound by B. Ingram,92,90
443,4,0:00.0,,B. Ingram makes 2-pt layup at rim,92,92
444,4,0:00.0,Washington full timeout,,92,92
445,4,0:00.0,M. Gortat enters the game for M. Scott,,92,92
446,1OT,4:48.0,Personal foul by B. Ingram (drawn by M. Gortat),,92,92
447,1OT,4:42.0,B. Beal makes 2-pt layup from 2 ft,,94,92
448,1OT,4:29.0,,L. Ball misses 3-pt jump shot from 25 ft,94,92
449,1OT,4:22.0,Defensive rebound by M. Gortat,,94,92
450,1OT,4:05.0,J. Wall misses 3-pt jump shot from 26 ft,,94,92
451,1OT,4:01.0,,Defensive rebound by J. Randle,94,92
452,1OT,3:55.0,,Turnover by J. Randle (lost ball; steal by B. Beal),94,92
453,1OT,3:44.0,Shooting foul by J. Randle (drawn by M. Gortat),,94,92
454,1OT,3:44.0,M. Gortat misses free throw 1 of 2,,94,92
455,1OT,3:44.0,Offensive rebound by Team,,94,92
456,1OT,3:44.0,M. Gortat misses free throw 2 of 2,,94,92
457,1OT,3:41.0,,Defensive rebound by J. Randle,94,92
458,1OT,3:19.0,,L. Ball makes 2-pt layup from 2 ft (assist by J. Randle),94,94
459,1OT,2:54.0,Turnover by Team (shot clock),,94,94
460,1OT,2:52.0,J. Wall misses 2-pt jump shot from 13 ft (block by J. Randle),,94,94
461,1OT,2:52.0,Offensive rebound by Team,,94,94
462,1OT,2:40.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,94,94
463,1OT,2:35.0,Defensive rebound by B. Beal,,94,94
464,1OT,2:27.0,Shooting foul by K. Caldwell-Pope (drawn by B. Beal),,94,94
465,1OT,2:27.0,B. Beal misses free throw 1 of 2,,94,94
466,1OT,2:27.0,Offensive rebound by Team,,94,94
467,1OT,2:27.0,B. Beal makes free throw 2 of 2,,95,94
468,1OT,2:13.0,,K. Kuzma makes 3-pt jump shot from 25 ft (assist by L. Ball),95,97
469,1OT,2:00.0,B. Beal makes 2-pt jump shot from 2 ft,,97,97
470,1OT,1:45.0,,L. Ball misses 3-pt jump shot from 26 ft,97,97
471,1OT,1:45.0,,Offensive rebound by Team,97,97
472,1OT,1:45.0,Loose ball foul by O. Porter (drawn by K. Kuzma),,97,97
473,1OT,1:45.0,,LA Lakers full timeout,97,97
474,1OT,1:45.0,J. Meeks enters the game for O. Porter,,97,97
475,1OT,1:27.0,,Turnover by K. Kuzma (offensive goaltending),97,97
476,1OT,1:08.0,J. Wall makes 2-pt layup from 2 ft,,99,97
477,1OT,0:58.0,,K. Caldwell-Pope makes 3-pt jump shot from 23 ft (assist by L. Ball),99,100
478,1OT,0:38.0,B. Beal misses 3-pt jump shot from 24 ft,,99,100
479,1OT,0:35.0,,Defensive rebound by L. Ball,99,100
480,1OT,0:16.0,,K. Kuzma misses 3-pt jump shot from 24 ft,99,100
481,1OT,0:16.0,Defensive rebound by B. Beal,,99,100
482,1OT,0:15.0,Washington full timeout,,99,100
483,1OT,0:11.0,J. Wall misses 2-pt layup from 2 ft (block by J. Randle),,99,100
484,1OT,0:11.0,,Defensive rebound by Team,99,100
485,1OT,0:11.0,M. Scott enters the game for M. Gortat,,99,100
486,1OT,0:04.0,,J. Randle makes 2-pt dunk from 2 ft (assist by B. Ingram),99,102
487,1OT,0:04.0,Washington full timeout,,99,102
488,1OT,0:01.0,J. Wall misses 3-pt jump shot from 26 ft,,99,102
489,1OT,0:01.0,Offensive rebound by Team,,99,102
