,QUARTER,TIME_REMAINING,UTAH_ACTION,SAN ANTONIO_ACTION,UTAH_SCORE,SAN ANTONIO_SCORE
383,4,4:35.0,,B. Forbes misses 2-pt jump shot from 6 ft,106,99
384,4,4:33.0,Defensive rebound by R. Rubio,,106,99
385,4,4:21.0,,P. Mills enters the game for B. Forbes,106,99
386,4,4:16.0,Personal foul by T. Parker (drawn by R. Rubio),,106,99
387,4,4:07.0,Shooting foul by L. Aldridge (drawn by J. Ingles),,106,99
388,4,4:07.0,J. Ingles makes free throw 1 of 2,,107,99
389,4,4:07.0,J. Ingles makes free throw 2 of 2,,108,99
390,4,3:53.0,,T. Parker makes 2-pt jump shot from 10 ft,108,101
391,4,3:35.0,D. Favors misses 2-pt layup from 3 ft (block by L. Aldridge),,108,101
392,4,3:34.0,,Defensive rebound by T. Parker,108,101
393,4,3:26.0,,D. Green misses 3-pt jump shot from 26 ft,108,101
394,4,3:26.0,,Offensive rebound by Team,108,101
395,4,3:22.0,,Shooting foul by J. Ingles (drawn by L. Aldridge),108,101
396,4,3:22.0,,L. Aldridge makes free throw 1 of 2,108,102
397,4,3:22.0,,L. Aldridge makes free throw 2 of 2,108,103
398,4,3:08.0,D. Favors makes 2-pt dunk at rim (assist by R. Rubio),,110,103
399,4,3:08.0,Shooting foul by T. Parker (drawn by D. Favors),,110,103
400,4,3:08.0,,B. Forbes enters the game for T. Parker,110,103
401,4,3:08.0,D. Favors misses free throw 1 of 1,,110,103
402,4,3:05.0,,Defensive rebound by D. Green,110,103
403,4,2:56.0,,L. Aldridge makes 2-pt dunk from 1 ft (assist by M. Ginóbili),110,105
404,4,2:41.0,Turnover by R. Rubio (bad pass),,110,105
405,4,2:41.0,R. Gobert enters the game for D. Favors,,110,105
406,4,2:29.0,,M. Ginóbili makes 2-pt layup at rim,110,107
407,4,2:08.0,Personal foul by L. Aldridge (drawn by R. Rubio),,110,107
408,4,2:08.0,R. Rubio makes free throw 1 of 2,,111,107
409,4,2:08.0,R. Rubio makes free throw 2 of 2,,112,107
410,4,1:58.0,,Shooting foul by R. Gobert (drawn by M. Ginóbili),112,107
411,4,1:58.0,,M. Ginóbili makes free throw 1 of 2,112,108
412,4,1:58.0,,M. Ginóbili makes free throw 2 of 2,112,109
413,4,1:42.0,J. Ingles misses 3-pt jump shot from 26 ft,,112,109
414,4,1:38.0,,Defensive rebound by B. Forbes,112,109
415,4,1:31.0,,Turnover by P. Mills (bad pass; steal by R. O'Neale),112,109
416,4,1:29.0,R. O'Neale makes 2-pt dunk from 1 ft,,114,109
417,4,1:16.0,,B. Forbes misses 3-pt jump shot from 25 ft,114,109
418,4,1:13.0,Defensive rebound by R. Neto,,114,109
419,4,1:01.0,Personal foul by L. Aldridge (drawn by R. Gobert),,114,109
420,4,1:01.0,R. Gobert makes free throw 1 of 2,,115,109
421,4,1:01.0,,P. Gasol enters the game for D. Green,115,109
422,4,1:01.0,D. Favors enters the game for R. Neto,,115,109
423,4,1:01.0,R. Gobert makes free throw 2 of 2,,116,109
424,4,1:01.0,,San Antonio full timeout,116,109
425,4,1:01.0,,D. Green enters the game for P. Gasol,116,109
426,4,1:01.0,R. Neto enters the game for D. Favors,,116,109
427,4,0:51.0,,M. Ginóbili misses 3-pt jump shot from 24 ft,116,109
428,4,0:47.0,Defensive rebound by R. O'Neale,,116,109
429,4,0:44.0,Personal foul by M. Ginóbili (drawn by R. Rubio),,116,109
430,4,0:44.0,R. Rubio makes free throw 1 of 2,,117,109
431,4,0:44.0,R. Rubio makes free throw 2 of 2,,118,109
432,4,0:37.0,,L. Aldridge misses 2-pt layup from 1 ft,118,109
433,4,0:36.0,Defensive rebound by R. Gobert,,118,109
434,4,0:36.0,Personal foul by M. Ginóbili (drawn by R. Gobert),,118,109
435,4,0:36.0,R. Gobert makes free throw 1 of 2,,119,109
436,4,0:36.0,,D. Bertāns enters the game for P. Mills,119,109
437,4,0:36.0,,D. Murray enters the game for L. Aldridge,119,109
438,4,0:36.0,,J. Lauvergne enters the game for M. Ginóbili,119,109
439,4,0:36.0,,D. Hilliard enters the game for D. Green,119,109
440,4,0:36.0,R. Gobert makes free throw 2 of 2,,120,109
441,4,0:27.0,,D. Hilliard misses 2-pt layup at rim (block by R. Gobert),120,109
442,4,0:25.0,,Offensive rebound by D. Murray,120,109
443,4,0:25.0,,Shooting foul by J. Ingles (drawn by D. Bertāns),120,109
444,4,0:25.0,,D. Bertāns makes free throw 1 of 3,120,110
445,4,0:25.0,,D. Bertāns misses free throw 2 of 3,120,110
446,4,0:25.0,,Offensive rebound by Team,120,110
447,4,0:25.0,,D. Bertāns makes free throw 3 of 3,120,111
448,4,0:00.0,Turnover by Team (shot clock),,120,111
