,QUARTER,TIME_REMAINING,BOSTON_ACTION,LA CLIPPERS_ACTION,BOSTON_SCORE,LA CLIPPERS_SCORE
46,1,5:36.0,,Turnover by M. Teodosić (lost ball; steal by J. Brown),14,13
47,1,5:31.0,J. Brown makes 2-pt layup from 2 ft,,16,13
48,1,5:22.0,,T. Wallace misses 2-pt jump shot from 4 ft,16,13
49,1,5:19.0,,Offensive rebound by D. Jordan,16,13
50,1,5:18.0,,Turnover by D. Jordan (bad pass; steal by K. Irving),16,13
51,1,5:15.0,J. Tatum misses 3-pt jump shot from 26 ft,,16,13
52,1,5:10.0,,Defensive rebound by D. Jordan,16,13
53,1,5:00.0,,D. Jordan makes 2-pt dunk from 1 ft (assist by T. Wallace),16,15
54,1,4:39.0,A. Baynes makes 2-pt dunk from 1 ft (assist by K. Irving),,18,15
55,1,4:24.0,,W. Johnson makes 2-pt jump shot from 19 ft (assist by M. Teodosić),18,17
56,1,4:11.0,K. Irving misses 3-pt jump shot from 25 ft,,18,17
57,1,4:09.0,,Defensive rebound by B. Griffin,18,17
58,1,4:05.0,,W. Johnson misses 2-pt layup at rim,18,17
59,1,4:01.0,Defensive rebound by A. Baynes,,18,17
60,1,3:57.0,K. Irving makes 2-pt layup from 1 ft (assist by A. Baynes),,20,17
61,1,3:43.0,,M. Teodosić misses 3-pt jump shot from 26 ft,20,17
62,1,3:42.0,Defensive rebound by A. Baynes,,20,17
63,1,3:42.0,Boston full timeout,,20,17
64,1,3:42.0,,L. Williams enters the game for M. Teodosić,20,17
65,1,3:42.0,S. Ojeleye enters the game for J. Tatum,,20,17
66,1,3:42.0,T. Rozier enters the game for M. Morris,,20,17
67,1,3:28.0,K. Irving misses 3-pt jump shot from 25 ft,,20,17
68,1,3:25.0,Offensive rebound by S. Ojeleye,,20,17
69,1,3:19.0,K. Irving misses 3-pt jump shot from 22 ft,,20,17
70,1,3:17.0,,Defensive rebound by W. Johnson,20,17
71,1,3:10.0,,L. Williams misses 3-pt jump shot from 25 ft,20,17
72,1,3:08.0,,Offensive rebound by D. Jordan,20,17
73,1,3:08.0,,Shooting foul by S. Ojeleye (drawn by D. Jordan),20,17
74,1,3:08.0,,D. Jordan makes free throw 1 of 2,20,18
75,1,3:08.0,,D. Jordan misses free throw 2 of 2,20,18
76,1,3:05.0,Defensive rebound by S. Ojeleye,,20,18
77,1,3:01.0,S. Ojeleye misses 2-pt layup from 2 ft,,20,18
78,1,2:55.0,Offensive rebound by S. Ojeleye,,20,18
79,1,2:51.0,Turnover by S. Ojeleye (turnover),,20,18
80,1,2:51.0,Loose ball foul by S. Ojeleye (drawn by B. Griffin),,20,18
81,1,2:48.0,,Personal take foul by S. Ojeleye (drawn by D. Jordan),20,18
82,1,2:48.0,,D. Jordan makes free throw 1 of 2,20,19
83,1,2:48.0,,D. Jordan misses free throw 2 of 2,20,19
84,1,2:46.0,Defensive rebound by J. Brown,,20,19
85,1,2:36.0,A. Baynes makes 2-pt jump shot from 19 ft (assist by T. Rozier),,22,19
86,1,2:13.0,,Turnover by B. Griffin (traveling),22,19
87,1,2:13.0,,M. Harrell enters the game for D. Jordan,22,19
88,1,2:13.0,S. Larkin enters the game for K. Irving,,22,19
89,1,2:00.0,S. Larkin makes 3-pt jump shot from 26 ft (assist by T. Rozier),,25,19
90,1,1:46.0,,B. Griffin misses 2-pt dunk at rim,25,19
91,1,1:44.0,Defensive rebound by J. Brown,,25,19
92,1,1:40.0,J. Brown misses 2-pt jump shot from 19 ft,,25,19
93,1,1:37.0,,Defensive rebound by Team,25,19
94,1,1:37.0,,S. Dekker enters the game for B. Griffin,25,19
95,1,1:22.0,,W. Johnson misses 2-pt jump shot from 17 ft,25,19
96,1,1:17.0,Defensive rebound by T. Rozier,,25,19
97,1,1:13.0,T. Rozier misses 3-pt jump shot from 26 ft,,25,19
98,1,1:13.0,Offensive rebound by Team,,25,19
99,1,1:13.0,,Loose ball foul by M. Harrell (drawn by A. Baynes),25,19
100,1,1:13.0,,M. Teodosić enters the game for T. Wallace,25,19
101,1,1:13.0,,S. Thornwell enters the game for W. Johnson,25,19
102,1,1:13.0,D. Theis enters the game for A. Baynes,,25,19
103,1,0:59.0,S. Larkin misses 2-pt jump shot from 19 ft,,25,19
104,1,0:58.0,,Defensive rebound by M. Harrell,25,19
105,1,0:58.0,,Shooting foul by S. Ojeleye (drawn by S. Dekker),25,19
106,1,0:58.0,,S. Dekker misses free throw 1 of 2,25,19
107,1,0:58.0,,Offensive rebound by Team,25,19
108,1,0:58.0,,S. Dekker makes free throw 2 of 2,25,20
109,1,0:47.0,Turnover by J. Brown (traveling),,25,20
110,1,0:33.0,,Turnover by M. Harrell (traveling),25,20
111,1,0:20.0,S. Larkin misses 2-pt jump shot from 15 ft,,25,20
112,1,0:16.0,,Defensive rebound by M. Harrell,25,20
113,1,0:00.0,,M. Harrell makes 2-pt dunk from 1 ft (assist by S. Dekker),25,22
114,2,11:47.0,Turnover by J. Tatum (bad pass),,25,22
115,2,11:34.0,,M. Harrell makes 2-pt dunk from 2 ft (assist by L. Williams),25,24
116,2,11:17.0,T. Rozier misses 2-pt jump shot from 19 ft,,25,24
117,2,11:15.0,,Defensive rebound by M. Harrell,25,24
118,2,11:09.0,,L. Williams makes 2-pt layup from 1 ft,25,26
119,2,10:57.0,J. Tatum makes 2-pt jump shot from 18 ft (assist by D. Theis),,27,26
120,2,10:36.0,,S. Dekker misses 2-pt jump shot from 7 ft,27,26
121,2,10:31.0,,Offensive rebound by M. Harrell,27,26
122,2,10:31.0,,M. Harrell misses 2-pt layup at rim,27,26
123,2,10:30.0,Defensive rebound by J. Tatum,,27,26
124,2,10:27.0,S. Ojeleye misses 3-pt jump shot from 25 ft,,27,26
125,2,10:26.0,,Defensive rebound by Team,27,26
126,2,10:13.0,,Shooting foul by D. Theis (drawn by M. Harrell),27,26
127,2,10:13.0,,M. Harrell makes free throw 1 of 2,27,27
128,2,10:13.0,A. Nader enters the game for S. Ojeleye,,27,27
129,2,10:13.0,,M. Harrell makes free throw 2 of 2,27,28
130,2,10:03.0,D. Theis makes 3-pt jump shot from 27 ft (assist by J. Tatum),,30,28
131,2,9:53.0,,Turnover by L. Williams (bad pass; steal by D. Theis),30,28
132,2,9:36.0,T. Rozier misses 2-pt jump shot from 12 ft,,30,28
133,2,9:34.0,,Defensive rebound by M. Teodosić,30,28
134,2,9:31.0,,Turnover by S. Dekker (bad pass),30,28
135,2,9:21.0,S. Larkin misses 2-pt jump shot from 18 ft,,30,28
136,2,9:17.0,,Defensive rebound by M. Teodosić,30,28
137,2,9:09.0,,L. Williams misses 2-pt jump shot from 20 ft,30,28
138,2,9:04.0,,Offensive rebound by M. Harrell,30,28
139,2,9:04.0,,M. Harrell makes 2-pt layup at rim,30,30
140,2,8:52.0,J. Tatum makes 3-pt jump shot from 25 ft (assist by D. Theis),,33,30
141,2,8:41.0,,Personal foul by T. Rozier (drawn by M. Teodosić),33,30
142,2,8:30.0,,M. Harrell makes 2-pt hook shot from 4 ft,33,32
143,2,8:10.0,T. Rozier makes 2-pt jump shot from 5 ft,,35,32
144,2,8:06.0,,Shooting foul by J. Tatum (drawn by S. Dekker),35,32
145,2,8:06.0,,S. Dekker makes free throw 1 of 2,35,33
146,2,8:06.0,,S. Dekker makes free throw 2 of 2,35,34
147,2,7:54.0,Personal foul by M. Harrell (drawn by D. Theis),,35,34
148,2,7:40.0,J. Tatum misses 2-pt jump shot from 18 ft,,35,34
149,2,7:37.0,,Defensive rebound by S. Dekker,35,34
150,2,7:31.0,,S. Dekker misses 2-pt layup from 2 ft,35,34
151,2,7:28.0,,Offensive rebound by M. Harrell,35,34
152,2,7:28.0,,M. Harrell misses 2-pt layup at rim,35,34
153,2,7:28.0,Defensive rebound by T. Rozier,,35,34
154,2,7:28.0,Shooting foul by S. Thornwell (drawn by T. Rozier),,35,34
155,2,7:28.0,T. Rozier makes free throw 1 of 2,,36,34
156,2,7:28.0,M. Morris enters the game for J. Tatum,,36,34
157,2,7:28.0,,D. Jordan enters the game for M. Harrell,36,34
158,2,7:28.0,,B. Griffin enters the game for S. Dekker,36,34
159,2,7:28.0,T. Rozier makes free throw 2 of 2,,37,34
160,2,7:16.0,,L. Williams misses 2-pt jump shot from 19 ft,37,34
161,2,7:13.0,Defensive rebound by D. Theis,,37,34
162,2,7:03.0,T. Rozier makes 2-pt layup from 1 ft,,39,34
163,2,7:03.0,,LA Clippers full timeout,39,34
164,2,7:03.0,,W. Johnson enters the game for S. Thornwell,39,34
165,2,6:54.0,,Personal foul by D. Theis (drawn by B. Griffin),39,34
166,2,6:44.0,,B. Griffin misses 2-pt layup from 4 ft (block by D. Theis),39,34
167,2,6:40.0,Defensive rebound by D. Theis,,39,34
168,2,6:29.0,S. Larkin misses 2-pt jump shot from 13 ft,,39,34
169,2,6:27.0,,Defensive rebound by B. Griffin,39,34
170,2,6:17.0,,Personal foul by A. Nader (drawn by L. Williams),39,34
171,2,6:17.0,,L. Williams makes free throw 1 of 2,39,35
172,2,6:17.0,,T. Wallace enters the game for M. Teodosić,39,35
173,2,6:17.0,K. Irving enters the game for T. Rozier,,39,35
174,2,6:17.0,,L. Williams misses free throw 2 of 2,39,35
175,2,6:15.0,Defensive rebound by D. Theis,,39,35
176,2,6:08.0,M. Morris makes 3-pt jump shot from 25 ft (assist by S. Larkin),,42,35
177,2,5:56.0,,Turnover by T. Wallace (bad pass; steal by M. Morris),42,35
178,2,5:51.0,A. Nader makes 3-pt jump shot from 26 ft (assist by K. Irving),,45,35
179,2,5:49.0,,LA Clippers full timeout,45,35
180,2,5:39.0,,Personal foul by D. Theis (drawn by B. Griffin),45,35
181,2,5:39.0,,B. Griffin misses free throw 1 of 2,45,35
182,2,5:39.0,,Offensive rebound by Team,45,35
183,2,5:39.0,,B. Griffin makes free throw 2 of 2,45,36
184,2,5:20.0,Shooting foul by D. Jordan (drawn by M. Morris),,45,36
185,2,5:20.0,M. Morris makes free throw 1 of 2,,46,36
186,2,5:20.0,A. Baynes enters the game for D. Theis,,46,36
187,2,5:20.0,M. Morris makes free throw 2 of 2,,47,36
188,2,5:10.0,,L. Williams makes 2-pt layup from 1 ft,47,38
189,2,5:00.0,K. Irving misses 2-pt jump shot from 5 ft,,47,38
190,2,5:00.0,,Defensive rebound by Team,47,38
191,2,5:00.0,,Personal foul by A. Baynes (drawn by D. Jordan),47,38
192,2,5:00.0,,D. Jordan misses free throw 1 of 2,47,38
193,2,5:00.0,,Offensive rebound by Team,47,38
194,2,5:00.0,J. Brown enters the game for A. Nader,,47,38
195,2,5:00.0,,D. Jordan makes free throw 2 of 2,47,39
196,2,4:46.0,M. Morris misses 3-pt jump shot from 26 ft,,47,39
197,2,4:44.0,,Defensive rebound by D. Jordan,47,39
198,2,4:41.0,,B. Griffin makes 2-pt layup from 1 ft (assist by L. Williams),47,41
199,2,4:22.0,M. Morris makes 2-pt jump shot from 20 ft (assist by K. Irving),,49,41
200,2,4:17.0,,Personal take foul by J. Brown (drawn by D. Jordan),49,41
201,2,4:17.0,,D. Jordan misses free throw 1 of 2,49,41
202,2,4:17.0,,Offensive rebound by Team,49,41
203,2,4:17.0,,D. Jordan misses free throw 2 of 2,49,41
204,2,4:16.0,,Offensive rebound by Team,49,41
205,2,4:16.0,Loose ball foul by A. Baynes (drawn by B. Griffin),,49,41
206,2,4:16.0,,B. Griffin makes free throw 1 of 2,49,42
207,2,4:16.0,,B. Griffin makes free throw 2 of 2,49,43
208,2,4:01.0,Offensive foul by A. Baynes (drawn by D. Jordan),,49,43
209,2,4:01.0,Turnover by A. Baynes (offensive foul),,49,43
210,2,3:42.0,,B. Griffin misses 3-pt jump shot from 25 ft,49,43
211,2,3:39.0,,Offensive rebound by D. Jordan,49,43
212,2,3:39.0,,Personal foul by M. Morris (drawn by D. Jordan),49,43
213,2,3:39.0,,L. Williams makes technical free throw,49,44
214,2,3:39.0,,D. Jordan makes free throw 1 of 2,49,45
215,2,3:39.0,J. Tatum enters the game for S. Larkin,,49,45
216,2,3:39.0,,D. Jordan makes free throw 2 of 2,49,46
217,2,3:29.0,Shooting foul by T. Wallace (drawn by K. Irving),,49,46
218,2,3:29.0,K. Irving makes free throw 1 of 3,,50,46
219,2,3:29.0,K. Irving makes free throw 2 of 3,,51,46
220,2,3:29.0,K. Irving makes free throw 3 of 3,,52,46
221,2,3:20.0,,D. Jordan makes 2-pt dunk from 1 ft (assist by L. Williams),52,48
222,2,3:08.0,Turnover by J. Tatum (bad pass; steal by W. Johnson),,52,48
223,2,3:05.0,,Turnover by B. Griffin (bad pass),52,48
224,2,3:05.0,Boston full timeout,,52,48
225,2,2:47.0,J. Brown misses 3-pt jump shot from 24 ft,,52,48
226,2,2:43.0,,Defensive rebound by B. Griffin,52,48
227,2,2:41.0,,Shooting block foul by M. Morris (drawn by L. Williams),52,48
228,2,2:41.0,,L. Williams makes free throw 1 of 2,52,49
229,2,2:41.0,,L. Williams misses free throw 2 of 2,52,49
230,2,2:38.0,Defensive rebound by A. Baynes,,52,49
231,2,2:26.0,J. Tatum makes 2-pt layup from 1 ft (assist by J. Brown),,54,49
232,2,2:11.0,,D. Jordan makes 2-pt layup from 1 ft (assist by L. Williams),54,51
233,2,1:49.0,M. Morris makes 2-pt jump shot from 10 ft,,56,51
234,2,1:40.0,,L. Williams misses 3-pt jump shot from 28 ft,56,51
235,2,1:38.0,Defensive rebound by J. Tatum,,56,51
236,2,1:28.0,M. Morris misses 3-pt jump shot from 22 ft,,56,51
237,2,1:25.0,Offensive rebound by J. Tatum,,56,51
238,2,1:23.0,J. Tatum misses 2-pt layup from 1 ft,,56,51
239,2,1:20.0,,Defensive rebound by D. Jordan,56,51
240,2,1:18.0,,B. Griffin makes 2-pt layup from 1 ft (assist by D. Jordan),56,53
241,2,1:00.0,K. Irving makes 3-pt jump shot from 25 ft,,59,53
242,2,0:41.0,,L. Williams misses 3-pt jump shot from 26 ft,59,53
243,2,0:39.0,Defensive rebound by J. Tatum,,59,53
244,2,0:30.0,J. Tatum makes 3-pt jump shot from 25 ft (assist by K. Irving),,62,53
245,2,0:11.0,,L. Williams makes 2-pt jump shot from 19 ft,62,55
246,2,0:01.0,K. Irving misses 3-pt jump shot from 25 ft,,62,55
247,2,0:01.0,Offensive rebound by Team,,62,55
248,3,11:48.0,J. Tatum makes 2-pt layup from 1 ft (assist by J. Brown),,64,55
249,3,11:35.0,,B. Griffin misses 2-pt jump shot from 14 ft,64,55
250,3,11:29.0,Defensive rebound by K. Irving,,64,55
251,3,11:20.0,A. Baynes makes 2-pt hook shot from 5 ft (assist by M. Morris),,66,55
252,3,11:05.0,,T. Wallace misses 2-pt hook shot from 5 ft,66,55
253,3,11:02.0,Defensive rebound by K. Irving,,66,55
254,3,10:54.0,J. Brown misses 2-pt hook shot from 8 ft,,66,55
255,3,10:53.0,,Defensive rebound by Team,66,55
256,3,10:37.0,,B. Griffin misses 3-pt jump shot from 26 ft,66,55
257,3,10:34.0,Defensive rebound by J. Tatum,,66,55
258,3,10:18.0,J. Tatum misses 2-pt jump shot from 17 ft,,66,55
259,3,10:17.0,Offensive rebound by A. Baynes,,66,55
260,3,10:17.0,A. Baynes makes 2-pt layup at rim,,68,55
261,3,10:17.0,,LA Clippers full timeout,68,55
262,3,9:57.0,,Shooting foul by A. Baynes (drawn by B. Griffin),68,55
263,3,9:57.0,,B. Griffin makes free throw 1 of 2,68,56
264,3,9:57.0,,B. Griffin makes free throw 2 of 2,68,57
265,3,9:36.0,J. Brown misses 3-pt jump shot from 25 ft,,68,57
266,3,9:32.0,Offensive rebound by M. Morris,,68,57
267,3,9:31.0,K. Irving misses 3-pt jump shot from 26 ft,,68,57
268,3,9:31.0,,Defensive rebound by Team,68,57
269,3,9:11.0,,B. Griffin misses 2-pt jump shot from 15 ft,68,57
270,3,9:09.0,Defensive rebound by J. Brown,,68,57
271,3,9:02.0,Turnover by J. Brown (bad pass),,68,57
272,3,8:53.0,,Turnover by M. Teodosić (traveling),68,57
273,3,8:34.0,J. Tatum makes 2-pt jump shot from 16 ft,,70,57
274,3,8:20.0,,B. Griffin makes 3-pt jump shot from 25 ft (assist by M. Teodosić),70,60
275,3,8:03.0,K. Irving misses 3-pt jump shot from 27 ft,,70,60
276,3,8:03.0,,Defensive rebound by Team,70,60
277,3,8:03.0,Loose ball foul by A. Baynes (drawn by W. Johnson),,70,60
278,3,8:03.0,,L. Williams enters the game for M. Teodosić,70,60
279,3,8:03.0,D. Theis enters the game for A. Baynes,,70,60
280,3,7:47.0,,B. Griffin makes 2-pt layup from 1 ft (assist by W. Johnson),70,62
281,3,7:30.0,J. Tatum misses 2-pt jump shot from 18 ft,,70,62
282,3,7:26.0,,Defensive rebound by D. Jordan,70,62
283,3,7:22.0,,T. Wallace makes 2-pt layup from 2 ft (assist by L. Williams),70,64
284,3,7:09.0,M. Morris misses 3-pt jump shot from 26 ft,,70,64
285,3,7:06.0,,Defensive rebound by D. Jordan,70,64
286,3,7:00.0,,B. Griffin misses 3-pt jump shot from 26 ft,70,64
287,3,6:57.0,Defensive rebound by K. Irving,,70,64
288,3,6:51.0,Turnover by M. Morris (bad pass; steal by W. Johnson),,70,64
289,3,6:47.0,,T. Wallace makes 2-pt layup from 1 ft (assist by W. Johnson),70,66
290,3,6:33.0,K. Irving makes 2-pt jump shot from 15 ft,,72,66
291,3,6:12.0,,T. Wallace makes 3-pt jump shot from 23 ft (assist by W. Johnson),72,69
292,3,5:55.0,D. Theis misses 3-pt jump shot from 26 ft,,72,69
293,3,5:53.0,,Defensive rebound by W. Johnson,72,69
294,3,5:48.0,,Turnover by D. Jordan (bad pass),72,69
295,3,5:34.0,J. Brown misses 2-pt layup from 3 ft (block by L. Williams),,72,69
296,3,5:34.0,Offensive rebound by J. Brown,,72,69
297,3,5:34.0,Personal foul by L. Williams (drawn by J. Brown),,72,69
298,3,5:34.0,T. Rozier enters the game for J. Tatum,,72,69
299,3,5:24.0,M. Morris misses 2-pt jump shot from 20 ft,,72,69
300,3,5:20.0,,Defensive rebound by B. Griffin,72,69
301,3,5:18.0,,T. Wallace misses 2-pt layup from 1 ft,72,69
302,3,5:18.0,,Offensive rebound by Team,72,69
303,3,5:18.0,S. Ojeleye enters the game for M. Morris,,72,69
304,3,5:12.0,,Turnover by L. Williams (bad pass; steal by J. Brown),72,69
305,3,5:10.0,Personal foul by L. Williams (drawn by D. Theis),,72,69
306,3,5:02.0,K. Irving misses 2-pt jump shot from 15 ft,,72,69
307,3,5:00.0,Offensive rebound by D. Theis,,72,69
308,3,5:00.0,D. Theis misses 2-pt layup at rim,,72,69
309,3,5:00.0,,Defensive rebound by Team,72,69
310,3,4:53.0,,L. Williams misses 2-pt jump shot from 10 ft,72,69
311,3,4:49.0,Defensive rebound by K. Irving,,72,69
312,3,4:46.0,K. Irving makes 2-pt jump shot from 9 ft,,74,69
313,3,4:41.0,,Personal foul by J. Brown (drawn by L. Williams),74,69
314,3,4:30.0,,T. Wallace makes 2-pt layup from 1 ft (assist by B. Griffin),74,71
315,3,4:13.0,J. Brown makes 2-pt dunk from 1 ft (assist by K. Irving),,76,71
316,3,4:01.0,,L. Williams misses 2-pt jump shot from 20 ft,76,71
317,3,3:54.0,,Offensive rebound by D. Jordan,76,71
318,3,3:54.0,,D. Jordan misses 2-pt layup at rim,76,71
319,3,3:53.0,Defensive rebound by J. Brown,,76,71
320,3,3:52.0,J. Brown misses 2-pt layup from 1 ft (block by W. Johnson),,76,71
321,3,3:49.0,Defensive rebound by Team,,76,71
322,3,3:44.0,T. Rozier makes 2-pt jump shot from 17 ft,,78,71
323,3,3:34.0,,L. Williams misses 3-pt jump shot from 23 ft,78,71
324,3,3:31.0,Defensive rebound by K. Irving,,78,71
325,3,3:25.0,T. Rozier misses 3-pt jump shot from 25 ft,,78,71
326,3,3:20.0,,Defensive rebound by D. Jordan,78,71
327,3,3:18.0,,Shooting foul by D. Theis (drawn by L. Williams),78,71
328,3,3:18.0,,L. Williams makes free throw 1 of 2,78,72
329,3,3:18.0,,S. Thornwell enters the game for D. Jordan,78,72
330,3,3:18.0,,M. Harrell enters the game for W. Johnson,78,72
331,3,3:18.0,S. Larkin enters the game for K. Irving,,78,72
332,3,3:18.0,,L. Williams makes free throw 2 of 2,78,73
333,3,3:01.0,J. Brown misses 3-pt jump shot from 25 ft,,78,73
334,3,2:57.0,Offensive rebound by T. Rozier,,78,73
335,3,2:55.0,S. Ojeleye makes 3-pt jump shot from 24 ft (assist by S. Larkin),,81,73
336,3,2:39.0,,L. Williams misses 2-pt layup at rim,81,73
337,3,2:35.0,Defensive rebound by D. Theis,,81,73
338,3,2:33.0,Shooting foul by S. Thornwell (drawn by J. Brown),,81,73
339,3,2:33.0,Boston full timeout,,81,73
340,3,2:33.0,J. Brown misses free throw 1 of 2,,81,73
341,3,2:33.0,Offensive rebound by Team,,81,73
342,3,2:33.0,J. Brown makes free throw 2 of 2,,82,73
343,3,2:22.0,,Turnover by M. Harrell (bad pass; steal by S. Ojeleye),82,73
344,3,2:16.0,Turnover by S. Larkin (lost ball; steal by L. Williams),,82,73
345,3,2:11.0,,Turnover by L. Williams (bad pass; steal by T. Rozier),82,73
346,3,1:58.0,Shooting foul by M. Harrell (drawn by D. Theis),,82,73
347,3,1:58.0,D. Theis makes free throw 1 of 2,,83,73
348,3,1:58.0,,M. Teodosić enters the game for T. Wallace,83,73
349,3,1:58.0,,S. Dekker enters the game for B. Griffin,83,73
350,3,1:58.0,D. Theis makes free throw 2 of 2,,84,73
351,3,1:47.0,,M. Teodosić misses 3-pt jump shot from 24 ft,84,73
352,3,1:43.0,Defensive rebound by D. Theis,,84,73
353,3,1:34.0,Personal foul by M. Teodosić (drawn by T. Rozier),,84,73
354,3,1:34.0,T. Rozier makes free throw 1 of 2,,85,73
355,3,1:34.0,T. Rozier makes free throw 2 of 2,,86,73
356,3,1:12.0,,M. Teodosić misses 3-pt jump shot from 25 ft (block by S. Larkin),86,73
357,3,1:08.0,Defensive rebound by J. Brown,,86,73
358,3,1:06.0,Turnover by J. Brown (turnover),,86,73
359,3,1:06.0,Loose ball foul by J. Brown (drawn by S. Thornwell),,86,73
360,3,1:06.0,,S. Thornwell makes free throw 1 of 2,86,74
361,3,1:06.0,,S. Thornwell makes free throw 2 of 2,86,75
362,3,0:42.0,S. Larkin misses 3-pt jump shot from 25 ft,,86,75
363,3,0:39.0,Offensive rebound by Team,,86,75
364,3,0:39.0,,Loose ball foul by M. Harrell (drawn by J. Brown),86,75
365,3,0:39.0,J. Brown makes free throw 1 of 2,,87,75
366,3,0:39.0,J. Tatum enters the game for D. Theis,,87,75
367,3,0:39.0,J. Brown makes free throw 2 of 2,,88,75
368,3,0:30.0,,Personal foul by J. Brown (drawn by L. Williams),88,75
369,3,0:30.0,,L. Williams makes free throw 1 of 2,88,76
370,3,0:30.0,D. Theis enters the game for J. Brown,,88,76
371,3,0:30.0,,L. Williams makes free throw 2 of 2,88,77
372,3,0:13.0,T. Rozier makes 3-pt jump shot from 25 ft (assist by S. Larkin),,91,77
373,3,0:07.0,,L. Williams misses 3-pt jump shot from 27 ft,91,77
374,3,0:04.0,,Offensive rebound by M. Harrell,91,77
375,3,0:03.0,,Turnover by M. Harrell (bad pass; steal by J. Tatum),91,77
376,4,11:47.0,,L. Williams makes 3-pt jump shot from 25 ft (assist by M. Teodosić),91,80
377,4,11:18.0,S. Ojeleye makes 2-pt jump shot from 3 ft,,93,80
378,4,11:13.0,,Turnover by L. Williams (traveling),93,80
379,4,10:58.0,S. Larkin misses 3-pt jump shot from 26 ft,,93,80
380,4,10:58.0,,Defensive rebound by Team,93,80
381,4,10:41.0,,L. Williams makes 2-pt jump shot from 18 ft (assist by M. Harrell),93,82
382,4,10:19.0,S. Ojeleye makes 3-pt jump shot from 25 ft (assist by S. Larkin),,96,82
383,4,9:57.0,,L. Williams misses 2-pt jump shot from 10 ft,96,82
384,4,9:55.0,Defensive rebound by D. Theis,,96,82
385,4,9:47.0,T. Rozier misses 2-pt jump shot from 3 ft,,96,82
386,4,9:47.0,,Defensive rebound by Team,96,82
387,4,9:27.0,,S. Dekker makes 2-pt layup from 2 ft (assist by M. Teodosić),96,84
