,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,CHICAGO_ACTION,SACRAMENTO_SCORE,CHICAGO_SCORE
372,4,1:14.0,,L. Markkanen misses 3-pt jump shot from 25 ft,101,99
373,4,1:10.0,Defensive rebound by D. Fox,,101,99
374,4,0:51.0,Z. Randolph makes 2-pt layup from 1 ft,,103,99
375,4,0:51.0,,Chicago full timeout,103,99
376,4,0:51.0,B. Bogdanović misses 2-pt jump shot from 22 ft,,103,99
377,4,0:51.0,Offensive rebound by Z. Randolph,,103,99
378,4,0:43.0,,R. Lopez makes 2-pt jump shot from 22 ft (assist by J. Grant),103,101
379,4,0:24.0,D. Fox makes 2-pt layup from 1 ft (assist by W. Cauley-Stein),,105,101
380,4,0:24.0,,Chicago full timeout,105,101
381,4,0:18.0,,L. Markkanen misses 2-pt jump shot from 14 ft,105,101
382,4,0:15.0,Defensive rebound by B. Bogdanović,,105,101
383,4,0:14.0,Personal take foul by K. Dunn (drawn by B. Bogdanović),,105,101
384,4,0:14.0,,P. Zipser enters the game for R. Lopez,105,101
385,4,0:13.0,Personal foul by J. Holiday (drawn by B. Bogdanović),,105,101
386,4,0:13.0,B. Bogdanović makes free throw 1 of 2,,106,101
387,4,0:13.0,,R. Lopez enters the game for P. Zipser,106,101
388,4,0:13.0,B. Bogdanović misses free throw 2 of 2,,106,101
389,4,0:11.0,,Defensive rebound by L. Markkanen,106,101
390,4,0:08.0,,Shooting foul by G. Temple (drawn by J. Grant),106,101
391,4,0:08.0,,J. Grant misses free throw 1 of 3,106,101
392,4,0:08.0,,Offensive rebound by Team,106,101
393,4,0:08.0,,J. Grant makes free throw 2 of 3,106,102
394,4,0:08.0,,P. Zipser enters the game for R. Lopez,106,102
395,4,0:08.0,,J. Grant makes free throw 3 of 3,106,103
396,4,0:04.0,Personal take foul by J. Grant (drawn by B. Bogdanović),,106,103
397,4,0:04.0,B. Bogdanović makes free throw 1 of 2,,107,103
398,4,0:04.0,,R. Lopez enters the game for P. Zipser,107,103
399,4,0:04.0,B. Bogdanović misses free throw 2 of 2,,107,103
400,4,0:02.0,,Defensive rebound by R. Lopez,107,103
401,4,0:00.0,,J. Grant makes 3-pt jump shot from 26 ft (assist by R. Lopez),107,106
